period,Battery,Biomass,Coal,Curtailment,Diesel,Gas,Geothermal,Hydro,Nuclear,Solar,Trans_loss,Wind,scs
2040,-0.05952150075231307,54.707436561654575,0.0,48.46145679525303,0.0,117.80105218060446,2.10384,766.8969025964483,32.82867,316.2707117877659,-0.5920317442013301,323.2462177202434,trd_cut90_ge15_1axis
2050,-33.038578090294465,34.24495460500248,0.0,204.0506975583698,0.0034874999999999997,24.244093807904953,2.10384,804.2938481554423,32.82867,414.8050994791357,-0.7192838476316268,846.5964321648323,trd_cut90_ge15_1axis
2020,0.0,84.76089996548166,11.778221696017416,51.250247487736246,14.580052997800001,160.69917850424815,0.35064,542.5419806822638,32.82867,14.346032865181034,-0.45655566223496247,27.234614166310344,trd_cut90_gamesa2_1axis
2030,0.0,65.34020663166474,14.04239739256501,46.17617681186239,0.0,159.86636031840874,0.35064,637.8020913159064,32.82867,250.5447992386451,-0.609211563876279,51.64718356668609,trd_cut90_gamesa2_1axis
2040,-0.6322153116438135,55.74765054985691,0.0,50.5209801269567,0.0,119.20410929031281,2.10384,774.0360159553952,32.82867,358.48258054985087,-0.644880912084073,271.59277943853624,trd_cut90_gamesa2_1axis
2050,-34.82005497890449,71.3984852097974,0.0,164.95384660518934,0.0,24.235818427555202,2.10384,799.6322749482733,120.05037,443.69756846830796,-0.6646018671471281,697.4658706790015,trd_cut90_gamesa2_1axis
2020,0.0,84.76089996548166,11.778221696017376,51.24996847766005,14.580052997800001,160.69917850424815,0.35064,542.44103432634,32.82867,14.352409827181035,-0.4568346723111458,27.329462570310344,trd_cut90_enercon7_1axis
2030,0.0,65.70984363816211,13.764322371971813,46.178353221339144,0.0,161.41482569616306,0.35064,635.3960463226023,32.82867,257.3753712994823,-0.6280328481338602,45.601450419752084,trd_cut90_enercon7_1axis
2040,-0.8634361314276483,55.838442612920204,0.0,51.56046382873532,0.0,119.51681167005049,2.10384,773.345492388807,32.82867,364.2151660559889,-0.6747093167670138,266.21256697878744,trd_cut90_enercon7_1axis
2050,-35.15485731977732,51.56991541397613,0.0,177.72264756923377,0.0,24.240070709387584,2.10384,800.0975422822255,120.05037,443.5418969017338,-0.6950543934986494,717.3808911354399,trd_cut90_enercon7_1axis
2020,0.0,84.76089996548166,11.778221696017242,51.29531952976103,14.5800529978,160.69917850424815,0.35064,542.0677945802389,32.82867,14.388414789181034,-0.41148362021015494,27.621346302310346,trd_cut90_enercon3_1axis
2030,0.0,65.46452919245607,11.84631308692755,43.26865933617791,0.0,163.454271268784,0.35064,639.6437836095723,32.82867,119.85339271351795,-0.6231445327661987,178.99468156150812,trd_cut90_enercon3_1axis
2040,0.0,54.93424051688576,0.0,48.23727235947442,0.0,118.22732199016139,2.10384,766.748519096825,32.82867,259.83498367499,-0.5970583943564254,379.17313971549396,trd_cut90_enercon3_1axis
2050,-29.338481345348754,29.965767633126305,0.0,177.1560591348198,0.0174375,24.21597731457122,2.10384,789.0179680734225,32.82867,399.03159506064617,-0.802445221478111,881.5770194314011,trd_cut90_enercon3_1axis
2020,0.0,84.76089996548166,11.778221696017146,51.248410568249994,14.580052997800001,160.69917850424815,0.35064,542.47771463575,32.82867,14.349915395181034,-0.4583925817212008,27.296834602310344,trd_cut90_vestas2_fixed
2030,0.0,69.46805271466852,10.951421563801674,41.86906622146024,0.0,164.73860804459596,0.35064,633.7566633678764,32.82867,21.82875119795604,-0.5845012539226976,278.47483126502397,trd_cut90_vestas2_fixed
2040,0.0,61.27203679041333,0.0,44.73842203835426,0.0,118.33445694861236,2.10384,768.8975640096618,32.82867,72.38096433301197,-0.5441675255556242,557.9802920438558,trd_cut90_vestas2_fixed
2050,-11.729382334260078,28.53545462750392,0.0,184.31333228819005,0.020925,24.217109545735283,2.10384,794.1792964875041,32.82867,277.89695414557536,-0.7006116633996964,995.5287934773233,trd_cut90_vestas2_fixed
2020,0.0,84.76089996548166,11.778221696016988,51.298062230554,14.580052997800001,160.69917850424815,0.35064,542.064671571446,32.82867,14.388414789181034,-0.40874091941720087,27.621726610310343,trd_cut90_vestas7_fixed
2030,0.0,74.46355649522313,11.415363096268061,41.65292236838223,0.0,166.2012663353235,0.35064,641.3625595237952,32.82867,76.83085567316553,-0.597862719118984,208.9580884953434,trd_cut90_vestas7_fixed
2040,-0.06127741303333113,58.66648301736621,0.0,44.640740859542476,0.0,118.88627846018869,2.10384,779.2936803587531,32.82867,187.6207992371736,-0.5471519620000564,434.4104696991601,trd_cut90_vestas7_fixed
2050,-19.751456913404194,50.200624909328056,0.0,185.59804490993955,0.0174375,24.223474019925238,2.10384,804.755349811402,82.18895698647513,315.83903352933754,-0.5979288313452333,877.0513180111251,trd_cut90_vestas7_fixed
2020,0.0,84.76089996548166,11.778221696017026,51.24978648411509,14.580052997800001,160.69917850424815,0.35064,542.2854850938849,32.82867,14.369078597181034,-0.4570166658560999,27.468525026310346,trd_cut90_vestas3_fixed
2030,0.0,73.14058411270504,12.558767415818492,43.148340401659084,0.0,165.8124131231757,2.10384,643.2074696810275,32.82867,141.30057679640512,-0.5961312492532562,141.45694702012085,trd_cut90_vestas3_fixed
2040,0.0,57.11477008457395,0.0,45.74736295826786,0.0,119.6302803716758,2.10384,783.4464564763301,32.82867,253.4400254792358,-0.5740301436680145,365.263644331852,trd_cut90_vestas3_fixed
2050,-24.598664010775707,108.57353257262393,0.0,139.19410079434223,0.00290625,24.253194472420393,2.10384,810.4059856579082,120.05037,334.5824822170692,-0.6346333876654773,756.85242253893,trd_cut90_vestas3_fixed
2020,0.0,84.76089996548167,11.778221696017408,51.29401205107568,14.5800529978,160.69917850424815,0.35064,542.0687217509243,32.82867,14.388414789181034,-0.4127910988955128,27.621726610310343,trd_cut90_siemens36_fixed
2030,0.0,74.04255410879077,12.213663669035945,42.2488593537973,0.0,164.37209729807813,0.35064,641.2223916513377,32.82867,95.44405829000655,-0.6200974622409113,191.95915934499158,trd_cut90_siemens36_fixed
2040,-0.17811434122273492,57.49338416312688,0.0,45.99485199532044,0.0,119.06126926835177,2.10384,781.7974052478783,32.82867,209.84845039947115,-0.5913877404173989,410.7393836244009,trd_cut90_siemens36_fixed
2050,-22.480070034334297,50.817344904167044,0.0,187.2826723473382,0.00290625,24.254714854367737,2.10384,807.0950241892509,120.05037,316.81010069562376,-0.7637612855890552,836.2146488205964,trd_cut90_siemens36_fixed
2020,0.0,84.76089996548167,11.778221696017512,51.24767025021801,14.580052997800001,160.69917850424815,0.35064,542.442713689782,32.82867,14.349878275181034,-0.4591328997532008,27.332612986310345,trd_cut90_siemens23_fixed
2030,0.0,74.18378172410726,10.921175925458972,41.630144109281616,0.0,167.14313000314624,0.35064,638.2176535793408,32.82867,63.72950731699716,-0.6622996002394907,225.1008779511889,trd_cut90_siemens23_fixed
2040,0.0,58.7479002843922,0.0,43.61150647659604,0.0,118.79300517360565,2.10384,778.7398589030906,32.82867,164.57844953296936,-0.5689352620335321,458.03086796797555,trd_cut90_siemens23_fixed
2050,-21.975522458882335,43.436387800595035,0.0,189.53963441164706,0.0174375,24.2234928582544,2.10384,801.1131170029228,73.67105091926842,312.0210484130448,-0.6730620910933892,900.6631016412068,trd_cut90_siemens23_fixed
2020,0.0,84.76089996548166,11.778221696017487,51.244316296383026,14.5800529978,160.69917850424815,0.35064,542.612913089617,32.82867,14.255642833181033,-0.4624868535881733,27.260002982310343,trd_cut90_ge25_fixed
2030,-1.1154982348479998,69.98848351278014,10.457545166736365,40.94033022300067,0.0,166.56138258795895,0.35064,633.4447742209702,32.82867,32.86498732026769,-0.6650609400936384,266.40691089851566,trd_cut90_ge25_fixed
2040,0.0,61.55960027422358,0.0,43.067029568201505,0.0,118.12863381815069,2.10384,773.2682229516055,32.82867,101.57227873203841,-0.6840090671216313,524.4764198911033,trd_cut90_ge25_fixed
2050,-16.64015519558351,30.75173141383128,1.2336999953900676e-14,182.28298396621034,0.020925,24.216269945008936,2.10384,785.7426126177579,32.82867,273.73249120818707,-0.8966614870352356,1008.0280748198055,trd_cut90_ge25_fixed
2020,0.0,84.76089996548164,11.778221696017418,51.25649914023315,14.5800529978,160.69917850424815,0.35064,542.7180345617668,32.82867,14.162207483181033,-0.4503040097380448,27.236134016310345,trd_cut90_ge15_fixed
2030,-1.1650535125728996,72.42002544868912,10.732771136678167,41.17445156824044,0.0,167.09976405617454,0.35064,640.0132426262442,32.82867,55.01346458205426,-0.70627211652593,234.51734847353808,trd_cut90_ge15_fixed
2040,0.0,59.149416242211515,0.0,43.666158631454806,0.0,118.64531897047289,2.10384,772.4387497290231,32.82867,157.42348190446538,-0.69433673740322,471.3585164912301,trd_cut90_ge15_fixed
2050,-24.871641837400322,48.78221796796249,2.976040295007722e-14,175.42481574616252,0.0174375,24.223616260701284,2.10384,793.4278812356652,46.177686746199825,298.15138109819793,-0.8376377122845852,945.4169030648242,trd_cut90_ge15_fixed
2020,0.0,84.76089996548167,11.778221696017603,51.289290241974776,14.580052997800001,160.69917850424815,0.35064,542.1132293920252,32.82867,14.388414789181034,-0.4175129079964301,27.581940778310344,trd_cut90_gamesa2_fixed
2030,0.0,73.83572360279798,12.88806899044978,42.60882876220379,0.0,163.21258189086106,2.10384,643.7927473916766,32.82867,120.04595391793251,-0.6237404405146894,163.72929154679653,trd_cut90_gamesa2_fixed
2040,-0.5646118480522446,57.43935674531057,0.0,44.81974784848698,0.0,119.5145321824968,2.10384,781.4959902581754,32.82867,231.04765047318836,-0.5759485676252729,389.4862898883147,trd_cut90_gamesa2_fixed
2050,-22.458703151097406,102.16855054909256,0.0,139.70469613452548,0.00290625,24.25194597625378,2.10384,808.3158801990643,120.05037,325.525304595457,-0.6952268748297818,774.1161121288717,trd_cut90_gamesa2_fixed
2020,0.0,84.76089996548166,11.778221696017502,51.24674166825,14.5800529978,160.69917850424815,0.35064,542.47672706175,32.82867,14.344976643181035,-0.46006148172120087,27.304429828310344,trd_cut90_enercon7_fixed
2030,0.0,73.51270969377155,12.57859546006336,42.92984105455375,0.0,165.3848451097021,2.10384,643.7361155486424,32.82867,133.95024776749833,-0.6017287188051307,148.31984203912702,trd_cut90_enercon7_fixed
2040,-0.45704162577163215,57.353515328075915,0.0,46.181080816349166,0.0,119.71802977705312,2.10384,780.6076682993349,32.82867,236.8883505487586,-0.562158947141523,384.38594318763717,trd_cut90_enercon7_fixed
2050,-21.614611839557238,75.68752183406461,0.0,159.2476540587258,0.00290625,24.254112283572564,2.10384,812.4467226937504,120.05037,320.87742732970696,-0.6634570605325185,800.965661872839,trd_cut90_enercon7_fixed
2020,0.0,84.76089996548166,11.778221696017098,51.249571796634,14.5800529978,160.69917850424815,0.35064,542.4996202753659,32.82867,14.344976643181035,-0.45723135333720094,27.278706486310345,trd_cut90_enercon3_fixed
2030,0.0,69.42896067857093,10.579000119233235,41.87319263826507,0.0,165.5205035308592,0.35064,633.9217303339734,32.82867,19.60240371770345,-0.6025074849069617,280.1837360045667,trd_cut90_enercon3_fixed
2040,0.0,61.3114714350787,0.0,46.82219806535791,0.0,117.82144969781956,2.10384,770.6046057475892,32.82867,60.21177508113486,-0.559548955412545,568.9313935937898,trd_cut90_enercon3_fixed
2050,-8.356483653657314,28.36507414884371,0.0,189.81771989613466,0.020925,24.21976177494437,2.10384,770.8548979175131,32.82867,259.24749082528695,-0.6863793261947734,1036.7990900948255,trd_cut90_enercon3_fixed
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_vestas2_1axis
2030,0.0,70.08808985077307,18.754124486510655,42.772482653636345,0.0,203.33322023524602,0.35064,634.0743719786383,32.82867,119.73751283087894,-0.6198348645105359,133.26634238246342,trd_vestas2_1axis
2040,0.0,80.81447841757198,9.037470810019814,19.167929917129378,0.0,417.4615309015843,0.35064,748.2267110193048,32.82867,165.80401544999538,-0.554497317913541,159.28463731943694,trd_vestas2_1axis
2050,-1.4054195083926684,74.9856209104578,3.581713078064072,3.013536260671589,0.0174375,595.2385064196944,0.35064,771.8107731253735,32.82867,300.2909775354572,-0.49747295732534763,373.9453218497669,trd_vestas2_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_vestas7_1axis
2030,0.0,71.19606754594913,22.42986000148032,43.87901107742574,0.0,215.98266362403763,0.35064,632.0729492313749,32.82867,192.2754535178717,-0.6035616937310974,45.28039467301724,trd_vestas7_1axis
2040,0.0,81.5717504224586,11.668751407390547,16.583520266228437,0.0,483.44102534960757,0.35064,732.3988132705053,32.82867,222.47962645502392,-0.569545139436586,49.0839248344503,trd_vestas7_1axis
2050,-2.182234185184142,81.23559164120906,7.90274091721648,2.475018326809603,0.0174375,737.0360521852342,0.35064,772.182010941068,32.82867,334.04616237133246,-0.5576167071769232,187.6298173469603,trd_vestas7_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_vestas3_1axis
2030,0.0,70.53079532285608,23.04153364215836,44.36194936320236,0.0,217.37895164575647,0.35064,632.0951503443421,32.82867,208.59380042422876,-0.6213746968522798,27.614970217510344,trd_vestas3_1axis
2040,0.0,81.70607942422671,11.928986026359192,16.86259711655343,0.0,487.2344416671021,0.35064,732.1392597341311,32.82867,238.9077727544075,-0.6339840099670597,28.791791003740116,trd_vestas3_1axis
2050,-2.2918352954508414,81.59468678647063,11.515388239582236,2.309057832761714,0.0174375,807.8158047069119,0.35064,777.3103882270813,32.82867,340.42819065427494,-0.6089769730550609,101.4361117851146,trd_vestas3_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_siemens36_1axis
2030,0.0,71.05734250764252,22.59016691818867,44.05843890679591,0.0,216.8157063647736,0.35064,631.743269283636,32.82867,201.40129492423608,-0.6120593386149367,35.63810624013793,trd_siemens36_1axis
2040,0.0,81.59547663481219,11.7991120200332,16.68359025478354,0.0,485.5166890943957,0.35064,732.1156325083729,32.82867,230.99952448184288,-0.590966170704799,38.638878031247614,trd_siemens36_1axis
2050,-2.1904247226601714,81.31436600644494,8.789426332358374,2.4777007526475345,0.0174375,744.697838512812,0.35064,777.3058443213813,32.82867,337.4711509812107,-0.5667779938433565,170.46416860203604,trd_siemens36_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_siemens23_1axis
2030,0.0,71.30015974118733,21.84897881331676,43.62086470036833,0.0,213.5660967583047,0.35064,631.2271080962826,32.82867,177.115072628239,-0.5940939046494893,64.17050476731896,trd_siemens23_1axis
2040,0.0,81.4963929110708,10.976547819459626,16.80771554532666,0.0,476.04762658353127,0.35064,732.6101904822054,32.82867,210.14758870511366,-0.5557463015786934,69.35174640019758,trd_siemens23_1axis
2050,-2.0732329079387597,81.14331006324905,7.859868873936135,2.479560901355765,0.0174375,738.118209575817,0.35064,772.1815755645835,32.82867,324.62707839198595,-0.5349554951445941,196.0629291252319,trd_siemens23_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_ge25_1axis
2030,0.0,71.01003110802264,21.105266696531775,43.20222657509969,0.0,204.99333487487345,0.35064,635.5711984714806,32.82867,147.9590023458843,-0.5862162535933446,98.58120965680044,trd_ge25_1axis
2040,0.0,80.91032005699694,10.466133939518022,17.34782460783431,0.0,450.2108809302629,0.35064,739.1603616182806,32.82867,181.53575910718152,-0.554813712276009,118.34570466003592,trd_ge25_1axis
2050,-1.3910192399621197,77.62477370060788,5.375808,2.9953181717653097,0.0174375,661.9000714966207,0.35064,771.7922201599999,32.82867,308.6908247410497,-0.504575455576742,294.4741054375561,trd_ge25_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_ge15_1axis
2030,0.0,70.94103817744673,20.78438746708485,43.45178936909654,0.0,211.38688350156312,0.35064,633.2725101310272,32.82867,165.92890267622457,-0.6041790660772578,76.92428401273065,trd_ge15_1axis
2040,0.0,81.52880824859922,10.9886159826814,17.211344656536838,0.0,465.26605090498424,0.35064,734.4393116644299,32.82867,205.9035155491334,-0.5581609131241436,82.50620516329573,trd_ge15_1axis
2050,-1.8683496851668648,80.50106885197981,6.060545037220089,2.479818648401924,0.0174375,725.0489307305837,0.35064,772.1789301896295,32.82867,321.17141754487585,-0.5186488586139548,214.984302540966,trd_ge15_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_gamesa2_1axis
2030,0.0,71.15935607229422,24.177538440421014,44.17629715181245,0.0,217.30292057663505,0.35064,631.842362932172,32.82867,207.12447764240508,-0.5945553742378834,27.621726610310343,trd_gamesa2_1axis
2040,0.0,81.70880100430547,11.94809445522997,16.93480752428803,0.0,486.1134027457754,0.35064,732.1157885207243,32.82867,238.80876925775888,-0.611350136500837,29.99084075270658,trd_gamesa2_1axis
2050,-2.2256666673815517,81.47268606148683,10.2992256,2.398313103130939,0.0174375,775.3336146667616,0.35064,777.307727411637,32.82867,339.38373881836975,-0.5704132225455257,136.25485058939952,trd_gamesa2_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_enercon7_1axis
2030,0.0,71.15935607229424,24.17735173580636,44.1717430186704,0.0,217.287211297473,0.35064,631.9982336070979,32.82867,206.98903414562645,-0.5990865686084588,27.621726610310343,trd_enercon7_1axis
2040,0.0,81.70919341801532,11.930965301559178,16.92726206086407,0.0,486.1972380440678,0.35064,732.235600827564,32.82867,238.79531074027275,-0.6110621875603214,29.817100456081032,trd_enercon7_1axis
2050,-2.2535839734940364,81.5409242424647,10.2992256,2.3483639732043855,0.0174375,778.909654801581,0.35064,777.3103882270813,32.82867,339.852060743495,-0.5797739341301603,132.15323834283623,trd_enercon7_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.29435117583636,11.409244984999992,162.37168264628394,0.35064,542.0683826261636,32.82867,14.388414789181034,-0.43215703277186784,27.621726610310343,trd_enercon3_1axis
2030,0.0,69.20487395039416,17.64609920381321,42.783467264936036,0.0,199.71082572691736,0.35064,633.4893546065903,32.82867,113.37366189331777,-0.5878313670051555,145.79684288597224,trd_enercon3_1axis
2040,0.0,80.80866232479043,9.772415848127272,18.7748874298794,0.0,415.282456160786,0.35064,747.1727563953842,32.82867,155.99102043575178,-0.5581333254710933,171.60516876063113,trd_enercon3_1axis
2050,-1.3292717037588737,74.51191814107777,2.8059423833717747,2.9577351329951096,0.020925,562.8974052607662,0.35064,771.73248926,32.82867,288.1386821397952,-0.5114593159997961,419.76527828968574,trd_enercon3_1axis
2020,0.0,83.1067050246686,19.349799336414286,51.25378203985,11.409244984999997,162.37168264628394,0.35064,542.45209104515,32.82867,14.348156643181035,-0.472726168758217,27.318845473310343,trd_vestas2_fixed
2030,0.0,76.3713372156732,19.792718283506588,40.37073395689295,0.0,213.37884532713028,0.35064,638.7768373920001,32.82867,14.761847982615517,-0.6054370873715457,216.15767778644584,trd_vestas2_fixed
2040,0.0,82.26853447757541,11.197585308364284,15.188119739407854,0.0,450.4993311417452,0.35064,730.096533301,32.82867,18.350386937218982,-0.5368124808036583,288.19878791489964,trd_vestas2_fixed
2050,-1.4754628393735316,82.21097417244575,7.3879125322821295,2.59218955127892,0.020925,752.6106821213086,0.35064,771.81193016,32.82867,52.79204378733411,-0.5513420636687119,453.10051040742536,trd_vestas2_fixed
2020,0.0,83.1067050246686,19.349799336414286,51.25378203985,11.409244984999997,162.37168264628394,0.35064,542.45209104515,32.82867,14.348156643181035,-0.472726168758217,27.318845473310343,trd_vestas7_fixed
2030,0.0,85.55227308066561,21.652146962016793,37.01267850500001,0.0,261.5327749076685,0.35064,639.287175163,32.82867,31.750844633801723,-0.6393783256258313,139.49799047847304,trd_vestas7_fixed
2040,0.0,88.9882070238813,12.6137175500921,15.20180297711025,0.0,555.534422307085,0.35064,699.592973755,32.82867,57.166174461362,-0.542232886911836,166.72108438949124,trd_vestas7_fixed
2050,-1.2970839177523679,82.31408547137535,13.396516781464298,1.0807973790007683,0.020694983723931748,814.8616902834219,0.35064,777.4479611150327,32.82867,166.4457695573961,-0.5664819175672883,265.43600083991913,trd_vestas7_fixed
2020,0.0,83.1067050246686,19.349799336414286,51.25378203985,11.409244984999997,162.37168264628394,0.35064,542.45209104515,32.82867,14.348156643181035,-0.472726168758217,27.318845473310343,trd_vestas3_fixed
2030,0.0,85.9209327,21.685525760784074,37.01267850500001,0.0,312.3648161941743,0.35064,640.946751775,32.82867,72.32268430522055,-0.5859995393083949,45.97911570412931,trd_vestas3_fixed
2040,0.0,88.3721734688486,13.139943552064574,15.187947304999996,0.0,573.8849962523996,0.35064,698.825782783,32.82867,149.35864823609967,-0.5877258460892969,57.08052815367655,trd_vestas3_fixed
2050,-1.2632479979803155,82.84380284819706,16.26624315295517,0.9305447668169203,0.020190350053877867,883.0029560309204,0.35064,777.4817512422928,32.82867,214.43595495142736,-0.6188117223247136,145.9189530639673,trd_vestas3_fixed
2020,0.0,83.1067050246686,19.349799336414286,51.25378203985001,11.409244984999997,162.37168264628394,0.35064,542.45209104515,32.82867,14.348156643181035,-0.472726168758217,27.318845473310343,trd_siemens36_fixed
2030,0.0,85.91839694999994,22.627897409977916,37.01267850500002,0.0,273.67298383497905,0.35064,639.287175163,32.82867,49.93543989028908,-0.5866933655866493,107.77862701734051,trd_siemens36_fixed
