,type,period,load_zone,trade,Scenario,multiplier,trade_1
660,export,2050,Argentina,1.48498,Trade Emission cut 90% Enercon E101 3000 Single-Axis,-1,-1.48498
661,export,2050,Brazil,2.32937,Trade Emission cut 90% Enercon E101 3000 Single-Axis,-1,-2.32937
662,export,2050,Chile,0.00127,Trade Emission cut 90% Enercon E101 3000 Single-Axis,-1,-0.00127
663,export,2050,Paraguay,0.00376,Trade Emission cut 90% Enercon E101 3000 Single-Axis,-1,-0.00376
664,export,2050,Uruguay,0.1622,Trade Emission cut 90% Enercon E101 3000 Single-Axis,-1,-0.1622
665,import,2020,Argentina,1.32283,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,1.32283
666,import,2020,Brazil,1.14307,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,1.14307
667,import,2020,Chile,0.00645,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00645
668,import,2020,Paraguay,0.0,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.0
669,import,2020,Uruguay,0.1748,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.1748
670,import,2025,Argentina,1.04158,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,1.04158
671,import,2025,Brazil,0.55019,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.55019
672,import,2025,Chile,0.00383,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00383
673,import,2025,Paraguay,0.0,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.0
674,import,2025,Uruguay,1.64717,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,1.64717
675,import,2030,Argentina,0.59329,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.59329
676,import,2030,Brazil,0.52876,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.52876
677,import,2030,Chile,0.00382,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00382
678,import,2030,Paraguay,0.0,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.0
679,import,2030,Uruguay,2.75642,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,2.75642
680,import,2035,Argentina,0.3553,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.3553
681,import,2035,Brazil,0.97843,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.97843
682,import,2035,Chile,0.00312,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00312
683,import,2035,Paraguay,0.0,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.0
684,import,2035,Uruguay,2.74291,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,2.74291
685,import,2040,Argentina,0.45896,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.45896
686,import,2040,Brazil,0.91937,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.91937
687,import,2040,Chile,0.0051,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.0051
688,import,2040,Paraguay,8e-05,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,8e-05
689,import,2040,Uruguay,2.07153,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,2.07153
690,import,2045,Argentina,0.64065,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.64065
691,import,2045,Brazil,0.94368,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.94368
692,import,2045,Chile,0.00554,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00554
693,import,2045,Paraguay,0.00219,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00219
694,import,2045,Uruguay,2.01493,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,2.01493
695,import,2050,Argentina,0.63238,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.63238
696,import,2050,Brazil,1.01534,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,1.01534
697,import,2050,Chile,0.00648,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00648
698,import,2050,Paraguay,0.00368,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,0.00368
699,import,2050,Uruguay,2.3237,Trade Emission cut 90% Enercon E101 3000 Single-Axis,1,2.3237
700,export,2020,Argentina,0.37289,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.37289
701,export,2020,Brazil,0.92473,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.92473
702,export,2020,Chile,0.0,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.0
703,export,2020,Paraguay,0.00861,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00861
704,export,2020,Uruguay,1.40298,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.40298
705,export,2025,Argentina,0.84537,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.84537
706,export,2025,Brazil,1.93019,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.93019
707,export,2025,Chile,0.00096,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00096
708,export,2025,Paraguay,0.00785,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00785
709,export,2025,Uruguay,0.20343,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.20343
710,export,2030,Argentina,1.44323,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.44323
711,export,2030,Brazil,2.4768,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-2.4768
712,export,2030,Chile,0.001,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.001
713,export,2030,Paraguay,0.0078,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.0078
714,export,2030,Uruguay,0.05851,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.05851
715,export,2035,Argentina,1.52956,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.52956
716,export,2035,Brazil,2.07231,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-2.07231
717,export,2035,Chile,0.00338,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00338
718,export,2035,Paraguay,0.00744,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00744
719,export,2035,Uruguay,0.0428,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.0428
720,export,2040,Argentina,1.29884,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.29884
721,export,2040,Brazil,1.66925,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.66925
722,export,2040,Chile,0.00205,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00205
723,export,2040,Paraguay,0.00733,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00733
724,export,2040,Uruguay,0.181,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.181
725,export,2045,Argentina,1.36753,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.36753
726,export,2045,Brazil,1.90851,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.90851
727,export,2045,Chile,0.00221,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00221
728,export,2045,Paraguay,0.00461,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00461
729,export,2045,Uruguay,0.23777,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.23777
730,export,2050,Argentina,1.53277,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.53277
731,export,2050,Brazil,1.97753,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-1.97753
732,export,2050,Chile,0.00153,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00153
733,export,2050,Paraguay,0.00374,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.00374
734,export,2050,Uruguay,0.34094,Trade Emission cut 90% Vestas V90 2000 Fixed,-1,-0.34094
735,import,2020,Argentina,1.31921,Trade Emission cut 90% Vestas V90 2000 Fixed,1,1.31921
736,import,2020,Brazil,1.04724,Trade Emission cut 90% Vestas V90 2000 Fixed,1,1.04724
737,import,2020,Chile,0.00645,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00645
738,import,2020,Paraguay,0.0,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.0
739,import,2020,Uruguay,0.3363,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.3363
740,import,2025,Argentina,0.87307,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.87307
741,import,2025,Brazil,0.46919,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.46919
742,import,2025,Chile,0.00542,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00542
743,import,2025,Paraguay,0.0,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.0
744,import,2025,Uruguay,1.64012,Trade Emission cut 90% Vestas V90 2000 Fixed,1,1.64012
745,import,2030,Argentina,0.28387,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.28387
746,import,2030,Brazil,0.48548,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.48548
747,import,2030,Chile,0.00589,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00589
748,import,2030,Paraguay,0.0,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.0
749,import,2030,Uruguay,3.21209,Trade Emission cut 90% Vestas V90 2000 Fixed,1,3.21209
750,import,2035,Argentina,0.55949,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.55949
751,import,2035,Brazil,0.72759,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.72759
752,import,2035,Chile,0.00424,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00424
753,import,2035,Paraguay,0.00027,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00027
754,import,2035,Uruguay,2.36389,Trade Emission cut 90% Vestas V90 2000 Fixed,1,2.36389
755,import,2040,Argentina,0.49762,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.49762
756,import,2040,Brazil,0.82652,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.82652
757,import,2040,Chile,0.0056,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.0056
758,import,2040,Paraguay,0.00041,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00041
759,import,2040,Uruguay,1.82832,Trade Emission cut 90% Vestas V90 2000 Fixed,1,1.82832
760,import,2045,Argentina,0.55718,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.55718
761,import,2045,Brazil,0.92652,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.92652
762,import,2045,Chile,0.00548,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00548
763,import,2045,Paraguay,0.00275,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00275
764,import,2045,Uruguay,2.02872,Trade Emission cut 90% Vestas V90 2000 Fixed,1,2.02872
765,import,2050,Argentina,0.67946,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.67946
766,import,2050,Brazil,1.08639,Trade Emission cut 90% Vestas V90 2000 Fixed,1,1.08639
767,import,2050,Chile,0.00602,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00602
768,import,2050,Paraguay,0.00398,Trade Emission cut 90% Vestas V90 2000 Fixed,1,0.00398
769,import,2050,Uruguay,2.08067,Trade Emission cut 90% Vestas V90 2000 Fixed,1,2.08067
770,export,2020,Argentina,0.38507,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.38507
771,export,2020,Brazil,0.63141,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.63141
772,export,2020,Chile,0.0,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.0
773,export,2020,Paraguay,0.00861,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00861
774,export,2020,Uruguay,1.62385,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.62385
775,export,2025,Argentina,1.15706,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.15706
776,export,2025,Brazil,1.58591,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.58591
777,export,2025,Chile,0.00128,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00128
778,export,2025,Paraguay,0.00784,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00784
779,export,2025,Uruguay,0.26413,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.26413
780,export,2030,Argentina,1.56749,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.56749
781,export,2030,Brazil,2.31879,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-2.31879
782,export,2030,Chile,0.0013,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.0013
783,export,2030,Paraguay,0.0078,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.0078
784,export,2030,Uruguay,0.03262,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.03262
785,export,2035,Argentina,1.65291,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.65291
786,export,2035,Brazil,1.87798,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.87798
787,export,2035,Chile,0.0031,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.0031
788,export,2035,Paraguay,0.0078,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.0078
789,export,2035,Uruguay,0.1046,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.1046
790,export,2040,Argentina,1.24905,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.24905
791,export,2040,Brazil,1.88248,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.88248
792,export,2040,Chile,0.00168,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00168
793,export,2040,Paraguay,0.0078,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.0078
794,export,2040,Uruguay,0.1724,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.1724
795,export,2045,Argentina,1.32425,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.32425
796,export,2045,Brazil,1.67875,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.67875
797,export,2045,Chile,0.00239,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00239
798,export,2045,Paraguay,0.00576,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00576
799,export,2045,Uruguay,0.34056,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.34056
800,export,2050,Argentina,1.67127,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.67127
801,export,2050,Brazil,1.36384,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-1.36384
802,export,2050,Chile,0.00237,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00237
803,export,2050,Paraguay,0.00404,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.00404
804,export,2050,Uruguay,0.32658,Trade Emission cut 90% Vestas V164 7000 Fixed,-1,-0.32658
805,import,2020,Argentina,1.32148,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.32148
806,import,2020,Brazil,1.13437,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.13437
807,import,2020,Chile,0.00645,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00645
808,import,2020,Paraguay,0.0,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.0
809,import,2020,Uruguay,0.18664,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.18664
810,import,2025,Argentina,0.7361,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.7361
811,import,2025,Brazil,0.80842,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.80842
812,import,2025,Chile,0.00405,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00405
813,import,2025,Paraguay,0.0,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.0
814,import,2025,Uruguay,1.46765,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.46765
815,import,2030,Argentina,0.41333,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.41333
816,import,2030,Brazil,0.58941,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.58941
817,import,2030,Chile,0.00472,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00472
818,import,2030,Paraguay,0.0,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.0
819,import,2030,Uruguay,2.92054,Trade Emission cut 90% Vestas V164 7000 Fixed,1,2.92054
820,import,2035,Argentina,0.36959,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.36959
821,import,2035,Brazil,0.77214,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.77214
822,import,2035,Chile,0.00415,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00415
823,import,2035,Paraguay,0.0,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.0
824,import,2035,Uruguay,2.50051,Trade Emission cut 90% Vestas V164 7000 Fixed,1,2.50051
825,import,2040,Argentina,0.50447,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.50447
826,import,2040,Brazil,0.78125,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.78125
827,import,2040,Chile,0.00566,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00566
828,import,2040,Paraguay,0.0,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.0
829,import,2040,Uruguay,2.02203,Trade Emission cut 90% Vestas V164 7000 Fixed,1,2.02203
830,import,2045,Argentina,0.56496,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.56496
831,import,2045,Brazil,1.14063,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.14063
832,import,2045,Chile,0.0054,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.0054
833,import,2045,Paraguay,0.00198,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00198
834,import,2045,Uruguay,1.63874,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.63874
835,import,2050,Argentina,0.44134,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.44134
836,import,2050,Brazil,1.33989,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.33989
837,import,2050,Chile,0.00563,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00563
838,import,2050,Paraguay,0.00343,Trade Emission cut 90% Vestas V164 7000 Fixed,1,0.00343
839,import,2050,Uruguay,1.5778,Trade Emission cut 90% Vestas V164 7000 Fixed,1,1.5778
840,export,2020,Argentina,0.37147,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.37147
841,export,2020,Brazil,0.91805,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.91805
842,export,2020,Chile,0.0,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.0
843,export,2020,Paraguay,0.00861,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00861
844,export,2020,Uruguay,1.40534,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.40534
845,export,2025,Argentina,1.2888,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.2888
846,export,2025,Brazil,1.86872,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.86872
847,export,2025,Chile,0.00117,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00117
848,export,2025,Paraguay,0.00786,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00786
849,export,2025,Uruguay,0.20799,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.20799
850,export,2030,Argentina,1.66863,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.66863
851,export,2030,Brazil,2.02524,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-2.02524
852,export,2030,Chile,0.00112,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00112
853,export,2030,Paraguay,0.0078,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.0078
854,export,2030,Uruguay,0.02725,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.02725
855,export,2035,Argentina,1.77694,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.77694
856,export,2035,Brazil,2.25888,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-2.25888
857,export,2035,Chile,0.00135,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00135
858,export,2035,Paraguay,0.00777,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00777
859,export,2035,Uruguay,0.10349,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.10349
860,export,2040,Argentina,1.30928,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.30928
861,export,2040,Brazil,1.83563,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.83563
862,export,2040,Chile,0.00174,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00174
863,export,2040,Paraguay,0.0078,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.0078
864,export,2040,Uruguay,0.20831,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.20831
865,export,2045,Argentina,1.35545,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.35545
866,export,2045,Brazil,1.86816,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.86816
867,export,2045,Chile,0.00259,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00259
868,export,2045,Paraguay,0.00575,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00575
869,export,2045,Uruguay,0.27876,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.27876
870,export,2050,Argentina,1.60982,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.60982
871,export,2050,Brazil,1.38388,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-1.38388
872,export,2050,Chile,0.0019,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.0019
873,export,2050,Paraguay,0.00341,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.00341
874,export,2050,Uruguay,0.41296,Trade Emission cut 90% Vestas V90 3000 Fixed,-1,-0.41296
875,import,2020,Argentina,1.31824,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.31824
876,import,2020,Brazil,1.04328,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.04328
877,import,2020,Chile,0.00645,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00645
878,import,2020,Paraguay,0.0,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.0
879,import,2020,Uruguay,0.33549,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.33549
880,import,2025,Argentina,0.98587,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.98587
881,import,2025,Brazil,0.92193,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.92193
882,import,2025,Chile,0.0037,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.0037
883,import,2025,Paraguay,0.0,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.0
884,import,2025,Uruguay,1.46304,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.46304
885,import,2030,Argentina,0.39539,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.39539
886,import,2030,Brazil,0.79091,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.79091
887,import,2030,Chile,0.00378,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00378
888,import,2030,Paraguay,0.0,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.0
889,import,2030,Uruguay,2.53996,Trade Emission cut 90% Vestas V90 3000 Fixed,1,2.53996
890,import,2035,Argentina,0.36751,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.36751
891,import,2035,Brazil,0.84991,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.84991
892,import,2035,Chile,0.00522,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00522
893,import,2035,Paraguay,3e-05,Trade Emission cut 90% Vestas V90 3000 Fixed,1,3e-05
894,import,2035,Uruguay,2.92576,Trade Emission cut 90% Vestas V90 3000 Fixed,1,2.92576
895,import,2040,Argentina,0.48448,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.48448
896,import,2040,Brazil,0.86929,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.86929
897,import,2040,Chile,0.00591,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00591
898,import,2040,Paraguay,0.0,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.0
899,import,2040,Uruguay,2.00308,Trade Emission cut 90% Vestas V90 3000 Fixed,1,2.00308
900,import,2045,Argentina,0.56699,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.56699
901,import,2045,Brazil,1.03051,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.03051
902,import,2045,Chile,0.00484,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00484
903,import,2045,Paraguay,0.00205,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00205
904,import,2045,Uruguay,1.90632,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.90632
905,import,2050,Argentina,0.52664,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.52664
906,import,2050,Brazil,1.40232,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.40232
907,import,2050,Chile,0.00607,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00607
908,import,2050,Paraguay,0.00403,Trade Emission cut 90% Vestas V90 3000 Fixed,1,0.00403
909,import,2050,Uruguay,1.47291,Trade Emission cut 90% Vestas V90 3000 Fixed,1,1.47291
910,export,2020,Argentina,0.38642,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.38642
911,export,2020,Brazil,0.64673,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.64673
912,export,2020,Chile,0.0,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.0
913,export,2020,Paraguay,0.00861,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00861
914,export,2020,Uruguay,1.62589,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-1.62589
915,export,2025,Argentina,1.03336,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-1.03336
916,export,2025,Brazil,1.78567,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-1.78567
917,export,2025,Chile,0.00085,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00085
918,export,2025,Paraguay,0.00786,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00786
919,export,2025,Uruguay,0.25231,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.25231
920,export,2030,Argentina,1.66915,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-1.66915
921,export,2030,Brazil,2.19607,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-2.19607
922,export,2030,Chile,0.00132,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00132
923,export,2030,Paraguay,0.00772,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00772
924,export,2030,Uruguay,0.01405,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.01405
925,export,2035,Argentina,1.75354,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-1.75354
926,export,2035,Brazil,2.32273,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-2.32273
927,export,2035,Chile,0.00273,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00273
928,export,2035,Paraguay,0.00758,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.00758
929,export,2035,Uruguay,0.03375,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,-1,-0.03375
