,type,period,load_zone,trade,Scenario,multiplier,trade_1
1264,export,2025,Uruguay,0.0478,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.0478
1265,export,2030,Argentina,1.6629,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.6629
1266,export,2030,Brazil,2.01505,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-2.01505
1267,export,2030,Chile,0.00115,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00115
1268,export,2030,Paraguay,0.0078,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.0078
1269,export,2030,Uruguay,0.03737,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.03737
1270,export,2035,Argentina,1.76053,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.76053
1271,export,2035,Brazil,2.24994,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-2.24994
1272,export,2035,Chile,0.00242,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00242
1273,export,2035,Paraguay,0.00777,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00777
1274,export,2035,Uruguay,0.09574,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.09574
1275,export,2040,Argentina,1.31782,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.31782
1276,export,2040,Brazil,1.67259,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.67259
1277,export,2040,Chile,0.00214,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00214
1278,export,2040,Paraguay,0.0078,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.0078
1279,export,2040,Uruguay,0.21803,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.21803
1280,export,2045,Argentina,1.29725,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.29725
1281,export,2045,Brazil,1.68679,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.68679
1282,export,2045,Chile,0.00208,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00208
1283,export,2045,Paraguay,0.00581,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00581
1284,export,2045,Uruguay,0.31897,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.31897
1285,export,2050,Argentina,1.76252,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.76252
1286,export,2050,Brazil,1.6377,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-1.6377
1287,export,2050,Chile,0.00172,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00172
1288,export,2050,Paraguay,0.00351,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.00351
1289,export,2050,Uruguay,0.12162,Trade Emission cut 90% Enercon E126 7000 Fixed,-1,-0.12162
1290,import,2020,Argentina,1.31934,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.31934
1291,import,2020,Brazil,1.05247,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.05247
1292,import,2020,Chile,0.00645,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00645
1293,import,2020,Paraguay,0.0,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.0
1294,import,2020,Uruguay,0.31544,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.31544
1295,import,2025,Argentina,0.98581,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.98581
1296,import,2025,Brazil,0.82255,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.82255
1297,import,2025,Chile,0.00379,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00379
1298,import,2025,Paraguay,0.0,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.0
1299,import,2025,Uruguay,1.58225,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.58225
1300,import,2030,Argentina,0.39545,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.39545
1301,import,2030,Brazil,0.79285,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.79285
1302,import,2030,Chile,0.00399,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00399
1303,import,2030,Paraguay,0.0,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.0
1304,import,2030,Uruguay,2.53198,Trade Emission cut 90% Enercon E126 7000 Fixed,1,2.53198
1305,import,2035,Argentina,0.32914,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.32914
1306,import,2035,Brazil,0.84461,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.84461
1307,import,2035,Chile,0.00499,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00499
1308,import,2035,Paraguay,3e-05,Trade Emission cut 90% Enercon E126 7000 Fixed,1,3e-05
1309,import,2035,Uruguay,2.93763,Trade Emission cut 90% Enercon E126 7000 Fixed,1,2.93763
1310,import,2040,Argentina,0.44735,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.44735
1311,import,2040,Brazil,0.96169,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.96169
1312,import,2040,Chile,0.0057,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.0057
1313,import,2040,Paraguay,0.0,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.0
1314,import,2040,Uruguay,1.80363,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.80363
1315,import,2045,Argentina,0.6047,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.6047
1316,import,2045,Brazil,1.09652,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.09652
1317,import,2045,Chile,0.0051,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.0051
1318,import,2045,Paraguay,0.00196,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00196
1319,import,2045,Uruguay,1.60262,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.60262
1320,import,2050,Argentina,0.45475,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.45475
1321,import,2050,Brazil,1.28455,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.28455
1322,import,2050,Chile,0.00625,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00625
1323,import,2050,Paraguay,0.00406,Trade Emission cut 90% Enercon E126 7000 Fixed,1,0.00406
1324,import,2050,Uruguay,1.77745,Trade Emission cut 90% Enercon E126 7000 Fixed,1,1.77745
1325,export,2020,Argentina,0.37561,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.37561
1326,export,2020,Brazil,0.93755,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.93755
1327,export,2020,Chile,0.0,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.0
1328,export,2020,Paraguay,0.00861,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00861
1329,export,2020,Uruguay,1.37975,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.37975
1330,export,2025,Argentina,0.84227,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.84227
1331,export,2025,Brazil,2.04658,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-2.04658
1332,export,2025,Chile,0.00096,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00096
1333,export,2025,Paraguay,0.00784,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00784
1334,export,2025,Uruguay,0.21497,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.21497
1335,export,2030,Argentina,1.45568,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.45568
1336,export,2030,Brazil,2.62115,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-2.62115
1337,export,2030,Chile,0.00137,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00137
1338,export,2030,Paraguay,0.00775,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00775
1339,export,2030,Uruguay,0.04867,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.04867
1340,export,2035,Argentina,1.54562,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.54562
1341,export,2035,Brazil,2.25986,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-2.25986
1342,export,2035,Chile,0.00305,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00305
1343,export,2035,Paraguay,0.00733,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00733
1344,export,2040,Argentina,1.30507,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.30507
1345,export,2040,Brazil,1.789,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.789
1346,export,2040,Chile,0.00205,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00205
1347,export,2040,Paraguay,0.0068,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.0068
1348,export,2040,Uruguay,0.14498,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.14498
1349,export,2045,Argentina,1.29457,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.29457
1350,export,2045,Brazil,2.01588,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-2.01588
1351,export,2045,Chile,0.00226,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00226
1352,export,2045,Paraguay,0.00485,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00485
1353,export,2045,Uruguay,0.22515,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.22515
1354,export,2050,Argentina,1.58232,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.58232
1355,export,2050,Brazil,1.7707,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-1.7707
1356,export,2050,Chile,0.00127,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00127
1357,export,2050,Paraguay,0.00403,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.00403
1358,export,2050,Uruguay,0.32706,Trade Emission cut 90% Enercon E101 3000 Fixed,-1,-0.32706
1359,import,2020,Argentina,1.32283,Trade Emission cut 90% Enercon E101 3000 Fixed,1,1.32283
1360,import,2020,Brazil,1.0481,Trade Emission cut 90% Enercon E101 3000 Fixed,1,1.0481
1361,import,2020,Chile,0.00645,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00645
1362,import,2020,Paraguay,0.0,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.0
1363,import,2020,Uruguay,0.32414,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.32414
1364,import,2025,Argentina,0.98219,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.98219
1365,import,2025,Brazil,0.46301,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.46301
1366,import,2025,Chile,0.00542,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00542
1367,import,2025,Paraguay,0.0,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.0
1368,import,2025,Uruguay,1.66198,Trade Emission cut 90% Enercon E101 3000 Fixed,1,1.66198
1369,import,2030,Argentina,0.26814,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.26814
1370,import,2030,Brazil,0.45889,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.45889
1371,import,2030,Chile,0.00541,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00541
1372,import,2030,Paraguay,6e-05,Trade Emission cut 90% Enercon E101 3000 Fixed,1,6e-05
1373,import,2030,Uruguay,3.40213,Trade Emission cut 90% Enercon E101 3000 Fixed,1,3.40213
1374,import,2035,Argentina,0.54147,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.54147
1375,import,2035,Brazil,0.77646,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.77646
1376,import,2035,Chile,0.00438,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00438
1377,import,2035,Paraguay,0.00027,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00027
1378,import,2035,Uruguay,2.49328,Trade Emission cut 90% Enercon E101 3000 Fixed,1,2.49328
1379,import,2040,Argentina,0.48009,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.48009
1380,import,2040,Brazil,0.80323,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.80323
1381,import,2040,Chile,0.00566,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00566
1382,import,2040,Paraguay,0.00087,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00087
1383,import,2040,Uruguay,1.95805,Trade Emission cut 90% Enercon E101 3000 Fixed,1,1.95805
1384,import,2045,Argentina,0.59962,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.59962
1385,import,2045,Brazil,0.89066,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.89066
1386,import,2045,Chile,0.0053,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.0053
1387,import,2045,Paraguay,0.00252,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00252
1388,import,2045,Uruguay,2.04462,Trade Emission cut 90% Enercon E101 3000 Fixed,1,2.04462
1389,import,2050,Argentina,0.63164,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.63164
1390,import,2050,Brazil,1.18116,Trade Emission cut 90% Enercon E101 3000 Fixed,1,1.18116
1391,import,2050,Chile,0.00628,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00628
1392,import,2050,Paraguay,0.00381,Trade Emission cut 90% Enercon E101 3000 Fixed,1,0.00381
1393,import,2050,Uruguay,1.8625,Trade Emission cut 90% Enercon E101 3000 Fixed,1,1.8625
1394,export,2020,Argentina,1.43151,Trade Vestas V90 2000 Single-Axis,-1,-1.43151
1395,export,2020,Brazil,0.23169,Trade Vestas V90 2000 Single-Axis,-1,-0.23169
1396,export,2020,Chile,0.00105,Trade Vestas V90 2000 Single-Axis,-1,-0.00105
1397,export,2020,Paraguay,0.00825,Trade Vestas V90 2000 Single-Axis,-1,-0.00825
1398,export,2020,Uruguay,0.73492,Trade Vestas V90 2000 Single-Axis,-1,-0.73492
1399,export,2025,Argentina,1.07565,Trade Vestas V90 2000 Single-Axis,-1,-1.07565
1400,export,2025,Brazil,1.68065,Trade Vestas V90 2000 Single-Axis,-1,-1.68065
1401,export,2025,Chile,0.00157,Trade Vestas V90 2000 Single-Axis,-1,-0.00157
1402,export,2025,Paraguay,0.00784,Trade Vestas V90 2000 Single-Axis,-1,-0.00784
1403,export,2025,Uruguay,0.29778,Trade Vestas V90 2000 Single-Axis,-1,-0.29778
1404,export,2030,Argentina,1.46866,Trade Vestas V90 2000 Single-Axis,-1,-1.46866
1405,export,2030,Brazil,2.56512,Trade Vestas V90 2000 Single-Axis,-1,-2.56512
1406,export,2030,Chile,0.0021,Trade Vestas V90 2000 Single-Axis,-1,-0.0021
1407,export,2030,Paraguay,0.0078,Trade Vestas V90 2000 Single-Axis,-1,-0.0078
1408,export,2030,Uruguay,0.06855,Trade Vestas V90 2000 Single-Axis,-1,-0.06855
1409,export,2035,Argentina,1.9124,Trade Vestas V90 2000 Single-Axis,-1,-1.9124
1410,export,2035,Brazil,1.6638,Trade Vestas V90 2000 Single-Axis,-1,-1.6638
1411,export,2035,Chile,0.00277,Trade Vestas V90 2000 Single-Axis,-1,-0.00277
1412,export,2035,Paraguay,0.0078,Trade Vestas V90 2000 Single-Axis,-1,-0.0078
1413,export,2035,Uruguay,0.09107,Trade Vestas V90 2000 Single-Axis,-1,-0.09107
1414,export,2040,Argentina,2.05878,Trade Vestas V90 2000 Single-Axis,-1,-2.05878
1415,export,2040,Brazil,1.48773,Trade Vestas V90 2000 Single-Axis,-1,-1.48773
1416,export,2040,Chile,0.00147,Trade Vestas V90 2000 Single-Axis,-1,-0.00147
1417,export,2040,Paraguay,0.0078,Trade Vestas V90 2000 Single-Axis,-1,-0.0078
1418,export,2040,Uruguay,0.09225,Trade Vestas V90 2000 Single-Axis,-1,-0.09225
1419,export,2045,Argentina,2.08707,Trade Vestas V90 2000 Single-Axis,-1,-2.08707
1420,export,2045,Brazil,1.13632,Trade Vestas V90 2000 Single-Axis,-1,-1.13632
1421,export,2045,Chile,0.00144,Trade Vestas V90 2000 Single-Axis,-1,-0.00144
1422,export,2045,Paraguay,0.00421,Trade Vestas V90 2000 Single-Axis,-1,-0.00421
1423,export,2045,Uruguay,0.27181,Trade Vestas V90 2000 Single-Axis,-1,-0.27181
1424,export,2050,Argentina,1.76338,Trade Vestas V90 2000 Single-Axis,-1,-1.76338
1425,export,2050,Brazil,0.8963,Trade Vestas V90 2000 Single-Axis,-1,-0.8963
1426,export,2050,Chile,0.00093,Trade Vestas V90 2000 Single-Axis,-1,-0.00093
1427,export,2050,Paraguay,0.00229,Trade Vestas V90 2000 Single-Axis,-1,-0.00229
1428,export,2050,Uruguay,0.59744,Trade Vestas V90 2000 Single-Axis,-1,-0.59744
1429,import,2020,Argentina,0.55782,Trade Vestas V90 2000 Single-Axis,1,0.55782
1430,import,2020,Brazil,1.5568,Trade Vestas V90 2000 Single-Axis,1,1.5568
1431,import,2020,Chile,0.00594,Trade Vestas V90 2000 Single-Axis,1,0.00594
1432,import,2020,Paraguay,0.0,Trade Vestas V90 2000 Single-Axis,1,0.0
1433,import,2020,Uruguay,0.28686,Trade Vestas V90 2000 Single-Axis,1,0.28686
1434,import,2025,Argentina,0.95694,Trade Vestas V90 2000 Single-Axis,1,0.95694
1435,import,2025,Brazil,0.56247,Trade Vestas V90 2000 Single-Axis,1,0.56247
1436,import,2025,Chile,0.00406,Trade Vestas V90 2000 Single-Axis,1,0.00406
1437,import,2025,Paraguay,0.0,Trade Vestas V90 2000 Single-Axis,1,0.0
1438,import,2025,Uruguay,1.54003,Trade Vestas V90 2000 Single-Axis,1,1.54003
1439,import,2030,Argentina,0.63198,Trade Vestas V90 2000 Single-Axis,1,0.63198
1440,import,2030,Brazil,0.51755,Trade Vestas V90 2000 Single-Axis,1,0.51755
1441,import,2030,Chile,0.00321,Trade Vestas V90 2000 Single-Axis,1,0.00321
1442,import,2030,Paraguay,0.0,Trade Vestas V90 2000 Single-Axis,1,0.0
1443,import,2030,Uruguay,2.95948,Trade Vestas V90 2000 Single-Axis,1,2.95948
1444,import,2035,Argentina,0.20826,Trade Vestas V90 2000 Single-Axis,1,0.20826
1445,import,2035,Brazil,0.85674,Trade Vestas V90 2000 Single-Axis,1,0.85674
1446,import,2035,Chile,0.00199,Trade Vestas V90 2000 Single-Axis,1,0.00199
1447,import,2035,Paraguay,0.0,Trade Vestas V90 2000 Single-Axis,1,0.0
1448,import,2035,Uruguay,2.61085,Trade Vestas V90 2000 Single-Axis,1,2.61085
1449,import,2040,Argentina,0.20832,Trade Vestas V90 2000 Single-Axis,1,0.20832
1450,import,2040,Brazil,1.02197,Trade Vestas V90 2000 Single-Axis,1,1.02197
1451,import,2040,Chile,0.00205,Trade Vestas V90 2000 Single-Axis,1,0.00205
1452,import,2040,Paraguay,0.0,Trade Vestas V90 2000 Single-Axis,1,0.0
1453,import,2040,Uruguay,2.41569,Trade Vestas V90 2000 Single-Axis,1,2.41569
1454,import,2045,Argentina,0.20822,Trade Vestas V90 2000 Single-Axis,1,0.20822
1455,import,2045,Brazil,1.15334,Trade Vestas V90 2000 Single-Axis,1,1.15334
1456,import,2045,Chile,0.00142,Trade Vestas V90 2000 Single-Axis,1,0.00142
1457,import,2045,Paraguay,0.00319,Trade Vestas V90 2000 Single-Axis,1,0.00319
1458,import,2045,Uruguay,2.13467,Trade Vestas V90 2000 Single-Axis,1,2.13467
1459,import,2050,Argentina,0.19137,Trade Vestas V90 2000 Single-Axis,1,0.19137
1460,import,2050,Brazil,1.35981,Trade Vestas V90 2000 Single-Axis,1,1.35981
1461,import,2050,Chile,0.00226,Trade Vestas V90 2000 Single-Axis,1,0.00226
1462,import,2050,Paraguay,0.00451,Trade Vestas V90 2000 Single-Axis,1,0.00451
1463,import,2050,Uruguay,1.70239,Trade Vestas V90 2000 Single-Axis,1,1.70239
1464,export,2020,Argentina,1.43151,Trade Vestas V164 7000 Single-Axis,-1,-1.43151
1465,export,2020,Brazil,0.23169,Trade Vestas V164 7000 Single-Axis,-1,-0.23169
1466,export,2020,Chile,0.00105,Trade Vestas V164 7000 Single-Axis,-1,-0.00105
1467,export,2020,Paraguay,0.00825,Trade Vestas V164 7000 Single-Axis,-1,-0.00825
1468,export,2020,Uruguay,0.73492,Trade Vestas V164 7000 Single-Axis,-1,-0.73492
1469,export,2025,Argentina,1.29135,Trade Vestas V164 7000 Single-Axis,-1,-1.29135
1470,export,2025,Brazil,1.45811,Trade Vestas V164 7000 Single-Axis,-1,-1.45811
1471,export,2025,Chile,0.00157,Trade Vestas V164 7000 Single-Axis,-1,-0.00157
1472,export,2025,Paraguay,0.00785,Trade Vestas V164 7000 Single-Axis,-1,-0.00785
1473,export,2025,Uruguay,0.18785,Trade Vestas V164 7000 Single-Axis,-1,-0.18785
1474,export,2030,Argentina,1.58269,Trade Vestas V164 7000 Single-Axis,-1,-1.58269
1475,export,2030,Brazil,2.37391,Trade Vestas V164 7000 Single-Axis,-1,-2.37391
1476,export,2030,Chile,0.00141,Trade Vestas V164 7000 Single-Axis,-1,-0.00141
1477,export,2030,Paraguay,0.0078,Trade Vestas V164 7000 Single-Axis,-1,-0.0078
1478,export,2030,Uruguay,0.04936,Trade Vestas V164 7000 Single-Axis,-1,-0.04936
1479,export,2035,Argentina,2.05763,Trade Vestas V164 7000 Single-Axis,-1,-2.05763
1480,export,2035,Brazil,1.70677,Trade Vestas V164 7000 Single-Axis,-1,-1.70677
1481,export,2035,Chile,0.00274,Trade Vestas V164 7000 Single-Axis,-1,-0.00274
1482,export,2035,Paraguay,0.0078,Trade Vestas V164 7000 Single-Axis,-1,-0.0078
1483,export,2035,Uruguay,0.15108,Trade Vestas V164 7000 Single-Axis,-1,-0.15108
1484,export,2040,Argentina,2.01747,Trade Vestas V164 7000 Single-Axis,-1,-2.01747
1485,export,2040,Brazil,1.77646,Trade Vestas V164 7000 Single-Axis,-1,-1.77646
1486,export,2040,Chile,0.00217,Trade Vestas V164 7000 Single-Axis,-1,-0.00217
1487,export,2040,Paraguay,0.0078,Trade Vestas V164 7000 Single-Axis,-1,-0.0078
1488,export,2040,Uruguay,0.22866,Trade Vestas V164 7000 Single-Axis,-1,-0.22866
1489,export,2045,Argentina,2.07394,Trade Vestas V164 7000 Single-Axis,-1,-2.07394
1490,export,2045,Brazil,1.37859,Trade Vestas V164 7000 Single-Axis,-1,-1.37859
1491,export,2045,Chile,0.00152,Trade Vestas V164 7000 Single-Axis,-1,-0.00152
1492,export,2045,Paraguay,0.00421,Trade Vestas V164 7000 Single-Axis,-1,-0.00421
1493,export,2045,Uruguay,0.33967,Trade Vestas V164 7000 Single-Axis,-1,-0.33967
1494,export,2050,Argentina,1.98677,Trade Vestas V164 7000 Single-Axis,-1,-1.98677
1495,export,2050,Brazil,1.2263,Trade Vestas V164 7000 Single-Axis,-1,-1.2263
1496,export,2050,Chile,0.00093,Trade Vestas V164 7000 Single-Axis,-1,-0.00093
1497,export,2050,Paraguay,0.0013,Trade Vestas V164 7000 Single-Axis,-1,-0.0013
1498,export,2050,Uruguay,0.45413,Trade Vestas V164 7000 Single-Axis,-1,-0.45413
1499,import,2020,Argentina,0.55782,Trade Vestas V164 7000 Single-Axis,1,0.55782
1500,import,2020,Brazil,1.5568,Trade Vestas V164 7000 Single-Axis,1,1.5568
1501,import,2020,Chile,0.00594,Trade Vestas V164 7000 Single-Axis,1,0.00594
1502,import,2020,Paraguay,0.0,Trade Vestas V164 7000 Single-Axis,1,0.0
1503,import,2020,Uruguay,0.28686,Trade Vestas V164 7000 Single-Axis,1,0.28686
1504,import,2025,Argentina,0.73744,Trade Vestas V164 7000 Single-Axis,1,0.73744
1505,import,2025,Brazil,0.72902,Trade Vestas V164 7000 Single-Axis,1,0.72902
1506,import,2025,Chile,0.004,Trade Vestas V164 7000 Single-Axis,1,0.004
1507,import,2025,Paraguay,0.0,Trade Vestas V164 7000 Single-Axis,1,0.0
1508,import,2025,Uruguay,1.47628,Trade Vestas V164 7000 Single-Axis,1,1.47628
1509,import,2030,Argentina,0.47392,Trade Vestas V164 7000 Single-Axis,1,0.47392
1510,import,2030,Brazil,0.59855,Trade Vestas V164 7000 Single-Axis,1,0.59855
1511,import,2030,Chile,0.00359,Trade Vestas V164 7000 Single-Axis,1,0.00359
1512,import,2030,Paraguay,0.0,Trade Vestas V164 7000 Single-Axis,1,0.0
1513,import,2030,Uruguay,2.93912,Trade Vestas V164 7000 Single-Axis,1,2.93912
1514,import,2035,Argentina,0.20938,Trade Vestas V164 7000 Single-Axis,1,0.20938
1515,import,2035,Brazil,0.90594,Trade Vestas V164 7000 Single-Axis,1,0.90594
1516,import,2035,Chile,0.00198,Trade Vestas V164 7000 Single-Axis,1,0.00198
1517,import,2035,Paraguay,0.0,Trade Vestas V164 7000 Single-Axis,1,0.0
1518,import,2035,Uruguay,2.80871,Trade Vestas V164 7000 Single-Axis,1,2.80871
1519,import,2040,Argentina,0.21219,Trade Vestas V164 7000 Single-Axis,1,0.21219
1520,import,2040,Brazil,0.8506,Trade Vestas V164 7000 Single-Axis,1,0.8506
1521,import,2040,Chile,0.00275,Trade Vestas V164 7000 Single-Axis,1,0.00275
1522,import,2040,Paraguay,0.0,Trade Vestas V164 7000 Single-Axis,1,0.0
1523,import,2040,Uruguay,2.96701,Trade Vestas V164 7000 Single-Axis,1,2.96701
1524,import,2045,Argentina,0.15346,Trade Vestas V164 7000 Single-Axis,1,0.15346
1525,import,2045,Brazil,1.10633,Trade Vestas V164 7000 Single-Axis,1,1.10633
1526,import,2045,Chile,0.00131,Trade Vestas V164 7000 Single-Axis,1,0.00131
1527,import,2045,Paraguay,0.00335,Trade Vestas V164 7000 Single-Axis,1,0.00335
1528,import,2045,Uruguay,2.53347,Trade Vestas V164 7000 Single-Axis,1,2.53347
1529,import,2050,Argentina,0.13483,Trade Vestas V164 7000 Single-Axis,1,0.13483
1530,import,2050,Brazil,1.27934,Trade Vestas V164 7000 Single-Axis,1,1.27934
1531,import,2050,Chile,0.00226,Trade Vestas V164 7000 Single-Axis,1,0.00226
1532,import,2050,Paraguay,0.00573,Trade Vestas V164 7000 Single-Axis,1,0.00573
1533,import,2050,Uruguay,2.24727,Trade Vestas V164 7000 Single-Axis,1,2.24727
1534,export,2020,Argentina,1.43151,Trade Vestas V90 3000 Single-Axis,-1,-1.43151
1535,export,2020,Brazil,0.23169,Trade Vestas V90 3000 Single-Axis,-1,-0.23169
1536,export,2020,Chile,0.00105,Trade Vestas V90 3000 Single-Axis,-1,-0.00105
1537,export,2020,Paraguay,0.00825,Trade Vestas V90 3000 Single-Axis,-1,-0.00825
1538,export,2020,Uruguay,0.73492,Trade Vestas V90 3000 Single-Axis,-1,-0.73492
1539,export,2025,Argentina,1.26451,Trade Vestas V90 3000 Single-Axis,-1,-1.26451
1540,export,2025,Brazil,1.5244,Trade Vestas V90 3000 Single-Axis,-1,-1.5244
1541,export,2025,Chile,0.00157,Trade Vestas V90 3000 Single-Axis,-1,-0.00157
1542,export,2025,Paraguay,0.00784,Trade Vestas V90 3000 Single-Axis,-1,-0.00784
1543,export,2025,Uruguay,0.2541,Trade Vestas V90 3000 Single-Axis,-1,-0.2541
1544,export,2030,Argentina,1.48866,Trade Vestas V90 3000 Single-Axis,-1,-1.48866
1545,export,2030,Brazil,2.39744,Trade Vestas V90 3000 Single-Axis,-1,-2.39744
1546,export,2030,Chile,0.00141,Trade Vestas V90 3000 Single-Axis,-1,-0.00141
1547,export,2030,Paraguay,0.0078,Trade Vestas V90 3000 Single-Axis,-1,-0.0078
1548,export,2030,Uruguay,0.06933,Trade Vestas V90 3000 Single-Axis,-1,-0.06933
1549,export,2035,Argentina,1.92478,Trade Vestas V90 3000 Single-Axis,-1,-1.92478
