,lz_from,lz_to,period,transmission_flow_mw,transmission_losses_lz_from,transmission_losses_lz_to,tx_flow_twh,tx_loss_from_twh,tx_loss_to_twh,net_flow_twh,scenario
24,Argentina,Uruguay,2035,27186.577858760167,1025.6246519570589,2657.6172127764717,0.8217808154971853,0.031365298104707666,0.08062189611202479,0.7725242174898682,trd_cut90_vestas2_fixed
25,Argentina,Uruguay,2040,23085.369550949643,863.089933967414,2348.6239547791442,0.7058153328184388,0.026375792933651186,0.07178832456684969,0.6604028011852404,trd_cut90_vestas2_fixed
26,Argentina,Uruguay,2045,24769.72087614319,1085.1944644959826,2560.091321445292,0.7564959804815753,0.033191210744998687,0.07824558572630111,0.7114416055002729,trd_cut90_vestas2_fixed
27,Argentina,Uruguay,2050,23935.05931403342,1266.5695509604113,2852.3784063725816,0.7225333159317141,0.0386692474245399,0.08657985796010143,0.6746227053961519,trd_cut90_vestas2_fixed
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas2_fixed
35,Brazil,Uruguay,2020,-1937.0085305799694,3763.8667974193454,3791.36555830512,-0.06693276114379679,0.11539987072000028,0.11509555287759404,-0.06662844330139074,trd_cut90_vestas2_fixed
36,Brazil,Uruguay,2025,52187.83872116555,1677.9384083268792,8190.301764636073,1.5872244596965166,0.05064539071999995,0.24877972156115422,1.389090128855363,trd_cut90_vestas2_fixed
37,Brazil,Uruguay,2030,78904.86771418482,1130.610337161825,11157.473404577462,2.4173306815258386,0.03419232179975744,0.34142184903506495,2.110101154290532,trd_cut90_vestas2_fixed
38,Brazil,Uruguay,2035,57264.401208505304,2206.915713112977,8956.919067801651,1.7559342146373909,0.0671601235183908,0.2745245029919768,1.548569835163805,trd_cut90_vestas2_fixed
39,Brazil,Uruguay,2040,37067.26113613757,2939.094870036397,7602.271730467319,1.1291954245526328,0.09005316923861094,0.23232817406651238,0.9869204197247303,trd_cut90_vestas2_fixed
40,Brazil,Uruguay,2045,40313.331608950786,3568.876689676756,8705.224876903434,1.237553477680066,0.10902221057428599,0.2670714296970441,1.0795042585573027,trd_cut90_vestas2_fixed
41,Brazil,Uruguay,2050,38607.089140814955,4282.086024322364,8514.858610561752,1.1964637446034774,0.13002082675399346,0.2613806465259056,1.0651039248315666,trd_cut90_vestas2_fixed
0,Argentina,Brazil,2020,2160.0,1814.4000000000028,2268.000000000005,0.07073999999999998,0.05454539999999999,0.0694008,0.05588460000000006,trd_cut90_vestas7_fixed
1,Argentina,Brazil,2025,3607.6755544465277,1644.300000000002,2401.9118664337766,0.1175304421878424,0.04915417499999996,0.0738355678594469,0.09284904932839558,trd_cut90_vestas7_fixed
2,Argentina,Brazil,2030,4770.0,1814.4000000000028,2816.1000000000076,0.14193000000000003,0.05533920000000002,0.08514450000000011,0.11212469999999995,trd_cut90_vestas7_fixed
3,Argentina,Brazil,2035,10350.0,1266.3000000000002,3439.8000000000106,0.31400999999999984,0.038442599999999987,0.10438469999999997,0.24806789999999995,trd_cut90_vestas7_fixed
4,Argentina,Brazil,2040,6343.641100264736,1266.3000000000002,2598.4646310556013,0.19474037410820638,0.038518200000000016,0.07941367856272344,0.15384489554548322,trd_cut90_vestas7_fixed
5,Argentina,Brazil,2045,9961.225671124757,1493.1000000000013,3584.9573909362102,0.30081677013374264,0.04577580000000001,0.1089473217280861,0.2376452484056567,trd_cut90_vestas7_fixed
6,Argentina,Brazil,2050,10980.0,1549.8000000000015,3855.6000000000126,0.3306599999999993,0.04753350000000002,0.11697209999999991,0.2612214000000001,trd_cut90_vestas7_fixed
7,Argentina,Chile,2020,221.0,0.0,9.502999999999993,0.006736999999999986,0.0,0.0002896910000000002,0.006447309000000004,trd_cut90_vestas7_fixed
8,Argentina,Chile,2025,93.0,1.9349999999999987,5.934000000000012,0.002895500000000006,5.743725000000005e-05,0.00018194375000000026,0.002770993500000001,trd_cut90_vestas7_fixed
9,Argentina,Chile,2030,118.0,1.8919999999999988,6.966000000000015,0.0035737500000000083,5.8308000000000046e-05,0.00021197925000000014,0.003420078750000007,trd_cut90_vestas7_fixed
10,Argentina,Chile,2035,35.0,4.601000000000007,6.106000000000012,0.0010937499999999986,0.0001394597499999999,0.00018649100000000035,0.0010467187499999997,trd_cut90_vestas7_fixed
11,Argentina,Chile,2040,136.0,2.494,8.342000000000013,0.00415750000000001,7.564775e-05,0.00025442025000000073,0.003978727500000003,trd_cut90_vestas7_fixed
12,Argentina,Chile,2045,103.0,3.526000000000004,7.955000000000019,0.003139000000000008,0.00010743549999999996,0.00024241250000000037,0.0030040230000000054,trd_cut90_vestas7_fixed
13,Argentina,Chile,2050,113.0,3.526000000000004,8.385000000000012,0.003403500000000006,0.0001078439999999999,0.00025431275000000023,0.0032570312500000004,trd_cut90_vestas7_fixed
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,26.509999999999916,-0.00876599999999999,0.000964260000000004,0.0008048425000000028,-0.008606582499999993,trd_cut90_vestas7_fixed
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.3200000000000003,-0.008765999999999982,0.0009642600000000052,4.0480000000000005e-05,-0.007842220000000023,trd_cut90_vestas7_fixed
16,Argentina,Paraguay,2030,-288.0,31.67999999999989,0.0,-0.008765999999999984,0.000964260000000004,0.0,-0.007801740000000029,trd_cut90_vestas7_fixed
17,Argentina,Paraguay,2035,-288.0,31.67999999999989,0.0,-0.008765999999999994,0.000964260000000004,0.0,-0.007801740000000021,trd_cut90_vestas7_fixed
18,Argentina,Paraguay,2040,-288.0,31.67999999999989,0.0,-0.008765999999999972,0.0009642600000000052,0.0,-0.0078017400000000275,trd_cut90_vestas7_fixed
19,Argentina,Paraguay,2045,-140.0,23.53999999999993,8.03000000000001,-0.004249000000000008,0.0007159350000000027,0.0002451349999999999,-0.003778200000000006,trd_cut90_vestas7_fixed
20,Argentina,Paraguay,2050,-22.0,16.609999999999967,14.189999999999978,-0.0006779999999999993,0.0005056700000000017,0.0004310900000000013,-0.0006034200000000019,trd_cut90_vestas7_fixed
21,Argentina,Uruguay,2020,-34885.93411785977,2651.541724792362,383.95600713147604,-1.0589700765171097,0.0804076597986096,0.01157460482499733,-0.990137021543497,trd_cut90_vestas7_fixed
22,Argentina,Uruguay,2025,11023.15698756969,1279.1352497784155,1995.6404539704502,0.35634376582237265,0.03821702495737467,0.06137936973582881,0.3331814210439185,trd_cut90_vestas7_fixed
23,Argentina,Uruguay,2030,36865.76203763175,543.8759454664862,2940.150477912549,1.1191663906389293,0.016499794309461073,0.08924560970099167,1.0464205752473976,trd_cut90_vestas7_fixed
24,Argentina,Uruguay,2035,36747.506125067215,615.7510258462725,3004.33892397564,1.114446482617722,0.018771098423808592,0.09121011979396068,1.042007461247569,trd_cut90_vestas7_fixed
25,Argentina,Uruguay,2040,20831.665809051603,904.7542700513449,2258.8125476397036,0.6358878052946598,0.02766342024097628,0.06899612758512913,0.5945550979505071,trd_cut90_vestas7_fixed
26,Argentina,Uruguay,2045,18489.60738116927,1184.4476563905714,2371.257136166577,0.5582384567057254,0.03629869519561474,0.07211872988148683,0.5224184220198537,trd_cut90_vestas7_fixed
27,Argentina,Uruguay,2050,34208.8385984822,961.1137473580893,3184.688256259429,1.0332159965529475,0.029464196168100837,0.09662323594404254,0.9660569567770043,trd_cut90_vestas7_fixed
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas7_fixed
35,Brazil,Uruguay,2020,-16795.748663913284,4190.181387286012,2040.3255583051205,-0.5126949651437965,0.1281893084160003,0.06256435287759397,-0.44707000960539084,trd_cut90_vestas7_fixed
36,Brazil,Uruguay,2025,33092.94787022946,2546.989359346232,6782.886686735608,0.9981003762083134,0.07789469872640001,0.2056515468810641,0.870343528053648,trd_cut90_vestas7_fixed
37,Brazil,Uruguay,2030,68864.84098761239,1299.5969895220005,10145.77658900304,2.1128961365317154,0.03950198189523597,0.3108970859632953,1.8415010324636534,trd_cut90_vestas7_fixed
38,Brazil,Uruguay,2035,50490.16426282643,2047.1326214087665,8320.433647050553,1.5461273614210458,0.06221678611278772,0.25443788837468156,1.3539062591591524,trd_cut90_vestas7_fixed
39,Brazil,Uruguay,2040,46906.686438899975,2493.633509377377,8333.958769840914,1.4335376970906202,0.07640083554940691,0.25486537206182064,1.2550731605782044,trd_cut90_vestas7_fixed
40,Brazil,Uruguay,2045,28442.703492317985,3858.27607591753,7214.782122934243,0.8796422799509157,0.11726418645449395,0.22114415828821113,0.7757623081171963,trd_cut90_vestas7_fixed
41,Brazil,Uruguay,2050,10476.03911039178,4345.989006808978,5686.922012939134,0.32702471922603926,0.13208885921107857,0.17394802327201164,0.28516555516510556,trd_cut90_vestas7_fixed
0,Argentina,Brazil,2020,2160.0,1814.4000000000028,2268.000000000005,0.07073999999999998,0.05454539999999999,0.0694008,0.05588460000000006,trd_cut90_vestas3_fixed
1,Argentina,Brazil,2025,2160.0,2268.000000000005,2721.600000000007,0.07289999999999996,0.06815339999999995,0.08346239999999996,0.057591000000000024,trd_cut90_vestas3_fixed
2,Argentina,Brazil,2030,9000.0,1360.8000000000006,3250.8000000000097,0.2730599999999999,0.04127760000000001,0.0986202000000001,0.21571740000000006,trd_cut90_vestas3_fixed
3,Argentina,Brazil,2035,10170.0,1323.0000000000005,3515.400000000011,0.3087899999999997,0.04016249999999998,0.10670940000000008,0.2422430999999999,trd_cut90_vestas3_fixed
4,Argentina,Brazil,2040,7038.829834446326,1360.8000000000006,2876.6765568440574,0.21802372486783547,0.041447700000000004,0.08843987326216556,0.17103155160567016,trd_cut90_vestas3_fixed
5,Argentina,Brazil,2045,6088.95523542938,1896.5194005598335,3118.500000000009,0.18371761229831077,0.05797940141735474,0.0948024000000001,0.14689461371566534,trd_cut90_vestas3_fixed
6,Argentina,Brazil,2050,11160.0,1568.7000000000016,3912.300000000013,0.336059999999999,0.04813830000000001,0.11869199999999998,0.2655063,trd_cut90_vestas3_fixed
7,Argentina,Chile,2020,221.0,0.0,9.502999999999993,0.006736999999999986,0.0,0.0002896910000000002,0.006447309000000004,trd_cut90_vestas3_fixed
8,Argentina,Chile,2025,88.0,1.719999999999999,5.50400000000001,0.002644000000000005,5.2675000000000034e-05,0.0001663670000000001,0.002530308,trd_cut90_vestas3_fixed
9,Argentina,Chile,2030,92.0,1.6339999999999992,5.5900000000000105,0.0027830000000000047,5.026700000000003e-05,0.0001699359999999999,0.002663331000000004,trd_cut90_vestas3_fixed
10,Argentina,Chile,2035,134.0,2.0209999999999986,7.783000000000018,0.004050000000000007,6.190925000000004e-05,0.0002360592500000004,0.0038758499999999993,trd_cut90_vestas3_fixed
11,Argentina,Chile,2040,144.0,2.5800000000000005,8.944000000000003,0.0043640000000000085,7.910925e-05,0.00027209325000000084,0.004171016,trd_cut90_vestas3_fixed
12,Argentina,Chile,2045,77.0,4.085000000000005,7.181000000000016,0.0023395000000000026,0.00012432374999999995,0.00021857975000000022,0.0022452440000000004,trd_cut90_vestas3_fixed
13,Argentina,Chile,2050,144.0,2.8380000000000014,9.030000000000001,0.0043565000000000045,8.680624999999996e-05,0.00027413574999999993,0.004169170500000011,trd_cut90_vestas3_fixed
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,26.509999999999916,-0.00876599999999999,0.000964260000000004,0.0008048425000000028,-0.008606582499999993,trd_cut90_vestas3_fixed
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.9800000000000009,-0.008765999999999982,0.0009642600000000052,6.061000000000002e-05,-0.007862350000000023,trd_cut90_vestas3_fixed
16,Argentina,Paraguay,2030,-288.0,31.67999999999989,0.0,-0.008765999999999984,0.000964260000000004,0.0,-0.007801740000000029,trd_cut90_vestas3_fixed
17,Argentina,Paraguay,2035,-286.0,31.67999999999989,0.11,-0.008703999999999993,0.000964260000000004,3.41e-06,-0.00774315000000002,trd_cut90_vestas3_fixed
18,Argentina,Paraguay,2040,-288.0,31.67999999999989,0.0,-0.008765999999999972,0.0009642600000000052,0.0,-0.0078017400000000275,trd_cut90_vestas3_fixed
19,Argentina,Paraguay,2045,-138.0,23.75999999999993,8.470000000000008,-0.004159500000000007,0.0007211325000000025,0.00026006749999999996,-0.0036984350000000043,trd_cut90_vestas3_fixed
20,Argentina,Paraguay,2050,23.0,14.079999999999979,16.609999999999967,0.0006950000000000005,0.0004284500000000012,0.0005049000000000018,0.0006185499999999983,trd_cut90_vestas3_fixed
21,Argentina,Uruguay,2020,-34885.93411785977,2651.541724792362,729.3010071314757,-1.0589700765171097,0.0804076597986096,0.021934954824997348,-1.0004973715434968,trd_cut90_vestas3_fixed
22,Argentina,Uruguay,2025,8199.778127088739,1687.8798757096797,2220.8654539704494,0.2680989025358294,0.05070969107099995,0.06813611973582882,0.2506724738710007,trd_cut90_vestas3_fixed
23,Argentina,Uruguay,2030,37396.82532342266,599.1044879335255,3029.8981339559964,1.136529238600173,0.018211879125939308,0.09208627963495071,1.0626548380911602,trd_cut90_vestas3_fixed
24,Argentina,Uruguay,2035,41198.46809064508,634.9107196194361,3302.614901255145,1.2521185932454966,0.019351902308202544,0.10042352729721729,1.1710469682564804,trd_cut90_vestas3_fixed
25,Argentina,Uruguay,2040,23012.63986012738,935.6402669853239,2403.858790768273,0.7021965333553374,0.028618079928206624,0.07342017451541816,0.6573944387681261,trd_cut90_vestas3_fixed
26,Argentina,Uruguay,2045,22637.68426862219,1180.8583209938372,2530.424168072494,0.6838723864402566,0.03604352196102224,0.07689701453780355,0.6430188938634757,trd_cut90_vestas3_fixed
27,Argentina,Uruguay,2050,28936.206614537412,1140.986698691069,3051.870128635998,0.8703913375420124,0.03502524265942318,0.09253160959965408,0.8128849706017808,trd_cut90_vestas3_fixed
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_vestas3_fixed
35,Brazil,Uruguay,2020,-2049.9322412833335,3744.5106459526796,3749.8428476017566,-0.07032047246489764,0.1148191861760003,0.11384987155649315,-0.06935115784539073,trd_cut90_vestas3_fixed
36,Brazil,Uruguay,2025,37972.71772711971,3033.8107237899235,7799.598592861254,1.14855711580506,0.0924993396597109,0.23667305048275863,1.0043834049820115,trd_cut90_vestas3_fixed
37,Brazil,Uruguay,2030,53802.09064318246,2332.5918170127575,8931.259419340111,1.65299070242452,0.07090400879101379,0.2738468187013523,1.4500478925141813,trd_cut90_vestas3_fixed
38,Brazil,Uruguay,2035,61244.02609308177,2716.173055350182,10077.968395264632,1.87717084155861,0.0825542327404323,0.3085089004599343,1.6512161738391076,trd_cut90_vestas3_fixed
39,Brazil,Uruguay,2040,42173.94960388182,3069.1879842994704,8088.573533596351,1.2912374009509113,0.09346211307025375,0.2473267403919704,1.1373727736291934,trd_cut90_vestas3_fixed
40,Brazil,Uruguay,2045,35717.35802080323,4166.830243658671,8002.652070321497,1.1035515864404493,0.1263771093560637,0.24538787242044083,0.9845408233760672,trd_cut90_vestas3_fixed
41,Brazil,Uruguay,2050,8240.341589022511,5338.533327144595,5777.617050539478,0.2618799775268371,0.1620692531414823,0.1768826902649177,0.2470665404034012,trd_cut90_vestas3_fixed
0,Argentina,Brazil,2020,2160.0,1814.4000000000028,2268.000000000005,0.07073999999999998,0.05454539999999999,0.0694008,0.05588460000000006,trd_cut90_siemens36_fixed
1,Argentina,Brazil,2025,2740.1620902767304,1409.0659610418877,2041.200000000004,0.0875570790503177,0.0425088133994333,0.06259680000000002,0.06746909244975102,trd_cut90_siemens36_fixed
2,Argentina,Brazil,2030,6930.0,1833.300000000003,3269.70000000001,0.20889000000000002,0.05592510000000002,0.0992061000000001,0.16560899999999998,trd_cut90_siemens36_fixed
3,Argentina,Brazil,2035,7863.677205894715,1417.500000000001,3201.1722132378995,0.2409614933827361,0.04314869999999998,0.09771961361037453,0.18639057977236131,trd_cut90_siemens36_fixed
4,Argentina,Brazil,2040,7740.0,1512.0000000000014,2948.4000000000083,0.23802749999999934,0.04609710000000001,0.09022387499999998,0.19390072499999955,trd_cut90_siemens36_fixed
5,Argentina,Brazil,2045,4602.231649170621,2362.5000000000055,3283.572445893408,0.13806694947511866,0.07238700000000002,0.09981127337680205,0.11064267609831664,trd_cut90_siemens36_fixed
6,Argentina,Brazil,2050,9540.0,2154.6000000000045,3874.5000000000127,0.28853999999999946,0.06581452499999998,0.11774700000000002,0.23660752500000012,trd_cut90_siemens36_fixed
7,Argentina,Chile,2020,221.0,0.0,9.502999999999993,0.006736999999999986,0.0,0.0002896910000000002,0.006447309000000004,trd_cut90_siemens36_fixed
8,Argentina,Chile,2025,125.0,1.2469999999999999,6.622000000000014,0.0037830000000000103,3.8356000000000003e-05,0.00020102500000000032,0.0036203310000000022,trd_cut90_siemens36_fixed
9,Argentina,Chile,2030,112.0,2.0639999999999987,6.7510000000000145,0.003396250000000008,6.359700000000005e-05,0.00020563675000000013,0.003254210250000007,trd_cut90_siemens36_fixed
10,Argentina,Chile,2035,63.0,4.300000000000006,6.837000000000015,0.001929500000000005,0.0001306877499999998,0.00020836725000000043,0.0018518204999999975,trd_cut90_siemens36_fixed
11,Argentina,Chile,2040,148.0,3.7410000000000045,8.815000000000005,0.0045275000000000055,0.00011413274999999987,0.00026904025000000086,0.004372592499999999,trd_cut90_siemens36_fixed
12,Argentina,Chile,2045,89.0,4.988000000000008,7.525000000000017,0.0027120000000000043,0.00015254249999999998,0.00022921150000000028,0.0026353310000000038,trd_cut90_siemens36_fixed
13,Argentina,Chile,2050,174.0,3.827000000000005,9.760999999999989,0.0052614999999999945,0.00011717499999999984,0.0002961732499999996,0.005082501750000029,trd_cut90_siemens36_fixed
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,26.509999999999916,-0.00876599999999999,0.000964260000000004,0.0008048425000000028,-0.008606582499999993,trd_cut90_siemens36_fixed
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.8700000000000008,-0.008765999999999982,0.0009642600000000052,5.7420000000000016e-05,-0.007859160000000021,trd_cut90_siemens36_fixed
16,Argentina,Paraguay,2030,-282.0,31.34999999999989,0.33,-0.00857999999999998,0.0009540300000000039,1.023e-05,-0.007636200000000028,trd_cut90_siemens36_fixed
17,Argentina,Paraguay,2035,-272.0,31.129999999999892,0.88,-0.008279499999999985,0.0009475125000000039,2.6757499999999996e-05,-0.007358745000000017,trd_cut90_siemens36_fixed
18,Argentina,Paraguay,2040,-208.0,30.139999999999898,4.3999999999999995,-0.006313999999999987,0.0009167400000000049,0.00013485999999999994,-0.005532120000000022,trd_cut90_siemens36_fixed
19,Argentina,Paraguay,2045,-106.0,25.189999999999923,10.229999999999999,-0.003191500000000006,0.000766452500000003,0.0003134175000000002,-0.0027384650000000033,trd_cut90_siemens36_fixed
20,Argentina,Paraguay,2050,83.0,14.739999999999975,20.23999999999995,0.002503000000000002,0.0004501475000000014,0.0006143500000000017,0.002338797500000002,trd_cut90_siemens36_fixed
21,Argentina,Uruguay,2020,-34885.93411785977,2651.5417247923615,383.95600713147604,-1.0589700765171097,0.0804076597986096,0.01157460482499733,-0.9901370215434971,trd_cut90_siemens36_fixed
22,Argentina,Uruguay,2025,-963.1017295957541,1892.303809709681,1829.7021972859573,-0.011753431421389982,0.05699925682099995,0.056235283778609584,-0.010989458378999582,trd_cut90_siemens36_fixed
23,Argentina,Uruguay,2030,36713.69150776028,645.9366914996417,3032.3266395040578,1.115035257671274,0.01966367743648891,0.0921409691851219,1.04255796592264,trd_cut90_siemens36_fixed
24,Argentina,Uruguay,2035,43883.64882722364,600.0482559827012,3399.5319340586843,1.3333402658571563,0.018316210935463755,0.10335678484967907,1.2482996919429379,trd_cut90_siemens36_fixed
25,Argentina,Uruguay,2040,23321.55070174726,1183.7655422513233,2354.7024102133555,0.7117102256453809,0.036327780422293135,0.07192509333204507,0.6761129127356289,trd_cut90_siemens36_fixed
26,Argentina,Uruguay,2045,23936.096551633607,1326.2827622531615,2513.21038320571,0.7225582590069033,0.04076460492019437,0.07630942845363038,0.6870134354734673,trd_cut90_siemens36_fixed
27,Argentina,Uruguay,2050,35687.63561326678,1438.5253040323914,3337.801618894726,1.0785967040112703,0.044087528175004075,0.10133972018573677,1.0213445120005353,trd_cut90_siemens36_fixed
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_cut90_siemens36_fixed
35,Brazil,Uruguay,2020,-16679.848958102903,4250.266797419347,2115.246130782184,-0.5092179739694848,0.12999187072000032,0.06481197005190589,-0.4440380733013912,trd_cut90_siemens36_fixed
36,Brazil,Uruguay,2025,46293.60819402261,2150.5637678795665,7835.505616714464,1.402983829812147,0.06538753098239995,0.237750261198355,1.2306210995961921,trd_cut90_siemens36_fixed
37,Brazil,Uruguay,2030,60839.16599899256,1898.2422703583275,9590.935518229371,1.8676944488402556,0.05785241620887399,0.29407570566042657,1.6314711593887017,trd_cut90_siemens36_fixed
38,Brazil,Uruguay,2035,64366.134193733174,2537.0421578777455,10320.227334675574,1.970962950241855,0.07728856360797826,0.3159014212389356,1.732350092610897,trd_cut90_siemens36_fixed
39,Brazil,Uruguay,2040,48575.09783167494,2744.9069968549848,8554.19951930938,1.4837256549245377,0.08393975741636,0.26143936124670064,1.3062260510941952,trd_cut90_siemens36_fixed
40,Brazil,Uruguay,2045,37307.34955297059,4085.9992451850053,8015.259987965252,1.1514912363041483,0.12395134303338173,0.24569358128031238,1.0297489980572123,trd_cut90_siemens36_fixed
41,Brazil,Uruguay,2050,41565.454736040374,5186.9342223072845,9012.272428520446,1.2815038626045443,0.15746692603246615,0.27582774044584796,1.1631430481911629,trd_cut90_siemens36_fixed
0,Argentina,Brazil,2020,2160.0,1814.4000000000028,2268.000000000005,0.07073999999999998,0.05454539999999999,0.0694008,0.05588460000000006,trd_cut90_siemens23_fixed
1,Argentina,Brazil,2025,1530.0,1663.200000000002,2003.4000000000037,0.05337,0.04968809999999996,0.06146280000000002,0.041595300000000016,trd_cut90_siemens23_fixed
2,Argentina,Brazil,2030,2610.0,2268.000000000005,2816.1000000000076,0.07497000000000002,0.0694008,0.08514450000000011,0.059226299999999996,trd_cut90_siemens23_fixed
3,Argentina,Brazil,2035,10610.603499878454,1441.0279665859423,3560.948268307829,0.3219768552418112,0.04382136696416414,0.10805038560078065,0.25774783660519485,trd_cut90_siemens23_fixed
4,Argentina,Brazil,2040,5591.750866882054,1606.5000000000018,2589.3000000000065,0.17197177687334342,0.04891320000000001,0.079110675,0.1417743018733436,trd_cut90_siemens23_fixed
5,Argentina,Brazil,2045,7517.621423184014,2409.649292372608,3609.9000000000115,0.2244062641187044,0.0738958780635507,0.10965780000000015,0.1886443421822551,trd_cut90_siemens23_fixed
6,Argentina,Brazil,2050,7560.0,2154.6000000000045,3798.9000000000124,0.22805999999999974,0.06572947499999997,0.11551680000000002,0.17827267500000024,trd_cut90_siemens23_fixed
7,Argentina,Chile,2020,221.0,0.0,9.502999999999993,0.006736999999999986,0.0,0.0002896910000000002,0.006447309000000004,trd_cut90_siemens23_fixed
8,Argentina,Chile,2025,98.0,1.805999999999999,6.020000000000012,0.003049500000000007,5.348125000000004e-05,0.00018460975000000028,0.0029183715000000005,trd_cut90_siemens23_fixed
9,Argentina,Chile,2030,121.0,1.8919999999999988,7.095000000000016,0.0036667500000000085,5.8308000000000046e-05,0.00021597825000000016,0.0035090797500000066,trd_cut90_siemens23_fixed
10,Argentina,Chile,2035,31.0,5.633000000000011,6.020000000000012,0.0009697499999999985,0.00017097875000000027,0.00018382500000000033,0.0009569037499999993,trd_cut90_siemens23_fixed
11,Argentina,Chile,2040,129.0,3.9560000000000053,8.428000000000011,0.003941500000000013,0.00012066874999999985,0.0002571292500000008,0.003805039500000005,trd_cut90_siemens23_fixed
12,Argentina,Chile,2045,108.0,4.515000000000007,8.213000000000015,0.0032900000000000086,0.00013777200000000004,0.0002503245000000004,0.003177447500000006,trd_cut90_siemens23_fixed
13,Argentina,Chile,2050,173.0,3.1820000000000026,9.846999999999987,0.005247499999999998,9.682524999999993e-05,0.0002991187499999997,0.005045206500000027,trd_cut90_siemens23_fixed
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,26.509999999999916,-0.00876599999999999,0.000964260000000004,0.0008048425000000028,-0.008606582499999993,trd_cut90_siemens23_fixed
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.7600000000000007,-0.008765999999999982,0.0009642600000000052,5.379000000000001e-05,-0.007855530000000022,trd_cut90_siemens23_fixed
16,Argentina,Paraguay,2030,-286.0,31.56999999999989,0.11,-0.008703999999999983,0.000960850000000004,3.41e-06,-0.007746560000000029,trd_cut90_siemens23_fixed
17,Argentina,Paraguay,2035,-257.0,31.56999999999989,1.6500000000000006,-0.007814999999999976,0.000960850000000004,5.06e-05,-0.006904750000000018,trd_cut90_siemens23_fixed
