index,Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,ann_cfs_ninja_wind_vestas_v90_2mw_100m
263,-41.75,-65.25,p_wind_Argentina_AR615,Argentina,495,0.27,3.419792691,0.549139230418946
264,-42.25,-65.25,p_wind_Argentina_AR616,Argentina,366,0.34,3.123583585,0.563145264116577
265,-42.75,-65.25,p_wind_Argentina_AR617,Argentina,402,0.39,0.105858273,0.5581834016393468
266,-43.25,-65.25,p_wind_Argentina_AR618,Argentina,528,0.41,3.930103131,0.5459478597449933
267,-54.75,-65.25,p_wind_Argentina_AR619,Argentina,90,0.58,441.2794724,0.6472552367941644
268,-33.75,-64.75,p_wind_Argentina_AR643,Argentina,1620,0.06,53.38265998,0.29110405282331564
269,-34.25,-64.75,p_wind_Argentina_AR644,Argentina,1596,0.08,61.18479421,0.2773537112932605
270,-34.75,-64.75,p_wind_Argentina_AR645,Argentina,1593,0.09,57.27604391,0.27948975409836047
271,-35.25,-64.75,p_wind_Argentina_AR646,Argentina,1593,0.1,50.93276903,0.2928134107468137
272,-35.75,-64.75,p_wind_Argentina_AR647,Argentina,1596,0.1,77.85575179,0.29755214025500853
273,-36.25,-64.75,p_wind_Argentina_AR648,Argentina,1578,0.1,55.90496302,0.3161190801457185
274,-36.75,-64.75,p_wind_Argentina_AR649,Argentina,1578,0.11,41.65078202,0.35330646630236795
275,-37.25,-64.75,p_wind_Argentina_AR650,Argentina,1518,0.11,18.99067811,0.3959865664845196
276,-37.75,-64.75,p_wind_Argentina_AR651,Argentina,1512,0.11,6.633588803,0.4394303278688546
277,-38.25,-64.75,p_wind_Argentina_AR652,Argentina,1422,0.12,54.97608815,0.45755179872495694
278,-38.75,-64.75,p_wind_Argentina_AR653,Argentina,1368,0.14,9.962245069,0.46314048269581315
279,-39.25,-64.75,p_wind_Argentina_AR654,Argentina,990,0.15,5.166932667,0.47004713114754026
280,-39.75,-64.75,p_wind_Argentina_AR655,Argentina,591,0.14,39.40175226,0.4773024817850659
281,-42.25,-64.75,p_wind_Argentina_AR658,Argentina,381,0.41,36.71648269,0.5520431466302406
282,-33.25,-64.25,p_wind_Argentina_AR680,Argentina,1596,0.06,12.82920992,0.3087951958105638
283,-33.75,-64.25,p_wind_Argentina_AR681,Argentina,1617,0.08,66.24736689,0.29306534608378876
284,-34.25,-64.25,p_wind_Argentina_AR682,Argentina,1602,0.1,89.27266641,0.28562500000000013
285,-34.75,-64.25,p_wind_Argentina_AR683,Argentina,1566,0.1,33.80958757,0.28262044626593674
286,-35.25,-64.25,p_wind_Argentina_AR684,Argentina,1497,0.11,12.92621555,0.2964431921675777
287,-35.75,-64.25,p_wind_Argentina_AR685,Argentina,1563,0.11,39.62706033,0.2978280965391646
288,-36.25,-64.25,p_wind_Argentina_AR686,Argentina,1569,0.11,13.89516633,0.31743818306010746
289,-36.75,-64.25,p_wind_Argentina_AR687,Argentina,1512,0.11,2.714851417,0.35626593806921597
290,-37.25,-64.25,p_wind_Argentina_AR688,Argentina,1548,0.11,18.72894472,0.38551958105646605
291,-37.75,-64.25,p_wind_Argentina_AR689,Argentina,1548,0.11,15.03489282,0.42962340619307815
292,-38.25,-64.25,p_wind_Argentina_AR690,Argentina,1530,0.12,62.98903607,0.45074943078324237
293,-38.75,-64.25,p_wind_Argentina_AR691,Argentina,1497,0.14,11.02655562,0.45660860655737906
294,-39.25,-64.25,p_wind_Argentina_AR692,Argentina,1413,0.15,5.622957807,0.4707832422586533
295,-39.75,-64.25,p_wind_Argentina_AR693,Argentina,954,0.15,56.47720293,0.4827382741347917
296,-40.25,-64.25,p_wind_Argentina_AR694,Argentina,210,0.16,50.55292832,0.4920908469945386
297,-40.75,-64.25,p_wind_Argentina_AR695,Argentina,57,0.19,4.963511309,0.5044359061930801
298,-42.75,-64.25,p_wind_Argentina_AR696,Argentina,312,0.5,65.54419542,0.5603812613843352
299,-54.75,-64.25,p_wind_Argentina_AR697,Argentina,75,0.67,485.8077877,0.6695562386156627
300,-32.75,-63.75,p_wind_Argentina_AR719,Argentina,1641,0.06,4.935216617,0.31502663934426317
301,-33.25,-63.75,p_wind_Argentina_AR720,Argentina,1623,0.08,45.44770067,0.302354622040073
302,-33.75,-63.75,p_wind_Argentina_AR721,Argentina,1605,0.09,84.91107107,0.29451013205828724
303,-34.25,-63.75,p_wind_Argentina_AR722,Argentina,1566,0.1,98.04914342,0.299843693078325
304,-34.75,-63.75,p_wind_Argentina_AR723,Argentina,1488,0.1,56.4114899,0.3141816939890725
305,-35.25,-63.75,p_wind_Argentina_AR724,Argentina,1518,0.11,22.62475577,0.321623064663026
306,-35.75,-63.75,p_wind_Argentina_AR725,Argentina,1491,0.11,1.314948778,0.33199225865209464
307,-36.25,-63.75,p_wind_Argentina_AR726,Argentina,1530,0.12,27.82656593,0.35221129326047507
308,-36.75,-63.75,p_wind_Argentina_AR727,Argentina,1554,0.11,16.67327653,0.3694019808743163
309,-37.25,-63.75,p_wind_Argentina_AR728,Argentina,1494,0.11,1.990357802,0.404995332422588
310,-37.75,-63.75,p_wind_Argentina_AR729,Argentina,1521,0.1,9.600424495,0.4383007741347914
311,-38.25,-63.75,p_wind_Argentina_AR730,Argentina,1473,0.11,56.53878486,0.44453187613843426
312,-38.75,-63.75,p_wind_Argentina_AR731,Argentina,1530,0.13,1.643003981,0.4495429189435344
313,-39.25,-63.75,p_wind_Argentina_AR732,Argentina,1497,0.15,25.83637364,0.4699347677595636
314,-39.75,-63.75,p_wind_Argentina_AR733,Argentina,1287,0.16,73.77127766,0.48527140255009177
315,-40.25,-63.75,p_wind_Argentina_AR734,Argentina,249,0.19,51.18786575,0.49317577413479263
316,-40.75,-63.75,p_wind_Argentina_AR735,Argentina,183,0.24,4.333548287,0.5128403916211307
317,-42.25,-63.75,p_wind_Argentina_AR736,Argentina,150,0.49,116.139745,0.5671195355191248
318,-42.75,-63.75,p_wind_Argentina_AR737,Argentina,351,0.53,106.0372495,0.5719224726775967
319,-31.75,-63.25,p_wind_Argentina_AR757,Argentina,1662,0.06,34.68595714,0.30344137067395177
320,-32.25,-63.25,p_wind_Argentina_AR758,Argentina,1623,0.07,3.934696207,0.30500045537340614
321,-32.75,-63.25,p_wind_Argentina_AR759,Argentina,1641,0.08,20.79824737,0.30064731329690353
322,-33.25,-63.25,p_wind_Argentina_AR760,Argentina,1611,0.09,61.11303748,0.30225011384335265
323,-33.75,-63.25,p_wind_Argentina_AR761,Argentina,1521,0.09,77.09923495,0.3112915528233149
324,-34.25,-63.25,p_wind_Argentina_AR762,Argentina,1518,0.1,52.004209,0.3314401183970858
325,-34.75,-63.25,p_wind_Argentina_AR763,Argentina,1548,0.1,74.94547578,0.3562035519125707
326,-35.25,-63.25,p_wind_Argentina_AR764,Argentina,1509,0.11,57.3795432,0.3629245218579231
327,-35.75,-63.25,p_wind_Argentina_AR765,Argentina,1554,0.12,9.13046328,0.3681308060109285
328,-36.25,-63.25,p_wind_Argentina_AR766,Argentina,1557,0.11,31.68638819,0.38023201275045615
329,-36.75,-63.25,p_wind_Argentina_AR767,Argentina,1566,0.1,22.38189717,0.39423895719489926
330,-37.25,-63.25,p_wind_Argentina_AR768,Argentina,1476,0.1,23.88933052,0.41954291894353696
331,-37.75,-63.25,p_wind_Argentina_AR769,Argentina,1509,0.09,11.44252672,0.4533806921675777
332,-38.25,-63.25,p_wind_Argentina_AR770,Argentina,1524,0.09,50.30177968,0.4669508196721331
333,-38.75,-63.25,p_wind_Argentina_AR771,Argentina,1485,0.12,4.659063943,0.46009801912568593
334,-39.25,-63.25,p_wind_Argentina_AR772,Argentina,1518,0.15,47.65165959,0.46763649817850844
335,-39.75,-63.25,p_wind_Argentina_AR773,Argentina,1323,0.18,49.95297243,0.48416461748634027
336,-40.25,-63.25,p_wind_Argentina_AR774,Argentina,561,0.23,42.26483781,0.49491951275045576
337,-40.75,-63.25,p_wind_Argentina_AR775,Argentina,606,0.3,8.458101163,0.5146704234972668
338,-22.75,-62.75,p_wind_Argentina_AR777,Argentina,1374,0.06,64.94587859,0.40831056466302335
339,-23.25,-62.75,p_wind_Argentina_AR778,Argentina,1449,0.06,45.64601466,0.39633117030965437
340,-24.75,-62.75,p_wind_Argentina_AR781,Argentina,789,0.06,102.3885515,0.41005134335154836
341,-25.25,-62.75,p_wind_Argentina_AR782,Argentina,1314,0.06,62.46272438,0.4165202641165771
342,-25.75,-62.75,p_wind_Argentina_AR783,Argentina,1173,0.06,12.472581,0.4170481557377038
343,-26.25,-62.75,p_wind_Argentina_AR784,Argentina,1236,0.06,8.486500885,0.4185841302367953
344,-28.75,-62.75,p_wind_Argentina_AR789,Argentina,1536,0.06,19.53068761,0.4060762750455373
345,-29.25,-62.75,p_wind_Argentina_AR790,Argentina,1518,0.06,61.26231862,0.395897085610201
346,-29.75,-62.75,p_wind_Argentina_AR791,Argentina,1365,0.06,80.80379834,0.3773420992714035
347,-30.25,-62.75,p_wind_Argentina_AR792,Argentina,765,0.06,81.76140223,0.3638235428050987
348,-30.75,-62.75,p_wind_Argentina_AR793,Argentina,417,0.06,69.76706621,0.3492757285974519
349,-31.25,-62.75,p_wind_Argentina_AR794,Argentina,1665,0.07,15.14941939,0.3353348132969029
350,-31.75,-62.75,p_wind_Argentina_AR795,Argentina,1662,0.07,12.30264303,0.31978483606557484
351,-32.25,-62.75,p_wind_Argentina_AR796,Argentina,1644,0.08,29.92282106,0.31426024590163937
352,-32.75,-62.75,p_wind_Argentina_AR797,Argentina,1629,0.08,6.599804353,0.3146923952641156
353,-33.25,-62.75,p_wind_Argentina_AR798,Argentina,1572,0.09,26.02975862,0.31932433970856056
354,-33.75,-62.75,p_wind_Argentina_AR799,Argentina,1539,0.09,53.5564568,0.33514583333333403
355,-34.25,-62.75,p_wind_Argentina_AR800,Argentina,1491,0.1,6.081949573,0.3547674180327881
356,-34.75,-62.75,p_wind_Argentina_AR801,Argentina,1545,0.1,54.2108447,0.3746627959927145
357,-35.25,-62.75,p_wind_Argentina_AR802,Argentina,1527,0.11,75.05985842,0.38139230418943626
358,-35.75,-62.75,p_wind_Argentina_AR803,Argentina,1455,0.12,23.64299105,0.3818899134790528
359,-36.25,-62.75,p_wind_Argentina_AR804,Argentina,1527,0.11,23.6284672,0.38834505919854484
360,-36.75,-62.75,p_wind_Argentina_AR805,Argentina,1533,0.1,2.871076509,0.39945651183971165
361,-37.25,-62.75,p_wind_Argentina_AR806,Argentina,1386,0.09,42.16919339,0.4232618397085642
362,-37.75,-62.75,p_wind_Argentina_AR807,Argentina,1512,0.08,13.13919904,0.4603063524590175
363,-38.25,-62.75,p_wind_Argentina_AR808,Argentina,1527,0.09,39.94716822,0.48040163934426217
364,-38.75,-62.75,p_wind_Argentina_AR809,Argentina,1497,0.12,11.02035475,0.4727395264116597
365,-39.25,-62.75,p_wind_Argentina_AR810,Argentina,1500,0.16,13.46120029,0.47351559653916386
366,-39.75,-62.75,p_wind_Argentina_AR811,Argentina,1458,0.22,7.162478253,0.49099385245901755
367,-40.25,-62.75,p_wind_Argentina_AR812,Argentina,1191,0.29,4.837955888,0.5056034836065569
368,-40.75,-62.75,p_wind_Argentina_AR813,Argentina,1155,0.36,10.5734441,0.5243121584699459
369,-22.75,-62.25,p_wind_Argentina_AR814,Argentina,1587,0.08,42.05472725,0.42861634790528375
370,-23.25,-62.25,p_wind_Argentina_AR815,Argentina,1524,0.07,1.70387091,0.4209711976320581
371,-23.75,-62.25,p_wind_Argentina_AR816,Argentina,1110,0.07,42.20796984,0.4163590619307832
372,-24.25,-62.25,p_wind_Argentina_AR817,Argentina,1152,0.06,55.17250087,0.4173189890710386
373,-24.75,-62.25,p_wind_Argentina_AR818,Argentina,480,0.06,61.37881654,0.41913479052823605
374,-25.25,-62.25,p_wind_Argentina_AR819,Argentina,705,0.06,42.35820762,0.41377982695810533
375,-25.75,-62.25,p_wind_Argentina_AR820,Argentina,1119,0.06,33.09328779,0.41141416211293436
376,-27.75,-62.25,p_wind_Argentina_AR824,Argentina,1623,0.06,21.31386056,0.3977136839708564
377,-28.25,-62.25,p_wind_Argentina_AR825,Argentina,1428,0.06,54.4047501,0.38332217668488167
378,-28.75,-62.25,p_wind_Argentina_AR826,Argentina,1536,0.06,12.52461437,0.38247734517304227
379,-29.25,-62.25,p_wind_Argentina_AR827,Argentina,1524,0.06,41.5470225,0.38259232695810513
380,-29.75,-62.25,p_wind_Argentina_AR828,Argentina,1305,0.06,34.56090658,0.3782208561020049
381,-30.25,-62.25,p_wind_Argentina_AR829,Argentina,813,0.06,35.17593026,0.3739344262295079
382,-30.75,-62.25,p_wind_Argentina_AR830,Argentina,864,0.06,28.36870323,0.3674110883424417
383,-31.25,-62.25,p_wind_Argentina_AR831,Argentina,1653,0.06,12.15547016,0.3578785291438998
384,-31.75,-62.25,p_wind_Argentina_AR832,Argentina,1668,0.07,16.9863285,0.34007661657559274
385,-32.25,-62.25,p_wind_Argentina_AR833,Argentina,1641,0.07,49.98152466,0.33094193989071097
386,-32.75,-62.25,p_wind_Argentina_AR834,Argentina,1626,0.07,2.905204216,0.3327317850637517
387,-33.25,-62.25,p_wind_Argentina_AR835,Argentina,1560,0.08,13.45203694,0.33939480874317
388,-33.75,-62.25,p_wind_Argentina_AR836,Argentina,1470,0.09,20.24141059,0.35603551912568293
389,-34.25,-62.25,p_wind_Argentina_AR837,Argentina,1347,0.1,16.3891201,0.3704272540983628
390,-34.75,-62.25,p_wind_Argentina_AR838,Argentina,1470,0.11,65.82350596,0.38190960837887106
391,-35.25,-62.25,p_wind_Argentina_AR839,Argentina,1494,0.11,68.07749339,0.3857166438979986
392,-35.75,-62.25,p_wind_Argentina_AR840,Argentina,1392,0.12,12.62392487,0.3842025273224055
393,-36.25,-62.25,p_wind_Argentina_AR841,Argentina,1503,0.11,10.02454251,0.38801969489981775
394,-36.75,-62.25,p_wind_Argentina_AR842,Argentina,1422,0.1,16.79019273,0.3972685564663021
395,-37.25,-62.25,p_wind_Argentina_AR843,Argentina,1521,0.09,31.79335106,0.4199315801457207
396,-37.75,-62.25,p_wind_Argentina_AR844,Argentina,1530,0.08,10.6459816,0.4599519581056457
397,-38.25,-62.25,p_wind_Argentina_AR845,Argentina,1521,0.09,0.521053998,0.4908581511839719
398,-38.75,-62.25,p_wind_Argentina_AR846,Argentina,1110,0.13,1.407050665,0.48715220856102165
399,-39.25,-62.25,p_wind_Argentina_AR847,Argentina,1005,0.19,29.23844074,0.4847486338797816
400,-39.75,-62.25,p_wind_Argentina_AR848,Argentina,1074,0.28,35.61452582,0.5051660974499088
401,-23.25,-61.75,p_wind_Argentina_AR849,Argentina,1554,0.08,16.03054461,0.4201033697632075
402,-23.75,-61.75,p_wind_Argentina_AR850,Argentina,783,0.07,6.474678271,0.4163761384335159
403,-24.25,-61.75,p_wind_Argentina_AR851,Argentina,816,0.07,15.84767111,0.41538353825136776
404,-24.75,-61.75,p_wind_Argentina_AR852,Argentina,1449,0.06,26.15055475,0.4024353369763219
405,-25.25,-61.75,p_wind_Argentina_AR853,Argentina,1497,0.06,12.57101231,0.39349726775956484
406,-27.75,-61.75,p_wind_Argentina_AR858,Argentina,1581,0.06,8.053568258,0.36381124772313317
407,-28.25,-61.75,p_wind_Argentina_AR859,Argentina,1554,0.06,21.14468328,0.35123770491803213
408,-28.75,-61.75,p_wind_Argentina_AR860,Argentina,1554,0.06,9.37434622,0.35374499089253203
409,-29.25,-61.75,p_wind_Argentina_AR861,Argentina,1533,0.06,0.661307067,0.3539263433515486
410,-29.75,-61.75,p_wind_Argentina_AR862,Argentina,1578,0.06,0.866975881,0.3553885473588343
411,-30.25,-61.75,p_wind_Argentina_AR863,Argentina,1644,0.06,1.026537072,0.35964617486338674
412,-30.75,-61.75,p_wind_Argentina_AR864,Argentina,1668,0.06,14.08715007,0.3662004781420766
413,-31.25,-61.75,p_wind_Argentina_AR865,Argentina,1653,0.06,17.07443682,0.36634494535519235
414,-31.75,-61.75,p_wind_Argentina_AR866,Argentina,1647,0.06,3.198809653,0.3570190118397107
415,-32.25,-61.75,p_wind_Argentina_AR867,Argentina,1620,0.07,7.761012299,0.34864867941712374
416,-32.75,-61.75,p_wind_Argentina_AR868,Argentina,1629,0.07,6.56031324,0.3452909836065576
417,-33.25,-61.75,p_wind_Argentina_AR869,Argentina,1611,0.08,31.74211024,0.3553563296903469
418,-33.75,-61.75,p_wind_Argentina_AR870,Argentina,1524,0.09,9.51760401,0.36992326958105665
419,-34.25,-61.75,p_wind_Argentina_AR871,Argentina,1509,0.1,50.32562604,0.3782090163934425
420,-34.75,-61.75,p_wind_Argentina_AR872,Argentina,1527,0.11,24.18165113,0.3820736566484518
421,-35.25,-61.75,p_wind_Argentina_AR873,Argentina,1521,0.12,48.37290316,0.3815790072859755
422,-35.75,-61.75,p_wind_Argentina_AR874,Argentina,1473,0.12,0.022808723,0.3815125227686712
423,-36.25,-61.75,p_wind_Argentina_AR875,Argentina,1545,0.12,9.031599657,0.3857268897996366
424,-36.75,-61.75,p_wind_Argentina_AR876,Argentina,1512,0.11,2.69276026,0.3953605418943523
425,-37.25,-61.75,p_wind_Argentina_AR877,Argentina,1533,0.1,9.153248887,0.4146901183970843
426,-37.75,-61.75,p_wind_Argentina_AR878,Argentina,1545,0.09,23.89236805,0.45378540528233224
427,-38.25,-61.75,p_wind_Argentina_AR879,Argentina,1500,0.11,1.211295816,0.4956747495446278
428,-38.75,-61.75,p_wind_Argentina_AR880,Argentina,1458,0.16,0.403571241,0.4988361794171235
429,-23.75,-61.25,p_wind_Argentina_AR881,Argentina,1362,0.07,43.53358748,0.39553540528233117
430,-24.25,-61.25,p_wind_Argentina_AR882,Argentina,1452,0.06,0.106636088,0.39210154826958127
431,-24.75,-61.25,p_wind_Argentina_AR883,Argentina,1587,0.06,18.72708112,0.356329690346084
432,-28.25,-61.25,p_wind_Argentina_AR890,Argentina,1623,0.06,26.28135753,0.32461532331511794
433,-28.75,-61.25,p_wind_Argentina_AR891,Argentina,1635,0.06,28.73855794,0.33104530965391615
434,-29.25,-61.25,p_wind_Argentina_AR892,Argentina,1620,0.06,47.93346806,0.3129742714025527
435,-29.75,-61.25,p_wind_Argentina_AR893,Argentina,1674,0.06,47.11162662,0.33761224954462643
436,-30.25,-61.25,p_wind_Argentina_AR894,Argentina,1635,0.06,40.81435289,0.3598514344262299
437,-30.75,-61.25,p_wind_Argentina_AR895,Argentina,1680,0.06,32.68000766,0.3579511612021866
438,-31.25,-61.25,p_wind_Argentina_AR896,Argentina,1650,0.06,11.90775099,0.36030453096539233
439,-31.75,-61.25,p_wind_Argentina_AR897,Argentina,1653,0.06,6.608482819,0.3543508652094737
440,-32.25,-61.25,p_wind_Argentina_AR898,Argentina,1626,0.07,23.26075013,0.35368681693989074
441,-32.75,-61.25,p_wind_Argentina_AR899,Argentina,1623,0.07,12.67994982,0.3570039845173044
442,-33.25,-61.25,p_wind_Argentina_AR900,Argentina,1599,0.08,7.250919818,0.36793214936247737
443,-33.75,-61.25,p_wind_Argentina_AR901,Argentina,1521,0.09,24.97749683,0.37827185792349977
444,-34.25,-61.25,p_wind_Argentina_AR902,Argentina,1503,0.1,39.62410165,0.378035746812386
445,-34.75,-61.25,p_wind_Argentina_AR903,Argentina,1524,0.11,1.992871867,0.3754433060109315
446,-35.25,-61.25,p_wind_Argentina_AR904,Argentina,1524,0.12,35.70337401,0.3744760928961746
447,-35.75,-61.25,p_wind_Argentina_AR905,Argentina,1506,0.13,8.697361854,0.3765193533697635
448,-36.25,-61.25,p_wind_Argentina_AR906,Argentina,1545,0.13,13.2686885,0.38428608834244227
449,-36.75,-61.25,p_wind_Argentina_AR907,Argentina,1557,0.13,20.13125298,0.3972386156648441
450,-37.25,-61.25,p_wind_Argentina_AR908,Argentina,1545,0.12,28.34908313,0.4139681238615691
451,-37.75,-61.25,p_wind_Argentina_AR909,Argentina,1530,0.12,0.827135711,0.44579007285974676
452,-38.25,-61.25,p_wind_Argentina_AR910,Argentina,1527,0.14,10.37139151,0.4850459927140302
453,-38.75,-61.25,p_wind_Argentina_AR911,Argentina,1470,0.2,2.696279856,0.49987329234972644
454,-24.25,-60.75,p_wind_Argentina_AR912,Argentina,1590,0.06,23.561317,0.3304640255009108
455,-24.75,-60.75,p_wind_Argentina_AR913,Argentina,1590,0.06,11.70219432,0.2998390255009109
456,-28.75,-60.75,p_wind_Argentina_AR921,Argentina,1500,0.06,76.78042938,0.3105987021857922
457,-29.25,-60.75,p_wind_Argentina_AR922,Argentina,1551,0.06,58.86442218,0.3090127504553737
458,-29.75,-60.75,p_wind_Argentina_AR923,Argentina,1452,0.06,46.76383371,0.33601275045537254
459,-30.25,-60.75,p_wind_Argentina_AR924,Argentina,1581,0.06,34.43616511,0.3511593806921682
460,-30.75,-60.75,p_wind_Argentina_AR925,Argentina,1674,0.06,14.53911336,0.3486067850637524
461,-31.25,-60.75,p_wind_Argentina_AR926,Argentina,1518,0.06,0.03682143,0.34394899817850827
462,-31.75,-60.75,p_wind_Argentina_AR927,Argentina,750,0.07,5.35475757,0.3486068989071063
463,-32.25,-60.75,p_wind_Argentina_AR928,Argentina,462,0.07,17.95626684,0.35192691256830566
464,-32.75,-60.75,p_wind_Argentina_AR929,Argentina,675,0.08,0.062575347,0.34360280054645
465,-33.25,-60.75,p_wind_Argentina_AR930,Argentina,1488,0.09,18.82959824,0.3435858378870671
466,-33.75,-60.75,p_wind_Argentina_AR931,Argentina,1593,0.1,20.19975565,0.3584354508196726
467,-34.25,-60.75,p_wind_Argentina_AR932,Argentina,1593,0.11,3.087593143,0.36626821493624945
468,-34.75,-60.75,p_wind_Argentina_AR933,Argentina,1551,0.11,23.08189691,0.3667459016393446
469,-35.25,-60.75,p_wind_Argentina_AR934,Argentina,1539,0.12,7.549754949,0.36754314663023785
470,-35.75,-60.75,p_wind_Argentina_AR935,Argentina,1566,0.14,5.088871691,0.3703261612021869
471,-36.25,-60.75,p_wind_Argentina_AR936,Argentina,1563,0.15,39.6256988,0.3793465391621134
472,-36.75,-60.75,p_wind_Argentina_AR937,Argentina,1569,0.15,1.193890235,0.39864207650273453
473,-37.25,-60.75,p_wind_Argentina_AR938,Argentina,1548,0.15,0.953534661,0.4227996357012763
474,-37.75,-60.75,p_wind_Argentina_AR939,Argentina,1539,0.15,21.44031419,0.44792691256830774
475,-38.25,-60.75,p_wind_Argentina_AR940,Argentina,1521,0.18,29.67249744,0.47455646630236864
476,-38.75,-60.75,p_wind_Argentina_AR941,Argentina,1401,0.25,14.71228296,0.4921194216757726
477,-24.25,-60.25,p_wind_Argentina_AR942,Argentina,1587,0.06,6.543540729,0.320125113843352
478,-29.25,-60.25,p_wind_Argentina_AR952,Argentina,1395,0.06,23.15512233,0.32293294626593805
479,-29.75,-60.25,p_wind_Argentina_AR953,Argentina,1515,0.06,0.96795476,0.34215721766848867
480,-30.25,-60.25,p_wind_Argentina_AR954,Argentina,1542,0.06,9.633674521,0.34263319672131276
481,-30.75,-60.25,p_wind_Argentina_AR955,Argentina,1458,0.06,24.06553726,0.3354721083788719
482,-31.25,-60.25,p_wind_Argentina_AR956,Argentina,723,0.07,25.78076105,0.3424230418943548
483,-31.75,-60.25,p_wind_Argentina_AR957,Argentina,1338,0.07,2.356967233,0.35673724954462716
484,-32.25,-60.25,p_wind_Argentina_AR958,Argentina,1533,0.07,6.70974864,0.35045104735883525
485,-32.75,-60.25,p_wind_Argentina_AR959,Argentina,231,0.08,15.15991896,0.3261010928961757
486,-33.25,-60.25,p_wind_Argentina_AR960,Argentina,510,0.09,3.603775594,0.31385610200364344
487,-33.75,-60.25,p_wind_Argentina_AR961,Argentina,1614,0.1,15.20774639,0.3327369080145737
488,-34.25,-60.25,p_wind_Argentina_AR962,Argentina,1587,0.11,5.952264567,0.3572877959927148
489,-34.75,-60.25,p_wind_Argentina_AR963,Argentina,1572,0.12,18.22987657,0.3646721311475416
490,-35.25,-60.25,p_wind_Argentina_AR964,Argentina,1527,0.13,6.984875153,0.3648763661202196
491,-35.75,-60.25,p_wind_Argentina_AR965,Argentina,1575,0.15,18.29324538,0.36759448998178496
492,-36.25,-60.25,p_wind_Argentina_AR966,Argentina,1560,0.16,61.96954805,0.3771343351548281
493,-36.75,-60.25,p_wind_Argentina_AR967,Argentina,1515,0.17,8.264087649,0.3977457877959909
494,-37.25,-60.25,p_wind_Argentina_AR968,Argentina,1545,0.17,6.569679891,0.42770127504553973
495,-37.75,-60.25,p_wind_Argentina_AR969,Argentina,1539,0.19,14.2686633,0.4532174408014586
496,-38.25,-60.25,p_wind_Argentina_AR970,Argentina,1488,0.22,7.264624273,0.47066609744991206
497,-38.75,-60.25,p_wind_Argentina_AR971,Argentina,1185,0.29,31.48737641,0.48889628870673973
498,-29.75,-59.75,p_wind_Argentina_AR983,Argentina,606,0.06,23.74409993,0.34035940346083743
499,-30.25,-59.75,p_wind_Argentina_AR984,Argentina,450,0.06,17.32440578,0.3284833788706747
500,-30.75,-59.75,p_wind_Argentina_AR985,Argentina,540,0.06,15.45490275,0.3224709699453558
501,-31.25,-59.75,p_wind_Argentina_AR986,Argentina,1476,0.07,1.323654609,0.3374590163934421
502,-31.75,-59.75,p_wind_Argentina_AR987,Argentina,1656,0.07,14.08429423,0.3539394353369775
503,-32.25,-59.75,p_wind_Argentina_AR988,Argentina,1635,0.08,1.135454825,0.3489365892531877
504,-32.75,-59.75,p_wind_Argentina_AR989,Argentina,1410,0.08,5.896667056,0.3196795309653924
505,-33.25,-59.75,p_wind_Argentina_AR990,Argentina,300,0.09,21.33104021,0.3028598588342448
506,-33.75,-59.75,p_wind_Argentina_AR991,Argentina,1098,0.1,1.582777677,0.31885177595628533
507,-34.25,-59.75,p_wind_Argentina_AR992,Argentina,1587,0.11,7.70222763,0.3457866575591982
508,-34.75,-59.75,p_wind_Argentina_AR993,Argentina,1596,0.12,7.649254133,0.36333219489981894
509,-35.25,-59.75,p_wind_Argentina_AR994,Argentina,1512,0.14,7.126106921,0.3665369990892563
510,-35.75,-59.75,p_wind_Argentina_AR995,Argentina,1572,0.16,6.038391816,0.36830088797814325
511,-36.25,-59.75,p_wind_Argentina_AR996,Argentina,1566,0.17,27.89746755,0.37628608834244126
512,-36.75,-59.75,p_wind_Argentina_AR997,Argentina,1545,0.17,8.394303897,0.39465141165756046
513,-37.25,-59.75,p_wind_Argentina_AR998,Argentina,1539,0.19,7.707861983,0.42807786885246063
514,-37.75,-59.75,p_wind_Argentina_AR999,Argentina,1536,0.21,29.70754148,0.4571967213114768
515,-38.25,-59.75,p_wind_Argentina_AR1000,Argentina,1518,0.26,12.09905801,0.4711705373406202
516,-38.75,-59.75,p_wind_Argentina_AR1001,Argentina,951,0.34,58.32975699,0.4907818761384351
517,-29.75,-59.25,p_wind_Argentina_AR1012,Argentina,1479,0.06,2.629108282,0.32718123861566517
518,-30.25,-59.25,p_wind_Argentina_AR1013,Argentina,1566,0.06,2.988440236,0.3111798724954469
519,-30.75,-59.25,p_wind_Argentina_AR1014,Argentina,1677,0.06,10.92298042,0.3124804189435333
520,-31.25,-59.25,p_wind_Argentina_AR1015,Argentina,1656,0.07,1.644112653,0.32629018670309706
521,-31.75,-59.25,p_wind_Argentina_AR1016,Argentina,1653,0.07,19.73682518,0.3403683970856116
522,-32.25,-59.25,p_wind_Argentina_AR1017,Argentina,1620,0.08,9.298804467,0.3476018897996372
523,-32.75,-59.25,p_wind_Argentina_AR1018,Argentina,1638,0.08,11.43308819,0.3289895264116581
524,-33.25,-59.25,p_wind_Argentina_AR1019,Argentina,1305,0.09,0.682143236,0.31594706284152885
525,-33.75,-59.25,p_wind_Argentina_AR1020,Argentina,699,0.1,6.497039961,0.3206408242258659
