period,Battery,Biomass,Biomass_new,Coal,Coal_new,Diesel,Diesel_new,Gas,Gas_new,Geothermal,Geothermal_new,Hydro,Hydro_new,Nuclear,Nuclear_new,Solar,Solar_new,Wind,Wind_new,scs
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_gamesa2_1axis
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,15.641864999999932,0.04,0.0,133.21,12.66,3.745,0.0,6.027,86.22081899513965,7.117,0.0,trd_gamesa2_1axis
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,73.28933738746156,0.04,0.0,133.21,39.712,3.745,0.0,6.027,99.08317451683097,7.117,0.8087009003069316,trd_gamesa2_1axis
2050,4.216085900929027,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,163.334937938966,0.04,0.0,133.136,57.174,3.745,0.0,0.0,152.72294477413942,0.0,45.283809280838824,trd_gamesa2_1axis
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_enercon7_1axis
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,15.641864999999934,0.04,0.0,133.21,12.66,3.745,0.0,6.027,86.21312479096156,7.117,0.0,trd_enercon7_1axis
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,73.29674751034862,0.04,0.0,133.21,39.712,3.745,0.0,6.027,99.12617818884837,7.117,0.7494199172106369,trd_enercon7_1axis
2050,4.265449024138839,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,163.35813370054083,0.04,0.0,133.136,57.174,3.745,0.0,0.0,152.9252011287971,0.0,44.70333820256174,trd_enercon7_1axis
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_enercon3_1axis
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,11.287667371079701,0.04,0.0,133.21,13.406,3.745,0.0,6.027,41.99166623392902,7.117,28.86558103136189,trd_enercon3_1axis
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,60.551712392744534,0.04,0.0,133.21,48.112,3.745,0.0,6.027,61.63746896732553,7.117,35.509700858043004,trd_enercon3_1axis
2050,3.4038018069642413,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,160.30320017845597,0.04,0.0,133.136,53.27,3.745,0.0,0.0,128.51720847994272,0.0,107.2679841166373,trd_enercon3_1axis
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_vestas2_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,14.701366047014602,0.04,0.0,133.21,14.152,3.745,0.0,6.027,0.2016,7.117,47.17738238171871,trd_vestas2_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,66.22862441757425,0.04,0.0,133.21,38.64,3.745,0.0,6.027,2.169901589971621,7.117,65.87040465940555,trd_vestas2_fixed
2050,3.366385614098233,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,158.3386636858837,0.04,0.0,133.136,53.32,3.745,0.0,0.0,30.053803874965617,0.0,122.88360560014384,trd_vestas2_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_vestas7_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,25.207626415021487,0.04,0.0,133.21,14.152,3.745,0.0,6.027,9.4345,7.117,29.527103406755806,trd_vestas7_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,81.27386082124696,0.04,0.0,133.21,27.128,3.745,0.0,6.027,23.676249372721028,7.117,37.604513430023815,trd_vestas7_fixed
2050,2.5699181294508797,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,160.77222878235665,0.04,0.0,133.136,57.174,3.745,0.0,0.0,95.27202936570221,0.0,78.95482470553857,trd_vestas7_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_vestas3_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,35.4143268149087,0.04,0.0,133.21,14.753,3.745,0.0,6.027,31.684752741343804,7.117,5.514,trd_vestas3_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,85.13353949808801,0.04,0.0,133.21,26.817,3.745,0.0,6.027,76.03333851877358,7.117,9.215084015295641,trd_vestas3_fixed
2050,2.470225104069947,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,164.3863310507432,0.04,0.0,133.136,57.174,3.745,0.0,0.0,122.8048440491601,0.0,50.839550761493534,trd_vestas3_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_siemens36_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,27.99381155046182,0.04,0.0,133.21,14.152,3.745,0.0,6.027,19.436999973920148,7.117,20.80203227712786,trd_siemens36_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,82.35624960196266,0.04,0.0,133.21,27.128,3.745,0.0,6.027,41.01509518824203,7.117,28.94540318429821,trd_siemens36_fixed
2050,2.362262237193245,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,161.16038786364058,0.04,0.0,133.136,57.174,3.745,0.0,0.0,104.62043125295966,0.0,77.51079919332865,trd_siemens36_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_siemens23_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,23.365698498925298,0.04,0.0,133.21,14.152,3.745,0.0,6.027,5.726473759039649,7.117,33.624463456174226,trd_siemens23_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,80.85462585133378,0.04,0.0,133.21,27.128,3.745,0.0,6.027,21.07886039644864,7.117,40.95839318932919,trd_siemens23_fixed
2050,2.5756610444768886,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,159.90218621462589,0.04,0.0,133.136,57.174,3.745,0.0,0.0,88.2709005627753,0.0,85.86922192717674,trd_siemens23_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_ge25_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,19.93317440654721,0.04,0.0,133.21,14.152,3.745,0.0,6.027,1.7589,7.117,38.97793379858919,trd_ge25_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,66.72192718131674,0.04,0.0,133.21,38.575,3.745,0.0,6.027,8.920336268422464,7.117,62.44398254946579,trd_ge25_fixed
2050,3.5186539430226067,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,159.14301495175198,0.04,0.0,133.136,53.59,3.745,0.0,0.0,60.49071586316366,0.0,113.07064884180184,trd_ge25_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_ge15_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,23.531598648742875,0.04,0.0,133.21,14.152,3.745,0.0,6.027,2.8899,7.117,34.19182243161932,trd_ge15_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,80.85650183338919,0.04,0.0,133.21,27.128,3.745,0.0,6.027,19.936498306868913,7.117,40.94338533288599,trd_ge15_fixed
2050,2.5753555688749765,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,158.73145032041649,0.04,0.0,133.136,57.174,3.745,0.0,0.0,86.42939653690237,0.0,95.23755288566697,trd_ge15_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_gamesa2_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,33.20974595141344,0.04,0.0,133.21,14.152,3.745,0.0,6.027,25.25002225714323,7.117,11.81958056960585,trd_gamesa2_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,83.78442499999993,0.04,0.0,133.21,27.128,3.745,0.0,6.027,62.030609616735056,7.117,17.52,trd_gamesa2_fixed
2050,2.3822657061854335,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,163.50673432758904,0.04,0.0,133.136,57.174,3.745,0.0,0.0,117.06246850851879,0.0,58.57999972980276,trd_gamesa2_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_enercon7_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,33.72173594205165,0.04,0.0,133.21,14.152,3.745,0.0,6.027,27.67172605213256,7.117,10.023735222706923,trd_enercon7_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,84.32148194890135,0.04,0.0,133.21,27.128,3.745,0.0,6.027,69.11910961311314,7.117,13.223544408788806,trd_enercon7_fixed
2050,2.411538630742577,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,163.70934106598375,0.04,0.0,133.136,57.174,3.745,0.0,0.0,117.79352740094036,0.0,56.724962426188966,trd_enercon7_fixed
2020,0.0,14.991100000000001,0.0,14.609,0.0,7.472999999999999,0.0,42.821,0.0,0.04,0.0,133.21,0.0,3.745,0.0,6.027,0.0,7.117,0.0,trd_enercon3_fixed
2030,0.5082599999999998,14.2657,0.0,14.609,0.0,7.472999999999999,0.0,42.3913,13.752301703584264,0.04,0.0,133.21,12.66,3.745,0.0,6.027,0.0,7.117,49.559743283268205,trd_enercon3_fixed
2040,0.0,13.7462,0.0,13.180399999999999,0.0,7.472999999999999,0.0,42.2896,65.82677117798359,0.04,0.0,133.21,38.908,3.745,0.0,6.027,0.33550669511645825,7.117,66.9412305761308,trd_enercon3_fixed
2050,3.214485402273443,12.7672,0.0,10.490200000000002,0.0,7.472999999999999,0.125,40.3331,156.6108649204186,0.04,0.0,133.136,53.32,3.745,0.0,0.0,24.188384334042073,0.0,137.92119741846247,trd_enercon3_fixed
