type,period,load_zone,trade,Scenario,multiplier,trade_1,short_name
import,2040,Argentina,0.1,Trade GE 1.5sle Fixed,1,0.1,trd_ge15_fixed
import,2040,Brazil,0.9,Trade GE 1.5sle Fixed,1,0.9,trd_ge15_fixed
import,2040,Chile,0.0,Trade GE 1.5sle Fixed,1,0.0,trd_ge15_fixed
import,2040,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0,trd_ge15_fixed
import,2040,Uruguay,2.7,Trade GE 1.5sle Fixed,1,2.7,trd_ge15_fixed
import,2050,Argentina,0.1,Trade GE 1.5sle Fixed,1,0.1,trd_ge15_fixed
import,2050,Brazil,1.3,Trade GE 1.5sle Fixed,1,1.3,trd_ge15_fixed
import,2050,Chile,0.0,Trade GE 1.5sle Fixed,1,0.0,trd_ge15_fixed
import,2050,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0,trd_ge15_fixed
import,2050,Uruguay,2.3,Trade GE 1.5sle Fixed,1,2.3,trd_ge15_fixed
export,2020,Argentina,1.4,Trade Gamesa G80 2000 Fixed,-1,-1.4,trd_gamesa2_fixed
export,2020,Brazil,0.5,Trade Gamesa G80 2000 Fixed,-1,-0.5,trd_gamesa2_fixed
export,2020,Chile,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2020,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2020,Uruguay,0.5,Trade Gamesa G80 2000 Fixed,-1,-0.5,trd_gamesa2_fixed
export,2030,Argentina,2.0,Trade Gamesa G80 2000 Fixed,-1,-2.0,trd_gamesa2_fixed
export,2030,Brazil,2.2,Trade Gamesa G80 2000 Fixed,-1,-2.2,trd_gamesa2_fixed
export,2030,Chile,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2030,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2030,Uruguay,0.2,Trade Gamesa G80 2000 Fixed,-1,-0.2,trd_gamesa2_fixed
export,2040,Argentina,1.9,Trade Gamesa G80 2000 Fixed,-1,-1.9,trd_gamesa2_fixed
export,2040,Brazil,1.7,Trade Gamesa G80 2000 Fixed,-1,-1.7,trd_gamesa2_fixed
export,2040,Chile,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2040,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2040,Uruguay,0.3,Trade Gamesa G80 2000 Fixed,-1,-0.3,trd_gamesa2_fixed
export,2050,Argentina,2.0,Trade Gamesa G80 2000 Fixed,-1,-2.0,trd_gamesa2_fixed
export,2050,Brazil,1.7,Trade Gamesa G80 2000 Fixed,-1,-1.7,trd_gamesa2_fixed
export,2050,Chile,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2050,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,-1,-0.0,trd_gamesa2_fixed
export,2050,Uruguay,0.5,Trade Gamesa G80 2000 Fixed,-1,-0.5,trd_gamesa2_fixed
import,2020,Argentina,0.6,Trade Gamesa G80 2000 Fixed,1,0.6,trd_gamesa2_fixed
import,2020,Brazil,1.5,Trade Gamesa G80 2000 Fixed,1,1.5,trd_gamesa2_fixed
import,2020,Chile,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2020,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2020,Uruguay,0.4,Trade Gamesa G80 2000 Fixed,1,0.4,trd_gamesa2_fixed
import,2030,Argentina,0.3,Trade Gamesa G80 2000 Fixed,1,0.3,trd_gamesa2_fixed
import,2030,Brazil,0.6,Trade Gamesa G80 2000 Fixed,1,0.6,trd_gamesa2_fixed
import,2030,Chile,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2030,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2030,Uruguay,3.4,Trade Gamesa G80 2000 Fixed,1,3.4,trd_gamesa2_fixed
import,2040,Argentina,0.2,Trade Gamesa G80 2000 Fixed,1,0.2,trd_gamesa2_fixed
import,2040,Brazil,0.8,Trade Gamesa G80 2000 Fixed,1,0.8,trd_gamesa2_fixed
import,2040,Chile,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2040,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2040,Uruguay,2.9,Trade Gamesa G80 2000 Fixed,1,2.9,trd_gamesa2_fixed
import,2050,Argentina,0.1,Trade Gamesa G80 2000 Fixed,1,0.1,trd_gamesa2_fixed
import,2050,Brazil,1.1,Trade Gamesa G80 2000 Fixed,1,1.1,trd_gamesa2_fixed
import,2050,Chile,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2050,Paraguay,0.0,Trade Gamesa G80 2000 Fixed,1,0.0,trd_gamesa2_fixed
import,2050,Uruguay,2.9,Trade Gamesa G80 2000 Fixed,1,2.9,trd_gamesa2_fixed
export,2020,Argentina,1.4,Trade Enercon E126 7000 Fixed,-1,-1.4,trd_enercon7_fixed
export,2020,Brazil,0.5,Trade Enercon E126 7000 Fixed,-1,-0.5,trd_enercon7_fixed
export,2020,Chile,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2020,Paraguay,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2020,Uruguay,0.5,Trade Enercon E126 7000 Fixed,-1,-0.5,trd_enercon7_fixed
export,2030,Argentina,2.0,Trade Enercon E126 7000 Fixed,-1,-2.0,trd_enercon7_fixed
export,2030,Brazil,2.2,Trade Enercon E126 7000 Fixed,-1,-2.2,trd_enercon7_fixed
export,2030,Chile,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2030,Paraguay,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2030,Uruguay,0.2,Trade Enercon E126 7000 Fixed,-1,-0.2,trd_enercon7_fixed
export,2040,Argentina,1.9,Trade Enercon E126 7000 Fixed,-1,-1.9,trd_enercon7_fixed
export,2040,Brazil,1.8,Trade Enercon E126 7000 Fixed,-1,-1.8,trd_enercon7_fixed
export,2040,Chile,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2040,Paraguay,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2040,Uruguay,0.3,Trade Enercon E126 7000 Fixed,-1,-0.3,trd_enercon7_fixed
export,2050,Argentina,2.0,Trade Enercon E126 7000 Fixed,-1,-2.0,trd_enercon7_fixed
export,2050,Brazil,1.8,Trade Enercon E126 7000 Fixed,-1,-1.8,trd_enercon7_fixed
export,2050,Chile,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2050,Paraguay,0.0,Trade Enercon E126 7000 Fixed,-1,-0.0,trd_enercon7_fixed
export,2050,Uruguay,0.4,Trade Enercon E126 7000 Fixed,-1,-0.4,trd_enercon7_fixed
import,2020,Argentina,0.6,Trade Enercon E126 7000 Fixed,1,0.6,trd_enercon7_fixed
import,2020,Brazil,1.5,Trade Enercon E126 7000 Fixed,1,1.5,trd_enercon7_fixed
import,2020,Chile,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2020,Paraguay,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2020,Uruguay,0.4,Trade Enercon E126 7000 Fixed,1,0.4,trd_enercon7_fixed
import,2030,Argentina,0.3,Trade Enercon E126 7000 Fixed,1,0.3,trd_enercon7_fixed
import,2030,Brazil,0.6,Trade Enercon E126 7000 Fixed,1,0.6,trd_enercon7_fixed
import,2030,Chile,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2030,Paraguay,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2030,Uruguay,3.4,Trade Enercon E126 7000 Fixed,1,3.4,trd_enercon7_fixed
import,2040,Argentina,0.2,Trade Enercon E126 7000 Fixed,1,0.2,trd_enercon7_fixed
import,2040,Brazil,0.8,Trade Enercon E126 7000 Fixed,1,0.8,trd_enercon7_fixed
import,2040,Chile,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2040,Paraguay,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2040,Uruguay,3.0,Trade Enercon E126 7000 Fixed,1,3.0,trd_enercon7_fixed
import,2050,Argentina,0.1,Trade Enercon E126 7000 Fixed,1,0.1,trd_enercon7_fixed
import,2050,Brazil,1.1,Trade Enercon E126 7000 Fixed,1,1.1,trd_enercon7_fixed
import,2050,Chile,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2050,Paraguay,0.0,Trade Enercon E126 7000 Fixed,1,0.0,trd_enercon7_fixed
import,2050,Uruguay,3.0,Trade Enercon E126 7000 Fixed,1,3.0,trd_enercon7_fixed
export,2020,Argentina,1.4,Trade Enercon E101 3000 Fixed,-1,-1.4,trd_enercon3_fixed
export,2020,Brazil,0.5,Trade Enercon E101 3000 Fixed,-1,-0.5,trd_enercon3_fixed
export,2020,Chile,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2020,Paraguay,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2020,Uruguay,0.5,Trade Enercon E101 3000 Fixed,-1,-0.5,trd_enercon3_fixed
export,2030,Argentina,1.6,Trade Enercon E101 3000 Fixed,-1,-1.6,trd_enercon3_fixed
export,2030,Brazil,2.8,Trade Enercon E101 3000 Fixed,-1,-2.8,trd_enercon3_fixed
export,2030,Chile,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2030,Paraguay,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2030,Uruguay,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2040,Argentina,1.8,Trade Enercon E101 3000 Fixed,-1,-1.8,trd_enercon3_fixed
export,2040,Brazil,1.5,Trade Enercon E101 3000 Fixed,-1,-1.5,trd_enercon3_fixed
export,2040,Chile,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2040,Paraguay,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2040,Uruguay,0.4,Trade Enercon E101 3000 Fixed,-1,-0.4,trd_enercon3_fixed
export,2050,Argentina,1.8,Trade Enercon E101 3000 Fixed,-1,-1.8,trd_enercon3_fixed
export,2050,Brazil,1.2,Trade Enercon E101 3000 Fixed,-1,-1.2,trd_enercon3_fixed
export,2050,Chile,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2050,Paraguay,0.0,Trade Enercon E101 3000 Fixed,-1,-0.0,trd_enercon3_fixed
export,2050,Uruguay,0.7,Trade Enercon E101 3000 Fixed,-1,-0.7,trd_enercon3_fixed
import,2020,Argentina,0.6,Trade Enercon E101 3000 Fixed,1,0.6,trd_enercon3_fixed
import,2020,Brazil,1.5,Trade Enercon E101 3000 Fixed,1,1.5,trd_enercon3_fixed
import,2020,Chile,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2020,Paraguay,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2020,Uruguay,0.4,Trade Enercon E101 3000 Fixed,1,0.4,trd_enercon3_fixed
import,2030,Argentina,0.4,Trade Enercon E101 3000 Fixed,1,0.4,trd_enercon3_fixed
import,2030,Brazil,0.4,Trade Enercon E101 3000 Fixed,1,0.4,trd_enercon3_fixed
import,2030,Chile,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2030,Paraguay,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2030,Uruguay,3.7,Trade Enercon E101 3000 Fixed,1,3.7,trd_enercon3_fixed
import,2040,Argentina,0.3,Trade Enercon E101 3000 Fixed,1,0.3,trd_enercon3_fixed
import,2040,Brazil,0.9,Trade Enercon E101 3000 Fixed,1,0.9,trd_enercon3_fixed
import,2040,Chile,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2040,Paraguay,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2040,Uruguay,2.5,Trade Enercon E101 3000 Fixed,1,2.5,trd_enercon3_fixed
import,2050,Argentina,0.2,Trade Enercon E101 3000 Fixed,1,0.2,trd_enercon3_fixed
import,2050,Brazil,1.3,Trade Enercon E101 3000 Fixed,1,1.3,trd_enercon3_fixed
import,2050,Chile,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2050,Paraguay,0.0,Trade Enercon E101 3000 Fixed,1,0.0,trd_enercon3_fixed
import,2050,Uruguay,2.2,Trade Enercon E101 3000 Fixed,1,2.2,trd_enercon3_fixed
