period,load_zone,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,tCO2_per_mwh,total_costs,costs_per_mwh,var_om_cost_per_mwh,fuel_cost_per_mwh,startup_cost_per_mwh,capacity_cost_per_mwh,tx_capacity_cost_per_mwh,scs_id
2050,Brazil,4779800133.727112,9480224430.913828,0.0,36003279332.81009,0.0,1464977015.5749998,99.09922808001811,0.06764558558014094,50263303897.45103,34.3099607455089,3.2627133961218173,6.471244483786569,0.0,24.57600286560052,0.0,prm15_fix_wcost_re1_c2p1_tnt1
2050,Chile,793067528.2081444,2211672558.7493176,0.0,4524291977.191349,0.0,178055542.97499996,55.29748763380824,0.3105631350188987,7529032064.148811,42.28473844931596,4.454045714934557,12.421250817560054,0.0,25.409441916821347,0.0,prm15_fix_wcost_re1_c2p1_tnt1
2050,Paraguay,328266034.3732304,13941440.247500561,744656.25,1048328538.7299745,0.0,92727099.15,0.054961934999999906,0.0005927278595342525,1391280669.6007054,15.004035307414286,3.540130526915447,0.15034914685455855,0.008030621650262203,11.30552501199402,0.0,prm15_fix_wcost_re1_c2p1_tnt1
2050,Uruguay,35881175.38314549,47397863.30381292,3731240.957885705,1808194922.1574035,0.0,38851223.725,0.09291262017202466,0.002391497905694981,1895205201.8022475,48.781094135336595,0.9235532872046102,1.21998379354299,0.09603921318660355,46.541517841402396,0.0,prm15_fix_wcost_re1_c2p1_tnt1
2020,Argentina,940379139.624457,1315519334.2368426,3315752.648894108,718415728.7671233,0.0,136540472.225,31.936467987483862,0.2338974478926434,2977629955.277317,21.807672895481062,6.887182417787753,9.634647608871946,0.024284027987175858,5.261558840834186,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2020,Brazil,3302340321.6055775,6684639242.14411,0.0,2606094344.3630137,0.0,656823855.8249996,47.78404170007597,0.07275016167014384,12593073908.112701,19.172680462854455,5.027741139909867,10.177217503386672,0.0,3.9677218195579163,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2020,Chile,321828079.4832031,1346617995.4219985,0.0,752655864.8630136,0.0,82922909.17500006,21.82998288824502,0.2632563558783875,2421101939.768215,29.197021231596384,3.8810514812501196,16.239396432415354,0.0,9.076573317930908,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2020,Paraguay,327500129.6099995,0.0,0.0,3046485.205479452,0.0,22203743.300000023,0.0,0.0,330546614.8154789,14.886976954713694,14.749771026671846,0.0,0.0,0.13720592804184728,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2020,Uruguay,40973288.87189638,83897635.82384484,1230115.5147633997,154103578.1506849,0.0,13524698.624999994,0.28921742419572877,0.021384389568660636,280204618.3611895,20.71799351175484,3.0295158515516567,6.203290598192155,0.09095326623319862,11.394233795777831,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2025,Argentina,1001144097.8820692,1525276092.4767256,1042589.82735533,1216995250.8132725,0.0,161775906.44999993,35.74329008382775,0.22094322243760647,3744458030.9994226,23.14595611403186,6.188462298565409,9.428326664626926,0.006444654523864857,7.522722496315662,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2025,Brazil,3545176272.5235977,6150053864.3862915,0.0,7240503450.198549,0.0,750779774.2499998,41.061870849580124,0.05469229760564522,16935733587.108438,22.55752507987657,4.721992246081872,8.191555067569528,0.0,9.643977766225168,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2025,Chile,308638265.99103856,1105554319.3370938,14416243.213958899,1186722815.8383389,0.0,94186385.82500002,18.985516614899513,0.20157389466217485,2615331644.38043,27.76761865817596,3.2768883027797027,11.737941844283455,0.153060796289015,12.599727714823786,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2025,Paraguay,327500129.6099997,0.0,0.0,3046485.205479452,0.0,28176675.1,0.0,0.0,330546614.81547916,11.731214333925408,11.623093514323118,0.0,0.0,0.10812081960229054,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2025,Uruguay,46096392.61032009,160559301.3922233,1537443.4059398684,154103578.1506849,0.0,16125299.37499999,0.9570474516936001,0.05935067805174319,362296715.55916816,22.467596237057048,2.8586379414317147,9.956981117581478,0.09534355736200831,9.556633620681847,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2030,Argentina,913770214.9555343,1103300377.624893,0.0,2782017368.461594,0.0,191675397.175,26.760395874997304,0.13961309729576304,4799087961.042021,25.037579323028318,4.7672796218142715,5.756087603760526,0.0,14.514212097453523,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2030,Brazil,3595467897.7182417,5784343256.121401,0.0,11713438371.329704,0.0,858175727.6999997,39.899197238289574,0.04649303860553546,21093249525.169346,24.579172824779665,4.189663936725955,6.740278324608461,0.0,13.64923056344525,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2030,Chile,341866405.66201115,998220517.8843333,51523503.67780349,1741786530.3484466,0.0,106979753.05000007,19.26517277710363,0.18008241959672028,3133396957.5725946,29.289626010896765,3.195617824077702,9.33092935275132,0.48161920558671034,16.28145962848103,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2030,Paraguay,327500129.6099999,0.0,0.0,3046485.205479452,0.0,35756362.07500001,0.0,0.0,330546614.81547934,9.24441401846609,9.159212811500757,0.0,0.0,0.08520120696533279,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2030,Uruguay,43762012.11797373,124459566.065897,783617.9516240609,295544827.74801654,0.0,19225896.900000002,0.638988109611429,0.03323580236256385,464550023.8835113,24.162723138472217,2.2762013312353573,6.473537578675821,0.04075846009681144,15.372225768464228,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2035,Argentina,757628944.589146,475793544.9444729,2266568.292686323,5167971897.6929245,0.0,227100883.425,11.518079180657903,0.05071789685248734,6403660955.51923,28.1974286446756,3.336089816838395,2.0950757115905434,0.009980446832717217,22.756282669413945,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2035,Brazil,3912773086.670707,4803405510.921987,0.0,18972880936.71407,0.0,980934147.5749993,40.17788715599315,0.04095880162324685,27689059534.306763,28.227235847337795,3.9888234050609888,4.896766539116462,0.0,19.341645903160344,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2035,Chile,349712986.80889815,986880344.4400437,115595336.49674745,2395291006.7934246,0.0,121510838.54999991,18.95732824180302,0.15601347557158335,3847479674.539114,31.663674783677287,2.8780394488430465,8.121747460692218,0.9513170831191464,19.712570791022877,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2035,Paraguay,327500129.6100005,0.0,0.0,3046485.205479452,0.0,45374992.75,0.0,0.0,330546614.81547993,7.28477504418951,7.2176348636441485,0.0,0.0,0.06714018054536113,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2035,Uruguay,41960662.62189094,117063777.57600616,7968605.901845885,420749907.98693645,0.0,22922726.72500001,0.6345024215457115,0.027680058710193047,587742954.0866795,25.640185006684856,1.8305266701158966,5.1068871072974895,0.3476290581589125,18.355142171112554,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2040,Argentina,720563465.1481386,333451365.6050795,5062628.110891117,9241478364.823366,0.0,269073705.87500006,8.071515215977561,0.029997413495792248,10300555823.687475,38.28153996017978,2.677940837083803,1.2392565989334776,0.018815023543188546,34.34552750061931,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2040,Brazil,3864369237.8733006,3460393516.642339,24153223.714921493,27116900560.800056,0.0,1121252719.1249998,27.87459312516845,0.024860223435552647,34465816539.03062,30.738669303675767,3.446474797304364,3.086185172726049,0.021541284407113965,24.18446804923824,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
2040,Chile,363645535.727814,645104418.9202207,172194711.0479141,3464580565.5043063,0.0,138015707.74999994,14.973746658853555,0.10849306142730382,4645525231.200255,33.65939505679387,2.634812672094667,4.674137671986984,1.2476457488434982,25.102798963868718,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
