period,scs_id,costs_per_mwh
2025,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re10_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re11_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re11_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re12_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re12_c2p1_tnt1,272.6868196103078
2025,prm15_fix_wcost_re13_c2p1_co2_cut90p_tnt1,237.88004200146074
2025,prm15_fix_wcost_re13_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re14_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re14_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re15_c2p1_co2_cut90p_tnt1,237.87931884587275
2025,prm15_fix_wcost_re15_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re16_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re16_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re17_c2p1_co2_cut90p_tnt1,237.87949963476967
2025,prm15_fix_wcost_re17_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re18_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re18_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re19_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re19_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re1_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re1_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re20_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re20_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1,307.81971051511266
2025,prm15_fix_wcost_re2_c2p1_tnt1,223.38978089695323
2025,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,237.87968042366666
2025,prm15_fix_wcost_re3_c2p1_tnt1,229.76070081432633
2025,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re4_c2p1_tnt1,294.25343834301094
2025,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,237.87968042366674
2025,prm15_fix_wcost_re5_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re6_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re7_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,237.8809459459457
2025,prm15_fix_wcost_re8_c2p1_tnt1,237.8809459459457
2025,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,237.87877647918165
2025,prm15_fix_wcost_re9_c2p1_tnt1,237.8809459459457
2030,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re10_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re11_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re11_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re12_c2p1_co2_cut90p_tnt1,202.70577148572224
2030,prm15_fix_wcost_re12_c2p1_tnt1,160.8621115593268
2030,prm15_fix_wcost_re13_c2p1_co2_cut90p_tnt1,160.8651411879259
2030,prm15_fix_wcost_re13_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re14_c2p1_co2_cut90p_tnt1,160.8621115593268
2030,prm15_fix_wcost_re14_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re15_c2p1_co2_cut90p_tnt1,160.8651411879259
2030,prm15_fix_wcost_re15_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re16_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re16_c2p1_tnt1,160.8621115593268
2030,prm15_fix_wcost_re17_c2p1_co2_cut90p_tnt1,160.8651411879259
2030,prm15_fix_wcost_re17_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re18_c2p1_co2_cut90p_tnt1,160.8621115593268
2030,prm15_fix_wcost_re18_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re19_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re19_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re1_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re1_c2p1_tnt1,217.12206992230858
2030,prm15_fix_wcost_re20_c2p1_co2_cut90p_tnt1,157.35432059363282
2030,prm15_fix_wcost_re20_c2p1_tnt1,160.8621115593268
2030,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1,168.9268804459251
2030,prm15_fix_wcost_re2_c2p1_tnt1,164.15260708928275
2030,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,160.8651411879259
2030,prm15_fix_wcost_re3_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re4_c2p1_tnt1,176.41153570039788
2030,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,157.35721694725916
2030,prm15_fix_wcost_re5_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re6_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re7_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,160.86224926971764
2030,prm15_fix_wcost_re8_c2p1_tnt1,160.86224926971764
2030,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,160.8651411879259
2030,prm15_fix_wcost_re9_c2p1_tnt1,160.86224926971764
2035,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,109.37744640063453
2035,prm15_fix_wcost_re10_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re11_c2p1_co2_cut90p_tnt1,109.3755723508802
2035,prm15_fix_wcost_re11_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re12_c2p1_co2_cut90p_tnt1,109.37546327920138
2035,prm15_fix_wcost_re12_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re13_c2p1_co2_cut90p_tnt1,109.37720842606254
2035,prm15_fix_wcost_re13_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re14_c2p1_co2_cut90p_tnt1,109.3774464006345
2035,prm15_fix_wcost_re14_c2p1_tnt1,102.98373051224932
2035,prm15_fix_wcost_re15_c2p1_co2_cut90p_tnt1,109.37797192781426
2035,prm15_fix_wcost_re15_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re16_c2p1_co2_cut90p_tnt1,109.37546327920138
2035,prm15_fix_wcost_re16_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re17_c2p1_co2_cut90p_tnt1,109.37720842606254
2035,prm15_fix_wcost_re17_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re18_c2p1_co2_cut90p_tnt1,109.37744640063453
2035,prm15_fix_wcost_re18_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re19_c2p1_co2_cut90p_tnt1,109.37744640063453
2035,prm15_fix_wcost_re19_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re1_c2p1_co2_cut90p_tnt1,109.3755723508802
2035,prm15_fix_wcost_re1_c2p1_tnt1,105.3185765335203
2035,prm15_fix_wcost_re20_c2p1_co2_cut90p_tnt1,144.30329994713026
2035,prm15_fix_wcost_re20_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1,108.6903277001882
2035,prm15_fix_wcost_re2_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,109.37797192781426
2035,prm15_fix_wcost_re3_c2p1_tnt1,104.78810236203874
2035,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,109.3774464006345
2035,prm15_fix_wcost_re4_c2p1_tnt1,133.8502839982606
2035,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,113.79474844428103
2035,prm15_fix_wcost_re5_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,109.37744640063453
2035,prm15_fix_wcost_re6_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,109.37546327920136
2035,prm15_fix_wcost_re7_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,109.3755723508802
2035,prm15_fix_wcost_re8_c2p1_tnt1,109.3755723508802
2035,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,109.37720842606252
2035,prm15_fix_wcost_re9_c2p1_tnt1,109.3755723508802
