period,tx_line,twh,technology,scs
2040,Brazil_Uruguay,-0.28114841094953,Trans_loss,trd_ge25_1axis
2045,Argentina_Brazil,-0.1321488,Trans_loss,trd_ge25_1axis
2045,Argentina_Chile,-0.00012753799999999998,Trans_loss,trd_ge25_1axis
2045,Argentina_Paraguay,-0.0009106899999999999,Trans_loss,trd_ge25_1axis
2045,Argentina_Uruguay,-0.11949253684574185,Trans_loss,trd_ge25_1axis
2045,Brazil_Paraguay,-0.0,Trans_loss,trd_ge25_1axis
2045,Brazil_Uruguay,-0.2604714928264042,Trans_loss,trd_ge25_1axis
2050,Argentina_Brazil,-0.1253826,Trans_loss,trd_ge25_1axis
2050,Argentina_Chile,-0.00014349099999999999,Trans_loss,trd_ge25_1axis
2050,Argentina_Paraguay,-0.00087659,Trans_loss,trd_ge25_1axis
2050,Argentina_Uruguay,-0.11362790175550265,Trans_loss,trd_ge25_1axis
2050,Brazil_Paraguay,-0.0,Trans_loss,trd_ge25_1axis
2050,Brazil_Uruguay,-0.26454487282123934,Trans_loss,trd_ge25_1axis
2020,Argentina_Brazil,-0.13155040051676087,Trans_loss,trd_ge15_1axis
2020,Argentina_Chile,-0.00031368499999999996,Trans_loss,trd_ge15_1axis
2020,Argentina_Paraguay,-0.0014091824999999999,Trans_loss,trd_ge15_1axis
2020,Argentina_Uruguay,-0.10899638625668774,Trans_loss,trd_ge15_1axis
2020,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2020,Brazil_Uruguay,-0.18988737849841922,Trans_loss,trd_ge15_1axis
2025,Argentina_Brazil,-0.0742203,Trans_loss,trd_ge15_1axis
2025,Argentina_Chile,-0.00022635199999999998,Trans_loss,trd_ge15_1axis
2025,Argentina_Paraguay,-0.00100804,Trans_loss,trd_ge15_1axis
2025,Argentina_Uruguay,-0.1158680499140404,Trans_loss,trd_ge15_1axis
2025,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2025,Brazil_Uruguay,-0.28342996487649824,Trans_loss,trd_ge15_1axis
2030,Argentina_Brazil,-0.1100489527642512,Trans_loss,trd_ge15_1axis
2030,Argentina_Chile,-0.00020885099999999997,Trans_loss,trd_ge15_1axis
2030,Argentina_Paraguay,-0.00096426,Trans_loss,trd_ge15_1axis
2030,Argentina_Uruguay,-0.11157459841884589,Trans_loss,trd_ge15_1axis
2030,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2030,Brazil_Uruguay,-0.38138240389416067,Trans_loss,trd_ge15_1axis
2035,Argentina_Brazil,-0.1428273,Trans_loss,trd_ge15_1axis
2035,Argentina_Chile,-0.000201498,Trans_loss,trd_ge15_1axis
2035,Argentina_Paraguay,-0.00096426,Trans_loss,trd_ge15_1axis
2035,Argentina_Uruguay,-0.128950948178412,Trans_loss,trd_ge15_1axis
2035,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2035,Brazil_Uruguay,-0.2995366813831034,Trans_loss,trd_ge15_1axis
2040,Argentina_Brazil,-0.13475878601383331,Trans_loss,trd_ge15_1axis
2040,Argentina_Chile,-0.000231598,Trans_loss,trd_ge15_1axis
2040,Argentina_Paraguay,-0.00096426,Trans_loss,trd_ge15_1axis
2040,Argentina_Uruguay,-0.12703986143856422,Trans_loss,trd_ge15_1axis
2040,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2040,Brazil_Uruguay,-0.29516640767174607,Trans_loss,trd_ge15_1axis
2045,Argentina_Brazil,-0.1321488,Trans_loss,trd_ge15_1axis
2045,Argentina_Chile,-0.00012758099999999998,Trans_loss,trd_ge15_1axis
2045,Argentina_Paraguay,-0.0009106899999999999,Trans_loss,trd_ge15_1axis
2045,Argentina_Uruguay,-0.12298714672414744,Trans_loss,trd_ge15_1axis
2045,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2045,Brazil_Uruguay,-0.28411854485412547,Trans_loss,trd_ge15_1axis
2050,Argentina_Brazil,-0.1253826,Trans_loss,trd_ge15_1axis
2050,Argentina_Chile,-0.00014349099999999999,Trans_loss,trd_ge15_1axis
2050,Argentina_Paraguay,-0.00081686,Trans_loss,trd_ge15_1axis
2050,Argentina_Uruguay,-0.12149532793266614,Trans_loss,trd_ge15_1axis
2050,Brazil_Paraguay,-0.0,Trans_loss,trd_ge15_1axis
2050,Brazil_Uruguay,-0.2708105796812887,Trans_loss,trd_ge15_1axis
2020,Argentina_Brazil,-0.13155040051676087,Trans_loss,trd_gamesa2_1axis
2020,Argentina_Chile,-0.00031368499999999996,Trans_loss,trd_gamesa2_1axis
2020,Argentina_Paraguay,-0.0014091824999999999,Trans_loss,trd_gamesa2_1axis
2020,Argentina_Uruguay,-0.10899638625668774,Trans_loss,trd_gamesa2_1axis
2020,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2020,Brazil_Uruguay,-0.18988737849841922,Trans_loss,trd_gamesa2_1axis
2025,Argentina_Brazil,-0.0882819,Trans_loss,trd_gamesa2_1axis
2025,Argentina_Chile,-0.00022635199999999998,Trans_loss,trd_gamesa2_1axis
2025,Argentina_Paraguay,-0.00101838,Trans_loss,trd_gamesa2_1axis
2025,Argentina_Uruguay,-0.12130341783425841,Trans_loss,trd_gamesa2_1axis
2025,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2025,Brazil_Uruguay,-0.2754766148847797,Trans_loss,trd_gamesa2_1axis
2030,Argentina_Brazil,-0.10988607723149049,Trans_loss,trd_gamesa2_1axis
2030,Argentina_Chile,-0.00022880299999999997,Trans_loss,trd_gamesa2_1axis
2030,Argentina_Paraguay,-0.00096426,Trans_loss,trd_gamesa2_1axis
2030,Argentina_Uruguay,-0.11413776536584336,Trans_loss,trd_gamesa2_1axis
2030,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2030,Brazil_Uruguay,-0.3693384686405496,Trans_loss,trd_gamesa2_1axis
2035,Argentina_Brazil,-0.1311093,Trans_loss,trd_gamesa2_1axis
2035,Argentina_Chile,-0.000222826,Trans_loss,trd_gamesa2_1axis
2035,Argentina_Paraguay,-0.00096426,Trans_loss,trd_gamesa2_1axis
2035,Argentina_Uruguay,-0.12580770439913014,Trans_loss,trd_gamesa2_1axis
2035,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2035,Brazil_Uruguay,-0.3078918327060293,Trans_loss,trd_gamesa2_1axis
2040,Argentina_Brazil,-0.12446092187171738,Trans_loss,trd_gamesa2_1axis
2040,Argentina_Chile,-0.00021690274999999998,Trans_loss,trd_gamesa2_1axis
2040,Argentina_Paraguay,-0.00096426,Trans_loss,trd_gamesa2_1axis
2040,Argentina_Uruguay,-0.12282782885532471,Trans_loss,trd_gamesa2_1axis
2040,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2040,Brazil_Uruguay,-0.3628802230237949,Trans_loss,trd_gamesa2_1axis
2045,Argentina_Brazil,-0.1315818,Trans_loss,trd_gamesa2_1axis
2045,Argentina_Chile,-0.00012758099999999998,Trans_loss,trd_gamesa2_1axis
2045,Argentina_Paraguay,-0.00093456,Trans_loss,trd_gamesa2_1axis
2045,Argentina_Uruguay,-0.12506942865830878,Trans_loss,trd_gamesa2_1axis
2045,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2045,Brazil_Uruguay,-0.34786704411216995,Trans_loss,trd_gamesa2_1axis
2050,Argentina_Brazil,-0.1457946,Trans_loss,trd_gamesa2_1axis
2050,Argentina_Chile,-0.00014349099999999999,Trans_loss,trd_gamesa2_1axis
2050,Argentina_Paraguay,-0.00086966,Trans_loss,trd_gamesa2_1axis
2050,Argentina_Uruguay,-0.1269162529669529,Trans_loss,trd_gamesa2_1axis
2050,Brazil_Paraguay,-0.0,Trans_loss,trd_gamesa2_1axis
2050,Brazil_Uruguay,-0.2966892185785729,Trans_loss,trd_gamesa2_1axis
2020,Argentina_Brazil,-0.13155040051676087,Trans_loss,trd_enercon7_1axis
2020,Argentina_Chile,-0.00031368499999999996,Trans_loss,trd_enercon7_1axis
2020,Argentina_Paraguay,-0.0014091824999999999,Trans_loss,trd_enercon7_1axis
2020,Argentina_Uruguay,-0.10899638625668774,Trans_loss,trd_enercon7_1axis
