Latitude,Longitude,project,load_zone,biome
-10.25,-39.75,p_wind_Brazil_BR2687,Brazil,Caatinga
-10.75,-39.75,p_wind_Brazil_BR2688,Brazil,Caatinga
-17.75,-39.75,p_wind_Brazil_BR2702,Brazil,Coastal
-18.25,-39.75,p_wind_Brazil_BR2703,Brazil,Coastal
-18.75,-39.75,p_wind_Brazil_BR2704,Brazil,Coastal
-19.25,-39.75,p_wind_Brazil_BR2705,Brazil,Coastal
-3.25,-39.25,p_wind_Brazil_BR2706,Brazil,Caatinga
-3.75,-39.25,p_wind_Brazil_BR2707,Brazil,Caatinga
-4.25,-39.25,p_wind_Brazil_BR2708,Brazil,Caatinga
-4.75,-39.25,p_wind_Brazil_BR2709,Brazil,Caatinga
-5.25,-39.25,p_wind_Brazil_BR2710,Brazil,Caatinga
-5.75,-39.25,p_wind_Brazil_BR2711,Brazil,Caatinga
-8.25,-39.25,p_wind_Brazil_BR2716,Brazil,Caatinga
-8.75,-39.25,p_wind_Brazil_BR2717,Brazil,Caatinga
-9.25,-39.25,p_wind_Brazil_BR2718,Brazil,Caatinga
-9.75,-39.25,p_wind_Brazil_BR2719,Brazil,Caatinga
-10.25,-39.25,p_wind_Brazil_BR2720,Brazil,Caatinga
-10.75,-39.25,p_wind_Brazil_BR2721,Brazil,Caatinga
-12.75,-39.25,p_wind_Brazil_BR2725,Brazil,Coastal
-13.25,-39.25,p_wind_Brazil_BR2726,Brazil,Coastal
-13.75,-39.25,p_wind_Brazil_BR2727,Brazil,Coastal
-14.25,-39.25,p_wind_Brazil_BR2728,Brazil,Coastal
-14.75,-39.25,p_wind_Brazil_BR2729,Brazil,Coastal
-15.25,-39.25,p_wind_Brazil_BR2730,Brazil,Coastal
-15.75,-39.25,p_wind_Brazil_BR2731,Brazil,Coastal
-16.25,-39.25,p_wind_Brazil_BR2732,Brazil,Coastal
-16.75,-39.25,p_wind_Brazil_BR2733,Brazil,Coastal
-17.25,-39.25,p_wind_Brazil_BR2734,Brazil,Coastal
-17.75,-39.25,p_wind_Brazil_BR2735,Brazil,Coastal
-3.75,-38.75,p_wind_Brazil_BR2736,Brazil,Caatinga
-4.25,-38.75,p_wind_Brazil_BR2737,Brazil,Caatinga
-4.75,-38.75,p_wind_Brazil_BR2738,Brazil,Caatinga
-5.25,-38.75,p_wind_Brazil_BR2739,Brazil,Caatinga
-5.75,-38.75,p_wind_Brazil_BR2740,Brazil,Caatinga
-8.25,-38.75,p_wind_Brazil_BR2745,Brazil,Caatinga
-8.75,-38.75,p_wind_Brazil_BR2746,Brazil,Caatinga
-9.25,-38.75,p_wind_Brazil_BR2747,Brazil,Caatinga
-9.75,-38.75,p_wind_Brazil_BR2748,Brazil,Caatinga
-10.25,-38.75,p_wind_Brazil_BR2749,Brazil,Caatinga
-10.75,-38.75,p_wind_Brazil_BR2750,Brazil,Caatinga
-11.75,-38.75,p_wind_Brazil_BR2752,Brazil,Caatinga
-12.25,-38.75,p_wind_Brazil_BR2753,Brazil,Caatinga
-4.25,-38.25,p_wind_Brazil_BR2754,Brazil,Caatinga
-4.75,-38.25,p_wind_Brazil_BR2755,Brazil,Caatinga
-5.25,-38.25,p_wind_Brazil_BR2756,Brazil,Caatinga
-8.25,-38.25,p_wind_Brazil_BR2762,Brazil,Caatinga
-8.75,-38.25,p_wind_Brazil_BR2763,Brazil,Caatinga
-9.25,-38.25,p_wind_Brazil_BR2764,Brazil,Caatinga
-9.75,-38.25,p_wind_Brazil_BR2765,Brazil,Caatinga
-10.25,-38.25,p_wind_Brazil_BR2766,Brazil,Caatinga
-10.75,-38.25,p_wind_Brazil_BR2767,Brazil,Caatinga
-11.25,-38.25,p_wind_Brazil_BR2768,Brazil,Caatinga
-11.75,-38.25,p_wind_Brazil_BR2769,Brazil,Caatinga
-12.25,-38.25,p_wind_Brazil_BR2770,Brazil,Caatinga
-12.75,-38.25,p_wind_Brazil_BR2771,Brazil,Caatinga
-4.75,-37.75,p_wind_Brazil_BR2772,Brazil,Caatinga
-5.25,-37.75,p_wind_Brazil_BR2773,Brazil,Caatinga
-5.75,-37.75,p_wind_Brazil_BR2774,Brazil,Caatinga
-8.75,-37.75,p_wind_Brazil_BR2780,Brazil,Caatinga
-9.25,-37.75,p_wind_Brazil_BR2781,Brazil,Caatinga
-9.75,-37.75,p_wind_Brazil_BR2782,Brazil,Caatinga
-10.25,-37.75,p_wind_Brazil_BR2783,Brazil,Caatinga
-10.75,-37.75,p_wind_Brazil_BR2784,Brazil,Caatinga
-11.25,-37.75,p_wind_Brazil_BR2785,Brazil,Caatinga
-11.75,-37.75,p_wind_Brazil_BR2786,Brazil,Caatinga
-5.25,-37.25,p_wind_Brazil_BR2787,Brazil,Caatinga
-5.75,-37.25,p_wind_Brazil_BR2788,Brazil,Caatinga
-9.25,-37.25,p_wind_Brazil_BR2795,Brazil,Caatinga
-9.75,-37.25,p_wind_Brazil_BR2796,Brazil,Caatinga
-10.25,-37.25,p_wind_Brazil_BR2797,Brazil,Caatinga
-10.75,-37.25,p_wind_Brazil_BR2798,Brazil,Caatinga
-11.25,-37.25,p_wind_Brazil_BR2799,Brazil,Caatinga
-5.25,-36.75,p_wind_Brazil_BR2800,Brazil,Caatinga
-5.75,-36.75,p_wind_Brazil_BR2801,Brazil,Caatinga
-6.25,-36.75,p_wind_Brazil_BR2802,Brazil,Caatinga
-6.75,-36.75,p_wind_Brazil_BR2803,Brazil,Caatinga
-7.25,-36.75,p_wind_Brazil_BR2804,Brazil,Caatinga
-9.25,-36.75,p_wind_Brazil_BR2808,Brazil,Caatinga
-9.75,-36.75,p_wind_Brazil_BR2809,Brazil,Caatinga
-10.25,-36.75,p_wind_Brazil_BR2810,Brazil,Caatinga
-5.25,-36.25,p_wind_Brazil_BR2811,Brazil,Caatinga
-5.75,-36.25,p_wind_Brazil_BR2812,Brazil,Caatinga
-6.25,-36.25,p_wind_Brazil_BR2813,Brazil,Caatinga
-6.75,-36.25,p_wind_Brazil_BR2814,Brazil,Caatinga
-9.25,-36.25,p_wind_Brazil_BR2819,Brazil,Caatinga
-9.75,-36.25,p_wind_Brazil_BR2820,Brazil,Caatinga
-10.25,-36.25,p_wind_Brazil_BR2821,Brazil,Caatinga
-5.75,-35.75,p_wind_Brazil_BR2823,Brazil,Caatinga
-6.25,-35.75,p_wind_Brazil_BR2824,Brazil,Caatinga
-6.75,-35.75,p_wind_Brazil_BR2825,Brazil,Caatinga
-7.25,-35.75,p_wind_Brazil_BR2826,Brazil,Caatinga
-7.75,-35.75,p_wind_Brazil_BR2827,Brazil,Caatinga
-8.25,-35.75,p_wind_Brazil_BR2828,Brazil,Caatinga
-8.75,-35.75,p_wind_Brazil_BR2829,Brazil,Caatinga
-9.25,-35.75,p_wind_Brazil_BR2830,Brazil,Caatinga
-5.75,-35.25,p_wind_Brazil_BR2831,Brazil,Caatinga
-6.25,-35.25,p_wind_Brazil_BR2832,Brazil,Caatinga
-6.75,-35.25,p_wind_Brazil_BR2833,Brazil,Caatinga
-7.25,-35.25,p_wind_Brazil_BR2834,Brazil,Caatinga
-7.75,-35.25,p_wind_Brazil_BR2835,Brazil,Caatinga
-8.25,-35.25,p_wind_Brazil_BR2836,Brazil,Caatinga
-8.75,-35.25,p_wind_Brazil_BR2837,Brazil,Caatinga
-48.25,-75.25,p_wind_Chile_CL1,Chile,Patagonia
-49.25,-75.25,p_wind_Chile_CL2,Chile,Patagonia
-49.75,-75.25,p_wind_Chile_CL3,Chile,Patagonia
-50.25,-75.25,p_wind_Chile_CL4,Chile,Patagonia
-50.75,-75.25,p_wind_Chile_CL5,Chile,Patagonia
-46.25,-74.75,p_wind_Chile_CL6,Chile,Patagonia
-49.25,-74.75,p_wind_Chile_CL9,Chile,Patagonia
-49.75,-74.75,p_wind_Chile_CL10,Chile,Patagonia
-50.75,-74.75,p_wind_Chile_CL11,Chile,Patagonia
-51.25,-74.75,p_wind_Chile_CL12,Chile,Patagonia
-47.25,-74.25,p_wind_Chile_CL18,Chile,Patagonia
-47.75,-74.25,p_wind_Chile_CL19,Chile,Patagonia
-50.25,-74.25,p_wind_Chile_CL22,Chile,Patagonia
-50.75,-74.25,p_wind_Chile_CL23,Chile,Patagonia
-51.25,-74.25,p_wind_Chile_CL24,Chile,Patagonia
-41.25,-73.75,p_wind_Chile_CL26,Chile,Patagonia
-42.75,-73.75,p_wind_Chile_CL28,Chile,Patagonia
-52.25,-73.75,p_wind_Chile_CL43,Chile,Patagonia
-37.25,-73.25,p_wind_Chile_CL44,Chile,Patagonia
-38.75,-73.25,p_wind_Chile_CL47,Chile,Patagonia
-40.25,-73.25,p_wind_Chile_CL49,Chile,Patagonia
-41.25,-73.25,p_wind_Chile_CL51,Chile,Patagonia
-36.25,-72.75,p_wind_Chile_CL66,Chile,Patagonia
-36.75,-72.75,p_wind_Chile_CL67,Chile,Patagonia
-37.25,-72.75,p_wind_Chile_CL68,Chile,Patagonia
-43.25,-72.75,p_wind_Chile_CL79,Chile,Patagonia
-53.25,-72.75,p_wind_Chile_CL94,Chile,Patagonia
-53.75,-72.75,p_wind_Chile_CL95,Chile,Patagonia
-35.25,-72.25,p_wind_Chile_CL96,Chile,Patagonia
-35.75,-72.25,p_wind_Chile_CL97,Chile,Patagonia
-52.25,-71.75,p_wind_Chile_CL141,Chile,Patagonia
-52.75,-71.75,p_wind_Chile_CL142,Chile,Patagonia
-53.75,-71.75,p_wind_Chile_CL143,Chile,Patagonia
-54.25,-71.75,p_wind_Chile_CL144,Chile,Patagonia
-52.25,-71.25,p_wind_Chile_CL167,Chile,Patagonia
-52.75,-71.25,p_wind_Chile_CL168,Chile,Patagonia
-53.25,-71.25,p_wind_Chile_CL169,Chile,Patagonia
-53.75,-71.25,p_wind_Chile_CL170,Chile,Patagonia
-52.25,-70.75,p_wind_Chile_CL190,Chile,Patagonia
-54.25,-70.75,p_wind_Chile_CL191,Chile,Patagonia
-52.25,-70.25,p_wind_Chile_CL214,Chile,Patagonia
-52.75,-70.25,p_wind_Chile_CL215,Chile,Patagonia
-53.25,-70.25,p_wind_Chile_CL216,Chile,Patagonia
-54.25,-70.25,p_wind_Chile_CL217,Chile,Patagonia
-54.75,-70.25,p_wind_Chile_CL218,Chile,Patagonia
-52.25,-69.75,p_wind_Chile_CL242,Chile,Patagonia
-53.25,-69.75,p_wind_Chile_CL243,Chile,Patagonia
-53.75,-69.75,p_wind_Chile_CL244,Chile,Patagonia
-54.75,-69.75,p_wind_Chile_CL245,Chile,Patagonia
-55.25,-69.75,p_wind_Chile_CL246,Chile,Patagonia
-52.75,-69.25,p_wind_Chile_CL267,Chile,Patagonia
-53.25,-69.25,p_wind_Chile_CL268,Chile,Patagonia
-54.75,-69.25,p_wind_Chile_CL271,Chile,Patagonia
-52.75,-68.75,p_wind_Chile_CL288,Chile,Patagonia
-53.25,-68.75,p_wind_Chile_CL289,Chile,Patagonia
-54.75,-68.75,p_wind_Chile_CL292,Chile,Patagonia
-55.25,-68.75,p_wind_Chile_CL293,Chile,Patagonia
-55.25,-67.75,p_wind_Chile_CL303,Chile,Patagonia
-55.25,-67.25,p_wind_Chile_CL305,Chile,Patagonia
-20.75,-62.25,p_wind_Paraguay_PY1,Paraguay,Gran Chaco
-21.25,-62.25,p_wind_Paraguay_PY2,Paraguay,Gran Chaco
-21.75,-62.25,p_wind_Paraguay_PY3,Paraguay,Gran Chaco
-22.25,-62.25,p_wind_Paraguay_PY4,Paraguay,Gran Chaco
-19.75,-61.75,p_wind_Paraguay_PY5,Paraguay,Gran Chaco
-20.25,-61.75,p_wind_Paraguay_PY6,Paraguay,Gran Chaco
-20.75,-61.75,p_wind_Paraguay_PY7,Paraguay,Gran Chaco
-21.25,-61.75,p_wind_Paraguay_PY8,Paraguay,Gran Chaco
-21.75,-61.75,p_wind_Paraguay_PY9,Paraguay,Gran Chaco
-22.25,-61.75,p_wind_Paraguay_PY10,Paraguay,Gran Chaco
-22.75,-61.75,p_wind_Paraguay_PY11,Paraguay,Gran Chaco
-19.75,-61.25,p_wind_Paraguay_PY12,Paraguay,Gran Chaco
-20.25,-61.25,p_wind_Paraguay_PY13,Paraguay,Gran Chaco
-20.75,-61.25,p_wind_Paraguay_PY14,Paraguay,Gran Chaco
-21.25,-61.25,p_wind_Paraguay_PY15,Paraguay,Gran Chaco
-21.75,-61.25,p_wind_Paraguay_PY16,Paraguay,Gran Chaco
-22.25,-61.25,p_wind_Paraguay_PY17,Paraguay,Gran Chaco
-22.75,-61.25,p_wind_Paraguay_PY18,Paraguay,Gran Chaco
-23.25,-61.25,p_wind_Paraguay_PY19,Paraguay,Gran Chaco
-19.75,-60.75,p_wind_Paraguay_PY20,Paraguay,Gran Chaco
-20.25,-60.75,p_wind_Paraguay_PY21,Paraguay,Gran Chaco
-20.75,-60.75,p_wind_Paraguay_PY22,Paraguay,Gran Chaco
-21.25,-60.75,p_wind_Paraguay_PY23,Paraguay,Gran Chaco
-21.75,-60.75,p_wind_Paraguay_PY24,Paraguay,Gran Chaco
-22.25,-60.75,p_wind_Paraguay_PY25,Paraguay,Gran Chaco
-22.75,-60.75,p_wind_Paraguay_PY26,Paraguay,Gran Chaco
-23.25,-60.75,p_wind_Paraguay_PY27,Paraguay,Gran Chaco
-23.75,-60.75,p_wind_Paraguay_PY28,Paraguay,Gran Chaco
-19.75,-60.25,p_wind_Paraguay_PY29,Paraguay,Gran Chaco
-20.25,-60.25,p_wind_Paraguay_PY30,Paraguay,Gran Chaco
-20.75,-60.25,p_wind_Paraguay_PY31,Paraguay,Gran Chaco
-21.25,-60.25,p_wind_Paraguay_PY32,Paraguay,Gran Chaco
-21.75,-60.25,p_wind_Paraguay_PY33,Paraguay,Gran Chaco
-22.25,-60.25,p_wind_Paraguay_PY34,Paraguay,Gran Chaco
-22.75,-60.25,p_wind_Paraguay_PY35,Paraguay,Gran Chaco
-23.25,-60.25,p_wind_Paraguay_PY36,Paraguay,Gran Chaco
-23.75,-60.25,p_wind_Paraguay_PY37,Paraguay,Gran Chaco
-20.25,-59.75,p_wind_Paraguay_PY39,Paraguay,Gran Chaco
-20.75,-59.75,p_wind_Paraguay_PY40,Paraguay,Gran Chaco
-21.25,-59.75,p_wind_Paraguay_PY41,Paraguay,Gran Chaco
-21.75,-59.75,p_wind_Paraguay_PY42,Paraguay,Gran Chaco
-22.25,-59.75,p_wind_Paraguay_PY43,Paraguay,Gran Chaco
-22.75,-59.75,p_wind_Paraguay_PY44,Paraguay,Gran Chaco
-23.25,-59.75,p_wind_Paraguay_PY45,Paraguay,Gran Chaco
-23.75,-59.75,p_wind_Paraguay_PY46,Paraguay,Gran Chaco
-20.25,-59.25,p_wind_Paraguay_PY48,Paraguay,Gran Chaco
-20.75,-59.25,p_wind_Paraguay_PY49,Paraguay,Gran Chaco
-21.25,-59.25,p_wind_Paraguay_PY50,Paraguay,Gran Chaco
-21.75,-59.25,p_wind_Paraguay_PY51,Paraguay,Gran Chaco
-22.25,-59.25,p_wind_Paraguay_PY52,Paraguay,Gran Chaco
-22.75,-59.25,p_wind_Paraguay_PY53,Paraguay,Gran Chaco
-23.25,-59.25,p_wind_Paraguay_PY54,Paraguay,Gran Chaco
-21.75,-58.75,p_wind_Paraguay_PY61,Paraguay,Gran Chaco
-22.25,-58.75,p_wind_Paraguay_PY62,Paraguay,Gran Chaco
-33.25,-58.25,p_wind_Uruguay_UY1,Uruguay,Pampas
-33.75,-58.25,p_wind_Uruguay_UY2,Uruguay,Pampas
-30.75,-57.75,p_wind_Uruguay_UY3,Uruguay,Pampas
-31.25,-57.75,p_wind_Uruguay_UY4,Uruguay,Pampas
-31.75,-57.75,p_wind_Uruguay_UY5,Uruguay,Pampas
-32.25,-57.75,p_wind_Uruguay_UY6,Uruguay,Pampas
-32.75,-57.75,p_wind_Uruguay_UY7,Uruguay,Pampas
-33.25,-57.75,p_wind_Uruguay_UY8,Uruguay,Pampas
-33.75,-57.75,p_wind_Uruguay_UY9,Uruguay,Pampas
-34.25,-57.75,p_wind_Uruguay_UY10,Uruguay,Pampas
-30.75,-57.25,p_wind_Uruguay_UY11,Uruguay,Pampas
-31.25,-57.25,p_wind_Uruguay_UY12,Uruguay,Pampas
-31.75,-57.25,p_wind_Uruguay_UY13,Uruguay,Pampas
-32.25,-57.25,p_wind_Uruguay_UY14,Uruguay,Pampas
-32.75,-57.25,p_wind_Uruguay_UY15,Uruguay,Pampas
-33.25,-57.25,p_wind_Uruguay_UY16,Uruguay,Pampas
-33.75,-57.25,p_wind_Uruguay_UY17,Uruguay,Pampas
-34.25,-57.25,p_wind_Uruguay_UY18,Uruguay,Pampas
-30.25,-56.75,p_wind_Uruguay_UY19,Uruguay,Pampas
-30.75,-56.75,p_wind_Uruguay_UY20,Uruguay,Pampas
-31.25,-56.75,p_wind_Uruguay_UY21,Uruguay,Pampas
-31.75,-56.75,p_wind_Uruguay_UY22,Uruguay,Pampas
-32.25,-56.75,p_wind_Uruguay_UY23,Uruguay,Pampas
-32.75,-56.75,p_wind_Uruguay_UY24,Uruguay,Pampas
-33.25,-56.75,p_wind_Uruguay_UY25,Uruguay,Pampas
-33.75,-56.75,p_wind_Uruguay_UY26,Uruguay,Pampas
-34.25,-56.75,p_wind_Uruguay_UY27,Uruguay,Pampas
-34.75,-56.75,p_wind_Uruguay_UY28,Uruguay,Pampas
-30.75,-56.25,p_wind_Uruguay_UY29,Uruguay,Pampas
-31.25,-56.25,p_wind_Uruguay_UY30,Uruguay,Pampas
-31.75,-56.25,p_wind_Uruguay_UY31,Uruguay,Pampas
-32.25,-56.25,p_wind_Uruguay_UY32,Uruguay,Pampas
-32.75,-56.25,p_wind_Uruguay_UY33,Uruguay,Pampas
-33.25,-56.25,p_wind_Uruguay_UY34,Uruguay,Pampas
-33.75,-56.25,p_wind_Uruguay_UY35,Uruguay,Pampas
-34.25,-56.25,p_wind_Uruguay_UY36,Uruguay,Pampas
-34.75,-56.25,p_wind_Uruguay_UY37,Uruguay,Pampas
-31.25,-55.75,p_wind_Uruguay_UY38,Uruguay,Pampas
-31.75,-55.75,p_wind_Uruguay_UY39,Uruguay,Pampas
-32.25,-55.75,p_wind_Uruguay_UY40,Uruguay,Pampas
-32.75,-55.75,p_wind_Uruguay_UY41,Uruguay,Pampas
-33.25,-55.75,p_wind_Uruguay_UY42,Uruguay,Pampas
-33.75,-55.75,p_wind_Uruguay_UY43,Uruguay,Pampas
-34.25,-55.75,p_wind_Uruguay_UY44,Uruguay,Pampas
-34.75,-55.75,p_wind_Uruguay_UY45,Uruguay,Pampas
-31.25,-55.25,p_wind_Uruguay_UY46,Uruguay,Pampas
-31.75,-55.25,p_wind_Uruguay_UY47,Uruguay,Pampas
-32.25,-55.25,p_wind_Uruguay_UY48,Uruguay,Pampas
-32.75,-55.25,p_wind_Uruguay_UY49,Uruguay,Pampas
-33.25,-55.25,p_wind_Uruguay_UY50,Uruguay,Pampas
-33.75,-55.25,p_wind_Uruguay_UY51,Uruguay,Pampas
-34.25,-55.25,p_wind_Uruguay_UY52,Uruguay,Pampas
-34.75,-55.25,p_wind_Uruguay_UY53,Uruguay,Pampas
-31.75,-54.75,p_wind_Uruguay_UY54,Uruguay,Pampas
-32.25,-54.75,p_wind_Uruguay_UY55,Uruguay,Pampas
-32.75,-54.75,p_wind_Uruguay_UY56,Uruguay,Pampas
-33.25,-54.75,p_wind_Uruguay_UY57,Uruguay,Pampas
-33.75,-54.75,p_wind_Uruguay_UY58,Uruguay,Pampas
-34.25,-54.75,p_wind_Uruguay_UY59,Uruguay,Pampas
-34.75,-54.75,p_wind_Uruguay_UY60,Uruguay,Pampas
-32.25,-54.25,p_wind_Uruguay_UY61,Uruguay,Pampas
-32.75,-54.25,p_wind_Uruguay_UY62,Uruguay,Pampas
-33.25,-54.25,p_wind_Uruguay_UY63,Uruguay,Pampas
-33.75,-54.25,p_wind_Uruguay_UY64,Uruguay,Pampas
-34.25,-54.25,p_wind_Uruguay_UY65,Uruguay,Pampas
-32.25,-53.75,p_wind_Uruguay_UY66,Uruguay,Pampas
-32.75,-53.75,p_wind_Uruguay_UY67,Uruguay,Pampas
-33.25,-53.75,p_wind_Uruguay_UY68,Uruguay,Pampas
-33.75,-53.75,p_wind_Uruguay_UY69,Uruguay,Pampas
-32.75,-53.25,p_wind_Uruguay_UY70,Uruguay,Pampas
