period,load_zone,twh,technology,scs
2025,Uruguay,5.784386303275823e-16,curt_hydro,prm15_wcost_re4_c2p1_t1
2030,Argentina,3.6325218388810755e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2030,Brazil,1.3763449113640498,curt_hydro,prm15_wcost_re4_c2p1_t1
2030,Chile,1.035459717968479e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2030,Paraguay,37.01267850499998,curt_hydro,prm15_wcost_re4_c2p1_t1
2030,Uruguay,5.502442945726215e-16,curt_hydro,prm15_wcost_re4_c2p1_t1
2035,Argentina,2.8733211365761237e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2035,Brazil,0.40006754993001464,curt_hydro,prm15_wcost_re4_c2p1_t1
2035,Chile,1.5534169506281615e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2035,Paraguay,27.394047829999984,curt_hydro,prm15_wcost_re4_c2p1_t1
2035,Uruguay,5.213678377913311e-16,curt_hydro,prm15_wcost_re4_c2p1_t1
2040,Argentina,3.8667735680064645e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2040,Brazil,0.1771522166271639,curt_hydro,prm15_wcost_re4_c2p1_t1
2040,Chile,2.2628228180110456e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2040,Paraguay,15.187947304999982,curt_hydro,prm15_wcost_re4_c2p1_t1
2040,Uruguay,4.579305823426694e-16,curt_hydro,prm15_wcost_re4_c2p1_t1
2045,Argentina,7.668859325349331e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2045,Brazil,8.982539156932035e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2045,Chile,3.776222001761198e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2045,Paraguay,4.301298184481226,curt_hydro,prm15_wcost_re4_c2p1_t1
2045,Uruguay,7.6215656008571395e-16,curt_hydro,prm15_wcost_re4_c2p1_t1
2050,Argentina,1.0704195661722527e-14,curt_hydro,prm15_wcost_re4_c2p1_t1
2050,Brazil,1.1206651606698868e-14,curt_hydro,prm15_wcost_re4_c2p1_t1
2050,Chile,1.8163746062782595e-15,curt_hydro,prm15_wcost_re4_c2p1_t1
2050,Paraguay,0.5162246726187099,curt_hydro,prm15_wcost_re4_c2p1_t1
2050,Uruguay,5.288711690809578e-16,curt_hydro,prm15_wcost_re4_c2p1_t1
2020,Argentina,3.634283984865761e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2020,Brazil,2.18448928858639,curt_hydro,prm15_wcost_re5_c2p1_t1
2020,Chile,3.3014657674357294e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2020,Paraguay,49.10986188724996,curt_hydro,prm15_wcost_re5_c2p1_t1
2020,Uruguay,4.288267518859357e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2025,Argentina,7.0448891165142415e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2025,Brazil,4.9688604993005345,curt_hydro,prm15_wcost_re5_c2p1_t1
2025,Chile,1.018861439661123e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2025,Paraguay,44.555285564223986,curt_hydro,prm15_wcost_re5_c2p1_t1
2025,Uruguay,0.006945624495412514,curt_hydro,prm15_wcost_re5_c2p1_t1
2030,Argentina,3.6159235605737195e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2030,Brazil,2.522001558717444,curt_hydro,prm15_wcost_re5_c2p1_t1
2030,Chile,3.378772817086428e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2030,Paraguay,37.01267850499998,curt_hydro,prm15_wcost_re5_c2p1_t1
