project,period,annual_fixed_cost_per_mw_year,annual_fixed_cost_per_mwh_year
E_Hydro_Brazil_Unknown,2050.0,0.0,
E_Hydro_Chile_Maule_Itata,2050.0,0.0,
E_Hydro_Chile_Unknown,2050.0,0.0,
E_Hydro_Paraguay_De_la_Plata,2050.0,0.0,
E_Hydro_Uruguay_De_la_Plata,2050.0,0.0,
E_Hydro_Argentina_wb_rest,2050.0,0.0,
E_Hydro_Brazil_wb_rest,2050.0,0.0,
E_Hydro_Chile_wb_rest,2050.0,0.0,
E_Hydro_Uruguay_wb_rest,2050.0,0.0,
E_Argentina_SolarPV,2050.0,24400.0,
E_Argentina_Wind,2050.0,52300.0,
E_Brazil_SolarPV,2050.0,24400.0,
E_Brazil_Wind,2050.0,52300.0,
E_Chile_SolarPV,2050.0,24400.0,
E_Chile_Wind,2050.0,52300.0,
E_Uruguay_SolarPV,2050.0,24400.0,
E_Uruguay_Wind,2050.0,52300.0,
