type,period,load_zone,trade,Scenario,multiplier,trade_1
export,2045,Brazil,0.06005,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.06005
export,2045,Chile,4e-05,prm15_fix_wcost_re5_c2p1_tnt1,-1,-4e-05
export,2045,Paraguay,0.00018,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.00018
export,2045,Uruguay,0.00743,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.00743
export,2050,Argentina,0.06947,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.06947
export,2050,Brazil,0.05737,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.05737
export,2050,Chile,3e-05,prm15_fix_wcost_re5_c2p1_tnt1,-1,-3e-05
export,2050,Paraguay,0.00015,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.00015
export,2050,Uruguay,0.01143,prm15_fix_wcost_re5_c2p1_tnt1,-1,-0.01143
import,2020,Argentina,0.01874,prm15_fix_wcost_re5_c2p1_tnt1,1,0.01874
import,2020,Brazil,0.05002,prm15_fix_wcost_re5_c2p1_tnt1,1,0.05002
import,2020,Chile,0.00019,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00019
import,2020,Paraguay,0.0,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0
import,2020,Uruguay,0.00945,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00945
import,2025,Argentina,0.01587,prm15_fix_wcost_re5_c2p1_tnt1,1,0.01587
import,2025,Brazil,0.04273,prm15_fix_wcost_re5_c2p1_tnt1,1,0.04273
import,2025,Chile,0.00014,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00014
import,2025,Paraguay,0.0,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0
import,2025,Uruguay,0.03297,prm15_fix_wcost_re5_c2p1_tnt1,1,0.03297
import,2030,Argentina,0.01345,prm15_fix_wcost_re5_c2p1_tnt1,1,0.01345
import,2030,Brazil,0.03554,prm15_fix_wcost_re5_c2p1_tnt1,1,0.03554
import,2030,Chile,0.00013,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00013
import,2030,Paraguay,0.0,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0
import,2030,Uruguay,0.06339,prm15_fix_wcost_re5_c2p1_tnt1,1,0.06339
import,2035,Argentina,2e-05,prm15_fix_wcost_re5_c2p1_tnt1,1,2e-05
import,2035,Brazil,0.0366,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0366
import,2035,Chile,8e-05,prm15_fix_wcost_re5_c2p1_tnt1,1,8e-05
import,2035,Paraguay,0.0,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0
import,2035,Uruguay,0.08681,prm15_fix_wcost_re5_c2p1_tnt1,1,0.08681
import,2040,Argentina,5e-05,prm15_fix_wcost_re5_c2p1_tnt1,1,5e-05
import,2040,Brazil,0.03359,prm15_fix_wcost_re5_c2p1_tnt1,1,0.03359
import,2040,Chile,0.00013,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00013
import,2040,Paraguay,0.0,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0
import,2040,Uruguay,0.0971,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0971
import,2045,Argentina,0.00432,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00432
import,2045,Brazil,0.03204,prm15_fix_wcost_re5_c2p1_tnt1,1,0.03204
import,2045,Chile,4e-05,prm15_fix_wcost_re5_c2p1_tnt1,1,4e-05
import,2045,Paraguay,9e-05,prm15_fix_wcost_re5_c2p1_tnt1,1,9e-05
import,2045,Uruguay,0.10372,prm15_fix_wcost_re5_c2p1_tnt1,1,0.10372
import,2050,Argentina,0.00356,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00356
import,2050,Brazil,0.03303,prm15_fix_wcost_re5_c2p1_tnt1,1,0.03303
import,2050,Chile,0.0001,prm15_fix_wcost_re5_c2p1_tnt1,1,0.0001
import,2050,Paraguay,0.00011,prm15_fix_wcost_re5_c2p1_tnt1,1,0.00011
import,2050,Uruguay,0.10166,prm15_fix_wcost_re5_c2p1_tnt1,1,0.10166
export,2020,Argentina,0.0126,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.0126
export,2020,Brazil,0.02277,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.02277
export,2020,Chile,0.0,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.0
export,2020,Paraguay,0.00027,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00027
export,2020,Uruguay,0.05041,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.05041
export,2025,Argentina,0.00544,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00544
export,2025,Brazil,0.06055,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.06055
export,2025,Chile,3e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-3e-05
export,2025,Paraguay,0.00027,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00027
export,2025,Uruguay,0.03066,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.03066
export,2030,Argentina,0.0279,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.0279
export,2030,Brazil,0.04788,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.04788
export,2030,Chile,1e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-1e-05
export,2030,Paraguay,0.00028,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00028
export,2030,Uruguay,0.00542,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00542
export,2035,Argentina,0.04006,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.04006
export,2035,Brazil,0.04809,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.04809
export,2035,Chile,3e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-3e-05
export,2035,Paraguay,0.00028,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00028
export,2035,Uruguay,0.00919,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00919
export,2040,Argentina,0.035,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.035
export,2040,Brazil,0.03469,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.03469
export,2040,Chile,2e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-2e-05
export,2040,Paraguay,0.00027,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00027
export,2040,Uruguay,0.01242,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.01242
export,2045,Argentina,0.02648,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.02648
export,2045,Brazil,0.03684,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.03684
export,2045,Chile,8e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-8e-05
export,2045,Paraguay,0.00023,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00023
export,2045,Uruguay,0.03705,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.03705
export,2050,Argentina,0.03537,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.03537
export,2050,Brazil,0.0329,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.0329
export,2050,Chile,0.0001,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.0001
export,2050,Paraguay,0.00014,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.00014
export,2050,Uruguay,0.03615,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,-1,-0.03615
import,2020,Argentina,0.04358,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.04358
import,2020,Brazil,0.03574,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.03574
import,2020,Chile,0.00021,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00021
import,2020,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.0
import,2020,Uruguay,0.00652,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00652
import,2025,Argentina,0.04592,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.04592
import,2025,Brazil,0.02384,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02384
import,2025,Chile,0.00013,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00013
import,2025,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.0
import,2025,Uruguay,0.02708,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02708
import,2030,Argentina,0.01748,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.01748
import,2030,Brazil,0.02435,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02435
import,2030,Chile,9e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,9e-05
import,2030,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.0
import,2030,Uruguay,0.03958,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.03958
import,2035,Argentina,0.01542,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.01542
import,2035,Brazil,0.02982,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02982
import,2035,Chile,0.00017,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00017
import,2035,Paraguay,1e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,1e-05
import,2035,Uruguay,0.05222,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.05222
import,2040,Argentina,0.01772,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.01772
import,2040,Brazil,0.02668,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02668
import,2040,Chile,0.00014,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00014
import,2040,Paraguay,1e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,1e-05
import,2040,Uruguay,0.03784,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.03784
import,2045,Argentina,0.02991,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02991
import,2045,Brazil,0.0403,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.0403
import,2045,Chile,0.00013,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00013
import,2045,Paraguay,4e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,4e-05
import,2045,Uruguay,0.03031,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.03031
import,2050,Argentina,0.02375,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.02375
import,2050,Brazil,0.04508,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.04508
import,2050,Chile,0.00014,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.00014
import,2050,Paraguay,2e-05,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,2e-05
import,2050,Uruguay,0.03566,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1,0.03566
export,2020,Argentina,0.04659,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.04659
export,2020,Brazil,0.00904,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00904
export,2020,Chile,4e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-4e-05
export,2020,Paraguay,0.00027,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00027
export,2020,Uruguay,0.02307,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.02307
export,2025,Argentina,0.04918,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.04918
export,2025,Brazil,0.03914,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.03914
export,2025,Chile,4e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-4e-05
export,2025,Paraguay,0.00027,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00027
export,2025,Uruguay,0.00554,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00554
export,2030,Argentina,0.05622,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.05622
export,2030,Brazil,0.05516,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.05516
export,2030,Chile,4e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-4e-05
export,2030,Paraguay,0.00028,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00028
export,2030,Uruguay,0.00754,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00754
export,2035,Argentina,0.07138,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.07138
export,2035,Brazil,0.04513,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.04513
export,2035,Chile,9e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-9e-05
export,2035,Paraguay,0.00028,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00028
export,2035,Uruguay,0.00066,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00066
export,2040,Argentina,0.06904,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.06904
export,2040,Brazil,0.04283,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.04283
export,2040,Chile,5e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-5e-05
export,2040,Paraguay,0.00028,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00028
export,2040,Uruguay,0.00553,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00553
export,2045,Argentina,0.06897,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.06897
export,2045,Brazil,0.03479,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.03479
export,2045,Chile,4e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-4e-05
export,2045,Paraguay,0.00016,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00016
export,2045,Uruguay,0.00972,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00972
export,2050,Argentina,0.06151,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.06151
export,2050,Brazil,0.03215,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.03215
export,2050,Chile,3e-05,prm15_fix_wcost_re6_c2p1_tnt1,-1,-3e-05
export,2050,Paraguay,0.00017,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.00017
export,2050,Uruguay,0.01666,prm15_fix_wcost_re6_c2p1_tnt1,-1,-0.01666
import,2020,Argentina,0.01869,prm15_fix_wcost_re6_c2p1_tnt1,1,0.01869
import,2020,Brazil,0.05049,prm15_fix_wcost_re6_c2p1_tnt1,1,0.05049
import,2020,Chile,0.00019,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00019
import,2020,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0
import,2020,Uruguay,0.00963,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00963
import,2025,Argentina,0.02107,prm15_fix_wcost_re6_c2p1_tnt1,1,0.02107
import,2025,Brazil,0.0381,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0381
import,2025,Chile,0.00014,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00014
import,2025,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0
import,2025,Uruguay,0.03485,prm15_fix_wcost_re6_c2p1_tnt1,1,0.03485
import,2030,Argentina,0.01209,prm15_fix_wcost_re6_c2p1_tnt1,1,0.01209
import,2030,Brazil,0.03001,prm15_fix_wcost_re6_c2p1_tnt1,1,0.03001
import,2030,Chile,0.00011,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00011
import,2030,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0
import,2030,Uruguay,0.07703,prm15_fix_wcost_re6_c2p1_tnt1,1,0.07703
import,2035,Argentina,2e-05,prm15_fix_wcost_re6_c2p1_tnt1,1,2e-05
import,2035,Brazil,0.03711,prm15_fix_wcost_re6_c2p1_tnt1,1,0.03711
import,2035,Chile,8e-05,prm15_fix_wcost_re6_c2p1_tnt1,1,8e-05
import,2035,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0
import,2035,Uruguay,0.08034,prm15_fix_wcost_re6_c2p1_tnt1,1,0.08034
import,2040,Argentina,0.00448,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00448
import,2040,Brazil,0.04242,prm15_fix_wcost_re6_c2p1_tnt1,1,0.04242
import,2040,Chile,0.00013,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00013
import,2040,Paraguay,0.0,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0
import,2040,Uruguay,0.07071,prm15_fix_wcost_re6_c2p1_tnt1,1,0.07071
import,2045,Argentina,0.00481,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00481
import,2045,Brazil,0.04112,prm15_fix_wcost_re6_c2p1_tnt1,1,0.04112
import,2045,Chile,4e-05,prm15_fix_wcost_re6_c2p1_tnt1,1,4e-05
import,2045,Paraguay,0.00011,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00011
import,2045,Uruguay,0.06761,prm15_fix_wcost_re6_c2p1_tnt1,1,0.06761
import,2050,Argentina,0.00607,prm15_fix_wcost_re6_c2p1_tnt1,1,0.00607
import,2050,Brazil,0.04495,prm15_fix_wcost_re6_c2p1_tnt1,1,0.04495
import,2050,Chile,0.0001,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0001
import,2050,Paraguay,9e-05,prm15_fix_wcost_re6_c2p1_tnt1,1,9e-05
import,2050,Uruguay,0.0593,prm15_fix_wcost_re6_c2p1_tnt1,1,0.0593
export,2020,Argentina,0.01271,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.01271
export,2020,Brazil,0.02263,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.02263
export,2020,Chile,0.0,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.0
export,2020,Paraguay,0.00027,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00027
export,2020,Uruguay,0.05194,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.05194
export,2025,Argentina,0.0103,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.0103
export,2025,Brazil,0.05364,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.05364
export,2025,Chile,5e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-5e-05
export,2025,Paraguay,0.00027,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00027
export,2025,Uruguay,0.02463,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.02463
export,2030,Argentina,0.02296,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.02296
export,2030,Brazil,0.04498,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.04498
export,2030,Chile,2e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-2e-05
export,2030,Paraguay,0.00028,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00028
export,2030,Uruguay,0.0123,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.0123
export,2035,Argentina,0.03829,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.03829
export,2035,Brazil,0.05077,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.05077
export,2035,Chile,3e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-3e-05
export,2035,Paraguay,0.00028,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00028
export,2035,Uruguay,0.01406,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.01406
export,2040,Argentina,0.03399,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.03399
export,2040,Brazil,0.03741,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.03741
export,2040,Chile,2e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-2e-05
export,2040,Paraguay,0.00027,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00027
export,2040,Uruguay,0.01117,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.01117
export,2045,Argentina,0.02491,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.02491
export,2045,Brazil,0.02707,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.02707
export,2045,Chile,7e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-7e-05
export,2045,Paraguay,0.00021,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00021
export,2045,Uruguay,0.03971,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.03971
export,2050,Argentina,0.0344,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.0344
export,2050,Brazil,0.03226,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.03226
export,2050,Chile,0.0001,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.0001
export,2050,Paraguay,0.00015,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.00015
export,2050,Uruguay,0.03712,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,-1,-0.03712
import,2020,Argentina,0.04368,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.04368
import,2020,Brazil,0.03644,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.03644
import,2020,Chile,0.00021,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00021
import,2020,Paraguay,0.0,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.0
import,2020,Uruguay,0.00721,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00721
import,2025,Argentina,0.03955,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.03955
import,2025,Brazil,0.02368,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02368
import,2025,Chile,0.00013,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00013
import,2025,Paraguay,0.0,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.0
import,2025,Uruguay,0.02554,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02554
import,2030,Argentina,0.02584,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02584
import,2030,Brazil,0.02495,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02495
import,2030,Chile,0.0001,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.0001
import,2030,Paraguay,0.0,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.0
import,2030,Uruguay,0.02965,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02965
import,2035,Argentina,0.01753,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.01753
import,2035,Brazil,0.03054,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.03054
import,2035,Chile,0.00015,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00015
import,2035,Paraguay,0.0,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.0
import,2035,Uruguay,0.05521,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.05521
import,2040,Argentina,0.01698,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.01698
import,2040,Brazil,0.02639,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02639
import,2040,Chile,0.00014,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00014
import,2040,Paraguay,1e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,1e-05
import,2040,Uruguay,0.03934,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.03934
import,2045,Argentina,0.02785,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02785
import,2045,Brazil,0.0411,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.0411
import,2045,Chile,0.00013,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00013
import,2045,Paraguay,4e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,4e-05
import,2045,Uruguay,0.02285,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02285
import,2050,Argentina,0.02372,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.02372
import,2050,Brazil,0.04483,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.04483
import,2050,Chile,0.00014,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.00014
import,2050,Paraguay,2e-05,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,2e-05
import,2050,Uruguay,0.03533,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1,0.03533
export,2020,Argentina,0.04663,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.04663
export,2020,Brazil,0.00752,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00752
export,2020,Chile,4e-05,prm15_fix_wcost_re7_c2p1_tnt1,-1,-4e-05
export,2020,Paraguay,0.00027,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00027
export,2020,Uruguay,0.02313,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.02313
export,2025,Argentina,0.05339,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.05339
export,2025,Brazil,0.03261,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.03261
export,2025,Chile,4e-05,prm15_fix_wcost_re7_c2p1_tnt1,-1,-4e-05
export,2025,Paraguay,0.00027,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00027
export,2025,Uruguay,0.00438,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00438
export,2030,Argentina,0.05595,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.05595
export,2030,Brazil,0.04905,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.04905
export,2030,Chile,4e-05,prm15_fix_wcost_re7_c2p1_tnt1,-1,-4e-05
export,2030,Paraguay,0.00028,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00028
export,2030,Uruguay,0.00623,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00623
export,2035,Argentina,0.07148,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.07148
export,2035,Brazil,0.05149,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.05149
export,2035,Chile,5e-05,prm15_fix_wcost_re7_c2p1_tnt1,-1,-5e-05
export,2035,Paraguay,0.00028,prm15_fix_wcost_re7_c2p1_tnt1,-1,-0.00028
