lz_from,lz_to,period,net_flow_twh,scenario
Argentina,Uruguay,2040,1.1586667342803263,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2045,1.2635957459159575,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2050,1.5353199562446338,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2020,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2025,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2030,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2035,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2040,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2045,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2050,0.0,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2020,1.488250197258607,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2025,2.0359363101902024,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2030,1.6782780047842654,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2035,2.2739414718508244,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2040,1.578884904327784,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2045,1.8772013043011069,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2050,2.1540367056034655,prm15_fix_wcost_re2_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2020,0.4948800781344856,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2025,0.41806799999999883,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2030,0.46847789999999906,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2035,0.4496934779584616,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2040,0.464122085348849,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2045,0.49933529999999865,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2050,0.5484653999999999,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2020,0.006981315,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2025,0.005569740000000008,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2030,0.004706526000000001,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2035,0.005178327000000001,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2040,0.005545814999999999,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2045,0.002631750000000001,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Chile,2050,0.004052895000000006,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2020,0.008348962500000017,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2025,0.0083572675,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2030,0.008634687499999981,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2035,0.008627977499999996,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2040,0.00863468749999997,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2045,0.008252547499999983,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Paraguay,2050,0.007929230000000013,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2020,1.5678710946154246,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2025,1.6940589429265636,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2030,1.7320291412785105,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2035,1.6815315433989242,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2040,1.7572237692446184,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2045,1.7633629053098812,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Uruguay,2050,1.8479322615447549,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2020,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2025,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2030,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2035,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2040,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2045,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Paraguay,2050,0.0,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2020,1.2926042024524806,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2025,1.8383143042306516,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2030,2.106613137205535,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2035,2.104862496185472,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2040,2.67270785189859,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2045,3.028707997194575,prm15_fix_wcost_re2_c2p1_tnt1
Brazil,Uruguay,2050,2.850871119915867,prm15_fix_wcost_re2_c2p1_tnt1
Argentina,Brazil,2020,0.47988179999999864,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2025,0.43921439999999906,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2030,0.42996959999999923,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2035,0.44046703275757815,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2040,0.567403832480645,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2045,0.6708090218190138,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2050,0.6852758895106549,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
