index,period,load_zone,Battery,Biomass,Biomass_new,Coal,Coal_new,Diesel,Diesel_new,Gas,Gas_new,Geothermal,Geothermal_new,Hydro,Hydro_new,Nuclear,Nuclear_new,Solar,Solar_new,Wind,Wind_new,sc_name
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re7_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,2.4254371618965407,1.514,1.494402721852859,prm15_wcost_re7_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,65.75284929530477,,,11.236,2.11,1.755,0.0,0.0,6.2128000000000005,0.0,0.0,prm15_wcost_re7_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,56.132206258404615,,,104.603,50.905,1.99,0.0,0.0,122.0154,0.0,55.98,prm15_wcost_re7_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.58,0.04,0.0,6.949,0.575,,,0.0,6.566879393697935,0.0,0.0,prm15_wcost_re7_c2p1_t1
33,2050,Paraguay,3.900918054051829,0.022,0.0,,0.0,0.025,0.125,,2.98189901935642,,,8.81,,,,,5.6213999999999995,,0.33786308518802693,prm15_wcost_re7_c2p1_t1
34,2050,Uruguay,0.05424392703047211,0.425,0.0,,0.0,0.084,0.0,1.106,5.53,,,1.538,,,,0.0,3.6941420128289355,0.0,6.589204481626341,prm15_wcost_re7_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re8_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re8_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re8_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re8_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re8_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,7.134310606093096,1.609,0.0,prm15_wcost_re8_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,14.483059972030903,,,104.603,11.585,1.99,0.0,2.074,75.3440802786074,1.487,0.0,prm15_wcost_re8_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,1.1588050279690312,0.04,0.0,6.949,0.275,,,3.258,2.9601355941248966,2.507,0.0,prm15_wcost_re8_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re8_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.7822925163142663,1.514,0.0,prm15_wcost_re8_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,16.742872567220733,,,11.31,1.171,1.755,0.0,0.439,7.134310606093096,1.609,0.0,prm15_wcost_re8_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,47.369558833079815,,,104.603,37.966,1.99,0.0,2.074,85.9845434052327,1.487,0.0,prm15_wcost_re8_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.176905987161026,0.04,0.0,6.949,0.575,,,3.258,2.9601355941248966,2.507,0.0,prm15_wcost_re8_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re8_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,3.0041849113802774,1.514,0.8087009003069316,prm15_wcost_re8_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,47.84670104890284,,,11.236,2.11,1.755,0.0,0.0,7.134310606093096,0.0,0.0,prm15_wcost_re8_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,72.38177031660851,,,104.603,54.489,1.99,0.0,0.0,128.5789,0.0,38.745,prm15_wcost_re8_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.58,0.04,0.0,6.949,0.575,,,0.0,6.566879393697938,0.0,0.0,prm15_wcost_re8_c2p1_t1
33,2050,Paraguay,4.017549092340296,0.022,0.0,,0.0,0.025,0.125,,2.9964665734546623,,,8.81,,,,,6.146495324876189,,0.0,prm15_wcost_re8_c2p1_t1
34,2050,Uruguay,0.198536808588731,0.425,0.0,,0.0,0.084,0.0,1.106,5.53,,,1.538,,,,0.0,4.296359449472198,0.0,6.538809280838827,prm15_wcost_re8_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re9_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re9_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re9_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re9_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re9_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,7.126616401915071,1.609,0.0,prm15_wcost_re9_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,14.483059972030903,,,104.603,11.585,1.99,0.0,2.074,75.34408027860734,1.487,0.0,prm15_wcost_re9_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,1.1588050279690316,0.04,0.0,6.949,0.275,,,3.258,2.960135594124896,2.507,0.0,prm15_wcost_re9_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re9_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.7822925163142666,1.514,0.0,prm15_wcost_re9_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,16.74241527931074,,,11.31,1.171,1.755,0.0,0.439,7.126616401915071,1.609,0.0,prm15_wcost_re9_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,47.377426243876855,,,104.603,37.966,1.99,0.0,2.074,86.00782493178902,1.487,0.0,prm15_wcost_re9_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.17690598716103,0.04,0.0,6.949,0.575,,,3.258,2.9601355941248966,2.507,0.0,prm15_wcost_re9_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re9_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,3.0316012610193854,1.514,0.7494199172106369,prm15_wcost_re9_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,47.84546951422742,,,11.236,2.11,1.755,0.0,0.0,7.126616401915071,0.0,0.0,prm15_wcost_re9_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,72.40619761285878,,,104.603,54.489,1.99,0.0,0.0,128.5789,0.0,38.43,prm15_wcost_re9_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.58,0.04,0.0,6.949,0.575,,,0.0,6.566879393697941,0.0,0.0,prm15_wcost_re9_c2p1_t1
33,2050,Paraguay,4.017549092340296,0.022,0.0,,0.0,0.025,0.125,,2.9964665734546623,,,8.81,,,,,6.146495324876189,,0.0,prm15_wcost_re9_c2p1_t1
34,2050,Uruguay,0.24789993179854303,0.425,0.0,,0.0,0.084,0.0,1.106,5.53,,,1.538,,,,0.0,4.506310008307901,0.0,6.273338202561742,prm15_wcost_re9_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re10_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re10_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re10_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re10_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re10_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,4.7597,1.609,2.0125810313618917,prm15_wcost_re10_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,8.70789794395281,,,104.603,12.331,1.99,0.0,2.074,34.259615922945706,1.487,26.853,prm15_wcost_re10_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.5797694271268896,0.04,0.0,6.949,0.275,,,3.258,2.3824200210122495,2.507,0.0,prm15_wcost_re10_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re10_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.589930289971065,1.514,0.0,prm15_wcost_re10_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,16.979826867935117,,,11.31,2.058,1.755,0.0,0.439,4.7597,1.609,2.0125810313618917,prm15_wcost_re10_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,33.54257976425805,,,104.603,45.479,1.99,0.0,2.074,52.7273,1.487,31.71799936073849,prm15_wcost_re10_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.029305760551372,0.04,0.0,6.949,0.575,,,3.258,2.3824200210122495,2.507,0.0,prm15_wcost_re10_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re10_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,1.7680489463132851,1.514,1.7791204659426214,prm15_wcost_re10_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,50.3973454287474,,,11.236,2.11,1.755,0.0,0.0,4.7597,0.0,12.75,prm15_wcost_re10_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,66.96614347995474,,,104.603,50.585,1.99,0.0,0.0,110.4614,0.0,86.04700931161719,prm15_wcost_re10_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.58,0.04,0.0,6.949,0.575,,,0.0,6.566625560847521,0.0,0.0,prm15_wcost_re10_c2p1_t1
33,2050,Paraguay,3.4038018069642413,0.022,0.0,,0.0,0.025,0.125,,2.8297112697538216,,,8.81,,,,,3.5548663669040743,,1.940373831368368,prm15_wcost_re10_c2p1_t1
34,2050,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,5.53,,,1.538,,,,0.0,3.1746165521911114,0.0,6.53060097365173,prm15_wcost_re10_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re11_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re11_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re11_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re11_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re11_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.738648572107271,prm15_wcost_re11_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,12.02127821009704,,,104.603,13.077,1.99,0.0,2.074,0.2016,1.487,41.370549897684135,prm15_wcost_re11_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.680087836917561,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re11_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re11_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.06818391192730476,prm15_wcost_re11_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,15.985263453984118,,,11.31,1.171,1.755,0.0,0.439,0.0,1.609,6.279319200675871,prm15_wcost_re11_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,40.22506374487668,,,104.603,36.894,1.99,0.0,2.074,1.7552,1.487,57.03479665846309,prm15_wcost_re11_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.01829721871345,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re11_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re11_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.41470158997162115,1.514,2.5562888002666084,prm15_wcost_re11_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,42.99205472159151,,,11.236,2.11,1.755,0.0,0.0,0.0,0.0,7.973857284734425,prm15_wcost_re11_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,72.15398716925567,,,104.603,50.635,1.99,0.0,0.0,23.835891347964264,0.0,105.852,prm15_wcost_re11_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.58,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re11_c2p1_t1
33,2050,Paraguay,3.297516147930058,0.022,0.0,,0.0,0.025,0.125,,3.082621795036498,,,8.81,,,,,3.6088991262330734,,1.866690411221058,prm15_wcost_re11_c2p1_t1
34,2050,Uruguay,0.0688694661681754,0.425,0.0,,0.0,0.084,0.0,1.106,5.53,,,1.538,,,,0.0,2.6090134007682786,0.0,7.191057904188354,prm15_wcost_re11_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re12_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re12_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re12_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re12_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re12_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.239,1.609,5.851443019231026,prm15_wcost_re12_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,22.52753857810393,,,104.603,13.077,1.99,0.0,2.074,9.1955,1.487,23.67566038752478,prm15_wcost_re12_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.6800878369175596,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re12_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re12_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re12_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,16.629807253736207,,,11.31,1.171,1.755,0.0,0.439,0.239,1.609,5.851443019231026,prm15_wcost_re12_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,54.31197057593869,,,104.603,25.382,1.99,0.0,2.074,21.883064323622502,1.487,29.466,prm15_wcost_re12_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.332082991572072,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re12_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re12_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,1.5541850490985287,1.514,2.287070410792786,prm15_wcost_re12_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,64.97999661363487,,,11.236,2.11,1.755,0.0,0.0,0.239,0.0,5.851443019231026,prm15_wcost_re12_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,70.29691949869189,,,104.603,54.489,1.99,0.0,0.0,89.11044347734699,0.0,65.337,prm15_wcost_re12_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,21.03617828571429,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re12_c2p1_t1
33,2050,Paraguay,2.4344305397975767,0.022,0.0,,0.0,0.025,0.125,,4.310684111517428,,,8.81,,,,,2.5710460592699356,,0.11497840163601857,prm15_wcost_re12_c2p1_t1
34,2050,Uruguay,0.1354875896533032,0.425,0.0,,0.0,0.084,0.0,1.106,0.148450272798162,,,1.538,,,,0.0,3.3515398290852874,0.0,7.651403284671533,prm15_wcost_re12_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re13_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re13_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re13_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re13_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re13_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,3.8412115979259234,,,11.31,0.8,1.755,0.0,0.439,1.8788,1.609,0.585,prm15_wcost_re13_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,28.89302738006521,,,104.603,13.678,1.99,0.0,2.074,29.679252741343802,1.487,4.929,prm15_wcost_re13_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.680087836917562,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re13_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re13_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.1267,1.514,0.0,prm15_wcost_re13_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,20.192555186666656,,,11.31,1.171,1.755,0.0,0.439,1.8788,1.609,0.585,prm15_wcost_re13_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,55.24,,,104.603,25.071,1.99,0.0,2.074,71.676,1.487,7.292934358143278,prm15_wcost_re13_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.700984311421344,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re13_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re13_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,2.478538518773566,1.514,1.3371496571523624,prm15_wcost_re13_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,53.649497469124434,,,11.236,2.11,1.755,0.0,0.0,1.8788,0.0,0.585,prm15_wcost_re13_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,80.725,,,104.603,54.489,1.99,0.0,0.0,114.4798,0.0,42.544678027807464,prm15_wcost_re13_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,20.08614195395764,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re13_c2p1_t1
33,2050,Paraguay,2.362258563555539,0.022,0.0,,0.0,0.025,0.125,,4.39569162766114,,,8.81,,,,,2.488623316887592,,0.0,prm15_wcost_re13_c2p1_t1
34,2050,Uruguay,0.10796654051440824,0.425,0.0,,0.0,0.084,0.0,1.106,5.53,,,1.538,,,,0.0,3.957620732272493,0.0,7.709872733686066,prm15_wcost_re13_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re14_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re14_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re14_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re14_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re14_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.5019,1.609,5.769032277127862,prm15_wcost_re14_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,25.313723713544263,,,104.603,13.077,1.99,0.0,2.074,18.774799025599467,1.487,15.033,prm15_wcost_re14_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.6800878369175605,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re14_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re14_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.16030094832068312,1.514,0.0,prm15_wcost_re14_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,16.832045848900155,,,11.31,1.171,1.755,0.0,0.439,0.5019,1.609,5.769032277127862,prm15_wcost_re14_c2p1_t1
