,sc_id,technology,2020,2025,2030,2035,2040,2045,2050
31,prm15_wcost_re5_c2p1_t1,Hydro,0.5740076247544006,0.5621337901116259,0.5027959313604888,0.4729084309855389,0.44943718255099563,0.4115016479029246,0.35864359751781916
32,prm15_wcost_re5_c2p1_t1,BNG,0.12313770995660135,0.09129959682114176,0.08322179390394223,0.08053661451725908,0.07035054315786034,0.058837316871538,0.05309771306984159
33,prm15_wcost_re5_c2p1_t1,Curtailment,0.054316668570698515,0.04656397584543526,0.034745645445927474,0.021320256621030622,0.010311093700236572,0.00266077464109018,0.001151644470766553
34,prm15_wcost_re5_c2p1_t1,Battery,0.0,-0.0001833459552429662,0.0,0.0,0.0,-0.0002546297771196299,-0.0009629234005639616
35,prm15_wcost_re6_c2p1_t1,Wind,0.029249227941291103,0.07189188964094775,0.07854980307478632,0.0725698864002447,0.07257794502454014,0.08921703595631338,0.1367005645425547
36,prm15_wcost_re6_c2p1_t1,Solar,0.015236195398643527,0.04149970215456984,0.11789417616067288,0.11175588938903334,0.11133054961578515,0.1319144276991604,0.14330024009583597
37,prm15_wcost_re6_c2p1_t1,Fossil,0.20451019356034358,0.1870242522431071,0.18015604282751174,0.24039812213854247,0.28251968379701453,0.3073847297008576,0.3097704397925584
38,prm15_wcost_re6_c2p1_t1,Hydro,0.5740076247544006,0.5631095622365512,0.5064250342813359,0.47422367410173283,0.45330534170174,0.4114913671395775,0.35828084798374954
39,prm15_wcost_re6_c2p1_t1,BNG,0.12313770995660135,0.09074297779805832,0.08301837900974017,0.08052218045767734,0.06996781946529783,0.0578433264200989,0.05143739471756551
40,prm15_wcost_re6_c2p1_t1,Curtailment,0.054316668570698515,0.04636157328768884,0.03442366351235258,0.02093334860652389,0.010638911351278958,0.0026785246704228885,0.0013904845197049692
41,prm15_wcost_re6_c2p1_t1,Battery,0.0,-0.00018338504824791396,0.0,0.0,0.0,-0.0002546268326076768,-0.0006457379847026975
42,prm15_wcost_re7_c2p1_t1,Wind,0.029249227941291103,0.053396315176904977,0.061281313930570284,0.05452259180860568,0.05060286795467022,0.05881200988840903,0.09984248177907558
43,prm15_wcost_re7_c2p1_t1,Solar,0.015236195398643527,0.058835065391440115,0.13218636098548467,0.12643217805069976,0.1262851489547163,0.13811720290206322,0.14915764093089426
44,prm15_wcost_re7_c2p1_t1,Fossil,0.20451019356034358,0.1891552153031688,0.18495798465325436,0.2452485558069513,0.29209744859327524,0.330521535356611,0.3395481653932503
45,prm15_wcost_re7_c2p1_t1,Hydro,0.5740076247544006,0.5623964065679893,0.5044931128707963,0.47272413026918136,0.45044776250850266,0.41150230743631017,0.35861344226727054
46,prm15_wcost_re7_c2p1_t1,BNG,0.12313770995660135,0.09014696436633618,0.0829469110452354,0.0805402806644474,0.07035300859582885,0.05893536639283963,0.05279516234448975
47,prm15_wcost_re7_c2p1_t1,Curtailment,0.054316668570698515,0.046684026522620915,0.03461563249301016,0.02093323588279507,0.01055609574156619,0.002655571070145204,0.00115167128619217
48,prm15_wcost_re7_c2p1_t1,Battery,0.0,-0.00018331673807608963,0.0,0.0,0.0,-0.00025466764622308446,-0.0008676943720701111
49,prm15_wcost_re8_c2p1_t1,Wind,0.029249227941291103,0.025057036290756094,0.021992005554698713,0.019368563362039407,0.018397161685730124,0.027645537788716187,0.06329042824483497
50,prm15_wcost_re8_c2p1_t1,Solar,0.015236195398643527,0.07684451172109587,0.1649094108811275,0.15117370915508668,0.14649150973230773,0.158032038053691,0.157643871584994
51,prm15_wcost_re8_c2p1_t1,Fossil,0.20451019356034358,0.19799980934766495,0.19226312934659168,0.261204260303022,0.3055238754057534,0.34048630209045233,0.3649348431666063
52,prm15_wcost_re8_c2p1_t1,Hydro,0.5740076247544006,0.5621181086269489,0.503063438116556,0.46820721566143014,0.44909886472175825,0.41251349983947205,0.3610597254563307
53,prm15_wcost_re8_c2p1_t1,BNG,0.12313770995660135,0.09191120280515755,0.08307288520389737,0.08062161649363395,0.07047535517068058,0.0593397895681074,0.05325589436609144
54,prm15_wcost_re8_c2p1_t1,Curtailment,0.05431666857069852,0.04669380171806052,0.03517250699259472,0.019821515641773736,0.010388251356805637,0.002590660762249241,0.0011140173190587702
55,prm15_wcost_re8_c2p1_t1,Battery,0.0,-0.00018331764772810236,0.0,0.0,0.0,-0.0002835122937958614,-0.0010338229861138763
56,prm15_wcost_re9_c2p1_t1,Wind,0.029249227941291103,0.025003171283977253,0.021992085296519623,0.019371060255162362,0.018290669529229142,0.02554854263675872,0.06138732589155006
57,prm15_wcost_re9_c2p1_t1,Solar,0.015236195398643527,0.07543777369831314,0.164802170356565,0.1513671479635784,0.14648393194077788,0.15960456752857186,0.15786680273133627
58,prm15_wcost_re9_c2p1_t1,Fossil,0.20451019356034358,0.19800272974039104,0.19225117029188693,0.2616652454865987,0.3055662090283952,0.34101670755648084,0.3666084447626307
59,prm15_wcost_re9_c2p1_t1,Hydro,0.5740076247544006,0.5636008637052705,0.503189364547145,0.46767482925169523,0.4491744397481168,0.4125054579811424,0.36107330186789766
60,prm15_wcost_re9_c2p1_t1,BNG,0.12313770995660135,0.09191255844690797,0.08307318642167937,0.0806323806068359,0.07047592209114566,0.05931774263322325,0.05328941230730645
61,prm15_wcost_re9_c2p1_t1,Curtailment,0.054316668570698515,0.0466821323178487,0.03516900858036658,0.019695156196774206,0.010383670834994937,0.0025959877785547278,0.0010908532120952566
62,prm15_wcost_re9_c2p1_t1,Battery,0.0,-0.00018331735792909024,0.0,0.0,0.0,-0.0002675699640428077,-0.0010468263626348883
63,prm15_wcost_re10_c2p1_t1,Wind,0.029249227941291103,0.0877952214490205,0.11621013671005045,0.10865894562300062,0.10514838688843997,0.12014290424335888,0.19486181777695422
64,prm15_wcost_re10_c2p1_t1,Solar,0.015236195398643527,0.03721858602016497,0.09036662582773346,0.08694078604195285,0.09558106137688724,0.11368041239237006,0.13375862720800966
65,prm15_wcost_re10_c2p1_t1,Fossil,0.20451019356034358,0.18063368544900207,0.17324845628400545,0.22417825044351272,0.2604457339694246,0.2951104148060621,0.26261833893727904
66,prm15_wcost_re10_c2p1_t1,Hydro,0.5740076247544006,0.5616293029988476,0.5049346957448869,0.478471851814112,0.4578184365271157,0.41145680097589954,0.3582506783492399
67,prm15_wcost_re10_c2p1_t1,BNG,0.12313770995660135,0.08661923387730254,0.08160725416480898,0.07970805098875441,0.06984434968479541,0.05748173980425804,0.0499920063891543
68,prm15_wcost_re10_c2p1_t1,Curtailment,0.054316668570698515,0.046739990285894026,0.03410137339994864,0.022414162801897765,0.011504019031137529,0.002663989022632112,0.001373028390691337
69,prm15_wcost_re10_c2p1_t1,Battery,0.0,-0.000183303296676599,0.0,0.0,0.0,-0.00025467886931338277,-0.0006170693811772751
70,prm15_wcost_re11_c2p1_t1,Wind,0.028929743535196607,0.09246102253404612,0.17262455044922845,0.18323914830698085,0.1769782574374534,0.1724533020545836,0.21038435572558525
71,prm15_wcost_re11_c2p1_t1,Solar,0.015194217936317374,0.01304250476094577,0.011788882069303215,0.010360078750093892,0.011268678563669017,0.011103675911714876,0.024512486445111625
72,prm15_wcost_re11_c2p1_t1,Fossil,0.2045189795959763,0.19482940572577673,0.18621192065912273,0.23695938288615814,0.2835206779624403,0.34169366541834073,0.35289348236975443
73,prm15_wcost_re11_c2p1_t1,Hydro,0.5744386192820219,0.5629442712928422,0.5101302230916559,0.46965072013187326,0.4483405817199016,0.4114155126598565,0.3583689533300755
74,prm15_wcost_re11_c2p1_t1,BNG,0.12314300011983766,0.09138860076155157,0.08748766835712844,0.08092631724666763,0.07089467130786334,0.06134368804502165,0.05357820182277677
75,prm15_wcost_re11_c2p1_t1,Curtailment,0.05427604073057682,0.04594344702664999,0.032240260313580384,0.019220687920120518,0.00932678095102018,0.002578477481692146,0.001203609610092976
76,prm15_wcost_re11_c2p1_t1,Battery,0.0,-0.00018346216667348427,0.0,0.0,0.0,-0.00029961067080474716,-0.0006850892720900281
77,prm15_wcost_re12_c2p1_t1,Wind,0.028929743535196607,0.058096952753605095,0.11170332063742068,0.11375376545465685,0.10237988605029863,0.11025740506645917,0.12332557056097793
78,prm15_wcost_re12_c2p1_t1,Solar,0.015194217936317374,0.013084131783220068,0.02542455820670618,0.039697297381588746,0.03510453671002298,0.05417362118252037,0.07733321566469233
79,prm15_wcost_re12_c2p1_t1,Fossil,0.2045189795959763,0.21947328558319132,0.22676094486231227,0.2857114962784456,0.34888773685263597,0.3605484063013524,0.3848308739415091
80,prm15_wcost_re12_c2p1_t1,Hydro,0.5744386192820219,0.5653826524955414,0.5119106021648633,0.4570578983259572,0.4296052247794826,0.41168125745880174,0.3612140519092731
81,prm15_wcost_re12_c2p1_t1,BNG,0.12314300011983766,0.10016777114624226,0.0950745745451782,0.0849279428079922,0.07502048416823554,0.061399713708495396,0.0536599739577977
82,prm15_wcost_re12_c2p1_t1,Curtailment,0.05427604073057682,0.044382116028771304,0.02963798317461641,0.01922068792012052,0.009335105168340293,0.002533246921558999,0.000502154768020577
83,prm15_wcost_re12_c2p1_t1,Battery,0.0,-0.00018376259727049602,0.0,0.0,0.0,-0.0002999801272347876,-0.000602644756988903
84,prm15_wcost_re13_c2p1_t1,Wind,0.028929743535196603,0.025155497449458317,0.03681787735082821,0.03738783868529362,0.03505224136794194,0.045329278954064016,0.06779997798465875
85,prm15_wcost_re13_c2p1_t1,Solar,0.015194217936317372,0.013103733037307226,0.05791254746104521,0.10424092028719928,0.09171876220672445,0.0984734671889891,0.0996358096021469
86,prm15_wcost_re13_c2p1_t1,Fossil,0.20451897959597629,0.24713999245273557,0.2674915411214689,0.29991737997458323,0.360482646965528,0.38256683017727056,0.41784702762710396
87,prm15_wcost_re13_c2p1_t1,Hydro,0.5744386192820219,0.5673526978998127,0.5132395117626056,0.45665236565052536,0.42913776036378404,0.40989183069124535,0.36125016326421416
88,prm15_wcost_re13_c2p1_t1,BNG,0.12314300011983764,0.10490723775072935,0.09536977954077228,0.08298381522813882,0.07464282610894267,0.061906019465540855,0.053909134705557527
89,prm15_wcost_re13_c2p1_t1,Curtailment,0.05427604073057682,0.042946267752903264,0.029637983174616418,0.019220687920120518,0.009326676049407805,0.002462109502304163,0.00043236956803184513
90,prm15_wcost_re13_c2p1_t1,Battery,0.0,-0.00018402286405782127,0.0,0.0,0.0,-0.0003002439348098022,-0.0005869572434136336
91,prm15_wcost_re14_c2p1_t1,Wind,0.028929743535196603,0.042990635662971885,0.08630397104850641,0.0882599931810684,0.0826338284262645,0.10116013000656224,0.11651129244820967
92,prm15_wcost_re14_c2p1_t1,Solar,0.015194217936317372,0.013093429657931862,0.03998591258629195,0.06128333755978206,0.0538568186299832,0.06590963653343891,0.08489753820088917
93,prm15_wcost_re14_c2p1_t1,Fossil,0.20451897959597629,0.2314727124281274,0.2372635779865467,0.29006916271581173,0.34986397109960243,0.35791218786742,0.3839115604147377
94,prm15_wcost_re14_c2p1_t1,Hydro,0.5744386192820219,0.5663030516127742,0.5119106021648634,0.45705789832595717,0.4296007013750573,0.41167526183749253,0.3612300504089025
95,prm15_wcost_re14_c2p1_t1,BNG,0.12314300011983764,0.10304665354890159,0.09536774903341987,0.084492801199536,0.07501967526802666,0.061396945913719955,0.05381720888226991
96,prm15_wcost_re14_c2p1_t1,Curtailment,0.05427604073057682,0.043701834352391465,0.029637983174616425,0.019220687920120518,0.009336963427960757,0.002537619947241591,0.00044042047254744764
97,prm15_wcost_re14_c2p1_t1,Battery,0.0,-0.00018389018006081573,0.0,0.0,0.0,-0.000299758310716894,-0.0005270466339958195
98,prm15_wcost_re15_c2p1_t1,Wind,0.028929743535196603,0.0656390281877115,0.12544517732960742,0.12454864269287533,0.11183837930960672,0.12230011825936915,0.13635444445905717
99,prm15_wcost_re15_c2p1_t1,Solar,0.015194217936317372,0.013080792385941878,0.019919641360787565,0.03638440605402661,0.032209249106717346,0.04369347833420467,0.07174328647346583
100,prm15_wcost_re15_c2p1_t1,Fossil,0.20451897959597629,0.21410461801594496,0.21925768061052284,0.2751875024054861,0.3426287175393667,0.3591290451070691,0.377401431009666
101,prm15_wcost_re15_c2p1_t1,Hydro,0.5744386192820219,0.5642035346300152,0.5113661938613338,0.46102205985376193,0.4296056883129884,0.41148578996109714,0.36119690885370626
102,prm15_wcost_re15_c2p1_t1,BNG,0.12314300011983764,0.09897567668679264,0.09448457412988351,0.08400510972722144,0.07469841973089597,0.06144435245445176,0.05364718680467824
103,prm15_wcost_re15_c2p1_t1,Curtailment,0.05427604073057682,0.044622982507739314,0.030030802529505546,0.019220687920120542,0.00933403626520484,0.0025405141162976497,0.0005088095163778628
104,prm15_wcost_re15_c2p1_t1,Battery,0.0,-0.0001837247967541327,0.0,0.0,0.0,-0.0002997931498603078,-0.0005891852416441946
105,prm15_wcost_re16_c2p1_t1,Wind,0.028929743535196607,0.08606722809568602,0.14712861732843904,0.1756377894704274,0.1670907068799183,0.16681026177393615,0.18915509090725388
106,prm15_wcost_re16_c2p1_t1,Solar,0.015194217936317374,0.01306795878451207,0.014107245514551173,0.015594588517206354,0.018833505972149372,0.01860857965472332,0.04914046827779987
107,prm15_wcost_re16_c2p1_t1,Fossil,0.2045189795959763,0.19887894915254745,0.20628330039061457,0.23699163676476173,0.2854967059270663,0.33980907031023005,0.3493353496485582
108,prm15_wcost_re16_c2p1_t1,Hydro,0.5744386192820219,0.5632865204030333,0.5104656531379186,0.4718297014032723,0.4482434633906427,0.41147018600701896,0.35855039198137767
109,prm15_wcost_re16_c2p1_t1,BNG,0.12314300011983766,0.09373698349684156,0.09174037927801534,0.08107929880710132,0.07134024385572287,0.061316418163984594,0.05359540818432081
110,prm15_wcost_re16_c2p1_t1,Curtailment,0.05427604073057682,0.04556257188045,0.030759786744085353,0.019220687920120525,0.009328234314012734,0.0025718443688507123,0.0011824665689674214
111,prm15_wcost_re16_c2p1_t1,Battery,0.0,-0.00018353844964136333,0.0,0.0,0.0,-0.000299684684432013,-0.0007003959789402861
112,prm15_wcost_re17_c2p1_t1,Wind,0.028929743535196603,0.06940228583151686,0.12851457981828948,0.1264606665144977,0.11337039697987072,0.1324185206345704,0.15148290641591777
113,prm15_wcost_re17_c2p1_t1,Solar,0.015194217936317372,0.013077862271727967,0.01577064413116184,0.034827564838840065,0.030973315138230262,0.035747329703175866,0.0703044749113114
114,prm15_wcost_re17_c2p1_t1,Fossil,0.20451897959597629,0.21103836747571045,0.2200072648895141,0.27487318583214915,0.3423407510009718,0.35703762894339025,0.3637202037993781
115,prm15_wcost_re17_c2p1_t1,Hydro,0.5744386192820219,0.564459328226749,0.5117650837313984,0.46102205985376205,0.4296074744399107,0.41147334243112527,0.3611957028072486
116,prm15_wcost_re17_c2p1_t1,BNG,0.12314300011983764,0.09781214872933293,0.09454892329483772,0.083963180985679,0.07469720712113839,0.06136535130737727,0.05363905980677455
117,prm15_wcost_re17_c2p1_t1,Curtailment,0.05427604073057682,0.044838793546951125,0.02990188021281232,0.019220687920120518,0.009329917476285289,0.002548918547615882,0.0005084590586980207
118,prm15_wcost_re17_c2p1_t1,Battery,0.0,-0.0001836745439143778,0.0,0.0,0.0,-0.0002997273523070434,-0.0005888575756574894
119,prm15_wcost_re18_c2p1_t1,Wind,0.028929743535196607,0.03510312040836606,0.05507479827867738,0.056757250842587544,0.052978604331550806,0.06677295796590528,0.08201507725966278
120,prm15_wcost_re18_c2p1_t1,Solar,0.015194217936317374,0.013098503734448468,0.0486434665720545,0.08736613991435578,0.07669232727704758,0.08547878714684876,0.09497228121270863
121,prm15_wcost_re18_c2p1_t1,Fossil,0.2045189795959763,0.23837169361265645,0.2598450169434717,0.29709030424992205,0.35673616754088194,0.37341588274454585,0.40827967095792295
122,prm15_wcost_re18_c2p1_t1,Hydro,0.5744386192820219,0.5667808320005829,0.5119106021648633,0.4565522729359414,0.42960888009577836,0.4107763719288191,0.36123485953504314
123,prm15_wcost_re18_c2p1_t1,BNG,0.12314300011983766,0.10392549941187305,0.09536952261943377,0.08343053424365914,0.07498640733617142,0.06168001788038487,0.053881194548955756
124,prm15_wcost_re18_c2p1_t1,Curtailment,0.05427604073057682,0.04333243290513754,0.029637983174616418,0.019220687920120508,0.009326676049407812,0.0024841897083995,0.0004361794037686251
125,prm15_wcost_re18_c2p1_t1,Battery,0.0,-0.0001839555345613309,0.0,0.0,0.0,-0.00029967559369036516,-0.0005382603048562097
126,prm15_wcost_re19_c2p1_t1,Wind,0.028929743535196607,0.025153373701514752,0.050050637519633775,0.04687666736905656,0.044202886518677806,0.0550956452818086,0.07843151634652244
127,prm15_wcost_re19_c2p1_t1,Solar,0.015194217936317374,0.013103911748853468,0.05230833799628464,0.09611907359069398,0.08440260476759624,0.09203745150957582,0.09570988832739227
128,prm15_wcost_re19_c2p1_t1,Fossil,0.2045189795959763,0.24714336300142298,0.2611988617619142,0.2983126204098782,0.3578974859181764,0.37941779695207295,0.41112524089738506
129,prm15_wcost_re19_c2p1_t1,Hydro,0.5744386192820219,0.567373365998478,0.5119106021648634,0.45655227293594136,0.4296088800957783,0.40987560756996516,0.3612420422893105
130,prm15_wcost_re19_c2p1_t1,BNG,0.12314300011983766,0.10490866849833516,0.09536977954077223,0.08332940480284519,0.07489822566943244,0.06171351299865554,0.05390018327766484
131,prm15_wcost_re19_c2p1_t1,Curtailment,0.05427604073057682,0.04293638986763411,0.0296379831746164,0.01922068792012053,0.00932667604940783,0.0024859558155190683,0.00043115925977726987
132,prm15_wcost_re19_c2p1_t1,Battery,0.0,-0.00018404951716301108,0.0,0.0,0.0,-0.0002996741737913545,-0.0005552941662032535
133,prm15_wcost_re20_c2p1_t1,Wind,0.028929743535196607,0.093662494907406,0.18134230362440232,0.1842836544656365,0.1811270289896847,0.1854774500818524,0.24149842831602597
134,prm15_wcost_re20_c2p1_t1,Solar,0.015194217936317374,0.012954603668922465,0.011493392031022455,0.010095449640897236,0.0091870886502395,0.009324645400149222,0.01973985120568332
135,prm15_wcost_re20_c2p1_t1,Fossil,0.2045189795959763,0.19370349048522567,0.1834154960671726,0.23639108832066696,0.28125719358170825,0.33046441392314035,0.32653347394183396
136,prm15_wcost_re20_c2p1_t1,Hydro,0.5744386192820219,0.5635347434361756,0.5055690071041512,0.46965072013187326,0.448684320394422,0.41157065691230027,0.3583557493150243
137,prm15_wcost_re20_c2p1_t1,BNG,0.12314300011983766,0.09072369609206254,0.0866680772010531,0.0807153177569087,0.07074496726502909,0.061167634248672866,0.05357164451214107
138,prm15_wcost_re20_c2p1_t1,Curtailment,0.05427604073057682,0.04602975215523971,0.03200987358194371,0.019220687920120546,0.009328212341489736,0.002598172216017867,0.0012210667539555371
139,prm15_wcost_re20_c2p1_t1,Battery,0.0,-0.00018344255097146954,0.0,0.0,0.0,-0.0002917995244968328,-0.0006622104609143379
140,prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,0.02938613791871388,0.09101874123922092,0.134997351830891,0.17066827680071184,0.22449942140193335,0.31338868178570606,0.38107962669562423
141,prm15_wcost_re1_c2p1_co2_cut90p_t1,Solar,0.015307513081702523,0.04698212201540375,0.102497274692051,0.12891770650676715,0.16239489450215325,0.16760547361039718,0.17637744416069606
142,prm15_wcost_re1_c2p1_co2_cut90p_t1,Fossil,0.19900624591476104,0.1691898991655883,0.14005277280968123,0.10348046526592797,0.07121464093407456,0.0374472553534524,0.010518857263083525
143,prm15_wcost_re1_c2p1_co2_cut90p_t1,Hydro,0.5766948544579328,0.5625396975221931,0.5096904218165135,0.5030480004651839,0.4598090623729921,0.39796979289114554,0.3399169290761422
144,prm15_wcost_re1_c2p1_co2_cut90p_t1,BNG,0.12547395480027804,0.08362959288765906,0.07864731406177818,0.06193605543827574,0.053966027716236764,0.04313459689205115,0.02808445945053503
145,prm15_wcost_re1_c2p1_co2_cut90p_t1,Curtailment,0.054570503328285926,0.04733780434679169,0.03460882980468823,0.03243711255141616,0.028467946382659925,0.04252631689944963,0.07808236717478911
146,prm15_wcost_re1_c2p1_co2_cut90p_t1,Battery,0.0,-0.0001831913344944604,0.0,0.0,0.0,-0.0017419146810290997,-0.013767951093119452
147,prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,0.029040024327230445,0.04074752691056645,0.06740366566736493,0.11969126197840703,0.18366495391720053,0.2714709452976515,0.3475212233236157
148,prm15_wcost_re2_c2p1_co2_cut90p_t1,Solar,0.015265398498759618,0.09038833278826647,0.17185475497807157,0.17965469298753536,0.201122452531843,0.19628716240361396,0.1804371433091663
149,prm15_wcost_re2_c2p1_co2_cut90p_t1,Fossil,0.1990153040759976,0.17201893812365063,0.13869813712960993,0.11220287319184788,0.07163236581422061,0.03770581608715757,0.010381038363285959
150,prm15_wcost_re2_c2p1_co2_cut90p_t1,Hydro,0.5771568833235992,0.5640110609106352,0.5074571311014727,0.4922069105219663,0.4602394571328774,0.41685699633856904,0.34563261615540414
151,prm15_wcost_re2_c2p1_co2_cut90p_t1,BNG,0.12547966599445864,0.08590379338767767,0.07926615772101991,0.06786043163705403,0.054168823613911544,0.04480870777740701,0.040521037829771935
152,prm15_wcost_re2_c2p1_co2_cut90p_t1,Curtailment,0.05452747024266939,0.047530002197965306,0.03578192641824987,0.02884391315425158,0.02958613183555536,0.04198401494705016,0.08987384408429488
153,prm15_wcost_re2_c2p1_co2_cut90p_t1,Battery,0.0,-0.000183159976618204,0.0,0.0,-5.2696272081363826e-05,-0.008769810913609177,-0.014067294179918153
154,prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,0.02938618234453187,0.024969967273752575,0.03460084099115384,0.08915126293635262,0.1566240225426132,0.2520910181493943,0.2938613059496237
155,prm15_wcost_re3_c2p1_co2_cut90p_t1,Solar,0.015307536223525105,0.10626752785149626,0.20687634504397498,0.2112382808860236,0.22390072272574632,0.2261359019079881,0.20157671730340618
156,prm15_wcost_re3_c2p1_co2_cut90p_t1,Fossil,0.19900654677141957,0.17285078442108076,0.13853276989215596,0.10667817409566917,0.07195131082108425,0.037898730256825164,0.010694457468901252
157,prm15_wcost_re3_c2p1_co2_cut90p_t1,Hydro,0.576697238097417,0.5616522447943768,0.5051687511701073,0.496757829981992,0.46377424723916216,0.41337187786645274,0.3505568094783982
158,prm15_wcost_re3_c2p1_co2_cut90p_t1,BNG,0.12547414449118244,0.08680553189555282,0.07840935312587806,0.06610109133310145,0.054817672971914505,0.0436499100685185,0.09595935501731868
