sc_id,technology,2020,2025,2030,2035,2040,2045,2050
prm15_wcost_re7_c2p1_t1,Fossil,0.2161519308640666,0.19829046354056828,0.19149451918182933,0.2503896214675786,0.2951116491522362,0.3312209342022841,0.3395628030237823
prm15_wcost_re7_c2p1_t1,Hydro,0.6066829934555357,0.5895573324435232,0.5223222250223502,0.48263369236662274,0.4550960054290576,0.41237306533867274,0.3586289017855561
prm15_wcost_re7_c2p1_t1,BNG,0.13014732080552857,0.09450061063516675,0.08587830840611316,0.08222862035663792,0.07107899260854582,0.05906007635214683,0.052797438298710794
prm15_wcost_re8_c2p1_t1,Wind,0.030914239460282957,0.026267146146476975,0.022782539888457354,0.019752243482609847,0.018583240003048937,0.027700463171778156,0.06327873668707092
prm15_wcost_re8_c2p1_t1,Solar,0.016103515414586225,0.08055565696240528,0.1708373173168181,0.154168373543535,0.14797319990267918,0.15834601169719545,0.15761475023944624
prm15_wcost_re8_c2p1_t1,Fossil,0.2161519308640666,0.20756205437705247,0.199174304613728,0.26637856674037996,0.3086141003875952,0.34116277077457047,0.3648674292318721
prm15_wcost_re8_c2p1_t1,Hydro,0.6066829934555357,0.5892651604744014,0.5211467783967623,0.47748213180255233,0.4536412806924802,0.41333307015024257,0.3609930273670065
prm15_wcost_re8_c2p1_t1,BNG,0.13014732080552857,0.09634998203966397,0.08605905978423435,0.08221868443092283,0.07118817901419651,0.05945768420621334,0.05324605647460415
prm15_wcost_re9_c2p1_t1,Wind,0.030914239460282957,0.026209953640354507,0.022782454742403487,0.019752064472072287,0.01847558851059188,0.02559992120922094,0.0613734992056211
prm15_wcost_re9_c2p1_t1,Solar,0.016103515414586225,0.07907879080248517,0.17072496477596413,0.1543443480195424,0.1479648869947856,0.15992553514518532,0.15783124531507367
prm15_wcost_re9_c2p1_t1,Fossil,0.2161519308640666,0.20755936549876627,0.19916044919315465,0.2668118694006199,0.3086554886210371,0.3417024982048605,0.36652587104320217
prm15_wcost_re9_c2p1_t1,Hydro,0.6066829934555357,0.5908031561918383,0.5212733931360446,0.4768734007155384,0.4537156010063018,0.41333501377480447,0.3609919748664401
prm15_wcost_re9_c2p1_t1,BNG,0.13014732080552857,0.0963487338665557,0.08605873815243317,0.08221831739222704,0.07118843486728368,0.059437031665928834,0.05327740956966296
prm15_wcost_re10_c2p1_t1,Wind,0.030914239460282957,0.09203856469341776,0.12025464075170852,0.11110800096760022,0.10633530491715903,0.12039908071184131,0.19496291215692105
prm15_wcost_re10_c2p1_t1,Solar,0.016103515414586225,0.03901744514880661,0.09351168867455878,0.08890033751283205,0.09665998315885138,0.11392280911788383,0.1338280212311029
prm15_wcost_re10_c2p1_t1,Fossil,0.2161519308640666,0.18936412334994954,0.1792780858971258,0.22923098622374521,0.2633856529382173,0.2957396683134042,0.26275458542438285
prm15_wcost_re10_c2p1_t1,Hydro,0.6066829934555357,0.5887741278469691,0.5225081232919949,0.4892560908770555,0.4629863042640742,0.41233413577041705,0.3584365389278467
prm15_wcost_re10_c2p1_t1,BNG,0.13014732080552857,0.09080573896085704,0.08444746138461205,0.08150458441876687,0.07063275472169814,0.05760430608645356,0.05001794225974642
prm15_wcost_re11_c2p1_t1,Wind,0.030573866652591184,0.09685171715851551,0.17828634633627555,0.18676229816659146,0.17858501053055195,0.1727971954143523,0.21043960039402176
prm15_wcost_re11_c2p1_t1,Solar,0.01605772939224985,0.013661853909095354,0.01217553763966773,0.010559272592300576,0.011370984826593475,0.011125818024214721,0.024518923160339545
prm15_wcost_re11_c2p1_t1,Fossil,0.2161421169352548,0.20408126560104192,0.19231935951276974,0.24151541484909966,0.28609471012248994,0.3423750451380239,0.35298614840169246
prm15_wcost_re11_c2p1_t1,Hydro,0.6070848752827623,0.5896767940153892,0.5268616392861806,0.4786807220937171,0.4524109835131538,0.41223592642534523,0.35846305716178095
prm15_wcost_re11_c2p1_t1,BNG,0.13014141173714175,0.09572836931595807,0.09035711722510634,0.08248229229829113,0.07153831100721099,0.06146601499806387,0.05359227088216531
prm15_wcost_re12_c2p1_t1,Wind,0.030573866652591184,0.06075785556883289,0.11505439489522094,0.11593940878447093,0.10330989530683356,0.1104716755176004,0.12328073507933748
prm15_wcost_re12_c2p1_t1,Solar,0.01605772939224985,0.013683399067417196,0.026187289180470048,0.04046003374365054,0.03542342302008053,0.054278900335822916,0.0773051008791263
prm15_wcost_re12_c2p1_t1,Fossil,0.2161421169352548,0.22952539771293412,0.23356372172396983,0.2912011029178065,0.3520570002429573,0.3612490836810701,0.38469096720923296
prm15_wcost_re12_c2p1_t1,Hydro,0.6070848752827623,0.5912777850352251,0.5272678040047075,0.465839722319407,0.4335077182390319,0.41248130466387534,0.3610827311627403
prm15_wcost_re12_c2p1_t1,BNG,0.13014141173714175,0.10475556261559071,0.09792679019563155,0.08655973223466493,0.07570196319109668,0.06151903580163128,0.053640465669563014
prm15_wcost_re13_c2p1_t1,Wind,0.030573866652591184,0.026267693702730972,0.037924074937206946,0.038104884209423755,0.035369354618456965,0.045412500700455896,0.06777001596714138
prm15_wcost_re13_c2p1_t1,Solar,0.01605772939224985,0.013683086429831452,0.05965253696701305,0.1062401127506177,0.09254853039504893,0.09865425837079979,0.09959177876376914
prm15_wcost_re13_c2p1_t1,Fossil,0.2161421169352548,0.2580667560435579,0.2755283568875098,0.30566936838797615,0.3637438884574358,0.3832691991637974,0.4176623735854142
prm15_wcost_re13_c2p1_t1,Hydro,0.6070848752827623,0.5924369780320623,0.5286598550848484,0.465410307975818,0.43302011609331403,0.4106443666849562,0.3610905203846497
prm15_wcost_re13_c2p1_t1,BNG,0.13014141173714175,0.10954548579181737,0.09823517612342185,0.08457532667616441,0.07531811043574417,0.0620196750799907,0.05388531129902545
prm15_wcost_re14_c2p1_t1,Wind,0.030573866652591184,0.04492668450965394,0.08889693344293087,0.08995444775380358,0.0833863910390904,0.10135735498338973,0.11646847277284737
prm15_wcost_re14_c2p1_t1,Solar,0.01605772939224985,0.013683081776292728,0.04118727060473962,0.06245988230919771,0.054347303325156644,0.06603813603751402,0.08486633706194005
prm15_wcost_re14_c2p1_t1,Fossil,0.2161421169352548,0.2418969006501413,0.2443920510777783,0.29563803941133704,0.35305025145522345,0.3586099847460307,0.3837704670662788
prm15_wcost_re14_c2p1_t1,Hydro,0.6070848752827623,0.5918060560005824,0.5272907164816731,0.46583269897923063,0.43351315989786604,0.4124778768990892,0.3610972928609894
prm15_wcost_re14_c2p1_t1,BNG,0.13014141173714175,0.10768727706332963,0.0982330283928781,0.08611493154643103,0.07570289428266344,0.06151664733397639,0.05379743023794436
prm15_wcost_re15_c2p1_t1,Wind,0.030573866652591184,0.06865980919020302,0.1292618576497538,0.12694178466804149,0.11285629182516113,0.122538727616165,0.13630765582018053
prm15_wcost_re15_c2p1_t1,Solar,0.01605772939224985,0.01368278498436957,0.02052569816412191,0.03708351483182432,0.03250240605323902,0.04377872496282516,0.07171866849540176
prm15_wcost_re15_c2p1_t1,Fossil,0.2161421169352548,0.22395795040835464,0.2259286144195471,0.2804750972664888,0.3457472003171453,0.35982971123625446,0.3772719295523641
prm15_wcost_re15_c2p1_t1,Hydro,0.6070848752827623,0.5901688081266754,0.5269245543343757,0.4698803759225625,0.4335158040495243,0.412288604881235,0.3610729678131428
prm15_wcost_re15_c2p1_t1,BNG,0.13014141173714175,0.10353064729039733,0.09735927543220152,0.08561922731108293,0.07537829775493028,0.06156423130352042,0.0536287783189108
prm15_wcost_re16_c2p1_t1,Wind,0.030573866652591184,0.09011920001577972,0.15172197029478,0.17901526785039673,0.16860739343876574,0.16714211979357305,0.1891973369699537
prm15_wcost_re16_c2p1_t1,Solar,0.01605772939224985,0.01368318717305638,0.014547673483003497,0.015894469230350095,0.019004458180667226,0.018645600197265487,0.04915144335277144
prm15_wcost_re16_c2p1_t1,Fossil,0.2161421169352548,0.20824200098184478,0.21272346157041164,0.2415489369438402,0.2880881667243803,0.3404850980553374,0.3494133705097136
prm15_wcost_re16_c2p1_t1,Hydro,0.6070848752827623,0.5898055708493062,0.5264023822707833,0.4809028890146732,0.45231218060843736,0.4122887788178915,0.3586304709381112
prm15_wcost_re16_c2p1_t1,BNG,0.13014141173714175,0.09815004098001298,0.09460451238102155,0.08263843696073975,0.07198780104774931,0.061438403135932566,0.053607378229450005
prm15_wcost_re17_c2p1_t1,Wind,0.030573866652591184,0.07261248430467608,0.13240646993994326,0.12889068670841328,0.11440125009287078,0.13267828175429688,0.15143106433318207
prm15_wcost_re17_c2p1_t1,Solar,0.01605772939224985,0.013682777988752127,0.016248236745112485,0.03549679811267848,0.03125494896135117,0.035817454081143764,0.07028041457017273
prm15_wcost_re17_c2p1_t1,Fossil,0.2161421169352548,0.22079993421564753,0.226669887154834,0.28015504469584146,0.34545358325945624,0.357738018087102,0.3635957276235233
prm15_wcost_re17_c2p1_t1,Hydro,0.6070848752827623,0.5905683598230991,0.5272631966832341,0.46988088486364576,0.4335138046124434,0.41228051634951146,0.3610720905928295
prm15_wcost_re17_c2p1_t1,BNG,0.13014141173714175,0.10233644366782522,0.09741220947687612,0.08557658561942097,0.07537641307387849,0.06148572972794581,0.05362070288029248
prm15_wcost_re18_c2p1_t1,Wind,0.030573866652591184,0.03666966119971096,0.05672881734117657,0.057844938007943936,0.05345961326521748,0.06689845829179883,0.08198367066698901
prm15_wcost_re18_c2p1_t1,Solar,0.01605772939224985,0.013683048360877371,0.05010433839529946,0.08904041108959516,0.07738864034586845,0.08563944523315656,0.09493591282958924
prm15_wcost_re18_c2p1_t1,Fossil,0.2161421169352548,0.24900946533215296,0.26764874250856957,0.3027836968312625,0.35997508418872926,0.3741177209797517,0.4081233256400717
prm15_wcost_re18_c2p1_t1,Hydro,0.6070848752827623,0.5920744606795225,0.5272844196047708,0.46530156998988015,0.4335094303634935,0.41154842951196163,0.3610965294075586
prm15_wcost_re18_c2p1_t1,BNG,0.13014141173714175,0.10856336442773615,0.09823368215018345,0.08502938408131837,0.07566723183669126,0.06179594598333128,0.05386056145579146
prm15_wcost_re19_c2p1_t1,Wind,0.030573866652591184,0.02626483087703973,0.05155404529916437,0.047775319255841914,0.044603871623807724,0.05519831335464567,0.07839946106963475
prm15_wcost_re19_c2p1_t1,Solar,0.01605772939224985,0.013682936929075401,0.05387956198413257,0.0979617298989655,0.08516826036186774,0.09220895885334121,0.095670771310227
prm15_wcost_re19_c2p1_t1,Fossil,0.2161421169352548,0.2580639364183704,0.26904468391799274,0.30403143990429005,0.3611441417888511,0.38012482368374856,0.4109572123541874
prm15_wcost_re19_c2p1_t1,Hydro,0.6070848752827623,0.5924440068725008,0.5272872371061654,0.4653046349214876,0.4335060636400512,0.4106393909600478,0.3610944012104628
prm15_wcost_re19_c2p1_t1,BNG,0.13014141173714175,0.10954428890301368,0.09823447169254493,0.08492687601941484,0.07557766258542233,0.06182851314821671,0.05387815405548801
prm15_wcost_re20_c2p1_t1,Wind,0.030573866652591184,0.09811916258601909,0.18724264207736951,0.187826775499144,0.18277186632802356,0.1858482544138474,0.24157110563764359
prm15_wcost_re20_c2p1_t1,Solar,0.01605772939224985,0.013571012227306533,0.011867352775979834,0.010289549329603208,0.009270517758124904,0.009343287121324312,0.01974579178063763
prm15_wcost_re20_c2p1_t1,Fossil,0.2161421169352548,0.2029203289447763,0.18938329002746485,0.24093605048560424,0.2838113255423553,0.3311250744842965,0.32663174198635114
prm15_wcost_re20_c2p1_t1,Hydro,0.6070848752827623,0.5903489669877728,0.5220187168168035,0.4786804376601388,0.4527588791581169,0.4123934641184472,0.3584635940584791
prm15_wcost_re20_c2p1_t1,BNG,0.13014141173714175,0.09504052925412518,0.08948799830238233,0.0822671870255099,0.07138741121337933,0.06128991986208455,0.05358776653688857
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,0.031067882600322616,0.09547152827416072,0.13976543059792756,0.17630100496971565,0.23099403896142545,0.3266010664751058,0.40714622023230185
prm15_wcost_re1_c2p1_co2_cut90p_t1,Solar,0.016183549557983245,0.04928056496172305,0.10611745740311992,0.13317250072240197,0.16709286978787694,0.17467167645081708,0.18844200711264594
prm15_wcost_re1_c2p1_co2_cut90p_t1,Fossil,0.21039521089545482,0.17746694825668985,0.14499940800838465,0.10689572991013385,0.07327483269143016,0.039026021824764584,0.011238367721106854
prm15_wcost_re1_c2p1_co2_cut90p_t1,Hydro,0.6096986301523947,0.5900600679169268,0.5276925829334926,0.5196505741578333,0.4731110298874416,0.4147480950572526,0.36316791340005755
prm15_wcost_re1_c2p1_co2_cut90p_t1,BNG,0.13265472679384452,0.08772089059049959,0.08142512105707517,0.06398019023991512,0.05552722867182591,0.04495314019205989,0.03000549153388783
prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,0.03069908658377427,0.042753986363844386,0.06987153914855805,0.12318780361526901,0.1891838141138868,0.2806975791713481,0.37590463221711024
prm15_wcost_re2_c2p1_co2_cut90p_t1,Solar,0.016137513693809395,0.09483916793188397,0.17814693194245693,0.18490294673559843,0.20716588473959183,0.20295848326861204,0.19517414604280658
prm15_wcost_re2_c2p1_co2_cut90p_t1,Fossil,0.21038508723273813,0.18048936690080247,0.14377633949626223,0.11548065647699378,0.07378481245172552,0.038987344611558936,0.011228898110630995
prm15_wcost_re2_c2p1_co2_cut90p_t1,Hydro,0.6101299686914643,0.591783674630267,0.5260368327287986,0.5065857542917123,0.47406897205525184,0.43102494671973324,0.3738617751617066
prm15_wcost_re2_c2p1_co2_cut90p_t1,BNG,0.13264834379821397,0.09013380417320206,0.08216835668392423,0.0698428388804265,0.05579651663954401,0.04633164622874769,0.04383054846774574
prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,0.031067832944249946,0.026213921217011785,0.03590833305171567,0.09191547002651564,0.16129048260792622,0.25904709629913775,0.3084676679327942
prm15_wcost_re3_c2p1_co2_cut90p_t1,Solar,0.016183523691672263,0.1115615640375281,0.21469376135279247,0.21778789481752628,0.23057162648771645,0.23237578707994808,0.21159607827642762
prm15_wcost_re3_c2p1_co2_cut90p_t1,Fossil,0.2103948746189208,0.18146186558585542,0.14376762810869298,0.10998581725728558,0.0740950299846127,0.03894448956779869,0.011226024959556765
prm15_wcost_re3_c2p1_co2_cut90p_t1,Hydro,0.6096992539745403,0.589632638881107,0.5242580019651304,0.5121602087089264,0.4775919488211358,0.4247782623876229,0.36798121871921396
prm15_wcost_re3_c2p1_co2_cut90p_t1,BNG,0.1326545147706166,0.09113001027849778,0.08137227552166852,0.06815060918974605,0.05645091209860868,0.04485436466549248,0.10072901011200748
prm15_wcost_re4_c2p1_co2_cut90p_t1,Wind,0.030735939382088125,0.035227885945320926,0.053200143329337854,0.11430369855352732,0.1729003074621104,0.27149980475727986,0.3508820329596134
prm15_wcost_re4_c2p1_co2_cut90p_t1,Solar,0.01614346116237807,0.10070619495140294,0.19754491355030873,0.19273381099559955,0.2164275326506387,0.2137501173551813,0.20684873043015603
prm15_wcost_re4_c2p1_co2_cut90p_t1,Fossil,0.21038495275695637,0.18122613120964987,0.14325009234462838,0.10786417651349729,0.07349406977245837,0.038975839459226044,0.011225079886248115
prm15_wcost_re4_c2p1_co2_cut90p_t1,Hydro,0.6100873876876931,0.5917220967285105,0.5243469734481949,0.5184523413980489,0.4811092668963726,0.4302647401505916,0.37079544620240534
prm15_wcost_re4_c2p1_co2_cut90p_t1,BNG,0.13264825901088445,0.09111769116511576,0.0816578773275302,0.06664597253932703,0.0560688232184199,0.04550949827772126,0.06024871052157702
prm15_wcost_re5_c2p1_co2_cut90p_t1,Wind,0.03070370251697396,0.05393563638231762,0.08253988890325642,0.13920713202161628,0.1959648967773808,0.2876691699673231,0.3757482561722892
prm15_wcost_re5_c2p1_co2_cut90p_t1,Solar,0.016144471691702827,0.08644149142466553,0.1665868820766574,0.17097290117116412,0.20032657971113274,0.19918202628069967,0.20547047174014846
prm15_wcost_re5_c2p1_co2_cut90p_t1,Fossil,0.21038515046985798,0.17997660862563533,0.14441401621134528,0.11519089109067145,0.0734766697420311,0.03896706320867799,0.011225709918875748
prm15_wcost_re5_c2p1_co2_cut90p_t1,Hydro,0.610118291652083,0.5899566909453448,0.5244414132265471,0.5044617956982763,0.47450925203109673,0.428010325874569,0.37070680053389826
prm15_wcost_re5_c2p1_co2_cut90p_t1,BNG,0.13264838366938225,0.08968957262203674,0.08201779958219385,0.07016728001827188,0.055722601738358614,0.0461714146687302,0.0368487616347885
prm15_wcost_re6_c2p1_co2_cut90p_t1,Wind,0.03067218001039776,0.08039364035081452,0.12132955683513942,0.16246741686985633,0.21728214504162646,0.32133208727232165,0.40113567056418237
prm15_wcost_re6_c2p1_co2_cut90p_t1,Solar,0.016139192133711296,0.06293990209602464,0.12608043742550806,0.14331802156413714,0.1814563079850631,0.1782539320714062,0.19208695038616516
prm15_wcost_re6_c2p1_co2_cut90p_t1,Fossil,0.21038473602730945,0.17823100018732696,0.1445910428840188,0.10740176668026531,0.07239190674104891,0.03881807117866731,0.011233306570528807
prm15_wcost_re6_c2p1_co2_cut90p_t1,Hydro,0.6101557694663022,0.5900621289191668,0.5267142019172094,0.5225511765850827,0.4731468204435408,0.41652956198936253,0.3654282113211062
prm15_wcost_re6_c2p1_co2_cut90p_t1,BNG,0.13264812236227919,0.08837332844666698,0.08128476093812431,0.06426161830065857,0.05572281978872076,0.04506634748824226,0.030115861158017523
prm15_wcost_re7_c2p1_co2_cut90p_t1,Wind,0.030689563287826464,0.06603639797070375,0.08374166296152755,0.14245235610883175,0.20029448221848475,0.2990026383503858,0.3921024608368154
prm15_wcost_re7_c2p1_co2_cut90p_t1,Solar,0.016141318576630044,0.0741539106171645,0.16248456945505568,0.16167674792616885,0.19597221865478007,0.1889359633375024,0.19211763018836106
prm15_wcost_re7_c2p1_co2_cut90p_t1,Fossil,0.21038494919945905,0.17941915898305014,0.14346250539989702,0.1063204565054559,0.07299358649179095,0.0388851824161669,0.011230305183142069
prm15_wcost_re7_c2p1_co2_cut90p_t1,Hydro,0.6101359121682113,0.590778698402389,0.5291095114870634,0.5254742275950915,0.47519571645368636,0.4280780499135059,0.3725099529314568
prm15_wcost_re7_c2p1_co2_cut90p_t1,BNG,0.13264825676787306,0.0896118340266926,0.08120175069645633,0.06407621186445198,0.055543996181257854,0.04509816598243899,0.03203965086022474
prm15_wcost_re8_c2p1_co2_cut90p_t1,Wind,0.03063096686213035,0.02882654980980589,0.042598343417310336,0.1019204789901458,0.16827355151049236,0.2644455040333791,0.32311265028167035
prm15_wcost_re8_c2p1_co2_cut90p_t1,Solar,0.016135086570823486,0.10735135073138996,0.2066481202330873,0.2070355814325689,0.2221087655882295,0.22458048741132208,0.20555026890671935
prm15_wcost_re8_c2p1_co2_cut90p_t1,Fossil,0.21038486593697509,0.18137670131248423,0.14343908946524614,0.10636451906717041,0.07385652470729735,0.03891906770462788,0.01122764547066528
prm15_wcost_re8_c2p1_co2_cut90p_t1,Hydro,0.6102008763594103,0.5916229492898435,0.526056033298952,0.5171780220041321,0.47957751185842235,0.42715641519457853,0.370442934157863
prm15_wcost_re8_c2p1_co2_cut90p_t1,BNG,0.1326482042706607,0.09082244885647642,0.08125841358540424,0.06750139850598282,0.056183646335558494,0.044898525656092474,0.08966650118308202
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,0.030737633900171788,0.026181487613248417,0.03761126853620873,0.09896116983986201,0.16493340008619284,0.26327858178163727,0.3322769952026604
prm15_wcost_re9_c2p1_co2_cut90p_t1,Solar,0.016142253720436362,0.10862126409155987,0.21227864718000974,0.20842317274984185,0.2256514272872709,0.2263135427674694,0.20544005363138604
prm15_wcost_re9_c2p1_co2_cut90p_t1,Fossil,0.21038479991724782,0.18164063752797732,0.14448465825729567,0.10844223411925465,0.07404727109585826,0.03895679049925344,0.011227533320642451
prm15_wcost_re9_c2p1_co2_cut90p_t1,Hydro,0.6100871498170928,0.5921078081761311,0.5240634037976426,0.514858807422498,0.47913027904193745,0.426200290225597,0.3705897529522831
prm15_wcost_re9_c2p1_co2_cut90p_t1,BNG,0.13264816264505128,0.09144880259108328,0.08156202222884336,0.0693146158685433,0.05623762248874059,0.04525079472604276,0.08046566489302799
prm15_wcost_re10_c2p1_co2_cut90p_t1,Wind,0.031067502183330868,0.09612673454009102,0.14763223791850377,0.19793126610124842,0.23494932721631565,0.3291222919037578,0.40837227105754764
prm15_wcost_re10_c2p1_co2_cut90p_t1,Solar,0.016183574217747753,0.04862326153746102,0.09885335382069253,0.11109917091324215,0.1610031096809959,0.16969048806333928,0.1848431108194419
prm15_wcost_re10_c2p1_co2_cut90p_t1,Fossil,0.2103955314862086,0.17765953678357935,0.14458539969502937,0.11406847192165166,0.07325790476882793,0.03885624242995786,0.011225626831435496
prm15_wcost_re10_c2p1_co2_cut90p_t1,Hydro,0.6096984631855655,0.5894961557769662,0.527568989319331,0.5053483491014578,0.47510498460169315,0.41738889714356536,0.3654962101157944
prm15_wcost_re10_c2p1_co2_cut90p_t1,BNG,0.13265492892714734,0.08809431136190231,0.08136001924644337,0.07155274196239993,0.05568467373216737,0.044942080459379606,0.030062781175780536
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,0.030700883207069533,0.12595236722029093,0.22968935479703528,0.2837016985934437,0.34575600716663524,0.4019064668468556,0.46189564915912246
prm15_wcost_re11_c2p1_co2_cut90p_t1,Solar,0.016139419936313577,0.013670880917033421,0.0180046137595533,0.022845832133554848,0.04485132105828186,0.09454069103395553,0.1289358930403827
prm15_wcost_re11_c2p1_co2_cut90p_t1,Fossil,0.2103844312834579,0.1811366593441519,0.1449112272075315,0.11307371019090343,0.07332669258786025,0.03889008039716276,0.011245724658287999
prm15_wcost_re11_c2p1_co2_cut90p_t1,Hydro,0.6101273353526694,0.5903846666096729,0.522730037921285,0.5064672012559084,0.47645222500302525,0.4181195789065436,0.36847549172186417
prm15_wcost_re11_c2p1_co2_cut90p_t1,BNG,0.13264793022048968,0.08885542590885072,0.08466476631459478,0.07391155782618962,0.0596137541841973,0.046543182815482566,0.02944724142034262
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,0.031068025781659885,0.10770362298402922,0.17234921867336078,0.2301477896666527,0.26918311961810354,0.3585595792775341,0.4067239094548798
