period,load_zone,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,capacity_cost_existing,tCO2_per_mwh,total_costs,costs_per_mwh,var_om_cost_per_mwh,fuel_cost_per_mwh,startup_cost_per_mwh,capacity_cost_per_mwh,tx_capacity_cost_per_mwh,capacity_cost_existing_per_mwh,scs,scs_id
2030,Argentina,1104481817.0843947,1988016030.4471765,0.0,1561101194.289863,0.0,191675397.175,49.26954976036453,5260900830.638304,0.25704681188364165,4653599041.821434,24.278541275553945,5.762251354961329,10.371785110386984,0.0,8.144504810205635,0.0,27.446928026110157,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2030,Brazil,3506918066.7178826,3813529251.902429,0.0,13111300800.212753,0.0,858175727.7,36.780381208626636,23126130036.50757,0.04285879921959792,20431748118.833065,23.808350037575952,4.086480138650375,4.443762657006255,0.0,15.27810724191932,0.0,26.94801226607515,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2030,Chile,407847842.32373464,1165352147.0826,0.0,1295810717.3129804,,106979753.05,28.425908373783972,3622406248.3741913,0.2657129743092445,2869010706.7193155,26.818258828643984,3.812383471600607,10.89320281509661,0.0,12.112672541946763,,33.86067124945743,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2030,Paraguay,327500129.6099999,0.0,0.0,110678644.76154175,,35756362.075,0.0,1263512033.2065654,0.0,438178774.3715416,12.254568108815125,9.159212811500758,0.0,0.0,3.095355297314366,,35.33670541081087,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2030,Uruguay,40826588.72786773,79065077.97752579,0.0,205631106.39494437,,19225896.9,0.2390366727094786,651561439.1714932,0.01243305703514298,325522773.10033786,16.931473979782858,2.123520631584565,4.112425984013562,0.0,10.69552736418473,,33.88978119254833,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2035,Argentina,1292053689.8354087,2434154233.937139,0.0,2458020384.627998,0.0,227100883.425,59.65225881878378,5008257183.020065,0.2626685458864977,6184228308.400545,27.23119441515904,5.68933801731383,10.718382937250958,0.0,10.823473460594258,0.0,22.05300616839758,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2035,Brazil,3998024766.6858354,5811444111.366229,0.0,17118398679.631428,0.0,980934147.575,57.78314021690154,22903000262.091183,0.05890623785475219,26927867557.683495,27.45124902038814,4.075732072911811,5.9243978056354685,0.0,17.451119141840856,0.0,23.34815269578539,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2035,Chile,480120607.2032834,1245372123.6277664,0.0,1790922697.663513,,121510838.55,30.4566837570663,3622406248.3741913,0.2506499347754382,3516415428.494563,28.93910922232347,3.951257459273648,10.249062046554089,0.0,14.73878971649573,,29.81138383703625,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2035,Paraguay,327500129.60999995,0.0,0.0,110678644.76154175,,45374992.75,0.0,1263512033.2065654,0.0,438178774.37154174,9.65683403600195,7.217634863644137,0.0,0.0,2.439199172357813,,27.845999671406346,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2035,Uruguay,40207337.66922993,73391192.73283237,194623.79114550768,377695161.4469184,,22922726.725,0.20061890612867456,651561439.1714932,0.008751965180035733,491488315.6401262,21.441093005052444,1.7540381714440183,3.201678125525547,0.008490429322845215,16.476886278760034,,28.424255412026824,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2040,Argentina,1509866328.6636992,3070570272.667885,0.0,3463136265.3875227,0.0,269073705.875,75.10692489627002,4951447868.127769,0.2791314173639896,8043572866.719107,29.893567045364897,5.611348473288273,11.411632595919048,0.0,12.870585976157573,0.0,18.401827306113656,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2040,Brazil,4466245515.940225,7509577033.709203,0.0,22944597017.876812,0.0,1121252719.125,76.14254529716233,22903000262.091183,0.06790845988456753,34920419567.52624,31.144111378188974,3.983263933063708,6.697488358886216,0.0,20.463359086239052,0.0,20.426260620321315,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2040,Chile,566643208.7002962,1497701348.5890775,0.0,2121436132.4974244,,138015707.75,37.25488332504387,3622406248.3741913,0.2699321978084329,4185780689.786798,30.328292033026205,4.105642886146748,10.85167313927771,0.0,15.370976007601746,,26.246333170538637,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2040,Paraguay,327500129.60999995,0.0,0.0,3046485.205479452,,57581093.275,0.0,1263512033.2065654,0.0,330546614.8154794,5.740540792388757,5.687633057710469,0.0,0.0,0.05290773467828797,,21.94317546511651,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2040,Uruguay,37931036.29596796,50242480.86858544,970021.7158884535,595393943.8887588,,27330430.575,0.0324073769832307,651561439.1714932,0.0011857616693706516,684537482.7692007,25.046714170517628,1.3878682295867182,1.8383347723231191,0.0354923685972135,21.785018800010572,,23.840145415326784,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2045,Argentina,1765166207.0907972,3928054419.459275,0.0,5869264236.898251,0.0,318804005.775,95.77108666668964,4808473616.102117,0.3004074131185206,11562484863.448322,36.2683173799538,5.536838230121192,12.32122039969457,0.0,18.410258750138038,0.0,15.082851937236192,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2045,Brazil,4785109205.333142,9496504113.397911,0.0,28282251159.633663,0.0,1281643269.475,101.4025409226357,22432038883.763187,0.07911916157775577,42563864478.364716,33.210383491344025,3.733573389179712,7.409631322207129,0.0,22.06717877995718,0.0,17.50256051588523,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2045,Chile,665266010.3732675,1780306352.6017308,0.0,2564523122.882844,,156762419.25,44.7098299686678,3622406248.3741913,0.2852075783378024,5010095485.857842,31.95979948400702,4.243785044630635,11.35671649569628,0.0,16.359297943680108,,23.107618941484226,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2045,Paraguay,346148859.4378083,104978989.9720533,7337466.512475265,494451053.0070425,,73070680.0,1.3552226310818356,1263512033.2065654,0.01854673627071536,952916368.9293793,13.041022321530049,4.737178570636106,1.4366773372309292,0.10041601518523251,6.766750398477782,,17.291641917203528,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2045,Uruguay,36680179.03439628,45831086.47041942,1999743.5344467454,1339731598.2385998,,32585578.3,0.03782118543675993,651561439.1714932,0.0011606725247763955,1424242607.2778623,43.707759124773986,1.1256568380250684,1.4064837532872454,0.06136897482794545,41.11424955863372,,19.99539284443183,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
2050,Argentina,1887463947.4385147,4356438946.017118,0.0,7485047607.415517,0.0,377725433.6,106.21996004736874,4017854941.1810117,0.28120944632987704,13728950500.871151,36.34637564652239,4.996920460053751,11.533348190237191,0.0,19.816106996231447,0.0,10.636972212561679,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1
