period,load_zone,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,capacity_cost_existing,tCO2_per_mwh,total_costs,costs_per_mwh,var_om_cost_per_mwh,fuel_cost_per_mwh,startup_cost_per_mwh,capacity_cost_per_mwh,tx_capacity_cost_per_mwh,capacity_cost_existing_per_mwh,scs,scs_id
2035,Uruguay,40277121.892429054,73905167.748424,163753.8549326749,374951946.6907069,,22922726.725,0.2034712784102237,651561439.1714932,0.008876399428882676,489297990.1864926,21.345540434893117,1.7570824961457132,3.224100196937805,0.0071437336795574825,16.357214008130043,,28.424255412026824,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2040,Argentina,1495799824.2613084,3022606965.068136,0.0,3516016061.2903023,0.0,269073705.875,73.94407157959213,4951447868.127769,0.2748097267220282,8034422850.619747,29.859561433149445,5.55907095937569,11.233379178537454,0.0,13.0671112952363,0.0,18.401827306113656,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2040,Brazil,4471349410.067894,7555440999.678837,0.0,22851655214.403614,0.0,1121252719.125,77.16254579263034,22903000262.091183,0.06881815711702018,34878445624.150345,31.10667651389839,3.987815890031672,6.7383925771657704,0.0,20.380468046700948,0.0,20.426260620321315,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2040,Chile,566882868.6979214,1496387539.2818768,0.0,2128551786.4057605,,138015707.75,37.242849993061434,3622406248.3741913,0.2698450096747153,4191822194.385559,30.372066069309845,4.107379355143881,10.842153865503594,0.0,15.42253284866237,,26.246333170538637,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2040,Paraguay,327500129.60999995,0.0,0.0,3046485.205479452,,57581093.275,0.0,1263512033.2065654,0.0,330546614.8154794,5.740540792388757,5.687633057710469,0.0,0.0,0.05290773467828797,,21.94317546511651,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2040,Uruguay,38063662.81359947,48769740.771956705,498322.5218666648,584601444.3001094,,27330430.575,0.008982344721580021,651561439.1714932,0.0003286572707638369,671933170.4075322,24.585531814569016,1.3927209346060392,1.7844483144209193,0.018233248118765318,21.39012931742329,,23.840145415326784,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2045,Argentina,1750940580.813728,3880217512.704358,0.0,6186093986.180999,0.0,318804005.775,94.60433284339896,4808473616.102117,0.2967476290438057,11817252079.699085,37.06745168076483,5.4922163746257215,12.171169252631259,0.0,19.404066053507854,0.0,15.082851937236192,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2045,Brazil,4760191262.057901,9338941201.22859,0.0,28624217176.52254,0.0,1281643269.475,99.42193190481589,22432038883.763187,0.07757379473115178,42723349639.80904,33.334821519649395,3.714131205953916,7.286693125657426,0.0,22.33399718803805,0.0,17.50256051588523,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2045,Chile,665434092.5750424,1780804579.430462,0.0,2564173637.820964,,156762419.25,44.72248112489424,3622406248.3741913,0.2852882810743828,5010412309.8264675,31.96182052942174,4.244857254427976,11.359894724452346,0.0,16.35706855054142,,23.107618941484226,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2045,Paraguay,346148859.4378083,104978989.9720533,7337466.512475257,494451053.00704247,,73070680.0,1.3552226310818363,1263512033.2065654,0.01854673627071537,952916368.9293792,13.041022321530047,4.737178570636106,1.4366773372309292,0.1004160151852324,6.7667503984777815,,17.291641917203528,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2045,Uruguay,36913591.45378194,46756086.34072528,1353774.52562602,823671903.1600653,,32585578.3,0.0380100494268946,651561439.1714932,0.001166468462733853,908695355.4801985,27.88642715235158,1.1328198970089152,1.4348705402820878,0.04154520484990196,25.277191510210677,,19.99539284443183,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2050,Argentina,1780546763.8916795,3998199448.904235,0.0,8014543898.968055,0.0,377725433.6,97.48256980589598,4017854941.1810117,0.25807785532685923,13793290111.76397,36.51670998244363,4.713865166350502,10.584935758226461,0.0,21.217909057866667,0.0,10.636972212561679,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2050,Brazil,4649230835.209668,8615634122.889791,0.0,38147706645.654816,0.0,1464977015.575,87.82109034552357,22036012277.233093,0.0599470772659556,51412571603.75427,35.094456129453306,3.1735861967669545,5.881071191760763,0.0,26.03979874092559,0.0,15.04188259812664,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2050,Chile,793167694.4880778,2212016156.6650543,0.0,4524409316.246147,,178055542.975,55.30501971962735,2977171826.910461,0.3106054369079231,7529593167.399279,42.28788973144451,4.454608271304663,12.423180540780098,0.0,25.410100919359753,,16.720466979949467,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2050,Paraguay,370357503.47619486,241442912.46608692,240637.5,1562280128.6101418,,92727099.15,3.1402089550365533,1263512033.2065654,0.03386506192711576,2174321182.0524235,23.44860566095282,3.994058984602613,2.603800988916053,0.0025951151519442305,16.848150572282208,,13.626135668955254,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2050,Uruguay,35325210.71056678,41887651.88653327,2435326.7927587726,1798493592.1822388,,38851223.725,0.05352006041392664,422865598.6532496,0.0013775643411583847,1878141781.5720975,48.34189509360422,0.9092431929714404,1.078155277244958,0.06268339988456238,46.29181322350326,,10.884228554714582,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1
2020,Argentina,949979473.4234715,1356392606.4192739,0.0,718415728.7671232,0.0,136540472.225,32.998281457558505,5290859683.229098,0.2416739954083494,3024787808.6098685,22.153049270442192,6.957493686253226,9.933996743354781,0.0,5.261558840834185,0.0,38.74938761388262,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
2020,Brazil,3324865876.200045,6710007935.830004,0.0,2606094344.3630137,0.0,656823855.825,51.604894581043986,23336641594.56261,0.0785673268767407,12640968156.393063,19.245598411640277,5.0620358056634,10.215840786418962,0.0,3.9677218195579136,0.0,35.52952802734418,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
2020,Chile,325939104.78579414,944114485.356739,0.0,752655864.8630137,,82922909.175,22.818675539520285,3622406248.3741913,0.2751793897071784,2022709455.005547,24.39264945151446,3.930627953463792,11.38544818011975,0.0,9.076573317930917,,43.68402271957786,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
2020,Paraguay,327500129.60999984,0.0,0.0,3046485.205479452,,22203743.3,0.0,1263512033.2065654,0.0,330546614.8154793,14.886976954713724,14.749771026671878,0.0,0.0,0.13720592804184742,,56.9053612327866,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
2020,Uruguay,35926529.37623148,46783991.23674463,542335.7073856201,154103578.15068492,,13524698.625,0.08360379962399993,651561439.1714932,0.006181564701889978,237356434.47104663,17.549850170583497,2.6563645055884915,3.4591522172823743,0.04009965193480384,11.394233795777827,,48.17567157963146,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
2025,Argentina,1071264630.0493377,1811405118.3956172,0.0,832001372.5413289,0.0,161775906.45,44.508370774643204,5270157715.967609,0.2751236061743186,3714671120.986284,22.961831600890307,6.621904667741318,11.197001816555838,0.0,5.142925116593151,0.0,32.576901169127154,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
2025,Brazil,3492629024.4515767,3879677997.918883,0.0,8711720172.268469,0.0,750779774.25,38.879007651259094,23126130036.50757,0.05178483622590622,16084027194.638927,21.42309602134161,4.652002017423256,5.167531320079222,0.0,11.603562683839133,0.0,30.8028143933548,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1
