period,load_zone,technology,twh,scenario
2020,Argentina,BNG,15.686756999999997,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Battery,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Curtailment,3.940661574830529e-15,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Fossil,71.66024026151425,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Hydro,41.046421158,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Solar,1.0480361859051723,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Trans_loss,-0.22654580812360686,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Argentina,Wind,6.244675862862069,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,BNG,96.27760164806787,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Battery,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Curtailment,1.7687334100000331,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Fossil,74.9977357766119,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Hydro,450.527933282,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Solar,4.951314463706896,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Trans_loss,-0.22907462359759395,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Brazil,Wind,5.771182727206897,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,BNG,3.4538039999999954,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,Battery,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,Curtailment,8.732201628447456e-16,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,Fossil,39.95724868257586,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,Hydro,21.522740232000004,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,Solar,7.777908641637931,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Chile,Wind,9.729895828586207,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,BNG,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,Battery,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,Curtailment,49.10950196724997,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,Fossil,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,Hydro,23.66830461275,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,Solar,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Paraguay,Wind,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,BNG,2.5220473174137923,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,Battery,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,Curtailment,0.37294734100000054,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,Fossil,0.44222847736350007,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,Hydro,5.712965339,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,Solar,0.5709164859310345,prm15_wcost_re2_c2p1_co2_cut90p_t1
2020,Uruguay,Wind,5.5493976636551725,prm15_wcost_re2_c2p1_co2_cut90p_t1
2025,Argentina,BNG,15.68675699999996,prm15_wcost_re2_c2p1_co2_cut90p_t1
2025,Argentina,Battery,0.0,prm15_wcost_re2_c2p1_co2_cut90p_t1
