period,scs_id,wt_costs_per_mwh,MtCO2
2050,prm15_wcost_re11_c2p1_co2_cut90p_t1,43.78408097660768,10.183970999999953
2050,prm15_wcost_re11_c2p1_t1,36.54126341744677,332.5419676695961
2050,prm15_wcost_re12_c2p1_co2_cut90p_t1,47.89837474537223,10.183970999999923
2050,prm15_wcost_re12_c2p1_t1,37.54650742809729,368.5405912489497
2050,prm15_wcost_re13_c2p1_co2_cut90p_t1,51.29026053780642,10.183971
2050,prm15_wcost_re13_c2p1_t1,38.26555760806834,405.80097191238576
2050,prm15_wcost_re14_c2p1_co2_cut90p_t1,48.83036386654236,10.183970999999936
2050,prm15_wcost_re14_c2p1_t1,37.8191350424155,367.37777155999305
2050,prm15_wcost_re15_c2p1_co2_cut90p_t1,47.13644144406572,10.183970999999966
2050,prm15_wcost_re15_c2p1_t1,37.37318133695892,358.9367835678187
2050,prm15_wcost_re16_c2p1_co2_cut90p_t1,44.80931820724755,10.183971000000026
2050,prm15_wcost_re16_c2p1_t1,36.85896493953428,328.4442494736239
2050,prm15_wcost_re17_c2p1_co2_cut90p_t1,46.65399472244781,10.183971
2050,prm15_wcost_re17_c2p1_t1,37.2367656042184,342.8485134019922
2050,prm15_wcost_re18_c2p1_co2_cut90p_t1,50.317268868252725,10.183970999999955
2050,prm15_wcost_re18_c2p1_t1,38.08115728472691,394.15396668796336
2050,prm15_wcost_re19_c2p1_co2_cut90p_t1,50.35541986716156,10.18397099999995
2050,prm15_wcost_re19_c2p1_t1,38.17729153593488,398.0316614219863
2050,prm15_wcost_re1_c2p1_co2_cut90p_t1,41.864930372256204,10.183971000000001
2050,prm15_wcost_re1_c2p1_t1,35.78838416199559,258.3125540794984
2050,prm15_wcost_re20_c2p1_co2_cut90p_t1,43.24753549735303,10.183970999999987
2050,prm15_wcost_re20_c2p1_t1,36.40000110382787,309.39381015192987
2050,prm15_wcost_re2_c2p1_co2_cut90p_t1,45.37413875963381,10.183970999999923
2050,prm15_wcost_re2_c2p1_t1,36.447346972429216,323.42254907924064
2050,prm15_wcost_re3_c2p1_co2_cut90p_t1,48.406521648993454,10.18397099999999
2050,prm15_wcost_re3_c2p1_t1,36.925750140675525,363.63668395735607
2050,prm15_wcost_re4_c2p1_co2_cut90p_t1,46.22043150464179,10.183970999999943
2050,prm15_wcost_re4_c2p1_t1,36.608308711157555,328.36172459936006
2050,prm15_wcost_re5_c2p1_co2_cut90p_t1,44.66555427974789,10.183970999999914
2050,prm15_wcost_re5_c2p1_t1,36.32388542000987,323.7997672053944
2050,prm15_wcost_re6_c2p1_co2_cut90p_t1,42.71269801273825,10.18397099999993
2050,prm15_wcost_re6_c2p1_t1,36.00330881765547,288.46449373959433
2050,prm15_wcost_re7_c2p1_co2_cut90p_t1,44.218321434047965,10.183970999999959
2050,prm15_wcost_re7_c2p1_t1,36.24130119187632,315.67560118881073
2050,prm15_wcost_re8_c2p1_co2_cut90p_t1,47.56337777964705,10.183970999999989
2050,prm15_wcost_re8_c2p1_t1,36.79245930106667,345.3889836562808
2050,prm15_wcost_re9_c2p1_co2_cut90p_t1,47.580202321864284,10.183970999999984
2050,prm15_wcost_re9_c2p1_t1,36.84502458402959,347.25968599475596
