,Latitude,Longitude,project,load_zone,biome
375,-25.75,-62.25,p_wind_Argentina_AR820,Argentina,Gran Chaco
376,-27.75,-62.25,p_wind_Argentina_AR824,Argentina,Gran Chaco
377,-28.25,-62.25,p_wind_Argentina_AR825,Argentina,Gran Chaco
378,-28.75,-62.25,p_wind_Argentina_AR826,Argentina,Gran Chaco
379,-29.25,-62.25,p_wind_Argentina_AR827,Argentina,Gran Chaco
380,-29.75,-62.25,p_wind_Argentina_AR828,Argentina,Gran Chaco
381,-30.25,-62.25,p_wind_Argentina_AR829,Argentina,Pampas
382,-30.75,-62.25,p_wind_Argentina_AR830,Argentina,Pampas
383,-31.25,-62.25,p_wind_Argentina_AR831,Argentina,Pampas
384,-31.75,-62.25,p_wind_Argentina_AR832,Argentina,Pampas
385,-32.25,-62.25,p_wind_Argentina_AR833,Argentina,Pampas
386,-32.75,-62.25,p_wind_Argentina_AR834,Argentina,Pampas
387,-33.25,-62.25,p_wind_Argentina_AR835,Argentina,Pampas
388,-33.75,-62.25,p_wind_Argentina_AR836,Argentina,Pampas
389,-34.25,-62.25,p_wind_Argentina_AR837,Argentina,Pampas
390,-34.75,-62.25,p_wind_Argentina_AR838,Argentina,Pampas
391,-35.25,-62.25,p_wind_Argentina_AR839,Argentina,Pampas
392,-35.75,-62.25,p_wind_Argentina_AR840,Argentina,Pampas
393,-36.25,-62.25,p_wind_Argentina_AR841,Argentina,Pampas
394,-36.75,-62.25,p_wind_Argentina_AR842,Argentina,Pampas
395,-37.25,-62.25,p_wind_Argentina_AR843,Argentina,Pampas
396,-37.75,-62.25,p_wind_Argentina_AR844,Argentina,Pampas
397,-38.25,-62.25,p_wind_Argentina_AR845,Argentina,Pampas
398,-38.75,-62.25,p_wind_Argentina_AR846,Argentina,Patagonia
399,-39.25,-62.25,p_wind_Argentina_AR847,Argentina,Patagonia
400,-39.75,-62.25,p_wind_Argentina_AR848,Argentina,Patagonia
401,-23.25,-61.75,p_wind_Argentina_AR849,Argentina,Gran Chaco
402,-23.75,-61.75,p_wind_Argentina_AR850,Argentina,Gran Chaco
403,-24.25,-61.75,p_wind_Argentina_AR851,Argentina,Gran Chaco
404,-24.75,-61.75,p_wind_Argentina_AR852,Argentina,Gran Chaco
405,-25.25,-61.75,p_wind_Argentina_AR853,Argentina,Gran Chaco
406,-27.75,-61.75,p_wind_Argentina_AR858,Argentina,Gran Chaco
407,-28.25,-61.75,p_wind_Argentina_AR859,Argentina,Gran Chaco
408,-28.75,-61.75,p_wind_Argentina_AR860,Argentina,Gran Chaco
409,-29.25,-61.75,p_wind_Argentina_AR861,Argentina,Gran Chaco
410,-29.75,-61.75,p_wind_Argentina_AR862,Argentina,Gran Chaco
411,-30.25,-61.75,p_wind_Argentina_AR863,Argentina,Pampas
412,-30.75,-61.75,p_wind_Argentina_AR864,Argentina,Pampas
413,-31.25,-61.75,p_wind_Argentina_AR865,Argentina,Pampas
414,-31.75,-61.75,p_wind_Argentina_AR866,Argentina,Pampas
415,-32.25,-61.75,p_wind_Argentina_AR867,Argentina,Pampas
416,-32.75,-61.75,p_wind_Argentina_AR868,Argentina,Pampas
417,-33.25,-61.75,p_wind_Argentina_AR869,Argentina,Pampas
418,-33.75,-61.75,p_wind_Argentina_AR870,Argentina,Pampas
419,-34.25,-61.75,p_wind_Argentina_AR871,Argentina,Pampas
420,-34.75,-61.75,p_wind_Argentina_AR872,Argentina,Pampas
421,-35.25,-61.75,p_wind_Argentina_AR873,Argentina,Pampas
422,-35.75,-61.75,p_wind_Argentina_AR874,Argentina,Pampas
423,-36.25,-61.75,p_wind_Argentina_AR875,Argentina,Pampas
424,-36.75,-61.75,p_wind_Argentina_AR876,Argentina,Pampas
425,-37.25,-61.75,p_wind_Argentina_AR877,Argentina,Pampas
426,-37.75,-61.75,p_wind_Argentina_AR878,Argentina,Pampas
427,-38.25,-61.75,p_wind_Argentina_AR879,Argentina,Pampas
428,-38.75,-61.75,p_wind_Argentina_AR880,Argentina,Pampas
429,-23.75,-61.25,p_wind_Argentina_AR881,Argentina,Gran Chaco
430,-24.25,-61.25,p_wind_Argentina_AR882,Argentina,Gran Chaco
431,-24.75,-61.25,p_wind_Argentina_AR883,Argentina,Gran Chaco
432,-28.25,-61.25,p_wind_Argentina_AR890,Argentina,Gran Chaco
433,-28.75,-61.25,p_wind_Argentina_AR891,Argentina,Gran Chaco
434,-29.25,-61.25,p_wind_Argentina_AR892,Argentina,Gran Chaco
435,-29.75,-61.25,p_wind_Argentina_AR893,Argentina,Gran Chaco
436,-30.25,-61.25,p_wind_Argentina_AR894,Argentina,Pampas
437,-30.75,-61.25,p_wind_Argentina_AR895,Argentina,Pampas
438,-31.25,-61.25,p_wind_Argentina_AR896,Argentina,Pampas
439,-31.75,-61.25,p_wind_Argentina_AR897,Argentina,Pampas
440,-32.25,-61.25,p_wind_Argentina_AR898,Argentina,Pampas
441,-32.75,-61.25,p_wind_Argentina_AR899,Argentina,Pampas
442,-33.25,-61.25,p_wind_Argentina_AR900,Argentina,Pampas
443,-33.75,-61.25,p_wind_Argentina_AR901,Argentina,Pampas
444,-34.25,-61.25,p_wind_Argentina_AR902,Argentina,Pampas
445,-34.75,-61.25,p_wind_Argentina_AR903,Argentina,Pampas
446,-35.25,-61.25,p_wind_Argentina_AR904,Argentina,Pampas
447,-35.75,-61.25,p_wind_Argentina_AR905,Argentina,Pampas
448,-36.25,-61.25,p_wind_Argentina_AR906,Argentina,Pampas
449,-36.75,-61.25,p_wind_Argentina_AR907,Argentina,Pampas
450,-37.25,-61.25,p_wind_Argentina_AR908,Argentina,Pampas
451,-37.75,-61.25,p_wind_Argentina_AR909,Argentina,Pampas
452,-38.25,-61.25,p_wind_Argentina_AR910,Argentina,Pampas
453,-38.75,-61.25,p_wind_Argentina_AR911,Argentina,Pampas
454,-24.25,-60.75,p_wind_Argentina_AR912,Argentina,Gran Chaco
455,-24.75,-60.75,p_wind_Argentina_AR913,Argentina,Gran Chaco
456,-28.75,-60.75,p_wind_Argentina_AR921,Argentina,Gran Chaco
457,-29.25,-60.75,p_wind_Argentina_AR922,Argentina,Gran Chaco
458,-29.75,-60.75,p_wind_Argentina_AR923,Argentina,Gran Chaco
459,-30.25,-60.75,p_wind_Argentina_AR924,Argentina,Pampas
460,-30.75,-60.75,p_wind_Argentina_AR925,Argentina,Pampas
461,-31.25,-60.75,p_wind_Argentina_AR926,Argentina,Pampas
462,-31.75,-60.75,p_wind_Argentina_AR927,Argentina,Pampas
463,-32.25,-60.75,p_wind_Argentina_AR928,Argentina,Pampas
464,-32.75,-60.75,p_wind_Argentina_AR929,Argentina,Pampas
465,-33.25,-60.75,p_wind_Argentina_AR930,Argentina,Pampas
466,-33.75,-60.75,p_wind_Argentina_AR931,Argentina,Pampas
467,-34.25,-60.75,p_wind_Argentina_AR932,Argentina,Pampas
468,-34.75,-60.75,p_wind_Argentina_AR933,Argentina,Pampas
469,-35.25,-60.75,p_wind_Argentina_AR934,Argentina,Pampas
470,-35.75,-60.75,p_wind_Argentina_AR935,Argentina,Pampas
471,-36.25,-60.75,p_wind_Argentina_AR936,Argentina,Pampas
472,-36.75,-60.75,p_wind_Argentina_AR937,Argentina,Pampas
473,-37.25,-60.75,p_wind_Argentina_AR938,Argentina,Pampas
474,-37.75,-60.75,p_wind_Argentina_AR939,Argentina,Pampas
475,-38.25,-60.75,p_wind_Argentina_AR940,Argentina,Pampas
476,-38.75,-60.75,p_wind_Argentina_AR941,Argentina,Pampas
477,-24.25,-60.25,p_wind_Argentina_AR942,Argentina,Gran Chaco
478,-29.25,-60.25,p_wind_Argentina_AR952,Argentina,Gran Chaco
479,-29.75,-60.25,p_wind_Argentina_AR953,Argentina,Gran Chaco
480,-30.25,-60.25,p_wind_Argentina_AR954,Argentina,Pampas
481,-30.75,-60.25,p_wind_Argentina_AR955,Argentina,Pampas
482,-31.25,-60.25,p_wind_Argentina_AR956,Argentina,Pampas
483,-31.75,-60.25,p_wind_Argentina_AR957,Argentina,Pampas
484,-32.25,-60.25,p_wind_Argentina_AR958,Argentina,Pampas
485,-32.75,-60.25,p_wind_Argentina_AR959,Argentina,Pampas
486,-33.25,-60.25,p_wind_Argentina_AR960,Argentina,Pampas
487,-33.75,-60.25,p_wind_Argentina_AR961,Argentina,Pampas
488,-34.25,-60.25,p_wind_Argentina_AR962,Argentina,Pampas
489,-34.75,-60.25,p_wind_Argentina_AR963,Argentina,Pampas
490,-35.25,-60.25,p_wind_Argentina_AR964,Argentina,Pampas
491,-35.75,-60.25,p_wind_Argentina_AR965,Argentina,Pampas
492,-36.25,-60.25,p_wind_Argentina_AR966,Argentina,Pampas
493,-36.75,-60.25,p_wind_Argentina_AR967,Argentina,Pampas
494,-37.25,-60.25,p_wind_Argentina_AR968,Argentina,Pampas
495,-37.75,-60.25,p_wind_Argentina_AR969,Argentina,Pampas
496,-38.25,-60.25,p_wind_Argentina_AR970,Argentina,Pampas
497,-38.75,-60.25,p_wind_Argentina_AR971,Argentina,Pampas
498,-29.75,-59.75,p_wind_Argentina_AR983,Argentina,Pampas
499,-30.25,-59.75,p_wind_Argentina_AR984,Argentina,Pampas
500,-30.75,-59.75,p_wind_Argentina_AR985,Argentina,Pampas
501,-31.25,-59.75,p_wind_Argentina_AR986,Argentina,Pampas
502,-31.75,-59.75,p_wind_Argentina_AR987,Argentina,Pampas
503,-32.25,-59.75,p_wind_Argentina_AR988,Argentina,Pampas
504,-32.75,-59.75,p_wind_Argentina_AR989,Argentina,Pampas
505,-33.25,-59.75,p_wind_Argentina_AR990,Argentina,Pampas
506,-33.75,-59.75,p_wind_Argentina_AR991,Argentina,Pampas
507,-34.25,-59.75,p_wind_Argentina_AR992,Argentina,Pampas
508,-34.75,-59.75,p_wind_Argentina_AR993,Argentina,Pampas
509,-35.25,-59.75,p_wind_Argentina_AR994,Argentina,Pampas
510,-35.75,-59.75,p_wind_Argentina_AR995,Argentina,Pampas
511,-36.25,-59.75,p_wind_Argentina_AR996,Argentina,Pampas
512,-36.75,-59.75,p_wind_Argentina_AR997,Argentina,Pampas
513,-37.25,-59.75,p_wind_Argentina_AR998,Argentina,Pampas
514,-37.75,-59.75,p_wind_Argentina_AR999,Argentina,Pampas
515,-38.25,-59.75,p_wind_Argentina_AR1000,Argentina,Pampas
516,-38.75,-59.75,p_wind_Argentina_AR1001,Argentina,Pampas
517,-29.75,-59.25,p_wind_Argentina_AR1012,Argentina,Pampas
518,-30.25,-59.25,p_wind_Argentina_AR1013,Argentina,Pampas
519,-30.75,-59.25,p_wind_Argentina_AR1014,Argentina,Pampas
520,-31.25,-59.25,p_wind_Argentina_AR1015,Argentina,Pampas
521,-31.75,-59.25,p_wind_Argentina_AR1016,Argentina,Pampas
522,-32.25,-59.25,p_wind_Argentina_AR1017,Argentina,Pampas
523,-32.75,-59.25,p_wind_Argentina_AR1018,Argentina,Pampas
524,-33.25,-59.25,p_wind_Argentina_AR1019,Argentina,Pampas
525,-33.75,-59.25,p_wind_Argentina_AR1020,Argentina,Pampas
526,-34.25,-59.25,p_wind_Argentina_AR1021,Argentina,Pampas
527,-34.75,-59.25,p_wind_Argentina_AR1022,Argentina,Pampas
528,-35.25,-59.25,p_wind_Argentina_AR1023,Argentina,Pampas
529,-35.75,-59.25,p_wind_Argentina_AR1024,Argentina,Pampas
530,-36.25,-59.25,p_wind_Argentina_AR1025,Argentina,Pampas
531,-36.75,-59.25,p_wind_Argentina_AR1026,Argentina,Pampas
532,-37.25,-59.25,p_wind_Argentina_AR1027,Argentina,Pampas
533,-37.75,-59.25,p_wind_Argentina_AR1028,Argentina,Pampas
534,-38.25,-59.25,p_wind_Argentina_AR1029,Argentina,Pampas
535,-29.75,-58.75,p_wind_Argentina_AR1039,Argentina,Pampas
536,-30.25,-58.75,p_wind_Argentina_AR1040,Argentina,Pampas
537,-30.75,-58.75,p_wind_Argentina_AR1041,Argentina,Pampas
538,-31.25,-58.75,p_wind_Argentina_AR1042,Argentina,Pampas
539,-31.75,-58.75,p_wind_Argentina_AR1043,Argentina,Pampas
540,-32.25,-58.75,p_wind_Argentina_AR1044,Argentina,Pampas
541,-32.75,-58.75,p_wind_Argentina_AR1045,Argentina,Pampas
542,-33.25,-58.75,p_wind_Argentina_AR1046,Argentina,Pampas
543,-33.75,-58.75,p_wind_Argentina_AR1047,Argentina,Pampas
544,-34.25,-58.75,p_wind_Argentina_AR1048,Argentina,Pampas
545,-34.75,-58.75,p_wind_Argentina_AR1049,Argentina,Pampas
546,-35.25,-58.75,p_wind_Argentina_AR1050,Argentina,Pampas
547,-35.75,-58.75,p_wind_Argentina_AR1051,Argentina,Pampas
548,-36.25,-58.75,p_wind_Argentina_AR1052,Argentina,Pampas
549,-36.75,-58.75,p_wind_Argentina_AR1053,Argentina,Pampas
550,-37.25,-58.75,p_wind_Argentina_AR1054,Argentina,Pampas
551,-37.75,-58.75,p_wind_Argentina_AR1055,Argentina,Pampas
552,-38.25,-58.75,p_wind_Argentina_AR1056,Argentina,Pampas
553,-29.25,-58.25,p_wind_Argentina_AR1065,Argentina,Pampas
554,-29.75,-58.25,p_wind_Argentina_AR1066,Argentina,Pampas
555,-30.25,-58.25,p_wind_Argentina_AR1067,Argentina,Pampas
556,-30.75,-58.25,p_wind_Argentina_AR1068,Argentina,Pampas
557,-31.25,-58.25,p_wind_Argentina_AR1069,Argentina,Pampas
558,-31.75,-58.25,p_wind_Argentina_AR1070,Argentina,Pampas
559,-32.25,-58.25,p_wind_Argentina_AR1071,Argentina,Pampas
560,-32.75,-58.25,p_wind_Argentina_AR1072,Argentina,Pampas
561,-34.25,-58.25,p_wind_Argentina_AR1073,Argentina,Pampas
562,-34.75,-58.25,p_wind_Argentina_AR1074,Argentina,Pampas
563,-35.25,-58.25,p_wind_Argentina_AR1075,Argentina,Pampas
564,-35.75,-58.25,p_wind_Argentina_AR1076,Argentina,Pampas
565,-36.25,-58.25,p_wind_Argentina_AR1077,Argentina,Pampas
566,-36.75,-58.25,p_wind_Argentina_AR1078,Argentina,Pampas
567,-37.25,-58.25,p_wind_Argentina_AR1079,Argentina,Pampas
568,-37.75,-58.25,p_wind_Argentina_AR1080,Argentina,Pampas
569,-38.25,-58.25,p_wind_Argentina_AR1081,Argentina,Pampas
570,-29.25,-57.75,p_wind_Argentina_AR1086,Argentina,Pampas
571,-29.75,-57.75,p_wind_Argentina_AR1087,Argentina,Pampas
572,-30.25,-57.75,p_wind_Argentina_AR1088,Argentina,Pampas
573,-34.75,-57.75,p_wind_Argentina_AR1089,Argentina,Pampas
574,-35.25,-57.75,p_wind_Argentina_AR1090,Argentina,Pampas
575,-35.75,-57.75,p_wind_Argentina_AR1091,Argentina,Pampas
576,-36.25,-57.75,p_wind_Argentina_AR1092,Argentina,Pampas
577,-36.75,-57.75,p_wind_Argentina_AR1093,Argentina,Pampas
578,-37.25,-57.75,p_wind_Argentina_AR1094,Argentina,Pampas
579,-37.75,-57.75,p_wind_Argentina_AR1095,Argentina,Pampas
580,-28.25,-57.25,p_wind_Argentina_AR1097,Argentina,Pampas
581,-28.75,-57.25,p_wind_Argentina_AR1098,Argentina,Pampas
582,-29.25,-57.25,p_wind_Argentina_AR1099,Argentina,Pampas
583,-29.75,-57.25,p_wind_Argentina_AR1100,Argentina,Pampas
584,-35.25,-57.25,p_wind_Argentina_AR1102,Argentina,Pampas
585,-35.75,-57.25,p_wind_Argentina_AR1103,Argentina,Pampas
586,-36.25,-57.25,p_wind_Argentina_AR1104,Argentina,Pampas
587,-36.75,-57.25,p_wind_Argentina_AR1105,Argentina,Pampas
588,-37.25,-57.25,p_wind_Argentina_AR1106,Argentina,Pampas
589,-28.25,-56.75,p_wind_Argentina_AR1108,Argentina,Pampas
590,-28.75,-56.75,p_wind_Argentina_AR1109,Argentina,Pampas
591,-29.25,-56.75,p_wind_Argentina_AR1110,Argentina,Pampas
592,-36.25,-56.75,p_wind_Argentina_AR1111,Argentina,Pampas
593,-36.75,-56.75,p_wind_Argentina_AR1112,Argentina,Pampas
594,-28.25,-56.25,p_wind_Argentina_AR1114,Argentina,Pampas
595,-28.75,-56.25,p_wind_Argentina_AR1115,Argentina,Pampas
596,-30.25,-57.25,p_wind_Brazil_BR883,Brazil,Pampas
597,-29.75,-56.75,p_wind_Brazil_BR932,Brazil,Pampas
598,-29.25,-56.25,p_wind_Brazil_BR981,Brazil,Pampas
599,-29.75,-56.25,p_wind_Brazil_BR982,Brazil,Pampas
600,-30.25,-56.25,p_wind_Brazil_BR983,Brazil,Pampas
601,-28.25,-55.75,p_wind_Brazil_BR1034,Brazil,Pampas
602,-28.75,-55.75,p_wind_Brazil_BR1035,Brazil,Pampas
603,-29.25,-55.75,p_wind_Brazil_BR1036,Brazil,Pampas
604,-29.75,-55.75,p_wind_Brazil_BR1037,Brazil,Pampas
605,-30.25,-55.75,p_wind_Brazil_BR1038,Brazil,Pampas
606,-30.75,-55.75,p_wind_Brazil_BR1039,Brazil,Pampas
607,-28.75,-55.25,p_wind_Brazil_BR1094,Brazil,Pampas
608,-29.25,-55.25,p_wind_Brazil_BR1095,Brazil,Pampas
609,-29.75,-55.25,p_wind_Brazil_BR1096,Brazil,Pampas
610,-30.25,-55.25,p_wind_Brazil_BR1097,Brazil,Pampas
611,-30.75,-55.25,p_wind_Brazil_BR1098,Brazil,Pampas
612,-29.25,-54.75,p_wind_Brazil_BR1155,Brazil,Pampas
613,-29.75,-54.75,p_wind_Brazil_BR1156,Brazil,Pampas
614,-30.25,-54.75,p_wind_Brazil_BR1157,Brazil,Pampas
615,-30.75,-54.75,p_wind_Brazil_BR1158,Brazil,Pampas
616,-31.25,-54.75,p_wind_Brazil_BR1159,Brazil,Pampas
617,-29.75,-54.25,p_wind_Brazil_BR1219,Brazil,Pampas
618,-30.25,-54.25,p_wind_Brazil_BR1220,Brazil,Pampas
619,-30.75,-54.25,p_wind_Brazil_BR1221,Brazil,Pampas
620,-31.25,-54.25,p_wind_Brazil_BR1222,Brazil,Pampas
621,-31.75,-54.25,p_wind_Brazil_BR1223,Brazil,Pampas
622,-30.25,-53.75,p_wind_Brazil_BR1287,Brazil,Pampas
623,-30.75,-53.75,p_wind_Brazil_BR1288,Brazil,Pampas
624,-31.25,-53.75,p_wind_Brazil_BR1289,Brazil,Pampas
625,-31.75,-53.75,p_wind_Brazil_BR1290,Brazil,Pampas
626,-31.25,-53.25,p_wind_Brazil_BR1358,Brazil,Pampas
627,-31.75,-53.25,p_wind_Brazil_BR1359,Brazil,Pampas
628,-32.25,-53.25,p_wind_Brazil_BR1360,Brazil,Pampas
629,-33.25,-53.25,p_wind_Brazil_BR1361,Brazil,Pampas
630,-31.25,-52.75,p_wind_Brazil_BR1429,Brazil,Pampas
631,-31.75,-52.75,p_wind_Brazil_BR1430,Brazil,Pampas
632,-32.25,-52.75,p_wind_Brazil_BR1431,Brazil,Pampas
633,-32.75,-52.75,p_wind_Brazil_BR1432,Brazil,Pampas
634,-33.25,-52.75,p_wind_Brazil_BR1433,Brazil,Pampas
635,-30.75,-52.25,p_wind_Brazil_BR1501,Brazil,Pampas
636,-31.25,-52.25,p_wind_Brazil_BR1502,Brazil,Pampas
637,-31.75,-52.25,p_wind_Brazil_BR1503,Brazil,Pampas
638,-32.25,-52.25,p_wind_Brazil_BR1504,Brazil,Pampas
639,-30.75,-51.75,p_wind_Brazil_BR1574,Brazil,Pampas
640,-31.25,-51.75,p_wind_Brazil_BR1575,Brazil,Pampas
641,-31.75,-51.75,p_wind_Brazil_BR1576,Brazil,Pampas
642,3.75,-51.25,p_wind_Brazil_BR1577,Brazil,Coastal
643,3.25,-51.25,p_wind_Brazil_BR1578,Brazil,Coastal
644,2.75,-51.25,p_wind_Brazil_BR1579,Brazil,Coastal
645,-30.75,-51.25,p_wind_Brazil_BR1646,Brazil,Pampas
646,-31.25,-51.25,p_wind_Brazil_BR1647,Brazil,Pampas
647,2.25,-50.75,p_wind_Brazil_BR1648,Brazil,Coastal
648,-30.25,-50.75,p_wind_Brazil_BR1712,Brazil,Pampas
649,-30.75,-50.75,p_wind_Brazil_BR1713,Brazil,Pampas
650,1.75,-50.25,p_wind_Brazil_BR1714,Brazil,Coastal
651,1.25,-50.25,p_wind_Brazil_BR1715,Brazil,Coastal
652,0.75,-50.25,p_wind_Brazil_BR1716,Brazil,Coastal
653,-30.25,-50.25,p_wind_Brazil_BR1777,Brazil,Pampas
654,0.25,-49.75,p_wind_Brazil_BR1778,Brazil,Coastal
655,-0.25,-49.25,p_wind_Brazil_BR1838,Brazil,Coastal
656,-0.25,-48.75,p_wind_Brazil_BR1896,Brazil,Coastal
657,-0.75,-48.75,p_wind_Brazil_BR1897,Brazil,Coastal
658,-0.75,-47.75,p_wind_Brazil_BR2001,Brazil,Coastal
659,-1.25,-47.75,p_wind_Brazil_BR2002,Brazil,Coastal
660,-0.75,-47.25,p_wind_Brazil_BR2050,Brazil,Coastal
661,-1.25,-47.25,p_wind_Brazil_BR2051,Brazil,Coastal
662,-1.25,-46.75,p_wind_Brazil_BR2098,Brazil,Coastal
663,-1.25,-46.25,p_wind_Brazil_BR2144,Brazil,Coastal
664,-1.75,-44.75,p_wind_Brazil_BR2278,Brazil,Coastal
665,-2.75,-43.25,p_wind_Brazil_BR2403,Brazil,Coastal
666,-2.75,-42.75,p_wind_Brazil_BR2444,Brazil,Coastal
667,-22.75,-42.75,p_wind_Brazil_BR2484,Brazil,Coastal
668,-3.25,-42.25,p_wind_Brazil_BR2485,Brazil,Coastal
669,-22.75,-42.25,p_wind_Brazil_BR2524,Brazil,Coastal
670,-3.25,-41.75,p_wind_Brazil_BR2525,Brazil,Coastal
671,-3.25,-41.25,p_wind_Brazil_BR2564,Brazil,Caatinga
672,-3.25,-40.75,p_wind_Brazil_BR2602,Brazil,Caatinga
673,-8.25,-40.75,p_wind_Brazil_BR2612,Brazil,Caatinga
674,-8.75,-40.75,p_wind_Brazil_BR2613,Brazil,Caatinga
675,-3.25,-40.25,p_wind_Brazil_BR2638,Brazil,Caatinga
676,-7.75,-40.25,p_wind_Brazil_BR2647,Brazil,Caatinga
677,-8.25,-40.25,p_wind_Brazil_BR2648,Brazil,Caatinga
678,-8.75,-40.25,p_wind_Brazil_BR2649,Brazil,Caatinga
679,-9.25,-40.25,p_wind_Brazil_BR2650,Brazil,Caatinga
680,-9.75,-40.25,p_wind_Brazil_BR2651,Brazil,Caatinga
681,-10.25,-40.25,p_wind_Brazil_BR2652,Brazil,Caatinga
682,-10.75,-40.25,p_wind_Brazil_BR2653,Brazil,Caatinga
683,-20.25,-40.25,p_wind_Brazil_BR2672,Brazil,Coastal
684,-3.25,-39.75,p_wind_Brazil_BR2673,Brazil,Caatinga
685,-3.75,-39.75,p_wind_Brazil_BR2674,Brazil,Caatinga
686,-5.75,-39.75,p_wind_Brazil_BR2678,Brazil,Caatinga
687,-6.25,-39.75,p_wind_Brazil_BR2679,Brazil,Caatinga
688,-7.75,-39.75,p_wind_Brazil_BR2682,Brazil,Caatinga
689,-8.25,-39.75,p_wind_Brazil_BR2683,Brazil,Caatinga
690,-8.75,-39.75,p_wind_Brazil_BR2684,Brazil,Caatinga
691,-9.25,-39.75,p_wind_Brazil_BR2685,Brazil,Caatinga
692,-9.75,-39.75,p_wind_Brazil_BR2686,Brazil,Caatinga
693,-10.25,-39.75,p_wind_Brazil_BR2687,Brazil,Caatinga
694,-10.75,-39.75,p_wind_Brazil_BR2688,Brazil,Caatinga
695,-17.75,-39.75,p_wind_Brazil_BR2702,Brazil,Coastal
696,-18.25,-39.75,p_wind_Brazil_BR2703,Brazil,Coastal
697,-18.75,-39.75,p_wind_Brazil_BR2704,Brazil,Coastal
698,-19.25,-39.75,p_wind_Brazil_BR2705,Brazil,Coastal
699,-3.25,-39.25,p_wind_Brazil_BR2706,Brazil,Caatinga
700,-3.75,-39.25,p_wind_Brazil_BR2707,Brazil,Caatinga
701,-4.25,-39.25,p_wind_Brazil_BR2708,Brazil,Caatinga
702,-4.75,-39.25,p_wind_Brazil_BR2709,Brazil,Caatinga
703,-5.25,-39.25,p_wind_Brazil_BR2710,Brazil,Caatinga
704,-5.75,-39.25,p_wind_Brazil_BR2711,Brazil,Caatinga
705,-8.25,-39.25,p_wind_Brazil_BR2716,Brazil,Caatinga
706,-8.75,-39.25,p_wind_Brazil_BR2717,Brazil,Caatinga
707,-9.25,-39.25,p_wind_Brazil_BR2718,Brazil,Caatinga
708,-9.75,-39.25,p_wind_Brazil_BR2719,Brazil,Caatinga
709,-10.25,-39.25,p_wind_Brazil_BR2720,Brazil,Caatinga
710,-10.75,-39.25,p_wind_Brazil_BR2721,Brazil,Caatinga
711,-12.75,-39.25,p_wind_Brazil_BR2725,Brazil,Coastal
712,-13.25,-39.25,p_wind_Brazil_BR2726,Brazil,Coastal
713,-13.75,-39.25,p_wind_Brazil_BR2727,Brazil,Coastal
714,-14.25,-39.25,p_wind_Brazil_BR2728,Brazil,Coastal
715,-14.75,-39.25,p_wind_Brazil_BR2729,Brazil,Coastal
716,-15.25,-39.25,p_wind_Brazil_BR2730,Brazil,Coastal
717,-15.75,-39.25,p_wind_Brazil_BR2731,Brazil,Coastal
718,-16.25,-39.25,p_wind_Brazil_BR2732,Brazil,Coastal
719,-16.75,-39.25,p_wind_Brazil_BR2733,Brazil,Coastal
720,-17.25,-39.25,p_wind_Brazil_BR2734,Brazil,Coastal
721,-17.75,-39.25,p_wind_Brazil_BR2735,Brazil,Coastal
722,-3.75,-38.75,p_wind_Brazil_BR2736,Brazil,Caatinga
723,-4.25,-38.75,p_wind_Brazil_BR2737,Brazil,Caatinga
724,-4.75,-38.75,p_wind_Brazil_BR2738,Brazil,Caatinga
725,-5.25,-38.75,p_wind_Brazil_BR2739,Brazil,Caatinga
726,-5.75,-38.75,p_wind_Brazil_BR2740,Brazil,Caatinga
727,-8.25,-38.75,p_wind_Brazil_BR2745,Brazil,Caatinga
728,-8.75,-38.75,p_wind_Brazil_BR2746,Brazil,Caatinga
729,-9.25,-38.75,p_wind_Brazil_BR2747,Brazil,Caatinga
730,-9.75,-38.75,p_wind_Brazil_BR2748,Brazil,Caatinga
731,-10.25,-38.75,p_wind_Brazil_BR2749,Brazil,Caatinga
732,-10.75,-38.75,p_wind_Brazil_BR2750,Brazil,Caatinga
733,-11.75,-38.75,p_wind_Brazil_BR2752,Brazil,Caatinga
734,-12.25,-38.75,p_wind_Brazil_BR2753,Brazil,Caatinga
735,-4.25,-38.25,p_wind_Brazil_BR2754,Brazil,Caatinga
736,-4.75,-38.25,p_wind_Brazil_BR2755,Brazil,Caatinga
737,-5.25,-38.25,p_wind_Brazil_BR2756,Brazil,Caatinga
738,-8.25,-38.25,p_wind_Brazil_BR2762,Brazil,Caatinga
739,-8.75,-38.25,p_wind_Brazil_BR2763,Brazil,Caatinga
740,-9.25,-38.25,p_wind_Brazil_BR2764,Brazil,Caatinga
741,-9.75,-38.25,p_wind_Brazil_BR2765,Brazil,Caatinga
742,-10.25,-38.25,p_wind_Brazil_BR2766,Brazil,Caatinga
743,-10.75,-38.25,p_wind_Brazil_BR2767,Brazil,Caatinga
744,-11.25,-38.25,p_wind_Brazil_BR2768,Brazil,Caatinga
745,-11.75,-38.25,p_wind_Brazil_BR2769,Brazil,Caatinga
746,-12.25,-38.25,p_wind_Brazil_BR2770,Brazil,Caatinga
747,-12.75,-38.25,p_wind_Brazil_BR2771,Brazil,Caatinga
748,-4.75,-37.75,p_wind_Brazil_BR2772,Brazil,Caatinga
749,-5.25,-37.75,p_wind_Brazil_BR2773,Brazil,Caatinga
750,-5.75,-37.75,p_wind_Brazil_BR2774,Brazil,Caatinga
751,-8.75,-37.75,p_wind_Brazil_BR2780,Brazil,Caatinga
