lz_from,lz_to,period,net_flow_twh,scenario,policy,turbine,solar
Brazil,Paraguay,2045,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Paraguay,2050,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2020,-0.444038073,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2025,1.2306211,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2030,1.631471159,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2035,1.732350093,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2040,1.306226051,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2045,1.029748998,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Uruguay,2050,1.163143048,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2020,0.0558846,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2025,0.0415953,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2030,0.0592263,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2035,0.257747837,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2040,0.141774302,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2045,0.188644342,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2050,0.178272675,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2025,0.002918372,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2030,0.00350908,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2035,0.000956904,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2040,0.00380504,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2045,0.003177448,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Chile,2050,0.005045207,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2025,-0.00785553,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2030,-0.00774656,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2035,-0.00690475,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2040,-0.00699775,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2045,-0.002988958,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Paraguay,2050,0.000865627,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2020,-1.000497372,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2025,0.174239108,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2030,0.80255374,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2035,1.158913629,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2040,0.650172355,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2045,0.520008036,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Uruguay,2050,0.939005038,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2020,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2025,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2030,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2035,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2040,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2045,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Paraguay,2050,0,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2020,-0.119370291,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2025,1.011700736,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2030,2.179731854,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2035,1.350379683,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2040,1.167180574,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2045,0.78274637,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Brazil,Uruguay,2050,0.35637176,trd_cut90_siemens23_fixed,cut90,siemens23,fixed
Argentina,Brazil,2020,0.0490806,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2025,-0.019028961,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2030,0.16504555,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2035,0.279284417,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2040,0.126648455,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2045,0.157652676,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2050,0.275339,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2025,0.003776083,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2030,0.003920829,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2035,0.001435466,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2040,0.003721798,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2045,0.003326515,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Chile,2050,0.004978639,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2020,-0.00872849,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2025,-0.008725987,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2030,-0.008558345,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2035,-0.00626802,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2040,-0.006382368,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2045,-0.00212469,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Paraguay,2050,0.002163238,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2020,-0.990137022,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2025,-0.05095312,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2030,1.085782269,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2035,0.988197695,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2040,0.572039137,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2045,0.714514518,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Uruguay,2050,1.114970969,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2020,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2025,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2030,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2035,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2040,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2045,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Paraguay,2050,0,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2020,-0.197282961,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2025,1.341471075,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2030,2.294749067,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2035,1.677008802,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2040,1.051599406,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2045,1.107611573,trd_cut90_ge25_fixed,cut90,ge25,fixed
Brazil,Uruguay,2050,1.192249958,trd_cut90_ge25_fixed,cut90,ge25,fixed
Argentina,Brazil,2020,0.0530496,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2025,-0.01309698,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2030,0.058687387,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2035,0.336180771,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2040,0.184806235,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2045,0.243066412,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2050,0.289756927,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2025,0.002832959,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2030,0.004038335,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2035,0.00138988,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2040,0.003845808,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2045,0.002971997,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Chile,2050,0.004888546,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2020,-0.00872849,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2025,-0.00873201,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2030,-0.008482705,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2035,-0.005308008,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2040,-0.006158942,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2045,-0.00048241,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Paraguay,2050,0.002690468,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2020,-0.991488372,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2025,0.112932172,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2030,0.805811995,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2035,0.987776865,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2040,0.747601734,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2045,0.825758077,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Uruguay,2050,1.192782214,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2020,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2025,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2030,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2035,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2040,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2045,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Paraguay,2050,0,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2020,-0.192942842,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2025,1.193855566,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2030,2.254613523,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2035,1.798350175,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2040,1.1921215,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2045,1.092175442,trd_cut90_ge15_fixed,cut90,ge15,fixed
Brazil,Uruguay,2050,0.679791657,trd_cut90_ge15_fixed,cut90,ge15,fixed
Argentina,Brazil,2020,0.0541836,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2025,0.023531196,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2030,0.15943288,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2035,0.2317257,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2040,0.181435803,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2045,0.1686123,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2050,0.2394648,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2025,0.002847075,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2030,0.002954874,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2035,0.003149888,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2040,0.004095969,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2045,0.003541635,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Chile,2050,0.00435065,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2025,-0.00786235,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2030,-0.00780174,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2035,-0.00780174,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2040,-0.00774834,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2045,-0.002659323,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Paraguay,2050,0.001181325,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2020,-0.990137022,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2025,0.132948262,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2030,1.010056456,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2035,1.131881059,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2040,0.679167937,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2045,0.778453321,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Uruguay,2050,1.234339585,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2020,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2025,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2030,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2035,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2040,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2045,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Paraguay,2050,0,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2020,-0.439975611,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2025,1.091957913,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2030,1.468319586,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2035,1.753130638,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2040,1.251440844,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2045,1.02263588,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Brazil,Uruguay,2050,1.181624688,trd_cut90_gamesa2_fixed,cut90,gamesa2,fixed
Argentina,Brazil,2020,0.0558846,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2025,0.017091,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2030,0.2173545,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2035,0.2384001,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2040,0.159183516,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2045,0.1433772,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2050,0.2598849,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2025,0.002702568,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2030,0.002839453,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2035,0.002577943,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2040,0.003563919,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2045,0.003014661,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Chile,2050,0.004529926,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2025,-0.00785223,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2030,-0.00780174,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2035,-0.00774656,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2040,-0.00780174,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2045,-0.0038494,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Paraguay,2050,0.000548975,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2020,-1.000947822,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2025,0.226880212,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2030,1.055058378,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2035,1.198153364,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2040,0.715524861,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2045,0.550009543,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Uruguay,2050,1.042799552,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2020,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2025,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2030,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2035,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2040,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2045,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Paraguay,2050,0,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2020,-0.069447915,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2025,1.307566766,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2030,1.439550983,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2035,1.643739492,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2040,0.870082177,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2045,0.733641206,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Brazil,Uruguay,2050,0.613032865,trd_cut90_enercon7_fixed,cut90,enercon7,fixed
Argentina,Brazil,2020,0.0558846,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2025,-0.081868787,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2030,0.105403889,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2035,0.190987316,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2040,0.13463775,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2045,0.088856484,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2050,0.1910178,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2025,0.004461056,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2030,0.004037105,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2035,0.001327802,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2040,0.003612079,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2045,0.003037226,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Chile,2050,0.005007525,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2025,-0.00783573,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2030,-0.00769138,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2035,-0.00705634,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2040,-0.005926715,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2045,-0.002326605,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Paraguay,2050,-0.00022071,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2020,-1.000947822,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2025,-0.054684653,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2030,1.085788345,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2035,0.818895932,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2040,0.692654662,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2045,0.605385645,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Uruguay,2050,0.754869924,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2020,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2025,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2030,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2035,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2040,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2045,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Paraguay,2050,0,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2020,-0.054669337,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2025,1.501693509,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2030,2.267665305,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2035,1.674383181,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2040,1.12040701,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2045,1.214081769,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Brazil,Uruguay,2050,0.780561127,trd_cut90_enercon3_fixed,cut90,enercon3,fixed
Argentina,Brazil,2020,0.341255922,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Brazil,2025,0.0930699,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Brazil,2030,0.0910791,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Brazil,2035,0.2470725,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Brazil,2040,0.4118112,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Brazil,2045,0.4182813,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Brazil,2050,0.4694733,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2020,0.004891227,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2025,0.002482458,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2030,0.001109163,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2035,-0.000780912,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2040,0.000580899,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2045,-1.91E-05,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Chile,2050,0.001327359,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2020,-0.008246663,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2025,-0.00784233,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2030,-0.00780174,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2035,-0.00780174,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2040,-0.00780174,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2045,-0.00102172,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Paraguay,2050,0.00221788,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2020,0.535794905,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2025,0.030998397,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2030,0.752288581,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2035,1.46565212,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2040,1.445870821,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2045,1.461605252,trd_vestas2_1axis,ref,vestas2,1axis
Argentina,Uruguay,2050,1.098993075,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2020,0,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2025,0,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2030,0,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2035,0,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2040,0,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2045,0,trd_vestas2_1axis,ref,vestas2,1axis
Brazil,Paraguay,2050,0,trd_vestas2_1axis,ref,vestas2,1axis
