lz_from,lz_to,period,net_flow_twh,scenario,policy,turbine,solar
Brazil,Uruguay,2035,1.937638991,trd_cut90_ge15_1axis,cut90,ge15,1axis
Brazil,Uruguay,2040,1.156865051,trd_cut90_ge15_1axis,cut90,ge15,1axis
Brazil,Uruguay,2045,0.892993498,trd_cut90_ge15_1axis,cut90,ge15,1axis
Brazil,Uruguay,2050,0.73159832,trd_cut90_ge15_1axis,cut90,ge15,1axis
Argentina,Brazil,2020,0.0558846,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2025,0.0201771,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2030,0.012132414,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2035,0.0596088,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2040,0.1700001,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2045,0.168507,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2050,0.2507697,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2020,0.006447309,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2025,0.001926474,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2030,0.001636655,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2035,0.003241786,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2040,0.00398758,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2045,0.0024582,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Chile,2050,0.003209206,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2020,-0.008606582,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2025,-0.00785245,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2030,-0.00780174,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2035,-0.00780174,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2040,-0.00780174,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2045,-0.00398249,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Paraguay,2050,-0.000574975,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2020,-1.000046922,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2025,0.419738041,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2030,0.164044313,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2035,0.575202938,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2040,0.79803232,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2045,0.697859572,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Uruguay,2050,1.118923531,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2020,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2025,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2030,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2035,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2040,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2045,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Paraguay,2050,0,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2020,-0.021223179,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2025,0.883994621,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2030,1.349529152,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2035,1.8312294,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2040,1.47421198,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2045,0.664984709,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Brazil,Uruguay,2050,0.675582111,trd_cut90_gamesa2_1axis,cut90,gamesa2,1axis
Argentina,Brazil,2020,0.0558846,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2025,0.020196,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2030,0.043177171,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2035,0.155132558,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2040,0.1046709,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2045,0.1202544,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2050,0.2200896,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2020,0.006447309,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2025,0.001722361,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2030,0.001667812,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2035,0.002429584,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2040,0.002959309,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2045,0.002362517,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Chile,2050,0.002998983,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2020,-0.008606582,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2025,-0.00783903,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2030,-0.007751448,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2035,-0.00770317,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2040,-0.00747118,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2045,-0.00390386,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Paraguay,2050,0.000156812,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2020,-1.000046922,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2025,0.239449052,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2030,0.293231881,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2035,0.740037072,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2040,0.682433049,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2045,0.661726234,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Uruguay,2050,0.982182273,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2020,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2025,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2030,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2035,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2040,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2045,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Paraguay,2050,0,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2020,-0.119677063,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2025,1.010247917,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2030,1.199364722,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2035,1.940652089,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2040,1.455689184,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2045,0.884057433,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Brazil,Uruguay,2050,0.678827592,trd_cut90_enercon7_1axis,cut90,enercon7,1axis
Argentina,Brazil,2020,0.0558846,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2025,-0.109080997,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2030,-0.014350365,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2035,0.3182634,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2040,0.159098369,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2045,0.0775152,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2050,0.046346175,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2020,0.006447309,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2025,0.001230702,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2030,0.002106357,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2035,0.001100926,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2040,0.002865463,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2045,0.003114001,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Chile,2050,0.005214094,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2020,-0.008606582,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2025,-0.00785586,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2030,-0.00780174,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2035,-0.00780174,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2040,-0.0076362,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2045,-0.003389633,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Paraguay,2050,-7.65E-05,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2020,-0.990137022,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2025,0.002551781,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2030,0.733916252,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2035,0.976745642,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2040,0.791909659,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2045,0.617445307,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Uruguay,2050,0.801120588,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2020,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2025,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2030,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2035,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2040,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2045,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Paraguay,2050,0,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2020,-0.445792427,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2025,1.439479844,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2030,1.977504759,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2035,1.636184674,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2040,1.077741088,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2045,1.20765552,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Brazil,Uruguay,2050,1.360379057,trd_cut90_enercon3_1axis,cut90,enercon3,1axis
Argentina,Brazil,2020,0.0558846,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2025,-0.07191765,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2030,0.118782554,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2035,0.203847098,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2040,0.1441899,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2045,0.097513623,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2050,0.173969344,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2025,0.004461056,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2030,0.004896012,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2035,0.00086294,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2040,0.003550657,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2045,0.003264465,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Chile,2050,0.004488154,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2025,-0.00784552,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2030,-0.00780174,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2035,-0.0071657,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2040,-0.00692206,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2045,-0.001862878,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Paraguay,2050,0.000235967,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2020,-1.000046922,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2025,0.047602686,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2030,1.043478146,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2035,0.772524217,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2040,0.660402801,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2045,0.711441606,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Uruguay,2050,0.674622705,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2020,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2025,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2030,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2035,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2040,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2045,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Paraguay,2050,0,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2020,-0.066628443,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2025,1.389090129,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2030,2.110101154,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2035,1.548569835,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2040,0.98692042,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2045,1.079504259,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Brazil,Uruguay,2050,1.065103925,trd_cut90_vestas2_fixed,cut90,vestas2,fixed
Argentina,Brazil,2020,0.0558846,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2025,0.092849049,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2030,0.1121247,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2035,0.2480679,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2040,0.153844896,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2045,0.237645248,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2050,0.2612214,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2025,0.002770994,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2030,0.003420079,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2035,0.001046719,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2040,0.003978728,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2045,0.003004023,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Chile,2050,0.003257031,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2025,-0.00784222,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2030,-0.00780174,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2035,-0.00780174,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2040,-0.00780174,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2045,-0.0037782,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Paraguay,2050,-0.00060342,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2020,-0.990137022,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2025,0.333181421,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2030,1.046420575,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2035,1.042007461,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2040,0.594555098,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2045,0.522418422,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Uruguay,2050,0.966056957,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2020,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2025,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2030,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2035,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2040,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2045,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Paraguay,2050,0,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2020,-0.44707001,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2025,0.870343528,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2030,1.841501032,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2035,1.353906259,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2040,1.255073161,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2045,0.775762308,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Brazil,Uruguay,2050,0.285165555,trd_cut90_vestas7_fixed,cut90,vestas7,fixed
Argentina,Brazil,2020,0.0558846,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2025,0.057591,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2030,0.2157174,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2035,0.2422431,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2040,0.171031552,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2045,0.146894614,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2050,0.2655063,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2025,0.002530308,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2030,0.002663331,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2035,0.00387585,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2040,0.004171016,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2045,0.002245244,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Chile,2050,0.004169171,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2025,-0.00786235,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2030,-0.00780174,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2035,-0.00774315,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2040,-0.00780174,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2045,-0.003698435,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Paraguay,2050,0.00061855,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2020,-1.000497372,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2025,0.250672474,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2030,1.062654838,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2035,1.171046968,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2040,0.657394439,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2045,0.643018894,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Uruguay,2050,0.812884971,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2020,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2025,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2030,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2035,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2040,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2045,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Paraguay,2050,0,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2020,-0.069351158,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2025,1.004383405,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2030,1.450047893,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2035,1.651216174,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2040,1.137372774,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2045,0.984540823,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Brazil,Uruguay,2050,0.24706654,trd_cut90_vestas3_fixed,cut90,vestas3,fixed
Argentina,Brazil,2020,0.0558846,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2025,0.067469092,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2030,0.165609,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2035,0.18639058,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2040,0.193900725,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2045,0.110642676,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Brazil,2050,0.236607525,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2020,0.006447309,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2025,0.003620331,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2030,0.00325421,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2035,0.00185182,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2040,0.004372592,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2045,0.002635331,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Chile,2050,0.005082502,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2020,-0.008606582,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2025,-0.00785916,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2030,-0.0076362,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2035,-0.007358745,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2040,-0.00553212,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2045,-0.002738465,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Paraguay,2050,0.002338798,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2020,-0.990137022,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2025,-0.010989458,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2030,1.042557966,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2035,1.248299692,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2040,0.676112913,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2045,0.687013435,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Argentina,Uruguay,2050,1.021344512,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Paraguay,2020,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Paraguay,2025,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Paraguay,2030,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Paraguay,2035,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
Brazil,Paraguay,2040,0,trd_cut90_siemens36_fixed,cut90,siemens36,fixed
