scenario,technology,load_zone,new_build_mw,emis_policy,exist_trd,op_char,fixed_pv,pol,group
prm15_wcost_re3_c2p1_tn,SolarPV,Argentina,7006.82570701,0,0,3,0,"NoCut,Full",000
prm15_wcost_re2_c2p1_tn,Wind,Uruguay,5424.000000030001,0,0,2,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,Wind,Uruguay,1860.0,0,0,8,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,SolarPV,Argentina,6702.4,0,0,9,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,Wind,Paraguay,7376.1243525,0,0,10,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,Wind,Chile,0.0,0,0,10,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,Wind,Brazil,102449.4942819,0,0,10,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,Wind,Argentina,12750.0,0,0,10,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,SolarPV,Uruguay,2782.784271402,0,0,10,0,"NoCut,Full",000
prm15_wcost_re2_c2p1_tn,Wind,Chile,0.0,0,0,2,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,SolarPV,Paraguay,2013.1,0,0,10,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,SolarPV,Brazil,95553.975026643,0,0,10,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,SolarPV,Argentina,3249.67565406,0,0,10,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,Wind,Paraguay,1773.0960651999999,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,SolarPV,Brazil,137348.256793658,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,SolarPV,Chile,7251.1249914,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,SolarPV,Paraguay,7693.19999998,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,SolarPV,Uruguay,3246.20043382,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,Wind,Argentina,0.0,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,Wind,Brazil,38429.9999996,0,0,9,0,"NoCut,Full",000
prm15_wcost_re9_c2p1_tn,Wind,Chile,0.0,0,0,9,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,SolarPV,Chile,7045.5425849,0,0,10,0,"NoCut,Full",000
prm15_wcost_re2_c2p1_tn,Wind,Brazil,58665.722905,0,0,2,0,"NoCut,Full",000
prm15_wcost_re2_c2p1_tn,Wind,Argentina,0.0,0,0,2,0,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,Wind,Uruguay,6705.6281662,0,0,10,0,"NoCut,Full",000
prm15_wcost_re7_c2p1_tn,SolarPV,Argentina,5426.72611641,0,0,7,0,"NoCut,Full",000
prm15_wcost_re12_c2p1_tn,SolarPV,Brazil,89167.99999997,0,0,12,1,"NoCut,Full",001
prm15_wcost_re12_c2p1_tn,SolarPV,Argentina,0.0,0,0,12,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,Wind,Uruguay,7391.64297062,0,0,11,1,"NoCut,Full",001
prm15_wcost_re8_c2p1_tn,SolarPV,Brazil,137348.25679373,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,SolarPV,Chile,7251.1249914,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,SolarPV,Paraguay,7852.8,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,SolarPV,Uruguay,3230.262587835,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,Wind,Argentina,0.0,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,Wind,Brazil,38745.0,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,Wind,Chile,0.0,0,0,8,0,"NoCut,Full",000
prm15_wcost_re8_c2p1_tn,Wind,Paraguay,683.6958863,0,0,8,0,"NoCut,Full",000
prm15_wcost_re2_c2p1_tn,SolarPV,Paraguay,6203.8,0,0,2,0,"NoCut,Full",000
prm15_wcost_re2_c2p1_tn,SolarPV,Uruguay,3759.60000001,0,0,2,0,"NoCut,Full",000
prm15_wcost_re11_c2p1_tn,Wind,Paraguay,9837.5010958,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,Wind,Chile,0.0,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,Wind,Brazil,116746.1173195,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,Wind,Argentina,9486.9903542,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,SolarPV,Uruguay,2104.8,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,SolarPV,Paraguay,0.0,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,SolarPV,Chile,0.0,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,SolarPV,Brazil,21056.7,0,0,11,1,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,SolarPV,Argentina,0.0,0,0,11,1,"NoCut,Full",001
prm15_wcost_re12_c2p1_tn,SolarPV,Uruguay,2288.330526714,0,0,12,1,"NoCut,Full",001
prm15_wcost_re6_c2p1_tn,Wind,Uruguay,6714.716052,0,0,6,0,"NoCut,Full",000
prm15_wcost_re20_c2p1_tn,Wind,Paraguay,10031.5433062,0,0,20,1,"NoCut,Full",001
prm15_wcost_re3_c2p1_tn,Wind,Paraguay,372.817088,0,0,3,0,"NoCut,Full",000
prm15_wcost_re1_c2p1_tn,Wind,Paraguay,4232.687901,0,0,1,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,SolarPV,Argentina,6325.7199908,0,0,4,0,"NoCut,Full",000
prm15_wcost_re3_c2p1_tn,Wind,Uruguay,0.0,0,0,3,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,Wind,Uruguay,3898.7014637,0,0,4,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,SolarPV,Argentina,6344.2,0,0,5,0,"NoCut,Full",000
prm15_wcost_re18_c2p1_tn,Wind,Paraguay,5592.0,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,Wind,Chile,0.0,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,Wind,Brazil,50328.0,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,Wind,Argentina,584.99999996,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,SolarPV,Uruguay,1971.720781467,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,SolarPV,Paraguay,5376.49349213,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,SolarPV,Chile,0.0,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,SolarPV,Brazil,109432.75152907,0,0,18,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,SolarPV,Argentina,373.4,0,0,18,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,Wind,Uruguay,7178.94870741,0,0,17,1,"NoCut,Full",001
prm15_wcost_re5_c2p1_tn,SolarPV,Brazil,116527.603926011,0,0,5,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,SolarPV,Chile,7251.12499145,0,0,5,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,SolarPV,Paraguay,5779.800000037,0,0,5,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,SolarPV,Uruguay,3534.645934319,0,0,5,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,Wind,Argentina,0.0,0,0,5,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,Wind,Brazil,61588.71062014,0,0,5,0,"NoCut,Full",000
prm15_wcost_re1_c2p1_tn,Wind,Chile,0.0,0,0,1,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,Wind,Chile,0.0,0,0,5,0,"NoCut,Full",000
prm15_wcost_re1_c2p1_tn,Wind,Brazil,94399.70547862,0,0,1,0,"NoCut,Full",000
prm15_wcost_re1_c2p1_tn,SolarPV,Uruguay,3228.0986566,0,0,1,0,"NoCut,Full",000
prm15_wcost_re19_c2p1_tn,Wind,Uruguay,0.0,0,0,19,1,"NoCut,Full",001
prm15_wcost_re4_c2p1_tn,SolarPV,Brazil,130034.36264084,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,SolarPV,Chile,7251.1249914,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,SolarPV,Paraguay,6986.9000299,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,SolarPV,Uruguay,3542.2729781,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,Wind,Argentina,0.0,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,Wind,Brazil,48015.7087036,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,Wind,Chile,0.0,0,0,4,0,"NoCut,Full",000
prm15_wcost_re4_c2p1_tn,Wind,Paraguay,2238.381144,0,0,4,0,"NoCut,Full",000
prm15_wcost_re1_c2p1_tn,SolarPV,Chile,8861.3095231,0,0,1,0,"NoCut,Full",000
prm15_wcost_re1_c2p1_tn,SolarPV,Paraguay,5465.80000003,0,0,1,0,"NoCut,Full",000
prm15_wcost_re19_c2p1_tn,Wind,Paraguay,5659.78078323,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,Wind,Chile,0.0,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,Wind,Brazil,47649.0,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,Wind,Argentina,0.0,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,SolarPV,Uruguay,1971.7207815,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,SolarPV,Paraguay,5011.3,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,SolarPV,Chile,0.0,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,SolarPV,Brazil,109583.49999999,0,0,19,1,"NoCut,Full",001
prm15_wcost_re19_c2p1_tn,SolarPV,Argentina,501.9,0,0,19,1,"NoCut,Full",001
prm15_wcost_re18_c2p1_tn,Wind,Uruguay,0.0,0,0,18,1,"NoCut,Full",001
prm15_wcost_re1_c2p1_tn,Wind,Argentina,8991.0,0,0,1,0,"NoCut,Full",000
prm15_wcost_re5_c2p1_tn,Wind,Paraguay,3564.5263092,0,0,5,0,"NoCut,Full",000
prm15_wcost_re17_c2p1_tn,Wind,Paraguay,7647.5922941,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,Wind,Chile,0.0,0,0,17,1,"NoCut,Full",001
prm15_wcost_re6_c2p1_tn,SolarPV,Uruguay,3197.88357732,0,0,6,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,Wind,Argentina,3054.0,0,0,6,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,Wind,Brazil,79296.0,0,0,6,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,Wind,Chile,0.0,0,0,6,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,Wind,Paraguay,4574.7564887,0,0,6,0,"NoCut,Full",000
prm15_wcost_re20_c2p1_tn,SolarPV,Paraguay,0.0,0,0,20,1,"NoCut,Full",001
prm15_wcost_re20_c2p1_tn,SolarPV,Uruguay,2009.16848382,0,0,20,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,Wind,Paraguay,7161.0000005,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,Wind,Chile,0.0,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,Wind,Brazil,81204.95420635,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,Wind,Argentina,5786.3116955000005,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,SolarPV,Uruguay,2466.71538461,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,SolarPV,Paraguay,932.8011716999999,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,SolarPV,Chile,0.0,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,SolarPV,Brazil,82626.49999997,0,0,15,1,"NoCut,Full",001
prm15_wcost_re15_c2p1_tn,SolarPV,Argentina,0.0,0,0,15,1,"NoCut,Full",001
prm15_wcost_re14_c2p1_tn,Wind,Uruguay,3932.01650453,0,0,14,1,"NoCut,Full",001
prm15_wcost_re20_c2p1_tn,Wind,Argentina,12812.65172622,0,0,20,1,"NoCut,Full",001
prm15_wcost_re20_c2p1_tn,Wind,Brazil,127794.0000013,0,0,20,1,"NoCut,Full",001
prm15_wcost_re20_c2p1_tn,Wind,Chile,0.0,0,0,20,1,"NoCut,Full",001
prm15_wcost_re1_c2p1_tn,SolarPV,Brazil,113294.6,0,0,1,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,SolarPV,Paraguay,4857.2,0,0,6,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,SolarPV,Chile,7236.9155441,0,0,6,0,"NoCut,Full",000
prm15_wcost_re6_c2p1_tn,SolarPV,Brazil,103364.59999998,0,0,6,0,"NoCut,Full",000
prm15_wcost_re15_c2p1_tn,Wind,Uruguay,6957.5120154,0,0,15,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,Wind,Brazil,89644.4065629,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,Wind,Argentina,5752.8277605,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,SolarPV,Uruguay,2417.208740211,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,SolarPV,Paraguay,516.7,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,SolarPV,Chile,0.0,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,SolarPV,Brazil,78954.19999999,0,0,17,1,"NoCut,Full",001
prm15_wcost_re17_c2p1_tn,SolarPV,Argentina,0.0,0,0,17,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,Wind,Uruguay,7137.706676100001,0,0,16,1,"NoCut,Full",001
prm15_wcost_re1_c2p1_tn,Wind,Uruguay,6546.85082897,0,0,1,0,"NoCut,Full",000
prm15_wcost_re20_c2p1_tn,SolarPV,Argentina,0.0,0,0,20,1,"NoCut,Full",001
prm15_wcost_re3_c2p1_tn,Wind,Chile,0.0,0,0,3,0,"NoCut,Full",000
prm15_wcost_re20_c2p1_tn,SolarPV,Brazil,15725.4,0,0,20,1,"NoCut,Full",001
prm15_wcost_re6_c2p1_tn,SolarPV,Argentina,4986.877362,0,0,6,0,"NoCut,Full",000
prm15_wcost_re16_c2p1_tn,Wind,Paraguay,10188.984305599999,0,0,16,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,Wind,Chile,0.0,0,0,16,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,Wind,Brazil,106716.000000006,0,0,16,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,Wind,Argentina,7010.9064641,0,0,16,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,SolarPV,Uruguay,2180.88672106,0,0,16,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,SolarPV,Paraguay,0.0,0,0,16,1,"NoCut,Full",001
prm15_wcost_re20_c2p1_tn,SolarPV,Chile,0.0,0,0,20,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,SolarPV,Brazil,49202.17313864,0,0,16,1,"NoCut,Full",001
prm15_wcost_re16_c2p1_tn,SolarPV,Argentina,0.0,0,0,16,1,"NoCut,Full",001
prm15_wcost_re5_c2p1_tn,Wind,Uruguay,6082.8575782299995,0,0,5,0,"NoCut,Full",000
prm15_wcost_re16_c2p1_tn,SolarPV,Chile,0.0,0,0,16,1,"NoCut,Full",001
prm15_wcost_re9_c2p1_tn,Wind,Uruguay,1860.0,0,0,9,0,"NoCut,Full",000
prm15_wcost_re19_c2p1_co2_cut90p_t1,Wind,Uruguay,9071.105096823063,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,Wind,Chile,18675.5931631788,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,Wind,Brazil,198937.43209372737,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,Wind,Argentina,82460.24053766465,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,SolarPV,Uruguay,4049.468533664745,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,SolarPV,Paraguay,9214.781543988896,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,SolarPV,Chile,29073.272611004195,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,SolarPV,Brazil,141845.7,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,SolarPV,Argentina,17624.0,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Uruguay,8919.254151952622,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Paraguay,3984.3768302643857,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Chile,17426.699820440546,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Brazil,184316.03230745532,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Argentina,81211.15163028061,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,SolarPV,Uruguay,4119.157479399002,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,SolarPV,Paraguay,9217.2,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,SolarPV,Chile,29223.012264870948,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,SolarPV,Brazil,137865.4658673172,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re18_c2p1_co2_cut90p_t1,SolarPV,Argentina,17481.1,1,1,18,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,Wind,Uruguay,7862.562460169802,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,Wind,Paraguay,4114.267430476213,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,Wind,Chile,19479.0,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,Wind,Brazil,219276.26145902992,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,Wind,Argentina,76579.54599775323,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,SolarPV,Uruguay,3753.5280727859695,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,SolarPV,Paraguay,8010.2,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,SolarPV,Chile,26697.654257931055,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,SolarPV,Brazil,134739.3,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re17_c2p1_co2_cut90p_t1,SolarPV,Argentina,13283.693640913676,1,1,17,1,"90%Cut,Lim",111
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Uruguay,7419.561170495035,1,1,16,1,"90%Cut,Lim",111
prm15_wcost_re19_c2p1_co2_cut90p_t1,Wind,Paraguay,4061.245258158216,1,1,19,1,"90%Cut,Lim",111
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,Uruguay,7923.470883205545,1,1,9,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,SolarPV,Argentina,20510.18479193501,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,SolarPV,Brazil,143192.2682413657,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re3_c2p1_co2_cut90p_t1,SolarPV,Brazil,170034.64205745474,1,1,3,0,"90%Cut,Lim",110
prm15_wcost_re3_c2p1_co2_cut90p_t1,SolarPV,Argentina,36270.54437071266,1,1,3,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,Uruguay,7383.003510825596,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,Paraguay,3347.54200079681,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,Chile,13048.620360779472,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,Brazil,191439.0,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,Wind,Argentina,72979.81556733642,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,SolarPV,Uruguay,3738.987531663544,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,SolarPV,Paraguay,8717.751070963832,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,SolarPV,Chile,34495.59207833735,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,SolarPV,Brazil,163796.52489821007,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re2_c2p1_co2_cut90p_t1,SolarPV,Argentina,28665.79351662694,1,1,2,0,"90%Cut,Lim",110
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Uruguay,7146.5263081339135,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Paraguay,4461.638764176462,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Paraguay,4118.586565497107,1,1,16,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Chile,22500.0,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Argentina,68052.54627696956,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,SolarPV,Uruguay,3578.6344141931354,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,SolarPV,Paraguay,5624.2,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,SolarPV,Chile,16023.398493621115,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,SolarPV,Brazil,125715.4,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re20_c2p1_co2_cut90p_t1,SolarPV,Argentina,8527.2,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Uruguay,6734.288667423786,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Paraguay,3269.351032344911,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Chile,12324.591336167501,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Brazil,192605.8311967418,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Argentina,63047.5644383629,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,SolarPV,Uruguay,3231.617843309725,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,SolarPV,Paraguay,8145.547817718256,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re1_c2p1_co2_cut90p_t1,SolarPV,Chile,32461.526351560602,1,1,1,0,"90%Cut,Lim",110
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Brazil,223347.89112781317,1,1,20,1,"90%Cut,Lim",111
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Chile,22500.0,1,1,16,1,"90%Cut,Lim",111
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Brazil,225160.24444900287,1,1,16,1,"90%Cut,Lim",111
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Argentina,71572.89232244482,1,1,16,1,"90%Cut,Lim",111
prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Argentina,20308.4,1,1,13,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Uruguay,8086.3593330724025,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Paraguay,4091.7129721318465,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Chile,19296.0,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Brazil,211923.76183108508,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Argentina,79467.26508713164,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Uruguay,4098.635287214651,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Paraguay,8312.7,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Chile,27366.735196604983,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Brazil,134739.3,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Argentina,17624.0,1,1,12,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Uruguay,7271.489440037979,1,1,11,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Paraguay,4282.587154236233,1,1,11,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Chile,22716.0,1,1,11,1,"90%Cut,Lim",111
prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Brazil,143854.08596459654,1,1,13,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Brazil,218606.16874742674,1,1,11,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,SolarPV,Uruguay,3565.438288763258,1,1,11,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,SolarPV,Paraguay,6640.8,1,1,11,1,"90%Cut,Lim",111
prm15_wcost_re11_c2p1_co2_cut90p_t1,SolarPV,Chile,18261.985324275887,1,1,11,1,"90%Cut,Lim",111
