,scenario,technology,biome,new_build_mw,sc_group
39,prm15_wcost_re11_c2p1_t1,Wind,Caatinga,111093.15317070717,2.0
40,prm15_wcost_re11_c2p1_t1,Wind,Coastal,0.0,2.0
41,prm15_wcost_re11_c2p1_t1,Wind,Gran Chaco,1866.690411221058,2.0
42,prm15_wcost_re11_c2p1_t1,Wind,Pampas,20817.057904188354,2.0
43,prm15_wcost_re11_c2p1_t1,Wind,Patagonia,7973.857284734425,2.0
44,prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Atacama/Andes,43649.135196604984,4.0
45,prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Caatinga,49149.6,4.0
46,prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Cerrado,84189.4,4.0
47,prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Gran Chaco,9134.3,4.0
48,prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Monte Desert,520.0,4.0
49,prm15_wcost_re12_c2p1_co2_cut90p_t1,SolarPV,Pampas,5498.935287214651,4.0
50,prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Caatinga,164016.76183108508,4.0
51,prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Coastal,4164.0,4.0
52,prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Gran Chaco,4091.7129721318465,4.0
53,prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Pampas,64750.3593330724,4.0
54,prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Patagonia,85842.26508713164,4.0
55,prm15_wcost_re12_c2p1_t1,SolarPV,Atacama/Andes,239.0,2.0
56,prm15_wcost_re12_c2p1_t1,SolarPV,Caatinga,38652.6,2.0
57,prm15_wcost_re12_c2p1_t1,SolarPV,Cerrado,49473.04347734699,2.0
58,prm15_wcost_re12_c2p1_t1,SolarPV,Gran Chaco,2571.0460592699355,2.0
59,prm15_wcost_re12_c2p1_t1,SolarPV,Monte Desert,0.0,2.0
60,prm15_wcost_re12_c2p1_t1,SolarPV,Pampas,4336.339829085287,2.0
61,prm15_wcost_re12_c2p1_t1,Wind,Caatinga,67597.11505691762,2.0
62,prm15_wcost_re12_c2p1_t1,Wind,Coastal,0.0,2.0
63,prm15_wcost_re12_c2p1_t1,Wind,Gran Chaco,114.97840163601856,2.0
64,prm15_wcost_re12_c2p1_t1,Wind,Pampas,15565.403284671533,2.0
65,prm15_wcost_re12_c2p1_t1,Wind,Patagonia,5851.4430192310265,2.0
66,prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Atacama/Andes,47039.475088703475,4.0
67,prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Caatinga,58264.38596459655,4.0
68,prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Cerrado,84189.4,4.0
69,prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Gran Chaco,10970.4,4.0
70,prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Monte Desert,1577.7,4.0
71,prm15_wcost_re13_c2p1_co2_cut90p_t1,SolarPV,Pampas,5697.993048752997,4.0
72,prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Caatinga,147989.22191455038,4.0
73,prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Coastal,1890.0,4.0
74,prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Gran Chaco,3883.575666491688,4.0
75,prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Pampas,57568.78507781205,4.0
76,prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Patagonia,86512.2531755543,4.0
77,prm15_wcost_re13_c2p1_t1,SolarPV,Atacama/Andes,1878.8,2.0
78,prm15_wcost_re13_c2p1_t1,SolarPV,Caatinga,46751.3,2.0
79,prm15_wcost_re13_c2p1_t1,SolarPV,Cerrado,66328.2,2.0
80,prm15_wcost_re13_c2p1_t1,SolarPV,Gran Chaco,2488.6233168875924,2.0
81,prm15_wcost_re13_c2p1_t1,SolarPV,Monte Desert,0.0,2.0
82,prm15_wcost_re13_c2p1_t1,SolarPV,Pampas,5357.920732272492,2.0
83,prm15_wcost_re13_c2p1_t1,Wind,Caatinga,36727.678027807466,2.0
84,prm15_wcost_re13_c2p1_t1,Wind,Coastal,0.0,2.0
85,prm15_wcost_re13_c2p1_t1,Wind,Gran Chaco,0.0,2.0
86,prm15_wcost_re13_c2p1_t1,Wind,Pampas,13526.872733686067,2.0
87,prm15_wcost_re13_c2p1_t1,Wind,Patagonia,585.0,2.0
88,prm15_wcost_re14_c2p1_co2_cut90p_t1,SolarPV,Atacama/Andes,43856.743635721505,4.0
89,prm15_wcost_re14_c2p1_co2_cut90p_t1,SolarPV,Caatinga,49149.6,4.0
90,prm15_wcost_re14_c2p1_co2_cut90p_t1,SolarPV,Cerrado,84189.40000000001,4.0
91,prm15_wcost_re14_c2p1_co2_cut90p_t1,SolarPV,Gran Chaco,9657.699402869212,4.0
92,prm15_wcost_re14_c2p1_co2_cut90p_t1,SolarPV,Monte Desert,520.0,4.0
93,prm15_wcost_re14_c2p1_co2_cut90p_t1,SolarPV,Pampas,5535.518068949216,4.0
94,prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Caatinga,162867.55416762663,4.0
95,prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Coastal,1890.0,4.0
96,prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Gran Chaco,4031.1323388154815,4.0
97,prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Pampas,59717.1547225029,4.0
98,prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Patagonia,89439.64196549733,4.0
99,prm15_wcost_re14_c2p1_t1,SolarPV,Atacama/Andes,501.9,2.0
100,prm15_wcost_re14_c2p1_t1,SolarPV,Caatinga,42895.9,2.0
101,prm15_wcost_re14_c2p1_t1,SolarPV,Cerrado,54380.6,2.0
102,prm15_wcost_re14_c2p1_t1,SolarPV,Gran Chaco,2488.6233168875924,2.0
103,prm15_wcost_re14_c2p1_t1,SolarPV,Monte Desert,0.0,2.0
104,prm15_wcost_re14_c2p1_t1,SolarPV,Pampas,4353.407936072067,2.0
105,prm15_wcost_re14_c2p1_t1,Wind,Caatinga,61936.44998883454,2.0
106,prm15_wcost_re14_c2p1_t1,Wind,Coastal,0.0,2.0
107,prm15_wcost_re14_c2p1_t1,Wind,Gran Chaco,0.0,2.0
108,prm15_wcost_re14_c2p1_t1,Wind,Pampas,15483.452130441041,2.0
109,prm15_wcost_re14_c2p1_t1,Wind,Patagonia,5769.0322771278625,2.0
110,prm15_wcost_re15_c2p1_co2_cut90p_t1,SolarPV,Atacama/Andes,43540.218055840705,4.0
111,prm15_wcost_re15_c2p1_co2_cut90p_t1,SolarPV,Caatinga,49149.6,4.0
112,prm15_wcost_re15_c2p1_co2_cut90p_t1,SolarPV,Cerrado,84189.4,4.0
113,prm15_wcost_re15_c2p1_co2_cut90p_t1,SolarPV,Gran Chaco,9010.355861101449,4.0
114,prm15_wcost_re15_c2p1_co2_cut90p_t1,SolarPV,Monte Desert,520.0,4.0
115,prm15_wcost_re15_c2p1_co2_cut90p_t1,SolarPV,Pampas,5144.933780280852,4.0
116,prm15_wcost_re15_c2p1_co2_cut90p_t1,Wind,Caatinga,171569.42771395182,4.0
117,prm15_wcost_re15_c2p1_co2_cut90p_t1,Wind,Coastal,2397.0,4.0
118,prm15_wcost_re15_c2p1_co2_cut90p_t1,Wind,Gran Chaco,4085.7509828799457,4.0
119,prm15_wcost_re15_c2p1_co2_cut90p_t1,Wind,Pampas,60013.793311952024,4.0
120,prm15_wcost_re15_c2p1_co2_cut90p_t1,Wind,Patagonia,84843.97148603498,4.0
121,prm15_wcost_re15_c2p1_t1,SolarPV,Atacama/Andes,0.0,2.0
122,prm15_wcost_re15_c2p1_t1,SolarPV,Caatinga,37100.5,2.0
123,prm15_wcost_re15_c2p1_t1,SolarPV,Cerrado,44541.2,2.0
124,prm15_wcost_re15_c2p1_t1,SolarPV,Gran Chaco,2576.645513732091,2.0
125,prm15_wcost_re15_c2p1_t1,SolarPV,Monte Desert,0.0,2.0
126,prm15_wcost_re15_c2p1_t1,SolarPV,Pampas,4052.5550490432015,2.0
127,prm15_wcost_re15_c2p1_t1,Wind,Caatinga,75042.74452452584,2.0
128,prm15_wcost_re15_c2p1_t1,Wind,Coastal,0.0,2.0
129,prm15_wcost_re15_c2p1_t1,Wind,Gran Chaco,144.35510258146323,2.0
130,prm15_wcost_re15_c2p1_t1,Wind,Pampas,17033.40336842105,2.0
131,prm15_wcost_re15_c2p1_t1,Wind,Patagonia,5931.463456174226,2.0
132,prm15_wcost_re16_c2p1_co2_cut90p_t1,SolarPV,Atacama/Andes,29615.508935315644,4.0
133,prm15_wcost_re16_c2p1_co2_cut90p_t1,SolarPV,Caatinga,49149.6,4.0
134,prm15_wcost_re16_c2p1_co2_cut90p_t1,SolarPV,Cerrado,83476.8,4.0
135,prm15_wcost_re16_c2p1_co2_cut90p_t1,SolarPV,Gran Chaco,7490.358234474257,4.0
