,Latitude,Longitude,project,load_zone,biome
355,-35.75,-65.75,p_solar_Argentina_AR555,Argentina,Monte Desert
356,-36.25,-65.75,p_solar_Argentina_AR556,Argentina,Monte Desert
357,-36.75,-65.75,p_solar_Argentina_AR557,Argentina,Monte Desert
358,-37.25,-65.75,p_solar_Argentina_AR558,Argentina,Monte Desert
359,-37.75,-65.75,p_solar_Argentina_AR559,Argentina,Monte Desert
360,-38.25,-65.75,p_solar_Argentina_AR560,Argentina,Monte Desert
361,-38.75,-65.75,p_solar_Argentina_AR561,Argentina,Monte Desert
362,-39.25,-65.75,p_solar_Argentina_AR562,Argentina,Monte Desert
363,-39.75,-65.75,p_solar_Argentina_AR563,Argentina,Monte Desert
364,-40.25,-65.75,p_solar_Argentina_AR564,Argentina,Monte Desert
365,-40.75,-65.75,p_solar_Argentina_AR565,Argentina,Monte Desert
366,-41.25,-65.75,p_solar_Argentina_AR566,Argentina,Monte Desert
367,-41.75,-65.75,p_solar_Argentina_AR567,Argentina,Monte Desert
368,-42.25,-65.75,p_solar_Argentina_AR568,Argentina,Monte Desert
369,-42.75,-65.75,p_solar_Argentina_AR569,Argentina,Monte Desert
370,-43.25,-65.75,p_solar_Argentina_AR570,Argentina,Monte Desert
371,-43.75,-65.75,p_solar_Argentina_AR571,Argentina,Monte Desert
372,-44.25,-65.75,p_solar_Argentina_AR572,Argentina,Monte Desert
373,-44.75,-65.75,p_solar_Argentina_AR573,Argentina,Monte Desert
374,-47.25,-65.75,p_solar_Argentina_AR574,Argentina,Monte Desert
375,-22.25,-65.25,p_solar_Argentina_AR576,Argentina,Gran Chaco
376,-22.75,-65.25,p_solar_Argentina_AR577,Argentina,Gran Chaco
377,-23.25,-65.25,p_solar_Argentina_AR578,Argentina,Gran Chaco
378,-23.75,-65.25,p_solar_Argentina_AR579,Argentina,Gran Chaco
379,-24.25,-65.25,p_solar_Argentina_AR580,Argentina,Gran Chaco
380,-24.75,-65.25,p_solar_Argentina_AR581,Argentina,Gran Chaco
381,-25.25,-65.25,p_solar_Argentina_AR582,Argentina,Gran Chaco
382,-25.75,-65.25,p_solar_Argentina_AR583,Argentina,Gran Chaco
383,-26.25,-65.25,p_solar_Argentina_AR584,Argentina,Gran Chaco
384,-26.75,-65.25,p_solar_Argentina_AR585,Argentina,Gran Chaco
385,-27.25,-65.25,p_solar_Argentina_AR586,Argentina,Gran Chaco
386,-34.25,-65.25,p_solar_Argentina_AR600,Argentina,Monte Desert
387,-34.75,-65.25,p_solar_Argentina_AR601,Argentina,Monte Desert
388,-35.25,-65.25,p_solar_Argentina_AR602,Argentina,Monte Desert
389,-35.75,-65.25,p_solar_Argentina_AR603,Argentina,Monte Desert
390,-36.25,-65.25,p_solar_Argentina_AR604,Argentina,Monte Desert
391,-36.75,-65.25,p_solar_Argentina_AR605,Argentina,Monte Desert
392,-37.25,-65.25,p_solar_Argentina_AR606,Argentina,Monte Desert
393,-37.75,-65.25,p_solar_Argentina_AR607,Argentina,Monte Desert
394,-38.25,-65.25,p_solar_Argentina_AR608,Argentina,Monte Desert
395,-38.75,-65.25,p_solar_Argentina_AR609,Argentina,Monte Desert
396,-39.25,-65.25,p_solar_Argentina_AR610,Argentina,Monte Desert
397,-39.75,-65.25,p_solar_Argentina_AR611,Argentina,Monte Desert
398,-40.25,-65.25,p_solar_Argentina_AR612,Argentina,Monte Desert
399,-40.75,-65.25,p_solar_Argentina_AR613,Argentina,Monte Desert
400,-41.25,-65.25,p_solar_Argentina_AR614,Argentina,Monte Desert
401,-41.75,-65.25,p_solar_Argentina_AR615,Argentina,Monte Desert
402,-42.25,-65.25,p_solar_Argentina_AR616,Argentina,Monte Desert
403,-42.75,-65.25,p_solar_Argentina_AR617,Argentina,Monte Desert
404,-43.25,-65.25,p_solar_Argentina_AR618,Argentina,Monte Desert
405,-22.25,-64.75,p_solar_Argentina_AR620,Argentina,Gran Chaco
406,-22.75,-64.75,p_solar_Argentina_AR621,Argentina,Gran Chaco
407,-23.25,-64.75,p_solar_Argentina_AR622,Argentina,Gran Chaco
408,-23.75,-64.75,p_solar_Argentina_AR623,Argentina,Gran Chaco
409,-24.25,-64.75,p_solar_Argentina_AR624,Argentina,Gran Chaco
410,-24.75,-64.75,p_solar_Argentina_AR625,Argentina,Gran Chaco
411,-25.25,-64.75,p_solar_Argentina_AR626,Argentina,Gran Chaco
412,-25.75,-64.75,p_solar_Argentina_AR627,Argentina,Gran Chaco
413,-26.25,-64.75,p_solar_Argentina_AR628,Argentina,Gran Chaco
414,-26.75,-64.75,p_solar_Argentina_AR629,Argentina,Gran Chaco
415,-27.25,-64.75,p_solar_Argentina_AR630,Argentina,Gran Chaco
416,-34.75,-64.75,p_solar_Argentina_AR645,Argentina,Monte Desert
417,-35.25,-64.75,p_solar_Argentina_AR646,Argentina,Monte Desert
418,-35.75,-64.75,p_solar_Argentina_AR647,Argentina,Monte Desert
419,-36.25,-64.75,p_solar_Argentina_AR648,Argentina,Monte Desert
420,-36.75,-64.75,p_solar_Argentina_AR649,Argentina,Monte Desert
421,-37.25,-64.75,p_solar_Argentina_AR650,Argentina,Monte Desert
422,-37.75,-64.75,p_solar_Argentina_AR651,Argentina,Monte Desert
423,-38.25,-64.75,p_solar_Argentina_AR652,Argentina,Monte Desert
424,-38.75,-64.75,p_solar_Argentina_AR653,Argentina,Monte Desert
425,-39.25,-64.75,p_solar_Argentina_AR654,Argentina,Monte Desert
426,-39.75,-64.75,p_solar_Argentina_AR655,Argentina,Monte Desert
427,-40.25,-64.75,p_solar_Argentina_AR656,Argentina,Monte Desert
428,-40.75,-64.75,p_solar_Argentina_AR657,Argentina,Monte Desert
429,-42.25,-64.75,p_solar_Argentina_AR658,Argentina,Monte Desert
430,-22.75,-64.25,p_solar_Argentina_AR659,Argentina,Gran Chaco
431,-23.25,-64.25,p_solar_Argentina_AR660,Argentina,Gran Chaco
432,-23.75,-64.25,p_solar_Argentina_AR661,Argentina,Gran Chaco
433,-24.25,-64.25,p_solar_Argentina_AR662,Argentina,Gran Chaco
434,-24.75,-64.25,p_solar_Argentina_AR663,Argentina,Gran Chaco
435,-25.25,-64.25,p_solar_Argentina_AR664,Argentina,Gran Chaco
436,-25.75,-64.25,p_solar_Argentina_AR665,Argentina,Gran Chaco
437,-26.25,-64.25,p_solar_Argentina_AR666,Argentina,Gran Chaco
438,-26.75,-64.25,p_solar_Argentina_AR667,Argentina,Gran Chaco
439,-35.25,-64.25,p_solar_Argentina_AR684,Argentina,Monte Desert
440,-35.75,-64.25,p_solar_Argentina_AR685,Argentina,Monte Desert
441,-36.25,-64.25,p_solar_Argentina_AR686,Argentina,Monte Desert
442,-36.75,-64.25,p_solar_Argentina_AR687,Argentina,Monte Desert
443,-37.25,-64.25,p_solar_Argentina_AR688,Argentina,Monte Desert
444,-37.75,-64.25,p_solar_Argentina_AR689,Argentina,Monte Desert
445,-38.25,-64.25,p_solar_Argentina_AR690,Argentina,Monte Desert
446,-38.75,-64.25,p_solar_Argentina_AR691,Argentina,Monte Desert
447,-39.25,-64.25,p_solar_Argentina_AR692,Argentina,Monte Desert
448,-39.75,-64.25,p_solar_Argentina_AR693,Argentina,Monte Desert
449,-40.25,-64.25,p_solar_Argentina_AR694,Argentina,Monte Desert
450,-40.75,-64.25,p_solar_Argentina_AR695,Argentina,Monte Desert
451,-42.75,-64.25,p_solar_Argentina_AR696,Argentina,Monte Desert
452,-35.25,-63.75,p_solar_Argentina_AR724,Argentina,Monte Desert
453,-35.75,-63.75,p_solar_Argentina_AR725,Argentina,Monte Desert
454,-36.25,-63.75,p_solar_Argentina_AR726,Argentina,Monte Desert
455,-36.75,-63.75,p_solar_Argentina_AR727,Argentina,Monte Desert
456,-37.25,-63.75,p_solar_Argentina_AR728,Argentina,Monte Desert
457,-37.75,-63.75,p_solar_Argentina_AR729,Argentina,Monte Desert
458,-38.25,-63.75,p_solar_Argentina_AR730,Argentina,Monte Desert
459,-38.75,-63.75,p_solar_Argentina_AR731,Argentina,Monte Desert
460,-39.25,-63.75,p_solar_Argentina_AR732,Argentina,Monte Desert
461,-39.75,-63.75,p_solar_Argentina_AR733,Argentina,Monte Desert
462,-40.25,-63.75,p_solar_Argentina_AR734,Argentina,Monte Desert
463,-40.75,-63.75,p_solar_Argentina_AR735,Argentina,Monte Desert
464,-42.25,-63.75,p_solar_Argentina_AR736,Argentina,Monte Desert
465,-42.75,-63.75,p_solar_Argentina_AR737,Argentina,Monte Desert
466,-35.25,-63.25,p_solar_Argentina_AR764,Argentina,Monte Desert
467,-35.75,-63.25,p_solar_Argentina_AR765,Argentina,Monte Desert
468,-36.25,-63.25,p_solar_Argentina_AR766,Argentina,Monte Desert
469,-36.75,-63.25,p_solar_Argentina_AR767,Argentina,Monte Desert
470,-37.25,-63.25,p_solar_Argentina_AR768,Argentina,Monte Desert
471,-37.75,-63.25,p_solar_Argentina_AR769,Argentina,Monte Desert
472,-38.25,-63.25,p_solar_Argentina_AR770,Argentina,Monte Desert
473,-38.75,-63.25,p_solar_Argentina_AR771,Argentina,Monte Desert
474,-39.25,-63.25,p_solar_Argentina_AR772,Argentina,Monte Desert
475,-39.75,-63.25,p_solar_Argentina_AR773,Argentina,Monte Desert
476,-40.25,-63.25,p_solar_Argentina_AR774,Argentina,Monte Desert
477,-40.75,-63.25,p_solar_Argentina_AR775,Argentina,Monte Desert
478,-35.25,-62.75,p_solar_Argentina_AR802,Argentina,Monte Desert
479,-35.75,-62.75,p_solar_Argentina_AR803,Argentina,Monte Desert
480,-36.25,-62.75,p_solar_Argentina_AR804,Argentina,Monte Desert
481,-36.75,-62.75,p_solar_Argentina_AR805,Argentina,Monte Desert
482,-37.25,-62.75,p_solar_Argentina_AR806,Argentina,Monte Desert
483,-37.75,-62.75,p_solar_Argentina_AR807,Argentina,Monte Desert
484,-38.25,-62.75,p_solar_Argentina_AR808,Argentina,Monte Desert
485,-38.75,-62.75,p_solar_Argentina_AR809,Argentina,Monte Desert
486,-39.25,-62.75,p_solar_Argentina_AR810,Argentina,Monte Desert
487,-39.75,-62.75,p_solar_Argentina_AR811,Argentina,Monte Desert
488,-40.25,-62.75,p_solar_Argentina_AR812,Argentina,Monte Desert
489,-40.75,-62.75,p_solar_Argentina_AR813,Argentina,Monte Desert
490,-35.25,-62.25,p_solar_Argentina_AR839,Argentina,Monte Desert
491,-35.75,-62.25,p_solar_Argentina_AR840,Argentina,Monte Desert
492,-36.25,-62.25,p_solar_Argentina_AR841,Argentina,Monte Desert
493,-36.75,-62.25,p_solar_Argentina_AR842,Argentina,Monte Desert
494,-37.25,-62.25,p_solar_Argentina_AR843,Argentina,Monte Desert
495,-37.75,-62.25,p_solar_Argentina_AR844,Argentina,Monte Desert
496,-38.25,-62.25,p_solar_Argentina_AR845,Argentina,Monte Desert
497,-38.75,-62.25,p_solar_Argentina_AR846,Argentina,Monte Desert
498,-39.25,-62.25,p_solar_Argentina_AR847,Argentina,Monte Desert
499,-39.75,-62.25,p_solar_Argentina_AR848,Argentina,Monte Desert
500,-35.25,-61.75,p_solar_Argentina_AR873,Argentina,Monte Desert
501,-35.75,-61.75,p_solar_Argentina_AR874,Argentina,Monte Desert
502,-36.25,-61.75,p_solar_Argentina_AR875,Argentina,Monte Desert
503,-36.75,-61.75,p_solar_Argentina_AR876,Argentina,Monte Desert
504,-37.25,-61.75,p_solar_Argentina_AR877,Argentina,Monte Desert
505,-37.75,-61.75,p_solar_Argentina_AR878,Argentina,Monte Desert
506,-38.25,-61.75,p_solar_Argentina_AR879,Argentina,Monte Desert
507,-38.75,-61.75,p_solar_Argentina_AR880,Argentina,Monte Desert
508,-35.75,-61.25,p_solar_Argentina_AR905,Argentina,Monte Desert
509,-36.25,-61.25,p_solar_Argentina_AR906,Argentina,Monte Desert
510,-36.75,-61.25,p_solar_Argentina_AR907,Argentina,Monte Desert
511,-37.25,-61.25,p_solar_Argentina_AR908,Argentina,Monte Desert
512,-37.75,-61.25,p_solar_Argentina_AR909,Argentina,Monte Desert
513,-38.25,-61.25,p_solar_Argentina_AR910,Argentina,Monte Desert
514,-38.75,-61.25,p_solar_Argentina_AR911,Argentina,Monte Desert
515,-11.75,-61.75,p_solar_Brazil_BR523,Brazil,Cerrado
516,-13.25,-60.75,p_solar_Brazil_BR599,Brazil,Cerrado
517,-14.75,-60.25,p_solar_Brazil_BR640,Brazil,Cerrado
518,-15.25,-60.25,p_solar_Brazil_BR641,Brazil,Cerrado
519,-14.75,-59.75,p_solar_Brazil_BR678,Brazil,Cerrado
520,-15.25,-59.75,p_solar_Brazil_BR679,Brazil,Cerrado
521,-15.75,-59.75,p_solar_Brazil_BR680,Brazil,Cerrado
522,-16.25,-59.75,p_solar_Brazil_BR681,Brazil,Cerrado
523,-14.25,-59.25,p_solar_Brazil_BR713,Brazil,Cerrado
524,-14.75,-59.25,p_solar_Brazil_BR714,Brazil,Cerrado
525,-15.25,-59.25,p_solar_Brazil_BR715,Brazil,Cerrado
526,-15.75,-59.25,p_solar_Brazil_BR716,Brazil,Cerrado
527,-16.25,-59.25,p_solar_Brazil_BR717,Brazil,Cerrado
528,-12.75,-58.75,p_solar_Brazil_BR745,Brazil,Cerrado
529,-13.25,-58.75,p_solar_Brazil_BR746,Brazil,Cerrado
530,-13.75,-58.75,p_solar_Brazil_BR747,Brazil,Cerrado
531,-14.25,-58.75,p_solar_Brazil_BR748,Brazil,Cerrado
532,-14.75,-58.75,p_solar_Brazil_BR749,Brazil,Cerrado
533,-15.25,-58.75,p_solar_Brazil_BR750,Brazil,Cerrado
534,-15.75,-58.75,p_solar_Brazil_BR751,Brazil,Cerrado
535,-16.25,-58.75,p_solar_Brazil_BR752,Brazil,Cerrado
536,-13.75,-58.25,p_solar_Brazil_BR783,Brazil,Cerrado
537,-14.25,-58.25,p_solar_Brazil_BR784,Brazil,Cerrado
538,-14.75,-58.25,p_solar_Brazil_BR785,Brazil,Cerrado
539,-15.25,-58.25,p_solar_Brazil_BR786,Brazil,Cerrado
540,-15.75,-58.25,p_solar_Brazil_BR787,Brazil,Cerrado
541,-16.25,-58.25,p_solar_Brazil_BR788,Brazil,Cerrado
542,-16.75,-58.25,p_solar_Brazil_BR789,Brazil,Cerrado
543,-17.25,-58.25,p_solar_Brazil_BR790,Brazil,Cerrado
544,-13.75,-57.75,p_solar_Brazil_BR821,Brazil,Cerrado
545,-14.25,-57.75,p_solar_Brazil_BR822,Brazil,Cerrado
546,-14.75,-57.75,p_solar_Brazil_BR823,Brazil,Cerrado
547,-15.25,-57.75,p_solar_Brazil_BR824,Brazil,Cerrado
548,-15.75,-57.75,p_solar_Brazil_BR825,Brazil,Cerrado
549,-16.25,-57.75,p_solar_Brazil_BR826,Brazil,Cerrado
550,-16.75,-57.75,p_solar_Brazil_BR827,Brazil,Cerrado
551,-19.25,-57.75,p_solar_Brazil_BR829,Brazil,Cerrado
552,-19.75,-57.75,p_solar_Brazil_BR830,Brazil,Cerrado
553,-20.25,-57.75,p_solar_Brazil_BR831,Brazil,Cerrado
554,-20.75,-57.75,p_solar_Brazil_BR832,Brazil,Cerrado
555,-21.25,-57.75,p_solar_Brazil_BR833,Brazil,Cerrado
556,-21.75,-57.75,p_solar_Brazil_BR834,Brazil,Cerrado
557,-14.25,-57.25,p_solar_Brazil_BR867,Brazil,Cerrado
558,-14.75,-57.25,p_solar_Brazil_BR868,Brazil,Cerrado
559,-15.25,-57.25,p_solar_Brazil_BR869,Brazil,Cerrado
560,-15.75,-57.25,p_solar_Brazil_BR870,Brazil,Cerrado
561,-16.25,-57.25,p_solar_Brazil_BR871,Brazil,Cerrado
562,-16.75,-57.25,p_solar_Brazil_BR872,Brazil,Cerrado
563,-17.25,-57.25,p_solar_Brazil_BR873,Brazil,Cerrado
564,-17.75,-57.25,p_solar_Brazil_BR874,Brazil,Cerrado
565,-18.75,-57.25,p_solar_Brazil_BR876,Brazil,Cerrado
566,-19.25,-57.25,p_solar_Brazil_BR877,Brazil,Cerrado
567,-19.75,-57.25,p_solar_Brazil_BR878,Brazil,Cerrado
568,-20.25,-57.25,p_solar_Brazil_BR879,Brazil,Cerrado
569,-20.75,-57.25,p_solar_Brazil_BR880,Brazil,Cerrado
570,-21.25,-57.25,p_solar_Brazil_BR881,Brazil,Cerrado
571,-21.75,-57.25,p_solar_Brazil_BR882,Brazil,Cerrado
572,-30.25,-57.25,p_solar_Brazil_BR883,Brazil,Pampas
573,-14.25,-56.75,p_solar_Brazil_BR916,Brazil,Cerrado
574,-14.75,-56.75,p_solar_Brazil_BR917,Brazil,Cerrado
575,-15.25,-56.75,p_solar_Brazil_BR918,Brazil,Cerrado
576,-15.75,-56.75,p_solar_Brazil_BR919,Brazil,Cerrado
577,-16.25,-56.75,p_solar_Brazil_BR920,Brazil,Cerrado
578,-16.75,-56.75,p_solar_Brazil_BR921,Brazil,Cerrado
579,-17.25,-56.75,p_solar_Brazil_BR922,Brazil,Cerrado
580,-17.75,-56.75,p_solar_Brazil_BR923,Brazil,Cerrado
581,-18.25,-56.75,p_solar_Brazil_BR924,Brazil,Cerrado
582,-18.75,-56.75,p_solar_Brazil_BR925,Brazil,Cerrado
583,-19.25,-56.75,p_solar_Brazil_BR926,Brazil,Cerrado
584,-19.75,-56.75,p_solar_Brazil_BR927,Brazil,Cerrado
585,-20.25,-56.75,p_solar_Brazil_BR928,Brazil,Cerrado
586,-20.75,-56.75,p_solar_Brazil_BR929,Brazil,Cerrado
587,-21.25,-56.75,p_solar_Brazil_BR930,Brazil,Cerrado
588,-21.75,-56.75,p_solar_Brazil_BR931,Brazil,Cerrado
589,-29.75,-56.75,p_solar_Brazil_BR932,Brazil,Pampas
590,-12.75,-56.25,p_solar_Brazil_BR962,Brazil,Cerrado
591,-14.25,-56.25,p_solar_Brazil_BR965,Brazil,Cerrado
592,-14.75,-56.25,p_solar_Brazil_BR966,Brazil,Cerrado
593,-15.25,-56.25,p_solar_Brazil_BR967,Brazil,Cerrado
594,-15.75,-56.25,p_solar_Brazil_BR968,Brazil,Cerrado
595,-16.25,-56.25,p_solar_Brazil_BR969,Brazil,Cerrado
596,-16.75,-56.25,p_solar_Brazil_BR970,Brazil,Cerrado
597,-17.25,-56.25,p_solar_Brazil_BR971,Brazil,Cerrado
598,-17.75,-56.25,p_solar_Brazil_BR972,Brazil,Cerrado
599,-18.25,-56.25,p_solar_Brazil_BR973,Brazil,Cerrado
600,-18.75,-56.25,p_solar_Brazil_BR974,Brazil,Cerrado
601,-19.25,-56.25,p_solar_Brazil_BR975,Brazil,Cerrado
602,-19.75,-56.25,p_solar_Brazil_BR976,Brazil,Cerrado
603,-20.25,-56.25,p_solar_Brazil_BR977,Brazil,Cerrado
604,-20.75,-56.25,p_solar_Brazil_BR978,Brazil,Cerrado
605,-21.25,-56.25,p_solar_Brazil_BR979,Brazil,Cerrado
606,-21.75,-56.25,p_solar_Brazil_BR980,Brazil,Cerrado
607,-29.75,-56.25,p_solar_Brazil_BR982,Brazil,Pampas
608,-30.25,-56.25,p_solar_Brazil_BR983,Brazil,Pampas
609,-13.25,-55.75,p_solar_Brazil_BR1015,Brazil,Cerrado
610,-14.25,-55.75,p_solar_Brazil_BR1017,Brazil,Cerrado
611,-14.75,-55.75,p_solar_Brazil_BR1018,Brazil,Cerrado
612,-15.25,-55.75,p_solar_Brazil_BR1019,Brazil,Cerrado
613,-15.75,-55.75,p_solar_Brazil_BR1020,Brazil,Cerrado
614,-16.25,-55.75,p_solar_Brazil_BR1021,Brazil,Cerrado
615,-16.75,-55.75,p_solar_Brazil_BR1022,Brazil,Cerrado
616,-17.25,-55.75,p_solar_Brazil_BR1023,Brazil,Cerrado
617,-17.75,-55.75,p_solar_Brazil_BR1024,Brazil,Cerrado
618,-18.25,-55.75,p_solar_Brazil_BR1025,Brazil,Cerrado
619,-18.75,-55.75,p_solar_Brazil_BR1026,Brazil,Cerrado
620,-19.25,-55.75,p_solar_Brazil_BR1027,Brazil,Cerrado
621,-19.75,-55.75,p_solar_Brazil_BR1028,Brazil,Cerrado
622,-20.25,-55.75,p_solar_Brazil_BR1029,Brazil,Cerrado
623,-20.75,-55.75,p_solar_Brazil_BR1030,Brazil,Cerrado
624,-21.25,-55.75,p_solar_Brazil_BR1031,Brazil,Cerrado
625,-21.75,-55.75,p_solar_Brazil_BR1032,Brazil,Cerrado
626,-22.25,-55.75,p_solar_Brazil_BR1033,Brazil,Cerrado
627,-30.25,-55.75,p_solar_Brazil_BR1038,Brazil,Pampas
628,-30.75,-55.75,p_solar_Brazil_BR1039,Brazil,Pampas
629,-13.75,-55.25,p_solar_Brazil_BR1072,Brazil,Cerrado
630,-14.25,-55.25,p_solar_Brazil_BR1073,Brazil,Cerrado
631,-14.75,-55.25,p_solar_Brazil_BR1074,Brazil,Cerrado
632,-15.25,-55.25,p_solar_Brazil_BR1075,Brazil,Cerrado
633,-15.75,-55.25,p_solar_Brazil_BR1076,Brazil,Cerrado
634,-16.25,-55.25,p_solar_Brazil_BR1077,Brazil,Cerrado
635,-16.75,-55.25,p_solar_Brazil_BR1078,Brazil,Cerrado
636,-17.25,-55.25,p_solar_Brazil_BR1079,Brazil,Cerrado
637,-17.75,-55.25,p_solar_Brazil_BR1080,Brazil,Cerrado
638,-18.25,-55.25,p_solar_Brazil_BR1081,Brazil,Cerrado
639,-18.75,-55.25,p_solar_Brazil_BR1082,Brazil,Cerrado
640,-19.25,-55.25,p_solar_Brazil_BR1083,Brazil,Cerrado
641,-19.75,-55.25,p_solar_Brazil_BR1084,Brazil,Cerrado
642,-20.25,-55.25,p_solar_Brazil_BR1085,Brazil,Cerrado
643,-20.75,-55.25,p_solar_Brazil_BR1086,Brazil,Cerrado
644,-21.25,-55.25,p_solar_Brazil_BR1087,Brazil,Cerrado
645,-21.75,-55.25,p_solar_Brazil_BR1088,Brazil,Cerrado
646,-22.25,-55.25,p_solar_Brazil_BR1089,Brazil,Cerrado
647,-22.75,-55.25,p_solar_Brazil_BR1090,Brazil,Cerrado
648,-23.25,-55.25,p_solar_Brazil_BR1091,Brazil,Cerrado
649,-23.75,-55.25,p_solar_Brazil_BR1092,Brazil,Cerrado
650,-13.75,-54.75,p_solar_Brazil_BR1131,Brazil,Cerrado
651,-14.25,-54.75,p_solar_Brazil_BR1132,Brazil,Cerrado
652,-14.75,-54.75,p_solar_Brazil_BR1133,Brazil,Cerrado
653,-15.25,-54.75,p_solar_Brazil_BR1134,Brazil,Cerrado
654,-15.75,-54.75,p_solar_Brazil_BR1135,Brazil,Cerrado
655,-16.25,-54.75,p_solar_Brazil_BR1136,Brazil,Cerrado
656,-16.75,-54.75,p_solar_Brazil_BR1137,Brazil,Cerrado
657,-17.25,-54.75,p_solar_Brazil_BR1138,Brazil,Cerrado
658,-17.75,-54.75,p_solar_Brazil_BR1139,Brazil,Cerrado
659,-18.25,-54.75,p_solar_Brazil_BR1140,Brazil,Cerrado
660,-18.75,-54.75,p_solar_Brazil_BR1141,Brazil,Cerrado
661,-19.25,-54.75,p_solar_Brazil_BR1142,Brazil,Cerrado
662,-19.75,-54.75,p_solar_Brazil_BR1143,Brazil,Cerrado
663,-20.25,-54.75,p_solar_Brazil_BR1144,Brazil,Cerrado
664,-20.75,-54.75,p_solar_Brazil_BR1145,Brazil,Cerrado
665,-21.25,-54.75,p_solar_Brazil_BR1146,Brazil,Cerrado
666,-21.75,-54.75,p_solar_Brazil_BR1147,Brazil,Cerrado
667,-22.25,-54.75,p_solar_Brazil_BR1148,Brazil,Cerrado
668,-22.75,-54.75,p_solar_Brazil_BR1149,Brazil,Cerrado
669,-23.25,-54.75,p_solar_Brazil_BR1150,Brazil,Cerrado
670,-23.75,-54.75,p_solar_Brazil_BR1151,Brazil,Cerrado
671,-13.75,-54.25,p_solar_Brazil_BR1191,Brazil,Cerrado
672,-14.25,-54.25,p_solar_Brazil_BR1192,Brazil,Cerrado
673,-14.75,-54.25,p_solar_Brazil_BR1193,Brazil,Cerrado
674,-15.25,-54.25,p_solar_Brazil_BR1194,Brazil,Cerrado
675,-15.75,-54.25,p_solar_Brazil_BR1195,Brazil,Cerrado
676,-16.25,-54.25,p_solar_Brazil_BR1196,Brazil,Cerrado
677,-16.75,-54.25,p_solar_Brazil_BR1197,Brazil,Cerrado
678,-17.25,-54.25,p_solar_Brazil_BR1198,Brazil,Cerrado
679,-17.75,-54.25,p_solar_Brazil_BR1199,Brazil,Cerrado
680,-18.25,-54.25,p_solar_Brazil_BR1200,Brazil,Cerrado
681,-18.75,-54.25,p_solar_Brazil_BR1201,Brazil,Cerrado
682,-19.25,-54.25,p_solar_Brazil_BR1202,Brazil,Cerrado
683,-19.75,-54.25,p_solar_Brazil_BR1203,Brazil,Cerrado
684,-20.25,-54.25,p_solar_Brazil_BR1204,Brazil,Cerrado
685,-20.75,-54.25,p_solar_Brazil_BR1205,Brazil,Cerrado
686,-21.25,-54.25,p_solar_Brazil_BR1206,Brazil,Cerrado
687,-21.75,-54.25,p_solar_Brazil_BR1207,Brazil,Cerrado
688,-22.25,-54.25,p_solar_Brazil_BR1208,Brazil,Cerrado
689,-22.75,-54.25,p_solar_Brazil_BR1209,Brazil,Cerrado
690,-23.25,-54.25,p_solar_Brazil_BR1210,Brazil,Cerrado
691,-23.75,-54.25,p_solar_Brazil_BR1211,Brazil,Cerrado
692,-13.75,-53.75,p_solar_Brazil_BR1256,Brazil,Cerrado
693,-14.25,-53.75,p_solar_Brazil_BR1257,Brazil,Cerrado
694,-14.75,-53.75,p_solar_Brazil_BR1258,Brazil,Cerrado
695,-15.25,-53.75,p_solar_Brazil_BR1259,Brazil,Cerrado
696,-15.75,-53.75,p_solar_Brazil_BR1260,Brazil,Cerrado
697,-16.25,-53.75,p_solar_Brazil_BR1261,Brazil,Cerrado
698,-16.75,-53.75,p_solar_Brazil_BR1262,Brazil,Cerrado
699,-17.25,-53.75,p_solar_Brazil_BR1263,Brazil,Cerrado
700,-17.75,-53.75,p_solar_Brazil_BR1264,Brazil,Cerrado
701,-18.25,-53.75,p_solar_Brazil_BR1265,Brazil,Cerrado
702,-18.75,-53.75,p_solar_Brazil_BR1266,Brazil,Cerrado
703,-19.25,-53.75,p_solar_Brazil_BR1267,Brazil,Cerrado
704,-19.75,-53.75,p_solar_Brazil_BR1268,Brazil,Cerrado
705,-20.25,-53.75,p_solar_Brazil_BR1269,Brazil,Cerrado
706,-20.75,-53.75,p_solar_Brazil_BR1270,Brazil,Cerrado
707,-21.25,-53.75,p_solar_Brazil_BR1271,Brazil,Cerrado
708,-21.75,-53.75,p_solar_Brazil_BR1272,Brazil,Cerrado
709,-22.25,-53.75,p_solar_Brazil_BR1273,Brazil,Cerrado
710,-22.75,-53.75,p_solar_Brazil_BR1274,Brazil,Cerrado
711,-23.25,-53.75,p_solar_Brazil_BR1275,Brazil,Cerrado
712,-23.75,-53.75,p_solar_Brazil_BR1276,Brazil,Cerrado
713,-31.75,-53.75,p_solar_Brazil_BR1290,Brazil,Pampas
714,-13.25,-53.25,p_solar_Brazil_BR1322,Brazil,Cerrado
715,-13.75,-53.25,p_solar_Brazil_BR1323,Brazil,Cerrado
716,-14.25,-53.25,p_solar_Brazil_BR1324,Brazil,Cerrado
717,-14.75,-53.25,p_solar_Brazil_BR1325,Brazil,Cerrado
718,-15.25,-53.25,p_solar_Brazil_BR1326,Brazil,Cerrado
719,-15.75,-53.25,p_solar_Brazil_BR1327,Brazil,Cerrado
720,-16.25,-53.25,p_solar_Brazil_BR1328,Brazil,Cerrado
721,-16.75,-53.25,p_solar_Brazil_BR1329,Brazil,Cerrado
722,-17.25,-53.25,p_solar_Brazil_BR1330,Brazil,Cerrado
723,-17.75,-53.25,p_solar_Brazil_BR1331,Brazil,Cerrado
