period,load_zone,technology,twh,scenario
2020,Argentina,BNG,15.686756999999997,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Curtailment,4.3798906723679925e-15,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Fossil,71.66024026151425,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Hydro,41.046421158,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Solar,1.0480361859051723,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Trans_loss,-0.21798725812360686,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Argentina,Wind,6.244675862862069,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,BNG,96.27760164806787,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Curtailment,2.183280709825707,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Fossil,74.99773577661193,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Hydro,450.1133859821743,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Solar,4.951314463706897,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Trans_loss,-0.1948038407719059,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Brazil,Wind,5.771182727206897,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,BNG,3.453803999999996,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,Curtailment,7.175544602944228e-16,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,Fossil,39.95724868257586,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,Hydro,21.522740232,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,Solar,7.777908641637931,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Chile,Wind,9.729895828586207,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,BNG,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,Curtailment,49.10950196724997,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,Fossil,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,Hydro,23.66830461275,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,Solar,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Paraguay,Wind,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,BNG,2.5220473174137923,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,Curtailment,0.0012293740000004086,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,Fossil,0.4422284773635001,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,Hydro,5.717869766,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,Solar,0.6111554979310344,prm15_wcost_re14_c2p1_co2_cut90p_t1
2020,Uruguay,Wind,5.875972191655173,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,BNG,15.686756999999782,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Curtailment,5.033763184059126e-15,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Fossil,68.78564715390624,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Hydro,47.84930755800007,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Solar,1.0480361859051723,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Trans_loss,-0.21960121499904292,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Argentina,Wind,28.577489886038084,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,BNG,81.36733733708381,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Curtailment,5.90815104407781,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Fossil,78.61695489741089,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Hydro,524.1320260338822,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Solar,4.951314463706897,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Trans_loss,-0.30313779218075504,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Brazil,Wind,63.155552599660304,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,BNG,3.453803999999993,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,Battery,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,Curtailment,4.849775248061406e-15,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,Fossil,47.33377392789876,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,Hydro,24.376078632,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,Solar,9.289251461515034,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Chile,Wind,9.729895828586207,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,BNG,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,Battery,-0.20208095999999973,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,Curtailment,44.554055383903986,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,Fossil,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,Hydro,28.223751196096,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,Solar,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Paraguay,Wind,0.0,prm15_wcost_re14_c2p1_co2_cut90p_t1
2025,Uruguay,BNG,2.564662499999999,prm15_wcost_re14_c2p1_co2_cut90p_t1
