scs_id,costs_per_mwh,MtCO2,op_char,scs_id_ref,costs_per_mwh_ref,MtCO2_ref,load_zone,Solar PV,cost_diff,emis_diff
prm15_wcost_re15_c2p1_co2_cut90p_t1,57.84177628751692,0.0,15,prm15_wcost_re15_c2p1_tn,48.821211292562246,0.0279325275078118,Uruguay,Fixed,9.020564994954675,-0.0279325275078118
prm15_wcost_re15_c2p1_co2_cut90p_t1,77.28246773219298,1.8400982089201685,15,prm15_wcost_re15_c2p1_tn,35.085056704987046,67.27634068740558,Chile,Fixed,42.19741102720594,-65.43624247848541
prm15_wcost_re15_c2p1_co2_cut90p_t1,28.15177043761366,0.4238460322149184,15,prm15_wcost_re15_c2p1_tn,16.259666277616628,0.0,Paraguay,Fixed,11.892104159997032,0.4238460322149184
prm15_wcost_re15_c2p1_co2_cut90p_t1,51.40375984035269,1.857582868033081,15,prm15_wcost_re15_c2p1_tn,38.96072494902465,129.20470534216082,Argentina,Fixed,12.44303489132804,-127.34712247412774
prm15_wcost_re15_c2p1_co2_cut90p_t1,43.28992126032435,6.062443890831798,15,prm15_wcost_re15_c2p1_tn,37.85396037166143,156.88753437507108,Brazil,Fixed,5.435960888662919,-150.8250904842393
prm15_wcost_re16_c2p1_co2_cut90p_t1,44.37586119397045,3.149362552896496,16,prm15_wcost_re16_c2p1_tn,43.691816332947965,124.29906447424068,Argentina,Fixed,0.6840448610224854,-121.14970192134419
prm15_wcost_re16_c2p1_co2_cut90p_t1,42.15612218684997,4.600364580948101,16,prm15_wcost_re16_c2p1_tn,35.80450851277031,142.15600345776917,Brazil,Fixed,6.351613674079658,-137.55563887682106
prm15_wcost_re16_c2p1_co2_cut90p_t1,74.67694161454752,1.9955134597974136,16,prm15_wcost_re16_c2p1_tn,35.307421915934206,67.27633403887462,Chile,Fixed,39.36951969861331,-65.28082057907721
prm15_wcost_re16_c2p1_co2_cut90p_t1,27.03715302970192,0.4387304063580145,16,prm15_wcost_re16_c2p1_tn,20.37730128087282,0.0,Paraguay,Fixed,6.659851748829098,0.4387304063580145
prm15_wcost_re16_c2p1_co2_cut90p_t1,54.60217178752187,0.0,16,prm15_wcost_re16_c2p1_tn,36.10986624612693,0.0164617675813651,Uruguay,Fixed,18.49230554139494,-0.0164617675813651
prm15_wcost_re17_c2p1_co2_cut90p_t1,44.99189732351982,2.540497598370992,17,prm15_wcost_re17_c2p1_tn,36.75180306253026,128.60149899370828,Argentina,Fixed,8.240094260989565,-126.06100139533729
prm15_wcost_re17_c2p1_co2_cut90p_t1,44.28616910304629,5.380848993415817,17,prm15_wcost_re17_c2p1_tn,37.5994834161771,144.98351161687413,Brazil,Fixed,6.68668568686919,-139.60266262345831
prm15_wcost_re17_c2p1_co2_cut90p_t1,77.12742830621853,1.8352021730879384,17,prm15_wcost_re17_c2p1_tn,42.85518642265997,67.27634068740649,Chile,Fixed,34.272241883558564,-65.44113851431855
prm15_wcost_re17_c2p1_co2_cut90p_t1,27.94132788753192,0.4274222351252528,17,prm15_wcost_re17_c2p1_tn,16.687146135409655,0.0,Paraguay,Fixed,11.254181752122264,0.4274222351252528
prm15_wcost_re17_c2p1_co2_cut90p_t1,57.09984638396194,0.0,17,prm15_wcost_re17_c2p1_tn,37.01887222990562,0.02610558359869,Uruguay,Fixed,20.08097415405632,-0.02610558359869
prm15_wcost_re18_c2p1_co2_cut90p_t1,58.8858840306711,0.0023004680730012,18,prm15_wcost_re18_c2p1_tn,21.360906376396997,0.0357964576360776,Uruguay,Fixed,37.5249776542741,-0.033495989563076395
prm15_wcost_re18_c2p1_co2_cut90p_t1,29.70188400298653,0.3710265164655174,18,prm15_wcost_re18_c2p1_tn,17.11543950423775,0.0,Paraguay,Fixed,12.586444498748783,0.3710265164655174
prm15_wcost_re18_c2p1_co2_cut90p_t1,49.49073423671064,4.355547293697006,18,prm15_wcost_re18_c2p1_tn,38.59819790884841,182.3920317759918,Brazil,Fixed,10.892536327862224,-178.03648448229478
prm15_wcost_re18_c2p1_co2_cut90p_t1,43.90041280938119,3.445676463195389,18,prm15_wcost_re18_c2p1_tn,41.74382167801254,149.79582533863265,Argentina,Fixed,2.15659113136865,-146.35014887543727
prm15_wcost_re18_c2p1_co2_cut90p_t1,79.5967147062987,2.009420258569043,18,prm15_wcost_re18_c2p1_tn,36.30338799675968,67.27766236207506,Chile,Fixed,43.293326709539016,-65.26824210350603
prm15_wcost_re19_c2p1_co2_cut90p_t1,50.52157651809757,2.9410611397083946,19,prm15_wcost_re19_c2p1_tn,42.94576633364582,149.7191371207554,Argentina,Fixed,7.575810184451747,-146.778075981047
prm15_wcost_re19_c2p1_co2_cut90p_t1,49.10523519306092,4.99839702769744,19,prm15_wcost_re19_c2p1_tn,38.66063316472317,186.62878763074485,Brazil,Fixed,10.444602028337748,-181.6303906030474
prm15_wcost_re19_c2p1_co2_cut90p_t1,71.62817830219454,1.867500854657669,19,prm15_wcost_re19_c2p1_tn,36.69527072469731,67.2776623620753,Chile,Fixed,34.93290757749723,-65.41016150741764
prm15_wcost_re19_c2p1_co2_cut90p_t1,29.382067595736142,0.3770119779364458,19,prm15_wcost_re19_c2p1_tn,16.93483374588996,0.0,Paraguay,Fixed,12.447233849846182,0.3770119779364458
prm15_wcost_re19_c2p1_co2_cut90p_t1,48.44546153716252,0.0,19,prm15_wcost_re19_c2p1_tn,8.448826721589393,0.0357964576360708,Uruguay,Fixed,39.99663481557313,-0.0357964576360708
prm15_wcost_re20_c2p1_co2_cut90p_t1,25.63701735364401,0.5399236378888143,20,prm15_wcost_re20_c2p1_tn,20.12792724011648,0.0,Paraguay,Fixed,5.509090113527527,0.5399236378888143
prm15_wcost_re20_c2p1_co2_cut90p_t1,46.50304371080965,3.3342730826781164,20,prm15_wcost_re20_c2p1_tn,42.343959844110096,107.72258485346585,Argentina,Fixed,4.159083866699554,-104.38831177078774
prm15_wcost_re20_c2p1_co2_cut90p_t1,39.98018521612157,3.4198653258779754,20,prm15_wcost_re20_c2p1_tn,35.41966365101938,128.92071754188586,Brazil,Fixed,4.560521565102192,-125.50085221600789
prm15_wcost_re20_c2p1_co2_cut90p_t1,70.31055598375733,2.8899089535550813,20,prm15_wcost_re20_c2p1_tn,35.685833333473056,67.2763268546281,Chile,Fixed,34.62472265028427,-64.38641790107302
prm15_wcost_re20_c2p1_co2_cut90p_t1,52.80080644942932,0.0,20,prm15_wcost_re20_c2p1_tn,36.37908549071355,0.0092380736544987,Uruguay,Fixed,16.421720958715767,-0.0092380736544987
