period,scs,scs_id,emis_policy,exist_trd,fixed_pv,capacity_cost,op_char,turbine,group
2040,Trade Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_t1,False,True,True,24996176057.09162,38584,8904,4.0
2040,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1,False,True,False,26678168409.76484,8904,8904,3.0
2045,Trade Emission cut 90% Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_co2_cut90p_t1,True,True,True,61272865795.83111,59360,29680,8.0
2045,Trade Emission cut 90% Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_co2_cut90p_t1,True,True,False,58857625173.05302,29680,29680,7.0
2045,Trade Emission cut 90% Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_co2_cut90p_t1,True,True,True,69880599564.44797,56392,26712,8.0
2045,Trade Emission cut 90% Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_co2_cut90p_t1,True,True,False,65318278729.97216,26712,26712,7.0
2045,Trade Emission cut 90% GE 1.5sle Fixed,prm15_wcost_re17_c2p1_co2_cut90p_t1,True,True,True,64745259695.197296,50456,20776,8.0
2045,Trade Emission cut 90% GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_co2_cut90p_t1,True,True,False,61602055812.72457,20776,20776,7.0
2045,Trade Emission cut 90% GE 2.5xl Fixed,prm15_wcost_re16_c2p1_co2_cut90p_t1,True,True,True,62847708705.35919,47488,17808,8.0
2045,Trade Emission cut 90% GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_co2_cut90p_t1,True,True,False,60105309392.30936,17808,17808,7.0
2045,Trade Emission cut 90% Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_co2_cut90p_t1,True,True,True,69671052774.75305,53424,23744,8.0
2045,Trade Emission cut 90% Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_co2_cut90p_t1,True,True,False,65076076216.95993,23744,23744,7.0
2045,Trade Emission cut 90% Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_co2_cut90p_t1,True,True,True,65259601144.49966,44520,14840,8.0
2045,Trade Emission cut 90% Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_co2_cut90p_t1,True,True,False,61874178285.17497,14840,14840,7.0
2045,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_co2_cut90p_t1,True,True,True,67465721862.589745,41552,11872,8.0
2045,Trade Emission cut 90% Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_co2_cut90p_t1,True,True,False,63482855220.47045,11872,11872,7.0
2045,Trade Emission cut 90% Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_co2_cut90p_t1,True,True,True,66176209625.761856,35616,5936,8.0
2045,Trade Emission cut 90% Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_co2_cut90p_t1,True,True,False,62544772244.66942,5936,5936,7.0
2045,Trade Emission cut 90% Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_co2_cut90p_t1,True,True,True,61733065721.36565,32648,2968,8.0
2045,Trade Emission cut 90% Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_co2_cut90p_t1,True,True,False,59238906668.73771,2968,2968,7.0
2045,Trade Emission cut 90% Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_co2_cut90p_t1,True,True,True,71118408410.47466,38584,8904,8.0
2045,Trade Emission cut 90% Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_co2_cut90p_t1,True,True,False,66187515775.965515,8904,8904,7.0
2045,Trade Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_t1,False,True,True,36526542583.66113,59360,29680,4.0
2045,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1,False,True,False,38692607756.69161,29680,29680,3.0
2045,Trade Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_t1,False,True,True,34708721273.10038,56392,26712,4.0
2045,Trade Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_t1,False,True,False,35976385296.27499,26712,26712,3.0
2045,Trade GE 1.5sle Fixed,prm15_wcost_re17_c2p1_t1,False,True,True,35393256821.87725,50456,20776,4.0
2045,Trade GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_t1,False,True,False,36697467544.18608,20776,20776,3.0
2045,Trade GE 2.5xl Fixed,prm15_wcost_re16_c2p1_t1,False,True,True,36160949586.949905,47488,17808,4.0
2045,Trade GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_t1,False,True,False,38092361993.09983,17808,17808,3.0
2045,Trade Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_t1,False,True,True,35180619635.644356,53424,23744,4.0
2045,Trade Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_t1,False,True,False,36002397439.52967,23744,23744,3.0
2045,Trade Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_t1,False,True,True,35364473179.24212,44520,14840,4.0
2045,Trade Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_t1,False,True,False,36748392775.65532,14840,14840,3.0
2045,Trade Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_t1,False,True,True,35859739064.55447,41552,11872,4.0
2045,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1,False,True,False,36998712995.599266,11872,11872,3.0
2045,Trade Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_t1,False,True,True,35422780498.107315,35616,5936,4.0
2045,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1,False,True,False,36850645278.56345,5936,5936,3.0
2045,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1,False,True,True,35855727876.511444,32648,2968,4.0
2045,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1,False,True,False,38550221170.6604,2968,2968,3.0
2045,Trade Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_t1,False,True,True,34565334204.92964,38584,8904,4.0
2045,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1,False,True,False,35832092938.89595,8904,8904,3.0
2050,Trade Emission cut 90% Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_co2_cut90p_t1,True,True,True,87150639219.10678,59360,29680,8.0
2050,Trade Emission cut 90% Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_co2_cut90p_t1,True,True,False,83324162687.5253,29680,29680,7.0
2050,Trade Emission cut 90% Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_co2_cut90p_t1,True,True,True,98938153396.0278,56392,26712,8.0
2050,Trade Emission cut 90% Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_co2_cut90p_t1,True,True,False,93556785376.88188,26712,26712,7.0
2050,Trade Emission cut 90% GE 1.5sle Fixed,prm15_wcost_re17_c2p1_co2_cut90p_t1,True,True,True,93498125245.33005,50456,20776,8.0
2050,Trade Emission cut 90% GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_co2_cut90p_t1,True,True,False,88958673459.24263,20776,20776,7.0
2050,Trade Emission cut 90% GE 2.5xl Fixed,prm15_wcost_re16_c2p1_co2_cut90p_t1,True,True,True,90353383581.80167,47488,17808,8.0
2050,Trade Emission cut 90% GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_co2_cut90p_t1,True,True,False,85934118702.04362,17808,17808,7.0
2050,Trade Emission cut 90% Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_co2_cut90p_t1,True,True,True,98226176728.93462,53424,23744,8.0
2050,Trade Emission cut 90% Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_co2_cut90p_t1,True,True,False,92980692207.55275,23744,23744,7.0
2050,Trade Emission cut 90% Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_co2_cut90p_t1,True,True,True,93964359983.1163,44520,14840,8.0
2050,Trade Emission cut 90% Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_co2_cut90p_t1,True,True,False,89656785107.53474,14840,14840,7.0
2050,Trade Emission cut 90% Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_co2_cut90p_t1,True,True,True,96268197560.8001,41552,11872,8.0
2050,Trade Emission cut 90% Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_co2_cut90p_t1,True,True,False,91661432185.09291,11872,11872,7.0
2050,Trade Emission cut 90% Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_co2_cut90p_t1,True,True,True,95223510353.05933,35616,5936,8.0
2050,Trade Emission cut 90% Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_co2_cut90p_t1,True,True,False,90760496510.88414,5936,5936,7.0
2050,Trade Emission cut 90% Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_co2_cut90p_t1,True,True,True,88258451481.13754,32648,2968,8.0
2050,Trade Emission cut 90% Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_co2_cut90p_t1,True,True,False,84158436196.652,2968,2968,7.0
2050,Trade Emission cut 90% Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_co2_cut90p_t1,True,True,True,100150826884.21466,38584,8904,8.0
2050,Trade Emission cut 90% Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_co2_cut90p_t1,True,True,False,94218349707.61029,8904,8904,7.0
2050,Trade Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_t1,False,True,True,50332403749.95613,59360,29680,4.0
2050,Trade Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_t1,False,True,False,54047433581.66139,29680,29680,3.0
2050,Trade Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_t1,False,True,True,47208905248.00423,56392,26712,4.0
2050,Trade Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_t1,False,True,False,48100196210.0759,26712,26712,3.0
2050,Trade GE 1.5sle Fixed,prm15_wcost_re17_c2p1_t1,False,True,True,49623276194.55831,50456,20776,4.0
2050,Trade GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_t1,False,True,False,49624543441.44151,20776,20776,3.0
2050,Trade GE 2.5xl Fixed,prm15_wcost_re16_c2p1_t1,False,True,True,49830137386.74662,47488,17808,4.0
2050,Trade GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_t1,False,True,False,51434593880.26886,17808,17808,3.0
2050,Trade Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_t1,False,True,True,47347244115.653946,53424,23744,4.0
2050,Trade Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_t1,False,True,False,48164459316.7094,23744,23744,3.0
2050,Trade Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_t1,False,True,True,48559124792.45704,44520,14840,4.0
2050,Trade Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_t1,False,True,False,49109045611.934746,14840,14840,3.0
2050,Trade Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_t1,False,True,True,48850726898.94784,41552,11872,4.0
2050,Trade Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_t1,False,True,False,49283954249.06601,11872,11872,3.0
2050,Trade Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_t1,False,True,True,48191416769.44387,35616,5936,4.0
2050,Trade Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_t1,False,True,False,49381969782.21118,5936,5936,3.0
2050,Trade Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_t1,False,True,True,48845969081.90107,32648,2968,4.0
2050,Trade Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_t1,False,True,False,53302838742.75336,2968,2968,3.0
2050,Trade Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_t1,False,True,True,46817207650.112785,38584,8904,4.0
2050,Trade Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_t1,False,True,False,46814184031.01943,8904,8904,3.0
