period,load_zone,scs,scs_id,emis_policy,exist_trd,fixed_pv,capacity_cost,op_char,turbine,group
2020,Chile,Emission cut 90% Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_co2_cut90p_tn,True,False,False,752655864.8630137,738,738,5.0
2020,Chile,Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_tn,False,False,True,752655864.8630137,4920,2460,2.0
2020,Chile,Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_tn,False,False,False,752655864.8630137,2460,2460,1.0
2020,Chile,Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_tn,False,False,True,752655864.8630137,4674,2214,2.0
2020,Chile,Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_tn,False,False,False,752655864.8630137,2214,2214,1.0
2020,Chile,GE 1.5sle Fixed,prm15_wcost_re17_c2p1_tn,False,False,True,752655864.8630137,4182,1722,2.0
2020,Chile,GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_tn,False,False,False,752655864.8630137,1722,1722,1.0
2020,Chile,GE 2.5xl Fixed,prm15_wcost_re16_c2p1_tn,False,False,True,752655864.8630137,3936,1476,2.0
2020,Chile,GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_tn,False,False,False,752655864.8630137,1476,1476,1.0
2020,Chile,Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_tn,False,False,True,752655864.8630137,4428,1968,2.0
2020,Chile,Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_tn,False,False,False,752655864.8630137,1968,1968,1.0
2020,Chile,Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_tn,False,False,True,752655864.8630137,3690,1230,2.0
2020,Chile,Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_tn,False,False,False,752655864.8630137,1230,1230,1.0
2020,Chile,Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_tn,False,False,True,752655864.8630137,3444,984,2.0
2020,Chile,Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_tn,False,False,False,752655864.8630137,984,984,1.0
2020,Chile,Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_tn,False,False,True,752655864.8630137,2952,492,2.0
2020,Chile,Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_tn,False,False,False,752655864.8630137,492,492,1.0
2020,Chile,Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_tn,False,False,True,752655864.8630137,2706,246,2.0
