type,period,load_zone,trade,Scenario,multiplier,trade_1
export,2030,Paraguay,0.0078,Trade Vestas V90 3000 Fixed,-1,-0.0078
export,2030,Uruguay,0.19536,Trade Vestas V90 3000 Fixed,-1,-0.19536
export,2035,Argentina,1.93621,Trade Vestas V90 3000 Fixed,-1,-1.93621
export,2035,Brazil,2.2724,Trade Vestas V90 3000 Fixed,-1,-2.2724
export,2035,Chile,0.00089,Trade Vestas V90 3000 Fixed,-1,-0.00089
export,2035,Paraguay,0.0078,Trade Vestas V90 3000 Fixed,-1,-0.0078
export,2035,Uruguay,0.01241,Trade Vestas V90 3000 Fixed,-1,-0.01241
export,2040,Argentina,1.96061,Trade Vestas V90 3000 Fixed,-1,-1.96061
export,2040,Brazil,2.19588,Trade Vestas V90 3000 Fixed,-1,-2.19588
export,2040,Chile,0.00187,Trade Vestas V90 3000 Fixed,-1,-0.00187
export,2040,Paraguay,0.0078,Trade Vestas V90 3000 Fixed,-1,-0.0078
export,2040,Uruguay,0.23378,Trade Vestas V90 3000 Fixed,-1,-0.23378
export,2045,Argentina,2.05879,Trade Vestas V90 3000 Fixed,-1,-2.05879
export,2045,Brazil,2.03133,Trade Vestas V90 3000 Fixed,-1,-2.03133
export,2045,Chile,0.00135,Trade Vestas V90 3000 Fixed,-1,-0.00135
export,2045,Paraguay,0.00441,Trade Vestas V90 3000 Fixed,-1,-0.00441
export,2045,Uruguay,0.26751,Trade Vestas V90 3000 Fixed,-1,-0.26751
export,2050,Argentina,2.094,Trade Vestas V90 3000 Fixed,-1,-2.094
export,2050,Brazil,1.76484,Trade Vestas V90 3000 Fixed,-1,-1.76484
export,2050,Chile,0.00129,Trade Vestas V90 3000 Fixed,-1,-0.00129
export,2050,Paraguay,0.00114,Trade Vestas V90 3000 Fixed,-1,-0.00114
export,2050,Uruguay,0.42609,Trade Vestas V90 3000 Fixed,-1,-0.42609
import,2020,Argentina,0.55782,Trade Vestas V90 3000 Fixed,1,0.55782
import,2020,Brazil,1.46907,Trade Vestas V90 3000 Fixed,1,1.46907
import,2020,Chile,0.00594,Trade Vestas V90 3000 Fixed,1,0.00594
import,2020,Paraguay,0.0,Trade Vestas V90 3000 Fixed,1,0.0
import,2020,Uruguay,0.38393,Trade Vestas V90 3000 Fixed,1,0.38393
import,2025,Argentina,0.40837,Trade Vestas V90 3000 Fixed,1,0.40837
import,2025,Brazil,0.91703,Trade Vestas V90 3000 Fixed,1,0.91703
import,2025,Chile,0.00439,Trade Vestas V90 3000 Fixed,1,0.00439
import,2025,Paraguay,0.0,Trade Vestas V90 3000 Fixed,1,0.0
import,2025,Uruguay,1.61468,Trade Vestas V90 3000 Fixed,1,1.61468
import,2030,Argentina,0.30762,Trade Vestas V90 3000 Fixed,1,0.30762
import,2030,Brazil,0.56382,Trade Vestas V90 3000 Fixed,1,0.56382
import,2030,Chile,0.00439,Trade Vestas V90 3000 Fixed,1,0.00439
import,2030,Paraguay,0.0,Trade Vestas V90 3000 Fixed,1,0.0
import,2030,Uruguay,3.50346,Trade Vestas V90 3000 Fixed,1,3.50346
import,2035,Argentina,0.13078,Trade Vestas V90 3000 Fixed,1,0.13078
import,2035,Brazil,0.52038,Trade Vestas V90 3000 Fixed,1,0.52038
import,2035,Chile,0.00578,Trade Vestas V90 3000 Fixed,1,0.00578
import,2035,Paraguay,0.0,Trade Vestas V90 3000 Fixed,1,0.0
import,2035,Uruguay,3.57278,Trade Vestas V90 3000 Fixed,1,3.57278
import,2040,Argentina,0.11532,Trade Vestas V90 3000 Fixed,1,0.11532
import,2040,Brazil,0.67736,Trade Vestas V90 3000 Fixed,1,0.67736
import,2040,Chile,0.00431,Trade Vestas V90 3000 Fixed,1,0.00431
import,2040,Paraguay,0.0,Trade Vestas V90 3000 Fixed,1,0.0
import,2040,Uruguay,3.60297,Trade Vestas V90 3000 Fixed,1,3.60297
import,2045,Argentina,0.17382,Trade Vestas V90 3000 Fixed,1,0.17382
import,2045,Brazil,0.84622,Trade Vestas V90 3000 Fixed,1,0.84622
import,2045,Chile,0.0046,Trade Vestas V90 3000 Fixed,1,0.0046
import,2045,Paraguay,0.00331,Trade Vestas V90 3000 Fixed,1,0.00331
import,2045,Uruguay,3.33545,Trade Vestas V90 3000 Fixed,1,3.33545
import,2050,Argentina,0.12759,Trade Vestas V90 3000 Fixed,1,0.12759
import,2050,Brazil,1.10303,Trade Vestas V90 3000 Fixed,1,1.10303
import,2050,Chile,0.00534,Trade Vestas V90 3000 Fixed,1,0.00534
import,2050,Paraguay,0.00614,Trade Vestas V90 3000 Fixed,1,0.00614
import,2050,Uruguay,3.04526,Trade Vestas V90 3000 Fixed,1,3.04526
export,2020,Argentina,1.42014,Trade Siemens SWT 3.6 107 Fixed,-1,-1.42014
export,2020,Brazil,0.46827,Trade Siemens SWT 3.6 107 Fixed,-1,-0.46827
export,2020,Chile,0.00105,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00105
export,2020,Paraguay,0.00825,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00825
export,2020,Uruguay,0.51905,Trade Siemens SWT 3.6 107 Fixed,-1,-0.51905
export,2025,Argentina,1.41768,Trade Siemens SWT 3.6 107 Fixed,-1,-1.41768
export,2025,Brazil,1.28926,Trade Siemens SWT 3.6 107 Fixed,-1,-1.28926
export,2025,Chile,0.00145,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00145
export,2025,Paraguay,0.00785,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00785
export,2025,Uruguay,0.21022,Trade Siemens SWT 3.6 107 Fixed,-1,-0.21022
export,2030,Argentina,1.9531,Trade Siemens SWT 3.6 107 Fixed,-1,-1.9531
export,2030,Brazil,2.28009,Trade Siemens SWT 3.6 107 Fixed,-1,-2.28009
export,2030,Chile,0.00142,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00142
export,2030,Paraguay,0.0078,Trade Siemens SWT 3.6 107 Fixed,-1,-0.0078
export,2030,Uruguay,0.06145,Trade Siemens SWT 3.6 107 Fixed,-1,-0.06145
export,2035,Argentina,1.86165,Trade Siemens SWT 3.6 107 Fixed,-1,-1.86165
export,2035,Brazil,2.12088,Trade Siemens SWT 3.6 107 Fixed,-1,-2.12088
export,2035,Chile,0.00086,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00086
export,2035,Paraguay,0.0078,Trade Siemens SWT 3.6 107 Fixed,-1,-0.0078
export,2035,Uruguay,0.0013,Trade Siemens SWT 3.6 107 Fixed,-1,-0.0013
export,2040,Argentina,1.9121,Trade Siemens SWT 3.6 107 Fixed,-1,-1.9121
export,2040,Brazil,1.36445,Trade Siemens SWT 3.6 107 Fixed,-1,-1.36445
export,2040,Chile,0.00224,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00224
export,2040,Paraguay,0.0078,Trade Siemens SWT 3.6 107 Fixed,-1,-0.0078
export,2040,Uruguay,0.22322,Trade Siemens SWT 3.6 107 Fixed,-1,-0.22322
export,2045,Argentina,1.98196,Trade Siemens SWT 3.6 107 Fixed,-1,-1.98196
export,2045,Brazil,1.40841,Trade Siemens SWT 3.6 107 Fixed,-1,-1.40841
export,2045,Chile,0.00132,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00132
export,2045,Paraguay,0.0042,Trade Siemens SWT 3.6 107 Fixed,-1,-0.0042
export,2045,Uruguay,0.31133,Trade Siemens SWT 3.6 107 Fixed,-1,-0.31133
export,2050,Argentina,2.02921,Trade Siemens SWT 3.6 107 Fixed,-1,-2.02921
export,2050,Brazil,1.59289,Trade Siemens SWT 3.6 107 Fixed,-1,-1.59289
export,2050,Chile,0.00085,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00085
export,2050,Paraguay,0.00114,Trade Siemens SWT 3.6 107 Fixed,-1,-0.00114
export,2050,Uruguay,0.47619,Trade Siemens SWT 3.6 107 Fixed,-1,-0.47619
import,2020,Argentina,0.55782,Trade Siemens SWT 3.6 107 Fixed,1,0.55782
import,2020,Brazil,1.46907,Trade Siemens SWT 3.6 107 Fixed,1,1.46907
import,2020,Chile,0.00594,Trade Siemens SWT 3.6 107 Fixed,1,0.00594
import,2020,Paraguay,0.0,Trade Siemens SWT 3.6 107 Fixed,1,0.0
import,2020,Uruguay,0.38393,Trade Siemens SWT 3.6 107 Fixed,1,0.38393
import,2025,Argentina,0.40837,Trade Siemens SWT 3.6 107 Fixed,1,0.40837
import,2025,Brazil,0.88263,Trade Siemens SWT 3.6 107 Fixed,1,0.88263
import,2025,Chile,0.00439,Trade Siemens SWT 3.6 107 Fixed,1,0.00439
import,2025,Paraguay,0.0,Trade Siemens SWT 3.6 107 Fixed,1,0.0
import,2025,Uruguay,1.63107,Trade Siemens SWT 3.6 107 Fixed,1,1.63107
import,2030,Argentina,0.33736,Trade Siemens SWT 3.6 107 Fixed,1,0.33736
import,2030,Brazil,0.4882,Trade Siemens SWT 3.6 107 Fixed,1,0.4882
import,2030,Chile,0.00447,Trade Siemens SWT 3.6 107 Fixed,1,0.00447
import,2030,Paraguay,0.0,Trade Siemens SWT 3.6 107 Fixed,1,0.0
import,2030,Uruguay,3.47383,Trade Siemens SWT 3.6 107 Fixed,1,3.47383
import,2035,Argentina,0.12931,Trade Siemens SWT 3.6 107 Fixed,1,0.12931
import,2035,Brazil,0.53358,Trade Siemens SWT 3.6 107 Fixed,1,0.53358
import,2035,Chile,0.00583,Trade Siemens SWT 3.6 107 Fixed,1,0.00583
import,2035,Paraguay,0.0,Trade Siemens SWT 3.6 107 Fixed,1,0.0
import,2035,Uruguay,3.32377,Trade Siemens SWT 3.6 107 Fixed,1,3.32377
import,2040,Argentina,0.07821,Trade Siemens SWT 3.6 107 Fixed,1,0.07821
import,2040,Brazil,0.934,Trade Siemens SWT 3.6 107 Fixed,1,0.934
import,2040,Chile,0.00376,Trade Siemens SWT 3.6 107 Fixed,1,0.00376
import,2040,Paraguay,0.0,Trade Siemens SWT 3.6 107 Fixed,1,0.0
import,2040,Uruguay,2.49384,Trade Siemens SWT 3.6 107 Fixed,1,2.49384
import,2045,Argentina,0.08575,Trade Siemens SWT 3.6 107 Fixed,1,0.08575
import,2045,Brazil,1.07196,Trade Siemens SWT 3.6 107 Fixed,1,1.07196
import,2045,Chile,0.0017,Trade Siemens SWT 3.6 107 Fixed,1,0.0017
import,2045,Paraguay,0.00333,Trade Siemens SWT 3.6 107 Fixed,1,0.00333
import,2045,Uruguay,2.54448,Trade Siemens SWT 3.6 107 Fixed,1,2.54448
import,2050,Argentina,0.14317,Trade Siemens SWT 3.6 107 Fixed,1,0.14317
import,2050,Brazil,1.18337,Trade Siemens SWT 3.6 107 Fixed,1,1.18337
import,2050,Chile,0.00534,Trade Siemens SWT 3.6 107 Fixed,1,0.00534
import,2050,Paraguay,0.00617,Trade Siemens SWT 3.6 107 Fixed,1,0.00617
import,2050,Uruguay,2.76222,Trade Siemens SWT 3.6 107 Fixed,1,2.76222
export,2020,Argentina,1.42014,Trade Siemens SWT 2.3 93 Fixed,-1,-1.42014
export,2020,Brazil,0.46827,Trade Siemens SWT 2.3 93 Fixed,-1,-0.46827
export,2020,Chile,0.00105,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00105
export,2020,Paraguay,0.00825,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00825
export,2020,Uruguay,0.51905,Trade Siemens SWT 2.3 93 Fixed,-1,-0.51905
export,2025,Argentina,1.22358,Trade Siemens SWT 2.3 93 Fixed,-1,-1.22358
export,2025,Brazil,1.45697,Trade Siemens SWT 2.3 93 Fixed,-1,-1.45697
export,2025,Chile,0.00145,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00145
export,2025,Paraguay,0.00784,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00784
export,2025,Uruguay,0.24631,Trade Siemens SWT 2.3 93 Fixed,-1,-0.24631
export,2030,Argentina,1.83926,Trade Siemens SWT 2.3 93 Fixed,-1,-1.83926
export,2030,Brazil,2.71497,Trade Siemens SWT 2.3 93 Fixed,-1,-2.71497
export,2030,Chile,0.00142,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00142
export,2030,Paraguay,0.0078,Trade Siemens SWT 2.3 93 Fixed,-1,-0.0078
export,2035,Argentina,1.8593,Trade Siemens SWT 2.3 93 Fixed,-1,-1.8593
export,2035,Brazil,1.84487,Trade Siemens SWT 2.3 93 Fixed,-1,-1.84487
export,2035,Chile,0.00086,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00086
export,2035,Paraguay,0.0078,Trade Siemens SWT 2.3 93 Fixed,-1,-0.0078
export,2035,Uruguay,0.0594,Trade Siemens SWT 2.3 93 Fixed,-1,-0.0594
export,2040,Argentina,1.97249,Trade Siemens SWT 2.3 93 Fixed,-1,-1.97249
export,2040,Brazil,1.38123,Trade Siemens SWT 2.3 93 Fixed,-1,-1.38123
export,2040,Chile,0.00224,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00224
export,2040,Paraguay,0.0078,Trade Siemens SWT 2.3 93 Fixed,-1,-0.0078
export,2040,Uruguay,0.26567,Trade Siemens SWT 2.3 93 Fixed,-1,-0.26567
export,2045,Argentina,1.97805,Trade Siemens SWT 2.3 93 Fixed,-1,-1.97805
export,2045,Brazil,1.38697,Trade Siemens SWT 2.3 93 Fixed,-1,-1.38697
export,2045,Chile,0.00132,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00132
export,2045,Paraguay,0.00441,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00441
export,2045,Uruguay,0.34573,Trade Siemens SWT 2.3 93 Fixed,-1,-0.34573
export,2050,Argentina,2.00875,Trade Siemens SWT 2.3 93 Fixed,-1,-2.00875
export,2050,Brazil,1.27045,Trade Siemens SWT 2.3 93 Fixed,-1,-1.27045
export,2050,Chile,0.00085,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00085
export,2050,Paraguay,0.00114,Trade Siemens SWT 2.3 93 Fixed,-1,-0.00114
export,2050,Uruguay,0.48509,Trade Siemens SWT 2.3 93 Fixed,-1,-0.48509
import,2020,Argentina,0.55782,Trade Siemens SWT 2.3 93 Fixed,1,0.55782
import,2020,Brazil,1.46907,Trade Siemens SWT 2.3 93 Fixed,1,1.46907
import,2020,Chile,0.00594,Trade Siemens SWT 2.3 93 Fixed,1,0.00594
import,2020,Paraguay,0.0,Trade Siemens SWT 2.3 93 Fixed,1,0.0
import,2020,Uruguay,0.38393,Trade Siemens SWT 2.3 93 Fixed,1,0.38393
import,2025,Argentina,0.66894,Trade Siemens SWT 2.3 93 Fixed,1,0.66894
import,2025,Brazil,0.84188,Trade Siemens SWT 2.3 93 Fixed,1,0.84188
import,2025,Chile,0.00439,Trade Siemens SWT 2.3 93 Fixed,1,0.00439
import,2025,Paraguay,0.0,Trade Siemens SWT 2.3 93 Fixed,1,0.0
import,2025,Uruguay,1.42095,Trade Siemens SWT 2.3 93 Fixed,1,1.42095
import,2030,Argentina,0.33755,Trade Siemens SWT 2.3 93 Fixed,1,0.33755
import,2030,Brazil,0.42182,Trade Siemens SWT 2.3 93 Fixed,1,0.42182
import,2030,Chile,0.00453,Trade Siemens SWT 2.3 93 Fixed,1,0.00453
import,2030,Paraguay,0.0,Trade Siemens SWT 2.3 93 Fixed,1,0.0
import,2030,Uruguay,3.79955,Trade Siemens SWT 2.3 93 Fixed,1,3.79955
import,2035,Argentina,0.12243,Trade Siemens SWT 2.3 93 Fixed,1,0.12243
import,2035,Brazil,0.66338,Trade Siemens SWT 2.3 93 Fixed,1,0.66338
import,2035,Chile,0.00583,Trade Siemens SWT 2.3 93 Fixed,1,0.00583
import,2035,Paraguay,0.0,Trade Siemens SWT 2.3 93 Fixed,1,0.0
import,2035,Uruguay,2.9806,Trade Siemens SWT 2.3 93 Fixed,1,2.9806
import,2040,Argentina,0.0802,Trade Siemens SWT 2.3 93 Fixed,1,0.0802
import,2040,Brazil,0.91211,Trade Siemens SWT 2.3 93 Fixed,1,0.91211
import,2040,Chile,0.00376,Trade Siemens SWT 2.3 93 Fixed,1,0.00376
import,2040,Paraguay,0.0,Trade Siemens SWT 2.3 93 Fixed,1,0.0
import,2040,Uruguay,2.63336,Trade Siemens SWT 2.3 93 Fixed,1,2.63336
import,2045,Argentina,0.09842,Trade Siemens SWT 2.3 93 Fixed,1,0.09842
import,2045,Brazil,1.09879,Trade Siemens SWT 2.3 93 Fixed,1,1.09879
import,2045,Chile,0.00306,Trade Siemens SWT 2.3 93 Fixed,1,0.00306
import,2045,Paraguay,0.00333,Trade Siemens SWT 2.3 93 Fixed,1,0.00333
import,2045,Uruguay,2.5129,Trade Siemens SWT 2.3 93 Fixed,1,2.5129
import,2050,Argentina,0.14425,Trade Siemens SWT 2.3 93 Fixed,1,0.14425
import,2050,Brazil,1.24722,Trade Siemens SWT 2.3 93 Fixed,1,1.24722
import,2050,Chile,0.00531,Trade Siemens SWT 2.3 93 Fixed,1,0.00531
import,2050,Paraguay,0.00614,Trade Siemens SWT 2.3 93 Fixed,1,0.00614
import,2050,Uruguay,2.36336,Trade Siemens SWT 2.3 93 Fixed,1,2.36336
export,2020,Argentina,1.42014,Trade GE 2.5xl Fixed,-1,-1.42014
export,2020,Brazil,0.46827,Trade GE 2.5xl Fixed,-1,-0.46827
export,2020,Chile,0.00105,Trade GE 2.5xl Fixed,-1,-0.00105
export,2020,Paraguay,0.00825,Trade GE 2.5xl Fixed,-1,-0.00825
export,2020,Uruguay,0.51905,Trade GE 2.5xl Fixed,-1,-0.51905
export,2025,Argentina,1.10611,Trade GE 2.5xl Fixed,-1,-1.10611
export,2025,Brazil,1.4792,Trade GE 2.5xl Fixed,-1,-1.4792
export,2025,Chile,0.00092,Trade GE 2.5xl Fixed,-1,-0.00092
export,2025,Paraguay,0.00784,Trade GE 2.5xl Fixed,-1,-0.00784
export,2025,Uruguay,0.22161,Trade GE 2.5xl Fixed,-1,-0.22161
export,2030,Argentina,1.77821,Trade GE 2.5xl Fixed,-1,-1.77821
export,2030,Brazil,2.60726,Trade GE 2.5xl Fixed,-1,-2.60726
export,2030,Chile,0.00142,Trade GE 2.5xl Fixed,-1,-0.00142
export,2030,Paraguay,0.0078,Trade GE 2.5xl Fixed,-1,-0.0078
export,2030,Uruguay,0.01167,Trade GE 2.5xl Fixed,-1,-0.01167
export,2035,Argentina,1.81461,Trade GE 2.5xl Fixed,-1,-1.81461
export,2035,Brazil,1.70459,Trade GE 2.5xl Fixed,-1,-1.70459
export,2035,Chile,0.00229,Trade GE 2.5xl Fixed,-1,-0.00229
export,2035,Paraguay,0.0078,Trade GE 2.5xl Fixed,-1,-0.0078
export,2035,Uruguay,0.13621,Trade GE 2.5xl Fixed,-1,-0.13621
export,2040,Argentina,1.83872,Trade GE 2.5xl Fixed,-1,-1.83872
export,2040,Brazil,1.5741,Trade GE 2.5xl Fixed,-1,-1.5741
export,2040,Chile,0.00178,Trade GE 2.5xl Fixed,-1,-0.00178
export,2040,Paraguay,0.0078,Trade GE 2.5xl Fixed,-1,-0.0078
export,2040,Uruguay,0.33037,Trade GE 2.5xl Fixed,-1,-0.33037
export,2045,Argentina,1.95106,Trade GE 2.5xl Fixed,-1,-1.95106
export,2045,Brazil,1.17173,Trade GE 2.5xl Fixed,-1,-1.17173
export,2045,Chile,0.00138,Trade GE 2.5xl Fixed,-1,-0.00138
export,2045,Paraguay,0.0042,Trade GE 2.5xl Fixed,-1,-0.0042
export,2045,Uruguay,0.42035,Trade GE 2.5xl Fixed,-1,-0.42035
export,2050,Argentina,1.8783,Trade GE 2.5xl Fixed,-1,-1.8783
export,2050,Brazil,1.24827,Trade GE 2.5xl Fixed,-1,-1.24827
export,2050,Chile,0.00088,Trade GE 2.5xl Fixed,-1,-0.00088
export,2050,Paraguay,0.00133,Trade GE 2.5xl Fixed,-1,-0.00133
export,2050,Uruguay,0.58761,Trade GE 2.5xl Fixed,-1,-0.58761
import,2020,Argentina,0.55782,Trade GE 2.5xl Fixed,1,0.55782
import,2020,Brazil,1.46907,Trade GE 2.5xl Fixed,1,1.46907
import,2020,Chile,0.00594,Trade GE 2.5xl Fixed,1,0.00594
import,2020,Paraguay,0.0,Trade GE 2.5xl Fixed,1,0.0
import,2020,Uruguay,0.38393,Trade GE 2.5xl Fixed,1,0.38393
import,2025,Argentina,0.66949,Trade GE 2.5xl Fixed,1,0.66949
import,2025,Brazil,0.69636,Trade GE 2.5xl Fixed,1,0.69636
import,2025,Chile,0.00439,Trade GE 2.5xl Fixed,1,0.00439
import,2025,Paraguay,0.0,Trade GE 2.5xl Fixed,1,0.0
import,2025,Uruguay,1.44545,Trade GE 2.5xl Fixed,1,1.44545
import,2030,Argentina,0.33833,Trade GE 2.5xl Fixed,1,0.33833
import,2030,Brazil,0.40905,Trade GE 2.5xl Fixed,1,0.40905
import,2030,Chile,0.00456,Trade GE 2.5xl Fixed,1,0.00456
import,2030,Paraguay,0.0,Trade GE 2.5xl Fixed,1,0.0
import,2030,Uruguay,3.65441,Trade GE 2.5xl Fixed,1,3.65441
import,2035,Argentina,0.25544,Trade GE 2.5xl Fixed,1,0.25544
import,2035,Brazil,0.61752,Trade GE 2.5xl Fixed,1,0.61752
import,2035,Chile,0.00452,Trade GE 2.5xl Fixed,1,0.00452
import,2035,Paraguay,0.0,Trade GE 2.5xl Fixed,1,0.0
import,2035,Uruguay,2.78803,Trade GE 2.5xl Fixed,1,2.78803
import,2040,Argentina,0.26768,Trade GE 2.5xl Fixed,1,0.26768
import,2040,Brazil,0.94118,Trade GE 2.5xl Fixed,1,0.94118
import,2040,Chile,0.00428,Trade GE 2.5xl Fixed,1,0.00428
import,2040,Paraguay,0.0,Trade GE 2.5xl Fixed,1,0.0
import,2040,Uruguay,2.53963,Trade GE 2.5xl Fixed,1,2.53963
import,2045,Argentina,0.13166,Trade GE 2.5xl Fixed,1,0.13166
import,2045,Brazil,1.19889,Trade GE 2.5xl Fixed,1,1.19889
import,2045,Chile,0.00167,Trade GE 2.5xl Fixed,1,0.00167
import,2045,Paraguay,0.00333,Trade GE 2.5xl Fixed,1,0.00333
import,2045,Uruguay,2.21317,Trade GE 2.5xl Fixed,1,2.21317
import,2050,Argentina,0.16411,Trade GE 2.5xl Fixed,1,0.16411
import,2050,Brazil,1.26541,Trade GE 2.5xl Fixed,1,1.26541
import,2050,Chile,0.00531,Trade GE 2.5xl Fixed,1,0.00531
import,2050,Paraguay,0.00601,Trade GE 2.5xl Fixed,1,0.00601
import,2050,Uruguay,2.27554,Trade GE 2.5xl Fixed,1,2.27554
export,2020,Argentina,1.42014,Trade GE 1.5sle Fixed,-1,-1.42014
export,2020,Brazil,0.46827,Trade GE 1.5sle Fixed,-1,-0.46827
export,2020,Chile,0.00105,Trade GE 1.5sle Fixed,-1,-0.00105
export,2020,Paraguay,0.00825,Trade GE 1.5sle Fixed,-1,-0.00825
export,2020,Uruguay,0.51905,Trade GE 1.5sle Fixed,-1,-0.51905
export,2025,Argentina,1.23115,Trade GE 1.5sle Fixed,-1,-1.23115
export,2025,Brazil,1.50011,Trade GE 1.5sle Fixed,-1,-1.50011
export,2025,Chile,0.00145,Trade GE 1.5sle Fixed,-1,-0.00145
export,2025,Paraguay,0.00785,Trade GE 1.5sle Fixed,-1,-0.00785
export,2025,Uruguay,0.22586,Trade GE 1.5sle Fixed,-1,-0.22586
export,2030,Argentina,1.8392,Trade GE 1.5sle Fixed,-1,-1.8392
export,2030,Brazil,2.73501,Trade GE 1.5sle Fixed,-1,-2.73501
export,2030,Chile,0.00142,Trade GE 1.5sle Fixed,-1,-0.00142
export,2030,Paraguay,0.0078,Trade GE 1.5sle Fixed,-1,-0.0078
export,2030,Uruguay,0.00494,Trade GE 1.5sle Fixed,-1,-0.00494
export,2035,Argentina,1.86969,Trade GE 1.5sle Fixed,-1,-1.86969
export,2035,Brazil,1.84068,Trade GE 1.5sle Fixed,-1,-1.84068
export,2035,Chile,0.00086,Trade GE 1.5sle Fixed,-1,-0.00086
export,2035,Paraguay,0.0078,Trade GE 1.5sle Fixed,-1,-0.0078
export,2035,Uruguay,0.05851,Trade GE 1.5sle Fixed,-1,-0.05851
export,2040,Argentina,1.99353,Trade GE 1.5sle Fixed,-1,-1.99353
export,2040,Brazil,1.39718,Trade GE 1.5sle Fixed,-1,-1.39718
export,2040,Chile,0.00221,Trade GE 1.5sle Fixed,-1,-0.00221
export,2040,Paraguay,0.0078,Trade GE 1.5sle Fixed,-1,-0.0078
export,2040,Uruguay,0.27516,Trade GE 1.5sle Fixed,-1,-0.27516
export,2045,Argentina,1.93967,Trade GE 1.5sle Fixed,-1,-1.93967
export,2045,Brazil,1.32976,Trade GE 1.5sle Fixed,-1,-1.32976
export,2045,Chile,0.00132,Trade GE 1.5sle Fixed,-1,-0.00132
export,2045,Paraguay,0.00441,Trade GE 1.5sle Fixed,-1,-0.00441
export,2045,Uruguay,0.36342,Trade GE 1.5sle Fixed,-1,-0.36342
export,2050,Argentina,1.99238,Trade GE 1.5sle Fixed,-1,-1.99238
export,2050,Brazil,1.25034,Trade GE 1.5sle Fixed,-1,-1.25034
export,2050,Chile,0.00085,Trade GE 1.5sle Fixed,-1,-0.00085
export,2050,Paraguay,0.00114,Trade GE 1.5sle Fixed,-1,-0.00114
export,2050,Uruguay,0.50213,Trade GE 1.5sle Fixed,-1,-0.50213
import,2020,Argentina,0.55782,Trade GE 1.5sle Fixed,1,0.55782
import,2020,Brazil,1.46907,Trade GE 1.5sle Fixed,1,1.46907
import,2020,Chile,0.00594,Trade GE 1.5sle Fixed,1,0.00594
import,2020,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0
import,2020,Uruguay,0.38393,Trade GE 1.5sle Fixed,1,0.38393
import,2025,Argentina,0.66911,Trade GE 1.5sle Fixed,1,0.66911
import,2025,Brazil,0.82322,Trade GE 1.5sle Fixed,1,0.82322
import,2025,Chile,0.00439,Trade GE 1.5sle Fixed,1,0.00439
import,2025,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0
import,2025,Uruguay,1.4697,Trade GE 1.5sle Fixed,1,1.4697
import,2030,Argentina,0.3375,Trade GE 1.5sle Fixed,1,0.3375
import,2030,Brazil,0.43785,Trade GE 1.5sle Fixed,1,0.43785
import,2030,Chile,0.00453,Trade GE 1.5sle Fixed,1,0.00453
import,2030,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0
import,2030,Uruguay,3.8085,Trade GE 1.5sle Fixed,1,3.8085
import,2035,Argentina,0.1223,Trade GE 1.5sle Fixed,1,0.1223
import,2035,Brazil,0.65218,Trade GE 1.5sle Fixed,1,0.65218
import,2035,Chile,0.00583,Trade GE 1.5sle Fixed,1,0.00583
import,2035,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0
import,2035,Uruguay,2.99725,Trade GE 1.5sle Fixed,1,2.99725
import,2040,Argentina,0.07999,Trade GE 1.5sle Fixed,1,0.07999
import,2040,Brazil,0.92646,Trade GE 1.5sle Fixed,1,0.92646
import,2040,Chile,0.00376,Trade GE 1.5sle Fixed,1,0.00376
import,2040,Paraguay,0.0,Trade GE 1.5sle Fixed,1,0.0
import,2040,Uruguay,2.66567,Trade GE 1.5sle Fixed,1,2.66567
import,2045,Argentina,0.10777,Trade GE 1.5sle Fixed,1,0.10777
import,2045,Brazil,1.13705,Trade GE 1.5sle Fixed,1,1.13705
import,2045,Chile,0.00241,Trade GE 1.5sle Fixed,1,0.00241
import,2045,Paraguay,0.00333,Trade GE 1.5sle Fixed,1,0.00333
import,2045,Uruguay,2.38803,Trade GE 1.5sle Fixed,1,2.38803
import,2050,Argentina,0.14555,Trade GE 1.5sle Fixed,1,0.14555
import,2050,Brazil,1.25934,Trade GE 1.5sle Fixed,1,1.25934
