index,Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,ann_cfs_ninja_solar_1axis
255,-46.75,-67.25,p_solar_Argentina_AR423,Argentina,121.4,0.18,25.18799877,0.23799715391621104
256,-47.25,-67.25,p_solar_Argentina_AR424,Argentina,121.4,0.18,11.26118154,0.23389207650273133
257,-22.75,-66.75,p_solar_Argentina_AR430,Argentina,119.4,0.27,133.3390346,0.37170150273224806
258,-23.25,-66.75,p_solar_Argentina_AR431,Argentina,119.1,0.27,82.23121864,0.3776242030965478
259,-23.75,-66.75,p_solar_Argentina_AR432,Argentina,119.1,0.27,38.53141762,0.3813211520947254
260,-24.75,-66.75,p_solar_Argentina_AR434,Argentina,119.0,0.27,64.92484435,0.38501275045538164
261,-25.25,-66.75,p_solar_Argentina_AR435,Argentina,118.8,0.27,113.8068864,0.3787652550091142
262,-25.75,-66.75,p_solar_Argentina_AR436,Argentina,118.8,0.27,80.2437226,0.3743060109289685
263,-26.25,-66.75,p_solar_Argentina_AR437,Argentina,118.8,0.26,56.51738722,0.37109551457195467
264,-26.75,-66.75,p_solar_Argentina_AR438,Argentina,118.3,0.24,21.72218842,0.3549346539162133
265,-27.25,-66.75,p_solar_Argentina_AR439,Argentina,118.2,0.22,4.840718518,0.3281209016393446
266,-27.75,-66.75,p_solar_Argentina_AR440,Argentina,118.2,0.19,2.46875954,0.303798497267758
267,-31.25,-66.75,p_solar_Argentina_AR447,Argentina,115.8,0.18,108.357958,0.2865397313296912
268,-31.75,-66.75,p_solar_Argentina_AR448,Argentina,115.7,0.19,90.34246074,0.28357969034608355
269,-32.25,-66.75,p_solar_Argentina_AR449,Argentina,115.7,0.2,40.88603584,0.28327800546448023
270,-32.75,-66.75,p_solar_Argentina_AR450,Argentina,115.7,0.2,8.553812475,0.2840043260473579
271,-33.25,-66.75,p_solar_Argentina_AR451,Argentina,115.5,0.2,33.24783735,0.28030270947176683
272,-33.75,-66.75,p_solar_Argentina_AR452,Argentina,115.5,0.2,57.76345344,0.27533583788706745
273,-34.25,-66.75,p_solar_Argentina_AR453,Argentina,115.2,0.21,107.8397439,0.2739674408014565
274,-34.75,-66.75,p_solar_Argentina_AR454,Argentina,115.0,0.21,89.15047784,0.27325227686703135
275,-35.25,-66.75,p_solar_Argentina_AR455,Argentina,114.8,0.21,91.5286089,0.27180145719489984
276,-35.75,-66.75,p_solar_Argentina_AR456,Argentina,114.8,0.21,117.7110188,0.270078438069216
277,-36.25,-66.75,p_solar_Argentina_AR457,Argentina,114.6,0.21,127.7954341,0.26823451730418824
278,-36.75,-66.75,p_solar_Argentina_AR458,Argentina,114.4,0.21,144.1152472,0.26720833333333277
279,-37.25,-66.75,p_solar_Argentina_AR459,Argentina,114.4,0.21,103.3371518,0.26692896174863334
280,-37.75,-66.75,p_solar_Argentina_AR460,Argentina,114.1,0.21,55.45245535,0.26678882058287756
281,-38.25,-66.75,p_solar_Argentina_AR461,Argentina,114.0,0.21,2.09252806,0.26598747723132904
282,-38.75,-66.75,p_solar_Argentina_AR462,Argentina,114.0,0.21,51.68034151,0.2652798269581054
283,-39.25,-66.75,p_solar_Argentina_AR463,Argentina,114.0,0.21,26.69723403,0.2659485428051004
284,-39.75,-66.75,p_solar_Argentina_AR464,Argentina,113.8,0.21,28.55408256,0.2659117714025496
285,-40.25,-66.75,p_solar_Argentina_AR465,Argentina,113.6,0.2,83.8059642,0.2648965163934424
286,-40.75,-66.75,p_solar_Argentina_AR466,Argentina,113.3,0.2,102.957359,0.26723098816029084
287,-41.25,-66.75,p_solar_Argentina_AR467,Argentina,113.1,0.2,106.7542886,0.2710594262295076
288,-41.75,-66.75,p_solar_Argentina_AR468,Argentina,113.1,0.2,108.529247,0.2689954462659372
289,-42.25,-66.75,p_solar_Argentina_AR469,Argentina,113.0,0.2,84.99964272,0.261259221311476
290,-42.75,-66.75,p_solar_Argentina_AR470,Argentina,112.9,0.2,34.57878816,0.25595047814207567
291,-43.25,-66.75,p_solar_Argentina_AR471,Argentina,112.7,0.2,17.05483052,0.2553862704918029
292,-43.75,-66.75,p_solar_Argentina_AR472,Argentina,112.1,0.2,21.43401376,0.2556220400728597
293,-44.25,-66.75,p_solar_Argentina_AR473,Argentina,111.5,0.2,34.58902669,0.25357433970856014
294,-44.75,-66.75,p_solar_Argentina_AR474,Argentina,111.3,0.2,1.888517986,0.24889856557377124
295,-47.25,-66.75,p_solar_Argentina_AR475,Argentina,111.1,0.18,14.12246453,0.23609505919854284
296,-47.75,-66.75,p_solar_Argentina_AR476,Argentina,111.0,0.18,34.25105041,0.2314080145719485
297,-22.25,-66.25,p_solar_Argentina_AR479,Argentina,110.8,0.25,204.1678052,0.35069114298725373
298,-22.75,-66.25,p_solar_Argentina_AR480,Argentina,110.7,0.26,156.562058,0.3572866575592033
299,-23.25,-66.25,p_solar_Argentina_AR481,Argentina,110.6,0.26,106.2510991,0.36491734972678025
300,-23.75,-66.25,p_solar_Argentina_AR482,Argentina,110.6,0.26,55.38220675,0.3695992714025555
301,-24.25,-66.25,p_solar_Argentina_AR483,Argentina,110.5,0.26,2.076953428,0.37377276867031545
302,-24.75,-66.25,p_solar_Argentina_AR484,Argentina,110.5,0.26,42.07708946,0.36617850637523147
303,-25.25,-66.25,p_solar_Argentina_AR485,Argentina,110.4,0.25,78.47412129,0.3434504781420783
304,-25.75,-66.25,p_solar_Argentina_AR486,Argentina,110.3,0.25,39.02965227,0.3353410746812394
305,-26.25,-66.25,p_solar_Argentina_AR487,Argentina,109.8,0.25,23.83095879,0.3400023907103838
306,-26.75,-66.25,p_solar_Argentina_AR488,Argentina,109.7,0.23,16.05591005,0.33338752276867095
307,-27.25,-66.25,p_solar_Argentina_AR489,Argentina,109.6,0.22,5.95198246,0.31956716757741394
308,-27.75,-66.25,p_solar_Argentina_AR490,Argentina,109.2,0.19,4.068692853,0.3056666666666678
309,-31.25,-66.25,p_solar_Argentina_AR497,Argentina,107.8,0.18,100.9761178,0.27959471766848726
310,-31.75,-66.25,p_solar_Argentina_AR498,Argentina,107.6,0.19,59.26292242,0.2801820355191259
311,-32.25,-66.25,p_solar_Argentina_AR499,Argentina,107.4,0.19,19.48801165,0.28424920309653984
312,-32.75,-66.25,p_solar_Argentina_AR500,Argentina,107.2,0.19,8.680782241,0.28988945810564776
313,-33.75,-66.25,p_solar_Argentina_AR502,Argentina,107.1,0.2,46.51904885,0.2757934881602908
314,-34.25,-66.25,p_solar_Argentina_AR503,Argentina,106.7,0.2,87.11932474,0.27238046448087455
315,-34.75,-66.25,p_solar_Argentina_AR504,Argentina,106.6,0.2,116.3352579,0.27200341530054545
316,-35.25,-66.25,p_solar_Argentina_AR505,Argentina,106.5,0.2,135.1782362,0.2707198315118401
317,-35.75,-66.25,p_solar_Argentina_AR506,Argentina,106.4,0.2,157.4660875,0.2688592896174864
318,-36.25,-66.25,p_solar_Argentina_AR507,Argentina,106.4,0.2,171.4187593,0.26731204462659414
319,-36.75,-66.25,p_solar_Argentina_AR508,Argentina,106.3,0.2,154.1208034,0.2664479735883414
320,-37.25,-66.25,p_solar_Argentina_AR509,Argentina,106.1,0.2,99.15909785,0.26555191256830596
321,-37.75,-66.25,p_solar_Argentina_AR510,Argentina,106.1,0.2,45.09399784,0.2648049863387973
322,-38.25,-66.25,p_solar_Argentina_AR511,Argentina,106.1,0.2,8.593720597,0.2638151183970852
323,-38.75,-66.25,p_solar_Argentina_AR512,Argentina,106.1,0.21,62.35102991,0.263561589253187
324,-39.25,-66.25,p_solar_Argentina_AR513,Argentina,105.6,0.21,30.77663987,0.2653424408014569
325,-39.75,-66.25,p_solar_Argentina_AR514,Argentina,105.3,0.2,24.50797942,0.2651139571949
326,-40.25,-66.25,p_solar_Argentina_AR515,Argentina,105.3,0.2,50.88560348,0.2633219489981789
327,-40.75,-66.25,p_solar_Argentina_AR516,Argentina,105.1,0.2,61.49833489,0.264512750455374
328,-41.25,-66.25,p_solar_Argentina_AR517,Argentina,105.0,0.2,64.8631186,0.26727117486338825
329,-41.75,-66.25,p_solar_Argentina_AR518,Argentina,104.8,0.2,66.95703373,0.26559369307832476
330,-42.25,-66.25,p_solar_Argentina_AR519,Argentina,104.6,0.2,74.58242487,0.25975853825136613
331,-42.75,-66.25,p_solar_Argentina_AR520,Argentina,104.6,0.2,20.85512359,0.25713285519125667
332,-43.25,-66.25,p_solar_Argentina_AR521,Argentina,104.6,0.2,23.93463245,0.256407445355191
333,-43.75,-66.25,p_solar_Argentina_AR522,Argentina,104.2,0.2,9.702835528,0.2557497723132972
334,-44.25,-66.25,p_solar_Argentina_AR523,Argentina,104.1,0.2,0.239078126,0.25371129326047415
335,-44.75,-66.25,p_solar_Argentina_AR524,Argentina,104.0,0.2,27.98946021,0.25078802367941716
336,-47.25,-66.25,p_solar_Argentina_AR525,Argentina,103.5,0.18,32.30203495,0.23737943989071014
337,-47.75,-66.25,p_solar_Argentina_AR526,Argentina,103.2,0.18,17.61384663,0.23174556010928934
338,-22.25,-65.75,p_solar_Argentina_AR528,Argentina,102.7,0.24,176.8781847,0.33759073315118615
339,-22.75,-65.75,p_solar_Argentina_AR529,Argentina,102.3,0.24,152.7673641,0.3443006602914412
340,-23.25,-65.75,p_solar_Argentina_AR530,Argentina,102.1,0.25,115.9215207,0.34890220856102266
341,-23.75,-65.75,p_solar_Argentina_AR531,Argentina,101.6,0.25,68.72294153,0.3466979735883438
342,-24.25,-65.75,p_solar_Argentina_AR532,Argentina,101.3,0.25,28.12996244,0.33694193989071075
343,-24.75,-65.75,p_solar_Argentina_AR533,Argentina,101.3,0.24,22.04972385,0.31897495446265867
344,-25.25,-65.75,p_solar_Argentina_AR534,Argentina,101.3,0.24,32.22207237,0.3024364754098374
345,-25.75,-65.75,p_solar_Argentina_AR535,Argentina,101.2,0.23,17.83011179,0.29708879781420755
346,-26.75,-65.75,p_solar_Argentina_AR537,Argentina,101.1,0.22,0.810491263,0.2942005919854277
347,-27.25,-65.75,p_solar_Argentina_AR538,Argentina,100.9,0.2,8.407128817,0.28127937158469973
348,-27.75,-65.75,p_solar_Argentina_AR539,Argentina,100.8,0.19,4.701013923,0.27693032786885263
349,-32.75,-65.75,p_solar_Argentina_AR549,Argentina,99.9,0.19,34.72273615,0.28148087431693936
350,-33.25,-65.75,p_solar_Argentina_AR550,Argentina,99.9,0.19,12.13334446,0.2774207650273223
351,-33.75,-65.75,p_solar_Argentina_AR551,Argentina,99.8,0.19,21.70295591,0.2697077641165757
352,-34.25,-65.75,p_solar_Argentina_AR552,Argentina,99.6,0.19,45.31531041,0.2674094945355191
353,-34.75,-65.75,p_solar_Argentina_AR553,Argentina,99.5,0.19,89.61257436,0.2672314435336973
354,-35.25,-65.75,p_solar_Argentina_AR554,Argentina,99.2,0.2,138.9124057,0.2663944672131143
355,-35.75,-65.75,p_solar_Argentina_AR555,Argentina,98.8,0.2,157.041227,0.26504530965391604
356,-36.25,-65.75,p_solar_Argentina_AR556,Argentina,98.7,0.2,138.7642465,0.2643002049180321
357,-36.75,-65.75,p_solar_Argentina_AR557,Argentina,98.7,0.2,121.0281639,0.26437408925318834
358,-37.25,-65.75,p_solar_Argentina_AR558,Argentina,98.5,0.2,84.69118748,0.2637375910746812
359,-37.75,-65.75,p_solar_Argentina_AR559,Argentina,98.3,0.2,36.00051964,0.26277447632058254
360,-38.25,-65.75,p_solar_Argentina_AR560,Argentina,97.9,0.2,3.350795078,0.2623575819672137
361,-38.75,-65.75,p_solar_Argentina_AR561,Argentina,97.8,0.2,40.9328933,0.2621831739526406
362,-39.25,-65.75,p_solar_Argentina_AR562,Argentina,97.6,0.2,30.79745485,0.26310667122040043
363,-39.75,-65.75,p_solar_Argentina_AR563,Argentina,97.5,0.2,4.367054172,0.2630020491803284
364,-40.25,-65.75,p_solar_Argentina_AR564,Argentina,97.3,0.2,9.086433924,0.26158970856102
365,-40.75,-65.75,p_solar_Argentina_AR565,Argentina,97.2,0.2,20.08556192,0.261811589253188
366,-41.25,-65.75,p_solar_Argentina_AR566,Argentina,97.2,0.2,22.97950895,0.26311259107468077
367,-41.75,-65.75,p_solar_Argentina_AR567,Argentina,96.8,0.2,25.391979,0.26122188069216784
368,-42.25,-65.75,p_solar_Argentina_AR568,Argentina,96.6,0.2,36.0867861,0.25822074225865255
369,-42.75,-65.75,p_solar_Argentina_AR569,Argentina,96.6,0.2,10.48887217,0.25599783697632034
370,-43.25,-65.75,p_solar_Argentina_AR570,Argentina,96.4,0.2,4.380226204,0.25463991347905296
371,-43.75,-65.75,p_solar_Argentina_AR571,Argentina,96.2,0.2,17.79155114,0.2542468123861559
372,-44.25,-65.75,p_solar_Argentina_AR572,Argentina,96.1,0.2,28.29127179,0.25379143897996376
373,-44.75,-65.75,p_solar_Argentina_AR573,Argentina,96.0,0.2,59.09376954,0.2522906420765029
374,-47.25,-65.75,p_solar_Argentina_AR574,Argentina,95.5,0.19,48.2578543,0.23794820127504523
375,-22.25,-65.25,p_solar_Argentina_AR576,Argentina,95.1,0.23,137.2865438,0.3116884107468122
376,-22.75,-65.25,p_solar_Argentina_AR577,Argentina,95.1,0.23,104.6164344,0.3122163023679423
377,-23.25,-65.25,p_solar_Argentina_AR578,Argentina,94.3,0.23,77.86844016,0.3131655282331518
378,-23.75,-65.25,p_solar_Argentina_AR579,Argentina,94.3,0.23,48.24538453,0.3050341530054651
379,-24.25,-65.25,p_solar_Argentina_AR580,Argentina,94.2,0.22,1.814332526,0.29233276411657455
380,-24.75,-65.25,p_solar_Argentina_AR581,Argentina,94.2,0.22,0.645432922,0.28337795992714004
381,-25.25,-65.25,p_solar_Argentina_AR582,Argentina,94.1,0.22,8.353112218,0.27736668943533793
382,-25.75,-65.25,p_solar_Argentina_AR583,Argentina,93.7,0.22,23.05446223,0.27697119763205774
383,-26.25,-65.25,p_solar_Argentina_AR584,Argentina,93.6,0.21,1.339773085,0.27535462204007316
384,-26.75,-65.25,p_solar_Argentina_AR585,Argentina,93.5,0.21,0.011491557,0.27135450819672075
385,-27.25,-65.25,p_solar_Argentina_AR586,Argentina,93.2,0.2,1.360614343,0.26544262295081983
386,-34.25,-65.25,p_solar_Argentina_AR600,Argentina,91.7,0.19,27.77411045,0.2635245901639341
387,-34.75,-65.25,p_solar_Argentina_AR601,Argentina,91.3,0.19,82.19451148,0.26309426229508087
388,-35.25,-65.25,p_solar_Argentina_AR602,Argentina,90.8,0.19,94.17996454,0.26235086520947165
389,-35.75,-65.25,p_solar_Argentina_AR603,Argentina,90.6,0.19,118.1082692,0.2614635701275044
390,-36.25,-65.25,p_solar_Argentina_AR604,Argentina,90.6,0.19,97.65620911,0.2614611794171227
391,-36.75,-65.25,p_solar_Argentina_AR605,Argentina,90.5,0.2,86.04405326,0.26185644353369797
392,-37.25,-65.25,p_solar_Argentina_AR606,Argentina,90.4,0.2,51.87817835,0.26169421675774107
393,-37.75,-65.25,p_solar_Argentina_AR607,Argentina,90.3,0.2,14.7460201,0.2609517304189431
394,-38.25,-65.25,p_solar_Argentina_AR608,Argentina,90.2,0.2,29.29667,0.26039173497267704
395,-38.75,-65.25,p_solar_Argentina_AR609,Argentina,90.1,0.2,11.7385528,0.26103779599271343
396,-39.25,-65.25,p_solar_Argentina_AR610,Argentina,89.8,0.2,12.55310491,0.26151388888888916
397,-39.75,-65.25,p_solar_Argentina_AR611,Argentina,89.4,0.2,22.54140748,0.260926571038251
398,-40.25,-65.25,p_solar_Argentina_AR612,Argentina,89.4,0.2,32.58736904,0.26043670309653866
399,-40.75,-65.25,p_solar_Argentina_AR613,Argentina,89.0,0.2,10.02172628,0.2612601320582878
400,-41.25,-65.25,p_solar_Argentina_AR614,Argentina,89.0,0.2,7.445328019,0.26179895264116554
401,-41.75,-65.25,p_solar_Argentina_AR615,Argentina,89.0,0.2,3.419792691,0.26034278233151137
402,-42.25,-65.25,p_solar_Argentina_AR616,Argentina,88.9,0.2,3.123583585,0.2577258652094712
403,-42.75,-65.25,p_solar_Argentina_AR617,Argentina,88.7,0.2,0.105858273,0.2555860655737706
404,-43.25,-65.25,p_solar_Argentina_AR618,Argentina,88.5,0.2,3.930103131,0.25454792805100157
405,-22.25,-64.75,p_solar_Argentina_AR620,Argentina,88.1,0.21,102.0972202,0.283853369763205
406,-22.75,-64.75,p_solar_Argentina_AR621,Argentina,88.0,0.21,61.73175152,0.27987602459016336
407,-23.25,-64.75,p_solar_Argentina_AR622,Argentina,88.0,0.21,44.32269421,0.2792996357012763
408,-23.75,-64.75,p_solar_Argentina_AR623,Argentina,87.9,0.21,4.779832744,0.2745362021857937
409,-24.25,-64.75,p_solar_Argentina_AR624,Argentina,87.6,0.21,6.935321264,0.26959961293260526
410,-24.75,-64.75,p_solar_Argentina_AR625,Argentina,87.6,0.21,26.056175,0.26726753187613833
411,-25.25,-64.75,p_solar_Argentina_AR626,Argentina,87.4,0.21,14.48440094,0.26440926684881555
412,-25.75,-64.75,p_solar_Argentina_AR627,Argentina,87.3,0.21,1.411136995,0.26468875227686833
413,-26.25,-64.75,p_solar_Argentina_AR628,Argentina,87.3,0.2,9.385578269,0.263618852459017
414,-26.75,-64.75,p_solar_Argentina_AR629,Argentina,87.2,0.2,0.008341467,0.26033276411657563
415,-27.25,-64.75,p_solar_Argentina_AR630,Argentina,86.9,0.19,1.918296927,0.2589373861566492
416,-34.75,-64.75,p_solar_Argentina_AR645,Argentina,84.5,0.19,57.27604391,0.25943556466302314
417,-35.25,-64.75,p_solar_Argentina_AR646,Argentina,84.4,0.19,50.93276903,0.25895537340619246
418,-35.75,-64.75,p_solar_Argentina_AR647,Argentina,84.3,0.19,77.85575179,0.25849886156648394
419,-36.25,-64.75,p_solar_Argentina_AR648,Argentina,84.2,0.19,55.90496302,0.25850831056466306
420,-36.75,-64.75,p_solar_Argentina_AR649,Argentina,83.9,0.19,41.65078202,0.25855327868852424
421,-37.25,-64.75,p_solar_Argentina_AR650,Argentina,83.5,0.19,18.99067811,0.2588472222222217
422,-37.75,-64.75,p_solar_Argentina_AR651,Argentina,83.4,0.2,6.633588803,0.2586270491803281
423,-38.25,-64.75,p_solar_Argentina_AR652,Argentina,83.1,0.2,54.97608815,0.2578348132969034
424,-38.75,-64.75,p_solar_Argentina_AR653,Argentina,83.0,0.2,9.962245069,0.25898258196721285
425,-39.25,-64.75,p_solar_Argentina_AR654,Argentina,82.9,0.2,5.166932667,0.2595596539162112
426,-39.75,-64.75,p_solar_Argentina_AR655,Argentina,82.8,0.2,39.40175226,0.25899852003642965
427,-40.25,-64.75,p_solar_Argentina_AR656,Argentina,82.8,0.2,51.00083274,0.2594724499089254
428,-40.75,-64.75,p_solar_Argentina_AR657,Argentina,82.3,0.2,4.519128153,0.2611841985428056
429,-42.25,-64.75,p_solar_Argentina_AR658,Argentina,82.2,0.2,36.71648269,0.2587237021857924
430,-22.75,-64.25,p_solar_Argentina_AR659,Argentina,82.2,0.19,43.91302832,0.26061281876138453
431,-23.25,-64.25,p_solar_Argentina_AR660,Argentina,82.2,0.19,0.986520348,0.26027174408014464
432,-23.75,-64.25,p_solar_Argentina_AR661,Argentina,82.1,0.2,29.93131074,0.2630963114754096
433,-24.25,-64.25,p_solar_Argentina_AR662,Argentina,81.7,0.2,34.67161868,0.2666865892531881
434,-24.75,-64.25,p_solar_Argentina_AR663,Argentina,81.7,0.2,11.48436671,0.26351457194899863
435,-25.25,-64.25,p_solar_Argentina_AR664,Argentina,81.6,0.19,12.46917231,0.25786259107467985
436,-25.75,-64.25,p_solar_Argentina_AR665,Argentina,81.4,0.19,34.75326226,0.2554074453551911
437,-26.25,-64.25,p_solar_Argentina_AR666,Argentina,81.3,0.19,24.02998096,0.25556523224043787
438,-26.75,-64.25,p_solar_Argentina_AR667,Argentina,80.9,0.19,33.02011084,0.25499829234972704
439,-35.25,-64.25,p_solar_Argentina_AR684,Argentina,79.2,0.19,12.92621555,0.2564393214936239
440,-35.75,-64.25,p_solar_Argentina_AR685,Argentina,79.2,0.19,39.62706033,0.2562937158469947
441,-36.25,-64.25,p_solar_Argentina_AR686,Argentina,79.2,0.19,13.89516633,0.2557001366120216
442,-36.75,-64.25,p_solar_Argentina_AR687,Argentina,79.1,0.19,2.714851417,0.2551960382513656
443,-37.25,-64.25,p_solar_Argentina_AR688,Argentina,79.1,0.19,18.72894472,0.2557710610200363
444,-37.75,-64.25,p_solar_Argentina_AR689,Argentina,78.9,0.2,15.03489282,0.25604826958105614
445,-38.25,-64.25,p_solar_Argentina_AR690,Argentina,78.9,0.2,62.98903607,0.25540790072859687
446,-38.75,-64.25,p_solar_Argentina_AR691,Argentina,78.9,0.2,11.02655562,0.2563467668488157
447,-39.25,-64.25,p_solar_Argentina_AR692,Argentina,78.9,0.2,5.622957807,0.2569229280510018
448,-39.75,-64.25,p_solar_Argentina_AR693,Argentina,78.8,0.2,56.47720293,0.2569352231329693
449,-40.25,-64.25,p_solar_Argentina_AR694,Argentina,78.6,0.2,50.55292832,0.2579540072859748
450,-40.75,-64.25,p_solar_Argentina_AR695,Argentina,78.6,0.2,4.963511309,0.2601104280510012
451,-42.75,-64.25,p_solar_Argentina_AR696,Argentina,78.5,0.2,65.54419542,0.2576246584699448
452,-35.25,-63.75,p_solar_Argentina_AR724,Argentina,76.4,0.19,22.62475577,0.25508185336976325
453,-35.75,-63.75,p_solar_Argentina_AR725,Argentina,76.3,0.19,1.314948778,0.2542101548269581
454,-36.25,-63.75,p_solar_Argentina_AR726,Argentina,76.3,0.19,27.82656593,0.2532427140255014
455,-36.75,-63.75,p_solar_Argentina_AR727,Argentina,76.2,0.19,16.67327653,0.25281841985427944
456,-37.25,-63.75,p_solar_Argentina_AR728,Argentina,76.1,0.19,1.990357802,0.25350261839708566
457,-37.75,-63.75,p_solar_Argentina_AR729,Argentina,76.1,0.19,9.600424495,0.2539729052823314
458,-38.25,-63.75,p_solar_Argentina_AR730,Argentina,76.1,0.2,56.53878486,0.25403802367941775
459,-38.75,-63.75,p_solar_Argentina_AR731,Argentina,75.9,0.2,1.643003981,0.25380566939890714
460,-39.25,-63.75,p_solar_Argentina_AR732,Argentina,75.9,0.2,25.83637364,0.25345525956284154
461,-39.75,-63.75,p_solar_Argentina_AR733,Argentina,75.8,0.2,73.77127766,0.25440516848816086
462,-40.25,-63.75,p_solar_Argentina_AR734,Argentina,75.8,0.2,51.18786575,0.2557489754098357
463,-40.75,-63.75,p_solar_Argentina_AR735,Argentina,75.7,0.2,4.333548287,0.257411999089253
464,-42.25,-63.75,p_solar_Argentina_AR736,Argentina,75.6,0.21,116.139745,0.26092577413479046
465,-42.75,-63.75,p_solar_Argentina_AR737,Argentina,75.5,0.21,106.0372495,0.25790585154826984
466,-35.25,-63.25,p_solar_Argentina_AR764,Argentina,72.9,0.19,57.3795432,0.2532495446265945
467,-35.75,-63.25,p_solar_Argentina_AR765,Argentina,72.7,0.19,9.13046328,0.25264697176684914
468,-36.25,-63.25,p_solar_Argentina_AR766,Argentina,72.6,0.19,31.68638819,0.25233674863388017
469,-36.75,-63.25,p_solar_Argentina_AR767,Argentina,72.6,0.19,22.38189717,0.2519171220400725
470,-37.25,-63.25,p_solar_Argentina_AR768,Argentina,72.4,0.19,23.88933052,0.25240107012750407
471,-37.75,-63.25,p_solar_Argentina_AR769,Argentina,72.2,0.19,11.44252672,0.25315141165755844
472,-38.25,-63.25,p_solar_Argentina_AR770,Argentina,72.1,0.19,50.30177968,0.2537587659380685
473,-38.75,-63.25,p_solar_Argentina_AR771,Argentina,72.0,0.2,4.659063943,0.2520004553734056
474,-39.25,-63.25,p_solar_Argentina_AR772,Argentina,71.9,0.2,47.65165959,0.2499281648451737
475,-39.75,-63.25,p_solar_Argentina_AR773,Argentina,71.8,0.2,49.95297243,0.250983151183971
476,-40.25,-63.25,p_solar_Argentina_AR774,Argentina,71.7,0.2,42.26483781,0.252453096539162
477,-40.75,-63.25,p_solar_Argentina_AR775,Argentina,71.6,0.2,8.458101163,0.25413376593807063
478,-35.25,-62.75,p_solar_Argentina_AR802,Argentina,68.9,0.19,75.05985842,0.2521674635701258
479,-35.75,-62.75,p_solar_Argentina_AR803,Argentina,68.8,0.19,23.64299105,0.2515646630236796
480,-36.25,-62.75,p_solar_Argentina_AR804,Argentina,68.8,0.19,23.6284672,0.25157092440801504
481,-36.75,-62.75,p_solar_Argentina_AR805,Argentina,68.8,0.19,2.871076509,0.25172586520947143
482,-37.25,-62.75,p_solar_Argentina_AR806,Argentina,68.3,0.19,42.16919339,0.25239970400728584
483,-37.75,-62.75,p_solar_Argentina_AR807,Argentina,68.2,0.19,13.13919904,0.2537800546448085
484,-38.25,-62.75,p_solar_Argentina_AR808,Argentina,68.1,0.19,39.94716822,0.25355806010928944
485,-38.75,-62.75,p_solar_Argentina_AR809,Argentina,68.1,0.2,11.02035475,0.25030601092896143
486,-39.25,-62.75,p_solar_Argentina_AR810,Argentina,68.0,0.2,13.46120029,0.248188524590164
487,-39.75,-62.75,p_solar_Argentina_AR811,Argentina,67.9,0.2,7.162478253,0.24885849271402566
488,-40.25,-62.75,p_solar_Argentina_AR812,Argentina,67.4,0.2,4.837955888,0.2503568989071039
489,-40.75,-62.75,p_solar_Argentina_AR813,Argentina,67.3,0.2,10.5734441,0.25302481785063724
490,-35.25,-62.25,p_solar_Argentina_AR839,Argentina,62.4,0.19,68.07749339,0.2513622495446263
491,-35.75,-62.25,p_solar_Argentina_AR840,Argentina,62.3,0.19,12.62392487,0.2509442167577409
492,-36.25,-62.25,p_solar_Argentina_AR841,Argentina,62.1,0.19,10.02454251,0.2511888661202185
493,-36.75,-62.25,p_solar_Argentina_AR842,Argentina,61.9,0.19,16.79019273,0.25158777322404363
494,-37.25,-62.25,p_solar_Argentina_AR843,Argentina,61.8,0.19,31.79335106,0.25237795992713974
495,-37.75,-62.25,p_solar_Argentina_AR844,Argentina,61.6,0.19,10.6459816,0.25421265938069215
496,-38.25,-62.25,p_solar_Argentina_AR845,Argentina,61.6,0.19,0.521053998,0.25308754553734086
497,-38.75,-62.25,p_solar_Argentina_AR846,Argentina,61.3,0.19,1.407050665,0.2489150728597444
498,-39.25,-62.25,p_solar_Argentina_AR847,Argentina,60.4,0.2,29.23844074,0.24770935792349794
499,-39.75,-62.25,p_solar_Argentina_AR848,Argentina,60.4,0.2,35.61452582,0.2486602914389797
500,-35.25,-61.75,p_solar_Argentina_AR873,Argentina,57.3,0.19,48.37290316,0.2507046903460836
501,-35.75,-61.75,p_solar_Argentina_AR874,Argentina,57.1,0.19,0.022808723,0.2504485428051
502,-36.25,-61.75,p_solar_Argentina_AR875,Argentina,57.0,0.19,9.031599657,0.25068989071038267
503,-36.75,-61.75,p_solar_Argentina_AR876,Argentina,56.9,0.19,2.69276026,0.25084961293260427
504,-37.25,-61.75,p_solar_Argentina_AR877,Argentina,56.9,0.19,9.153248887,0.2516963797814203
505,-37.75,-61.75,p_solar_Argentina_AR878,Argentina,56.9,0.19,23.89236805,0.25335746812386084
506,-38.25,-61.75,p_solar_Argentina_AR879,Argentina,56.7,0.19,1.211295816,0.25161020036429893
507,-38.75,-61.75,p_solar_Argentina_AR880,Argentina,56.5,0.19,0.403571241,0.24775284608378859
508,-35.75,-61.25,p_solar_Argentina_AR905,Argentina,53.3,0.19,8.697361854,0.2506055327868844
509,-36.25,-61.25,p_solar_Argentina_AR906,Argentina,53.3,0.19,13.2686885,0.25001889799635685
510,-36.75,-61.25,p_solar_Argentina_AR907,Argentina,53.3,0.19,20.13125298,0.2497151639344264
511,-37.25,-61.25,p_solar_Argentina_AR908,Argentina,53.0,0.19,28.34908313,0.2505019353369755
512,-37.75,-61.25,p_solar_Argentina_AR909,Argentina,52.8,0.19,0.827135711,0.25092839253187593
