index,Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,ann_cfs_ninja_solar_1axis
513,-38.25,-61.25,p_solar_Argentina_AR910,Argentina,52.3,0.19,10.37139151,0.24847973588342376
514,-38.75,-61.25,p_solar_Argentina_AR911,Argentina,52.1,0.19,2.696279856,0.24626889799635707
515,-11.75,-61.75,p_solar_Brazil_BR523,Brazil,103.0,0.18,8.306582479,0.19718522313296852
516,-13.25,-60.75,p_solar_Brazil_BR599,Brazil,129.6,0.18,6.360954849,0.20817998633879728
517,-14.75,-60.25,p_solar_Brazil_BR640,Brazil,66.7,0.19,31.26735077,0.21628506375227718
518,-15.25,-60.25,p_solar_Brazil_BR641,Brazil,108.9,0.19,49.67265043,0.21445127504553724
519,-14.75,-59.75,p_solar_Brazil_BR678,Brazil,117.3,0.19,6.380065619,0.21825831056466294
520,-15.25,-59.75,p_solar_Brazil_BR679,Brazil,134.0,0.19,19.1990888,0.2170565801457196
521,-15.75,-59.75,p_solar_Brazil_BR680,Brazil,138.0,0.19,64.95642776,0.21742292805100166
522,-16.25,-59.75,p_solar_Brazil_BR681,Brazil,76.3,0.19,114.4403313,0.21884540072859712
523,-14.25,-59.25,p_solar_Brazil_BR713,Brazil,129.8,0.18,20.05125773,0.2207266621129322
524,-14.75,-59.25,p_solar_Brazil_BR714,Brazil,100.7,0.19,8.332879172,0.21946459471766772
525,-15.25,-59.25,p_solar_Brazil_BR715,Brazil,126.7,0.19,3.917543926,0.2185253870673946
526,-15.75,-59.25,p_solar_Brazil_BR716,Brazil,147.0,0.19,50.88390842,0.21961088342440815
527,-16.25,-59.25,p_solar_Brazil_BR717,Brazil,104.8,0.19,105.37178,0.21964879326047365
528,-12.75,-58.75,p_solar_Brazil_BR745,Brazil,117.4,0.18,26.66479662,0.20878506375227676
529,-13.25,-58.75,p_solar_Brazil_BR746,Brazil,111.5,0.18,24.41539013,0.2159482012750454
530,-13.75,-58.75,p_solar_Brazil_BR747,Brazil,104.7,0.18,77.49758484,0.2218000910746817
531,-14.25,-58.75,p_solar_Brazil_BR748,Brazil,151.6,0.18,67.61480122,0.22309949908925344
532,-14.75,-58.75,p_solar_Brazil_BR749,Brazil,147.5,0.18,36.55659525,0.22125318761384327
533,-15.25,-58.75,p_solar_Brazil_BR750,Brazil,128.6,0.19,2.954479199,0.21852390710382522
534,-15.75,-58.75,p_solar_Brazil_BR751,Brazil,157.5,0.19,33.93470022,0.21820685336976334
535,-16.25,-58.75,p_solar_Brazil_BR752,Brazil,150.7,0.19,88.63415085,0.21809255464480878
536,-13.75,-58.25,p_solar_Brazil_BR783,Brazil,129.0,0.18,41.18993204,0.22122859744990822
537,-14.25,-58.25,p_solar_Brazil_BR784,Brazil,143.2,0.18,29.04832105,0.22265698998178565
538,-14.75,-58.25,p_solar_Brazil_BR785,Brazil,131.2,0.18,27.87271074,0.2208942395264112
539,-15.25,-58.25,p_solar_Brazil_BR786,Brazil,131.1,0.18,3.063365377,0.21937340619307832
540,-15.75,-58.25,p_solar_Brazil_BR787,Brazil,142.0,0.19,37.101111,0.2192424863387973
541,-16.25,-58.25,p_solar_Brazil_BR788,Brazil,139.7,0.19,91.46281742,0.2186605191256829
542,-16.75,-58.25,p_solar_Brazil_BR789,Brazil,120.6,0.19,145.9714398,0.21718693078324258
543,-17.25,-58.25,p_solar_Brazil_BR790,Brazil,75.0,0.19,200.9322689,0.21669171220400696
544,-13.75,-57.75,p_solar_Brazil_BR821,Brazil,106.4,0.18,7.566624426,0.22058697632058333
545,-14.25,-57.75,p_solar_Brazil_BR822,Brazil,119.7,0.18,24.13852394,0.22238877504553645
546,-14.75,-57.75,p_solar_Brazil_BR823,Brazil,116.2,0.18,20.16853006,0.22136532331511874
547,-15.25,-57.75,p_solar_Brazil_BR824,Brazil,105.1,0.18,0.88311605,0.22086725865209456
548,-15.75,-57.75,p_solar_Brazil_BR825,Brazil,121.3,0.19,32.31509299,0.22109608378870688
549,-16.25,-57.75,p_solar_Brazil_BR826,Brazil,141.0,0.19,87.37017514,0.21974157559198568
550,-16.75,-57.75,p_solar_Brazil_BR827,Brazil,130.5,0.19,142.6245866,0.21671425318761406
551,-19.25,-57.75,p_solar_Brazil_BR829,Brazil,105.6,0.19,11.18521498,0.22327789162112907
552,-19.75,-57.75,p_solar_Brazil_BR830,Brazil,150.2,0.19,43.25941277,0.22545810564663027
553,-20.25,-57.75,p_solar_Brazil_BR831,Brazil,152.6,0.19,85.88122479,0.226252504553734
554,-20.75,-57.75,p_solar_Brazil_BR832,Brazil,127.9,0.19,127.4416728,0.22680817395264127
555,-21.25,-57.75,p_solar_Brazil_BR833,Brazil,135.9,0.19,165.108533,0.22896948998178512
556,-21.75,-57.75,p_solar_Brazil_BR834,Brazil,148.2,0.19,209.0292247,0.2319370446265938
557,-14.25,-57.25,p_solar_Brazil_BR867,Brazil,117.5,0.18,76.73003934,0.22196493624772248
558,-14.75,-57.25,p_solar_Brazil_BR868,Brazil,109.9,0.18,43.70387594,0.22227049180327813
559,-15.25,-57.25,p_solar_Brazil_BR869,Brazil,120.8,0.18,0.27590257,0.2229842896174854
560,-15.75,-57.25,p_solar_Brazil_BR870,Brazil,131.6,0.18,51.77150964,0.2236583561020036
561,-16.25,-57.25,p_solar_Brazil_BR871,Brazil,134.4,0.19,101.7879517,0.2213144353369767
562,-16.75,-57.25,p_solar_Brazil_BR872,Brazil,121.3,0.19,152.3650844,0.2168612249544625
563,-17.25,-57.25,p_solar_Brazil_BR873,Brazil,96.5,0.19,201.8294262,0.21396106557377031
564,-17.75,-57.25,p_solar_Brazil_BR874,Brazil,75.8,0.19,147.914789,0.215318989071038
565,-18.75,-57.25,p_solar_Brazil_BR876,Brazil,109.0,0.19,50.38549719,0.22117190346083718
566,-19.25,-57.25,p_solar_Brazil_BR877,Brazil,137.6,0.19,32.07931565,0.22294034608378868
567,-19.75,-57.25,p_solar_Brazil_BR878,Brazil,147.3,0.19,20.62751635,0.2256766848816027
568,-20.25,-57.25,p_solar_Brazil_BR879,Brazil,127.5,0.19,52.8741698,0.22788866120218546
569,-20.75,-57.25,p_solar_Brazil_BR880,Brazil,114.8,0.19,89.22101079,0.22919489981785066
570,-21.25,-57.25,p_solar_Brazil_BR881,Brazil,133.4,0.19,133.7807887,0.2314899817850636
571,-21.75,-57.25,p_solar_Brazil_BR882,Brazil,141.3,0.19,180.2862135,0.2338032786885247
572,-30.25,-57.25,p_solar_Brazil_BR883,Brazil,138.0,0.18,54.49574228,0.24689674408014514
573,-14.25,-56.75,p_solar_Brazil_BR916,Brazil,105.5,0.18,65.38397714,0.22205339253187614
574,-14.75,-56.75,p_solar_Brazil_BR917,Brazil,138.3,0.18,33.86896751,0.22375922131147485
575,-15.25,-56.75,p_solar_Brazil_BR918,Brazil,156.7,0.18,10.86341554,0.22532798269581006
576,-15.75,-56.75,p_solar_Brazil_BR919,Brazil,162.7,0.18,53.45986377,0.22612306466302326
577,-16.25,-56.75,p_solar_Brazil_BR920,Brazil,146.5,0.19,84.35376791,0.22319956739526342
578,-16.75,-56.75,p_solar_Brazil_BR921,Brazil,117.9,0.19,128.669978,0.21837443078324228
579,-17.25,-56.75,p_solar_Brazil_BR922,Brazil,100.8,0.19,179.2214508,0.21523941256830564
580,-17.75,-56.75,p_solar_Brazil_BR923,Brazil,151.5,0.19,169.6925653,0.21641541438979994
581,-18.25,-56.75,p_solar_Brazil_BR924,Brazil,82.5,0.19,126.6621037,0.21981637067395268
582,-18.75,-56.75,p_solar_Brazil_BR925,Brazil,150.8,0.19,97.03337794,0.22203756830601043
583,-19.25,-56.75,p_solar_Brazil_BR926,Brazil,151.1,0.19,52.70694082,0.2235210610200357
584,-19.75,-56.75,p_solar_Brazil_BR927,Brazil,123.4,0.19,17.57854144,0.22654394353369722
585,-20.25,-56.75,p_solar_Brazil_BR928,Brazil,115.0,0.19,13.92392344,0.23058549635701273
586,-20.75,-56.75,p_solar_Brazil_BR929,Brazil,111.9,0.19,60.01036889,0.2330749089253184
587,-21.25,-56.75,p_solar_Brazil_BR930,Brazil,113.9,0.19,105.4748153,0.23503233151183964
588,-21.75,-56.75,p_solar_Brazil_BR931,Brazil,150.7,0.19,135.5267922,0.23588353825136574
589,-29.75,-56.75,p_solar_Brazil_BR932,Brazil,141.9,0.18,9.430958483,0.24564230418943567
590,-12.75,-56.25,p_solar_Brazil_BR962,Brazil,105.6,0.18,43.16806277,0.21334357923497205
591,-14.25,-56.25,p_solar_Brazil_BR965,Brazil,123.1,0.18,12.9783229,0.2243759107468124
592,-14.75,-56.25,p_solar_Brazil_BR966,Brazil,161.0,0.18,0.881214382,0.22673394808743114
593,-15.25,-56.25,p_solar_Brazil_BR967,Brazil,164.3,0.18,1.016961689,0.22710348360655772
594,-15.75,-56.25,p_solar_Brazil_BR968,Brazil,152.4,0.18,7.816409514,0.22621220400728584
595,-16.25,-56.25,p_solar_Brazil_BR969,Brazil,152.0,0.19,57.61809077,0.2243502959927131
596,-16.75,-56.25,p_solar_Brazil_BR970,Brazil,98.3,0.19,112.1590665,0.22091473132968997
597,-17.25,-56.25,p_solar_Brazil_BR971,Brazil,123.1,0.19,143.798128,0.21808265027322404
598,-17.75,-56.25,p_solar_Brazil_BR972,Brazil,158.9,0.19,143.3605089,0.21872802823315124
599,-18.25,-56.25,p_solar_Brazil_BR973,Brazil,116.2,0.19,159.7816977,0.22093602003642887
600,-18.75,-56.25,p_solar_Brazil_BR974,Brazil,156.8,0.19,128.587047,0.22343055555555558
601,-19.25,-56.25,p_solar_Brazil_BR975,Brazil,155.1,0.19,92.6222746,0.2258431238615664
602,-19.75,-56.25,p_solar_Brazil_BR976,Brazil,144.9,0.19,59.65399935,0.22897654826958055
603,-20.25,-56.25,p_solar_Brazil_BR977,Brazil,143.0,0.19,14.69527968,0.2331651867030962
604,-20.75,-56.25,p_solar_Brazil_BR978,Brazil,148.2,0.19,33.84142707,0.23634540072859744
605,-21.25,-56.25,p_solar_Brazil_BR979,Brazil,152.5,0.19,69.71659445,0.23732058287796032
606,-21.75,-56.25,p_solar_Brazil_BR980,Brazil,153.2,0.19,87.72285276,0.23677459016393354
607,-29.75,-56.25,p_solar_Brazil_BR982,Brazil,152.0,0.18,4.616833104,0.2454698315118398
608,-30.25,-56.25,p_solar_Brazil_BR983,Brazil,153.3,0.18,48.50102339,0.24724612932604736
609,-13.25,-55.75,p_solar_Brazil_BR1015,Brazil,105.7,0.18,14.65505871,0.22032274590163875
610,-14.25,-55.75,p_solar_Brazil_BR1017,Brazil,132.8,0.18,40.00857854,0.22792190346083763
611,-14.75,-55.75,p_solar_Brazil_BR1018,Brazil,152.7,0.18,14.25061714,0.23007069672131172
612,-15.25,-55.75,p_solar_Brazil_BR1019,Brazil,155.2,0.18,38.21986257,0.23015038706739496
613,-15.75,-55.75,p_solar_Brazil_BR1020,Brazil,149.0,0.18,0.644981162,0.22876127049180317
614,-16.25,-55.75,p_solar_Brazil_BR1021,Brazil,124.5,0.18,49.33431718,0.22645104735883456
615,-16.75,-55.75,p_solar_Brazil_BR1022,Brazil,130.9,0.19,94.03372139,0.22375147996357003
616,-17.25,-55.75,p_solar_Brazil_BR1023,Brazil,154.2,0.19,90.62740703,0.22154735883424348
617,-17.75,-55.75,p_solar_Brazil_BR1024,Brazil,160.1,0.19,90.96102583,0.22142395264116538
618,-18.25,-55.75,p_solar_Brazil_BR1025,Brazil,158.1,0.19,115.2656367,0.22267850637522726
619,-18.75,-55.75,p_solar_Brazil_BR1026,Brazil,158.8,0.19,156.2812828,0.22483094262295042
620,-19.25,-55.75,p_solar_Brazil_BR1027,Brazil,156.0,0.19,134.6429954,0.22761145264116597
621,-19.75,-55.75,p_solar_Brazil_BR1028,Brazil,151.2,0.19,88.05149015,0.23171300091074634
622,-20.25,-55.75,p_solar_Brazil_BR1029,Brazil,145.0,0.19,36.3630775,0.23564788251366084
623,-20.75,-55.75,p_solar_Brazil_BR1030,Brazil,157.0,0.19,2.137207659,0.23752083333333382
624,-21.25,-55.75,p_solar_Brazil_BR1031,Brazil,143.0,0.19,18.85983911,0.23908196721311434
625,-21.75,-55.75,p_solar_Brazil_BR1032,Brazil,128.9,0.19,45.60789434,0.24043909380692144
626,-22.25,-55.75,p_solar_Brazil_BR1033,Brazil,125.2,0.19,70.72759782,0.24114458105646594
627,-30.25,-55.75,p_solar_Brazil_BR1038,Brazil,151.4,0.18,14.14974616,0.24530669398907057
628,-30.75,-55.75,p_solar_Brazil_BR1039,Brazil,149.4,0.18,8.02956161,0.2462037795992711
629,-13.75,-55.25,p_solar_Brazil_BR1072,Brazil,114.1,0.18,34.37425942,0.22544842896174871
630,-14.25,-55.25,p_solar_Brazil_BR1073,Brazil,140.4,0.18,67.84870664,0.22870503187613822
631,-14.75,-55.25,p_solar_Brazil_BR1074,Brazil,163.5,0.18,59.62673754,0.23136213570127517
632,-15.25,-55.25,p_solar_Brazil_BR1075,Brazil,139.0,0.18,64.39322321,0.23368920765027335
633,-15.75,-55.25,p_solar_Brazil_BR1076,Brazil,124.1,0.18,11.05566565,0.23353529143897941
634,-16.25,-55.25,p_solar_Brazil_BR1077,Brazil,143.3,0.19,17.37554813,0.23028381147541002
635,-16.75,-55.25,p_solar_Brazil_BR1078,Brazil,150.0,0.19,52.11737075,0.2270109289617486
636,-17.25,-55.25,p_solar_Brazil_BR1079,Brazil,153.9,0.19,37.46287155,0.22505362021857908
637,-17.75,-55.25,p_solar_Brazil_BR1080,Brazil,160.3,0.19,40.30106778,0.22464890710382487
638,-18.25,-55.25,p_solar_Brazil_BR1081,Brazil,160.9,0.19,81.57825826,0.22570617030965368
639,-18.75,-55.25,p_solar_Brazil_BR1082,Brazil,160.3,0.19,133.460102,0.22839628870673973
640,-19.25,-55.25,p_solar_Brazil_BR1083,Brazil,150.3,0.19,138.5710876,0.23166871584699408
641,-19.75,-55.25,p_solar_Brazil_BR1084,Brazil,150.6,0.19,90.09844423,0.2349704007285973
642,-20.25,-55.25,p_solar_Brazil_BR1085,Brazil,150.0,0.19,54.2097344,0.2378160291438975
643,-20.75,-55.25,p_solar_Brazil_BR1086,Brazil,154.0,0.19,0.572404764,0.2396610883424408
644,-21.25,-55.25,p_solar_Brazil_BR1087,Brazil,102.3,0.19,27.87847254,0.24077982695810546
645,-21.75,-55.25,p_solar_Brazil_BR1088,Brazil,109.4,0.19,0.781151257,0.24109665300546446
646,-22.25,-55.25,p_solar_Brazil_BR1089,Brazil,114.4,0.19,25.27051943,0.2419976092896173
647,-22.75,-55.25,p_solar_Brazil_BR1090,Brazil,99.6,0.19,46.74587808,0.24265323315118406
648,-23.25,-55.25,p_solar_Brazil_BR1091,Brazil,137.1,0.18,65.3811384,0.24265300546448093
649,-23.75,-55.25,p_solar_Brazil_BR1092,Brazil,150.5,0.18,76.02127999,0.24182251821493614
650,-13.75,-54.75,p_solar_Brazil_BR1131,Brazil,107.7,0.18,9.369483394,0.2263206967213121
651,-14.25,-54.75,p_solar_Brazil_BR1132,Brazil,164.6,0.18,30.54729316,0.2292079918032783
652,-14.75,-54.75,p_solar_Brazil_BR1133,Brazil,163.6,0.18,71.95755146,0.23253745446265905
653,-15.25,-54.75,p_solar_Brazil_BR1134,Brazil,111.4,0.18,81.17909212,0.236064549180327
654,-15.75,-54.75,p_solar_Brazil_BR1135,Brazil,149.0,0.18,36.82812934,0.23655145719489915
655,-16.25,-54.75,p_solar_Brazil_BR1136,Brazil,158.3,0.18,2.578905088,0.2333674863387973
656,-16.75,-54.75,p_solar_Brazil_BR1137,Brazil,138.6,0.18,8.839211606,0.23092805100182123
657,-17.25,-54.75,p_solar_Brazil_BR1138,Brazil,132.3,0.19,15.31239339,0.23066655282331486
658,-17.75,-54.75,p_solar_Brazil_BR1139,Brazil,135.0,0.19,24.49544313,0.23051229508196655
659,-18.25,-54.75,p_solar_Brazil_BR1140,Brazil,160.1,0.19,75.05551545,0.23071812386156607
660,-18.75,-54.75,p_solar_Brazil_BR1141,Brazil,161.6,0.19,129.5856334,0.23274965846994541
661,-19.25,-54.75,p_solar_Brazil_BR1142,Brazil,133.0,0.19,109.1768958,0.23593123861566495
662,-19.75,-54.75,p_solar_Brazil_BR1143,Brazil,158.7,0.19,67.01938203,0.23856955828779638
663,-20.25,-54.75,p_solar_Brazil_BR1144,Brazil,148.5,0.19,16.32349899,0.24106762295081982
664,-20.75,-54.75,p_solar_Brazil_BR1145,Brazil,135.2,0.19,8.369177877,0.24265744535519163
665,-21.25,-54.75,p_solar_Brazil_BR1146,Brazil,138.0,0.19,43.43534719,0.24219410291438953
666,-21.75,-54.75,p_solar_Brazil_BR1147,Brazil,124.8,0.19,45.18305469,0.24119330601092895
667,-22.25,-54.75,p_solar_Brazil_BR1148,Brazil,100.8,0.19,5.932559806,0.2419771174863386
668,-22.75,-54.75,p_solar_Brazil_BR1149,Brazil,122.7,0.19,0.753548706,0.24295810564663062
669,-23.25,-54.75,p_solar_Brazil_BR1150,Brazil,152.6,0.18,15.22995848,0.2430911885245898
670,-23.75,-54.75,p_solar_Brazil_BR1151,Brazil,139.3,0.18,26.60998655,0.24299556010929024
671,-13.75,-54.25,p_solar_Brazil_BR1191,Brazil,125.4,0.18,46.6335856,0.22720537340619293
672,-14.25,-54.25,p_solar_Brazil_BR1192,Brazil,167.9,0.18,2.596983354,0.2300288023679421
673,-14.75,-54.25,p_solar_Brazil_BR1193,Brazil,163.6,0.18,44.98421272,0.23335302823315165
674,-15.25,-54.25,p_solar_Brazil_BR1194,Brazil,122.5,0.18,73.61524966,0.23633208105646633
675,-15.75,-54.25,p_solar_Brazil_BR1195,Brazil,147.3,0.18,57.50229094,0.23676104280510016
676,-16.25,-54.25,p_solar_Brazil_BR1196,Brazil,161.0,0.18,2.292710642,0.23508925318761356
677,-16.75,-54.25,p_solar_Brazil_BR1197,Brazil,153.4,0.18,1.333868806,0.23518761384335168
678,-17.25,-54.25,p_solar_Brazil_BR1198,Brazil,153.6,0.19,50.1192876,0.23749328324225907
679,-17.75,-54.25,p_solar_Brazil_BR1199,Brazil,154.4,0.19,72.09963085,0.23746880692167552
680,-18.25,-54.25,p_solar_Brazil_BR1200,Brazil,163.7,0.19,101.0881504,0.23620856102003587
681,-18.75,-54.25,p_solar_Brazil_BR1201,Brazil,163.6,0.19,114.0608043,0.23661111111111027
682,-19.25,-54.25,p_solar_Brazil_BR1202,Brazil,154.9,0.19,72.98737857,0.23918044171220332
683,-19.75,-54.25,p_solar_Brazil_BR1203,Brazil,156.6,0.19,33.36292738,0.24164492258652115
684,-20.25,-54.25,p_solar_Brazil_BR1204,Brazil,152.8,0.19,9.073119979,0.24445992714025472
685,-20.75,-54.25,p_solar_Brazil_BR1205,Brazil,151.1,0.19,5.314294144,0.2453762522768674
686,-21.25,-54.25,p_solar_Brazil_BR1206,Brazil,154.3,0.19,13.34475073,0.24295093351548286
687,-21.75,-54.25,p_solar_Brazil_BR1207,Brazil,139.0,0.19,13.64461643,0.24125785519125703
688,-22.25,-54.25,p_solar_Brazil_BR1208,Brazil,145.1,0.19,11.99299954,0.24207490892531838
689,-22.75,-54.25,p_solar_Brazil_BR1209,Brazil,156.6,0.19,40.01656576,0.2431022313296898
690,-23.25,-54.25,p_solar_Brazil_BR1210,Brazil,137.5,0.18,35.54420452,0.2434764344262291
691,-23.75,-54.25,p_solar_Brazil_BR1211,Brazil,131.5,0.18,20.26866071,0.24420377959927184
692,-13.75,-53.75,p_solar_Brazil_BR1256,Brazil,150.2,0.18,28.5941274,0.22872791438979967
693,-14.25,-53.75,p_solar_Brazil_BR1257,Brazil,170.0,0.18,11.89946233,0.23038547358834213
694,-14.75,-53.75,p_solar_Brazil_BR1258,Brazil,154.3,0.18,2.37038007,0.23249100637522818
695,-15.25,-53.75,p_solar_Brazil_BR1259,Brazil,130.4,0.18,20.14125852,0.2350266393442618
696,-15.75,-53.75,p_solar_Brazil_BR1260,Brazil,157.0,0.18,22.80878375,0.23687010473588363
697,-16.25,-53.75,p_solar_Brazil_BR1261,Brazil,166.5,0.18,2.832874452,0.23745901639344202
698,-16.75,-53.75,p_solar_Brazil_BR1262,Brazil,142.1,0.18,13.87599119,0.2393154599271403
699,-17.25,-53.75,p_solar_Brazil_BR1263,Brazil,158.2,0.19,14.12789684,0.24130669398907098
700,-17.75,-53.75,p_solar_Brazil_BR1264,Brazil,146.7,0.19,50.81448256,0.23965539617486373
701,-18.25,-53.75,p_solar_Brazil_BR1265,Brazil,163.5,0.19,99.01187799,0.23807399817850577
702,-18.75,-53.75,p_solar_Brazil_BR1266,Brazil,163.4,0.19,86.87049919,0.2390018214936248
703,-19.25,-53.75,p_solar_Brazil_BR1267,Brazil,160.9,0.19,39.08505664,0.24136224954462632
704,-19.75,-53.75,p_solar_Brazil_BR1268,Brazil,159.4,0.19,3.039857554,0.24321846539162154
705,-20.25,-53.75,p_solar_Brazil_BR1269,Brazil,134.1,0.19,42.29953828,0.24518704462659366
706,-20.75,-53.75,p_solar_Brazil_BR1270,Brazil,144.8,0.19,43.81017399,0.2456364981785069
707,-21.25,-53.75,p_solar_Brazil_BR1271,Brazil,147.3,0.19,19.422825,0.243086748633879
708,-21.75,-53.75,p_solar_Brazil_BR1272,Brazil,154.7,0.19,4.501008683,0.24110644353369778
709,-22.25,-53.75,p_solar_Brazil_BR1273,Brazil,160.7,0.19,16.58812367,0.24154075591985386
710,-22.75,-53.75,p_solar_Brazil_BR1274,Brazil,141.2,0.19,38.28234868,0.2425733151183958
711,-23.25,-53.75,p_solar_Brazil_BR1275,Brazil,126.9,0.18,68.93896295,0.24379508196721317
712,-23.75,-53.75,p_solar_Brazil_BR1276,Brazil,154.5,0.18,18.75925463,0.24496254553734018
713,-31.75,-53.75,p_solar_Brazil_BR1290,Brazil,129.6,0.18,12.44558185,0.23989617486338805
714,-13.25,-53.25,p_solar_Brazil_BR1322,Brazil,111.0,0.18,56.63490473,0.22588718123861584
715,-13.75,-53.25,p_solar_Brazil_BR1323,Brazil,160.1,0.18,1.374411119,0.23005487249544584
716,-14.25,-53.25,p_solar_Brazil_BR1324,Brazil,152.7,0.18,47.96877609,0.2307917805100188
717,-14.75,-53.25,p_solar_Brazil_BR1325,Brazil,156.5,0.18,39.66162201,0.23194137067395246
718,-15.25,-53.25,p_solar_Brazil_BR1326,Brazil,157.5,0.18,32.58945755,0.23364936247723156
719,-15.75,-53.25,p_solar_Brazil_BR1327,Brazil,166.2,0.18,29.06091674,0.23496561930783258
720,-16.25,-53.25,p_solar_Brazil_BR1328,Brazil,161.9,0.18,9.941294923,0.23737761839708557
721,-16.75,-53.25,p_solar_Brazil_BR1329,Brazil,167.6,0.18,32.59942617,0.23965141165755877
722,-17.25,-53.25,p_solar_Brazil_BR1330,Brazil,152.1,0.19,14.07412149,0.2418621357012741
723,-17.75,-53.25,p_solar_Brazil_BR1331,Brazil,139.1,0.19,26.49042803,0.2432552367941709
724,-18.25,-53.25,p_solar_Brazil_BR1332,Brazil,133.0,0.19,76.99155222,0.24424886156648384
725,-18.75,-53.25,p_solar_Brazil_BR1333,Brazil,159.5,0.19,69.76157743,0.24495127504553724
726,-19.25,-53.25,p_solar_Brazil_BR1334,Brazil,150.8,0.19,23.3551578,0.2453852459016399
727,-19.75,-53.25,p_solar_Brazil_BR1335,Brazil,152.4,0.19,31.90607744,0.24575785519125587
728,-20.25,-53.25,p_solar_Brazil_BR1336,Brazil,134.0,0.19,79.00320256,0.24640619307832462
729,-20.75,-53.25,p_solar_Brazil_BR1337,Brazil,144.4,0.19,91.94045756,0.2460670537340617
730,-21.25,-53.25,p_solar_Brazil_BR1338,Brazil,147.9,0.19,64.80141551,0.24397836976320586
731,-21.75,-53.25,p_solar_Brazil_BR1339,Brazil,150.2,0.19,26.14444443,0.24296789617486322
732,-22.25,-53.25,p_solar_Brazil_BR1340,Brazil,155.1,0.19,0.989364285,0.2430483834244076
733,-22.75,-53.25,p_solar_Brazil_BR1341,Brazil,139.9,0.19,32.46809965,0.24347176684881597
734,-23.25,-53.25,p_solar_Brazil_BR1342,Brazil,142.2,0.18,60.29441023,0.24482365664845163
735,-23.75,-53.25,p_solar_Brazil_BR1343,Brazil,149.8,0.18,6.076305592,0.2468739754098363
736,-31.75,-53.25,p_solar_Brazil_BR1359,Brazil,133.1,0.18,4.433870621,0.23735519125683058
737,-32.25,-53.25,p_solar_Brazil_BR1360,Brazil,124.2,0.18,46.06533443,0.2380434881602915
738,-13.25,-52.75,p_solar_Brazil_BR1393,Brazil,109.1,0.18,45.654745,0.22538376593806853
739,-13.75,-52.75,p_solar_Brazil_BR1394,Brazil,167.0,0.18,7.253085418,0.22899612932604702
740,-14.25,-52.75,p_solar_Brazil_BR1395,Brazil,157.1,0.18,60.06950702,0.22975831056466242
741,-14.75,-52.75,p_solar_Brazil_BR1396,Brazil,165.8,0.18,89.06758772,0.23137067395264047
742,-15.25,-52.75,p_solar_Brazil_BR1397,Brazil,163.7,0.18,85.44414649,0.23383800091074697
743,-15.75,-52.75,p_solar_Brazil_BR1398,Brazil,164.9,0.18,63.99549559,0.23481067850637516
744,-16.25,-52.75,p_solar_Brazil_BR1399,Brazil,161.3,0.18,15.895709,0.2370388205828785
745,-16.75,-52.75,p_solar_Brazil_BR1400,Brazil,168.0,0.18,30.71949508,0.23963524590163962
746,-17.25,-52.75,p_solar_Brazil_BR1401,Brazil,148.3,0.19,13.45877622,0.24154030054644834
747,-17.75,-52.75,p_solar_Brazil_BR1402,Brazil,156.0,0.19,3.34407024,0.24352846083788723
748,-18.25,-52.75,p_solar_Brazil_BR1403,Brazil,138.3,0.19,40.46495437,0.24553039617486344
749,-18.75,-52.75,p_solar_Brazil_BR1404,Brazil,113.8,0.19,31.91431783,0.24674100637522806
750,-19.25,-52.75,p_solar_Brazil_BR1405,Brazil,157.3,0.19,6.241309834,0.24621539162113013
751,-19.75,-52.75,p_solar_Brazil_BR1406,Brazil,137.9,0.19,49.91863355,0.24614549180327883
752,-20.25,-52.75,p_solar_Brazil_BR1407,Brazil,143.1,0.19,95.91766189,0.24645013661202153
753,-20.75,-52.75,p_solar_Brazil_BR1408,Brazil,141.7,0.19,115.8091066,0.24522529599271414
754,-21.25,-52.75,p_solar_Brazil_BR1409,Brazil,157.6,0.19,101.9211432,0.24308526867030955
755,-21.75,-52.75,p_solar_Brazil_BR1410,Brazil,152.7,0.19,66.20492507,0.24250876593806914
756,-22.25,-52.75,p_solar_Brazil_BR1411,Brazil,123.7,0.19,16.59242421,0.24352071948998202
757,-22.75,-52.75,p_solar_Brazil_BR1412,Brazil,142.5,0.19,20.98293592,0.24498132969034583
758,-23.25,-52.75,p_solar_Brazil_BR1413,Brazil,124.7,0.18,73.10268223,0.24590824225865252
759,-23.75,-52.75,p_solar_Brazil_BR1414,Brazil,119.3,0.18,51.36054263,0.24709278233151197
760,-31.75,-52.75,p_solar_Brazil_BR1430,Brazil,127.4,0.18,0.35766132,0.23556363843351494
761,-13.25,-52.25,p_solar_Brazil_BR1466,Brazil,138.0,0.18,30.69195988,0.224071721311475
762,-13.75,-52.25,p_solar_Brazil_BR1467,Brazil,164.1,0.18,23.29531543,0.22604610655737756
763,-14.25,-52.25,p_solar_Brazil_BR1468,Brazil,163.7,0.18,75.89188939,0.22691370673952638
764,-14.75,-52.25,p_solar_Brazil_BR1469,Brazil,150.8,0.18,128.763236,0.22915471311475427
765,-15.25,-52.25,p_solar_Brazil_BR1470,Brazil,165.3,0.18,138.4889772,0.23288729508196712
766,-15.75,-52.25,p_solar_Brazil_BR1471,Brazil,162.9,0.18,83.49486264,0.23520685336976319
767,-16.25,-52.25,p_solar_Brazil_BR1472,Brazil,162.8,0.18,29.53379508,0.23762021857923502
