Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,cf_1axis,cf_fixed
-31.75,-68.75,p_solar_Argentina_AR231,Argentina,144.2,0.23,14.02598716,0.30822427140255,0.2327698087431694
-32.25,-68.75,p_solar_Argentina_AR232,Argentina,144.2,0.23,10.83480687,0.3008886612021855,0.22878187613843354
-32.75,-68.75,p_solar_Argentina_AR233,Argentina,143.9,0.23,4.038415152,0.2926045081967214,0.22386668943533697
-33.25,-68.75,p_solar_Argentina_AR234,Argentina,143.7,0.23,2.607231911,0.288687841530055,0.22119080145719489
-33.75,-68.75,p_solar_Argentina_AR235,Argentina,143.6,0.23,18.98836799,0.2920883424408008,0.2224940801457195
-34.25,-68.75,p_solar_Argentina_AR236,Argentina,143.4,0.23,0.416428961,0.2979002732240434,0.22527607012750456
-34.75,-68.75,p_solar_Argentina_AR237,Argentina,143.1,0.23,8.923626507,0.3006944444444449,0.2265992714025501
-35.25,-68.75,p_solar_Argentina_AR238,Argentina,142.9,0.23,28.45018955,0.3054688069216763,0.2292856329690346
-35.75,-68.75,p_solar_Argentina_AR239,Argentina,142.9,0.23,60.69556337,0.3104682377049179,0.23204326047358834
-36.25,-68.75,p_solar_Argentina_AR240,Argentina,142.9,0.22,42.04360675,0.304423724954462,0.22750535063752278
-36.75,-68.75,p_solar_Argentina_AR241,Argentina,142.9,0.22,26.47975814,0.2925443989071031,0.21925295992714028
-37.25,-68.75,p_solar_Argentina_AR242,Argentina,142.8,0.21,20.54559766,0.2863981102003643,0.21491097449908922
-37.75,-68.75,p_solar_Argentina_AR243,Argentina,142.7,0.21,19.90895717,0.2807416894353375,0.21160052367941712
-38.25,-68.75,p_solar_Argentina_AR244,Argentina,142.5,0.21,4.52562235,0.275660519125683,0.20863399362477233
-38.75,-68.75,p_solar_Argentina_AR245,Argentina,142.5,0.21,22.15650206,0.2738484744990884,0.20751070127504553
-39.25,-68.75,p_solar_Argentina_AR246,Argentina,142.5,0.21,0.39539936,0.2738186475409839,0.20718203551912565
-39.75,-68.75,p_solar_Argentina_AR247,Argentina,142.4,0.21,23.56852484,0.2769097222222217,0.20869193989071042
-40.25,-68.75,p_solar_Argentina_AR248,Argentina,142.3,0.21,50.40666688,0.2806703096539165,0.2109867941712204
-40.75,-68.75,p_solar_Argentina_AR249,Argentina,142.3,0.2,103.3996328,0.2767596766848818,0.20872962204007284
-41.25,-68.75,p_solar_Argentina_AR250,Argentina,142.2,0.2,157.7185239,0.2715091074681239,0.20504474043715848
-41.75,-68.75,p_solar_Argentina_AR251,Argentina,142.1,0.19,152.685745,0.2685891393442614,0.2042476092896175
-42.25,-68.75,p_solar_Argentina_AR252,Argentina,142.1,0.19,98.2132058,0.262760245901639,0.201897427140255
-42.75,-68.75,p_solar_Argentina_AR253,Argentina,142.0,0.18,43.50423932,0.2588638433515481,0.1989672131147541
-43.25,-68.75,p_solar_Argentina_AR254,Argentina,141.8,0.18,11.06688153,0.2577970173041882,0.1969060792349727
-43.75,-68.75,p_solar_Argentina_AR255,Argentina,141.7,0.18,66.15070405,0.2560242486338795,0.1946828324225865
-44.25,-68.75,p_solar_Argentina_AR256,Argentina,141.7,0.18,121.0035559,0.2516755464480874,0.19172017304189434
-24.75,-68.25,p_solar_Argentina_AR270,Argentina,140.6,0.28,87.1647166,0.3912865437158546,0.2793145491803279
-25.25,-68.25,p_solar_Argentina_AR271,Argentina,140.5,0.28,140.5447714,0.3930028460837994,0.28121869307832426
-25.75,-68.25,p_solar_Argentina_AR272,Argentina,140.3,0.28,157.3557681,0.3936402550091185,0.28194216757741347
-26.25,-68.25,p_solar_Argentina_AR273,Argentina,140.2,0.27,107.5977155,0.3950905054644928,0.28305885701275046
-26.75,-68.25,p_solar_Argentina_AR274,Argentina,140.2,0.26,67.30712104,0.3949398907103956,0.284088456284153
-27.25,-68.25,p_solar_Argentina_AR275,Argentina,140.2,0.24,46.52646749,0.3885033014572059,0.2803454007285975
-27.75,-68.25,p_solar_Argentina_AR276,Argentina,140.1,0.22,58.02656119,0.3743466530054703,0.27149669854280506
-28.25,-68.25,p_solar_Argentina_AR277,Argentina,140.1,0.2,52.8741763,0.3534042577413491,0.25912613843351545
-28.75,-68.25,p_solar_Argentina_AR278,Argentina,140.0,0.19,66.16299516,0.3335034153005466,0.24761543715846995
-29.25,-68.25,p_solar_Argentina_AR279,Argentina,139.9,0.18,11.35067821,0.3208842213114763,0.2401909153005464
-29.75,-68.25,p_solar_Argentina_AR280,Argentina,139.8,0.18,18.51614867,0.3127145947176691,0.23548645264116574
-30.25,-68.25,p_solar_Argentina_AR281,Argentina,139.7,0.18,4.704408792,0.3047416894353368,0.23092850637522766
-30.75,-68.25,p_solar_Argentina_AR282,Argentina,139.5,0.19,36.76064982,0.2990624999999998,0.22767030965391621
-31.25,-68.25,p_solar_Argentina_AR283,Argentina,139.5,0.2,34.42360091,0.2985796903460836,0.227444558287796
-31.75,-68.25,p_solar_Argentina_AR284,Argentina,139.3,0.22,11.08616524,0.2960824225865209,0.22605134335154825
-32.25,-68.25,p_solar_Argentina_AR285,Argentina,139.2,0.22,24.65994944,0.2923494990892529,0.22397051457194903
-32.75,-68.25,p_solar_Argentina_AR286,Argentina,139.0,0.22,25.44912075,0.2906774817850635,0.22279462659380692
-33.25,-68.25,p_solar_Argentina_AR287,Argentina,139.0,0.22,8.708867257,0.2901055327868839,0.2220382513661202
-33.75,-68.25,p_solar_Argentina_AR288,Argentina,139.0,0.22,50.83036326,0.2895089936247722,0.22128096539162112
-34.25,-68.25,p_solar_Argentina_AR289,Argentina,138.9,0.22,37.2317222,0.2874418260473593,0.21973998178506376
-34.75,-68.25,p_solar_Argentina_AR290,Argentina,138.9,0.22,9.903841399,0.2866162340619311,0.2187814207650273
-35.25,-68.25,p_solar_Argentina_AR291,Argentina,138.5,0.22,9.618830592,0.2908583788706749,0.22071812386156647
-35.75,-68.25,p_solar_Argentina_AR292,Argentina,138.5,0.22,16.5731135,0.2922101548269585,0.22076423041894352
-36.25,-68.25,p_solar_Argentina_AR293,Argentina,138.4,0.22,1.215322587,0.2862850637522768,0.21639947632058287
-36.75,-68.25,p_solar_Argentina_AR294,Argentina,138.3,0.22,18.07703717,0.2818911657559204,0.21302755009107469
-37.25,-68.25,p_solar_Argentina_AR295,Argentina,138.2,0.21,12.26439989,0.2798664617486344,0.21119649362477233
-37.75,-68.25,p_solar_Argentina_AR296,Argentina,138.1,0.21,1.475158359,0.2770817395264115,0.20918715846994537
-38.25,-68.25,p_solar_Argentina_AR297,Argentina,138.0,0.21,3.206002332,0.2739090391621126,0.20721664389799635
-38.75,-68.25,p_solar_Argentina_AR298,Argentina,138.0,0.21,2.51217759,0.2725658014571946,0.2065129781420765
-39.25,-68.25,p_solar_Argentina_AR299,Argentina,137.8,0.21,13.05202954,0.2738795537340609,0.2071571038251366
-39.75,-68.25,p_solar_Argentina_AR300,Argentina,137.7,0.21,42.10188447,0.2769807604735884,0.20871129326047358
-40.25,-68.25,p_solar_Argentina_AR301,Argentina,137.5,0.21,78.6263095,0.2790743397085612,0.20988843351548267
-40.75,-68.25,p_solar_Argentina_AR302,Argentina,137.5,0.2,119.6074205,0.2766721311475414,0.20827276867030967
-41.25,-68.25,p_solar_Argentina_AR303,Argentina,137.4,0.2,169.1049632,0.272627390710381,0.20571197632058288
-41.75,-68.25,p_solar_Argentina_AR304,Argentina,137.3,0.19,154.1561,0.2706609744990896,0.20510507741347905
-42.25,-68.25,p_solar_Argentina_AR305,Argentina,137.3,0.19,99.65523082,0.2678973132969037,0.20427208561020035
-42.75,-68.25,p_solar_Argentina_AR306,Argentina,137.1,0.19,47.60708779,0.2626969489981787,0.20062693533697631
-43.25,-68.25,p_solar_Argentina_AR307,Argentina,137.0,0.19,4.757373324,0.2574610655737716,0.1962058287795993
-43.75,-68.25,p_solar_Argentina_AR308,Argentina,136.9,0.18,59.85767787,0.2546670081967217,0.19379212204007285
-44.25,-68.25,p_solar_Argentina_AR309,Argentina,136.8,0.18,114.9627307,0.252419057377049,0.1922691256830601
-44.75,-68.25,p_solar_Argentina_AR310,Argentina,136.7,0.18,85.06047698,0.2498435792349722,0.19073724954462662
-45.25,-68.25,p_solar_Argentina_AR311,Argentina,136.7,0.18,47.04636321,0.2479444444444447,0.18973531420765027
-45.75,-68.25,p_solar_Argentina_AR312,Argentina,136.5,0.18,4.679892601,0.2455671675774137,0.18853927595628414
-46.25,-68.25,p_solar_Argentina_AR313,Argentina,136.4,0.18,6.399063933,0.241501935336976,0.18601810109289618
-24.25,-67.75,p_solar_Argentina_AR324,Argentina,135.2,0.28,37.66481615,0.3883904826958178,0.2774093806921676
-24.75,-67.75,p_solar_Argentina_AR325,Argentina,135.2,0.28,90.70572732,0.3895503187613919,0.2782111794171221
-25.25,-67.75,p_solar_Argentina_AR326,Argentina,135.0,0.28,145.0227868,0.3899066484517395,0.2795018214936248
-25.75,-67.75,p_solar_Argentina_AR327,Argentina,135.0,0.28,146.7540936,0.3899992030965483,0.280140368852459
-26.25,-67.75,p_solar_Argentina_AR328,Argentina,134.9,0.27,91.47124206,0.3886714480874403,0.27936828324225865
-26.75,-67.75,p_solar_Argentina_AR329,Argentina,134.8,0.25,36.52292036,0.3828327641165829,0.2762133424408015
-27.25,-67.75,p_solar_Argentina_AR330,Argentina,134.4,0.23,0.708018369,0.3660223132969074,0.2666811247723133
-27.75,-67.75,p_solar_Argentina_AR331,Argentina,134.4,0.21,9.564213263,0.3403572404371593,0.25301946721311475
-28.25,-67.75,p_solar_Argentina_AR332,Argentina,134.4,0.19,4.346301792,0.3239098360655746,0.24393306010928964
-28.75,-67.75,p_solar_Argentina_AR333,Argentina,134.2,0.18,49.03093142,0.3232698087431696,0.2429711976320583
-30.25,-67.75,p_solar_Argentina_AR336,Argentina,133.8,0.18,4.408450265,0.3011131602914397,0.22907103825136613
-30.75,-67.75,p_solar_Argentina_AR337,Argentina,133.5,0.18,57.87156281,0.2973779599271399,0.2265759335154827
-31.25,-67.75,p_solar_Argentina_AR338,Argentina,133.4,0.19,68.28680967,0.2947891621129331,0.22489765482695812
-31.75,-67.75,p_solar_Argentina_AR339,Argentina,133.4,0.21,52.26686181,0.2909274817850631,0.22275193533697632
-32.25,-67.75,p_solar_Argentina_AR340,Argentina,133.2,0.22,70.45054951,0.2881788479052826,0.2213334471766849
-32.75,-67.75,p_solar_Argentina_AR341,Argentina,133.0,0.22,24.56169995,0.2859746129326059,0.21990835610200363
-33.25,-67.75,p_solar_Argentina_AR342,Argentina,132.8,0.22,26.90712001,0.2839831511839695,0.21843909380692167
-33.75,-67.75,p_solar_Argentina_AR343,Argentina,132.8,0.22,73.78661231,0.2827457877959923,0.21740072859744994
-34.25,-67.75,p_solar_Argentina_AR344,Argentina,132.6,0.22,68.42990817,0.2811747495446258,0.21625762750455374
-34.75,-67.75,p_solar_Argentina_AR345,Argentina,132.6,0.22,23.74251362,0.2797856329690346,0.21496220400728597
-35.25,-67.75,p_solar_Argentina_AR346,Argentina,132.6,0.22,28.18833671,0.2804469489981779,0.2146542577413479
-35.75,-67.75,p_solar_Argentina_AR347,Argentina,132.6,0.22,28.17394957,0.2798967440801448,0.21346470856102004
-36.25,-67.75,p_solar_Argentina_AR348,Argentina,132.4,0.22,40.71550807,0.2766370673952646,0.21068066939890712
-36.75,-67.75,p_solar_Argentina_AR349,Argentina,132.3,0.21,62.49662028,0.2747421448087437,0.2089242941712204
-37.25,-67.75,p_solar_Argentina_AR350,Argentina,132.1,0.21,56.12108125,0.2739878187613839,0.2079192850637523
-37.75,-67.75,p_solar_Argentina_AR351,Argentina,132.1,0.21,12.18612148,0.2728838797814207,0.20675284608378872
-38.25,-67.75,p_solar_Argentina_AR352,Argentina,132.1,0.21,26.9706968,0.2714586748633888,0.20537943989071036
-38.75,-67.75,p_solar_Argentina_AR353,Argentina,132.0,0.21,26.26897049,0.2711169171220399,0.20473428961748633
-39.25,-67.75,p_solar_Argentina_AR354,Argentina,132.0,0.21,17.84507214,0.2710615892531879,0.2050726320582878
-39.75,-67.75,p_solar_Argentina_AR355,Argentina,131.9,0.21,37.3302924,0.2723994763205818,0.20570332422586524
-40.25,-67.75,p_solar_Argentina_AR356,Argentina,131.9,0.21,92.51850503,0.2735366575591987,0.2062198315118397
-40.75,-67.75,p_solar_Argentina_AR357,Argentina,131.8,0.2,146.7471358,0.273901980874317,0.20629986338797815
-41.25,-67.75,p_solar_Argentina_AR358,Argentina,131.8,0.2,189.1329501,0.2729290755919843,0.20602151639344266
-41.75,-67.75,p_solar_Argentina_AR359,Argentina,131.6,0.2,158.218285,0.2714693761384337,0.20543317395264116
-42.25,-67.75,p_solar_Argentina_AR360,Argentina,131.6,0.19,104.2067148,0.2682249544626593,0.20375125227686702
-42.75,-67.75,p_solar_Argentina_AR361,Argentina,131.5,0.19,50.5775196,0.2610842440801457,0.19893362932604736
-43.25,-67.75,p_solar_Argentina_AR362,Argentina,131.5,0.19,3.296966701,0.2559948770491794,0.1950347222222222
-43.75,-67.75,p_solar_Argentina_AR363,Argentina,131.3,0.19,58.84421082,0.2543153460837881,0.19363387978142074
-44.25,-67.75,p_solar_Argentina_AR364,Argentina,130.5,0.19,94.5117783,0.2528657786885235,0.19261224954462658
-44.75,-67.75,p_solar_Argentina_AR365,Argentina,130.5,0.19,56.66412523,0.2495309653916204,0.19054257741347908
-45.25,-67.75,p_solar_Argentina_AR366,Argentina,130.3,0.19,18.33538226,0.2471320582877967,0.1892728825136612
-45.75,-67.75,p_solar_Argentina_AR367,Argentina,130.2,0.18,6.320492488,0.2458977686703103,0.18899806466302368
-46.25,-67.75,p_solar_Argentina_AR368,Argentina,130.2,0.18,18.17465573,0.2418318533697627,0.18684676684881604
-46.75,-67.75,p_solar_Argentina_AR369,Argentina,130.1,0.18,10.63157289,0.2367102686703091,0.1837249544626594
-23.75,-67.25,p_solar_Argentina_AR379,Argentina,128.5,0.28,13.7880934,0.3880708105646726,0.2795734289617486
-24.25,-67.25,p_solar_Argentina_AR380,Argentina,128.5,0.28,33.45153101,0.3893820582878047,0.27944273679417114
-24.75,-67.25,p_solar_Argentina_AR381,Argentina,128.5,0.28,76.00257387,0.3886519808743246,0.2786408242258652
-25.25,-67.25,p_solar_Argentina_AR382,Argentina,128.2,0.28,128.7212266,0.3874849726776044,0.27903142076502735
-25.75,-67.25,p_solar_Argentina_AR383,Argentina,128.1,0.27,127.4472467,0.3858312841530146,0.2790816256830601
-26.25,-67.25,p_solar_Argentina_AR384,Argentina,128.0,0.26,89.82810176,0.3820102459016464,0.2766955828779599
-26.75,-67.25,p_solar_Argentina_AR385,Argentina,127.9,0.25,38.79250773,0.3686712204007321,0.2688291211293261
-27.25,-67.25,p_solar_Argentina_AR386,Argentina,127.8,0.23,20.24103733,0.3428706739526418,0.25454371584699453
-27.75,-67.25,p_solar_Argentina_AR387,Argentina,127.7,0.2,3.655709323,0.3144626593806926,0.2391662112932605
-28.25,-67.25,p_solar_Argentina_AR388,Argentina,127.6,0.18,5.749507902,0.3031622267759565,0.23253904826958105
-30.75,-67.25,p_solar_Argentina_AR393,Argentina,126.9,0.18,72.70404688,0.2941779371584695,0.22460928961748636
-31.25,-67.25,p_solar_Argentina_AR394,Argentina,126.8,0.19,108.6400737,0.2919741575591987,0.22301240892531876
-31.75,-67.25,p_solar_Argentina_AR395,Argentina,126.7,0.2,99.16376155,0.287460724043715,0.22041769125683058
