period,load_zone,Battery_new,Biomass,Biomass_new,Coal,Coal_new,Diesel,Diesel_new,Gas,Gas_new,Geothermal,Geothermal_new,Hydro,Hydro_new,Nuclear,Nuclear_new,Solar,Solar_new,Wind,Wind_new,scs
2050,Paraguay,5.509246811392358,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.9317863761909964,0.0,0.0,8.81,0.0,0.0,0.0,0.0,8.721909531608967,0.0,3.445900749174372,prm15_wcost_re4_c2p1_co2_cut90p_t1
2050,Uruguay,0.5095153304563269,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,3.637251736029974,0.0,7.720197643403622,prm15_wcost_re4_c2p1_co2_cut90p_t1
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,2.981669278488925,1.609,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,9.399736367085488,0.0,0.0,104.603,11.35,1.99,0.0,2.074,24.694512043044107,1.487,8.079,prm15_wcost_re5_c2p1_co2_cut90p_t1
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.42,0.0,0.0,3.258,3.8910320887642897,2.507,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2025,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,1.102,1.755,0.0,0.439,10.197696898260292,1.609,4.502506828128891,prm15_wcost_re5_c2p1_co2_cut90p_t1
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,9.399736367085488,0.0,0.0,104.603,12.331,1.99,0.0,2.074,62.83210623634356,1.487,13.368,prm15_wcost_re5_c2p1_co2_cut90p_t1
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.660315279398332,0.04,0.0,6.949,0.575,0.0,0.0,3.258,5.537223475379572,2.507,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2030,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.1211127601022308,1.514,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,3.095654451832206,0.0,0.0,11.31,2.11,1.755,0.0,0.439,10.197696898260292,1.609,15.443400395503497,prm15_wcost_re5_c2p1_co2_cut90p_t1
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,13.810639325250145,0.0,0.0,104.603,34.635,1.99,0.0,2.074,77.4415,1.487,24.61828160843091,prm15_wcost_re5_c2p1_co2_cut90p_t1
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,7.882442533259213,0.04,0.0,6.949,1.535,0.0,0.0,3.258,7.524822203949272,2.507,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2035,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.08254603680145181,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.166694898602987,1.514,0.4333792189214201,prm15_wcost_re5_c2p1_co2_cut90p_t1
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,22.132960323265248,0.0,0.0,11.31,2.11,1.755,0.0,0.439,11.723,1.609,26.091360237870646,prm15_wcost_re5_c2p1_co2_cut90p_t1
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,13.810639325250145,0.0,0.0,104.603,52.636,1.99,0.0,2.074,111.63010990629417,1.487,46.31429996144627,prm15_wcost_re5_c2p1_co2_cut90p_t1
2040,Chile,0.09977448602926528,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,8.27162885557146,0.04,0.2,6.949,4.4,0.0,0.0,3.258,13.82470746170341,2.507,0.37355453867084487,prm15_wcost_re5_c2p1_co2_cut90p_t1
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re5_c2p1_co2_cut90p_t1
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.08254603680145181,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.3132770842633006,1.514,2.0917930466710386,prm15_wcost_re5_c2p1_co2_cut90p_t1
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,36.53150862510175,0.0,0.0,11.31,6.112,1.755,0.0,0.439,15.353350368542584,1.609,38.72102974894593,prm15_wcost_re5_c2p1_co2_cut90p_t1
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,13.810639325250145,0.0,0.0,104.603,67.154,1.99,0.0,2.074,123.669,1.487,102.16843652132216,prm15_wcost_re5_c2p1_co2_cut90p_t1
2045,Chile,5.166813171700524,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,8.27162885557146,0.04,0.2,6.949,4.4,0.0,0.0,3.258,19.87228592517542,2.507,4.644,prm15_wcost_re5_c2p1_co2_cut90p_t1
2045,Paraguay,0.9960470198332686,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.9930688287401943,0.0,0.0,8.81,0.0,0.0,0.0,0.0,2.671039461284497,0.0,0.1987383439238837,prm15_wcost_re5_c2p1_co2_cut90p_t1
2045,Uruguay,0.13030821678380028,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.3565978945339743,1.514,3.9870830419580443,prm15_wcost_re5_c2p1_co2_cut90p_t1
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,36.53150862510175,0.0,0.0,11.236,6.112,1.755,0.0,0.0,24.251707647745892,0.0,72.32209512219181,prm15_wcost_re5_c2p1_co2_cut90p_t1
2050,Brazil,0.0,11.802200000000001,0.9134986426457463,4.896,0.0,4.297,0.0,15.9643,39.29563932525014,0.0,0.0,104.603,68.005,1.99,0.7383044858871212,0.0,134.7393,0.0,188.439,prm15_wcost_re5_c2p1_co2_cut90p_t1
2050,Chile,10.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,16.61510872822906,0.04,0.2,6.949,4.4,0.0,0.0,0.0,30.773105143327953,0.0,12.056537581529215,prm15_wcost_re5_c2p1_co2_cut90p_t1
2050,Paraguay,5.269905332268702,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.9930688287401943,0.0,0.0,8.81,0.0,0.0,0.0,0.0,8.544129620928047,0.0,3.3779084346997257,prm15_wcost_re5_c2p1_co2_cut90p_t1
2050,Uruguay,0.4646300366042425,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,3.5063,0.0,7.3391468237622846,prm15_wcost_re5_c2p1_co2_cut90p_t1
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,2.7390734627798072,1.609,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,7.582807333091635,0.0,0.0,104.603,11.35,1.99,0.0,2.074,14.598183715770912,1.487,15.033,prm15_wcost_re6_c2p1_co2_cut90p_t1
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.275,0.0,0.0,3.258,3.294582479698942,2.507,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2025,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,7.241854299314254,1.609,5.415,prm15_wcost_re6_c2p1_co2_cut90p_t1
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,7.582807333091635,0.0,0.0,104.603,13.077,1.99,0.0,2.074,44.90416229542093,1.487,23.79113896870927,prm15_wcost_re6_c2p1_co2_cut90p_t1
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.6162902958196357,0.04,0.0,6.949,0.575,0.0,0.0,3.258,5.128852314693125,2.507,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2030,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.7839729712532557,1.514,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,2.058,1.755,0.0,0.439,9.3985,1.609,15.70634737517565,prm15_wcost_re6_c2p1_co2_cut90p_t1
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,8.69764449969164,0.0,0.0,104.603,45.518,1.99,0.0,2.074,61.72930882910238,1.487,31.719,prm15_wcost_re6_c2p1_co2_cut90p_t1
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,5.3770998270215475,0.04,0.0,6.949,0.575,0.0,0.0,3.258,7.441764268805857,2.507,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2035,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.0295664630490804,1.514,0.47401801111888525,prm15_wcost_re6_c2p1_co2_cut90p_t1
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,3.6317611836153376,0.0,0.0,11.31,2.11,1.755,0.0,0.439,10.7901,1.609,24.73119345522237,prm15_wcost_re6_c2p1_co2_cut90p_t1
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,13.308193508800795,0.0,0.0,104.603,52.468,1.99,0.0,2.074,97.4217,1.487,53.97990950479042,prm15_wcost_re6_c2p1_co2_cut90p_t1
2040,Chile,0.006136895778537678,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,21.361729342654836,0.04,0.2,6.949,4.4,0.0,0.0,3.258,13.309598000594665,2.507,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re6_c2p1_co2_cut90p_t1
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.1794720772303413,1.514,1.9817295931901917,prm15_wcost_re6_c2p1_co2_cut90p_t1
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,40.5667611836153,0.0,0.0,11.31,3.047,1.755,0.0,0.439,14.103276790482122,1.609,38.290320255842325,prm15_wcost_re6_c2p1_co2_cut90p_t1
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,13.308193508800795,0.0,0.0,104.603,52.518,1.99,0.0,2.074,113.53405175563692,1.487,108.34470647551252,prm15_wcost_re6_c2p1_co2_cut90p_t1
2045,Chile,1.899000102175059,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,24.91923954624841,0.04,0.2,6.949,4.4,0.0,0.0,3.258,14.361646773246132,2.507,6.405034138222133,prm15_wcost_re6_c2p1_co2_cut90p_t1
2045,Paraguay,0.9766696962677348,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.9673343157285297,0.0,0.0,8.81,0.0,0.0,0.0,0.0,2.5750651739777317,0.0,0.282901163806072,prm15_wcost_re6_c2p1_co2_cut90p_t1
2045,Uruguay,0.03979974904470282,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.278669830530144,1.514,3.7884531515720283,prm15_wcost_re6_c2p1_co2_cut90p_t1
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,40.5667611836153,0.0,0.0,11.236,3.047,1.755,0.0,0.0,21.072827133903118,0.0,65.57802932657762,prm15_wcost_re6_c2p1_co2_cut90p_t1
2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,34.18264449969157,0.0,0.0,104.603,67.718,1.99,0.0,0.0,134.7393,0.0,180.42003506389307,prm15_wcost_re6_c2p1_co2_cut90p_t1
2050,Chile,10.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,24.91923954624841,0.04,0.2,6.949,4.4,0.0,0.0,0.0,29.535705971482912,0.0,12.277034443390983,prm15_wcost_re6_c2p1_co2_cut90p_t1
2050,Paraguay,5.055457229149791,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.9673343157285297,0.0,0.0,8.81,0.0,0.0,0.0,0.0,8.389944730016278,0.0,3.2547331078818798,prm15_wcost_re6_c2p1_co2_cut90p_t1
2050,Uruguay,0.35557233104333824,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,3.1776812362738407,0.0,7.018095214439477,prm15_wcost_re6_c2p1_co2_cut90p_t1
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,2.9199285308553344,1.609,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,8.824592445402429,0.0,0.0,104.603,11.35,1.99,0.0,2.074,19.400003025720967,1.487,11.491939954262268,prm15_wcost_re7_c2p1_co2_cut90p_t1
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.42,0.0,0.0,3.258,3.6345159955126882,2.507,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2025,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,1.171,1.755,0.0,0.439,11.1781,1.609,3.5986206575427087,prm15_wcost_re7_c2p1_co2_cut90p_t1
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,8.835776492222244,0.0,0.0,104.603,13.077,1.99,0.0,2.074,59.770199999999996,1.487,15.033,prm15_wcost_re7_c2p1_co2_cut90p_t1
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.314135925584848,0.04,0.0,6.949,0.575,0.0,0.0,3.258,5.806323291787345,2.507,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2030,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.1211127601022306,1.514,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,2.11,1.755,0.0,0.439,11.1781,1.609,14.934075111133058,prm15_wcost_re7_c2p1_co2_cut90p_t1
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,8.835776492222244,0.0,0.0,104.603,45.868,1.99,0.0,2.074,72.79300660713227,1.487,26.853,prm15_wcost_re7_c2p1_co2_cut90p_t1
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,4.947336737045851,0.04,0.0,6.949,1.175,0.0,0.0,3.258,8.165189641852008,2.507,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2035,Paraguay,0.5082599999999998,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.159123262060674,1.514,0.4293390547220941,prm15_wcost_re7_c2p1_co2_cut90p_t1
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,3.8274145339898333,0.0,0.0,11.31,2.11,1.755,0.0,0.439,11.819,1.609,25.363416662357242,prm15_wcost_re7_c2p1_co2_cut90p_t1
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,25.64712843973284,0.0,0.0,104.603,52.522,1.99,0.0,2.074,107.7209,1.487,49.59993626824002,prm15_wcost_re7_c2p1_co2_cut90p_t1
2040,Chile,0.062241136249977964,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.17541846739287,0.04,0.2,6.949,4.4,0.0,0.0,3.258,13.965416521297321,2.507,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re7_c2p1_co2_cut90p_t1
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.2973473063544705,1.514,2.06242645047772,prm15_wcost_re7_c2p1_co2_cut90p_t1
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,25.53415214509592,0.0,0.0,11.31,6.167,1.755,0.0,0.439,15.20481035659499,1.609,37.797538562599485,prm15_wcost_re7_c2p1_co2_cut90p_t1
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,25.64712843973284,0.0,0.0,104.603,67.049,1.99,0.0,2.074,120.62039999999999,1.487,107.61750021988297,prm15_wcost_re7_c2p1_co2_cut90p_t1
2045,Chile,2.9158450250735304,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.17541846739287,0.04,0.2,6.949,4.4,0.0,0.0,3.258,17.201988063129217,2.507,4.644,prm15_wcost_re7_c2p1_co2_cut90p_t1
2045,Paraguay,0.9846162840993992,0.022,0.0,0.0,0.0,0.025,0.0,0.0,1.0134880830328648,0.0,0.0,8.81,0.0,0.0,0.0,0.0,2.6348760077832103,0.0,0.1813337377668075,prm15_wcost_re7_c2p1_co2_cut90p_t1
2045,Uruguay,0.12364634384823571,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.256,2.4253673907142606,1.514,3.924669173544291,prm15_wcost_re7_c2p1_co2_cut90p_t1
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,30.149485652056196,0.0,0.0,11.236,9.232,1.755,0.0,0.0,23.1655,0.0,70.17125514200248,prm15_wcost_re7_c2p1_co2_cut90p_t1
2050,Brazil,0.0,11.802200000000001,0.2838504699180912,4.896,0.0,4.297,0.0,15.9643,34.320776492222244,0.0,0.0,104.603,68.005,1.99,0.0,0.0,134.7393,0.0,190.527,prm15_wcost_re7_c2p1_co2_cut90p_t1
2050,Chile,10.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,26.29389536864707,0.04,0.2,6.949,4.4,0.0,0.0,0.0,30.575741608958488,0.0,11.509687408479008,prm15_wcost_re7_c2p1_co2_cut90p_t1
2050,Paraguay,5.153550106169125,0.022,0.0,0.0,0.0,0.025,0.0,0.0,1.0134880830328648,0.0,0.0,8.81,0.0,0.0,0.0,0.0,8.474602747232897,0.0,3.382244762046632,prm15_wcost_re7_c2p1_co2_cut90p_t1
2050,Uruguay,0.5431345742161228,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,3.601804186456867,0.0,7.492366717376604,prm15_wcost_re7_c2p1_co2_cut90p_t1
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re8_c2p1_co2_cut90p_t1
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re8_c2p1_co2_cut90p_t1
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re8_c2p1_co2_cut90p_t1
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re8_c2p1_co2_cut90p_t1
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re8_c2p1_co2_cut90p_t1
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,3.9094,1.609,0.0,prm15_wcost_re8_c2p1_co2_cut90p_t1
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,11.095111444451755,0.0,0.0,104.603,11.35,1.99,0.0,2.074,34.22065552757263,1.487,0.918,prm15_wcost_re8_c2p1_co2_cut90p_t1
