period,load_zone,Battery_new,Biomass,Biomass_new,Coal,Coal_new,Diesel,Diesel_new,Gas,Gas_new,Geothermal,Geothermal_new,Hydro,Hydro_new,Nuclear,Nuclear_new,Solar,Solar_new,Wind,Wind_new,scs
2030,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re14_c2p1_tn
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.1118722953751,1.514,0.0,prm15_wcost_re14_c2p1_tn
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,9.453425199720002,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.239,1.609,4.185,prm15_wcost_re14_c2p1_tn
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,32.56472748655,0.0,0.0,104.603,15.685,1.99,0.0,2.074,24.6894353225642,1.487,23.69579925752,prm15_wcost_re14_c2p1_tn
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,6.087172406553,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re14_c2p1_tn
2035,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re14_c2p1_tn
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.4559,1.514,0.0,prm15_wcost_re14_c2p1_tn
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,18.57311477861,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.239,1.609,4.185,prm15_wcost_re14_c2p1_tn
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,54.16632362905,0.0,0.0,104.603,25.382,1.99,0.0,2.074,26.125298046509002,1.487,23.7223038794059,prm15_wcost_re14_c2p1_tn
2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.746573607402999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re14_c2p1_tn
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re14_c2p1_tn
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.4559,1.514,0.0,prm15_wcost_re14_c2p1_tn
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,34.13886257706,0.0,0.0,11.31,2.058,1.755,0.0,0.439,0.239,1.609,4.185,prm15_wcost_re14_c2p1_tn
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,60.498936286180005,0.0,0.0,104.603,50.905,1.99,0.0,2.074,55.13482235990242,1.487,36.8819999999999,prm15_wcost_re14_c2p1_tn
2045,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,14.701751136713,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re14_c2p1_tn
2045,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.8411076321452999,0.0,0.0,prm15_wcost_re14_c2p1_tn
2045,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.4559,1.514,0.0,prm15_wcost_re14_c2p1_tn
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,55.06205328117,0.0,0.0,11.236,2.11,1.755,0.0,0.0,0.239,0.0,3.174911855474,prm15_wcost_re14_c2p1_tn
2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,80.72499999998,0.0,0.0,104.603,54.489,1.99,0.0,0.0,97.69294983946412,0.0,62.4659999999999,prm15_wcost_re14_c2p1_tn
2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,22.548830666673,0.04,0.0,6.949,0.575,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re14_c2p1_tn
2050,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,2.9149334021696,0.0,6.192000057304,prm15_wcost_re14_c2p1_tn
2050,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,2.1048,0.0,3.9320165045322,prm15_wcost_re14_c2p1_tn
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re15_c2p1_tn
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re15_c2p1_tn
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_tn
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_tn
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re15_c2p1_tn
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.0,1.609,1.043927092844,prm15_wcost_re15_c2p1_tn
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,10.2740281993,0.0,0.0,104.603,11.35,1.99,0.0,2.074,0.0,1.487,9.027954206043999,prm15_wcost_re15_c2p1_tn
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.6295893924729999,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_tn
2025,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_tn
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re15_c2p1_tn
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.786311695487,prm15_wcost_re15_c2p1_tn
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,14.774447629800001,0.0,0.0,104.603,13.077,1.99,0.0,2.074,2.3199,1.487,27.267,prm15_wcost_re15_c2p1_tn
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.674983836913,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_tn
2030,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_tn
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re15_c2p1_tn
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,7.87358966741,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.786311695487,prm15_wcost_re15_c2p1_tn
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,31.837002576099998,0.0,0.0,104.603,16.55,1.99,0.0,2.074,6.1445023610192,1.487,31.275,prm15_wcost_re15_c2p1_tn
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,5.990812406552999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_tn
2035,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_tn
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.9645265516181,1.514,0.7308511034880001,prm15_wcost_re15_c2p1_tn
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,15.465670895300002,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.786311695487,prm15_wcost_re15_c2p1_tn
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,43.969243001100004,0.0,0.0,104.603,36.615,1.99,0.0,2.074,22.1552,1.487,36.67648174268,prm15_wcost_re15_c2p1_tn
2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.746573607402999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_tn
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_tn
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.5723079653315999,1.514,2.016706531018,prm15_wcost_re15_c2p1_tn
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,31.61281238599,0.0,0.0,11.31,2.058,1.755,0.0,0.439,0.0,1.609,5.786311695487,prm15_wcost_re15_c2p1_tn
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,61.117975125179996,0.0,0.0,104.603,50.905,1.99,0.0,2.074,30.404462473469298,1.487,47.253444387947,prm15_wcost_re15_c2p1_tn
2045,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,14.701751136713,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_tn
2045,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.5167,0.0,0.310334733481,prm15_wcost_re15_c2p1_tn
2045,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.5723079653315999,1.514,2.973,prm15_wcost_re15_c2p1_tn
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,56.29704835129,0.0,0.0,11.236,2.11,1.755,0.0,0.0,0.0,0.0,4.742384602643,prm15_wcost_re15_c2p1_tn
2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,80.72499999998,0.0,0.0,104.603,54.489,1.99,0.0,0.0,82.6265000000003,0.0,72.17699999999701,prm15_wcost_re15_c2p1_tn
2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,19.404714571432997,0.04,0.0,6.949,0.575,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_tn
2050,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.9328011716710001,0.0,7.161000000001001,prm15_wcost_re15_c2p1_tn
2050,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,5.53,0.0,0.0,1.538,0.0,0.0,0.0,0.0,2.4667153845877,0.0,6.957512015371,prm15_wcost_re15_c2p1_tn
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re16_c2p1_tn
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re16_c2p1_tn
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_tn
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_tn
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re16_c2p1_tn
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.0,1.609,0.905564166036,prm15_wcost_re16_c2p1_tn
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,4.8739311790399995,0.0,0.0,104.603,11.35,1.99,0.0,2.074,0.0,1.487,15.033,prm15_wcost_re16_c2p1_tn
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.6295893924729999,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_tn
2025,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_tn
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re16_c2p1_tn
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.0,1.609,6.1053422981450005,prm15_wcost_re16_c2p1_tn
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,11.556650559440001,0.0,0.0,104.603,11.585,1.99,0.0,2.074,1.3931,1.487,31.949607844818,prm15_wcost_re16_c2p1_tn
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.674983836913,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_tn
2030,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_tn
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.15819999999999998,1.514,0.0,prm15_wcost_re16_c2p1_tn
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,7.05109767042,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.0,1.609,6.1053422981450005,prm15_wcost_re16_c2p1_tn
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,27.293232136039997,0.0,0.0,104.603,20.4,1.99,0.0,2.074,1.3931,1.487,37.623425153647,prm15_wcost_re16_c2p1_tn
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,6.593800018882999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_tn
2035,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_tn
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.15819999999999998,1.514,1.369593945313,prm15_wcost_re16_c2p1_tn
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,15.889707176420002,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.0,1.609,6.1053422981450005,prm15_wcost_re16_c2p1_tn
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,41.53543978674,0.0,0.0,104.603,36.894,1.99,0.0,2.074,4.6833,1.487,47.92569118891,prm15_wcost_re16_c2p1_tn
2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.949811212893001,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_tn
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_tn
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.400402915411,1.514,2.668701103987,prm15_wcost_re16_c2p1_tn
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,31.71200911147,0.0,0.0,11.31,2.11,1.755,0.0,0.439,0.0,1.609,6.1053422981450005,prm15_wcost_re16_c2p1_tn
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,58.8064491492,0.0,0.0,104.603,50.905,1.99,0.0,2.074,7.0638000000000005,1.487,59.358922106316115,prm15_wcost_re16_c2p1_tn
2045,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,14.959895769972999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_tn
2045,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,1.86697485807,prm15_wcost_re16_c2p1_tn
2045,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.0148670172252001,1.514,4.209328492004,prm15_wcost_re16_c2p1_tn
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,76.98908993617,0.0,0.0,11.236,2.11,1.755,0.0,0.0,0.0,0.0,6.1053422981450005,prm15_wcost_re16_c2p1_tn
2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,65.70302722055001,0.0,0.0,104.603,50.905,1.99,0.0,0.0,49.20217313864,0.0,91.68300000000613,prm15_wcost_re16_c2p1_tn
2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,19.839003683312995,0.04,0.0,6.949,0.575,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_tn
2050,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,10.188984305614,prm15_wcost_re16_c2p1_tn
2050,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.0,2.180886721087,0.0,7.137706676142,prm15_wcost_re16_c2p1_tn
2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,0.0,0.0,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re17_c2p1_tn
2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,0.0,0.0,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re17_c2p1_tn
2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_tn
2020,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_tn
2020,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re17_c2p1_tn
2025,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.3778,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.0,1.609,0.959535883763,prm15_wcost_re17_c2p1_tn
2025,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,9.75718330045,0.0,0.0,104.603,11.35,1.99,0.0,2.074,0.0,1.487,9.628406563119999,prm15_wcost_re17_c2p1_tn
2025,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.6295893924729999,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_tn
2025,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_tn
2025,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re17_c2p1_tn
2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,0.0,0.0,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.752827760465999,prm15_wcost_re17_c2p1_tn
2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,13.4537137602,0.0,0.0,104.603,13.077,1.99,0.0,2.074,1.3931,1.487,29.502,prm15_wcost_re17_c2p1_tn
2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.674983836913,0.04,0.0,6.949,0.275,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_tn
2030,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_tn
2030,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.0,1.514,0.0,prm15_wcost_re17_c2p1_tn
2035,Argentina,0.0,0.046,0.0,3.1924,0.0,1.663,0.0,18.2543,7.86016138175,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.752827760465999,prm15_wcost_re17_c2p1_tn
2035,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,27.647486339700002,0.0,0.0,104.603,20.4,1.99,0.0,2.074,9.7769488374921,1.487,34.422,prm15_wcost_re17_c2p1_tn
2035,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,5.953507299282999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_tn
2035,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_tn
2035,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,0.9631185895127999,1.514,0.739332073675,prm15_wcost_re17_c2p1_tn
2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,15.41623146208,0.0,0.0,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.752827760465999,prm15_wcost_re17_c2p1_tn
2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,43.811486405900006,0.0,0.0,104.603,36.615,1.99,0.0,2.074,18.3313007841506,1.487,38.43,prm15_wcost_re17_c2p1_tn
2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.746573607402999,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_tn
2040,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_tn
2040,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.5591538989711697,1.514,1.9542404361849,prm15_wcost_re17_c2p1_tn
2045,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,16.346799999999998,31.10607453142,0.0,0.0,11.31,2.058,1.755,0.0,0.439,0.0,1.609,5.752827760465999,prm15_wcost_re17_c2p1_tn
2045,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,61.33797847119,0.0,0.0,104.603,50.855,1.99,0.0,2.074,22.735400000000098,1.487,49.781722875204004,prm15_wcost_re17_c2p1_tn
2045,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,14.701751136713,0.04,0.0,6.949,0.575,0.0,0.0,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_tn
2045,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.33070963278009996,0.0,0.228461806767,prm15_wcost_re17_c2p1_tn
2045,Uruguay,0.0,0.425,0.0,0.0,0.0,0.084,0.0,1.106,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.256,1.55915389897117,1.514,3.2539544428019,prm15_wcost_re17_c2p1_tn
2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,47.62263621615,0.0,0.0,11.236,2.11,1.755,0.0,0.0,0.0,0.0,4.793291876703,prm15_wcost_re17_c2p1_tn
2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,78.49534913979,0.0,0.0,104.603,54.489,1.99,0.0,0.0,78.9542000000001,0.0,80.016,prm15_wcost_re17_c2p1_tn
2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,34.580000000003,0.04,0.0,6.949,0.575,0.0,0.0,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_tn
2050,Paraguay,0.0,0.022,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.5167,0.0,7.64759229429,prm15_wcost_re17_c2p1_tn
