SolarPV Argentina,SolarPV Brazil,SolarPV Chile,SolarPV Paraguay,SolarPV Uruguay,Wind Argentina,Wind Brazil,Wind Chile,Wind Paraguay,Wind Uruguay,emis_policy,exist_trd,op_char,fixed_pv,pol,group,Argentina,Brazil,Uruguay,Paraguay,Chile
32313.4,134739.3,33449.18780262429,8842.31366333866,4014.8801561258992,65879.45336513271,153371.50501544285,12885.562973823375,3643.8689135955656,8291.034070977801,1,1,3,0,"90%Cut,Lim",110,0.2618476089736872,0.7682954800411809,0.032815771272276535,0.0332964868718246,0.12355933540386045
29626.81946830824,134739.3,33007.93586470315,8788.065045801102,3909.0785665115086,69033.0,161256.44006544753,12025.09249075339,3590.676922561538,7980.044037419995,1,1,8,0,"90%Cut,Lim",110,0.26309285191548865,0.78932197350786,0.03170432694381734,0.03300997858230037,0.12008807561455077
24251.70764774589,134739.3,32696.637232092242,8544.129620928046,3506.3,72322.09512219181,188439.0,12056.537581529215,3377.9084346997256,7339.146823762285,1,1,5,0,"90%Cut,Lim",110,0.2575301407198339,0.8618087999999999,0.028921191530032763,0.03179210148167406,0.11934179950299056
20179.9,134739.3,27894.65026752098,9523.2,4297.693048752998,77452.66279824603,173740.0741873388,18547.477370305576,3883.575666491688,9259.785077812045,1,1,13,1,"90%Cut,Lim",111,0.26035350079532277,0.82261166449957,0.036153275004173445,0.03575140177731117,0.12384567370087082
25531.357586983446,134739.3,32261.476099444873,8721.909531608966,3637.251736029974,75704.04374297378,180777.0,11997.94668577228,3445.900749174372,7720.197643403621,1,1,4,0,"90%Cut,Lim",110,0.26996107021321925,0.8413767999999999,0.03028653167848959,0.032447494082088905,0.11802512742724575
30287.002873221045,134739.3,32768.6,8828.283137729124,4123.783337917368,69558.55394155455,176359.95563530255,12875.200395445365,3542.838521690292,7923.470883205544,1,1,9,0,"90%Cut,Lim",110,0.26625481817273494,0.8295980150274733,0.03212601125632777,0.03298965775845177,0.12171680105452096
17624.0,134739.3,26973.69866234388,8836.099402869211,4135.218068949216,77807.47342537371,186195.0,19479.0,4031.1323388154815,8348.681297129191,1,1,14,1,"90%Cut,Lim",111,0.2544839291343299,0.8558247999999999,0.03329039830954242,0.034312617977825845,0.12387386309958368
23165.5,134739.3,31378.057604471178,8474.602747232897,3601.804186456867,70171.25514200248,190527.0,11509.687408479009,3382.244762046632,7492.366717376604,1,1,7,0,"90%Cut,Lim",110,0.24889801371200662,0.8673768,0.02958445574355592,0.03161826002474541,0.11436732003453384
21072.82713390312,134739.3,29998.08845118185,8389.94473001628,3177.6812362738406,65578.02932657763,180420.03506389307,12277.034443390983,3254.7331078818797,7018.095214439476,1,1,6,0,"90%Cut,Lim",110,0.231068950561282,0.8404248935037149,0.027188737201902177,0.031052474234395087,0.11273366105219423
17481.1,134739.3,27854.093728452004,9217.2,4119.157479399002,76930.08192392367,169283.03230745532,17426.699820440546,3984.3768302643857,8919.254151952622,1,1,18,1,"90%Cut,Lim",111,0.25176315179712977,0.8107262194865474,0.03476909768360433,0.03520420488070503,0.1207487827970468
18584.7,133852.4,27585.5,7852.8,3118.4815852447273,60479.03230379957,171362.0143177098,12928.159064444779,3306.0138696280374,6754.501834606377,1,1,10,0,"90%Cut,Lim",110,0.21083661947679885,0.8139051048472261,0.026327955786269615,0.029756836985674766,0.10803642417185275
25329.49439126134,134739.3,32528.092078337355,8717.751070963832,3738.987531663544,72979.81556733642,186510.0,13048.620360779472,3347.54200079681,7383.003510825596,1,1,2,0,"90%Cut,Lim",110,0.262158159889594,0.8566648,0.02965864277997104,0.032174114858028374,0.12153789983764486
17624.0,134739.3,26960.41167712594,8188.755861101449,3744.6337802808525,74333.76612253125,193866.0,19479.0,4085.7509828799457,8027.192840526401,1,1,15,1,"90%Cut,Lim",111,0.24522070966008333,0.8762808,0.03139153765548601,0.032732018250617056,0.12383843113900252
8527.2,125715.4,16023.398493621115,5624.2,3578.6344141931354,66308.53664347358,199054.58651674486,22500.0,4461.638764176462,7146.5263081339135,1,1,20,1,"90%Cut,Lim",111,0.19956196438259619,0.8660532973779862,0.02860042859287213,0.0268955700378039,0.1027290626496563
13283.693640913676,134739.3,26472.535733013305,8010.2,3753.528072785969,73462.90414870085,197979.0,19479.0,4114.267430476213,7862.562460169802,1,1,17,1,"90%Cut,Lim",111,0.2313242607723054,0.8872488,0.03097624142121539,0.03233191314793656,0.12253742862136881
9950.099501600482,134026.7,20033.10943371516,7396.158234474257,3781.507642521961,69333.06180287243,201301.72204964916,22500.0,4118.586565497107,7419.561170495035,1,1,16,1,"90%Cut,Lim",111,0.21142176347859445,0.8942091254657312,0.02986951683471199,0.030705986133256973,0.11342162515657375
17624.0,134739.3,27704.35407458525,9214.781543988896,4049.468533664745,77997.31047384754,187180.43209372737,18675.5931631788,4061.245258158216,9071.105096823063,1,1,19,1,"90%Cut,Lim",111,0.2549901612635934,0.8584526189166062,0.03498819634796749,0.03540273813905897,0.12367985930070413
18213.0,134366.2,29276.438614299834,8145.547817718256,3231.617843309725,63047.5644383629,173863.70084141617,12324.591336167501,3269.351032344911,6734.288667423786,1,1,1,0,"90%Cut,Lim",110,0.21669483850230106,0.8219464022437766,0.026575750695289366,0.030439730266835115,0.11093607986791289
11598.019058822,134739.2999999997,33780.284769449,8771.2999999996,5001.55570481487,83926.774796177,181785.3761156429,0.0,15374.592401803,8394.351081934,1,0,9,0,"90%Cut,Full",100,0.2547327836133306,0.844065802975047,0.035722418097996984,0.06438904640480693,0.09008075938519733
1031.2,133875.2,25440.129451574,5488.470342536,4271.9447954136,104034.0,174497.093030993,0.0,16819.394608817,9097.0646517507,1,0,18,1,"90%Cut,Full",101,0.28017386666666666,0.8223261147493147,0.0356506918591048,0.059487639870274674,0.06784034520419734
5817.725546006,129552.39999999964,33987.18555869707,7543.378022166,4246.7048367665,66617.919676108,151803.316992291,60.0,10916.973916556999,6591.5978863795,1,0,10,0,"90%Cut,Full",100,0.19316172059230396,0.7502819119794417,0.028902140595056,0.04922760516992799,0.09079249482319218
801.3587528802,132761.999999999,23028.38304142,5926.7,4179.3866758385,95002.7783506992,175475.9999999978,0.0,15767.179385015,8277.1477848046,1,0,17,1,"90%Cut,Full",101,0.2554776989428784,0.8219679999999915,0.0332174252283816,0.05785034502670666,0.06140902144378666
11341.2621098526,134739.3,31710.863829933,8832.7230042999,4920.2878246285,85442.3621816702,164421.525495665,0.0,15069.0,8246.7582861587,1,0,8,0,"90%Cut,Full",100,0.25808966477739415,0.7977622013217732,0.0351121229620992,0.0637379280114664,0.084562303546488
501.9,121156.8199583908,23370.8830071351,5541.5014666807,3788.40742747,86634.436863304,165293.999999993,0.0,13666.201125616,7644.129104409,1,0,11,1,"90%Cut,Full",101,0.23236356496881064,0.7638688532223568,0.030486764085010668,0.05122054024612453,0.0623223546856936
8463.3,134202.49999999953,31609.869065414998,7718.0494802816,4329.264825714785,74211.024140416,161186.9999999951,0.0,13754.38226028,7442.7197994529,1,0,7,0,"90%Cut,Full",100,0.22046486437444268,0.787705333333319,0.03139195900044716,0.05725981797483093,0.08429298417443999
1916.6961234762,134642.7999999992,28684.800643166698,6640.8,4438.36859383634,101578.427077184,190214.027380095,0.0,16372.89825162,9084.425176366,1,0,19,1,"90%Cut,Full",101,0.2759869952017605,0.8662848730135846,0.03606078338720624,0.06136986200432,0.07649280171511119
9140.0996677807,134739.2999999997,34237.532069548,7693.2,4594.36148848466,77885.8233342429,161774.581302271,0.0,14656.53858142,7688.703652137,1,0,2,0,"90%Cut,Full",100,0.23206912800539625,0.7907036834727218,0.032754840374991094,0.05959930288378666,0.09130008551879466
1062.139999338,134642.7999999996,25763.0,6445.3810152936,4285.40705246279,106495.1591573579,176512.5246929156,0.0,16527.54968334,8943.4662676134,1,0,14,1,"90%Cut,Full",101,0.2868194644178558,0.8297475325144406,0.03527699552020317,0.061261148529689606,0.06870133333333334
6124.0395687818,131494.1396395443,34141.923941762,7352.2922137425,4188.6503964419,67783.4364402958,148524.821607413,0.0,11322.044662921,6817.19407409733,1,0,1,0,"90%Cut,Full",100,0.19708660269087358,0.7467172299918862,0.02934891858810461,0.049798231671102665,0.09104513051136533
912.926470964546,134567.8,24879.0378881089,6215.2423565602,4318.0785168432,102360.7806407768,175053.016390149,0.0,16080.174477639,8610.132932508,1,0,12,1,"90%Cut,Full",101,0.27539655229797694,0.8256555103737305,0.0344752305316032,0.05945444489119787,0.06634410103495707
8702.3,134516.3226002288,31763.931619624,7693.2,4436.0567314405,76631.3453289339,161186.999999999,0.0,13971.487284935,7550.5128481549,1,0,5,0,"90%Cut,Full",100,0.22755638754382373,0.7885421936006074,0.031964185545587734,0.05777249942649333,0.08470381765233066
679.9729913169,116706.9,23473.5672605635,5896.42915166,3326.65767798114,82242.4118591344,172352.6841739809,69.0,13109.66869301,7744.006290659,1,0,20,1,"90%Cut,Full",101,0.22112635960120347,0.7708255577972823,0.029521770583040372,0.050682927585786665,0.06278017936150267
1934.0282548054,134567.7999999992,29217.5316343551,5910.460036841,4498.3071395936,104034.0,170214.867921082,0.0,17009.456038645,9313.38675331,1,0,13,1,"90%Cut,Full",101,0.28258140867948106,0.8127537811228832,0.036831183714409604,0.061119776201295994,0.0779134176916136
10132.9816059692,134739.2999999996,33385.4583901975,7852.8,4539.0223130616005,81246.3816782552,166491.024304039,0.0,15397.356153023,8025.71655587,1,0,4,0,"90%Cut,Full",100,0.24367830209126506,0.8032808648107695,0.033505970317150933,0.06200041640806133,0.08902788904052666
636.7,133528.0,23276.84408192,6060.2,4175.15069619416,100167.708582734,170632.674729724,0.0,15912.5160502945,8386.704586804699,1,0,15,1,"90%Cut,Full",101,0.26881175622062403,0.8110951326125974,0.03349828075466362,0.058593909467452,0.06207158421845334
12033.794385585,134739.3,32522.3037928426,8276.620028341,4976.20475315735,85927.435874753,156086.7479454448,0.0,15094.6510530494,8450.882841699,1,0,3,0,"90%Cut,Full",100,0.2612299473609014,0.7755361278545195,0.035805566919616935,0.06232338955037439,0.08672614344758026
776.9,127887.4,23640.8534676398,5581.62672729,4183.31622290417,89730.4174751477,166759.456025877,0.0,14237.902109969,7843.23046435,1,0,16,1,"90%Cut,Full",101,0.24135284660039386,0.7857249494023387,0.032070791166011116,0.052852076899357336,0.06304227591370613
6743.6,132564.7274670951,34184.3008057191,7285.9952533888,4318.0579075968,71204.7029537988,148850.150807335,0.0,12068.745442307,7018.9818115868,1,0,6,0,"90%Cut,Full",100,0.20786214121013014,0.7504396753984803,0.030232105917822934,0.0516126418551888,0.09115813548191759
