month,variable,value,pol
6,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
7,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,3.695519765851458,True
8,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,5.451782131140041,True
9,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.06723203337484,True
10,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,4.930182165259772,True
11,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
12,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
13,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
14,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
15,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
16,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
17,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
18,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
19,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,2.3719221063279194,True
20,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,4.111682487333483,True
21,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,2.27801931406684,True
22,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,4.916186393085674,True
23,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
24,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
25,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0088314816691718,True
26,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
27,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
28,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
29,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0413378555247565,True
30,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.2105431745167518,True
31,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,2.3123766638067753,True
32,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.943957814701602,True
33,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,2.7385134327717253,True
34,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,4.247563071456244,True
35,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
36,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
37,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.068957824235628,True
38,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.1014759221422958,True
39,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
40,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
41,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.1353936164780007,True
42,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,3.961655613837249,True
43,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,7.879776559817022,True
44,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,3.2027579147430614,True
45,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.6708445258431748,True
46,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,4.041147551116583,True
47,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
48,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,2.2365504941506416,True
49,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.910349967207201,True
50,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.231764972358968,True
51,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
52,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
53,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.7877106753147936,True
54,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,7.4546013782833125,True
55,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,11.101893028400873,True
56,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,7.45552308786609,True
57,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,12.32464697198367,True
58,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,6.992850188149857,True
59,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True
60,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,14.93902625243277,True
61,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,11.458186662979196,True
62,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,7.7612937768892625,True
63,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.7132523021495152,True
64,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,1.8600026633027085,True
65,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,2.894157160177431,True
66,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,4.376869974681127,True
67,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,8.655973990651221,True
68,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,8.971818499183936,True
69,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,11.558851047412235,True
70,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,18.506156116580545,True
71,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,3.212099209420036,True
0,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
1,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
2,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
3,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
4,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
5,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
6,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
7,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
8,prm15_fix_wcost_re8_c2p1_tnt1,1.907047800019476,False
9,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
10,prm15_fix_wcost_re8_c2p1_tnt1,1.4249276789467569,False
11,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
12,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
13,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
14,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
15,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
16,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
17,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
18,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
19,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
20,prm15_fix_wcost_re8_c2p1_tnt1,0.7676782491256811,False
21,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
22,prm15_fix_wcost_re8_c2p1_tnt1,1.6404147000196612,False
23,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
24,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
25,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
26,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
27,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
28,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
29,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
30,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
31,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
32,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
33,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
34,prm15_fix_wcost_re8_c2p1_tnt1,0.5666525636614097,False
35,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
36,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
37,prm15_fix_wcost_re8_c2p1_tnt1,0.0010788383580943,False
38,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
39,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
40,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
41,prm15_fix_wcost_re8_c2p1_tnt1,0.00061532,False
42,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
43,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
44,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
45,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
46,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
47,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
48,prm15_fix_wcost_re8_c2p1_tnt1,0.5562758049989488,False
49,prm15_fix_wcost_re8_c2p1_tnt1,0.1244640430105421,False
50,prm15_fix_wcost_re8_c2p1_tnt1,0.2411708994916414,False
51,prm15_fix_wcost_re8_c2p1_tnt1,0.0,False
52,prm15_fix_wcost_re8_c2p1_tnt1,0.0141035757052746,False
53,prm15_fix_wcost_re8_c2p1_tnt1,0.2446291446643862,False
54,prm15_fix_wcost_re8_c2p1_tnt1,0.36133463289300827,False
55,prm15_fix_wcost_re8_c2p1_tnt1,0.8000015267825644,False
56,prm15_fix_wcost_re8_c2p1_tnt1,0.2064450057770017,False
57,prm15_fix_wcost_re8_c2p1_tnt1,0.0202045532389033,False
58,prm15_fix_wcost_re8_c2p1_tnt1,0.0029826101449086,False
59,prm15_fix_wcost_re8_c2p1_tnt1,0.0118901339122715,False
60,prm15_fix_wcost_re8_c2p1_tnt1,1.2101133257529237,False
61,prm15_fix_wcost_re8_c2p1_tnt1,0.6867547250136491,False
62,prm15_fix_wcost_re8_c2p1_tnt1,1.035808700648389,False
63,prm15_fix_wcost_re8_c2p1_tnt1,0.0773476887278863,False
64,prm15_fix_wcost_re8_c2p1_tnt1,0.2089292714282378,False
65,prm15_fix_wcost_re8_c2p1_tnt1,0.9196137076628439,False
66,prm15_fix_wcost_re8_c2p1_tnt1,1.3044851037360914,False
67,prm15_fix_wcost_re8_c2p1_tnt1,1.8127566526888965,False
68,prm15_fix_wcost_re8_c2p1_tnt1,1.0768698436495587,False
69,prm15_fix_wcost_re8_c2p1_tnt1,0.3877464537066445,False
70,prm15_fix_wcost_re8_c2p1_tnt1,0.3178792161137683,False
71,prm15_fix_wcost_re8_c2p1_tnt1,0.2900052293786299,False
0,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
1,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
2,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
3,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
4,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
5,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.3704500621096863,True
6,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
7,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,3.4165583699989606,True
8,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,5.521403180297362,True
9,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.9952682398951084,True
10,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,5.003395817677718,True
11,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
12,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
13,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
14,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
15,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
16,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
17,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
18,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
19,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,2.423936193194213,True
20,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,3.891044522815528,True
21,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,2.3972064528310795,True
22,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,4.917283027139479,True
23,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
24,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
25,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0088165242184536,True
26,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
27,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
28,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
29,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0407718068821907,True
30,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.2093373739302446,True
31,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,2.881156682751218,True
32,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,2.517771837243927,True
33,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.897779953560593,True
34,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,4.563634151700991,True
35,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
36,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
37,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.1147296301877628,True
38,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.0190678218673777,True
39,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
40,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
41,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.1916611863962192,True
42,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,3.7124596795747746,True
43,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,7.660829224448549,True
44,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,3.2550264562595093,True
45,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.9088854839982936,True
46,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,4.180521789743073,True
47,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
48,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,5.95377629829926,True
49,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.033145564037939,True
50,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.2310659401802695,True
51,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
52,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
53,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,1.837463228058714,True
54,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,7.719660664111564,True
55,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,11.432916804979941,True
56,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,7.299845211751591,True
57,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,7.645515160640307,True
58,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,11.558755621546505,True
59,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.0,True
60,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,15.349532403299925,True
61,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,10.57490430471128,True
62,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,7.859038178680924,True
63,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,0.7519753365140468,True
64,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,2.0412920028603683,True
65,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,2.919798281615757,True
66,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,3.752983108675617,True
67,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,8.117578452322995,True
68,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,8.995825481687978,True
69,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,11.315904998315595,True
70,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,18.945887796011554,True
71,prm15_fix_wcost_re9_c2p1_co2_cut90p_tnt1,3.189586697572566,True
0,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
1,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
2,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
3,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
4,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
5,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
6,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
7,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
8,prm15_fix_wcost_re9_c2p1_tnt1,1.907047800019474,False
9,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
10,prm15_fix_wcost_re9_c2p1_tnt1,1.4249276789467602,False
11,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
12,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
13,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
14,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
15,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
16,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
17,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
18,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
19,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
20,prm15_fix_wcost_re9_c2p1_tnt1,0.763269593059593,False
21,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
22,prm15_fix_wcost_re9_c2p1_tnt1,1.6068763788382627,False
23,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
24,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
25,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
26,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
27,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
28,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
29,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
30,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
31,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
32,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
33,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
34,prm15_fix_wcost_re9_c2p1_tnt1,0.5712515090510878,False
35,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
36,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
37,prm15_fix_wcost_re9_c2p1_tnt1,0.00108774033896,False
38,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
39,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
40,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
41,prm15_fix_wcost_re9_c2p1_tnt1,0.00061532,False
42,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
43,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
44,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
45,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
46,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
47,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
48,prm15_fix_wcost_re9_c2p1_tnt1,0.5190595177051661,False
49,prm15_fix_wcost_re9_c2p1_tnt1,0.12881647655851458,False
50,prm15_fix_wcost_re9_c2p1_tnt1,0.2249210840362814,False
51,prm15_fix_wcost_re9_c2p1_tnt1,0.0,False
52,prm15_fix_wcost_re9_c2p1_tnt1,0.0416261214756377,False
53,prm15_fix_wcost_re9_c2p1_tnt1,0.287274293440175,False
54,prm15_fix_wcost_re9_c2p1_tnt1,0.4048136919929594,False
55,prm15_fix_wcost_re9_c2p1_tnt1,0.8105087994316587,False
56,prm15_fix_wcost_re9_c2p1_tnt1,0.2001329898362114,False
57,prm15_fix_wcost_re9_c2p1_tnt1,0.0194329909889729,False
58,prm15_fix_wcost_re9_c2p1_tnt1,0.0029265697605521,False
59,prm15_fix_wcost_re9_c2p1_tnt1,0.0117963254867363,False
60,prm15_fix_wcost_re9_c2p1_tnt1,0.9562889456293694,False
61,prm15_fix_wcost_re9_c2p1_tnt1,0.4287224005711092,False
62,prm15_fix_wcost_re9_c2p1_tnt1,0.8670170394858984,False
63,prm15_fix_wcost_re9_c2p1_tnt1,0.040371532398695,False
64,prm15_fix_wcost_re9_c2p1_tnt1,0.0176803891997255,False
65,prm15_fix_wcost_re9_c2p1_tnt1,0.2287888415026816,False
66,prm15_fix_wcost_re9_c2p1_tnt1,0.4453841935007112,False
67,prm15_fix_wcost_re9_c2p1_tnt1,0.7991836887965125,False
68,prm15_fix_wcost_re9_c2p1_tnt1,0.6379674075924339,False
69,prm15_fix_wcost_re9_c2p1_tnt1,0.2505095634743337,False
70,prm15_fix_wcost_re9_c2p1_tnt1,0.1165091094805164,False
71,prm15_fix_wcost_re9_c2p1_tnt1,0.2013000450337944,False
0,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
1,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
2,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
3,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
4,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
5,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.4727719712999988,True
6,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
7,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.6969640463084288,True
8,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,5.238752989980386,True
9,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.9497794792150752,True
10,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,4.8460391999988985,True
11,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
12,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
13,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
14,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
15,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
16,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
17,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
18,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
19,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,2.291992527354454,True
20,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,3.218837460118542,True
21,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.831227338952797,True
22,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,4.80265469999642,True
23,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
24,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
25,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
26,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
27,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
28,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
29,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
30,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
31,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
32,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.6336777172437955,True
33,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.7626686681070045,True
34,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,5.477166625272385,True
35,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
36,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0644237927066876,True
37,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0426490925494664,True
38,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.8027786700680737,True
39,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
40,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
41,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.6168095401331041,True
42,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,5.777273325260467,True
43,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.4421716946464174,True
44,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.074290386093364,True
45,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0030830120573305,True
46,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,3.780316344762686,True
47,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
48,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,6.766540711375624,True
49,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.4552208442128214,True
50,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,2.3469803629068706,True
51,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
52,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
53,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.2558821053357743,True
54,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,3.2392462567603837,True
55,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,4.375116919191646,True
56,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,4.541961465221202,True
57,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,8.35608792701768,True
58,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.7943223371020274,True
59,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.0,True
60,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,11.821790549811832,True
61,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,9.16479504102803,True
62,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,5.8656051365928175,True
63,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,3.0849661354250197,True
64,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,2.2322907823221008,True
65,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,0.1119378126533647,True
66,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,1.887998224393329,True
67,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,5.795583521708718,True
68,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,6.10813131953203,True
69,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,9.041929849624667,True
70,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,14.072053068708257,True
71,prm15_fix_wcost_re10_c2p1_co2_cut90p_tnt1,3.1938663930222093,True
0,prm15_fix_wcost_re10_c2p1_tnt1,0.0,False
1,prm15_fix_wcost_re10_c2p1_tnt1,0.0,False
2,prm15_fix_wcost_re10_c2p1_tnt1,0.0,False
