tech,scs,2020,2025,2030,2035,2040,2045,2050,emis_policy,exist_trd,op_char,fixed_pv,pol,group
Solar,prm15_wcost_re5_c2p1_t1,9.380234151198481,16.82992144463606,16.273885653628692,14.327390900263477,12.614167892309922,11.1056277669146,12.518518387054176,0,1,5,0,"NoCut,Lim",010
Solar,prm15_wcost_re4_c2p1_t1,9.380234151198481,16.830016867168986,16.388332146010526,14.428134739920107,12.702827437014534,11.18368661571226,12.518518387054183,0,1,4,0,"NoCut,Lim",010
Solar,prm15_wcost_re3_c2p1_t1,9.380234151198481,16.829921444636067,16.388336544211434,14.428134739920107,12.702832898073313,11.18368661571226,12.518518387054185,0,1,3,0,"NoCut,Lim",010
Solar,prm15_wcost_re6_c2p1_t1,9.380234151198481,16.83002746973943,16.04599073621347,14.126817134830208,12.437541495824137,10.950099630872906,12.518518387054185,0,1,6,0,"NoCut,Lim",010
Solar,prm15_wcost_re2_c2p1_t1,9.380234151198481,16.83001686716899,16.319940060470003,14.367902888037788,12.649826765421453,11.13701531568514,12.518518387054188,0,1,2,0,"NoCut,Lim",010
Solar,prm15_wcost_re20_c2p1_t1,9.380234151198481,8.258248168635701,7.270631212573742,6.401061978149443,5.6355870090419025,4.961582748709257,0.0,0,1,20,1,"NoCut,Lim",011
Solar,prm15_wcost_re1_c2p1_t1,9.380234151198481,16.83002746973944,14.974031478800786,13.183112520418087,11.606714878428207,10.218661726016316,12.518518387054183,0,1,1,0,"NoCut,Lim",010
Solar,prm15_wcost_re7_c2p1_t1,9.380234151198481,16.82992144463606,16.09015430602629,14.165699345897933,12.47175040981229,10.980239763976773,12.518518387054172,0,1,7,0,"NoCut,Lim",010
Solar,prm15_wcost_re9_c2p1_t1,9.380234151198481,16.829921444636067,16.797023768079427,14.787945246187501,13.019596797716167,11.462575750906163,12.518518387054186,0,1,9,0,"NoCut,Lim",010
Solar,prm15_wcost_re8_c2p1_t1,9.380234151198481,16.82992144463607,16.79702376807943,14.787881110550915,13.01959679771617,11.462575750906165,12.518518387054181,0,1,8,0,"NoCut,Lim",010
Hydro,prm15_wcost_re9_c2p1_t1,25.95663593562919,24.49835982546615,21.568706651580595,20.060727859212843,17.66185794223162,15.54966622315727,13.690253167008375,0,1,9,0,"NoCut,Lim",010
Hydro,prm15_wcost_re1_c2p1_t1,25.95663593562919,24.498514160181344,21.56846738127677,20.060677147292314,17.66188064891357,15.549687029183078,13.690253167008375,0,1,1,0,"NoCut,Lim",010
Hydro,prm15_wcost_re20_c2p1_t1,25.95663593562919,24.49863282657222,21.568802590693515,20.06102119435768,17.66201152511274,15.549672385486163,13.69048993531376,0,1,20,1,"NoCut,Lim",011
Hydro,prm15_wcost_re2_c2p1_t1,25.95663593562919,24.49849872662232,21.568689286150324,20.06068064263126,17.661877095299975,15.549667150524883,13.690253167008375,0,1,2,0,"NoCut,Lim",010
Hydro,prm15_wcost_re17_c2p1_t1,25.95663593562919,24.498632826572216,21.568876747579488,18.989754714162302,17.66200030052828,15.549797212754966,13.690494449571613,0,1,17,1,"NoCut,Lim",011
Hydro,prm15_wcost_re19_c2p1_t1,25.95663593562919,24.498632826572212,21.568835119938583,18.989741848573733,17.662116167909513,15.550008304028184,13.690460902963176,0,1,19,1,"NoCut,Lim",011
Hydro,prm15_wcost_re18_c2p1_t1,25.95663593562919,24.498632826572212,21.568841370203767,18.989750299064745,17.662116332995932,15.549941361055888,13.690460902963174,0,1,18,1,"NoCut,Lim",011
Hydro,prm15_wcost_re7_c2p1_t1,25.95663593562919,24.49835982546615,22.786080371801763,20.06076248116017,17.66187581610693,15.54967224086357,13.690253167008372,0,1,7,0,"NoCut,Lim",010
Hydro,prm15_wcost_re6_c2p1_t1,25.95663593562919,24.498514160181344,22.786093293755254,20.06077271698726,17.66191851458581,15.549678163647277,13.690253167008379,0,1,6,0,"NoCut,Lim",010
Hydro,prm15_wcost_re8_c2p1_t1,25.95663593562919,24.49835982546615,21.568706651580595,20.060640855404653,17.661857942231617,15.549666223157265,13.690253167008379,0,1,8,0,"NoCut,Lim",010
Hydro,prm15_wcost_re3_c2p1_t1,25.95663593562919,24.49835982546615,21.568695074623975,20.060708703451915,17.661869331716936,15.549666223157262,13.690253167008379,0,1,3,0,"NoCut,Lim",010
Hydro,prm15_wcost_re4_c2p1_t1,25.95663593562919,24.49849872662232,21.568689286150327,20.060708703451915,17.661861738725094,15.549666223157265,13.690253167008375,0,1,4,0,"NoCut,Lim",010
Hydro,prm15_wcost_re5_c2p1_t1,25.95663593562919,24.498359825466153,22.157051649348542,20.060660886685145,17.6618720196074,15.54967224086356,13.690253167008375,0,1,5,0,"NoCut,Lim",010
Solar,prm15_wcost_re19_c2p1_t1,9.380234151198481,8.2582481686357,7.270642177862309,6.401255202851696,5.6356203984203015,4.961689933452559,0.0,0,1,19,1,"NoCut,Lim",011
