Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,cf_vestas_2,cf_vestas_7,cf_vestas_3,cf_siemens_36,cf_siemens_23,cf_GE_25,cf_GE_15,cf_gamesa_2,cf_enercon_7,cf_enercon_3,all_avg
-43.75,-69.25,p_wind_Argentina_AR205,Argentina,183,0.08,72.20959144,0.6088746584699444,0.5633308287795994,0.5122238160291439,0.5493893442622951,0.5728787568306011,0.597622723132969,0.5757619535519125,0.5258189890710382,0.5211931921675774,0.6160459927140256,0.5643140255009106
-44.25,-69.25,p_wind_Argentina_AR206,Argentina,342,0.08,125.9671844,0.6335796903460821,0.5883916211293261,0.5363055555555556,0.5742034380692168,0.5981043943533698,0.6225256147540983,0.6009145036429873,0.5503209244080146,0.5447858606557378,0.6403886612021858,0.5889520264116574
-44.75,-69.25,p_wind_Argentina_AR207,Argentina,498,0.08,114.2050419,0.6433175091074664,0.5982010473588342,0.5453542805100183,0.5839314663023679,0.6083126138433516,0.632382058287796,0.6110711520947176,0.5599227003642987,0.5533639571948998,0.6497879098360655,0.5985644694899817
-45.25,-69.25,p_wind_Argentina_AR208,Argentina,312,0.08,61.12862316,0.6225225409836024,0.5770734289617487,0.5249814435336976,0.563253756830601,0.5876805555555555,0.6114388661202186,0.5905721766848816,0.5398797814207651,0.5325954007285973,0.6285514571948998,0.5778549408014568
-45.75,-69.25,p_wind_Argentina_AR209,Argentina,408,0.1,24.59839249,0.607321038251367,0.5610800318761384,0.5089427367941712,0.546930214025501,0.5711512978142077,0.5959550318761385,0.5742803961748633,0.5233025956284153,0.5175027322404371,0.6141427595628416,0.562060883424408
-46.25,-69.25,p_wind_Argentina_AR210,Argentina,498,0.12,1.500585535,0.5955787795992733,0.5486903460837887,0.4965951730418944,0.5341433287795992,0.5579189435336976,0.5839883879781421,0.5611637067395263,0.5100532786885246,0.5065160519125683,0.603620218579235,0.5498268214936249
-46.75,-69.25,p_wind_Argentina_AR211,Argentina,294,0.14,18.63054534,0.572578324225866,0.5251668943533698,0.4745237932604735,0.5112392987249544,0.5346789617486337,0.5606493624772314,0.5380820810564663,0.4879060792349726,0.4842540983606557,0.5801653005464481,0.5269244193989071
-47.25,-69.25,p_wind_Argentina_AR212,Argentina,324,0.16,70.58234636,0.6083892304189455,0.5612334927140255,0.5091172586520948,0.5471057604735883,0.5713066939890711,0.5966145264116576,0.5744947632058288,0.5233350409836066,0.5179976092896176,0.6152170992714026,0.5624811475409839
-47.75,-69.25,p_wind_Argentina_AR213,Argentina,363,0.19,108.9835494,0.6701961520947195,0.625840960837887,0.5722792577413479,0.6116170309653917,0.6360737704918032,0.6595129781420764,0.6380719489981785,0.5868516621129327,0.5802178961748634,0.6767867714025502,0.6257448428961749
-48.25,-69.25,p_wind_Argentina_AR214,Argentina,585,0.2,83.76694881,0.6847611566484504,0.6418335610200364,0.588441029143898,0.6276999089253188,0.6517200591985429,0.6745659153005465,0.6531080373406193,0.6025216302367943,0.5966385473588343,0.6918416438979964,0.6413131489071038
-48.75,-69.25,p_wind_Argentina_AR215,Argentina,867,0.2,61.25668969,0.6698438069216744,0.6260259562841529,0.5720721766848816,0.611336179417122,0.6353036202185792,0.65941837431694,0.6368669171220401,0.5855702413479053,0.5815892531876139,0.6780848132969035,0.6256111338797813
-49.25,-69.25,p_wind_Argentina_AR216,Argentina,1008,0.23,44.1121307,0.6281039389799624,0.5821268214936249,0.5282658242258652,0.5669167805100181,0.5907396402550091,0.6169892987249544,0.5930992714025501,0.5410923269581056,0.5393528005464481,0.637547131147541,0.5824233834244079
-49.75,-69.25,p_wind_Argentina_AR217,Argentina,1158,0.28,26.59705091,0.5929571948998174,0.5457548952641166,0.4928471083788706,0.5304010701275046,0.5538012295081967,0.581336976320583,0.5568929872495446,0.5051095173041895,0.5047685564663024,0.6029610655737705,0.5466830601092896
-50.25,-69.25,p_wind_Argentina_AR218,Argentina,1158,0.35,8.16251301,0.5907526183970849,0.5438356102003644,0.4919014116575592,0.5294279371584699,0.5531623406193077,0.5791102003642987,0.5562897313296904,0.5052478369763206,0.5019738160291439,0.5987353142076502,0.5450436816939892
-50.75,-69.25,p_wind_Argentina_AR219,Argentina,858,0.43,48.6575365,0.6040589708561028,0.5578501821493624,0.50624852003643,0.5441684881602914,0.5684419398907103,0.5926337659380693,0.5713977686703097,0.5207750455373406,0.5144192850637522,0.6101822632058288,0.5590176229508197
