Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,0.9404429517585,1.1086973622652,1.326004724939312,1.15524433516137,1.2219469841425492,1.2806079611662,1.449209930162366,1.0481094874731858,0.9404429517585,0.9404429517585,0.9404429517585,0.9404429517585,1.3284778732488,0.9404429517585,0.9404429517585,0.9404429517585,0.98526703649033,0.9404429517585,0.9404429517585,0.9404429517585,1.2794562270421,0.9457946495898001,1.1582331200655038,0.9404429517585
2,0.4434029517585,3.3424010121645003,3.9235796027296996,1.3542980589863998,4.4919202977957,1.4266747582508568,2.0059786638309003,3.2110072364765907,2.3035633945965,1.8047696395497006,1.1961754785119,1.6386979974255,1.6689282605865001,1.4976888071918963,1.15598808636648,1.2802851053794,1.2929024776551,1.1707520623390495,1.5560191555424,1.0586039174127,1.3598151013808002,1.5765531751089,1.0797418897684998,1.7108629974988336
3,1.1755954406781202,2.6281297271462005,3.4161175396867387,1.6952531548628555,3.607097871004465,3.5180180045345,3.2087959258690764,2.0399222859553183,1.1763786104640201,1.6389213246177001,2.4274629763055,3.5434175263664,2.2137836622004996,2.7604264103344995,3.2076589393656,3.525574705260953,3.3864788658665,3.6630156254204995,3.2272184682794998,4.3887394670794,3.8387098448342387,3.1625770785184995,1.9304421860523,0.9021274076323
4,5.2461684616775,6.1426162987835,6.427352883987499,6.5854625867555,6.3458715426755,6.5897936339135,6.4492088849465,5.854195910286499,4.9646480271395,4.3638350718874,3.7335825946625,2.4454090003865,1.2592549517585,3.0292811112245,2.6899356832024996,2.5737926701505,2.7395904642665,3.1415358666695,3.3382970552255,3.1905910701815,2.9081134642541,2.99283050275109,3.9591357767117,4.7382664782515
5,5.7017283639873995,6.6170521982374995,6.823657953179735,6.897340403816699,6.933082951758499,6.929522314040899,6.9292549517585,6.450215881835178,5.8413958149545,5.4196785507725,5.0460555788855,3.8529556468235007,3.9530499030785,4.679284898280552,4.5433476556055,4.5699246558224695,4.316086807533099,4.566166789051549,3.7218349103594863,4.4905075553374,4.0332730400945005,4.1711239768174,4.7040778787795,5.3518174208675
6,4.6741724105084,3.6731782075905004,5.6784744826855,5.981552982440787,5.9583511673609,5.7666488718317,5.601627401229369,4.7278351064245,3.7687483597915,3.4406564404451,3.1034438817614998,2.3467173209234993,2.7651082366934996,3.2413841376523997,3.3725842843355003,3.5706346596493996,3.8810483854334,4.4188461231885,4.5750080494755005,4.199424953188499,3.6922389217425,3.6271625564475,3.9739252778865,4.4645398502984
7,2.7744904076634995,4.6121240472872,5.124848367481111,5.2913311105789,5.280958368122,5.1754705279310995,4.9903907471766,2.6808848835143704,3.1961836145115,2.5795991342174003,0.2557823970668999,0.104023318028459,0.22725311070649992,0.26631045212859994,0.3235706598151,0.3867260283936001,0.7411829177309001,1.2702038588598,1.3868010032004001,1.0594435297374998,0.6698997895088,0.04964295175849994,1.4957922914794994,2.2763276017084997
8,0.9404429517585,0.8235620562419099,1.2108293486425,6.208216757712725,6.5731411188365,6.3038767189208,6.138978358162753,5.2678736483514,4.1844063206089,0.9356034671485,3.5941475829105,2.8795999986225,0.9404429517585,0.9404429517585,0.9404429517585,0.9404429517585,1.039025199846,4.7416184693558,4.717022799532501,0.9404429517585,0.9404429517585,0.9404429517585,0.9404429517585,0.9404429517585
9,2.4558035966335,4.5086702214104,4.9043672807869,3.0907449548413006,4.8743667634163,4.7918541478721,4.5444415160983995,3.65645051412657,2.7029548186785,2.0632591799024995,1.4278379751771,0.5814811415422001,0.33496615628049997,0.4213657099287,0.4697315727482,-0.014908961999900095,0.09159164041097999,0.6192652226711561,0.9001763937775,0.6734337585381,0.5979882289393,0.31640271550509996,1.2070853815654998,2.5347977855544515
10,1.2630829517585,1.2593693470323999,5.7010177326442495,5.645733444892299,5.5256194812652994,5.288333127848399,4.8555409989794,4.323665563940156,2.5546567880554,3.1064894490005,2.3970528334745,1.469444354962169,1.2630829517585,1.2630829517585,1.3255253507126,1.4790679517585001,2.022749340607972,2.3479180745385,2.752903782349709,2.3091073994825,2.0014165939865,2.2242596206625,3.1527788990344,4.2160264224964
11,4.9903999203046,6.00787185435,6.3444326461558,6.005509165527269,5.875581911150378,5.713404684324855,3.5265271248809995,4.603850142217703,3.3209996766109002,2.9809391050895,1.3397579598518001,2.193518594301,2.4768889558294997,2.0321441145815,1.2477271544661401,2.0532580905161004,2.1559243126782004,2.1002130188834003,2.2553587994774,2.5315663577195,1.9132777988644,2.6880477055265004,3.6761242605995,4.19268450323625
12,4.1068312254935,5.0427360602867095,5.5868337581975,5.7742056997145,5.670138105165499,5.452896996911,5.0694753215688,2.6057681272769,3.0889181057894004,2.35820934398456,2.9643938663255,2.8213632336215007,2.9503660366295,1.8081311119175,1.5199844967011003,1.8617953746625,1.9544759122058002,2.3286491796365,2.4009767355905005,2.0072791960278002,1.2834920578106,1.3939072132761998,1.9768242669093998,3.4610888660795003
