tech,scs,2020,2025,2030,2035,2040,2045,2050,emis_policy,exist_trd,op_char,fixed_pv,pol,group
Hydro,prm15_wcost_re2_c2p1_t1,60.66829934555356,59.026492894977046,52.133309444228985,48.23901204779131,45.382840727602606,41.25702073621232,35.86158122829023,0,1,2,0,"NoCut,Lim",010
Hydro,prm15_wcost_re3_c2p1_t1,60.66829934555356,59.00225754066539,52.13437462381644,48.13882046365383,45.36494619027009,41.33270097531687,36.09860941011879,0,1,3,0,"NoCut,Lim",010
Hydro,prm15_wcost_re4_c2p1_t1,60.66829934555356,59.000077559755084,52.10575227597826,48.17823679996126,45.364691382213195,41.333856388399745,36.09936698017777,0,1,4,0,"NoCut,Lim",010
Hydro,prm15_wcost_re15_c2p1_t1,60.70848752827624,59.01688081266755,52.69245543343757,46.98803759225625,43.351580404952436,41.2288604881235,36.107296781314275,0,1,15,1,"NoCut,Lim",011
Hydro,prm15_wcost_re12_c2p1_t1,60.70848752827624,59.12777850352251,52.72678040047076,46.5839722319407,43.35077182390319,41.248130466387536,36.10827311627403,0,1,12,1,"NoCut,Lim",011
Hydro,prm15_wcost_re13_c2p1_t1,60.70848752827624,59.243697803206246,52.86598550848483,46.541030797581804,43.302011609331416,41.06443666849562,36.10905203846498,0,1,13,1,"NoCut,Lim",011
Hydro,prm15_wcost_re14_c2p1_t1,60.70848752827624,59.18060560005824,52.72907164816731,46.58326989792307,43.3513159897866,41.24778768990892,36.10972928609894,0,1,14,1,"NoCut,Lim",011
Hydro,prm15_wcost_re10_c2p1_t1,60.66829934555356,58.877412784696915,52.25081232919949,48.92560908770555,46.29863042640741,41.23341357704171,35.84365389278467,0,1,10,0,"NoCut,Lim",010
Hydro,prm15_wcost_re11_c2p1_t1,60.70848752827624,58.967679401538916,52.68616392861806,47.86807220937171,45.24109835131537,41.22359264253452,35.8463057161781,0,1,11,1,"NoCut,Lim",011
Fossil,prm15_wcost_re16_c2p1_t1,21.614211693525483,20.824200098184477,21.272346157041174,24.15489369438402,28.808816672438038,34.04850980553374,34.94133705097136,0,1,16,1,"NoCut,Lim",011
Wind,prm15_wcost_re13_c2p1_t1,3.057386665259118,2.626769370273097,3.792407493720695,3.8104884209423755,3.5369354618456965,4.541250070045589,6.777001596714141,0,1,13,1,"NoCut,Lim",011
Wind,prm15_wcost_re12_c2p1_t1,3.057386665259118,6.0757855568832895,11.505439489522097,11.593940878447093,10.330989530683357,11.047167551760037,12.328073507933752,0,1,12,1,"NoCut,Lim",011
Wind,prm15_wcost_re11_c2p1_t1,3.057386665259118,9.68517171585155,17.82863463362756,18.676229816659145,17.858501053055193,17.279719541435227,21.04396003940218,0,1,11,1,"NoCut,Lim",011
Wind,prm15_wcost_re10_c2p1_t1,3.0914239460282955,9.203856469341774,12.025464075170852,11.110800096760022,10.633530491715902,12.039908071184133,19.4962912156921,0,1,10,0,"NoCut,Lim",010
Wind,prm15_wcost_re14_c2p1_t1,3.057386665259118,4.492668450965395,8.889693344293088,8.99544477538036,8.33863910390904,10.135735498338972,11.646847277284738,0,1,14,1,"NoCut,Lim",011
BNG,prm15_wcost_re10_c2p1_t1,13.014732080552859,9.080573896085703,8.444746138461205,8.150458441876689,7.063275472169813,5.760430608645357,5.001794225974642,0,1,10,0,"NoCut,Lim",010
Wind,prm15_wcost_re15_c2p1_t1,3.057386665259118,6.865980919020305,12.926185764975378,12.694178466804148,11.285629182516113,12.253872761616497,13.630765582018054,0,1,15,1,"NoCut,Lim",011
Wind,prm15_wcost_re2_c2p1_t1,3.0914239460282955,4.0050731778692175,3.7347221236343486,3.258022540847168,3.041468531468991,4.838006520789545,8.713880717626303,0,1,2,0,"NoCut,Lim",010
Wind,prm15_wcost_re20_c2p1_t1,3.057386665259118,9.811916258601908,18.72426420773695,18.7826775499144,18.277186632802355,18.584825441384737,24.15711056376436,0,1,20,1,"NoCut,Lim",011
Wind,prm15_wcost_re1_c2p1_t1,3.0914239460282955,8.6237231462825,10.99164617640798,10.358274093566068,9.870109835096233,10.958807638635424,17.368169844119002,0,1,1,0,"NoCut,Lim",010
Wind,prm15_wcost_re19_c2p1_t1,3.057386665259118,2.6264830877039724,5.155404529916437,4.777531925584191,4.460387162380772,5.519831335464567,7.839946106963473,0,1,19,1,"NoCut,Lim",011
Wind,prm15_wcost_re18_c2p1_t1,3.057386665259118,3.666966119971096,5.672881734117657,5.784493800794394,5.345961326521749,6.689845829179882,8.198367066698902,0,1,18,1,"NoCut,Lim",011
Wind,prm15_wcost_re17_c2p1_t1,3.057386665259118,7.261248430467608,13.240646993994329,12.889068670841327,11.44012500928708,13.267828175429688,15.143106433318206,0,1,17,1,"NoCut,Lim",011
Wind,prm15_wcost_re16_c2p1_t1,3.057386665259118,9.011920001577971,15.172197029477998,17.90152678503967,16.860739343876574,16.7142119793573,18.91973369699537,0,1,16,1,"NoCut,Lim",011
Wind,prm15_wcost_re3_c2p1_t1,3.0914239460282955,2.6239357278724587,2.2776463349875864,1.9752184127002332,1.7840021993636617,2.337712983605133,4.710734135129402,0,1,3,0,"NoCut,Lim",010
Wind,prm15_wcost_re4_c2p1_t1,3.0914239460282955,3.3768371347470296,2.9394066001515258,2.5583121572321232,2.394213016920492,4.398529969103561,7.916637478402306,0,1,4,0,"NoCut,Lim",010
Wind,prm15_wcost_re9_c2p1_t1,3.0914239460282955,2.620995364035451,2.278245474240349,1.9752064472072286,1.8475588510591876,2.559992120922094,6.1373499205621105,0,1,9,0,"NoCut,Lim",010
Wind,prm15_wcost_re8_c2p1_t1,3.0914239460282955,2.626714614647698,2.278253988845735,1.9752243482609846,1.8583240003048935,2.770046317177816,6.327873668707094,0,1,8,0,"NoCut,Lim",010
Wind,prm15_wcost_re7_c2p1_t1,3.0914239460282955,5.597508940378338,6.344703510889395,5.566553115662069,5.112504708909456,5.893645881965126,9.984678590293377,0,1,7,0,"NoCut,Lim",010
Wind,prm15_wcost_re6_c2p1_t1,3.0914239460282955,7.533718065150789,8.131083986508168,7.409099282133347,7.333317852591003,8.94091864086533,13.677038758534225,0,1,6,0,"NoCut,Lim",010
Wind,prm15_wcost_re5_c2p1_t1,3.0914239460282955,4.935694973452474,5.292817721379832,4.650147941744799,4.297393872876519,5.466263719625766,9.105696882467763,0,1,5,0,"NoCut,Lim",010
Hydro,prm15_wcost_re8_c2p1_t1,60.66829934555356,58.92651604744013,52.11467783967621,47.748213180255235,45.36412806924802,41.33330701502426,36.09930273670066,0,1,8,0,"NoCut,Lim",010
Fossil,prm15_wcost_re5_c2p1_t1,21.615193086406656,20.139651828922375,19.41716195600231,25.112389521829815,30.178543607896746,33.06411687151829,34.64606529253577,0,1,5,0,"NoCut,Lim",010
Fossil,prm15_wcost_re20_c2p1_t1,21.614211693525483,20.292032894477632,18.938329002746485,24.093605048560416,28.381132554235528,33.11250744842965,32.663174198635105,0,1,20,1,"NoCut,Lim",011
Fossil,prm15_wcost_re6_c2p1_t1,21.615193086406656,19.59870570633451,18.648855344841298,24.54370045916008,28.54595346005581,30.804675701684392,30.99286623627748,0,1,6,0,"NoCut,Lim",010
Fossil,prm15_wcost_re7_c2p1_t1,21.615193086406656,19.82904635405683,19.149451918182933,25.038962146757854,29.51116491522362,33.12209342022841,33.956280302378225,0,1,7,0,"NoCut,Lim",010
Fossil,prm15_wcost_re3_c2p1_t1,21.615193086406656,20.75600475050596,19.829564647682783,25.80569215219753,30.929255242626628,34.388920815489136,38.0508824134782,0,1,3,0,"NoCut,Lim",010
Fossil,prm15_wcost_re2_c2p1_t1,21.615193086406656,20.464486399427525,19.664239522768874,25.51697310821118,30.679307139924074,32.964355275656416,34.59716491285832,0,1,2,0,"NoCut,Lim",010
Fossil,prm15_wcost_re4_c2p1_t1,21.615193086406656,20.592966406951568,19.746032499628566,25.683340396404073,30.815593651179373,32.87203056408499,34.99400264383129,0,1,4,0,"NoCut,Lim",010
Fossil,prm15_wcost_re19_c2p1_t1,21.614211693525483,25.806393641837044,26.904468391799266,30.403143990429015,36.11441417888511,38.012482368374855,41.09572123541874,0,1,19,1,"NoCut,Lim",011
Fossil,prm15_wcost_re9_c2p1_t1,21.615193086406656,20.755936549876626,19.91604491931546,26.68118694006199,30.865548862103708,34.17024982048605,36.65258710432022,0,1,9,0,"NoCut,Lim",010
Fossil,prm15_wcost_re1_c2p1_t1,21.615193086406656,19.067062535281252,18.317494648676746,22.984607175024454,26.42811047125854,29.972412827242806,27.813462364879765,0,1,1,0,"NoCut,Lim",010
Fossil,prm15_wcost_re8_c2p1_t1,21.615193086406656,20.756205437705244,19.9174304613728,26.637856674037998,30.861410038759516,34.11627707745704,36.486742923187215,0,1,8,0,"NoCut,Lim",010
Hydro,prm15_wcost_re7_c2p1_tn,64.38870747335302,62.713735378034684,55.04903297966358,49.31442175723496,46.11584488207985,41.408536779192836,35.84161007051788,0,0,7,0,"NoCut,Full",000
Hydro,prm15_wcost_re20_c2p1_tn,64.38792062835567,61.91515411584895,54.86187904224422,50.0205567594313,46.237284338347614,41.40261595970336,35.80622009344102,0,0,20,1,"NoCut,Full",001
Hydro,prm15_wcost_re18_c2p1_tn,64.38792062835567,62.75999168142739,55.49399541970108,48.400795985484194,43.91830346282238,41.29588592321446,36.04574096458267,0,0,18,1,"NoCut,Full",001
Hydro,prm15_wcost_re3_c2p1_tn,64.38870747335302,62.68947745922404,54.81027465244118,49.476684374522286,46.01349748319333,41.48832459403546,36.04763134703439,0,0,3,0,"NoCut,Full",000
Hydro,prm15_wcost_re19_c2p1_tn,64.38792062835567,62.762218665858256,55.51793787697526,48.40120144346771,43.91863050997513,41.06904578089718,36.04586557159952,0,0,19,1,"NoCut,Full",001
Hydro,prm15_wcost_re5_c2p1_tn,64.38870747335302,62.70137714574192,55.07787709727263,50.014077901942876,46.1216704411021,41.42738021919524,35.840080213611834,0,0,5,0,"NoCut,Full",000
Hydro,prm15_wcost_re1_c2p1_tn,64.38870747335302,62.44638040248895,55.21041337547552,50.68213502481977,47.06092983528348,41.403726751585225,35.82140877176587,0,0,1,0,"NoCut,Full",000
Hydro,prm15_wcost_re2_c2p1_tn,64.38870747335302,62.70009276994194,54.82153572440869,49.53496868562135,46.071904612258784,41.42379041275776,35.88295885146369,0,0,2,0,"NoCut,Full",000
Hydro,prm15_wcost_re6_c2p1_tn,64.38870747335302,62.59372472544344,55.322634252702905,50.10050693232091,46.33501530828688,41.41143803444334,35.82707697643622,0,0,6,0,"NoCut,Full",000
Hydro,prm15_wcost_re4_c2p1_tn,64.38870747335302,62.698547991123846,54.78283952963987,49.53333701173455,46.080615091782875,41.49090429964687,35.89343241097996,0,0,4,0,"NoCut,Full",000
Hydro,prm15_wcost_re17_c2p1_tn,64.38792062835567,62.7099261088579,55.405208403299035,49.95900165973918,46.05964479527393,41.41262292678427,36.070771227779815,0,0,17,1,"NoCut,Full",001
Hydro,prm15_wcost_re16_c2p1_tn,64.38792062835567,62.58791029158349,54.908793967665915,49.96246165598927,46.10138777005543,41.42427234227063,35.82450978794783,0,0,16,1,"NoCut,Full",001
Hydro,prm15_wcost_re15_c2p1_tn,64.38792062835567,62.70652249826631,55.438805852299396,49.17050319169927,46.06088074226245,41.41583987587809,36.071309057236384,0,0,15,1,"NoCut,Full",001
Hydro,prm15_wcost_re14_c2p1_tn,64.38792062835567,62.73154003941249,55.48553092169604,48.894652776338624,44.195765642081035,41.39937256517842,36.06192954369616,0,0,14,1,"NoCut,Full",001
Hydro,prm15_wcost_re12_c2p1_tn,64.38792062835567,62.72618359719725,55.45213330216446,48.989029103385434,44.1978566109695,41.40438310242097,36.063708608512094,0,0,12,1,"NoCut,Full",001
Hydro,prm15_wcost_re11_c2p1_tn,64.38792062835567,61.75762818596372,54.89139991273213,49.85977623604113,46.13016794574317,41.399206251884245,35.8091466118715,0,0,11,1,"NoCut,Full",001
Hydro,prm15_wcost_re10_c2p1_tn,64.38870747335302,62.463745656288836,55.31613317584114,50.22112907637371,46.45493400738613,41.40513820416906,35.81592604399357,0,0,10,0,"NoCut,Full",000
Hydro,prm15_wcost_re13_c2p1_tn,64.38792062835567,62.76226131638968,55.54235357828154,48.40067156448768,43.93151671522152,41.003545282463094,36.04390117435406,0,0,13,1,"NoCut,Full",001
Hydro,prm15_wcost_re9_c2p1_tn,64.38870747335302,62.67563452765775,54.834089692315374,49.365159819269195,46.01052004300103,41.48852603135049,36.05376995317497,0,0,9,0,"NoCut,Full",000
Wind,prm15_wcost_re1_c2p1_tn,3.024487332453254,8.35400346178484,9.97384823379985,9.682451871769906,9.47140982586378,10.672772418505726,17.588644018412804,0,0,1,0,"NoCut,Full",000
Wind,prm15_wcost_re20_c2p1_tn,3.0240491078425413,8.963935877611334,16.54355422903753,15.901872534395196,17.167797135383754,17.477467944886328,24.825004914808716,0,0,20,1,"NoCut,Full",001
Wind,prm15_wcost_re2_c2p1_tn,3.024487332453254,4.869519871730892,5.1596375765468565,4.5177515764967495,4.328038343989774,5.386041382682356,9.313619536074112,0,0,2,0,"NoCut,Full",000
Wind,prm15_wcost_re3_c2p1_tn,3.024487332453254,2.612837176383442,2.268932808140655,1.9687453290735297,1.7078744519405449,2.156707465117092,4.161954558081736,0,0,3,0,"NoCut,Full",000
Wind,prm15_wcost_re4_c2p1_tn,3.024487332453254,3.691467813028493,3.6653552421851354,3.1970965575146737,2.7729072126454435,3.9343994903635395,7.520686870047224,0,0,4,0,"NoCut,Full",000
Wind,prm15_wcost_re5_c2p1_tn,3.024487332453254,5.42674388331559,6.23299183638374,5.461697258960565,5.10279859741759,6.0965393808068695,9.875914676557917,0,0,5,0,"NoCut,Full",000
Wind,prm15_wcost_re6_c2p1_tn,3.024487332453254,7.983484742012748,10.753814809583853,10.098349715888626,9.954395166418246,9.795045359162046,13.400240379046036,0,0,6,0,"NoCut,Full",000
Wind,prm15_wcost_re7_c2p1_tn,3.024487332453254,5.989646014921176,6.791842837574306,6.179194465883215,5.544288030849215,6.779901066894887,10.502416332876967,0,0,7,0,"NoCut,Full",000
Wind,prm15_wcost_re8_c2p1_tn,3.024487332453254,2.6128565825405228,2.6592292721755046,2.3121161880988175,2.0058218150953984,2.6695327157029074,5.808097110701125,0,0,8,0,"NoCut,Full",000
Wind,prm15_wcost_re9_c2p1_tn,3.024487332453254,2.612844580786858,2.2688864648370446,1.9686171950909013,1.7079051393382496,2.417296452187184,5.809210133337096,0,0,9,0,"NoCut,Full",000
Wind,prm15_wcost_re19_c2p1_tn,3.0240491078425413,2.612405019871022,4.016980407552028,4.613793218132625,4.001616698056155,4.682173881887245,7.28333473439473,0,0,19,1,"NoCut,Full",001
Wind,prm15_wcost_re18_c2p1_tn,3.0240491078425413,3.1589982937501504,6.0007990583700455,5.340174823394478,4.720212797499664,5.7914598030368065,7.602694059794891,0,0,18,1,"NoCut,Full",001
Wind,prm15_wcost_re16_c2p1_tn,3.0240491078425413,8.540882305483931,14.879952958196263,14.839173439629706,15.375298195893855,16.038759477295553,19.16314463464457,0,0,16,1,"NoCut,Full",001
Wind,prm15_wcost_re10_c2p1_tn,3.024487332453254,8.468169997172364,13.577360306648506,12.281857616677373,11.986992196304971,14.34620975285952,20.62077881755921,0,0,10,0,"NoCut,Full",000
Wind,prm15_wcost_re11_c2p1_tn,3.0240491078425413,8.832536497905007,15.972747825679365,15.507427894112848,16.80043823039806,17.074933839638465,21.937124185459243,0,0,11,1,"NoCut,Full",001
Wind,prm15_wcost_re12_c2p1_tn,3.0240491078425413,6.136794830273219,11.875874185537638,10.850219523522625,10.087475118793915,10.87439973644622,12.739156701434693,0,0,12,1,"NoCut,Full",001
Wind,prm15_wcost_re13_c2p1_tn,3.0240491078425413,2.612402027736327,3.527405037068266,3.857684725860917,3.345859943218712,3.8885938585226776,6.063576811881338,0,0,13,1,"NoCut,Full",001
Wind,prm15_wcost_re14_c2p1_tn,3.0240491078425413,4.723543596969432,9.104023806066536,9.119710671054884,7.914535911892809,9.056525649272844,11.209608204069664,0,0,14,1,"NoCut,Full",001
Wind,prm15_wcost_re15_c2p1_tn,3.0240491078425413,6.2869017503887035,12.610588695840462,12.194835233401859,11.969790391722784,12.401387125088078,14.327442304315626,0,0,15,1,"NoCut,Full",001
