tech,scs,2020,2025,2030,2035,2040,2045,2050,emis_policy,exist_trd,op_char,fixed_pv,pol,group
Fossil,prm15_wcost_re9_c2p1_t1,0.901780964589605,1.8222729507491173,1.9152669855230742,2.223045575632547,3.339005206080943,2.861455279707485,2.9183034858276713,0,1,9,0,"NoCut,Lim",010
BNG,prm15_wcost_re20_c2p1_t1,13.295587812115484,16.85355214569574,16.364809194023323,12.14933249918271,9.701605337999208,7.856261026498696,4.9378204880486525,0,1,20,1,"NoCut,Lim",011
BNG,prm15_wcost_re2_c2p1_t1,12.99205690829522,16.939548516114158,15.63000769993508,12.147529995602119,9.9056127547082,7.379600995203407,5.630884713880009,0,1,2,0,"NoCut,Lim",010
BNG,prm15_wcost_re1_c2p1_t1,12.99205690829522,16.898544584947828,15.626208161238546,12.195713082469313,9.160691345029845,6.652533988716966,4.6914283584839405,0,1,1,0,"NoCut,Lim",010
BNG,prm15_wcost_re3_c2p1_t1,12.99205690829522,16.898719229401372,15.307065672005518,12.199726388075241,10.383496511162871,8.360404585236514,6.775634170189681,0,1,3,0,"NoCut,Lim",010
BNG,prm15_wcost_re4_c2p1_t1,12.99205690829522,16.892709749835475,15.626433971159376,12.200203662260238,10.13090606083864,7.741532816309634,5.863639125757886,0,1,4,0,"NoCut,Lim",010
BNG,prm15_wcost_re19_c2p1_t1,13.295587812115484,17.142742007275036,15.94443913036679,13.264006126276854,10.299880597100163,8.416434084471522,6.7541463837411975,0,1,19,1,"NoCut,Lim",011
Wind,prm15_wcost_re9_c2p1_t1,41.450762897729355,39.12892422602479,35.02407662799649,28.978009715162756,33.23542471087871,43.62639386930544,48.399425898488,0,1,9,0,"NoCut,Lim",010
BNG,prm15_wcost_re15_c2p1_t1,13.295587812115484,16.81221711793276,16.579703230726142,12.700742101832427,10.048859526444748,8.07415296584479,5.176070938228229,0,1,15,1,"NoCut,Lim",011
BNG,prm15_wcost_re16_c2p1_t1,13.295587812115484,16.902802756584013,16.3996437553878,12.376764285306065,9.877215714184581,7.477583530819486,5.041559594542375,0,1,16,1,"NoCut,Lim",011
BNG,prm15_wcost_re17_c2p1_t1,13.295587812115484,16.887522881588783,16.581480377102665,12.65007446153722,10.048810537127842,7.820662944329764,5.121818384926156,0,1,17,1,"NoCut,Lim",011
