type,load_zone,multiplier,period,trade,trade_1,scenario,full_name,short_name,emis_policy,exist_trd,op_char,fixed_pv,pol,group
import,Chile,1,14245,159.02669,159.02669,prm15_wcost_re11_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Fixed,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
import,Chile,1,14245,86.12841,86.12841,prm15_wcost_re1_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Single-Axis,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
import,Chile,1,14245,194.58257,194.58257,prm15_wcost_re13_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Fixed,cut90_vestas3_fixed,1,0,13,1,"90%Cut,Full",101
import,Chile,1,14245,99.61211,99.61211,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
import,Paraguay,1,14245,1.10709,1.10709,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
import,Paraguay,1,14245,1.05727,1.05727,prm15_wcost_re13_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Fixed,cut90_vestas3_fixed,1,0,13,1,"90%Cut,Full",101
import,Paraguay,1,14245,1.25556,1.25556,prm15_wcost_re1_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Single-Axis,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.5814699999999999,0.5814699999999999,prm15_wcost_re11_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Fixed,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
import,Chile,1,14245,96.2033,96.2033,prm15_wcost_re5_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.60616,0.60616,prm15_wcost_re2_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Single-Axis,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.77264,0.77264,prm15_wcost_re4_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Single-Axis,cut90_siemens36_1axis,1,0,4,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.41212000000000004,0.41212000000000004,prm15_wcost_re14_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Fixed,cut90_siemens36_fixed,1,0,14,1,"90%Cut,Full",101
import,Paraguay,1,14245,0.64919,0.64919,prm15_wcost_re5_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.38491,0.38491,prm15_wcost_re15_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Fixed,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
import,Paraguay,1,14245,0.99214,0.99214,prm15_wcost_re8_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Single-Axis,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.69698,0.69698,prm15_wcost_re18_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Fixed,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
import,Paraguay,1,14245,0.90677,0.90677,prm15_wcost_re6_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Single-Axis,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.46956,0.46956,prm15_wcost_re16_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Fixed,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
import,Paraguay,1,14245,0.8556,0.8556,prm15_wcost_re7_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Single-Axis,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.42472,0.42472,prm15_wcost_re17_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Fixed,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
import,Paraguay,1,14245,0.92731,0.92731,prm15_wcost_re9_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Single-Axis,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.56377,0.56377,prm15_wcost_re19_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Fixed,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
import,Paraguay,1,14245,0.35996,0.35996,prm15_wcost_re12_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Fixed,cut90_vestas7_fixed,1,0,12,1,"90%Cut,Full",101
import,Chile,1,14245,169.98379,169.98379,prm15_wcost_re15_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Fixed,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
import,Chile,1,14245,101.76067,101.76067,prm15_wcost_re8_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Single-Axis,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
import,Chile,1,14245,171.56769,171.56769,prm15_wcost_re18_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Fixed,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
import,Uruguay,1,14245,12.20444,12.20444,prm15_wcost_re1_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Single-Axis,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
import,Uruguay,1,14245,12.41009,12.41009,prm15_wcost_re11_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Fixed,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
import,Uruguay,1,14245,11.464739999999999,11.464739999999999,prm15_wcost_re2_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Single-Axis,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
import,Uruguay,1,14245,12.17528,12.17528,prm15_wcost_re12_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Fixed,cut90_vestas7_fixed,1,0,12,1,"90%Cut,Full",101
import,Uruguay,1,14245,11.60436,11.60436,prm15_wcost_re4_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Single-Axis,cut90_siemens36_1axis,1,0,4,0,"90%Cut,Full",100
import,Uruguay,1,14245,12.13693,12.13693,prm15_wcost_re14_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Fixed,cut90_siemens36_fixed,1,0,14,1,"90%Cut,Full",101
import,Uruguay,1,14245,11.33056,11.33056,prm15_wcost_re5_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
import,Uruguay,1,14245,12.28773,12.28773,prm15_wcost_re15_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Fixed,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
import,Uruguay,1,14245,11.80393,11.80393,prm15_wcost_re8_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Single-Axis,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
import,Uruguay,1,14245,14.672699999999999,14.672699999999999,prm15_wcost_re18_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Fixed,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
import,Uruguay,1,14245,11.81639,11.81639,prm15_wcost_re6_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Single-Axis,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
import,Uruguay,1,14245,10.89029,10.89029,prm15_wcost_re16_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Fixed,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
import,Uruguay,1,14245,11.68216,11.68216,prm15_wcost_re7_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Single-Axis,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
import,Uruguay,1,14245,11.74588,11.74588,prm15_wcost_re17_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Fixed,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
import,Uruguay,1,14245,12.84809,12.84809,prm15_wcost_re9_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Single-Axis,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
import,Uruguay,1,14245,14.15085,14.15085,prm15_wcost_re19_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Fixed,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
import,Uruguay,1,14245,12.636050000000001,12.636050000000001,prm15_wcost_re10_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Single-Axis,cut90_enercon3_1axis,1,0,10,0,"90%Cut,Full",100
import,Paraguay,1,14245,0.61421,0.61421,prm15_wcost_re20_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Fixed,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
import,Brazil,1,14245,295.20558,295.20558,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
import,Chile,1,14245,157.85784999999998,157.85784999999998,prm15_wcost_re20_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Fixed,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
import,Chile,1,14245,86.26791,86.26791,prm15_wcost_re10_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Single-Axis,cut90_enercon3_1axis,1,0,10,0,"90%Cut,Full",100
import,Chile,1,14245,167.66074,167.66074,prm15_wcost_re19_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Fixed,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
import,Chile,1,14245,101.8089,101.8089,prm15_wcost_re9_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Single-Axis,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
import,Chile,1,14245,167.05383999999998,167.05383999999998,prm15_wcost_re17_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Fixed,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
import,Chile,1,14245,93.07738,93.07738,prm15_wcost_re7_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Single-Axis,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
import,Chile,1,14245,153.79942,153.79942,prm15_wcost_re16_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Fixed,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
import,Chile,1,14245,90.15353999999999,90.15353999999999,prm15_wcost_re6_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Single-Axis,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
import,Uruguay,1,14245,13.19358,13.19358,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
import,Argentina,1,14245,16.90865,16.90865,prm15_wcost_re20_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Fixed,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
