scs,period,load_zone,Battery_new,Biomass_new,Coal_new,Diesel_new,Gas_new,Geothermal_new,Hydro_new,Nuclear_new,Solar_new,Wind_new,emis_policy,exist_trd,op_char,fixed_pv,Fossil_new,pol,group
prm15_wcost_re5_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,75.7505011414896,0.0,2.11,0.0,6.474467052270434,0.0,0,1,5,0,75.7505011414896,"NoCut,Lim",010
prm15_wcost_re4_c2p1_t1,2050,Paraguay,4.017549092340295,0.0,0.0,0.125,2.9964665734546623,0.0,0.0,0.0,6.146495324876189,0.0,0,1,4,0,3.1214665734546623,"NoCut,Lim",010
prm15_wcost_re4_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566879393697939,0.0,0,1,4,0,34.58,"NoCut,Lim",010
prm15_wcost_re4_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,75.92893678705127,0.0,54.489,0.0,127.7857,47.27509642138583,0,1,4,0,75.92893678705127,"NoCut,Lim",010
prm15_wcost_re4_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,43.87532195571429,0.0,2.11,0.0,7.1343106060930985,0.0,0,1,4,0,43.87532195571429,"NoCut,Lim",010
prm15_wcost_re3_c2p1_t1,2050,Uruguay,0.322110930422094,0.0,0.0,0.0,0.3197973074931815,0.0,0.0,0.0,4.6206908889171565,6.203921787464457,0,1,3,0,0.3197973074931815,"NoCut,Lim",010
prm15_wcost_re6_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,30.268802036922875,0.0,0.575,0.0,6.566879393697939,0.0,0,1,6,0,30.268802036922875,"NoCut,Lim",010
prm15_wcost_re3_c2p1_t1,2050,Paraguay,4.017549092340296,0.0,0.0,0.125,2.996466573454662,0.0,0.0,0.0,6.146495324876189,0.0,0,1,3,0,3.121466573454662,"NoCut,Lim",010
prm15_wcost_re3_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,76.815617194031,0.0,54.489,0.0,128.7297,28.587,0,1,3,0,76.815617194031,"NoCut,Lim",010
prm15_wcost_re3_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,67.20109367882556,0.0,2.11,0.0,7.134310606093095,0.0,0,1,3,0,67.20109367882556,"NoCut,Lim",010
prm15_wcost_re2_c2p1_t1,2050,Uruguay,0.1457805897987,0.0,0.0,0.0,5.53,0.0,0.0,0.0,4.008701610159315,6.576093530784887,0,1,2,0,5.53,"NoCut,Lim",010
prm15_wcost_re2_c2p1_t1,2050,Paraguay,4.017549092340297,0.0,0.0,0.125,2.9964665734546614,0.0,0.0,0.0,6.146495324876189,0.0,0,1,2,0,3.1214665734546614,"NoCut,Lim",010
prm15_wcost_re2_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566879393697942,0.0,0,1,2,0,34.58,"NoCut,Lim",010
prm15_wcost_re2_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,60.47855513851096,0.0,50.905,0.0,126.35917232388906,50.64300000000001,0,1,2,0,60.47855513851096,"NoCut,Lim",010
prm15_wcost_re2_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,61.8947619145472,0.0,2.11,0.0,7.012020883884406,0.0,0,1,2,0,61.8947619145472,"NoCut,Lim",010
prm15_wcost_re1_c2p1_t1,2050,Uruguay,0.0442833675579636,0.0,0.0,0.0,5.53,0.0,0.0,0.0,3.1726100433480378,6.634680505363126,0,1,1,0,5.53,"NoCut,Lim",010
prm15_wcost_re1_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,68.31218102855892,0.0,50.635,0.0,115.5618,80.235,0,1,1,0,68.31218102855892,"NoCut,Lim",010
prm15_wcost_re1_c2p1_t1,2050,Paraguay,3.5519502023542997,0.0,0.0,0.125,2.7854300336971445,0.0,0.0,0.0,3.872641092151616,1.8809891765592093,0,1,1,0,2.9104300336971445,"NoCut,Lim",010
prm15_wcost_re1_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566879393697939,0.0,0,1,1,0,34.58,"NoCut,Lim",010
prm15_wcost_re12_c2p1_t1,2050,Uruguay,0.1354875896533032,0.0,0.0,0.0,0.148450272798162,0.0,0.0,0.0,3.351539829085288,7.651403284671533,0,1,12,1,0.148450272798162,"NoCut,Lim",011
prm15_wcost_re3_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,17.19,0.0,0.575,0.0,6.56687939369794,0.0,0,1,3,0,17.19,"NoCut,Lim",010
prm15_wcost_re6_c2p1_t1,2050,Paraguay,3.540610145157012,0.0,0.0,0.125,2.7132901937149474,0.0,0.0,0.0,3.8416,1.809378018794368,0,1,6,0,2.8382901937149474,"NoCut,Lim",010
prm15_wcost_re4_c2p1_t1,2050,Uruguay,0.1423866408381748,0.0,0.0,0.0,4.933681699758626,0.0,0.0,0.0,4.117086027475343,6.622161585355635,0,1,4,0,4.933681699758626,"NoCut,Lim",010
prm15_wcost_re7_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,65.75284929530477,0.0,2.11,0.0,6.2128000000000005,0.0,0,1,7,0,65.75284929530477,"NoCut,Lim",010
prm15_wcost_re10_c2p1_t1,2050,Paraguay,3.4038018069642413,0.0,0.0,0.125,2.8297112697538216,0.0,0.0,0.0,3.5548663669040743,1.940373831368368,0,1,10,0,2.9547112697538216,"NoCut,Lim",010
prm15_wcost_re10_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566625560847521,0.0,0,1,10,0,34.58,"NoCut,Lim",010
prm15_wcost_re11_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,72.15398716925567,0.0,50.635,0.0,23.835891347964264,105.852,0,1,11,1,72.15398716925567,"NoCut,Lim",011
prm15_wcost_re10_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,66.96614347995474,0.0,50.585,0.0,110.4614,86.04700931161719,0,1,10,0,66.96614347995474,"NoCut,Lim",010
prm15_wcost_re10_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,50.3973454287474,0.0,2.11,0.0,4.7597,12.75,0,1,10,0,50.3973454287474,"NoCut,Lim",010
prm15_wcost_re6_c2p1_t1,2050,Uruguay,0.0526354897662973,0.0,0.0,0.0,5.53,0.0,0.0,0.0,3.356095760393116,6.65820628628062,0,1,6,0,5.53,"NoCut,Lim",010
prm15_wcost_re9_c2p1_t1,2050,Uruguay,0.247899931798543,0.0,0.0,0.0,5.53,0.0,0.0,0.0,4.506310008307901,6.273338202561742,0,1,9,0,5.53,"NoCut,Lim",010
prm15_wcost_re11_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,0.0,0.0,0,1,11,1,34.58,"NoCut,Lim",011
prm15_wcost_re9_c2p1_t1,2050,Paraguay,4.017549092340296,0.0,0.0,0.125,2.9964665734546623,0.0,0.0,0.0,6.146495324876189,0.0,0,1,9,0,3.1214665734546623,"NoCut,Lim",010
prm15_wcost_re9_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566879393697941,0.0,0,1,9,0,34.58,"NoCut,Lim",010
prm15_wcost_re11_c2p1_t1,2050,Paraguay,3.297516147930058,0.0,0.0,0.125,3.082621795036498,0.0,0.0,0.0,3.6088991262330734,1.866690411221058,0,1,11,1,3.207621795036498,"NoCut,Lim",011
prm15_wcost_re11_c2p1_t1,2050,Uruguay,0.0688694661681754,0.0,0.0,0.0,5.53,0.0,0.0,0.0,2.6090134007682786,7.191057904188354,0,1,11,1,5.53,"NoCut,Lim",011
prm15_wcost_re11_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,42.99205472159151,0.0,2.11,0.0,0.0,7.973857284734425,0,1,11,1,42.99205472159151,"NoCut,Lim",011
prm15_wcost_re9_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,72.40619761285878,0.0,54.489,0.0,128.5789,38.43,0,1,9,0,72.40619761285878,"NoCut,Lim",010
prm15_wcost_re12_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,64.97999661363487,0.0,2.11,0.0,0.239,5.851443019231026,0,1,12,1,64.97999661363487,"NoCut,Lim",011
prm15_wcost_re9_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,47.84546951422742,0.0,2.11,0.0,7.126616401915071,0.0,0,1,9,0,47.84546951422742,"NoCut,Lim",010
prm15_wcost_re7_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,56.132206258404615,0.0,50.905,0.0,122.0154,55.98,0,1,7,0,56.132206258404615,"NoCut,Lim",010
prm15_wcost_re7_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566879393697935,0.0,0,1,7,0,34.58,"NoCut,Lim",010
prm15_wcost_re7_c2p1_t1,2050,Paraguay,3.900918054051829,0.0,0.0,0.125,2.98189901935642,0.0,0.0,0.0,5.6214,0.3378630851880269,0,1,7,0,3.10689901935642,"NoCut,Lim",010
prm15_wcost_re7_c2p1_t1,2050,Uruguay,0.0542439270304721,0.0,0.0,0.0,5.53,0.0,0.0,0.0,3.694142012828936,6.589204481626341,0,1,7,0,5.53,"NoCut,Lim",010
prm15_wcost_re8_c2p1_t1,2050,Argentina,0.0,0.0,0.0,0.0,47.84670104890284,0.0,2.11,0.0,7.134310606093096,0.0,0,1,8,0,47.84670104890284,"NoCut,Lim",010
prm15_wcost_re8_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,34.58,0.0,0.575,0.0,6.566879393697938,0.0,0,1,8,0,34.58,"NoCut,Lim",010
prm15_wcost_re8_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,72.38177031660851,0.0,54.489,0.0,128.5789,38.745,0,1,8,0,72.38177031660851,"NoCut,Lim",010
prm15_wcost_re12_c2p1_t1,2050,Chile,0.0,0.0,0.0,0.0,21.03617828571429,0.0,0.575,0.0,0.0,0.0,0,1,12,1,21.03617828571429,"NoCut,Lim",011
prm15_wcost_re8_c2p1_t1,2050,Uruguay,0.198536808588731,0.0,0.0,0.0,5.53,0.0,0.0,0.0,4.296359449472198,6.538809280838827,0,1,8,0,5.53,"NoCut,Lim",010
prm15_wcost_re12_c2p1_t1,2050,Brazil,0.0,0.0,0.0,0.0,70.29691949869189,0.0,54.489,0.0,89.11044347734699,65.337,0,1,12,1,70.29691949869189,"NoCut,Lim",011
prm15_wcost_re8_c2p1_t1,2050,Paraguay,4.017549092340296,0.0,0.0,0.125,2.9964665734546623,0.0,0.0,0.0,6.146495324876189,0.0,0,1,8,0,3.1214665734546623,"NoCut,Lim",010
prm15_wcost_re10_c2p1_t1,2050,Uruguay,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,3.1746165521911114,6.53060097365173,0,1,10,0,5.53,"NoCut,Lim",010
prm15_wcost_re10_c2p1_tn,2050,Chile,0.0,0.0,0.0,0.0,21.354502933945003,0.0,0.575,0.0,5.6408174960710005,0.0,0,0,10,0,21.354502933945003,"NoCut,Full",000
prm15_wcost_re10_c2p1_tn,2050,Uruguay,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,2.7827842713880098,6.705628166045001,0,0,10,0,5.53,"NoCut,Full",000
prm15_wcost_re11_c2p1_tn,2050,Argentina,0.0,0.0,0.0,0.0,59.73054726245999,0.0,2.11,0.0,0.0,8.991,0,0,11,1,59.73054726245999,"NoCut,Full",001
prm15_wcost_re11_c2p1_tn,2050,Brazil,0.0,0.0,0.0,0.0,80.72499999993998,0.0,50.635,0.0,21.0567,100.8600007440987,0,0,11,1,80.72499999993998,"NoCut,Full",001
