type,load_zone,multiplier,period,trade,trade_1,scenario,full_name,short_name,emis_policy,exist_trd,op_char,fixed_pv,pol,group
export,Chile,-1,14245,51.889920000000004,-51.889920000000004,prm15_wcost_re2_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Single-Axis,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
export,Chile,-1,14245,7.3281,-7.3281,prm15_wcost_re11_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Fixed,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
export,Chile,-1,14245,46.269090000000006,-46.269090000000006,prm15_wcost_re1_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Single-Axis,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
export,Chile,-1,14245,18.38917,-18.38917,prm15_wcost_re13_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Fixed,cut90_vestas3_fixed,1,0,13,1,"90%Cut,Full",101
export,Chile,-1,14245,37.95121,-37.95121,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
export,Paraguay,-1,14245,226.72508,-226.72508,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
export,Paraguay,-1,14245,232.59094,-232.59094,prm15_wcost_re13_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Fixed,cut90_vestas3_fixed,1,0,13,1,"90%Cut,Full",101
export,Paraguay,-1,14245,202.8759,-202.8759,prm15_wcost_re1_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Single-Axis,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
export,Paraguay,-1,14245,216.7407,-216.7407,prm15_wcost_re11_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Fixed,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
export,Chile,-1,14245,45.640969999999996,-45.640969999999996,prm15_wcost_re5_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
export,Paraguay,-1,14245,229.46955,-229.46955,prm15_wcost_re2_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Single-Axis,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
export,Paraguay,-1,14245,225.47438,-225.47438,prm15_wcost_re4_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Single-Axis,cut90_siemens36_1axis,1,0,4,0,"90%Cut,Full",100
export,Paraguay,-1,14245,231.38028,-231.38028,prm15_wcost_re14_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Fixed,cut90_siemens36_fixed,1,0,14,1,"90%Cut,Full",101
export,Paraguay,-1,14245,225.2505,-225.2505,prm15_wcost_re5_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
export,Paraguay,-1,14245,229.05459000000002,-229.05459000000002,prm15_wcost_re15_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Fixed,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
export,Paraguay,-1,14245,227.43438,-227.43438,prm15_wcost_re8_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Single-Axis,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
export,Paraguay,-1,14245,225.19490000000002,-225.19490000000002,prm15_wcost_re18_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Fixed,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
export,Paraguay,-1,14245,209.65474999999998,-209.65474999999998,prm15_wcost_re6_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Single-Axis,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
export,Paraguay,-1,14245,223.97242,-223.97242,prm15_wcost_re16_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Fixed,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
export,Paraguay,-1,14245,216.13296,-216.13296,prm15_wcost_re7_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Single-Axis,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
export,Paraguay,-1,14245,227.56287,-227.56287,prm15_wcost_re17_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Fixed,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
export,Paraguay,-1,14245,226.93889000000001,-226.93889000000001,prm15_wcost_re9_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Single-Axis,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
export,Paraguay,-1,14245,231.73126,-231.73126,prm15_wcost_re19_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Fixed,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
export,Paraguay,-1,14245,229.7387,-229.7387,prm15_wcost_re12_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Fixed,cut90_vestas7_fixed,1,0,12,1,"90%Cut,Full",101
export,Chile,-1,14245,7.50426,-7.50426,prm15_wcost_re15_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Fixed,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
export,Chile,-1,14245,46.979870000000005,-46.979870000000005,prm15_wcost_re8_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Single-Axis,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
export,Chile,-1,14245,11.41827,-11.41827,prm15_wcost_re18_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Fixed,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
export,Uruguay,-1,14245,6.80053,-6.80053,prm15_wcost_re1_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Single-Axis,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
export,Uruguay,-1,14245,4.21866,-4.21866,prm15_wcost_re11_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 2000 Fixed,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
export,Uruguay,-1,14245,7.14165,-7.14165,prm15_wcost_re2_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Single-Axis,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
export,Uruguay,-1,14245,5.8157,-5.8157,prm15_wcost_re12_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V164 7000 Fixed,cut90_vestas7_fixed,1,0,12,1,"90%Cut,Full",101
export,Uruguay,-1,14245,7.21117,-7.21117,prm15_wcost_re4_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Single-Axis,cut90_siemens36_1axis,1,0,4,0,"90%Cut,Full",100
export,Uruguay,-1,14245,5.8363,-5.8363,prm15_wcost_re14_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 3.6 107 Fixed,cut90_siemens36_fixed,1,0,14,1,"90%Cut,Full",101
export,Uruguay,-1,14245,7.2991,-7.2991,prm15_wcost_re5_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
export,Uruguay,-1,14245,5.88549,-5.88549,prm15_wcost_re15_c2p1_co2_cut90p_tn,Emission cut 90% Siemens SWT 2.3 93 Fixed,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
export,Uruguay,-1,14245,7.45471,-7.45471,prm15_wcost_re8_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Single-Axis,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
export,Uruguay,-1,14245,3.05451,-3.05451,prm15_wcost_re18_c2p1_co2_cut90p_tn,Emission cut 90% Gamesa G80 2000 Fixed,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
export,Uruguay,-1,14245,6.93854,-6.93854,prm15_wcost_re6_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Single-Axis,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
export,Uruguay,-1,14245,6.94894,-6.94894,prm15_wcost_re16_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Fixed,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
export,Uruguay,-1,14245,6.9744399999999995,-6.9744399999999995,prm15_wcost_re7_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Single-Axis,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
export,Uruguay,-1,14245,6.33278,-6.33278,prm15_wcost_re17_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Fixed,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
export,Uruguay,-1,14245,5.52015,-5.52015,prm15_wcost_re9_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Single-Axis,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
export,Uruguay,-1,14245,5.01827,-5.01827,prm15_wcost_re19_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Fixed,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
export,Uruguay,-1,14245,6.5308,-6.5308,prm15_wcost_re10_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Single-Axis,cut90_enercon3_1axis,1,0,10,0,"90%Cut,Full",100
export,Paraguay,-1,14245,217.50628,-217.50628,prm15_wcost_re20_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Fixed,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
export,Brazil,-1,14245,23.27979,-23.27979,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
export,Chile,-1,14245,7.51806,-7.51806,prm15_wcost_re20_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Fixed,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
export,Chile,-1,14245,47.958650000000006,-47.958650000000006,prm15_wcost_re10_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Single-Axis,cut90_enercon3_1axis,1,0,10,0,"90%Cut,Full",100
export,Chile,-1,14245,23.74171,-23.74171,prm15_wcost_re19_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Fixed,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
export,Chile,-1,14245,38.8403,-38.8403,prm15_wcost_re9_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E126 7000 Single-Axis,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
export,Chile,-1,14245,7.356949999999999,-7.356949999999999,prm15_wcost_re17_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Fixed,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
export,Chile,-1,14245,37.2674,-37.2674,prm15_wcost_re7_c2p1_co2_cut90p_tn,Emission cut 90% GE 1.5sle Single-Axis,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
export,Chile,-1,14245,10.099409999999999,-10.099409999999999,prm15_wcost_re16_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Fixed,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
export,Chile,-1,14245,45.58299,-45.58299,prm15_wcost_re6_c2p1_co2_cut90p_tn,Emission cut 90% GE 2.5xl Single-Axis,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
export,Uruguay,-1,14245,5.16392,-5.16392,prm15_wcost_re3_c2p1_co2_cut90p_tn,Emission cut 90% Vestas V90 3000 Single-Axis,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
export,Argentina,-1,14245,192.3072,-192.3072,prm15_wcost_re20_c2p1_co2_cut90p_tn,Emission cut 90% Enercon E101 3000 Fixed,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
