lz_from,lz_to,connection,period,net_flow_twh,sc_name,short_name,emis_policy,exist_trd,op_char,fixed_pv,pol,group
Argentina,Paraguay,Argentina-Paraguay,14245,2.8518305377669266,prm15_wcost_re16_c2p1_tn,ge25_fixed,0,0,16,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,18.368896290478297,prm15_wcost_re10_c2p1_co2_cut90p_tn,cut90_enercon3_1axis,1,0,10,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,17.298118390959498,prm15_wcost_re19_c2p1_co2_cut90p_tn,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,12.35434528755233,prm15_wcost_re1_c2p1_co2_cut90p_tn,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,16.718426439773843,prm15_wcost_re18_c2p1_co2_cut90p_tn,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,19.880811682589858,prm15_wcost_re13_c2p1_co2_cut90p_tn,cut90_vestas3_fixed,1,0,13,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,12.326310386218466,prm15_wcost_re2_c2p1_co2_cut90p_tn,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,13.973251807006791,prm15_wcost_re17_c2p1_co2_cut90p_tn,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,14.507718483814827,prm15_wcost_re15_c2p1_co2_cut90p_tn,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,16.926115798686077,prm15_wcost_re11_c2p1_co2_cut90p_tn,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,11.808594912186834,prm15_wcost_re20_c2p1_co2_cut90p_tn,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,18.266861330712825,prm15_wcost_re13_c2p1_co2_cut90p_tn,cut90_vestas3_fixed,1,0,13,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,18.48926825006981,prm15_wcost_re12_c2p1_co2_cut90p_tn,cut90_vestas7_fixed,1,0,12,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,12.858767657323266,prm15_wcost_re3_c2p1_co2_cut90p_tn,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,11.733251683841837,prm15_wcost_re16_c2p1_co2_cut90p_tn,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,12.806212161375521,prm15_wcost_re10_c2p1_co2_cut90p_tn,cut90_enercon3_1axis,1,0,10,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,15.149832478802086,prm15_wcost_re14_c2p1_co2_cut90p_tn,cut90_siemens36_fixed,1,0,14,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,12.348297889014203,prm15_wcost_re7_c2p1_co2_cut90p_tn,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,15.051489543605053,prm15_wcost_re16_c2p1_tn,ge25_fixed,0,0,16,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,18.92168795388436,prm15_wcost_re2_c2p1_co2_cut90p_tn,cut90_vestas7_1axis,1,0,2,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,62.480514938511064,prm15_wcost_re19_c2p1_tn,enercon7_fixed,0,0,19,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,16.20176015829635,prm15_wcost_re18_c2p1_tn,gamesa2_fixed,0,0,18,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,17.38049626505303,prm15_wcost_re8_c2p1_tn,gamesa2_1axis,0,0,8,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,16.724272074812355,prm15_wcost_re7_c2p1_tn,ge15_1axis,0,0,7,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,16.74328607560794,prm15_wcost_re6_c2p1_tn,ge25_1axis,0,0,6,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,16.88650966767487,prm15_wcost_re5_c2p1_tn,siemens23_1axis,0,0,5,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,17.266323092866774,prm15_wcost_re4_c2p1_tn,siemens36_1axis,0,0,4,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,17.22175957798762,prm15_wcost_re3_c2p1_tn,vestas3_1axis,0,0,3,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,17.118352492098182,prm15_wcost_re2_c2p1_tn,vestas7_1axis,0,0,2,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,17.088108218677426,prm15_wcost_re20_c2p1_tn,enercon3_fixed,0,0,20,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,16.882122586053566,prm15_wcost_re1_c2p1_tn,vestas2_1axis,0,0,1,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,16.074144161921215,prm15_wcost_re19_c2p1_tn,enercon7_fixed,0,0,19,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,16.298620665248293,prm15_wcost_re17_c2p1_tn,ge15_fixed,0,0,17,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,17.077107090805182,prm15_wcost_re16_c2p1_tn,ge25_fixed,0,0,16,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,15.98659699527001,prm15_wcost_re15_c2p1_tn,siemens23_fixed,0,0,15,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,15.805199682249333,prm15_wcost_re14_c2p1_tn,siemens36_fixed,0,0,14,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,16.334284526063765,prm15_wcost_re13_c2p1_tn,vestas3_fixed,0,0,13,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,16.067461949384526,prm15_wcost_re12_c2p1_tn,vestas7_fixed,0,0,12,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,17.18911950292474,prm15_wcost_re11_c2p1_tn,vestas2_fixed,0,0,11,1,"NoCut,Full",001
Brazil,Uruguay,Brazil-Uruguay,14245,16.59995436497336,prm15_wcost_re10_c2p1_tn,enercon3_1axis,0,0,10,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,62.70301987259499,prm15_wcost_re18_c2p1_tn,gamesa2_fixed,0,0,18,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,22.0257961521196,prm15_wcost_re15_c2p1_tn,siemens23_fixed,0,0,15,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,13.452448206485531,prm15_wcost_re11_c2p1_tn,vestas2_fixed,0,0,11,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,42.54804514247699,prm15_wcost_re12_c2p1_tn,vestas7_fixed,0,0,12,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,13.77102077976948,prm15_wcost_re10_c2p1_tn,enercon3_1axis,0,0,10,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,62.27750981155854,prm15_wcost_re13_c2p1_tn,vestas3_fixed,0,0,13,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,51.188012936791075,prm15_wcost_re14_c2p1_tn,siemens36_fixed,0,0,14,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,13.823994193520953,prm15_wcost_re1_c2p1_tn,vestas2_1axis,0,0,1,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,13.395150298944271,prm15_wcost_re20_c2p1_tn,enercon3_fixed,0,0,20,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,29.50806892652022,prm15_wcost_re2_c2p1_tn,vestas7_1axis,0,0,2,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,55.30201013414971,prm15_wcost_re3_c2p1_tn,vestas3_1axis,0,0,3,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,18.68488593917752,prm15_wcost_re3_c2p1_co2_cut90p_tn,cut90_vestas3_1axis,1,0,3,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,12.198044898811473,prm15_wcost_re9_c2p1_co2_cut90p_tn,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,19.25140565393092,prm15_wcost_re4_c2p1_co2_cut90p_tn,cut90_siemens36_1axis,1,0,4,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,18.607800352497243,prm15_wcost_re5_c2p1_co2_cut90p_tn,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,12.34157641629807,prm15_wcost_re6_c2p1_co2_cut90p_tn,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,18.92660443608894,prm15_wcost_re6_c2p1_co2_cut90p_tn,cut90_ge25_1axis,1,0,6,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,18.815512422139193,prm15_wcost_re7_c2p1_co2_cut90p_tn,cut90_ge15_1axis,1,0,7,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,12.347999002935438,prm15_wcost_re8_c2p1_co2_cut90p_tn,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,19.005846538988575,prm15_wcost_re8_c2p1_co2_cut90p_tn,cut90_gamesa2_1axis,1,0,8,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,18.975650605863873,prm15_wcost_re9_c2p1_co2_cut90p_tn,cut90_enercon7_1axis,1,0,9,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,17.116631045452554,prm15_wcost_re20_c2p1_co2_cut90p_tn,cut90_enercon3_fixed,1,0,20,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,12.514927499590916,prm15_wcost_re4_c2p1_co2_cut90p_tn,cut90_siemens36_1axis,1,0,4,0,"90%Cut,Full",100
Brazil,Uruguay,Brazil-Uruguay,14245,18.993702268297028,prm15_wcost_re15_c2p1_co2_cut90p_tn,cut90_siemens23_fixed,1,0,15,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,18.761841524285842,prm15_wcost_re14_c2p1_co2_cut90p_tn,cut90_siemens36_fixed,1,0,14,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,17.190352152911323,prm15_wcost_re16_c2p1_co2_cut90p_tn,cut90_ge25_fixed,1,0,16,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,18.103643261032367,prm15_wcost_re18_c2p1_co2_cut90p_tn,cut90_gamesa2_fixed,1,0,18,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,19.083143566454844,prm15_wcost_re19_c2p1_co2_cut90p_tn,cut90_enercon7_fixed,1,0,19,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,18.907960434485894,prm15_wcost_re1_c2p1_co2_cut90p_tn,cut90_vestas2_1axis,1,0,1,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,12.303714514827377,prm15_wcost_re5_c2p1_co2_cut90p_tn,cut90_siemens23_1axis,1,0,5,0,"90%Cut,Full",100
Argentina,Uruguay,Argentina-Uruguay,14245,11.648178628832014,prm15_wcost_re11_c2p1_co2_cut90p_tn,cut90_vestas2_fixed,1,0,11,1,"90%Cut,Full",101
Brazil,Uruguay,Brazil-Uruguay,14245,17.405193827186082,prm15_wcost_re9_c2p1_tn,enercon7_1axis,0,0,9,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,20.631127409926023,prm15_wcost_re17_c2p1_tn,ge15_fixed,0,0,17,1,"NoCut,Full",001
Argentina,Uruguay,Argentina-Uruguay,14245,49.114359792973374,prm15_wcost_re9_c2p1_tn,enercon7_1axis,0,0,9,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,49.08453836147325,prm15_wcost_re8_c2p1_tn,gamesa2_1axis,0,0,8,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,21.786683922987564,prm15_wcost_re7_c2p1_tn,ge15_1axis,0,0,7,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,14.805159839536008,prm15_wcost_re6_c2p1_tn,ge25_1axis,0,0,6,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,22.956936116598243,prm15_wcost_re5_c2p1_tn,siemens23_1axis,0,0,5,0,"NoCut,Full",000
Argentina,Uruguay,Argentina-Uruguay,14245,41.64017613549187,prm15_wcost_re4_c2p1_tn,siemens36_1axis,0,0,4,0,"NoCut,Full",000
Brazil,Uruguay,Brazil-Uruguay,14245,18.400109807400586,prm15_wcost_re17_c2p1_co2_cut90p_tn,cut90_ge15_fixed,1,0,17,1,"90%Cut,Full",101
Argentina,Uruguay,Argentina-Uruguay,14245,14.609132637729758,prm15_wcost_re12_c2p1_co2_cut90p_tn,cut90_vestas7_fixed,1,0,12,1,"90%Cut,Full",101
