Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,cf_1axis,cf_fixed,all_avg
-35.25,-64.75,p_solar_Argentina_AR646,Argentina,84.4,0.19,50.93276903,0.2589553734061924,0.2006344489981785,0.22979491120218545
-35.75,-64.75,p_solar_Argentina_AR647,Argentina,84.3,0.19,77.85575179,0.2584988615664839,0.1998721539162113,0.2291855077413476
-36.25,-64.75,p_solar_Argentina_AR648,Argentina,84.2,0.19,55.90496302,0.258508310564663,0.1993940118397085,0.22895116120218575
-36.75,-64.75,p_solar_Argentina_AR649,Argentina,83.9,0.19,41.65078202,0.2585532786885242,0.1989700591985428,0.2287616689435335
-37.25,-64.75,p_solar_Argentina_AR650,Argentina,83.5,0.19,18.99067811,0.2588472222222217,0.198620446265938,0.22873383424407984
-37.75,-64.75,p_solar_Argentina_AR651,Argentina,83.4,0.2,6.633588803,0.2586270491803281,0.1980841302367941,0.2283555897085611
-38.25,-64.75,p_solar_Argentina_AR652,Argentina,83.1,0.2,54.97608815,0.2578348132969034,0.197228825136612,0.2275318192167577
-38.75,-64.75,p_solar_Argentina_AR653,Argentina,83.0,0.2,9.962245069,0.2589825819672128,0.1975736566484517,0.22827811930783226
-39.25,-64.75,p_solar_Argentina_AR654,Argentina,82.9,0.2,5.166932667,0.2595596539162112,0.1977136839708561,0.22863666894353366
-39.75,-64.75,p_solar_Argentina_AR655,Argentina,82.8,0.2,39.40175226,0.2589985200364296,0.1971542577413479,0.22807638888888876
-40.25,-64.75,p_solar_Argentina_AR656,Argentina,82.8,0.2,51.00083274,0.2594724499089254,0.1974738160291439,0.22847313296903465
-40.75,-64.75,p_solar_Argentina_AR657,Argentina,82.3,0.2,4.519128153,0.2611841985428056,0.1988623633879781,0.23002328096539187
-42.25,-64.75,p_solar_Argentina_AR658,Argentina,82.2,0.2,36.71648269,0.2587237021857924,0.1974839480874317,0.22810382513661204
-22.75,-64.25,p_solar_Argentina_AR659,Argentina,82.2,0.19,43.91302832,0.2606128187613845,0.209639344262295,0.23512608151183972
-23.25,-64.25,p_solar_Argentina_AR660,Argentina,82.2,0.19,0.986520348,0.2602717440801446,0.2092130009107468,0.2347423724954457
-23.75,-64.25,p_solar_Argentina_AR661,Argentina,82.1,0.2,29.93131074,0.2630963114754096,0.2107727686703096,0.23693454007285963
-24.25,-64.25,p_solar_Argentina_AR662,Argentina,81.7,0.2,34.67161868,0.2666865892531881,0.2125751366120218,0.23963086293260494
-24.75,-64.25,p_solar_Argentina_AR663,Argentina,81.7,0.2,11.48436671,0.2635145719489986,0.2100520264116575,0.23678329918032803
-25.25,-64.25,p_solar_Argentina_AR664,Argentina,81.6,0.19,12.46917231,0.2578625910746798,0.2061568761384335,0.23200973360655663
-25.75,-64.25,p_solar_Argentina_AR665,Argentina,81.4,0.19,34.75326226,0.2554074453551911,0.2044746129326047,0.2299410291438979
-26.25,-64.25,p_solar_Argentina_AR666,Argentina,81.3,0.19,24.02998096,0.2555652322404378,0.2044593579234972,0.23001229508196752
-26.75,-64.25,p_solar_Argentina_AR667,Argentina,80.9,0.19,33.02011084,0.254998292349727,0.2038319672131147,0.22941512978142084
-35.25,-64.25,p_solar_Argentina_AR684,Argentina,79.2,0.19,12.92621555,0.2564393214936239,0.1989578779599271,0.2276985997267755
-35.75,-64.25,p_solar_Argentina_AR685,Argentina,79.2,0.19,39.62706033,0.2562937158469947,0.1983594034608378,0.22732655965391624
-36.25,-64.25,p_solar_Argentina_AR686,Argentina,79.2,0.19,13.89516633,0.2557001366120216,0.1976952413479052,0.2266976889799634
-36.75,-64.25,p_solar_Argentina_AR687,Argentina,79.1,0.19,2.714851417,0.2551960382513656,0.1970447404371584,0.22612038934426198
-37.25,-64.25,p_solar_Argentina_AR688,Argentina,79.1,0.19,18.72894472,0.2557710610200363,0.1968252504553734,0.22629815573770487
-37.75,-64.25,p_solar_Argentina_AR689,Argentina,78.9,0.2,15.03489282,0.2560482695810561,0.1964238387978142,0.22623605418943515
-38.25,-64.25,p_solar_Argentina_AR690,Argentina,78.9,0.2,62.98903607,0.2554079007285968,0.1956470856102003,0.22552749316939857
-38.75,-64.25,p_solar_Argentina_AR691,Argentina,78.9,0.2,11.02655562,0.2563467668488157,0.1959658469945355,0.2261563069216756
-39.25,-64.25,p_solar_Argentina_AR692,Argentina,78.9,0.2,5.622957807,0.2569229280510018,0.1961761156648451,0.22654952185792346
-39.75,-64.25,p_solar_Argentina_AR693,Argentina,78.8,0.2,56.47720293,0.2569352231329693,0.1960116120218579,0.2264734175774136
-40.25,-64.25,p_solar_Argentina_AR694,Argentina,78.6,0.2,50.55292832,0.2579540072859748,0.1965988160291439,0.22727641165755935
-40.75,-64.25,p_solar_Argentina_AR695,Argentina,78.6,0.2,4.963511309,0.2601104280510012,0.1982780054644808,0.229194216757741
-42.75,-64.25,p_solar_Argentina_AR696,Argentina,78.5,0.2,65.54419542,0.2576246584699448,0.1962979280510018,0.22696129326047332
-35.25,-63.75,p_solar_Argentina_AR724,Argentina,76.4,0.19,22.62475577,0.2550818533697632,0.1979060792349726,0.2264939663023679
-35.75,-63.75,p_solar_Argentina_AR725,Argentina,76.3,0.19,1.314948778,0.2542101548269581,0.196923383424408,0.22556676912568302
-36.25,-63.75,p_solar_Argentina_AR726,Argentina,76.3,0.19,27.82656593,0.2532427140255014,0.1961648451730419,0.22470377959927165
-36.75,-63.75,p_solar_Argentina_AR727,Argentina,76.2,0.19,16.67327653,0.2528184198542794,0.1956712204007286,0.224244820127504
-37.25,-63.75,p_solar_Argentina_AR728,Argentina,76.1,0.19,1.990357802,0.2535026183970856,0.1955239071038251,0.22451326275045536
-37.75,-63.75,p_solar_Argentina_AR729,Argentina,76.1,0.19,9.600424495,0.2539729052823314,0.1952140255009107,0.22459346539162106
-38.25,-63.75,p_solar_Argentina_AR730,Argentina,76.1,0.2,56.53878486,0.2540380236794177,0.1949907786885245,0.2245144011839711
-38.75,-63.75,p_solar_Argentina_AR731,Argentina,75.9,0.2,1.643003981,0.2538056693989071,0.1945878870673952,0.22419677823315115
-39.25,-63.75,p_solar_Argentina_AR732,Argentina,75.9,0.2,25.83637364,0.2534552595628415,0.1940655737704918,0.22376041666666663
-39.75,-63.75,p_solar_Argentina_AR733,Argentina,75.8,0.2,73.77127766,0.2544051684881608,0.1944028916211293,0.22440403005464504
-40.25,-63.75,p_solar_Argentina_AR734,Argentina,75.8,0.2,51.18786575,0.2557489754098357,0.1951725865209471,0.2254607809653914
-40.75,-63.75,p_solar_Argentina_AR735,Argentina,75.7,0.2,4.333548287,0.257411999089253,0.1962592213114754,0.2268356102003642
-42.25,-63.75,p_solar_Argentina_AR736,Argentina,75.6,0.21,116.139745,0.2609257741347904,0.1979043715846994,0.22941507285974488
-42.75,-63.75,p_solar_Argentina_AR737,Argentina,75.5,0.21,106.0372495,0.2579058515482698,0.1955725182149362,0.226739184881603
-35.25,-63.25,p_solar_Argentina_AR764,Argentina,72.9,0.19,57.3795432,0.2532495446265945,0.196671106557377,0.22496032559198575
-35.75,-63.25,p_solar_Argentina_AR765,Argentina,72.7,0.19,9.13046328,0.2526469717668491,0.1958014571948998,0.22422421448087443
-36.25,-63.25,p_solar_Argentina_AR766,Argentina,72.6,0.19,31.68638819,0.2523367486338801,0.1953919626593807,0.2238643556466304
-36.75,-63.25,p_solar_Argentina_AR767,Argentina,72.6,0.19,22.38189717,0.2519171220400725,0.1950077413479052,0.22346243169398883
-37.25,-63.25,p_solar_Argentina_AR768,Argentina,72.4,0.19,23.88933052,0.252401070127504,0.1949145036429872,0.22365778688524562
-37.75,-63.25,p_solar_Argentina_AR769,Argentina,72.2,0.19,11.44252672,0.2531514116575584,0.1949100637522768,0.2240307377049176
-38.25,-63.25,p_solar_Argentina_AR770,Argentina,72.1,0.19,50.30177968,0.2537587659380685,0.1950750227686703,0.22441689435336942
-38.75,-63.25,p_solar_Argentina_AR771,Argentina,72.0,0.2,4.659063943,0.2520004553734056,0.1936976320582878,0.22284904371584668
-39.25,-63.25,p_solar_Argentina_AR772,Argentina,71.9,0.2,47.65165959,0.2499281648451737,0.1920549863387978,0.22099157559198573
-39.75,-63.25,p_solar_Argentina_AR773,Argentina,71.8,0.2,49.95297243,0.250983151183971,0.1924878187613843,0.22173548497267764
-40.25,-63.25,p_solar_Argentina_AR774,Argentina,71.7,0.2,42.26483781,0.252453096539162,0.193112135701275,0.2227826161202185
-40.75,-63.25,p_solar_Argentina_AR775,Argentina,71.6,0.2,8.458101163,0.2541337659380706,0.1941201047358834,0.22412693533697697
-35.25,-62.75,p_solar_Argentina_AR802,Argentina,68.9,0.19,75.05985842,0.2521674635701258,0.1960504326047358,0.22410894808743081
-35.75,-62.75,p_solar_Argentina_AR803,Argentina,68.8,0.19,23.64299105,0.2515646630236796,0.1950828779599271,0.22332377049180335
-36.25,-62.75,p_solar_Argentina_AR804,Argentina,68.8,0.19,23.6284672,0.251570924408015,0.1947917805100182,0.2231813524590166
-36.75,-62.75,p_solar_Argentina_AR805,Argentina,68.8,0.19,2.871076509,0.2517258652094714,0.1947366803278688,0.2232312727686701
-37.25,-62.75,p_solar_Argentina_AR806,Argentina,68.3,0.19,42.16919339,0.2523997040072858,0.1949157559198542,0.22365772996356997
-37.75,-62.75,p_solar_Argentina_AR807,Argentina,68.2,0.19,13.13919904,0.2537800546448085,0.1954208788706739,0.2246004667577412
-38.25,-62.75,p_solar_Argentina_AR808,Argentina,68.1,0.19,39.94716822,0.2535580601092894,0.1949936247723133,0.22427584244080134
-38.75,-62.75,p_solar_Argentina_AR809,Argentina,68.1,0.2,11.02035475,0.2503060109289614,0.1927293943533697,0.22151770264116555
-39.25,-62.75,p_solar_Argentina_AR810,Argentina,68.0,0.2,13.46120029,0.248188524590164,0.1911674635701275,0.21967799408014577
-39.75,-62.75,p_solar_Argentina_AR811,Argentina,67.9,0.2,7.162478253,0.2488584927140256,0.19141177140255,0.2201351320582878
-40.25,-62.75,p_solar_Argentina_AR812,Argentina,67.4,0.2,4.837955888,0.2503568989071039,0.1920857240437158,0.22122131147540985
-40.75,-62.75,p_solar_Argentina_AR813,Argentina,67.3,0.2,10.5734441,0.2530248178506372,0.1935812841530055,0.22330305100182135
-35.25,-62.25,p_solar_Argentina_AR839,Argentina,62.4,0.19,68.07749339,0.2513622495446263,0.1956276183970856,0.22349493397085596
-35.75,-62.25,p_solar_Argentina_AR840,Argentina,62.3,0.19,12.62392487,0.2509442167577409,0.1947544398907103,0.2228493283242256
-36.25,-62.25,p_solar_Argentina_AR841,Argentina,62.1,0.19,10.02454251,0.2511888661202185,0.1945280054644808,0.22285843579234965
-36.75,-62.25,p_solar_Argentina_AR842,Argentina,61.9,0.19,16.79019273,0.2515877732240436,0.1944895264116575,0.22303864981785054
-37.25,-62.25,p_solar_Argentina_AR843,Argentina,61.8,0.19,31.79335106,0.2523779599271397,0.194829121129326,0.22360354052823284
-37.75,-62.25,p_solar_Argentina_AR844,Argentina,61.6,0.19,10.6459816,0.2542126593806921,0.1956806693989071,0.2249466643897996
-38.25,-62.25,p_solar_Argentina_AR845,Argentina,61.6,0.19,0.521053998,0.2530875455373408,0.1945371129326047,0.22381232923497274
-38.75,-62.25,p_solar_Argentina_AR846,Argentina,61.3,0.19,1.407050665,0.2489150728597444,0.1917602459016393,0.22033765938069183
-39.25,-62.25,p_solar_Argentina_AR847,Argentina,60.4,0.2,29.23844074,0.2477093579234979,0.1910204918032786,0.21936492486338827
-39.75,-62.25,p_solar_Argentina_AR848,Argentina,60.4,0.2,35.61452582,0.2486602914389797,0.1915795765027322,0.22011993397085594
-35.25,-61.75,p_solar_Argentina_AR873,Argentina,57.3,0.19,48.37290316,0.2507046903460836,0.195326844262295,0.22301576730418932
-35.75,-61.75,p_solar_Argentina_AR874,Argentina,57.1,0.19,0.022808723,0.2504485428051,0.1946020036429872,0.22252527322404358
-36.25,-61.75,p_solar_Argentina_AR875,Argentina,57.0,0.19,9.031599657,0.2506898907103826,0.1942999772313297,0.22249493397085615
-36.75,-61.75,p_solar_Argentina_AR876,Argentina,56.9,0.19,2.69276026,0.2508496129326042,0.1940758196721311,0.22246271630236766
-37.25,-61.75,p_solar_Argentina_AR877,Argentina,56.9,0.19,9.153248887,0.2516963797814203,0.1943912795992714,0.22304382969034586
-37.75,-61.75,p_solar_Argentina_AR878,Argentina,56.9,0.19,23.89236805,0.2533574681238608,0.1950564663023679,0.22420696721311434
-38.25,-61.75,p_solar_Argentina_AR879,Argentina,56.7,0.19,1.211295816,0.2516102003642989,0.1933892304189435,0.22249971539162117
-38.75,-61.75,p_solar_Argentina_AR880,Argentina,56.5,0.19,0.403571241,0.2477528460837885,0.1908277550091074,0.21929030054644794
-35.75,-61.25,p_solar_Argentina_AR905,Argentina,53.3,0.19,8.697361854,0.2506055327868844,0.1946728142076502,0.2226391734972673
-36.25,-61.25,p_solar_Argentina_AR906,Argentina,53.3,0.19,13.2686885,0.2500188979963568,0.1937999772313297,0.22190943761384324
-36.75,-61.25,p_solar_Argentina_AR907,Argentina,53.3,0.19,20.13125298,0.2497151639344264,0.1931994535519125,0.22145730874316943
-37.25,-61.25,p_solar_Argentina_AR908,Argentina,53.0,0.19,28.34908313,0.2505019353369755,0.1934877049180328,0.22199482012750416
-37.75,-61.25,p_solar_Argentina_AR909,Argentina,52.8,0.19,0.827135711,0.2509283925318759,0.1934772313296903,0.2222028119307831
-38.25,-61.25,p_solar_Argentina_AR910,Argentina,52.3,0.19,10.37139151,0.2484797358834237,0.1912856329690346,0.21988268442622916
-38.75,-61.25,p_solar_Argentina_AR911,Argentina,52.1,0.19,2.696279856,0.246268897996357,0.1896904599271402,0.2179796789617486
-11.75,-61.75,p_solar_Brazil_BR523,Brazil,103.0,0.18,8.306582479,0.1971852231329685,0.1729651639344262,0.18507519353369734
-13.25,-60.75,p_solar_Brazil_BR599,Brazil,129.6,0.18,6.360954849,0.2081799863387972,0.179274931693989,0.1937274590163931
-14.75,-60.25,p_solar_Brazil_BR640,Brazil,66.7,0.19,31.26735077,0.2162850637522771,0.1843241120218579,0.2003045878870675
-15.25,-60.25,p_solar_Brazil_BR641,Brazil,108.9,0.19,49.67265043,0.2144512750455372,0.1822941712204007,0.19837272313296894
-14.75,-59.75,p_solar_Brazil_BR678,Brazil,117.3,0.19,6.380065619,0.2182583105646629,0.1853619080145719,0.2018101092896174
-15.25,-59.75,p_solar_Brazil_BR679,Brazil,134.0,0.19,19.1990888,0.2170565801457196,0.1838662340619308,0.2004614071038252
-15.75,-59.75,p_solar_Brazil_BR680,Brazil,138.0,0.19,64.95642776,0.2174229280510016,0.1831654143897996,0.2002941712204006
-16.25,-59.75,p_solar_Brazil_BR681,Brazil,76.3,0.19,114.4403313,0.2188454007285971,0.183676912568306,0.20126115664845157
-14.25,-59.25,p_solar_Brazil_BR713,Brazil,129.8,0.18,20.05125773,0.2207266621129322,0.186411543715847,0.20356910291438962
-14.75,-59.25,p_solar_Brazil_BR714,Brazil,100.7,0.19,8.332879172,0.2194645947176677,0.1855924408014571,0.20252851775956238
-15.25,-59.25,p_solar_Brazil_BR715,Brazil,126.7,0.19,3.917543926,0.2185253870673946,0.1845190118397085,0.20152219945355154
-15.75,-59.25,p_solar_Brazil_BR716,Brazil,147.0,0.19,50.88390842,0.2196108834244081,0.1845248178506375,0.2020678506375228
-16.25,-59.25,p_solar_Brazil_BR717,Brazil,104.8,0.19,105.37178,0.2196487932604736,0.1841441256830601,0.20189645947176685
-12.75,-58.75,p_solar_Brazil_BR745,Brazil,117.4,0.18,26.66479662,0.2087850637522767,0.1789959016393442,0.19389048269581044
-13.25,-58.75,p_solar_Brazil_BR746,Brazil,111.5,0.18,24.41539013,0.2159482012750454,0.1830403005464481,0.19949425091074674
-13.75,-58.75,p_solar_Brazil_BR747,Brazil,104.7,0.18,77.49758484,0.2218000910746817,0.1863879781420765,0.2040940346083791
-14.25,-58.75,p_solar_Brazil_BR748,Brazil,151.6,0.18,67.61480122,0.2230994990892534,0.1872161885245901,0.20515784380692176
-14.75,-58.75,p_solar_Brazil_BR749,Brazil,147.5,0.18,36.55659525,0.2212531876138432,0.1862021857923497,0.20372768670309643
-15.25,-58.75,p_solar_Brazil_BR750,Brazil,128.6,0.19,2.954479199,0.2185239071038252,0.1843216074681238,0.20142275728597447
-15.75,-58.75,p_solar_Brazil_BR751,Brazil,157.5,0.19,33.93470022,0.2182068533697633,0.1836649590163934,0.20093590619307836
-16.25,-58.75,p_solar_Brazil_BR752,Brazil,150.7,0.19,88.63415085,0.2180925546448087,0.1830480418943533,0.200570298269581
-13.75,-58.25,p_solar_Brazil_BR783,Brazil,129.0,0.18,41.18993204,0.2212285974499082,0.1860562386156648,0.2036424180327865
-14.25,-58.25,p_solar_Brazil_BR784,Brazil,143.2,0.18,29.04832105,0.2226569899817856,0.1869282786885246,0.2047926343351551
-14.75,-58.25,p_solar_Brazil_BR785,Brazil,131.2,0.18,27.87271074,0.2208942395264112,0.1859338570127504,0.20341404826958082
-15.25,-58.25,p_solar_Brazil_BR786,Brazil,131.1,0.18,3.063365377,0.2193734061930783,0.1848465391621129,0.20210997267759562
-15.75,-58.25,p_solar_Brazil_BR787,Brazil,142.0,0.19,37.101111,0.2192424863387973,0.1844096083788707,0.201826047358834
-16.25,-58.25,p_solar_Brazil_BR788,Brazil,139.7,0.19,91.46281742,0.2186605191256829,0.1836057604735883,0.2011331397996356
-16.75,-58.25,p_solar_Brazil_BR789,Brazil,120.6,0.19,145.9714398,0.2171869307832425,0.1823214936247723,0.1997542122040074
-17.25,-58.25,p_solar_Brazil_BR790,Brazil,75.0,0.19,200.9322689,0.2166917122040069,0.1821145264116575,0.19940311930783222
-13.75,-57.75,p_solar_Brazil_BR821,Brazil,106.4,0.18,7.566624426,0.2205869763205833,0.1858818306010929,0.2032344034608381
-14.25,-57.75,p_solar_Brazil_BR822,Brazil,119.7,0.18,24.13852394,0.2223887750455364,0.1868637295081967,0.20462625227686654
-14.75,-57.75,p_solar_Brazil_BR823,Brazil,116.2,0.18,20.16853006,0.2213653233151187,0.1861678051001821,0.2037665642076504
-15.25,-57.75,p_solar_Brazil_BR824,Brazil,105.1,0.18,0.88311605,0.2208672586520945,0.1857871129326047,0.2033271857923496
-15.75,-57.75,p_solar_Brazil_BR825,Brazil,121.3,0.19,32.31509299,0.2210960837887068,0.1855885701275045,0.20334232695810564
-16.25,-57.75,p_solar_Brazil_BR826,Brazil,141.0,0.19,87.37017514,0.2197415755919856,0.1843335610200364,0.202037568306011
-16.75,-57.75,p_solar_Brazil_BR827,Brazil,130.5,0.19,142.6245866,0.216714253187614,0.1820974499089253,0.19940585154826965
-19.25,-57.75,p_solar_Brazil_BR829,Brazil,105.6,0.19,11.18521498,0.223277891621129,0.1850762750455373,0.20417708333333315
-19.75,-57.75,p_solar_Brazil_BR830,Brazil,150.2,0.19,43.25941277,0.2254581056466302,0.1859278233151184,0.20569296448087432
-20.25,-57.75,p_solar_Brazil_BR831,Brazil,152.6,0.19,85.88122479,0.226252504553734,0.1861683743169399,0.20621043943533696
-20.75,-57.75,p_solar_Brazil_BR832,Brazil,127.9,0.19,127.4416728,0.2268081739526412,0.1863855874316939,0.20659688069216753
-21.25,-57.75,p_solar_Brazil_BR833,Brazil,135.9,0.19,165.108533,0.2289694899817851,0.1877027550091074,0.20833612249544625
-21.75,-57.75,p_solar_Brazil_BR834,Brazil,148.2,0.19,209.0292247,0.2319370446265938,0.1894061930783242,0.210671618852459
-14.25,-57.25,p_solar_Brazil_BR867,Brazil,117.5,0.18,76.73003934,0.2219649362477224,0.1866286429872495,0.20429678961748593
-14.75,-57.25,p_solar_Brazil_BR868,Brazil,109.9,0.18,43.70387594,0.2222704918032781,0.1864410291438979,0.204355760473588
-15.25,-57.25,p_solar_Brazil_BR869,Brazil,120.8,0.18,0.27590257,0.2229842896174854,0.1868433515482696,0.2049138205828775
-15.75,-57.25,p_solar_Brazil_BR870,Brazil,131.6,0.18,51.77150964,0.2236583561020036,0.1870930100182149,0.20537568306010925
-16.25,-57.25,p_solar_Brazil_BR871,Brazil,134.4,0.19,101.7879517,0.2213144353369767,0.1853925318761384,0.20335348360655756
-16.75,-57.25,p_solar_Brazil_BR872,Brazil,121.3,0.19,152.3650844,0.2168612249544625,0.1824283925318761,0.1996448087431693
-17.25,-57.25,p_solar_Brazil_BR873,Brazil,96.5,0.19,201.8294262,0.2139610655737703,0.1804430783242258,0.19720207194899803
-17.75,-57.25,p_solar_Brazil_BR874,Brazil,75.8,0.19,147.914789,0.215318989071038,0.1810326730418943,0.19817583105646613
-18.75,-57.25,p_solar_Brazil_BR876,Brazil,109.0,0.19,50.38549719,0.2211719034608371,0.1840750227686703,0.2026234631147537
-19.25,-57.25,p_solar_Brazil_BR877,Brazil,137.6,0.19,32.07931565,0.2229403460837886,0.1847188069216757,0.20382957650273215
-19.75,-57.25,p_solar_Brazil_BR878,Brazil,147.3,0.19,20.62751635,0.2256766848816027,0.186068306010929,0.20587249544626585
-20.25,-57.25,p_solar_Brazil_BR879,Brazil,127.5,0.19,52.8741698,0.2278886612021854,0.1871939890710382,0.2075413251366118
-20.75,-57.25,p_solar_Brazil_BR880,Brazil,114.8,0.19,89.22101079,0.2291948998178506,0.1877708333333333,0.20848286657559195
-21.25,-57.25,p_solar_Brazil_BR881,Brazil,133.4,0.19,133.7807887,0.2314899817850636,0.1889995446265938,0.2102447632058287
-21.75,-57.25,p_solar_Brazil_BR882,Brazil,141.3,0.19,180.2862135,0.2338032786885247,0.1902578551912568,0.21203056693989075
-30.25,-57.25,p_solar_Brazil_BR883,Brazil,138.0,0.18,54.49574228,0.2468967440801451,0.1947847222222222,0.22084073315118363
-14.25,-56.75,p_solar_Brazil_BR916,Brazil,105.5,0.18,65.38397714,0.2220533925318761,0.1867079918032786,0.20438069216757734
-14.75,-56.75,p_solar_Brazil_BR917,Brazil,138.3,0.18,33.86896751,0.2237592213114748,0.1870196948998178,0.2053894581056463
-15.25,-56.75,p_solar_Brazil_BR918,Brazil,156.7,0.18,10.86341554,0.22532798269581,0.187844489981785,0.2065862363387975
-15.75,-56.75,p_solar_Brazil_BR919,Brazil,162.7,0.18,53.45986377,0.2261230646630232,0.188378529143898,0.2072507969034606
-16.25,-56.75,p_solar_Brazil_BR920,Brazil,146.5,0.19,84.35376791,0.2231995673952634,0.1865924408014572,0.20489600409836028
-16.75,-56.75,p_solar_Brazil_BR921,Brazil,117.9,0.19,128.669978,0.2183744307832422,0.1835440573770491,0.20095924408014565
-17.25,-56.75,p_solar_Brazil_BR922,Brazil,100.8,0.19,179.2214508,0.2152394125683056,0.1812818761384335,0.19826064435336954
-17.75,-56.75,p_solar_Brazil_BR923,Brazil,151.5,0.19,169.6925653,0.2164154143897999,0.1814799635701275,0.19894768897996368
-18.25,-56.75,p_solar_Brazil_BR924,Brazil,82.5,0.19,126.6621037,0.2198163706739526,0.1830840163934426,0.20145019353369759
-18.75,-56.75,p_solar_Brazil_BR925,Brazil,150.8,0.19,97.03337794,0.2220375683060104,0.1842469262295082,0.2031422472677593
-19.25,-56.75,p_solar_Brazil_BR926,Brazil,151.1,0.19,52.70694082,0.2235210610200357,0.1848237704918033,0.2041724157559195
-19.75,-56.75,p_solar_Brazil_BR927,Brazil,123.4,0.19,17.57854144,0.2265439435336972,0.1865622723132969,0.20655310792349704
-20.25,-56.75,p_solar_Brazil_BR928,Brazil,115.0,0.19,13.92392344,0.2305854963570127,0.188976548269581,0.20978102231329684
-20.75,-56.75,p_solar_Brazil_BR929,Brazil,111.9,0.19,60.01036889,0.2330749089253184,0.1901873861566484,0.2116311475409834
-21.25,-56.75,p_solar_Brazil_BR930,Brazil,113.9,0.19,105.4748153,0.2350323315118396,0.1909293032786885,0.21298081739526406
-21.75,-56.75,p_solar_Brazil_BR931,Brazil,150.7,0.19,135.5267922,0.2358835382513657,0.1911337659380692,0.21350865209471745
-29.75,-56.75,p_solar_Brazil_BR932,Brazil,141.9,0.18,9.430958483,0.2456423041894356,0.1939797358834244,0.21981102003643
-12.75,-56.25,p_solar_Brazil_BR962,Brazil,105.6,0.18,43.16806277,0.213343579234972,0.1814179189435337,0.19738074908925285
-14.25,-56.25,p_solar_Brazil_BR965,Brazil,123.1,0.18,12.9783229,0.2243759107468124,0.1880099043715847,0.20619290755919856
-14.75,-56.25,p_solar_Brazil_BR966,Brazil,161.0,0.18,0.881214382,0.2267339480874311,0.1886994535519125,0.2077167008196718
-15.25,-56.25,p_solar_Brazil_BR967,Brazil,164.3,0.18,1.016961689,0.2271034836065577,0.1886679189435336,0.20788570127504563
-15.75,-56.25,p_solar_Brazil_BR968,Brazil,152.4,0.18,7.816409514,0.2262122040072858,0.1883007741347905,0.20725648907103816
-16.25,-56.25,p_solar_Brazil_BR969,Brazil,152.0,0.19,57.61809077,0.2243502959927131,0.1872832422586521,0.20581676912568259
-16.75,-56.25,p_solar_Brazil_BR970,Brazil,98.3,0.19,112.1590665,0.2209147313296899,0.1848918488160291,0.2029032900728595
-17.25,-56.25,p_solar_Brazil_BR971,Brazil,123.1,0.19,143.798128,0.218082650273224,0.1826104280510018,0.2003465391621129
-17.75,-56.25,p_solar_Brazil_BR972,Brazil,158.9,0.19,143.3605089,0.2187280282331512,0.1826206739526411,0.20067435109289616
-18.25,-56.25,p_solar_Brazil_BR973,Brazil,116.2,0.19,159.7816977,0.2209360200364288,0.1837019581056466,0.20231898907103768
-18.75,-56.25,p_solar_Brazil_BR974,Brazil,156.8,0.19,128.587047,0.2234305555555555,0.1850486111111111,0.2042395833333333
-19.25,-56.25,p_solar_Brazil_BR975,Brazil,155.1,0.19,92.6222746,0.2258431238615664,0.1862117486338798,0.2060274362477231
-19.75,-56.25,p_solar_Brazil_BR976,Brazil,144.9,0.19,59.65399935,0.2289765482695805,0.1878844489981785,0.2084304986338795
-20.25,-56.25,p_solar_Brazil_BR977,Brazil,143.0,0.19,14.69527968,0.2331651867030962,0.1903129553734062,0.21173907103825118
-20.75,-56.25,p_solar_Brazil_BR978,Brazil,148.2,0.19,33.84142707,0.2363454007285974,0.191941029143898,0.2141432149362477
-21.25,-56.25,p_solar_Brazil_BR979,Brazil,152.5,0.19,69.71659445,0.2373205828779603,0.1920746812386156,0.21469763205828796
-21.75,-56.25,p_solar_Brazil_BR980,Brazil,153.2,0.19,87.72285276,0.2367745901639335,0.1913784153005464,0.21407650273223994
-29.75,-56.25,p_solar_Brazil_BR982,Brazil,152.0,0.18,4.616833104,0.2454698315118398,0.1935842440801457,0.21952703779599275
-30.25,-56.25,p_solar_Brazil_BR983,Brazil,153.3,0.18,48.50102339,0.2472461293260473,0.1945329007285974,0.22088951502732235
-13.25,-55.75,p_solar_Brazil_BR1015,Brazil,105.7,0.18,14.65505871,0.2203227459016387,0.1854970400728597,0.2029098929872492
-14.25,-55.75,p_solar_Brazil_BR1017,Brazil,132.8,0.18,40.00857854,0.2279219034608376,0.1898423269581056,0.20888211520947159
-14.75,-55.75,p_solar_Brazil_BR1018,Brazil,152.7,0.18,14.25061714,0.2300706967213117,0.190590960837887,0.21033082877959935
-15.25,-55.75,p_solar_Brazil_BR1019,Brazil,155.2,0.18,38.21986257,0.2301503870673949,0.1906906876138433,0.2104205373406191
-15.75,-55.75,p_solar_Brazil_BR1020,Brazil,149.0,0.18,0.644981162,0.2287612704918031,0.1897669626593807,0.2092641165755919
-16.25,-55.75,p_solar_Brazil_BR1021,Brazil,124.5,0.18,49.33431718,0.2264510473588345,0.1881201047358834,0.20728557604735895
-16.75,-55.75,p_solar_Brazil_BR1022,Brazil,130.9,0.19,94.03372139,0.22375147996357,0.1863132969034608,0.2050323884335154
