horizon,variable,value,pol,month
204012,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,3.6761394145461628,True,47
204501,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,10.86127258837136,True,48
204502,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,7.044882063767961,True,49
204503,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,2.573052830930673,True,50
204504,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,24.98546593284931,True,51
204505,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,13.011270580664714,True,52
204506,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,5.465279708293276,True,53
204507,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,3.4181487717372865,True,54
204508,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,11.00208521175581,True,55
204509,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,3.8133948266442697,True,56
204510,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,11.256980935439339,True,57
204511,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,12.641539119772524,True,58
204512,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,12.100240945431812,True,59
205001,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,17.266767215524705,True,60
205002,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,12.96553151031437,True,61
205003,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,1.6477987393602715,True,62
205004,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,30.071482881425517,True,63
205005,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,20.955811112383163,True,64
205006,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,15.641985062690207,True,65
205007,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,2.406802370950219,True,66
205008,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,19.51115473021379,True,67
205009,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,8.204813395274318,True,68
205010,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,16.27701164059812,True,69
205011,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,16.778799030417538,True,70
205012,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1,16.963450992397956,True,71
202501,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,0
202502,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,1
202503,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,2
202504,prm15_fix_wcost_re3_c2p1_tnt1,0.009202614,False,3
202505,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,4
202506,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,5
202507,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,6
202508,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,7
202509,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,8
202510,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,9
202511,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,10
202512,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,11
203001,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,12
203002,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,13
203003,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,14
203004,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,15
203005,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,16
203006,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,17
203007,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,18
203008,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,19
203009,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,20
203010,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,21
203011,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,22
203012,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,23
203501,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,24
203502,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,25
203503,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,26
203504,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,27
203505,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,28
203506,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,29
203507,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,30
203508,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,31
203509,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,32
203510,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,33
203511,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,34
203512,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,35
204001,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,36
204002,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,37
204003,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,38
204004,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,39
204005,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,40
204006,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,41
204007,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,42
204008,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,43
204009,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,44
204010,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,45
204011,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,46
204012,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,47
204501,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,48
204502,prm15_fix_wcost_re3_c2p1_tnt1,0.2528005781225934,False,49
204503,prm15_fix_wcost_re3_c2p1_tnt1,0.0836807108888286,False,50
204504,prm15_fix_wcost_re3_c2p1_tnt1,0.6075552425784208,False,51
204505,prm15_fix_wcost_re3_c2p1_tnt1,0.5323157638071074,False,52
204506,prm15_fix_wcost_re3_c2p1_tnt1,0.323792639630642,False,53
204507,prm15_fix_wcost_re3_c2p1_tnt1,0.2247652856399748,False,54
204508,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,55
204509,prm15_fix_wcost_re3_c2p1_tnt1,0.0602766698483255,False,56
204510,prm15_fix_wcost_re3_c2p1_tnt1,0.3896866593210131,False,57
204511,prm15_fix_wcost_re3_c2p1_tnt1,0.5243239081814942,False,58
204512,prm15_fix_wcost_re3_c2p1_tnt1,0.4637753143640162,False,59
205001,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,60
205002,prm15_fix_wcost_re3_c2p1_tnt1,0.0016300584085567,False,61
205003,prm15_fix_wcost_re3_c2p1_tnt1,0.0525292780789859,False,62
205004,prm15_fix_wcost_re3_c2p1_tnt1,1.158175786041697,False,63
205005,prm15_fix_wcost_re3_c2p1_tnt1,1.1412142558789435,False,64
205006,prm15_fix_wcost_re3_c2p1_tnt1,0.3382962705763256,False,65
205007,prm15_fix_wcost_re3_c2p1_tnt1,0.1137550028417393,False,66
205008,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,67
205009,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,68
205010,prm15_fix_wcost_re3_c2p1_tnt1,0.0,False,69
205011,prm15_fix_wcost_re3_c2p1_tnt1,0.6477927493710967,False,70
205012,prm15_fix_wcost_re3_c2p1_tnt1,0.5152338720672945,False,71
202501,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,0
202502,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,1
202503,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,2
202504,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.044216218,True,3
202505,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,4
202506,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,5
202507,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,6
202508,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,7
202509,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,8
202510,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,9
202511,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,10
202512,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,11
203001,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,12
203002,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,13
203003,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,14
203004,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0485516883382178,True,15
203005,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,16
203006,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,17
203007,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,18
203008,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,19
203009,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,20
203010,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,21
203011,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,22
203012,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,23
203501,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,24
203502,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,25
203503,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,26
203504,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.11279296995746901,True,27
203505,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,28
203506,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,29
203507,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,30
203508,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,31
203509,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0,True,32
203510,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0196371790411054,True,33
203511,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0280426686774638,True,34
203512,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.0055143813605261,True,35
204001,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.525482728200703,True,36
204002,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.5214034683963723,True,37
204003,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.5635793129999997,True,38
204004,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,1.0572955152766088,True,39
204005,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.6389614625339091,True,40
204006,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.3416171406999999,True,41
204007,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.3712546614999998,True,42
204008,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.6882608329526019,True,43
204009,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.4066329862605549,True,44
204010,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.8220039111505166,True,45
204011,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,1.0245750664946787,True,46
204012,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,0.6648942464613492,True,47
204501,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,5.1298764177654474,True,48
204502,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,3.3491083067643483,True,49
204503,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,1.951289741974882,True,50
204504,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,6.095503146691117,True,51
204505,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,5.07814492248542,True,52
204506,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,2.552892988679108,True,53
204507,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,2.8632956989251297,True,54
204508,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,6.798918535369309,True,55
204509,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,2.764153808801553,True,56
204510,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,6.901517451735049,True,57
204511,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,6.939595636653847,True,58
204512,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,6.443167607424709,True,59
205001,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,16.17657600342439,True,60
205002,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,10.196120038405137,True,61
205003,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,2.8973691199658256,True,62
205004,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,15.592507825219402,True,63
205005,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,15.389543050361295,True,64
205006,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,10.049576679440637,True,65
205007,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,6.283736396458602,True,66
205008,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,20.05360660382516,True,67
205009,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,9.663067686087809,True,68
205010,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,17.699926010291435,True,69
205011,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,17.65740949871863,True,70
205012,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1,17.660560054981087,True,71
202501,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,0
202502,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,1
202503,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,2
202504,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,3
202505,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,4
202506,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,5
202507,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,6
202508,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,7
202509,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,8
202510,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,9
202511,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,10
202512,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,11
203001,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,12
203002,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,13
203003,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,14
203004,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,15
203005,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,16
203006,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,17
203007,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,18
203008,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,19
203009,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,20
203010,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,21
203011,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,22
203012,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,23
203501,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,24
203502,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,25
203503,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,26
203504,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,27
203505,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,28
203506,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,29
203507,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,30
203508,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,31
203509,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,32
203510,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,33
203511,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,34
203512,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,35
204001,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,36
204002,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,37
204003,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,38
204004,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,39
204005,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,40
204006,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,41
204007,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,42
204008,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,43
204009,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,44
204010,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,45
204011,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,46
204012,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,47
204501,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,48
204502,prm15_fix_wcost_re4_c2p1_tnt1,0.1079481327689684,False,49
204503,prm15_fix_wcost_re4_c2p1_tnt1,0.0083841791,False,50
204504,prm15_fix_wcost_re4_c2p1_tnt1,0.4420791599000001,False,51
204505,prm15_fix_wcost_re4_c2p1_tnt1,0.3851176615,False,52
204506,prm15_fix_wcost_re4_c2p1_tnt1,0.2142376064,False,53
204507,prm15_fix_wcost_re4_c2p1_tnt1,0.1082957233999999,False,54
204508,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,55
204509,prm15_fix_wcost_re4_c2p1_tnt1,0.0182827068,False,56
204510,prm15_fix_wcost_re4_c2p1_tnt1,0.2436537073999982,False,57
204511,prm15_fix_wcost_re4_c2p1_tnt1,0.3600946263000001,False,58
204512,prm15_fix_wcost_re4_c2p1_tnt1,0.2934360692999997,False,59
205001,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,60
205002,prm15_fix_wcost_re4_c2p1_tnt1,0.0967426796090606,False,61
205003,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,62
205004,prm15_fix_wcost_re4_c2p1_tnt1,1.356639658894185,False,63
205005,prm15_fix_wcost_re4_c2p1_tnt1,1.4943946680271605,False,64
205006,prm15_fix_wcost_re4_c2p1_tnt1,0.6467743848547728,False,65
205007,prm15_fix_wcost_re4_c2p1_tnt1,0.2770059935925615,False,66
205008,prm15_fix_wcost_re4_c2p1_tnt1,0.0,False,67
205009,prm15_fix_wcost_re4_c2p1_tnt1,0.0706637931780568,False,68
205010,prm15_fix_wcost_re4_c2p1_tnt1,0.1734017763181182,False,69
205011,prm15_fix_wcost_re4_c2p1_tnt1,0.8458256551830455,False,70
205012,prm15_fix_wcost_re4_c2p1_tnt1,0.7223004392926825,False,71
202501,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,0
202502,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,1
202503,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,2
202504,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,3.6191759511272794,True,3
202505,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,4
202506,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,5
202507,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,6
202508,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,7
202509,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,8
202510,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,9
202511,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,10
202512,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,11
203001,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,12
203002,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,13
203003,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,14
203004,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,4.446672310537209,True,15
203005,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,16
203006,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,17
203007,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,18
203008,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,19
203009,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,20
203010,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,21
203011,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,22
203012,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,23
203501,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.589150179733837,True,24
203502,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,25
203503,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,26
203504,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,11.744029222861894,True,27
203505,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,1.4827760234569294,True,28
203506,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,29
203507,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,30
203508,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,31
203509,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,32
203510,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,33
203511,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.1685129247442826,True,34
203512,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.0,True,35
204001,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,3.174512741030706,True,36
204002,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.1883819496686903,True,37
204003,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.2175665777193915,True,38
204004,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,17.07054436500419,True,39
204005,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,5.624195247270214,True,40
204006,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.1307097025581866,True,41
204007,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.1449097931024396,True,42
204008,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,2.0433362491973615,True,43
204009,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.1509735369419533,True,44
204010,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,1.7282215270409598,True,45
204011,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,3.0914967476367226,True,46
204012,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,2.386572568860895,True,47
204501,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,7.916535608684723,True,48
204502,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,4.378471428679438,True,49
204503,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,1.7305186571005167,True,50
204504,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,24.05637721872329,True,51
204505,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,13.47626500562662,True,52
204506,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,8.38705501455031,True,53
204507,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,3.156380141780328,True,54
204508,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,8.544880822826595,True,55
204509,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,2.9638104127468914,True,56
204510,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,8.432972561361373,True,57
204511,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,9.517272721054074,True,58
204512,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,8.864899107915418,True,59
205001,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,15.664655754786391,True,60
205002,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,11.960942441870754,True,61
205003,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,0.8819796147317308,True,62
205004,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,29.112584777813353,True,63
205005,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,21.017089663194213,True,64
205006,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,17.268695804452662,True,65
205007,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,2.4804453130089192,True,66
205008,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,18.158499311653916,True,67
205009,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,6.835444936981609,True,68
205010,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,14.930233051001455,True,69
205011,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,15.313334420551302,True,70
205012,prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,16.914402607822325,True,71
202501,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,0
202502,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,1
202503,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,2
202504,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,3
202505,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,4
202506,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,5
202507,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,6
202508,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,7
202509,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,8
202510,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,9
202511,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,10
202512,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,11
203001,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,12
203002,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,13
203003,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,14
203004,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,15
203005,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,16
203006,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,17
203007,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,18
203008,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,19
203009,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,20
203010,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,21
203011,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,22
203012,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,23
203501,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,24
203502,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,25
203503,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,26
203504,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,27
203505,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,28
