horizon,variable,value,pol,month
203506,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,29
203507,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,30
203508,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,31
203509,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,32
203510,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,33
203511,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,34
203512,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,35
204001,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,36
204002,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,37
204003,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,38
204004,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,39
204005,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,40
204006,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,41
204007,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,42
204008,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,43
204009,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,44
204010,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,45
204011,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,46
204012,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,47
204501,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,48
204502,prm15_fix_wcost_re5_c2p1_tnt1,0.0413213808942641,False,49
204503,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,50
204504,prm15_fix_wcost_re5_c2p1_tnt1,0.3373852432339785,False,51
204505,prm15_fix_wcost_re5_c2p1_tnt1,0.2932646056628362,False,52
204506,prm15_fix_wcost_re5_c2p1_tnt1,0.1463840031563664,False,53
204507,prm15_fix_wcost_re5_c2p1_tnt1,0.0548740537573956,False,54
204508,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,55
204509,prm15_fix_wcost_re5_c2p1_tnt1,0.0017264280621284,False,56
204510,prm15_fix_wcost_re5_c2p1_tnt1,0.1450940329606627,False,57
204511,prm15_fix_wcost_re5_c2p1_tnt1,0.2546650844312456,False,58
204512,prm15_fix_wcost_re5_c2p1_tnt1,0.1848720697579829,False,59
205001,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,60
205002,prm15_fix_wcost_re5_c2p1_tnt1,0.1109035417580855,False,61
205003,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,62
205004,prm15_fix_wcost_re5_c2p1_tnt1,1.588224924080738,False,63
205005,prm15_fix_wcost_re5_c2p1_tnt1,1.6344135403848534,False,64
205006,prm15_fix_wcost_re5_c2p1_tnt1,0.8561207898995299,False,65
205007,prm15_fix_wcost_re5_c2p1_tnt1,0.3732197953999549,False,66
205008,prm15_fix_wcost_re5_c2p1_tnt1,0.0,False,67
205009,prm15_fix_wcost_re5_c2p1_tnt1,0.1570284969341093,False,68
205010,prm15_fix_wcost_re5_c2p1_tnt1,0.3055683872609089,False,69
205011,prm15_fix_wcost_re5_c2p1_tnt1,0.9431927109191544,False,70
205012,prm15_fix_wcost_re5_c2p1_tnt1,0.8094009232978411,False,71
202501,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,0
202502,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,1
202503,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,2
202504,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,3
202505,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,4
202506,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,5
202507,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,6
202508,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,7
202509,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,8
202510,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,9
202511,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,10
202512,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,11
203001,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,12
203002,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,13
203003,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,14
203004,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,15
203005,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,16
203006,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,17
203007,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,18
203008,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,19
203009,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,20
203010,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,21
203011,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,22
203012,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,23
203501,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0003091550252045,True,24
203502,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,25
203503,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,26
203504,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.1112577623536078,True,27
203505,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,28
203506,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,29
203507,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,30
203508,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,31
203509,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,32
203510,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,33
203511,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,34
203512,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,35
204001,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.5149121195145815,True,36
204002,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.010881112470476,True,37
204003,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,38
204004,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.9387503605229964,True,39
204005,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.5931361364973219,True,40
204006,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,41
204007,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,42
204008,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.7585679677217341,True,43
204009,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.0,True,44
204010,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.4700452524921896,True,45
204011,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.4089526601027192,True,46
204012,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.3188322704594842,True,47
204501,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,3.054342261195064,True,48
204502,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,2.0338657574098837,True,49
204503,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,0.7652261385724347,True,50
204504,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,4.3576733755903225,True,51
204505,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,3.89236907972468,True,52
204506,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1.9063776688533944,True,53
204507,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1.7655746313798961,True,54
204508,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,4.593301282562765,True,55
204509,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,1.5284807485040233,True,56
204510,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,4.439592005757412,True,57
204511,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,4.3788003331606165,True,58
204512,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,3.825705513269797,True,59
205001,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,12.704737190619898,True,60
205002,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,7.86591122253631,True,61
205003,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,2.7581112108223476,True,62
205004,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,13.956280648906487,True,63
205005,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,13.385686037960253,True,64
205006,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,9.141909692551522,True,65
205007,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,5.72599078376453,True,66
205008,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,16.396802427087607,True,67
205009,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,7.555443046189064,True,68
205010,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,14.677833809867073,True,69
205011,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,14.907546033824811,True,70
205012,prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,14.524662243008809,True,71
202501,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,0
202502,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,1
202503,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,2
202504,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,3
202505,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,4
202506,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,5
202507,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,6
202508,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,7
202509,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,8
202510,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,9
202511,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,10
202512,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,11
203001,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,12
203002,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,13
203003,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,14
203004,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,15
203005,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,16
203006,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,17
203007,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,18
203008,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,19
203009,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,20
203010,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,21
203011,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,22
203012,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,23
203501,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,24
203502,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,25
203503,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,26
203504,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,27
203505,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,28
203506,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,29
203507,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,30
203508,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,31
203509,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,32
203510,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,33
203511,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,34
203512,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,35
204001,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,36
204002,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,37
204003,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,38
204004,prm15_fix_wcost_re6_c2p1_tnt1,0.0015951839314203,False,39
204005,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,40
204006,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,41
204007,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,42
204008,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,43
204009,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,44
204010,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,45
204011,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,46
204012,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,47
204501,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,48
204502,prm15_fix_wcost_re6_c2p1_tnt1,0.0088936948527759,False,49
204503,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,50
204504,prm15_fix_wcost_re6_c2p1_tnt1,0.2716497579070354,False,51
204505,prm15_fix_wcost_re6_c2p1_tnt1,0.2142514608803528,False,52
204506,prm15_fix_wcost_re6_c2p1_tnt1,0.0888178565639418,False,53
204507,prm15_fix_wcost_re6_c2p1_tnt1,0.0247963305465825,False,54
204508,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,55
204509,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,56
204510,prm15_fix_wcost_re6_c2p1_tnt1,0.0637122584303359,False,57
204511,prm15_fix_wcost_re6_c2p1_tnt1,0.1662750180204679,False,58
204512,prm15_fix_wcost_re6_c2p1_tnt1,0.1084488146959251,False,59
205001,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,60
205002,prm15_fix_wcost_re6_c2p1_tnt1,0.1781994458747299,False,61
205003,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,62
205004,prm15_fix_wcost_re6_c2p1_tnt1,1.8779826219200024,False,63
205005,prm15_fix_wcost_re6_c2p1_tnt1,1.9362607011445614,False,64
205006,prm15_fix_wcost_re6_c2p1_tnt1,1.137924287717038,False,65
205007,prm15_fix_wcost_re6_c2p1_tnt1,0.5169130722632383,False,66
205008,prm15_fix_wcost_re6_c2p1_tnt1,0.0,False,67
205009,prm15_fix_wcost_re6_c2p1_tnt1,0.2835722289470934,False,68
205010,prm15_fix_wcost_re6_c2p1_tnt1,0.4711775453513059,False,69
205011,prm15_fix_wcost_re6_c2p1_tnt1,1.1230314353918038,False,70
205012,prm15_fix_wcost_re6_c2p1_tnt1,0.9555499731014628,False,71
202501,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,0
202502,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,1
202503,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,2
202504,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.009726016,True,3
202505,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,4
202506,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,5
202507,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,6
202508,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,7
202509,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,8
202510,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,9
202511,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,10
202512,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,11
203001,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,12
203002,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,13
203003,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,14
203004,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,15
203005,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,16
203006,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,17
203007,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,18
203008,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,19
203009,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,20
203010,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,21
203011,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,22
203012,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,23
203501,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,24
203502,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,25
203503,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,26
203504,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.1523432575771409,True,27
203505,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,28
203506,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,29
203507,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,30
203508,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,31
203509,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,32
203510,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.00158290972248,True,33
203511,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,34
203512,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0015974849876466,True,35
204001,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.46245945881345696,True,36
204002,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,37
204003,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,38
204004,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.8634702148255937,True,39
204005,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.48058837583512326,True,40
204006,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,41
204007,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,42
204008,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.705113385879173,True,43
204009,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.0,True,44
204010,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.4382429272342668,True,45
204011,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.41566791115741064,True,46
204012,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.27518316361734624,True,47
204501,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,4.0766372406042315,True,48
204502,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,2.2898371727581357,True,49
204503,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,0.9510749252981273,True,50
204504,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,4.911173489064197,True,51
204505,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,4.3168069375984075,True,52
204506,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,2.3563925500880614,True,53
204507,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,2.10154691081976,True,54
204508,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,5.756211100773578,True,55
204509,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,1.737493535562288,True,56
204510,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,5.350976790229008,True,57
204511,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,5.1223987436193665,True,58
204512,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,4.7479307064783205,True,59
205001,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,13.281709921564735,True,60
205002,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,7.976903706525197,True,61
205003,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,2.257762595241366,True,62
205004,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,13.699427373456066,True,63
205005,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,13.442203245430662,True,64
205006,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,9.965325872450286,True,65
205007,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,6.055091476511478,True,66
205008,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,17.152842824485766,True,67
205009,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,7.392797836958752,True,68
205010,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,14.74377811233161,True,69
205011,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,14.730091028663782,True,70
205012,prm15_fix_wcost_re7_c2p1_co2_cut90p_tnt1,15.013557637843027,True,71
202501,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,0
202502,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,1
202503,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,2
202504,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,3
202505,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,4
202506,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,5
202507,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,6
202508,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,7
202509,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,8
202510,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,9
202511,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,10
202512,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,11
203001,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,12
203002,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,13
203003,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,14
203004,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,15
203005,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,16
203006,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,17
203007,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,18
203008,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,19
203009,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,20
203010,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,21
203011,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,22
203012,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,23
203501,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,24
203502,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,25
203503,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,26
203504,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,27
203505,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,28
203506,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,29
203507,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,30
203508,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,31
203509,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,32
203510,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,33
203511,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,34
203512,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,35
204001,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,36
204002,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,37
204003,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,38
204004,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,39
204005,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,40
204006,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,41
204007,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,42
204008,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,43
204009,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,44
204010,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,45
204011,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,46
204012,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,47
204501,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,48
204502,prm15_fix_wcost_re7_c2p1_tnt1,0.020618692122454,False,49
204503,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,50
204504,prm15_fix_wcost_re7_c2p1_tnt1,0.3131544221325259,False,51
204505,prm15_fix_wcost_re7_c2p1_tnt1,0.2463500225100065,False,52
204506,prm15_fix_wcost_re7_c2p1_tnt1,0.1108915538722075,False,53
204507,prm15_fix_wcost_re7_c2p1_tnt1,0.03440080459129,False,54
204508,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,55
204509,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,56
204510,prm15_fix_wcost_re7_c2p1_tnt1,0.0668295228811802,False,57
204511,prm15_fix_wcost_re7_c2p1_tnt1,0.2017445180157734,False,58
204512,prm15_fix_wcost_re7_c2p1_tnt1,0.1348198171662128,False,59
205001,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,60
205002,prm15_fix_wcost_re7_c2p1_tnt1,0.1773317383373733,False,61
205003,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,62
205004,prm15_fix_wcost_re7_c2p1_tnt1,1.6968844851710707,False,63
205005,prm15_fix_wcost_re7_c2p1_tnt1,1.848036620955758,False,64
205006,prm15_fix_wcost_re7_c2p1_tnt1,0.982983465399754,False,65
205007,prm15_fix_wcost_re7_c2p1_tnt1,0.4503735659060644,False,66
205008,prm15_fix_wcost_re7_c2p1_tnt1,0.0,False,67
205009,prm15_fix_wcost_re7_c2p1_tnt1,0.2213502312138831,False,68
205010,prm15_fix_wcost_re7_c2p1_tnt1,0.40148555005219067,False,69
205011,prm15_fix_wcost_re7_c2p1_tnt1,1.0488386180381288,False,70
205012,prm15_fix_wcost_re7_c2p1_tnt1,0.90689853482519,False,71
202501,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,0
202502,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,1
202503,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,2
202504,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.041558574,True,3
202505,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,4
202506,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,5
202507,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,6
202508,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,7
202509,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,8
202510,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,9
202511,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,10
202512,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,11
203001,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,12
203002,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,13
203003,prm15_fix_wcost_re8_c2p1_co2_cut90p_tnt1,0.0,True,14
