load_zone,scs_id,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,total_costs,operations_cost_total,emis_policy,exist_trd,op_char,fixed_pv,pol,group,split_tx_cost,new_total_cost
Chile,prm15_wcost_re13_c2p1_co2_cut90p_tn,2185465084.819332,4404661537.648695,81160670.69946563,20.64999323822649,0.0,878433556.575,103.01516076601686,27321280531.39398,6.6712872931674925,1,0,13,1,"90%Cut,Full",101,1.7677802294972076,29.089060760891183
Paraguay,prm15_wcost_re5_c2p1_co2_cut90p_tn,2295376457.9699893,17426951.7786,315208.5,4.494670654607315,0.0,354890645.65000004,0.0312398351999999,6807789272.855904,2.313118618248589,1,0,5,0,"90%Cut,Full",100,0.0,6.807789272855905
Region-wide,prm15_wcost_re1_c2p1_co2_cut90p_tn,35516593804.40489,33156152889.95487,128390780.60838804,230.73129110093305,3606160947.681829,10201172370.5,447.1541586080632,303138589523.583,68.80113747496814,1,0,1,0,"90%Cut,Full",100,3.6061609476818286,303.138589523583
Region-wide,prm15_wcost_re19_c2p1_co2_cut90p_tn,37206555292.73985,35498337397.33484,93546473.93790495,262.624072863095,6140304814.546045,10201172370.5,447.1541586080143,341562816841.6537,72.7984391640126,1,0,19,1,"90%Cut,Full",101,6.140304814546046,341.5628168416536
Chile,prm15_wcost_re4_c2p1_co2_cut90p_tn,2132732426.471697,4400273088.940575,209693558.62092337,20.721396975695644,0.0,878433556.575,103.39784767900557,27464096049.72884,6.742699074033195,1,0,4,0,"90%Cut,Full",100,1.3692708944148937,28.833366944143734
Uruguay,prm15_wcost_re10_c2p1_co2_cut90p_tn,258263784.6832665,378350365.991857,1302312.6091637826,5.498216541703538,0.0,170565854.225,0.8733502252180132,6136133004.987826,0.6379164632842872,1,0,10,0,"90%Cut,Full",100,0.0,6.136133004987825
Brazil,prm15_wcost_re11_c2p1_co2_cut90p_tn,24791365770.32229,22522440979.489964,0.0,160.25663639084624,0.0,7114586509.525,188.24251506079025,207570443140.6585,47.31380674981226,1,0,11,1,"90%Cut,Full",101,0.712563614103958,208.28300675476245
Argentina,prm15_wcost_re17_c2p1_co2_cut90p_tn,5783607501.400416,4938629885.344664,7070798.223205278,50.96640215556898,5450678224.001024,1682695804.525,120.05292859495174,67146388564.538284,10.729308184968284,1,0,17,1,"90%Cut,Full",101,2.725339112000512,64.42104945253777
Brazil,prm15_wcost_re19_c2p1_co2_cut90p_tn,26745148510.517338,26000445836.962406,27378114.3457194,175.5210763702281,0.0,7114586509.525,229.05237163459088,228294048832.0536,52.77297246182546,1,0,19,1,"90%Cut,Full",101,1.2398677099839603,229.5339165420375
Region-wide,prm15_wcost_re18_c2p1_co2_cut90p_tn,37891020184.53131,35346277296.86356,98578754.61185622,261.1266331578383,6402771959.133991,10201172370.5,447.1541586080715,340865281352.979,73.33587623600673,1,0,18,1,"90%Cut,Full",101,6.402771959133992,340.865281352979
Chile,prm15_wcost_re12_c2p1_co2_cut90p_tn,2311463069.766606,5021272888.6561,51718082.99619978,17.688679238224434,0.0,878433556.575,118.73192270677627,25073133279.64334,7.384454041418906,1,0,12,1,"90%Cut,Full",101,1.7532819134832087,26.82641519312655
Chile,prm15_wcost_re6_c2p1_co2_cut90p_tn,2325757918.291808,5065919043.678964,109109200.62856586,22.33038781820432,0.0,878433556.575,120.0749219952618,29831173980.803654,7.500786162599337,1,0,6,0,"90%Cut,Full",100,1.2449833694072132,31.07615735021087
Region-wide,prm15_wcost_re17_c2p1_co2_cut90p_tn,35768468059.12074,34177642058.436607,61109840.92249346,248.26886936022584,5450678224.001024,10201172370.5,447.1541586080779,323726767542.70667,70.00721995847984,1,0,17,1,"90%Cut,Full",101,5.450678224001024,323.72676754270674
Uruguay,prm15_wcost_re11_c2p1_co2_cut90p_tn,259962479.7813929,381447995.9572325,542335.7073865843,5.278187511651253,0.0,170565854.225,0.8319283774800867,5920140323.097265,0.641952811446012,1,0,11,1,"90%Cut,Full",101,0.0,5.920140323097265
Argentina,prm15_wcost_re18_c2p1_co2_cut90p_tn,5715713086.695492,4627323548.132916,2434355.3188118027,58.32455975256613,6402771959.133991,1682695804.525,112.38587267066512,75072802701.84734,10.345470990147218,1,0,18,1,"90%Cut,Full",101,3.201385979566996,71.87141672228034
Brazil,prm15_wcost_re15_c2p1_co2_cut90p_tn,25105528165.856724,23791305793.00744,1595442.865350091,165.50529453882376,0.0,7114586509.525,204.10617569744335,214403723940.55328,48.89842940172952,1,0,15,1,"90%Cut,Full",101,1.2689093873917916,215.67263332794508
Region-wide,prm15_wcost_re16_c2p1_co2_cut90p_tn,35615737487.036224,34100890283.807938,40695841.69665305,241.62143453821693,4914190004.915742,10201172370.5,447.15415860809,316292948155.67346,69.75732361254082,1,0,16,1,"90%Cut,Full",101,4.914190004915743,316.2929481556735
Chile,prm15_wcost_re7_c2p1_co2_cut90p_tn,2285432919.207443,4895368793.330172,140816681.9117487,23.79371779160529,0.0,878433556.575,116.01459449835728,31115336186.054653,7.321618394449364,1,0,7,0,"90%Cut,Full",100,1.2617830533530023,32.377119239407655
Chile,prm15_wcost_re11_c2p1_co2_cut90p_tn,2542884461.755126,5756829204.218296,33144401.48372284,19.524782088009424,0.0,878433556.575,137.1877226627794,27857640155.466568,8.332858067457146,1,0,11,1,"90%Cut,Full",101,1.5944122866824255,29.452052442148997
Argentina,prm15_wcost_re19_c2p1_co2_cut90p_tn,5705888469.646221,4629596176.567578,2104140.805738554,56.093552899354975,6140304814.546045,1682695804.525,112.42762713523916,72571446500.92056,10.337588787019538,1,0,19,1,"90%Cut,Full",101,3.070152407273023,69.50129409364753
Region-wide,prm15_wcost_re15_c2p1_co2_cut90p_tn,35791159384.2633,34324532883.570717,58880767.80823698,249.54172804618597,6036014597.909868,10201172370.5,447.154158608085,325752315679.73804,70.17457303564225,1,0,15,1,"90%Cut,Full",101,6.036014597909868,325.75231567973805
Paraguay,prm15_wcost_re4_c2p1_co2_cut90p_tn,2295455479.770003,17734680.9036,256303.5,4.678232946697624,0.0,354890645.65000004,0.0312398351999999,6991679410.871227,2.313446464173603,1,0,4,0,"90%Cut,Full",100,0.0,6.991679410871227
Chile,prm15_wcost_re5_c2p1_co2_cut90p_tn,2249973032.867481,4786637551.781047,147175006.30054182,20.606755095177,0.0,878433556.575,113.07980311810964,27790540686.126072,7.1837855909490695,1,0,5,0,"90%Cut,Full",100,1.2931913300583333,29.08373201618441
Region-wide,prm15_wcost_re20_c2p1_co2_cut90p_tn,35544587158.14436,33503564804.522,45092900.982703865,236.66592056011623,4118525131.411257,10201172370.5,447.1541586081008,309877690555.1766,69.09324486364905,1,0,20,1,"90%Cut,Full",101,4.118525131411257,309.8776905551765
Brazil,prm15_wcost_re16_c2p1_co2_cut90p_tn,24886071242.998367,23197678447.459595,0.0,161.524240963965,0.0,7114586509.525,193.87593752381235,209607990654.42297,48.08374969045797,1,0,16,1,"90%Cut,Full",101,0.8447342902693687,210.4527249446924
Chile,prm15_wcost_re3_c2p1_co2_cut90p_tn,2128073754.202264,4297370184.7574005,234099019.19711208,23.754334337049087,0.0,878433556.575,100.8717792274025,30413877295.205864,6.659542958156776,1,0,3,0,"90%Cut,Full",100,1.3628897661941348,31.7767670614
Region-wide,prm15_wcost_re9_c2p1_co2_cut90p_tn,35785632562.83726,34700976355.358376,298187521.63175136,246.90611674494917,5951963177.850229,10201172370.5,447.15415860805183,323642876362.6268,70.78479643982737,1,0,9,0,"90%Cut,Full",100,5.951963177850231,323.6428763626268
Chile,prm15_wcost_re18_c2p1_co2_cut90p_tn,2229577724.7845206,4639822927.574343,63106980.6831927,18.271319794826294,0.0,878433556.575,109.0556580583042,25203827427.868347,6.932507633042056,1,0,18,1,"90%Cut,Full",101,1.7646178232131953,26.968445251081548
Argentina,prm15_wcost_re10_c2p1_co2_cut90p_tn,5808649542.984669,5433276580.433471,0.0,45.83403704893617,3503940683.754086,1682695804.525,132.22629802491974,60579903856.10839,11.24192612341814,1,0,10,0,"90%Cut,Full",100,1.751970341877043,58.82793351423136
Chile,prm15_wcost_re17_c2p1_co2_cut90p_tn,2359898830.603007,5235641076.44905,51973910.43864027,19.298058676715225,0.0,878433556.575,124.12236413465872,26945572494.20592,7.647513817490698,1,0,17,1,"90%Cut,Full",101,1.7079189053097648,28.65349139951569
Region-wide,prm15_wcost_re8_c2p1_co2_cut90p_tn,36593388925.49664,34671233451.42681,304628670.00829154,245.84008002066932,6096223777.813594,10201172370.5,447.1541586080776,323505554845.4147,71.56925104693175,1,0,8,0,"90%Cut,Full",100,6.096223777813593,323.5055548454147
Brazil,prm15_wcost_re18_c2p1_co2_cut90p_tn,27390054123.113293,25697651524.93101,31993878.07594559,173.35703024748082,0.0,7114586509.525,225.0697335882384,226476729773.6011,53.11969952612025,1,0,18,1,"90%Cut,Full",101,1.3831016589149356,227.859831432516
Paraguay,prm15_wcost_re8_c2p1_co2_cut90p_tn,2295516174.69,17971040.928600002,256303.5,4.771000815558172,0.0,354890645.65000004,0.0312398351999999,7084744334.676772,2.3137435191186,1,0,8,0,"90%Cut,Full",100,0.0,7.084744334676772
Argentina,prm15_wcost_re11_c2p1_co2_cut90p_tn,5683944894.356925,4968889291.4604645,11183112.209670683,48.76681945756955,4613951801.572766,1682695804.525,120.860752671836,64044788557.16938,10.664017298027062,1,0,11,1,"90%Cut,Full",101,2.306975900786384,61.73781265638299
Region-wide,prm15_wcost_re7_c2p1_co2_cut90p_tn,35581031082.93528,33658640481.237217,185546486.062742,237.8549353179461,4235778192.1073647,10201172370.5,447.15415860807866,311515931560.2887,69.42521805023524,1,0,7,0,"90%Cut,Full",100,4.2357781921073645,311.5159315602887
Chile,prm15_wcost_re19_c2p1_co2_cut90p_tn,2199250347.2555017,4483899479.29763,62917487.29552603,20.384358092065217,0.0,878433556.575,105.02410058474806,27130425405.91388,6.746067313848657,1,0,19,1,"90%Cut,Full",101,1.7755364589529914,28.905961864866864
Chile,prm15_wcost_re16_c2p1_co2_cut90p_tn,2506025857.4658976,5606067862.773324,34449184.88147691,19.6188765040202,0.0,878433556.575,133.512416541074,27765419409.140896,8.146542905120699,1,0,16,1,"90%Cut,Full",101,1.6123607121885026,29.3777801213294
Brazil,prm15_wcost_re17_c2p1_co2_cut90p_tn,25065974791.9182,23556396211.091454,1386266.553261336,166.98225546659387,0.0,7114586509.525,201.71656440280145,215606012736.1568,48.62375726956292,1,0,17,1,"90%Cut,Full",101,0.9993295071510104,216.6053422433078
Region-wide,prm15_wcost_re6_c2p1_co2_cut90p_tn,35557300032.44264,33438401072.42814,137173389.01376578,233.03621723293148,4081665669.13391,10201172370.5,447.1541586080403,306250757395.94995,69.13287449388456,1,0,6,0,"90%Cut,Full",100,4.08166566913391,306.25075739595
Argentina,prm15_wcost_re15_c2p1_co2_cut90p_tn,5775717774.04141,4930890407.765368,7168723.930146312,54.51305387395647,6036014597.909868,1682695804.525,119.8457176962186,71262845377.60327,10.713776905736925,1,0,15,1,"90%Cut,Full",101,3.018007298954934,68.24483807864833
Chile,prm15_wcost_re1_c2p1_co2_cut90p_tn,2346829477.6633987,5178076205.059033,102169293.83338016,22.561749667683763,0.0,878433556.575,122.8248352041171,30188824644.23957,7.627074976555812,1,0,1,0,"90%Cut,Full",100,1.19934659624151,31.38817124048108
Paraguay,prm15_wcost_re6_c2p1_co2_cut90p_tn,2295416901.164029,17584446.909182716,197398.5,3.377640089229154,0.0,354890645.65000004,0.0312398351999999,5690838835.802365,2.313198746573212,1,0,6,0,"90%Cut,Full",100,0.0,5.690838835802365
Region-wide,prm15_wcost_re5_c2p1_co2_cut90p_tn,35658572389.424126,33968418218.81887,192846171.80970967,238.4481857128332,4632822113.528047,10201172370.5,447.1541586080504,312900844606.41394,69.81983678005271,1,0,5,0,"90%Cut,Full",100,4.632822113528047,312.90084460641395
Chile,prm15_wcost_re20_c2p1_co2_cut90p_tn,2553896439.473969,5795784274.790142,29399542.34874758,20.91334346418052,0.0,878433556.575,138.19232994434347,29292423720.793377,8.379080256612857,1,0,20,1,"90%Cut,Full",101,1.6013839950251307,30.893807715818507
Argentina,prm15_wcost_re13_c2p1_co2_cut90p_tn,5720751799.590852,4626759201.79717,5139921.138909891,58.2111494372928,6967037679.869187,1682695804.525,112.36567766316988,75530838039.68892,10.352650922526932,1,0,13,1,"90%Cut,Full",101,3.483518839934593,72.04731919975433
Region-wide,prm15_wcost_re4_c2p1_co2_cut90p_tn,35700241717.1802,34287058667.05078,250217415.46729016,242.33085909171768,5878254047.155133,10201172370.5,447.1541586080506,318446630938.571,70.23751779969827,1,0,4,0,"90%Cut,Full",100,5.878254047155132,318.44663093857105
Chile,prm15_wcost_re15_c2p1_co2_cut90p_tn,2349620448.0019474,5148892935.50917,49437735.30535399,19.37806557375749,0.0,878433556.575,121.92368038080608,26926016692.57396,7.547951118816471,1,0,15,1,"90%Cut,Full",101,1.7262447579786506,28.652261450552608
Paraguay,prm15_wcost_re9_c2p1_co2_cut90p_tn,2295516972.629993,17974148.291100003,256303.5,5.180102562924985,0.0,354890645.65000004,0.0312398351999999,7493849987.346078,2.3137474244210936,1,0,9,0,"90%Cut,Full",100,0.0,7.493849987346079
Region-wide,prm15_wcost_re3_c2p1_co2_cut90p_tn,37574313142.25986,34727834540.14318,337420465.5011636,247.75549035874675,6180503164.907309,10201172370.5,447.15415860807184,326575561671.5582,72.6395681479042,1,0,3,0,"90%Cut,Full",100,6.180503164907307,326.5755616715582
Chile,prm15_wcost_re2_c2p1_co2_cut90p_tn,2186661984.65078,4577231139.574131,183184622.69525948,22.424223730874377,0.0,878433556.575,107.82053240951376,29371301477.794548,6.947077746920169,1,0,2,0,"90%Cut,Full",100,1.3493932236515498,30.7206947014461
Argentina,prm15_wcost_re14_c2p1_co2_cut90p_tn,5709425199.811382,4661126165.088262,4180895.639116451,55.69527009799838,6790218001.710257,1682695804.525,113.17957911752744,72860220360.2474,10.374732260538758,1,0,14,1,"90%Cut,Full",101,3.395109000855129,69.46511135939227
Chile,prm15_wcost_re14_c2p1_co2_cut90p_tn,2277212466.152383,4904956558.502482,67572360.20531203,18.118590884805712,0.0,878433556.575,115.83340738732494,25368332269.66589,7.249741384860177,1,0,14,1,"90%Cut,Full",101,1.7628628927340932,27.131195162399983
Region-wide,prm15_wcost_re2_c2p1_co2_cut90p_tn,35671016902.69957,34209023042.142944,206000472.1801032,239.75211313411168,5293639318.099683,10201172370.5,447.15415860805786,315131792869.23395,70.08604041702262,1,0,2,0,"90%Cut,Full",100,5.2936393180996815,315.13179286923395
Chile,prm15_wcost_re8_c2p1_co2_cut90p_tn,2150574563.6770005,4407029860.209234,215351378.3590077,20.95481267846968,0.0,878433556.575,103.60829840244428,27727768480.71492,6.772955802245242,1,0,8,0,"90%Cut,Full",100,1.3365471125343802,29.0643155932493
Argentina,prm15_wcost_re12_c2p1_co2_cut90p_tn,5743564826.537667,4796812074.535177,5520226.244090222,54.472404811156736,6317762766.534412,1682695804.525,116.53334973355214,71336064705.00809,10.545897127316936,1,0,12,1,"90%Cut,Full",101,3.1588813832672056,68.17718332174088
Region-wide,prm15_wcost_re14_c2p1_co2_cut90p_tn,36118607977.448425,34872248271.41263,80543526.35696039,255.8230021441698,6790218001.710257,10201172370.5,447.1541586081045,333684619921.0981,71.07139977521801,1,0,14,1,"90%Cut,Full",101,6.790218001710257,333.6846199210981
Uruguay,prm15_wcost_re12_c2p1_co2_cut90p_tn,262346277.5904828,397961456.8730835,542335.7073865843,5.576206300388277,0.0,170565854.225,0.9170735815442888,6237056370.55923,0.6608500701709529,1,0,12,1,"90%Cut,Full",101,0.026728993413056,6.263785363972287
Argentina,prm15_wcost_re1_c2p1_co2_cut90p_tn,5811448311.678312,5444126247.372035,0.0,44.77701276597078,3606160947.681829,1682695804.525,132.49092404781155,59638748272.70296,11.255574559050348,1,0,1,0,"90%Cut,Full",100,1.8030804738409143,57.83566779886204
Paraguay,prm15_wcost_re2_c2p1_co2_cut90p_tn,2295387757.829996,17470956.041100003,256303.5,4.840578271165087,0.0,354890645.65000004,0.0312398351999999,7153693288.536183,2.313115017371096,1,0,2,0,"90%Cut,Full",100,0.0,7.153693288536182
Argentina,prm15_wcost_re6_c2p1_co2_cut90p_tn,5792839163.364664,5373191573.435287,127270.5,46.11476445194072,4081665669.13391,1682695804.525,130.75412880880552,61362588128.37458,11.166158007299952,1,0,6,0,"90%Cut,Full",100,2.040832834566955,59.32175529380762
Paraguay,prm15_wcost_re15_c2p1_co2_cut90p_tn,2295487517.49,17859443.178600002,136530.0,5.156941901986212,0.0,354890645.65000004,0.0312398351999999,7470425392.654812,2.3134834906686,1,0,15,1,"90%Cut,Full",101,0.0,7.470425392654811
Uruguay,prm15_wcost_re4_c2p1_co2_cut90p_tn,257745217.78995845,355522034.7428451,4937913.253238231,6.033009512269195,0.0,170565854.225,0.6283045095646209,6651214678.055236,0.6182051657860418,1,0,4,0,"90%Cut,Full",100,0.0,6.651214678055237
Uruguay,prm15_wcost_re15_c2p1_co2_cut90p_tn,264805478.87321877,435584304.1101326,542335.7073865843,4.988372157662012,0.0,170565854.225,1.2473449984169664,5689304276.352751,0.700932118690738,1,0,15,1,"90%Cut,Full",101,0.0228531535844921,5.712157429937242
Argentina,prm15_wcost_re7_c2p1_co2_cut90p_tn,5774486645.85351,5276997151.362306,250435.5,46.86455691138726,4235778192.1073647,1682695804.525,128.33567122817564,62152069336.21044,11.051734232715816,1,0,7,0,"90%Cut,Full",100,2.1178890960536823,60.03418024015675
Uruguay,prm15_wcost_re3_c2p1_co2_cut90p_tn,255526830.9523695,326118552.4158925,5741721.351289954,5.706771518799582,0.0,170565854.225,0.3837809422837648,6294158623.519133,0.587387104719552,1,0,3,0,"90%Cut,Full",100,0.0107950184153056,6.30495364193444
Paraguay,prm15_wcost_re16_c2p1_co2_cut90p_tn,2295622189.170001,18383885.7786,136530.0,4.343891747802289,0.0,354890645.65000004,0.0312398351999999,6658034352.750891,2.3141426049486014,1,0,16,1,"90%Cut,Full",101,0.0,6.6580343527508905
Brazil,prm15_wcost_re5_c2p1_co2_cut90p_tn,25056836807.219944,23637857226.522053,40393701.27785531,159.52698002188347,0.0,7114586509.525,207.61111068642185,208262067756.90332,48.73508773501985,1,0,5,0,"90%Cut,Full",100,1.0232197267056902,209.285287483609
Uruguay,prm15_wcost_re2_c2p1_co2_cut90p_tn,256404312.28862172,346871432.7272704,4199222.058451056,5.437986548878017,0.0,170565854.225,0.5879268890602934,6045461515.952361,0.6074749670743432,1,0,2,0,"90%Cut,Full",100,0.0,6.04546151595236
Brazil,prm15_wcost_re12_c2p1_co2_cut90p_tn,25223974844.307343,24386797801.93015,2033260.3894913,169.18712556862206,0.0,7114586509.525,210.9405727510133,218799931475.24905,49.612805906626974,1,0,12,1,"90%Cut,Full",101,1.3788704763709412,220.17880195162
Argentina,prm15_wcost_re8_c2p1_co2_cut90p_tn,5881666587.122266,5281563419.744869,18517629.815478887,50.96010590550049,6096223777.813594,1682695804.525,128.35061383021696,68238077319.9967,11.181747636682614,1,0,8,0,"90%Cut,Full",100,3.0481118889067966,65.1899654310899
Paraguay,prm15_wcost_re17_c2p1_co2_cut90p_tn,2295500494.9553404,17909980.42342986,136530.0,5.029535297868579,0.0,354890645.65000004,0.0312398351999999,7343082303.247349,2.3135470053787706,1,0,17,1,"90%Cut,Full",101,0.0,7.343082303247349
Uruguay,prm15_wcost_re20_c2p1_co2_cut90p_tn,259564363.7954627,375963124.0808896,542335.7073865843,5.213294405207866,0.0,170565854.225,0.7855955191706913,5849364228.791605,0.6360698235837389,1,0,20,1,"90%Cut,Full",101,0.0,5.849364228791605
Brazil,prm15_wcost_re4_c2p1_co2_cut90p_tn,25152540327.758297,24261240090.31594,28564072.41153526,160.64023706858603,0.0,7114586509.525,215.43204228633755,210082581559.07175,49.44234449048577,1,0,4,0,"90%Cut,Full",100,1.5698561291626725,211.65243768823447
Paraguay,prm15_wcost_re20_c2p1_co2_cut90p_tn,2295570194.3700137,18181406.0286,136530.0,4.0238476498673945,0.0,354890645.65,0.0312398351999999,6337735780.266009,2.313888130398614,1,0,20,1,"90%Cut,Full",101,0.0,6.337735780266009
Argentina,prm15_wcost_re9_c2p1_co2_cut90p_tn,5883636865.631043,5328514460.41106,12788964.778621843,51.20804568604412,5951963177.850229,1682695804.525,129.48117981289118,68384949154.71507,11.224940290820724,1,0,9,0,"90%Cut,Full",100,2.9759815889251158,65.40896756578996
Uruguay,prm15_wcost_re1_c2p1_co2_cut90p_tn,260001841.86768728,391794812.1156327,1225768.467410684,4.877533585007672,0.0,170565854.225,0.9519673835757836,5530556007.458403,0.6530224224507307,1,0,1,0,"90%Cut,Full",100,0.0,5.530556007458403
Paraguay,prm15_wcost_re18_c2p1_co2_cut90p_tn,2295681313.9500027,18614131.3161,136530.0,5.500200443613355,0.0,354890645.65000004,0.0312398351999999,7814632418.879458,2.314431975266103,1,0,18,1,"90%Cut,Full",101,0.0,7.814632418879459
Uruguay,prm15_wcost_re16_c2p1_co2_cut90p_tn,261208244.43859828,389871764.68000704,542335.7073865843,5.411441323193984,0.0,170565854.225,0.8739978216404877,6063063668.019977,0.651622344825992,1,0,16,1,"90%Cut,Full",101,0.0,6.063063668019976
Uruguay,prm15_wcost_re19_c2p1_co2_cut90p_tn,260588378.9807043,365788500.902818,1010201.490921002,5.140229916749742,0.0,170565854.225,0.6188194182362309,5767616998.124186,0.6273870813744433,1,0,19,1,"90%Cut,Full",101,0.054748238336071,5.822365236460255
Paraguay,prm15_wcost_re19_c2p1_co2_cut90p_tn,2295679586.340084,18607403.60440308,136530.0,5.484855584697004,0.0,354890645.65000004,0.0312398351999999,7799279104.641492,2.314423519944487,1,0,19,1,"90%Cut,Full",101,0.0,7.799279104641491
Brazil,prm15_wcost_re10_c2p1_co2_cut90p_tn,24752944997.410084,22079789440.48813,7311373.575370327,153.9795314171762,0.0,7114586509.525,190.15126079909933,200819577228.64975,46.84004581147359,1,0,10,0,"90%Cut,Full",100,0.5243860859129752,201.3439633145628
Brazil,prm15_wcost_re3_c2p1_co2_cut90p_tn,26997243720.470062,24741554679.589306,78652344.02330485,162.49749809564355,0.0,7114586509.525,215.97460249237608,214314948839.72623,51.81745074408268,1,0,3,0,"90%Cut,Full",100,1.7165667978442134,216.03151563757044
Uruguay,prm15_wcost_re18_c2p1_co2_cut90p_tn,259993935.9879995,362865164.909192,907010.533906122,5.673522919351661,0.0,170565854.225,0.6116544556637924,6297289030.782759,0.6237661114310976,1,0,18,1,"90%Cut,Full",101,0.053666497438865,6.350955528221624
Brazil,prm15_wcost_re2_c2p1_co2_cut90p_tn,25142567144.91093,24107854125.06703,18109888.426392663,156.4175707467286,0.0,7114586509.525,213.29956699815108,205686101905.13293,49.26853115840436,1,0,2,0,"90%Cut,Full",100,1.2974264353982912,206.9835283405312
Paraguay,prm15_wcost_re1_c2p1_co2_cut90p_tn,2295316629.630003,17193966.416100003,136530.0,2.9039714824960825,0.0,354890645.65000004,0.0312398351999999,5216618608.542185,2.312647126046103,1,0,1,0,"90%Cut,Full",100,0.0,5.216618608542185
Uruguay,prm15_wcost_re5_c2p1_co2_cut90p_tn,257107315.47545627,349603109.8259701,4711820.23131254,5.898473090150045,0.0,170565854.225,0.5878564739791963,6509895335.682784,0.6114222455327389,1,0,5,0,"90%Cut,Full",100,0.0,6.509895335682783
Brazil,prm15_wcost_re6_c2p1_co2_cut90p_tn,24882728273.593697,22589570228.06696,26296511.68160414,156.05864630972346,0.0,7114586509.525,195.36337962583215,203557241323.06573,47.49859501334226,1,0,6,0,"90%Cut,Full",100,0.7958494651597418,204.35309078822544
Paraguay,prm15_wcost_re14_c2p1_co2_cut90p_tn,2295483630.7499933,17844307.3161,136530.0,5.325808090986169,0.0,354890645.65000004,0.0312398351999999,7639272559.052262,2.3134644680660936,1,0,14,1,"90%Cut,Full",101,0.0,7.639272559052262
Brazil,prm15_wcost_re13_c2p1_co2_cut90p_tn,27772776449.981632,26457955234.974247,38866657.68209706,174.8326598180971,0.0,7114586509.525,231.14148717299463,229102258160.73508,54.26959834263798,1,0,13,1,"90%Cut,Full",101,1.650211318615152,230.75246947935025
Uruguay,prm15_wcost_re17_c2p1_co2_cut90p_tn,263486440.24377617,429064905.12801176,542335.7073865843,5.992617763479174,0.0,170565854.225,1.23106164046606,6685711444.558349,0.6930936810791746,1,0,17,1,"90%Cut,Full",101,0.018090699539737,6.703802144098086
Region-wide,prm15_wcost_re13_c2p1_co2_cut90p_tn,38234931234.253,35870938782.445526,126650505.21559767,264.19090030669804,6967037679.869187,10201172370.5,447.1541586081016,345390458508.4813,74.23252052191411,1,0,13,1,"90%Cut,Full",101,6.967037679869187,345.39045850848134
Chile,prm15_wcost_re9_c2p1_co2_cut90p_tn,2120545929.2431543,4302139623.721482,225288151.91587424,22.0246968261481,0.0,878433556.575,100.9429361216537,28672670531.02861,6.647973704880512,1,0,9,0,"90%Cut,Full",100,1.3600959159411712,30.032766446969784
Brazil,prm15_wcost_re1_c2p1_co2_cut90p_tn,24802997543.565487,22124961658.992065,24859188.3075972,155.61102359977474,0.0,7114586509.525,190.85519213735876,202563841990.6399,46.95281839086515,1,0,1,0,"90%Cut,Full",100,0.6037338775994042,203.16757586823928
Argentina,prm15_wcost_re20_c2p1_co2_cut90p_tn,5684287272.869091,4965700778.726099,15014492.92656968,46.34496852375466,4118525131.411257,1682695804.525,120.78300133458627,61128496199.68768,10.66500254452176,1,0,20,1,"90%Cut,Full",101,2.0592625657056285,59.06923363398205
Region-wide,prm15_wcost_re12_c2p1_co2_cut90p_tn,35836834167.6121,34620694443.32311,59950435.33716788,252.2235820919236,6317762766.534412,10201172370.5,447.1541586080861,329058823904.73035,70.51747904627238,1,0,12,1,"90%Cut,Full",101,6.317762766534411,329.05882390473033
Brazil,prm15_wcost_re14_c2p1_co2_cut90p_tn,25574442022.698883,24895049924.58705,8111404.805145327,171.01072430331016,0.0,7114586509.525,217.23425797202844,221488327655.40125,50.47760335209108,1,0,14,1,"90%Cut,Full",101,1.6009707496898613,223.08929840509109
Paraguay,prm15_wcost_re10_c2p1_co2_cut90p_tn,2295315857.4300013,17190959.291100003,136530.0,3.010131752118897,0.0,354890645.65000004,0.0312398351999999,5322775098.839998,2.312643346721101,1,0,10,0,"90%Cut,Full",100,0.0,5.322775098839998
Brazil,prm15_wcost_re9_c2p1_co2_cut90p_tn,25230992853.217182,24719891911.68745,53926930.00469423,162.3187994212736,0.0,7114586509.525,216.21347582024865,212323611116.18292,50.00481169490932,1,0,9,0,"90%Cut,Full",100,1.6126162107862798,213.93622732696923
Region-wide,prm15_wcost_re11_c2p1_co2_cut90p_tn,35573727028.385735,33647785870.02956,45006379.40078011,237.95286718879893,4613951801.572766,10201172370.5,447.1541586080857,311833338268.18774,69.26651927781607,1,0,11,1,"90%Cut,Full",101,4.613951801572767,311.83333826818773
Paraguay,prm15_wcost_re3_c2p1_co2_cut90p_tn,2295534390.0300083,18041975.666100003,195435.0,5.110781673540923,0.0,354890645.65000004,0.0312398351999999,7424553474.237031,2.3137718006961085,1,0,3,0,"90%Cut,Full",100,0.0,7.424553474237032
Argentina,prm15_wcost_re2_c2p1_co2_cut90p_tn,5789995703.01924,5159595388.733412,250435.5,50.631753836465606,5293639318.099682,1682695804.525,125.41489247613274,66875234681.81796,10.949841527252651,1,0,2,0,"90%Cut,Full",100,2.6468196590498407,64.2284150227681
Uruguay,prm15_wcost_re13_c2p1_co2_cut90p_tn,260263529.4843576,362975716.5856028,1346725.6951251146,4.708691521352612,0.0,170565854.225,0.6005931707202368,5333277493.117697,0.6245859717650855,1,0,13,1,"90%Cut,Full",101,0.065527291822234,5.398804784939931
