load_zone,scs_id,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,total_costs,operations_cost_total,emis_policy,exist_trd,op_char,fixed_pv,pol,group,split_tx_cost,new_total_cost
Brazil,prm15_wcost_re12_c2p1_co2_cut90p_t1,26475600858.644585,25089421705.32089,3373617.823802548,183.96235349385424,0.0,7114586509.525,201.47089095734023,235530749675.64352,51.56839618178928,1,1,12,1,"90%Cut,Lim",111,0.0,235.53074967564356
Uruguay,prm15_wcost_re18_c2p1_co2_cut90p_t1,263143802.7099858,381342184.7897649,1535566.9381613228,5.9580205610067685,0.0,170565854.225,0.6847917899459426,6604042115.444679,0.646021554437912,1,1,18,1,"90%Cut,Lim",111,0.0,6.60404211544468
Uruguay,prm15_wcost_re11_c2p1_co2_cut90p_t1,261715264.1982461,395790974.9722111,1654701.380846185,5.619946940159333,0.0,170565854.225,0.9204512895999764,6279107880.710637,0.6591609405513033,1,1,11,1,"90%Cut,Lim",111,0.0,6.279107880710636
Brazil,prm15_wcost_re11_c2p1_co2_cut90p_t1,24743302531.29434,22885297156.643307,0.0,174.24655024308188,0.0,7114586509.525,180.81060043180696,221875149931.01956,47.62859968793765,1,1,11,1,"90%Cut,Lim",111,0.0,221.87514993101956
Uruguay,prm15_wcost_re17_c2p1_co2_cut90p_t1,264367085.3174882,399151296.3479296,1447753.6138810408,5.815610000937528,0.0,170565854.225,0.8384140084326419,6480576136.216826,0.6649661352792988,1,1,17,1,"90%Cut,Lim",111,0.0,6.480576136216826
Brazil,prm15_wcost_re15_c2p1_co2_cut90p_t1,26195876834.878166,24714377493.011696,7582593.643522169,180.06817750974668,0.0,7114586509.525,198.06297880438592,230986014431.2801,50.917836921533386,1,1,15,1,"90%Cut,Lim",111,0.0,230.98601443128007
Uruguay,prm15_wcost_re13_c2p1_co2_cut90p_t1,263077184.5221356,379369702.4109705,1363613.9399005205,5.858464540880017,0.0,170565854.225,0.6646188477919315,6502275041.753024,0.6438105008730066,1,1,13,1,"90%Cut,Lim",111,0.0,6.502275041753024
Uruguay,prm15_wcost_re14_c2p1_co2_cut90p_t1,263280353.68909305,383465236.4074264,1447753.613881041,4.568340860686844,0.0,170565854.225,0.703530825433002,5216534204.397245,0.6481933437104005,1,1,14,1,"90%Cut,Lim",111,0.0,5.216534204397244
Argentina,prm15_wcost_re4_c2p1_co2_cut90p_t1,5918086798.269448,5358931201.450922,10044197.264711017,47.79106706805258,0.0,1682695804.525,130.07131945376997,59078129265.03766,11.287062196985085,1,1,4,0,"90%Cut,Lim",110,0.0,59.07812926503767
Argentina,prm15_wcost_re7_c2p1_co2_cut90p_t1,5945935226.229615,5758070940.595559,10034218.663850935,44.47926669145016,0.0,1682695804.525,139.8711123885665,56193307076.93918,11.714040385489024,1,1,7,0,"90%Cut,Lim",110,0.0,56.19330707693918
Argentina,prm15_wcost_re17_c2p1_co2_cut90p_t1,5900145129.444626,5325197881.278736,89626702.8418117,45.66789913206864,0.0,1682695804.525,129.24811249586602,56982868845.633804,11.314969713565176,1,1,17,1,"90%Cut,Lim",111,0.0,56.9828688456338
Region-wide,prm15_wcost_re19_c2p1_co2_cut90p_t1,38487147859.60763,37431511920.88295,310560315.84899646,283.6515472282486,0.0,10201172370.5,448.0947250000019,359880767324.5882,76.22922009633957,1,1,19,1,"90%Cut,Lim",111,0.0,359.88076732458813
Region-wide,prm15_wcost_re1_c2p1_co2_cut90p_t1,35511996013.8103,33836271077.671875,361261762.3659318,246.37738548988565,0.0,10201172370.5,448.09472499999913,316086914343.73376,69.70952885384811,1,1,1,0,"90%Cut,Lim",110,0.0,316.0869143437338
Argentina,prm15_wcost_re16_c2p1_co2_cut90p_t1,5953917062.591116,5545573036.537497,108474981.427076,44.90734286363347,0.0,1682695804.525,134.694838993579,56515307944.18916,11.607965080555688,1,1,16,1,"90%Cut,Lim",111,0.0,56.51530794418915
Region-wide,prm15_wcost_re20_c2p1_co2_cut90p_t1,35649436060.470604,34685365875.48502,261907542.2049173,253.05649420104595,0.0,10201172370.5,448.0947250000005,323653203679.2065,70.59670947816053,1,1,20,1,"90%Cut,Lim",111,0.0,323.65320367920646
Argentina,prm15_wcost_re15_c2p1_co2_cut90p_t1,5861979999.103791,5172449107.450438,84593171.91182551,49.76650843784616,0.0,1682695804.525,125.466193571599,60885530716.3122,11.119022278466057,1,1,15,1,"90%Cut,Lim",111,0.0,60.88553071631221
Region-wide,prm15_wcost_re2_c2p1_co2_cut90p_t1,36208281501.66925,35573382686.13512,461867184.31207263,258.14407345925633,0.0,10201172370.5,448.0947250000002,330387604831.3728,72.24353137211644,1,1,2,0,"90%Cut,Lim",110,0.0,330.3876048313728
Region-wide,prm15_wcost_re3_c2p1_co2_cut90p_t1,38290115513.67571,36779566696.13113,647989875.5505435,267.2399530183605,0.0,10201172370.5,448.0947249999994,342957625103.71783,75.71767208535738,1,1,3,0,"90%Cut,Lim",110,0.0,342.9576251037178
Region-wide,prm15_wcost_re18_c2p1_co2_cut90p_t1,38594048073.17803,37702229592.47628,307582063.08072174,282.328680522718,0.0,10201172370.5,448.0947250000004,358932540251.45306,76.60385972873503,1,1,18,1,"90%Cut,Lim",111,0.0,358.9325402514531
Argentina,prm15_wcost_re14_c2p1_co2_cut90p_t1,5807471805.53892,4951885016.057068,69139263.53993663,48.95632677710873,0.0,1682695804.525,120.07714209397857,59784822862.24465,10.828496085135924,1,1,14,1,"90%Cut,Lim",111,0.0,59.78482286224465
Argentina,prm15_wcost_re13_c2p1_co2_cut90p_t1,5830432599.833593,4855784510.489244,37305330.7036292,52.837730308487984,0.0,1682695804.525,117.75595799667296,63561252749.51446,10.723522441026466,1,1,13,1,"90%Cut,Lim",111,0.0,63.56125274951445
Region-wide,prm15_wcost_re5_c2p1_co2_cut90p_t1,35858006715.418144,35257122988.507774,463197853.5797837,256.0170338415786,0.0,10201172370.5,448.0947249999999,327595361399.0843,71.5783275575057,1,1,5,0,"90%Cut,Lim",110,0.0,327.5953613990844
Region-wide,prm15_wcost_re6_c2p1_co2_cut90p_t1,35520823676.0743,34105508654.092106,420378952.69965,249.7059061527249,0.0,10201172370.5,448.0947249999993,319752617435.59094,70.04671128286606,1,1,6,0,"90%Cut,Lim",110,0.0,319.75261743559093
Argentina,prm15_wcost_re12_c2p1_co2_cut90p_t1,5850994376.311468,5126642037.171572,82777570.68562023,49.15626548341632,0.0,1682695804.525,124.32509475822944,60216679467.58499,11.06041398416866,1,1,12,1,"90%Cut,Lim",111,0.0,60.216679467584974
Region-wide,prm15_wcost_re7_c2p1_co2_cut90p_t1,35708268333.822296,34408538452.79028,520230176.52442807,255.36118710978505,0.0,10201172370.5,448.0947249999997,325998224072.92206,70.637036963137,1,1,7,0,"90%Cut,Lim",110,0.0,325.9982240729221
Argentina,prm15_wcost_re11_c2p1_co2_cut90p_t1,5889075259.576347,5581309811.959908,125628731.32809342,42.20602801886922,0.0,1682695804.525,135.57866499248564,53802041821.73357,11.596013802864348,1,1,11,1,"90%Cut,Lim",111,0.0,53.80204182173357
Region-wide,prm15_wcost_re8_c2p1_co2_cut90p_t1,38164666980.57826,36053277969.33176,680000998.0343734,264.5387537616093,0.0,10201172370.5,448.0947249999987,339436699709.5537,74.89794594794441,1,1,8,0,"90%Cut,Lim",110,0.0,339.4366997095537
Region-wide,prm15_wcost_re9_c2p1_co2_cut90p_t1,38067841641.4953,35845758696.1426,584914249.1629496,265.3650640353813,0.0,10201172370.5,448.09472499999936,339863578622.1822,74.49851458680085,1,1,9,0,"90%Cut,Lim",110,0.0,339.8635786221822
Region-wide,prm15_wcost_re4_c2p1_co2_cut90p_t1,37107410585.30596,35511283400.10511,554302970.2669473,260.74090248674736,0.0,10201172370.5,448.094724999999,333913899442.4253,73.17299695567803,1,1,4,0,"90%Cut,Lim",110,0.0,333.91389944242536
Argentina,prm15_wcost_re18_c2p1_co2_cut90p_t1,5829243758.826891,5000181583.82589,52659358.4985408,46.5599377040911,0.0,1682695804.525,121.26827308945693,57442022405.24242,10.88208470115132,1,1,18,1,"90%Cut,Lim",111,0.0,57.44202240524242
Region-wide,prm15_wcost_re17_c2p1_co2_cut90p_t1,36309147122.557976,35873854274.196465,273838081.87984765,267.53815257427453,0.0,10201172370.5,448.0947250000012,339994992052.9088,72.4568394786343,1,1,17,1,"90%Cut,Lim",111,0.0,339.9949920529088
Region-wide,prm15_wcost_re16_c2p1_co2_cut90p_t1,35781318984.11726,35159223649.99993,261952635.23252183,260.1187151903289,0.0,10201172370.5,448.0947249999997,331321210459.67865,71.20249526934971,1,1,16,1,"90%Cut,Lim",111,0.0,331.3212104596786
Uruguay,prm15_wcost_re4_c2p1_co2_cut90p_t1,262444051.1798334,383648467.0902808,4437273.822901956,5.28340713715641,0.0,170565854.225,0.744040090920792,5933936929.249426,0.6505297920930162,1,1,4,0,"90%Cut,Lim",110,0.0,5.933936929249426
Uruguay,prm15_wcost_re5_c2p1_co2_cut90p_t1,262821418.8558738,377495355.47316617,3183367.400011791,5.169521947788237,0.0,170565854.225,0.6542755596229669,5813022089.517288,0.6435001417290517,1,1,5,0,"90%Cut,Lim",110,0.0,5.813022089517288
Argentina,prm15_wcost_re6_c2p1_co2_cut90p_t1,5900033266.459492,5885772862.796218,21098366.366742443,44.07135019681484,0.0,1682695804.525,142.9980208529879,55878254692.43729,11.806904495622454,1,1,6,0,"90%Cut,Lim",110,0.0,55.878254692437295
Uruguay,prm15_wcost_re6_c2p1_co2_cut90p_t1,262989394.01579303,393721035.6096712,2387376.5417877976,5.455405796026093,0.0,170565854.225,0.8376460616536255,6114503602.193345,0.6590978061672521,1,1,6,0,"90%Cut,Lim",110,0.0,6.114503602193344
Argentina,prm15_wcost_re5_c2p1_co2_cut90p_t1,5901606532.4772415,5634964662.918009,15582364.60865842,48.356718435105336,0.0,1682695804.525,136.84728875419552,59908871995.10925,11.552153560003909,1,1,5,0,"90%Cut,Lim",110,0.0,59.90887199510925
Uruguay,prm15_wcost_re7_c2p1_co2_cut90p_t1,261963251.27643272,384808734.1668643,3703449.396152272,5.683776679090754,0.0,170565854.225,0.779752135053542,6334252113.930204,0.6504754348394493,1,1,7,0,"90%Cut,Lim",110,0.0,6.334252113930203
Uruguay,prm15_wcost_re8_c2p1_co2_cut90p_t1,263516228.26369685,389108612.5821165,5193420.018310477,5.9166901741008,0.0,170565854.225,0.7591703706197627,6574508434.964925,0.6578182608641236,1,1,8,0,"90%Cut,Lim",110,0.0,6.574508434964923
Uruguay,prm15_wcost_re9_c2p1_co2_cut90p_t1,263354766.31848267,380685895.28363925,4520825.958279052,5.935383014936372,0.0,170565854.225,0.6673888605535929,6583944502.496773,0.648561487560401,1,1,9,0,"90%Cut,Lim",110,0.0,6.583944502496773
Argentina,prm15_wcost_re3_c2p1_co2_cut90p_t1,5969875712.223242,5485073396.807143,40168671.28080666,44.93906806582011,0.0,1682695804.525,133.1624446542484,56434185846.131294,11.495117780311192,1,1,3,0,"90%Cut,Lim",110,0.0,56.4341858461313
Region-wide,prm15_wcost_re10_c2p1_co2_cut90p_t1,35481100668.23284,34351781797.58467,322338239.02807915,244.1769701617456,0.0,10201172370.5,448.0947250000015,314332190866.5912,70.15522070484558,1,1,10,0,"90%Cut,Lim",110,0.0,314.3321908665912
Region-wide,prm15_wcost_re11_c2p1_co2_cut90p_t1,35663295588.41513,34866730922.9891,262546832.164855,255.2562995716423,0.0,10201172370.5,448.0947250000008,326048872915.21136,70.79257334356909,1,1,11,1,"90%Cut,Lim",111,0.0,326.0488729152114
Argentina,prm15_wcost_re2_c2p1_co2_cut90p_t1,5915849949.310281,5512822401.633517,9968579.073462658,44.90276372438243,0.0,1682695804.525,133.84369522536764,56341404654.3997,11.43864093001726,1,1,2,0,"90%Cut,Lim",110,0.0,56.34140465439969
Region-wide,prm15_wcost_re12_c2p1_co2_cut90p_t1,37308903711.10948,36311369957.81021,272364803.3429566,272.28043836771866,0.0,10201172370.5,448.0947250000005,346173076839.9813,73.89263847226265,1,1,12,1,"90%Cut,Lim",111,0.0,346.1730768399813
Argentina,prm15_wcost_re20_c2p1_co2_cut90p_t1,5952282599.273745,5636551908.329317,132005977.34579878,43.00506770607023,0.0,1682695804.525,136.94879914238888,54725908191.01909,11.72084048494886,1,1,20,1,"90%Cut,Lim",111,0.0,54.72590819101909
Region-wide,prm15_wcost_re13_c2p1_co2_cut90p_t1,38681634502.81867,38127631027.07332,342075234.4822662,286.9656621840129,0.0,10201172370.5,448.09472500000055,364117002948.3872,77.15134076437427,1,1,13,1,"90%Cut,Lim",111,0.0,364.1170029483872
Region-wide,prm15_wcost_re14_c2p1_co2_cut90p_t1,38275324939.34555,36440730052.94604,293910448.61817265,276.1816652272799,0.0,10201172370.5,448.0947250000016,351191630668.18964,75.00996544090978,1,1,14,1,"90%Cut,Lim",111,0.0,351.1916306681897
Argentina,prm15_wcost_re1_c2p1_co2_cut90p_t1,5928536962.585938,5990826228.320531,20733003.681357577,43.12238692581767,0.0,1682695804.525,145.63060375738215,55062483120.4055,11.940096194587827,1,1,1,0,"90%Cut,Lim",110,0.0,55.0624831204055
Region-wide,prm15_wcost_re15_c2p1_co2_cut90p_t1,37046102314.98827,36062255913.21544,275074512.74997616,268.9675765817176,0.0,10201172370.5,448.09472500000055,342351009322.67126,73.38343274095368,1,1,15,1,"90%Cut,Lim",111,0.0,342.35100932267125
Argentina,prm15_wcost_re19_c2p1_co2_cut90p_t1,5818792727.201192,4844171774.472848,57755209.3432789,51.66380656765619,0.0,1682695804.525,117.47184478255092,62384526278.67351,10.72071971101732,1,1,19,1,"90%Cut,Lim",111,0.0,62.38452627867351
Uruguay,prm15_wcost_re3_c2p1_co2_cut90p_t1,263057441.37690797,380320333.7837915,5167490.9760660045,4.50975350272458,0.0,170565854.225,0.6767188714648211,5158298768.861345,0.6485452661367653,1,1,3,0,"90%Cut,Lim",110,0.0,5.1582987688613455
Brazil,prm15_wcost_re18_c2p1_co2_cut90p_t1,27812573851.232536,26774693565.810944,25814422.41744135,194.59920675137505,0.0,7114586509.525,210.5784700689376,249212288590.836,54.613081839460925,1,1,18,1,"90%Cut,Lim",111,0.0,249.212288590836
Chile,prm15_wcost_re18_c2p1_co2_cut90p_t1,2382169632.587368,5466928937.01778,224308101.47520727,31.841860763280483,0.0,878433556.575,114.57139218382366,39915267434.36084,8.073406671080356,1,1,18,1,"90%Cut,Lim",111,0.0,39.91526743436084
Paraguay,prm15_wcost_re7_c2p1_co2_cut90p_t1,2303404961.6763444,61202219.15792225,4894865.240555052,3.0019250998023685,0.0,354890645.65000004,0.7812578202351409,5371427145.877191,2.369502046074822,1,1,7,0,"90%Cut,Lim",110,0.0,5.371427145877191
Brazil,prm15_wcost_re9_c2p1_co2_cut90p_t1,27381161459.78262,25098017661.76475,131206339.9194834,178.26533056487472,0.0,7114586509.525,212.15797528430213,230875716026.3416,52.610385461466855,1,1,9,0,"90%Cut,Lim",110,0.0,230.8757160263416
Paraguay,prm15_wcost_re11_c2p1_co2_cut90p_t1,2308877520.8099422,94567948.20712124,3527741.164783246,3.019208854571319,0.0,354890645.65000004,1.192524472408226,5426182064.753165,2.4069732101818477,1,1,11,1,"90%Cut,Lim",111,0.0,5.426182064753166
Paraguay,prm15_wcost_re12_c2p1_co2_cut90p_t1,2306817362.5384817,82416808.78781492,3096277.5043304963,3.230223097605712,0.0,354890645.65000004,1.0353001022943586,5622553546.436338,2.392330448830628,1,1,12,1,"90%Cut,Lim",111,0.0,5.62255354643634
Brazil,prm15_wcost_re8_c2p1_co2_cut90p_t1,27475204343.149345,25195484799.26384,211863871.25088665,176.18177871529397,0.0,7114586509.525,209.3294216863641,229064331728.95804,52.88255301366407,1,1,8,0,"90%Cut,Lim",110,0.0,229.06433172895805
Paraguay,prm15_wcost_re13_c2p1_co2_cut90p_t1,2306959894.84617,78730734.15845752,3244183.698259379,3.3983235747096976,0.0,354890645.65000004,0.9688688035829544,5787258387.412585,2.3889348127028867,1,1,13,1,"90%Cut,Lim",111,0.0,5.787258387412584
Brazil,prm15_wcost_re7_c2p1_co2_cut90p_t1,24916771680.28537,22796675171.097378,27785875.16073044,175.12504138796882,0.0,7114586509.525,189.1144124691305,222866274114.5123,47.74123272654347,1,1,7,0,"90%Cut,Lim",110,0.0,222.8662741145123
Paraguay,prm15_wcost_re14_c2p1_co2_cut90p_t1,2306279340.979188,76944495.84141545,2945973.329876029,3.307709448011682,0.0,354890645.65000004,0.9903459516310692,5693879258.162161,2.38616981015048,1,1,14,1,"90%Cut,Lim",111,0.0,5.693879258162161
Paraguay,prm15_wcost_re15_c2p1_co2_cut90p_t1,2306899499.4182878,82860265.967635,3162457.904731317,3.21613382134958,0.0,354890645.65000004,1.040755066968054,5609056044.640234,2.392922223290653,1,1,15,1,"90%Cut,Lim",111,0.0,5.6090560446402336
Brazil,prm15_wcost_re6_c2p1_co2_cut90p_t1,24747477889.843044,22220762870.07204,0.0,168.12969390093264,0.0,7114586509.525,182.43749612888075,215097934660.8477,46.96824075991508,1,1,6,0,"90%Cut,Lim",110,0.0,215.09793466084773
Paraguay,prm15_wcost_re16_c2p1_co2_cut90p_t1,2307670508.4947634,88204288.9831203,3113063.0073074447,3.091759955518348,0.0,354890645.65000004,1.102855733918647,5490747816.003539,2.3989878604851915,1,1,16,1,"90%Cut,Lim",111,0.0,5.490747816003539
Brazil,prm15_wcost_re5_c2p1_co2_cut90p_t1,25147209830.320244,23981958404.058315,42500534.59588238,172.07982643929415,0.0,7114586509.525,197.4592084882997,221251495208.2686,49.17166876897444,1,1,5,0,"90%Cut,Lim",110,0.0,221.25149520826855
Paraguay,prm15_wcost_re17_c2p1_co2_cut90p_t1,2307053444.394919,83717629.52678168,3166435.78134203,3.1937730015077888,0.0,354890645.65000004,1.0521359991691157,5587710511.210832,2.393937509703042,1,1,17,1,"90%Cut,Lim",111,0.0,5.587710511210831
Paraguay,prm15_wcost_re18_c2p1_co2_cut90p_t1,2306917027.821256,79083321.03190354,3264613.751370963,3.369654742964593,0.0,354890645.65000004,0.9917978678362652,5758919705.569123,2.38926496260453,1,1,18,1,"90%Cut,Lim",111,0.0,5.758919705569124
Brazil,prm15_wcost_re4_c2p1_co2_cut90p_t1,26423479315.68977,24604275962.728016,110707797.3663644,172.79619993409938,0.0,7114586509.525,207.68415501126825,223934663009.88354,51.13846307578415,1,1,4,0,"90%Cut,Lim",110,0.0,223.9346630098835
Paraguay,prm15_wcost_re19_c2p1_co2_cut90p_t1,2305958924.752803,74759957.7284702,2971085.368533136,3.350623510019484,0.0,354890645.65000004,0.965657191680468,5734313477.86929,2.3836899678498065,1,1,19,1,"90%Cut,Lim",111,0.0,5.73431347786929
Paraguay,prm15_wcost_re10_c2p1_co2_cut90p_t1,2300940337.4135776,49788643.84478494,1861502.392285301,2.911921348657529,0.0,354890645.65000004,0.6053512455502432,5264511832.308177,2.352590483650648,1,1,10,0,"90%Cut,Lim",110,0.0,5.264511832308176
Chile,prm15_wcost_re10_c2p1_co2_cut90p_t1,2353399643.489271,5643023197.040812,291306161.943018,27.741515048149456,0.0,878433556.575,123.46450084310128,36029244050.62255,8.287729002473101,1,1,10,0,"90%Cut,Lim",110,0.0,36.02924405062256
Chile,prm15_wcost_re9_c2p1_co2_cut90p_t1,2185683287.5065804,4900480814.619832,414476197.0976192,31.8460829576253,0.0,878433556.575,103.23066760788711,39346723256.84933,7.500640299224031,1,1,9,0,"90%Cut,Lim",110,0.0,39.34672325684933
Chile,prm15_wcost_re8_c2p1_co2_cut90p_t1,2173727830.2614307,4941984551.148556,424644181.9525128,31.69124822018767,0.0,878433556.575,104.54865176312497,39231604783.55017,7.540356563362499,1,1,8,0,"90%Cut,Lim",110,0.0,39.23160478355017
Chile,prm15_wcost_re17_c2p1_co2_cut90p_t1,2428777832.050343,5762873978.765825,175875864.94563222,31.34445400865284,0.0,878433556.575,124.35279695048128,39711981684.41464,8.3675276757618,1,1,17,1,"90%Cut,Lim",111,0.0,39.71198168441463
Chile,prm15_wcost_re19_c2p1_co2_cut90p_t1,2362396584.936604,5338329608.537627,221511741.68814865,30.82750871310093,0.0,878433556.575,111.40811462284012,38749746648.263306,7.92223793516238,1,1,19,1,"90%Cut,Lim",111,0.0,38.7497466482633
Chile,prm15_wcost_re1_c2p1_co2_cut90p_t1,2350669766.7157416,5676130314.611729,336865113.0797746,29.26060563913805,0.0,878433556.575,124.31986108306889,37624270833.54529,8.363665194407245,1,1,1,0,"90%Cut,Lim",110,0.0,37.62427083354529
Chile,prm15_wcost_re16_c2p1_co2_cut90p_t1,2435995551.849583,5823976247.4976015,148824454.50932947,30.60987289401089,0.0,878433556.575,126.56055887606288,39018669147.86741,8.408796253856515,1,1,16,1,"90%Cut,Lim",111,0.0,39.018669147867406
Chile,prm15_wcost_re20_c2p1_co2_cut90p_t1,2480362791.845512,5998794195.385336,123685584.54653303,29.75914182355668,0.0,878433556.575,131.62245357652998,38361984395.33405,8.602842571777382,1,1,20,1,"90%Cut,Lim",111,0.0,38.36198439533406
Chile,prm15_wcost_re15_c2p1_co2_cut90p_t1,2416971361.680807,5694419795.383753,178288535.67601612,30.03558098712475,0.0,878433556.575,122.69852915294685,38325260679.865326,8.289679692740576,1,1,15,1,"90%Cut,Lim",111,0.0,38.32526067986532
Chile,prm15_wcost_re2_c2p1_co2_cut90p_t1,2219223144.886997,5116148123.25806,385896479.14077175,27.50263801207501,0.0,878433556.575,110.23024343021524,35223905759.36084,7.721267747285829,1,1,2,0,"90%Cut,Lim",110,0.0,35.22390575936084
Brazil,prm15_wcost_re3_c2p1_co2_cut90p_t1,27611287719.446297,26028008337.88309,203537841.26529783,182.350615264367,0.0,7114586509.525,212.02985307238748,236193449162.96173,53.84283389859469,1,1,3,0,"90%Cut,Lim",110,0.0,236.1934491629617
Chile,prm15_wcost_re3_c2p1_co2_cut90p_t1,2142358039.945783,4824827147.510167,394316419.8643462,32.311918696835434,0.0,878433556.575,101.43612292966306,39673420304.15573,7.361501607320296,1,1,3,0,"90%Cut,Lim",110,0.0,39.67342030415573
Chile,prm15_wcost_re4_c2p1_co2_cut90p_t1,2200582320.052304,5106465122.808345,424677574.4963072,31.792146844740675,0.0,878433556.575,108.85606619913892,39523871862.097626,7.731725017356956,1,1,4,0,"90%Cut,Lim",110,0.0,39.52387186209763
Chile,prm15_wcost_re13_c2p1_co2_cut90p_t1,2359477043.1300893,5325098714.588076,237341868.5354077,31.1311776887184,0.0,878433556.575,110.68665108291016,39053095314.97197,7.921917626253572,1,1,13,1,"90%Cut,Lim",111,0.0,39.053095314971976
Chile,prm15_wcost_re5_c2p1_co2_cut90p_t1,2243122043.772832,5202353866.692402,397211120.9927658,27.38963551055696,0.0,878433556.575,112.36310812990536,35232322542.01496,7.842687031457999,1,1,5,0,"90%Cut,Lim",110,0.0,35.23232254201496
Chile,prm15_wcost_re6_c2p1_co2_cut90p_t1,2307590803.857343,5547866975.12962,392364316.36094725,29.09236246819104,0.0,878433556.575,121.08900938406032,37340184563.53895,8.24782209534791,1,1,6,0,"90%Cut,Lim",110,0.0,37.34018456353895
Chile,prm15_wcost_re12_c2p1_co2_cut90p_t1,2411468629.089754,5625867758.116811,181669583.71532223,30.454471678302443,0.0,878433556.575,120.55206102839146,38673477649.224335,8.219005970921888,1,1,12,1,"90%Cut,Lim",111,0.0,38.67347764922433
Chile,prm15_wcost_re7_c2p1_co2_cut90p_t1,2280193214.354537,5407781387.772556,473811768.0631394,27.07117725147293,0.0,878433556.575,117.548190187014,35232963621.66316,8.161786370190232,1,1,7,0,"90%Cut,Lim",110,0.0,35.23296362166316
Chile,prm15_wcost_re11_c2p1_co2_cut90p_t1,2460325012.5362544,5909765031.20655,131735658.29113214,30.164565514960547,0.0,878433556.575,129.59248381370003,38666391216.99448,8.501825702033935,1,1,11,1,"90%Cut,Lim",111,0.0,38.66639121699448
Chile,prm15_wcost_re14_c2p1_co2_cut90p_t1,2400968250.6063066,5651679997.245377,212469408.03271765,30.0303202268641,0.0,878433556.575,120.89874141171867,38295437882.7485,8.265117655884401,1,1,14,1,"90%Cut,Lim",111,0.0,38.295437882748494
Paraguay,prm15_wcost_re1_c2p1_co2_cut90p_t1,2300484649.709232,44290555.119414166,1483061.796655781,2.9884234196952426,0.0,354890645.65000004,0.5649432675124096,5334681686.320544,2.346258266625302,1,1,1,0,"90%Cut,Lim",110,0.0,5.334681686320544
Argentina,prm15_wcost_re10_c2p1_co2_cut90p_t1,5903896864.099365,5888258068.197408,27342722.859741505,42.882137930947245,0.0,1682695804.525,143.14239274062237,54701635586.10375,11.819497655156514,1,1,10,0,"90%Cut,Lim",110,0.0,54.70163558610376
Paraguay,prm15_wcost_re20_c2p1_co2_cut90p_t1,2310839894.0423493,105416225.88286687,4042425.391626044,2.921505433015997,0.0,354890645.65000004,1.3340364817415964,5341803978.33284,2.420298545316842,1,1,20,1,"90%Cut,Lim",111,0.0,5.34180397833284
Paraguay,prm15_wcost_re5_c2p1_co2_cut90p_t1,2303246889.991949,60350699.36588004,4720465.982465303,3.0213315088339234,0.0,354890645.65000004,0.7708440679762839,5389649564.174217,2.3683180553402945,1,1,5,0,"90%Cut,Lim",110,0.0,5.389649564174217
Brazil,prm15_wcost_re1_c2p1_co2_cut90p_t1,24669780208.681545,21732604829.410717,0.0,166.11533231039328,0.0,7114586509.525,176.73567912120194,212517717348.48557,46.402385038092255,1,1,1,0,"90%Cut,Lim",110,0.0,212.51771734848555
Paraguay,prm15_wcost_re3_c2p1_co2_cut90p_t1,2303536600.683483,61337480.14693224,4799452.164026881,3.128597488613316,0.0,354890645.65000004,0.7895854722356607,5498271021.607758,2.369673532994442,1,1,3,0,"90%Cut,Lim",110,0.0,5.498271021607757
Brazil,prm15_wcost_re20_c2p1_co2_cut90p_t1,24643832720.42916,22537779590.5894,0.0,172.3421812620164,0.0,7114586509.525,177.15753150950374,219523793573.03497,47.18161231101856,1,1,20,1,"90%Cut,Lim",111,0.0,219.5237935730349
Paraguay,prm15_wcost_re2_c2p1_co2_cut90p_t1,2302299631.313159,55075145.13836055,4130473.5517573054,3.0584615847136494,0.0,354890645.65000004,0.7008145870800078,5419966834.716926,2.361505250003277,1,1,2,0,"90%Cut,Lim",110,0.0,5.419966834716926
Brazil,prm15_wcost_re2_c2p1_co2_cut90p_t1,25508921360.802258,24515509559.27472,58640028.86771645,177.46477057426125,0.0,7114586509.525,202.6706432540642,227547841523.206,50.083070948944695,1,1,2,0,"90%Cut,Lim",110,0.0,227.547841523206
Paraguay,prm15_wcost_re6_c2p1_co2_cut90p_t1,2302732321.898632,57384910.48455966,4528893.430172522,2.9570937907602963,0.0,354890645.65000004,0.7325525724167213,5321739916.57366,2.364646125813364,1,1,6,0,"90%Cut,Lim",110,0.0,5.32173991657366
Paraguay,prm15_wcost_re4_c2p1_co2_cut90p_t1,2302818100.114603,57962646.02754706,4436127.316662701,3.07808150269829,0.0,354890645.65000004,0.7391442449010677,5443298376.157104,2.3652168734588126,1,1,4,0,"90%Cut,Lim",110,0.0,5.443298376157102
Brazil,prm15_wcost_re19_c2p1_co2_cut90p_t1,27737056538.578644,26793913712.287693,26874525.83515475,193.03363544337893,0.0,7114586509.525,217.56695057994003,247591480220.08044,54.55784477670149,1,1,19,1,"90%Cut,Lim",111,0.0,247.59148022008043
Argentina,prm15_wcost_re16_c2p1_co2_cut90p_tn,5666809952.963359,4888888323.116409,5567791.107789559,50.72298399923542,4914190004.915742,1682695804.525,118.86056688636316,66198440071.33872,10.561266067187558,1,0,16,1,"90%Cut,Full",101,2.4570950024578715,63.74134506888085
