scenario,technology_wind,load_zone,new_build_mw_wind,cap_mw_wind,new_cap_mw_wind,emis_policy,exist_trd,op_char,fixed_pv,pol,group,technology_solar,new_build_mw_solar,cap_mw_solar,new_cap_mw_solar,pref
prm15_wcost_re2_c2p1_tn,Wind,Paraguay,3724.95670827,80313.0,3724.95670827,0,0,2,0,"NoCut,Full",0,SolarPV,6203.8,11360.1,6203.8,0.375168494678428
prm15_wcost_re2_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,2,0,"NoCut,Full",0,SolarPV,5640.817496071,94117.1,5640.817496071,0.0
prm15_wcost_re2_c2p1_tn,Wind,Brazil,51966.72290521,281991.0,51966.72290521,0,0,2,0,"NoCut,Full",0,SolarPV,119052.69999999912,134739.3,119052.69999999912,0.30386445014501995
prm15_wcost_re2_c2p1_tn,Wind,Argentina,0.0,631578.0,0.0,0,0,2,0,"NoCut,Full",0,SolarPV,4343.287655718,68590.4,4343.287655718,0.0
prm15_wcost_re20_c2p1_tn,Wind,Uruguay,7343.84494025,102552.0,7343.84494025,0,0,20,1,"NoCut,Full",1,SolarPV,2009.1684838231,8111.2,2009.1684838231,0.7851849032257524
prm15_wcost_re20_c2p1_tn,Wind,Paraguay,10031.543306193,80313.0,10031.543306193,0,0,20,1,"NoCut,Full",1,SolarPV,0.0,11360.1,0.0,1.0
prm15_wcost_re20_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,20,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re20_c2p1_tn,Wind,Brazil,110918.999999992,281991.0,110918.999999992,0,0,20,1,"NoCut,Full",1,SolarPV,15725.4,134739.3,15725.4,0.8758302775329901
prm15_wcost_re20_c2p1_tn,Wind,Argentina,12750.0,631578.0,12750.0,0,0,20,1,"NoCut,Full",1,SolarPV,0.0,68590.4,0.0,1.0
prm15_wcost_re4_c2p1_tn,Wind,Uruguay,3898.701463748,102552.0,3898.701463748,0,0,4,0,"NoCut,Full",0,SolarPV,3542.2729781046,8111.2,3542.2729781046,0.523950390397703
prm15_wcost_re4_c2p1_tn,Wind,Paraguay,2238.381143955,80313.0,2238.381143955,0,0,4,0,"NoCut,Full",0,SolarPV,6986.9000299025,11360.1,6986.9000299025,0.2426355470116293
prm15_wcost_re4_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,4,0,"NoCut,Full",0,SolarPV,5640.817496071,94117.1,5640.817496071,0.0
prm15_wcost_re4_c2p1_tn,Wind,Brazil,44673.708703571,281991.0,44673.708703571,0,0,4,0,"NoCut,Full",0,SolarPV,121436.8999999991,134739.3,121436.8999999991,0.26893952801830207
prm15_wcost_re4_c2p1_tn,Wind,Argentina,0.0,631578.0,0.0,0,0,4,0,"NoCut,Full",0,SolarPV,5154.319990803,68590.4,5154.319990803,0.0
prm15_wcost_re3_c2p1_tn,Wind,Paraguay,372.817087962,80313.0,372.817087962,0,0,3,0,"NoCut,Full",0,SolarPV,7852.8,11360.1,7852.8,0.045323905060887064
prm15_wcost_re3_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,3,0,"NoCut,Full",0,SolarPV,5640.817496071,94117.1,5640.817496071,0.0
prm15_wcost_re3_c2p1_tn,Wind,Brazil,30093.0,281991.0,30093.0,0,0,3,0,"NoCut,Full",0,SolarPV,127156.6848417219,134739.3,127156.6848417219,0.19137081279552204
prm15_wcost_re3_c2p1_tn,Wind,Argentina,0.0,631578.0,0.0,0,0,3,0,"NoCut,Full",0,SolarPV,5835.425707009,68590.4,5835.425707009,0.0
prm15_wcost_re3_c2p1_tn,Wind,Uruguay,0.0,102552.0,0.0,0,0,3,0,"NoCut,Full",0,SolarPV,3035.5784417509,8111.2,3035.5784417509,0.0
prm15_wcost_re9_c2p1_tn,Wind,Uruguay,1860.0,102552.0,1860.0,0,0,9,0,"NoCut,Full",0,SolarPV,3246.2004338391,8111.2,3246.2004338391,0.364263021810438
prm15_wcost_re13_c2p1_tn,Wind,Uruguay,0.0,102552.0,0.0,0,0,13,1,"NoCut,Full",1,SolarPV,1939.260881981,8111.2,1939.260881981,0.0
prm15_wcost_re12_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,12,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re12_c2p1_tn,Wind,Brazil,65336.999999999,281991.0,65336.999999999,0,0,12,1,"NoCut,Full",1,SolarPV,89168.0,134739.3,89168.0,0.42287951846218197
prm15_wcost_re12_c2p1_tn,Wind,Argentina,5896.776974482,631578.0,5896.776974482,0,0,12,1,"NoCut,Full",1,SolarPV,0.0,68590.4,0.0,1.0
prm15_wcost_re11_c2p1_tn,Wind,Uruguay,7391.642970647,102552.0,7391.642970647,0,0,11,1,"NoCut,Full",1,SolarPV,2104.8,8111.2,2104.8,0.778359117565827
prm15_wcost_re12_c2p1_tn,Wind,Paraguay,7113.1956125100005,80313.0,7113.1956125100005,0,0,12,1,"NoCut,Full",1,SolarPV,1592.8,11360.1,1592.8,0.817045623396451
prm15_wcost_re16_c2p1_tn,Wind,Argentina,6105.342298145,631578.0,6105.342298145,0,0,16,1,"NoCut,Full",1,SolarPV,0.0,68590.4,0.0,1.0
prm15_wcost_re16_c2p1_tn,Wind,Brazil,91682.99999999611,281991.0,91682.99999999611,0,0,16,1,"NoCut,Full",1,SolarPV,49202.17313864,134739.3,49202.17313864,0.6507640084295934
prm15_wcost_re16_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,16,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re16_c2p1_tn,Wind,Paraguay,10188.984305614,80313.0,10188.984305614,0,0,16,1,"NoCut,Full",1,SolarPV,0.0,11360.1,0.0,1.0
prm15_wcost_re16_c2p1_tn,Wind,Uruguay,7137.706676142,102552.0,7137.706676142,0,0,16,1,"NoCut,Full",1,SolarPV,2180.8867210865,8111.2,2180.8867210865,0.7659639574213924
prm15_wcost_re11_c2p1_tn,Wind,Paraguay,9837.501095999,80313.0,9837.501095999,0,0,11,1,"NoCut,Full",1,SolarPV,0.0,11360.1,0.0,1.0
prm15_wcost_re11_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,11,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re11_c2p1_tn,Wind,Brazil,100860.0007440957,281991.0,100860.0007440957,0,0,11,1,"NoCut,Full",1,SolarPV,21056.7,134739.3,21056.7,0.8272861726778663
prm15_wcost_re11_c2p1_tn,Wind,Argentina,8991.0,631578.0,8991.0,0,0,11,1,"NoCut,Full",1,SolarPV,0.0,68590.4,0.0,1.0
prm15_wcost_re12_c2p1_tn,Wind,Uruguay,4826.99999999938,102552.0,4826.99999999938,0,0,12,1,"NoCut,Full",1,SolarPV,2288.33052669,8111.2,2288.33052669,0.6783943461085125
prm15_wcost_re15_c2p1_tn,Wind,Paraguay,7161.0,80313.0,7161.0,0,0,15,1,"NoCut,Full",1,SolarPV,932.801171671,11360.1,932.801171671,0.8847511630337691
prm15_wcost_re14_c2p1_tn,Wind,Argentina,4185.0,631578.0,4185.0,0,0,14,1,"NoCut,Full",1,SolarPV,239.0,68590.4,239.0,0.9459764918625678
prm15_wcost_re14_c2p1_tn,Wind,Brazil,62465.9999999999,281991.0,62465.9999999999,0,0,14,1,"NoCut,Full",1,SolarPV,97692.94983946392,134739.3,97692.94983946392,0.3900250348957272
prm15_wcost_re14_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,14,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re14_c2p1_tn,Wind,Paraguay,6192.000057304,80313.0,6192.000057304,0,0,14,1,"NoCut,Full",1,SolarPV,2914.9334021693,11360.1,2914.9334021693,0.6799215218667157
prm15_wcost_re14_c2p1_tn,Wind,Uruguay,3932.0165045322,102552.0,3932.0165045322,0,0,14,1,"NoCut,Full",1,SolarPV,2104.8,8111.2,2104.8,0.6513394106943948
prm15_wcost_re17_c2p1_tn,Wind,Uruguay,7178.948707212,102552.0,7178.948707212,0,0,17,1,"NoCut,Full",1,SolarPV,2417.2087402359,8111.2,2417.2087402359,0.7481065985553669
prm15_wcost_re13_c2p1_tn,Wind,Paraguay,5287.18857526,80313.0,5287.18857526,0,0,13,1,"NoCut,Full",1,SolarPV,5621.4,11360.1,5621.4,0.48468127098046526
prm15_wcost_re13_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,13,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re13_c2p1_tn,Wind,Brazil,40070.306355836,281991.0,40070.306355836,0,0,13,1,"NoCut,Full",1,SolarPV,113343.5010916327,134739.3,113343.5010916327,0.26119100374688703
prm15_wcost_re15_c2p1_tn,Wind,Uruguay,6957.512015371,102552.0,6957.512015371,0,0,15,1,"NoCut,Full",1,SolarPV,2466.7153845876,8111.2,2466.7153845876,0.7382580788958429
prm15_wcost_re13_c2p1_tn,Wind,Argentina,0.0,631578.0,0.0,0,0,13,1,"NoCut,Full",1,SolarPV,501.9,68590.4,501.9,0.0
prm15_wcost_re15_c2p1_tn,Wind,Argentina,5786.311695487,631578.0,5786.311695487,0,0,15,1,"NoCut,Full",1,SolarPV,0.0,68590.4,0.0,1.0
prm15_wcost_re15_c2p1_tn,Wind,Brazil,72176.999999997,281991.0,72176.999999997,0,0,15,1,"NoCut,Full",1,SolarPV,82626.5,134739.3,82626.5,0.4662491481135659
prm15_wcost_re15_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,15,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re10_c2p1_tn,Wind,Brazil,86802.633739102,281991.0,86802.633739102,0,0,10,0,"NoCut,Full",0,SolarPV,95553.9750266985,134739.3,95553.9750266985,0.4760048693962175
prm15_wcost_re17_c2p1_tn,Wind,Paraguay,7647.59229429,80313.0,7647.59229429,0,0,17,1,"NoCut,Full",1,SolarPV,516.7,11360.1,516.7,0.9367122119866564
prm15_wcost_re17_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,17,1,"NoCut,Full",1,SolarPV,0.0,94117.1,0.0,
prm15_wcost_re17_c2p1_tn,Wind,Brazil,80016.0,281991.0,80016.0,0,0,17,1,"NoCut,Full",1,SolarPV,78954.2,134739.3,78954.2,0.503339619626823
prm15_wcost_re17_c2p1_tn,Wind,Argentina,5752.827760466,631578.0,5752.827760466,0,0,17,1,"NoCut,Full",1,SolarPV,0.0,68590.4,0.0,1.0
prm15_wcost_re10_c2p1_tn,Wind,Chile,0.0,25245.0,0.0,0,0,10,0,"NoCut,Full",0,SolarPV,5640.817496071,94117.1,5640.817496071,0.0
prm15_wcost_re10_c2p1_tn,Wind,Paraguay,7376.124352465,80313.0,7376.124352465,0,0,10,0,"NoCut,Full",0,SolarPV,2013.1,11360.1,2013.1,0.7855946429194132
prm15_wcost_re10_c2p1_tn,Wind,Uruguay,6705.628166045,102552.0,6705.628166045,0,0,10,0,"NoCut,Full",0,SolarPV,2782.784271388,8111.2,2782.784271388,0.706717610586829
prm15_wcost_re10_c2p1_tn,Wind,Argentina,12750.0,631578.0,12750.0,0,0,10,0,"NoCut,Full",0,SolarPV,2309.4,68590.4,2309.4,0.8466472767839356
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,Chile,12875.200395445365,25245.0,12875.200395445365,1,1,9,0,"90%Cut,Lim",110,SolarPV,32768.6,94117.1,32768.6,0.28207993821500754
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,Argentina,69558.55394155455,631578.0,69558.55394155455,1,1,9,0,"90%Cut,Lim",110,SolarPV,30287.002873221045,68590.4,30287.002873221045,0.6966614856041442
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,Paraguay,3542.838521690292,80313.0,3542.838521690292,1,1,9,0,"90%Cut,Lim",110,SolarPV,8828.283137729124,11360.1,8828.283137729124,0.2863797333197158
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,Uruguay,7923.470883205544,102552.0,7923.470883205544,1,1,9,0,"90%Cut,Lim",110,SolarPV,4123.783337917368,8111.2,4123.783337917368,0.6576993178506202
prm15_wcost_re4_c2p1_co2_cut90p_t1,Wind,Uruguay,7720.197643403621,102552.0,7720.197643403621,1,1,4,0,"90%Cut,Lim",110,SolarPV,3637.251736029974,8111.2,3637.251736029974,0.6797474842708595
prm15_wcost_re9_c2p1_co2_cut90p_t1,Wind,Brazil,176359.95563530255,281991.0,176359.95563530255,1,1,9,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5668928884935905
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Uruguay,7271.489440037978,102552.0,7271.489440037978,1,1,11,1,"90%Cut,Lim",111,SolarPV,3565.438288763258,8111.2,3565.438288763258,0.6709917812511184
prm15_wcost_re4_c2p1_co2_cut90p_t1,Wind,Paraguay,3445.900749174372,80313.0,3445.900749174372,1,1,4,0,"90%Cut,Lim",110,SolarPV,8721.909531608966,11360.1,8721.909531608966,0.2831980997120323
prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Uruguay,9259.785077812045,102552.0,9259.785077812045,1,1,13,1,"90%Cut,Lim",111,SolarPV,4297.693048752998,8111.2,4297.693048752998,0.6830020296819117
prm15_wcost_re4_c2p1_co2_cut90p_t1,Wind,Chile,11997.94668577228,25245.0,11997.94668577228,1,1,4,0,"90%Cut,Lim",110,SolarPV,32261.476099444877,94117.1,32261.476099444877,0.2710823126635905
prm15_wcost_re4_c2p1_co2_cut90p_t1,Wind,Argentina,75704.04374297378,631578.0,75704.04374297378,1,1,4,0,"90%Cut,Lim",110,SolarPV,25531.35758698345,68590.4,25531.35758698345,0.7478020805807949
prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,Brazil,153371.50501544285,281991.0,153371.50501544285,1,1,3,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5323351375427314
prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,Argentina,65879.45336513271,631578.0,65879.45336513271,1,1,3,0,"90%Cut,Lim",110,SolarPV,32313.4,68590.4,32313.4,0.6709190242202071
prm15_wcost_re10_c2p1_co2_cut90p_t1,Wind,Paraguay,3306.0138696280374,80313.0,3306.0138696280374,1,1,10,0,"90%Cut,Lim",110,SolarPV,7852.8,11360.1,7852.8,0.29626929064802465
prm15_wcost_re10_c2p1_co2_cut90p_t1,Wind,Chile,12928.15906444478,25245.0,12928.15906444478,1,1,10,0,"90%Cut,Lim",110,SolarPV,27585.5,94117.1,27585.5,0.3191061820380147
prm15_wcost_re10_c2p1_co2_cut90p_t1,Wind,Brazil,171362.0143177098,281991.0,171362.0143177098,1,1,10,0,"90%Cut,Lim",110,SolarPV,133852.4,134739.3,133852.4,0.5614479732249221
prm15_wcost_re10_c2p1_co2_cut90p_t1,Wind,Argentina,60479.03230379957,631578.0,60479.03230379957,1,1,10,0,"90%Cut,Lim",110,SolarPV,18584.7,68590.4,18584.7,0.7649402645376144
prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,Chile,12885.562973823377,25245.0,12885.562973823377,1,1,3,0,"90%Cut,Lim",110,SolarPV,33449.18780262429,94117.1,33449.18780262429,0.2780971680627494
prm15_wcost_re4_c2p1_co2_cut90p_t1,Wind,Brazil,180777.0,281991.0,180777.0,1,1,4,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5729561357051918
prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,Paraguay,3643.8689135955656,80313.0,3643.8689135955656,1,1,3,0,"90%Cut,Lim",110,SolarPV,8842.31366333866,11360.1,8842.31366333866,0.29183210249759595
prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Uruguay,8348.681297129191,102552.0,8348.681297129191,1,1,14,1,"90%Cut,Lim",111,SolarPV,4135.218068949216,8111.2,4135.218068949216,0.6687558952785583
prm15_wcost_re10_c2p1_co2_cut90p_t1,Wind,Uruguay,6754.501834606377,102552.0,6754.501834606377,1,1,10,0,"90%Cut,Lim",110,SolarPV,3118.4815852447277,8111.2,3118.4815852447277,0.684139894434082
prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Argentina,77807.47342537371,631578.0,77807.47342537371,1,1,14,1,"90%Cut,Lim",111,SolarPV,17624.0,68590.4,17624.0,0.8153229813245861
prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Brazil,186195.0,281991.0,186195.0,1,1,14,1,"90%Cut,Lim",111,SolarPV,134739.3,134739.3,134739.3,0.5801654731201994
prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Chile,19479.0,25245.0,19479.0,1,1,14,1,"90%Cut,Lim",111,SolarPV,26973.69866234388,94117.1,26973.69866234388,0.41932978192697196
prm15_wcost_re14_c2p1_co2_cut90p_t1,Wind,Paraguay,4031.1323388154815,80313.0,4031.1323388154815,1,1,14,1,"90%Cut,Lim",111,SolarPV,8836.099402869211,11360.1,8836.099402869211,0.3132866819951818
prm15_wcost_re3_c2p1_co2_cut90p_t1,Wind,Uruguay,8291.034070977801,102552.0,8291.034070977801,1,1,3,0,"90%Cut,Lim",110,SolarPV,4014.8801561258992,8111.2,4014.8801561258992,0.6737438533999246
prm15_wcost_re5_c2p1_co2_cut90p_t1,Wind,Uruguay,7339.146823762285,102552.0,7339.146823762285,1,1,5,0,"90%Cut,Lim",110,SolarPV,3506.3,8111.2,3506.3,0.6767030388902256
prm15_wcost_re5_c2p1_co2_cut90p_t1,Wind,Argentina,72322.09512219181,631578.0,72322.09512219181,1,1,5,0,"90%Cut,Lim",110,SolarPV,24251.70764774589,68590.4,24251.70764774589,0.7488790235844874
prm15_wcost_re7_c2p1_co2_cut90p_t1,Wind,Argentina,70171.25514200248,631578.0,70171.25514200248,1,1,7,0,"90%Cut,Lim",110,SolarPV,23165.5,68590.4,23165.5,0.7518073135844928
prm15_wcost_re7_c2p1_co2_cut90p_t1,Wind,Brazil,190527.0,281991.0,190527.0,1,1,7,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5857569628332231
prm15_wcost_re7_c2p1_co2_cut90p_t1,Wind,Chile,11509.687408479009,25245.0,11509.687408479009,1,1,7,0,"90%Cut,Lim",110,SolarPV,31378.057604471174,94117.1,31378.057604471174,0.2683677447952462
prm15_wcost_re7_c2p1_co2_cut90p_t1,Wind,Paraguay,3382.244762046632,80313.0,3382.244762046632,1,1,7,0,"90%Cut,Lim",110,SolarPV,8474.602747232897,11360.1,8474.602747232897,0.2852566636620387
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Argentina,68459.2209666828,631578.0,68459.2209666828,1,1,11,1,"90%Cut,Lim",111,SolarPV,9660.6,68590.4,9660.6,0.8763361221204009
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Chile,22716.0,25245.0,22716.0,1,1,11,1,"90%Cut,Lim",111,SolarPV,18261.985324275887,94117.1,18261.985324275887,0.5543464330966693
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Paraguay,4282.587154236233,80313.0,4282.587154236233,1,1,11,1,"90%Cut,Lim",111,SolarPV,6640.8,11360.1,6640.8,0.3920567030873194
prm15_wcost_re8_c2p1_co2_cut90p_t1,Wind,Uruguay,7980.044037419995,102552.0,7980.044037419995,1,1,8,0,"90%Cut,Lim",110,SolarPV,3909.0785665115086,8111.2,3909.0785665115086,0.6712054626117783
prm15_wcost_re8_c2p1_co2_cut90p_t1,Wind,Paraguay,3590.676922561538,80313.0,3590.676922561538,1,1,8,0,"90%Cut,Lim",110,SolarPV,8788.065045801102,11360.1,8788.065045801102,0.2900679997804724
prm15_wcost_re8_c2p1_co2_cut90p_t1,Wind,Chile,12025.09249075339,25245.0,12025.09249075339,1,1,8,0,"90%Cut,Lim",110,SolarPV,33007.93586470315,94117.1,33007.93586470315,0.2670282885671476
prm15_wcost_re7_c2p1_co2_cut90p_t1,Wind,Uruguay,7492.366717376604,102552.0,7492.366717376604,1,1,7,0,"90%Cut,Lim",110,SolarPV,3601.804186456867,8111.2,3601.804186456867,0.6753426445582967
prm15_wcost_re8_c2p1_co2_cut90p_t1,Wind,Brazil,161256.44006544753,281991.0,161256.44006544753,1,1,8,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5447931109744761
prm15_wcost_re8_c2p1_co2_cut90p_t1,Wind,Argentina,69033.0,631578.0,69033.0,1,1,8,0,"90%Cut,Lim",110,SolarPV,29626.81946830824,68590.4,29626.81946830824,0.6997073415705465
prm15_wcost_re11_c2p1_co2_cut90p_t1,Wind,Brazil,194649.0,281991.0,194649.0,1,1,11,1,"90%Cut,Lim",111,SolarPV,130357.88481820044,134739.3,130357.88481820044,0.5989073127139478
prm15_wcost_re5_c2p1_co2_cut90p_t1,Wind,Brazil,188439.0,281991.0,188439.0,1,1,5,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5830806090631704
prm15_wcost_re5_c2p1_co2_cut90p_t1,Wind,Chile,12056.537581529215,25245.0,12056.537581529215,1,1,5,0,"90%Cut,Lim",110,SolarPV,32696.63723209224,94117.1,32696.63723209224,0.26940072144020466
prm15_wcost_re5_c2p1_co2_cut90p_t1,Wind,Paraguay,3377.9084346997256,80313.0,3377.9084346997256,1,1,5,0,"90%Cut,Lim",110,SolarPV,8544.129620928046,11360.1,8544.129620928046,0.2833331364099439
prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Paraguay,3883.575666491688,80313.0,3883.575666491688,1,1,13,1,"90%Cut,Lim",111,SolarPV,9523.2,11360.1,9523.2,0.2896726075754462
prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Chile,18547.477370305576,25245.0,18547.477370305576,1,1,13,1,"90%Cut,Lim",111,SolarPV,27894.65026752098,94117.1,27894.65026752098,0.3993675206903931
prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Brazil,173740.0741873388,281991.0,173740.0741873388,1,1,13,1,"90%Cut,Lim",111,SolarPV,134739.3,134739.3,134739.3,0.563214557359115
prm15_wcost_re13_c2p1_co2_cut90p_t1,Wind,Argentina,77452.66279824603,631578.0,77452.66279824603,1,1,13,1,"90%Cut,Lim",111,SolarPV,20179.9,68590.4,20179.9,0.7933076893443738
prm15_wcost_re6_c2p1_co2_cut90p_t1,Wind,Argentina,65578.02932657763,631578.0,65578.02932657763,1,1,6,0,"90%Cut,Lim",110,SolarPV,21072.82713390312,68590.4,21072.82713390312,0.756807630129843
prm15_wcost_re6_c2p1_co2_cut90p_t1,Wind,Brazil,180420.03506389307,281991.0,180420.03506389307,1,1,6,0,"90%Cut,Lim",110,SolarPV,134739.3,134739.3,134739.3,0.5724724448581415
prm15_wcost_re6_c2p1_co2_cut90p_t1,Wind,Chile,12277.034443390983,25245.0,12277.034443390983,1,1,6,0,"90%Cut,Lim",110,SolarPV,29998.08845118185,94117.1,29998.08845118185,0.29040801310046754
prm15_wcost_re6_c2p1_co2_cut90p_t1,Wind,Paraguay,3254.73310788188,80313.0,3254.73310788188,1,1,6,0,"90%Cut,Lim",110,SolarPV,8389.94473001628,11360.1,8389.94473001628,0.2795039204338651
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Uruguay,8086.359333072402,102552.0,8086.359333072402,1,1,12,1,"90%Cut,Lim",111,SolarPV,4098.635287214651,8111.2,4098.635287214651,0.6636325731001352
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Paraguay,4091.712972131847,80313.0,4091.712972131847,1,1,12,1,"90%Cut,Lim",111,SolarPV,8312.7,11360.1,8312.7,0.3298594606068357
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Chile,19296.0,25245.0,19296.0,1,1,12,1,"90%Cut,Lim",111,SolarPV,27031.553841346264,94117.1,27031.553841346264,0.416512386258969
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Brazil,192963.0,281991.0,192963.0,1,1,12,1,"90%Cut,Lim",111,SolarPV,134739.3,134739.3,134739.3,0.5888362699926122
prm15_wcost_re12_c2p1_co2_cut90p_t1,Wind,Argentina,75355.81825359837,631578.0,75355.81825359837,1,1,12,1,"90%Cut,Lim",111,SolarPV,17624.0,68590.4,17624.0,0.8104534905420947
prm15_wcost_re6_c2p1_co2_cut90p_t1,Wind,Uruguay,7018.095214439476,102552.0,7018.095214439476,1,1,6,0,"90%Cut,Lim",110,SolarPV,3177.681236273841,8111.2,3177.681236273841,0.6883335710983027
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Argentina,63047.5644383629,631578.0,63047.5644383629,1,1,1,0,"90%Cut,Lim",110,SolarPV,18213.0,68590.4,18213.0,0.7758691423585327
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Brazil,173863.70084141617,281991.0,173863.70084141617,1,1,1,0,"90%Cut,Lim",110,SolarPV,134366.2,134739.3,134366.2,0.5640714945785509
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Chile,12324.5913361675,25245.0,12324.5913361675,1,1,1,0,"90%Cut,Lim",110,SolarPV,29276.438614299837,94117.1,29276.438614299837,0.2962568799580657
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Paraguay,3269.351032344911,80313.0,3269.351032344911,1,1,1,0,"90%Cut,Lim",110,SolarPV,8145.547817718256,11360.1,8145.547817718256,0.28641086314372544
prm15_wcost_re1_c2p1_co2_cut90p_t1,Wind,Uruguay,6734.288667423786,102552.0,6734.288667423786,1,1,1,0,"90%Cut,Lim",110,SolarPV,3231.617843309725,8111.2,3231.617843309725,0.6757326752133187
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Uruguay,7419.561170495035,102552.0,7419.561170495035,1,1,16,1,"90%Cut,Lim",111,SolarPV,3781.507642521961,8111.2,3781.507642521961,0.6623976063670467
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Paraguay,4118.586565497107,80313.0,4118.586565497107,1,1,16,1,"90%Cut,Lim",111,SolarPV,7396.158234474257,11360.1,7396.158234474257,0.357679361292258
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Chile,22500.0,25245.0,22500.0,1,1,16,1,"90%Cut,Lim",111,SolarPV,20033.10943371516,94117.1,20033.10943371516,0.5289996499095524
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Brazil,201301.7220496492,281991.0,201301.7220496492,1,1,16,1,"90%Cut,Lim",111,SolarPV,134026.7,134739.3,134026.7,0.600312138229202
prm15_wcost_re16_c2p1_co2_cut90p_t1,Wind,Argentina,69333.06180287243,631578.0,69333.06180287243,1,1,16,1,"90%Cut,Lim",111,SolarPV,9950.099501600482,68590.4,9950.099501600482,0.8744992084335677
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Argentina,66308.53664347358,631578.0,66308.53664347358,1,1,20,1,"90%Cut,Lim",111,SolarPV,8527.2,68590.4,8527.2,0.8860544389290294
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Brazil,199054.5865167449,281991.0,199054.5865167449,1,1,20,1,"90%Cut,Lim",111,SolarPV,125715.4,134739.3,125715.4,0.6129094275356686
prm15_wcost_re20_c2p1_co2_cut90p_t1,Wind,Chile,22500.0,25245.0,22500.0,1,1,20,1,"90%Cut,Lim",111,SolarPV,16023.398493621116,94117.1,16023.398493621116,0.5840606197743861
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Argentina,76930.08192392367,631578.0,76930.08192392367,1,1,18,1,"90%Cut,Lim",111,SolarPV,17481.1,68590.4,17481.1,0.8148407885192431
prm15_wcost_re18_c2p1_co2_cut90p_t1,Wind,Brazil,169283.03230745532,281991.0,169283.03230745532,1,1,18,1,"90%Cut,Lim",111,SolarPV,134739.3,134739.3,134739.3,0.5568111757535652
