scs_id,load_zone,total_costs,added_cost_$M,new_tot_cost,emis_policy,op_char,fixed_pv,pol,group
prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,Argentina,58858755091.71217,359.93217908452334,59.21868727079669,1,5,0,90%Cut,10
prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,Brazil,214255239755.88818,11993.675222385484,226.24891497827366,1,5,0,90%Cut,10
prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,Chile,29726374874.365784,3672.9675520836336,33.399342426449415,1,5,0,90%Cut,10
prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,Paraguay,6787458623.349813,5.667794953583409,6.793126418303396,1,5,0,90%Cut,10
prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,Region-wide,316376185900.736,16120.186963272483,332.49637286400855,1,5,0,90%Cut,10
prm15_fix_wcost_re5_c2p1_co2_cut90p_tnt1,Uruguay,6748357555.420079,87.94421476525893,6.836301770185338,1,5,0,90%Cut,10
prm15_fix_wcost_re5_c2p1_tnt1,Argentina,52102339720.99941,0.0,52.10233972099941,0,5,0,NoCut,00
prm15_fix_wcost_re5_c2p1_tnt1,Brazil,213266833327.4087,1301.4506872811628,214.56828401468985,0,5,0,NoCut,00
prm15_fix_wcost_re5_c2p1_tnt1,Chile,26391637553.39652,0.0,26.39163755339652,0,5,0,NoCut,00
prm15_fix_wcost_re5_c2p1_tnt1,Paraguay,3482129969.203618,157.13768824768897,3.639267657451307,0,5,0,NoCut,00
prm15_fix_wcost_re5_c2p1_tnt1,Region-wide,300324212644.28986,1458.5883755288519,301.78280101981875,0,5,0,NoCut,00
prm15_fix_wcost_re5_c2p1_tnt1,Uruguay,5081272073.281606,0.0,5.081272073281606,0,5,0,NoCut,00
prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,Argentina,57343180263.439575,417.77983018318207,57.760960093622764,1,6,0,90%Cut,10
prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,Brazil,209329184603.96167,9752.526912588368,219.08171151655006,1,6,0,90%Cut,10
prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,Chile,31714672308.315605,2586.831686122056,34.30150399443767,1,6,0,90%Cut,10
prm15_fix_wcost_re6_c2p1_co2_cut90p_tnt1,Paraguay,5670698793.511968,8.367886988491868,5.679066680500459,1,6,0,90%Cut,10
