project,specified,new_build,capacity_type
p_solar_Argentina_AR421,,,gen_spec
p_solar_Argentina_AR422,,,gen_spec
p_solar_Argentina_AR423,,,gen_spec
p_solar_Argentina_AR424,,,gen_spec
p_solar_Argentina_AR430,,,gen_spec
p_solar_Argentina_AR431,,,gen_spec
p_solar_Argentina_AR432,,,gen_spec
p_solar_Argentina_AR434,,,gen_spec
p_solar_Argentina_AR435,,,gen_spec
p_solar_Argentina_AR436,,,gen_spec
p_solar_Argentina_AR437,,,gen_spec
p_solar_Argentina_AR438,,,gen_spec
p_solar_Argentina_AR439,,,gen_spec
p_solar_Argentina_AR440,,,gen_spec
p_solar_Argentina_AR447,,,gen_spec
p_solar_Argentina_AR448,,,gen_spec
p_solar_Argentina_AR449,,,gen_spec
p_solar_Argentina_AR450,,,gen_spec
p_solar_Argentina_AR451,,,gen_spec
p_solar_Argentina_AR452,,,gen_spec
p_solar_Argentina_AR453,,,gen_spec
p_solar_Argentina_AR454,,,gen_spec
p_solar_Argentina_AR455,,,gen_spec
p_solar_Argentina_AR456,,,gen_spec
p_solar_Argentina_AR457,,,gen_spec
p_solar_Argentina_AR458,,,gen_spec
p_solar_Argentina_AR459,,,gen_spec
p_solar_Argentina_AR460,,,gen_spec
p_solar_Argentina_AR461,,,gen_spec
p_solar_Argentina_AR462,,,gen_spec
p_solar_Argentina_AR463,,,gen_spec
p_solar_Argentina_AR464,,,gen_spec
p_solar_Argentina_AR465,,,gen_spec
p_solar_Argentina_AR466,,,gen_spec
p_solar_Argentina_AR467,,,gen_spec
p_solar_Argentina_AR468,,,gen_spec
p_solar_Argentina_AR469,,,gen_spec
p_solar_Argentina_AR470,,,gen_spec
p_solar_Argentina_AR471,,,gen_spec
p_solar_Argentina_AR472,,,gen_spec
p_solar_Argentina_AR473,,,gen_spec
p_solar_Argentina_AR474,,,gen_spec
p_solar_Argentina_AR475,,,gen_spec
p_solar_Argentina_AR476,,,gen_spec
p_solar_Argentina_AR479,,,gen_spec
p_solar_Argentina_AR480,,,gen_spec
p_solar_Argentina_AR481,,,gen_spec
p_solar_Argentina_AR482,,,gen_spec
p_solar_Argentina_AR483,,,gen_spec
p_solar_Argentina_AR484,,,gen_spec
p_solar_Argentina_AR485,,,gen_spec
p_solar_Argentina_AR486,,,gen_spec
p_solar_Argentina_AR487,,,gen_spec
p_solar_Argentina_AR488,,,gen_spec
p_solar_Argentina_AR489,,,gen_spec
p_solar_Argentina_AR490,,,gen_spec
p_solar_Argentina_AR497,,,gen_spec
p_solar_Argentina_AR498,,,gen_spec
p_solar_Argentina_AR499,,,gen_spec
p_solar_Argentina_AR500,,,gen_spec
p_solar_Argentina_AR502,,,gen_spec
p_solar_Argentina_AR503,,,gen_spec
p_solar_Argentina_AR504,,,gen_spec
p_solar_Argentina_AR505,,,gen_spec
p_solar_Argentina_AR506,,,gen_spec
p_solar_Argentina_AR507,,,gen_spec
p_solar_Argentina_AR508,,,gen_spec
p_solar_Argentina_AR509,,,gen_spec
p_solar_Argentina_AR510,,,gen_spec
p_solar_Argentina_AR511,,,gen_spec
p_solar_Argentina_AR512,,,gen_spec
p_solar_Argentina_AR513,,,gen_spec
p_solar_Argentina_AR514,,,gen_spec
p_solar_Argentina_AR515,,,gen_spec
p_solar_Argentina_AR516,,,gen_spec
p_solar_Argentina_AR517,,,gen_spec
p_solar_Argentina_AR518,,,gen_spec
p_solar_Argentina_AR519,,,gen_spec
p_solar_Argentina_AR520,,,gen_spec
p_solar_Argentina_AR521,,,gen_spec
p_solar_Argentina_AR522,,,gen_spec
p_solar_Argentina_AR523,,,gen_spec
p_solar_Argentina_AR524,,,gen_spec
p_solar_Argentina_AR525,,,gen_spec
p_solar_Argentina_AR526,,,gen_spec
p_solar_Argentina_AR528,,,gen_spec
p_solar_Argentina_AR529,,,gen_spec
p_solar_Argentina_AR530,,,gen_spec
p_solar_Argentina_AR531,,,gen_spec
p_solar_Argentina_AR532,,,gen_spec
p_solar_Argentina_AR533,,,gen_spec
p_solar_Argentina_AR534,,,gen_spec
p_solar_Argentina_AR535,,,gen_spec
p_solar_Argentina_AR537,,,gen_spec
p_solar_Argentina_AR538,,,gen_spec
p_solar_Argentina_AR539,,,gen_spec
p_solar_Argentina_AR549,,,gen_spec
p_solar_Argentina_AR550,,,gen_spec
p_solar_Argentina_AR551,,,gen_spec
p_solar_Argentina_AR552,,,gen_spec
p_solar_Argentina_AR553,,,gen_spec
p_solar_Argentina_AR554,,,gen_spec
p_solar_Argentina_AR555,,,gen_spec
p_solar_Argentina_AR556,,,gen_spec
p_solar_Argentina_AR557,,,gen_spec
p_solar_Argentina_AR558,,,gen_spec
p_solar_Argentina_AR559,,,gen_spec
p_solar_Argentina_AR560,,,gen_spec
p_solar_Argentina_AR561,,,gen_spec
p_solar_Argentina_AR562,,,gen_spec
p_solar_Argentina_AR563,,,gen_spec
p_solar_Argentina_AR564,,,gen_spec
p_solar_Argentina_AR565,,,gen_spec
p_solar_Argentina_AR566,,,gen_spec
p_solar_Argentina_AR567,,,gen_spec
p_solar_Argentina_AR568,,,gen_spec
p_solar_Argentina_AR569,,,gen_spec
p_solar_Argentina_AR570,,,gen_spec
p_solar_Argentina_AR571,,,gen_spec
p_solar_Argentina_AR572,,,gen_spec
p_solar_Argentina_AR573,,,gen_spec
p_solar_Argentina_AR574,,,gen_spec
p_solar_Argentina_AR576,,,gen_spec
p_solar_Argentina_AR577,,,gen_spec
p_solar_Argentina_AR578,,,gen_spec
p_solar_Argentina_AR579,,,gen_spec
p_solar_Argentina_AR580,,,gen_spec
p_solar_Argentina_AR581,,,gen_spec
p_solar_Argentina_AR582,,,gen_spec
p_solar_Argentina_AR583,,,gen_spec
p_solar_Argentina_AR584,,,gen_spec
p_solar_Argentina_AR585,,,gen_spec
p_solar_Argentina_AR586,,,gen_spec
p_solar_Argentina_AR600,,,gen_spec
p_solar_Argentina_AR601,,,gen_spec
p_solar_Argentina_AR602,,,gen_spec
p_solar_Argentina_AR603,,,gen_spec
p_solar_Argentina_AR604,,,gen_spec
p_solar_Argentina_AR605,,,gen_spec
p_solar_Argentina_AR606,,,gen_spec
p_solar_Argentina_AR607,,,gen_spec
p_solar_Argentina_AR608,,,gen_spec
p_solar_Argentina_AR609,,,gen_spec
p_solar_Argentina_AR610,,,gen_spec
p_solar_Argentina_AR611,,,gen_spec
p_solar_Argentina_AR612,,,gen_spec
p_solar_Argentina_AR613,,,gen_spec
p_solar_Argentina_AR614,,,gen_spec
p_solar_Argentina_AR615,,,gen_spec
p_solar_Argentina_AR616,,,gen_spec
p_solar_Argentina_AR617,,,gen_spec
p_solar_Argentina_AR618,,,gen_spec
p_solar_Argentina_AR620,,,gen_spec
p_solar_Argentina_AR621,,,gen_spec
p_solar_Argentina_AR622,,,gen_spec
p_solar_Argentina_AR623,,,gen_spec
p_solar_Argentina_AR624,,,gen_spec
p_solar_Argentina_AR625,,,gen_spec
p_solar_Argentina_AR626,,,gen_spec
p_solar_Argentina_AR627,,,gen_spec
p_solar_Argentina_AR628,,,gen_spec
p_solar_Argentina_AR629,,,gen_spec
p_solar_Argentina_AR630,,,gen_spec
p_solar_Argentina_AR645,,,gen_spec
p_solar_Argentina_AR646,,,gen_spec
p_solar_Argentina_AR647,,,gen_spec
p_solar_Argentina_AR648,,,gen_spec
p_solar_Argentina_AR649,,,gen_spec
p_solar_Argentina_AR650,,,gen_spec
p_solar_Argentina_AR651,,,gen_spec
p_solar_Argentina_AR652,,,gen_spec
p_solar_Argentina_AR653,,,gen_spec
p_solar_Argentina_AR654,,,gen_spec
p_solar_Argentina_AR655,,,gen_spec
p_solar_Argentina_AR656,,,gen_spec
p_solar_Argentina_AR657,,,gen_spec
p_solar_Argentina_AR658,,,gen_spec
p_solar_Argentina_AR659,,,gen_spec
p_solar_Argentina_AR660,,,gen_spec
p_solar_Argentina_AR661,,,gen_spec
p_solar_Argentina_AR662,,,gen_spec
p_solar_Argentina_AR663,,,gen_spec
p_solar_Argentina_AR664,,,gen_spec
p_solar_Argentina_AR665,,,gen_spec
p_solar_Argentina_AR666,,,gen_spec
p_solar_Argentina_AR667,,,gen_spec
p_solar_Argentina_AR684,,,gen_spec
p_solar_Argentina_AR685,,,gen_spec
p_solar_Argentina_AR686,,,gen_spec
p_solar_Argentina_AR687,,,gen_spec
p_solar_Argentina_AR688,,,gen_spec
p_solar_Argentina_AR689,,,gen_spec
p_solar_Argentina_AR690,,,gen_spec
p_solar_Argentina_AR691,,,gen_spec
p_solar_Argentina_AR692,,,gen_spec
p_solar_Argentina_AR693,,,gen_spec
p_solar_Argentina_AR694,,,gen_spec
p_solar_Argentina_AR695,,,gen_spec
p_solar_Argentina_AR696,,,gen_spec
p_solar_Argentina_AR724,,,gen_spec
p_solar_Argentina_AR725,,,gen_spec
p_solar_Argentina_AR726,,,gen_spec
p_solar_Argentina_AR727,,,gen_spec
p_solar_Argentina_AR728,,,gen_spec
p_solar_Argentina_AR729,,,gen_spec
p_solar_Argentina_AR730,,,gen_spec
p_solar_Argentina_AR731,,,gen_spec
p_solar_Argentina_AR732,,,gen_spec
p_solar_Argentina_AR733,,,gen_spec
p_solar_Argentina_AR734,,,gen_spec
p_solar_Argentina_AR735,,,gen_spec
p_solar_Argentina_AR736,,,gen_spec
p_solar_Argentina_AR737,,,gen_spec
p_solar_Argentina_AR764,,,gen_spec
p_solar_Argentina_AR765,,,gen_spec
p_solar_Argentina_AR766,,,gen_spec
p_solar_Argentina_AR767,,,gen_spec
p_solar_Argentina_AR768,,,gen_spec
p_solar_Argentina_AR769,,,gen_spec
p_solar_Argentina_AR770,,,gen_spec
p_solar_Argentina_AR771,,,gen_spec
p_solar_Argentina_AR772,,,gen_spec
p_solar_Argentina_AR773,,,gen_spec
p_solar_Argentina_AR774,,,gen_spec
p_solar_Argentina_AR775,,,gen_spec
p_solar_Argentina_AR802,,,gen_spec
p_solar_Argentina_AR803,,,gen_spec
p_solar_Argentina_AR804,,,gen_spec
p_solar_Argentina_AR805,,,gen_spec
p_solar_Argentina_AR806,,,gen_spec
p_solar_Argentina_AR807,,,gen_spec
p_solar_Argentina_AR808,,,gen_spec
p_solar_Argentina_AR809,,,gen_spec
p_solar_Argentina_AR810,,,gen_spec
p_solar_Argentina_AR811,,,gen_spec
p_solar_Argentina_AR812,,,gen_spec
p_solar_Argentina_AR813,,,gen_spec
p_solar_Argentina_AR839,,,gen_spec
p_solar_Argentina_AR840,,,gen_spec
p_solar_Argentina_AR841,,,gen_spec
p_solar_Argentina_AR842,,,gen_spec
p_solar_Argentina_AR843,,,gen_spec
p_solar_Argentina_AR844,,,gen_spec
p_solar_Argentina_AR845,,,gen_spec
p_solar_Argentina_AR846,,,gen_spec
p_solar_Argentina_AR847,,,gen_spec
p_solar_Argentina_AR848,,,gen_spec
p_solar_Argentina_AR873,,,gen_spec
p_solar_Argentina_AR874,,,gen_spec
p_solar_Argentina_AR875,,,gen_spec
p_solar_Argentina_AR876,,,gen_spec
p_solar_Argentina_AR877,,,gen_spec
p_solar_Argentina_AR878,,,gen_spec
p_solar_Argentina_AR879,,,gen_spec
p_solar_Argentina_AR880,,,gen_spec
p_solar_Argentina_AR905,,,gen_spec
p_solar_Argentina_AR906,,,gen_spec
p_solar_Argentina_AR907,,,gen_spec
p_solar_Argentina_AR908,,,gen_spec
p_solar_Argentina_AR909,,,gen_spec
p_solar_Argentina_AR910,,,gen_spec
p_solar_Argentina_AR911,,,gen_spec
p_solar_Brazil_BR523,,,gen_spec
p_solar_Brazil_BR599,,,gen_spec
p_solar_Brazil_BR640,,,gen_spec
p_solar_Brazil_BR641,,,gen_spec
p_solar_Brazil_BR678,,,gen_spec
p_solar_Brazil_BR679,,,gen_spec
p_solar_Brazil_BR680,,,gen_spec
p_solar_Brazil_BR681,,,gen_spec
p_solar_Brazil_BR713,,,gen_spec
p_solar_Brazil_BR714,,,gen_spec
p_solar_Brazil_BR715,,,gen_spec
p_solar_Brazil_BR716,,,gen_spec
p_solar_Brazil_BR717,,,gen_spec
p_solar_Brazil_BR745,,,gen_spec
p_solar_Brazil_BR746,,,gen_spec
p_solar_Brazil_BR747,,,gen_spec
p_solar_Brazil_BR748,,,gen_spec
p_solar_Brazil_BR749,,,gen_spec
p_solar_Brazil_BR750,,,gen_spec
p_solar_Brazil_BR751,,,gen_spec
p_solar_Brazil_BR752,,,gen_spec
p_solar_Brazil_BR783,,,gen_spec
p_solar_Brazil_BR784,,,gen_spec
p_solar_Brazil_BR785,,,gen_spec
p_solar_Brazil_BR786,,,gen_spec
p_solar_Brazil_BR787,,,gen_spec
p_solar_Brazil_BR788,,,gen_spec
p_solar_Brazil_BR789,,,gen_spec
p_solar_Brazil_BR790,,,gen_spec
p_solar_Brazil_BR821,,,gen_spec
p_solar_Brazil_BR822,,,gen_spec
p_solar_Brazil_BR823,,,gen_spec
p_solar_Brazil_BR824,,,gen_spec
p_solar_Brazil_BR825,,,gen_spec
p_solar_Brazil_BR826,,,gen_spec
p_solar_Brazil_BR827,,,gen_spec
p_solar_Brazil_BR829,,,gen_spec
p_solar_Brazil_BR830,,,gen_spec
p_solar_Brazil_BR831,,,gen_spec
p_solar_Brazil_BR832,,,gen_spec
p_solar_Brazil_BR833,,,gen_spec
p_solar_Brazil_BR834,,,gen_spec
p_solar_Brazil_BR867,,,gen_spec
p_solar_Brazil_BR868,,,gen_spec
p_solar_Brazil_BR869,,,gen_spec
p_solar_Brazil_BR870,,,gen_spec
p_solar_Brazil_BR871,,,gen_spec
p_solar_Brazil_BR872,,,gen_spec
p_solar_Brazil_BR873,,,gen_spec
p_solar_Brazil_BR874,,,gen_spec
p_solar_Brazil_BR876,,,gen_spec
p_solar_Brazil_BR877,,,gen_spec
p_solar_Brazil_BR878,,,gen_spec
p_solar_Brazil_BR879,,,gen_spec
p_solar_Brazil_BR880,,,gen_spec
p_solar_Brazil_BR881,,,gen_spec
p_solar_Brazil_BR882,,,gen_spec
p_solar_Brazil_BR883,,,gen_spec
p_solar_Brazil_BR916,,,gen_spec
p_solar_Brazil_BR917,,,gen_spec
p_solar_Brazil_BR918,,,gen_spec
p_solar_Brazil_BR919,,,gen_spec
p_solar_Brazil_BR920,,,gen_spec
p_solar_Brazil_BR921,,,gen_spec
p_solar_Brazil_BR922,,,gen_spec
p_solar_Brazil_BR923,,,gen_spec
p_solar_Brazil_BR924,,,gen_spec
p_solar_Brazil_BR925,,,gen_spec
p_solar_Brazil_BR926,,,gen_spec
p_solar_Brazil_BR927,,,gen_spec
p_solar_Brazil_BR928,,,gen_spec
p_solar_Brazil_BR929,,,gen_spec
p_solar_Brazil_BR930,,,gen_spec
p_solar_Brazil_BR931,,,gen_spec
p_solar_Brazil_BR932,,,gen_spec
p_solar_Brazil_BR962,,,gen_spec
p_solar_Brazil_BR965,,,gen_spec
p_solar_Brazil_BR966,,,gen_spec
p_solar_Brazil_BR967,,,gen_spec
p_solar_Brazil_BR968,,,gen_spec
p_solar_Brazil_BR969,,,gen_spec
p_solar_Brazil_BR970,,,gen_spec
p_solar_Brazil_BR971,,,gen_spec
p_solar_Brazil_BR972,,,gen_spec
p_solar_Brazil_BR973,,,gen_spec
p_solar_Brazil_BR974,,,gen_spec
p_solar_Brazil_BR975,,,gen_spec
p_solar_Brazil_BR976,,,gen_spec
p_solar_Brazil_BR977,,,gen_spec
p_solar_Brazil_BR978,,,gen_spec
p_solar_Brazil_BR979,,,gen_spec
p_solar_Brazil_BR980,,,gen_spec
p_solar_Brazil_BR982,,,gen_spec
p_solar_Brazil_BR983,,,gen_spec
p_solar_Brazil_BR1015,,,gen_spec
p_solar_Brazil_BR1017,,,gen_spec
p_solar_Brazil_BR1018,,,gen_spec
p_solar_Brazil_BR1019,,,gen_spec
p_solar_Brazil_BR1020,,,gen_spec
p_solar_Brazil_BR1021,,,gen_spec
p_solar_Brazil_BR1022,,,gen_spec
p_solar_Brazil_BR1023,,,gen_spec
p_solar_Brazil_BR1024,,,gen_spec
p_solar_Brazil_BR1025,,,gen_spec
p_solar_Brazil_BR1026,,,gen_spec
p_solar_Brazil_BR1027,,,gen_spec
p_solar_Brazil_BR1028,,,gen_spec
p_solar_Brazil_BR1029,,,gen_spec
p_solar_Brazil_BR1030,,,gen_spec
p_solar_Brazil_BR1031,,,gen_spec
p_solar_Brazil_BR1032,,,gen_spec
p_solar_Brazil_BR1033,,,gen_spec
p_solar_Brazil_BR1038,,,gen_spec
p_solar_Brazil_BR1039,,,gen_spec
p_solar_Brazil_BR1072,,,gen_spec
p_solar_Brazil_BR1073,,,gen_spec
p_solar_Brazil_BR1074,,,gen_spec
p_solar_Brazil_BR1075,,,gen_spec
p_solar_Brazil_BR1076,,,gen_spec
p_solar_Brazil_BR1077,,,gen_spec
p_solar_Brazil_BR1078,,,gen_spec
p_solar_Brazil_BR1079,,,gen_spec
p_solar_Brazil_BR1080,,,gen_spec
p_solar_Brazil_BR1081,,,gen_spec
p_solar_Brazil_BR1082,,,gen_spec
p_solar_Brazil_BR1083,,,gen_spec
p_solar_Brazil_BR1084,,,gen_spec
p_solar_Brazil_BR1085,,,gen_spec
p_solar_Brazil_BR1086,,,gen_spec
p_solar_Brazil_BR1087,,,gen_spec
p_solar_Brazil_BR1088,,,gen_spec
p_solar_Brazil_BR1089,,,gen_spec
p_solar_Brazil_BR1090,,,gen_spec
p_solar_Brazil_BR1091,,,gen_spec
p_solar_Brazil_BR1092,,,gen_spec
p_solar_Brazil_BR1131,,,gen_spec
p_solar_Brazil_BR1132,,,gen_spec
p_solar_Brazil_BR1133,,,gen_spec
p_solar_Brazil_BR1134,,,gen_spec
p_solar_Brazil_BR1135,,,gen_spec
p_solar_Brazil_BR1136,,,gen_spec
p_solar_Brazil_BR1137,,,gen_spec
p_solar_Brazil_BR1138,,,gen_spec
p_solar_Brazil_BR1139,,,gen_spec
p_solar_Brazil_BR1140,,,gen_spec
p_solar_Brazil_BR1141,,,gen_spec
p_solar_Brazil_BR1142,,,gen_spec
p_solar_Brazil_BR1143,,,gen_spec
p_solar_Brazil_BR1144,,,gen_spec
p_solar_Brazil_BR1145,,,gen_spec
p_solar_Brazil_BR1146,,,gen_spec
p_solar_Brazil_BR1147,,,gen_spec
p_solar_Brazil_BR1148,,,gen_spec
p_solar_Brazil_BR1149,,,gen_spec
p_solar_Brazil_BR1150,,,gen_spec
p_solar_Brazil_BR1151,,,gen_spec
p_solar_Brazil_BR1191,,,gen_spec
p_solar_Brazil_BR1192,,,gen_spec
p_solar_Brazil_BR1193,,,gen_spec
p_solar_Brazil_BR1194,,,gen_spec
p_solar_Brazil_BR1195,,,gen_spec
p_solar_Brazil_BR1196,,,gen_spec
p_solar_Brazil_BR1197,,,gen_spec
p_solar_Brazil_BR1198,,,gen_spec
p_solar_Brazil_BR1199,,,gen_spec
p_solar_Brazil_BR1200,,,gen_spec
p_solar_Brazil_BR1201,,,gen_spec
p_solar_Brazil_BR1202,,,gen_spec
p_solar_Brazil_BR1203,,,gen_spec
p_solar_Brazil_BR1204,,,gen_spec
p_solar_Brazil_BR1205,,,gen_spec
p_solar_Brazil_BR1206,,,gen_spec
p_solar_Brazil_BR1207,,,gen_spec
p_solar_Brazil_BR1208,,,gen_spec
p_solar_Brazil_BR1209,,,gen_spec
p_solar_Brazil_BR1210,,,gen_spec
p_solar_Brazil_BR1211,,,gen_spec
p_solar_Brazil_BR1256,,,gen_spec
p_solar_Brazil_BR1257,,,gen_spec
p_solar_Brazil_BR1258,,,gen_spec
p_solar_Brazil_BR1259,,,gen_spec
p_solar_Brazil_BR1260,,,gen_spec
p_solar_Brazil_BR1261,,,gen_spec
p_solar_Brazil_BR1262,,,gen_spec
p_solar_Brazil_BR1263,,,gen_spec
p_solar_Brazil_BR1264,,,gen_spec
p_solar_Brazil_BR1265,,,gen_spec
p_solar_Brazil_BR1266,,,gen_spec
p_solar_Brazil_BR1267,,,gen_spec
p_solar_Brazil_BR1268,,,gen_spec
p_solar_Brazil_BR1269,,,gen_spec
p_solar_Brazil_BR1270,,,gen_spec
p_solar_Brazil_BR1271,,,gen_spec
p_solar_Brazil_BR1272,,,gen_spec
p_solar_Brazil_BR1273,,,gen_spec
p_solar_Brazil_BR1274,,,gen_spec
p_solar_Brazil_BR1275,,,gen_spec
p_solar_Brazil_BR1276,,,gen_spec
p_solar_Brazil_BR1290,,,gen_spec
p_solar_Brazil_BR1322,,,gen_spec
p_solar_Brazil_BR1323,,,gen_spec
p_solar_Brazil_BR1324,,,gen_spec
p_solar_Brazil_BR1325,,,gen_spec
p_solar_Brazil_BR1326,,,gen_spec
p_solar_Brazil_BR1327,,,gen_spec
p_solar_Brazil_BR1328,,,gen_spec
p_solar_Brazil_BR1329,,,gen_spec
p_solar_Brazil_BR1330,,,gen_spec
p_solar_Brazil_BR1331,,,gen_spec
p_solar_Brazil_BR1332,,,gen_spec
p_solar_Brazil_BR1333,,,gen_spec
p_solar_Brazil_BR1334,,,gen_spec
p_solar_Brazil_BR1335,,,gen_spec
p_solar_Brazil_BR1336,,,gen_spec
p_solar_Brazil_BR1337,,,gen_spec
p_solar_Brazil_BR1338,,,gen_spec
p_solar_Brazil_BR1339,,,gen_spec
p_solar_Brazil_BR1340,,,gen_spec
p_solar_Brazil_BR1341,,,gen_spec
p_solar_Brazil_BR1342,,,gen_spec
p_solar_Brazil_BR1343,,,gen_spec
p_solar_Brazil_BR1359,,,gen_spec
p_solar_Brazil_BR1360,,,gen_spec
p_solar_Brazil_BR1393,,,gen_spec
p_solar_Brazil_BR1394,,,gen_spec
p_solar_Brazil_BR1395,,,gen_spec
p_solar_Brazil_BR1396,,,gen_spec
p_solar_Brazil_BR1397,,,gen_spec
p_solar_Brazil_BR1398,,,gen_spec
p_solar_Brazil_BR1399,,,gen_spec
p_solar_Brazil_BR1400,,,gen_spec
p_solar_Brazil_BR1401,,,gen_spec
p_solar_Brazil_BR1402,,,gen_spec
p_solar_Brazil_BR1403,,,gen_spec
p_solar_Brazil_BR1404,,,gen_spec
p_solar_Brazil_BR1405,,,gen_spec
p_solar_Brazil_BR1406,,,gen_spec
p_solar_Brazil_BR1407,,,gen_spec
p_solar_Brazil_BR1408,,,gen_spec
p_solar_Brazil_BR1409,,,gen_spec
p_solar_Brazil_BR1410,,,gen_spec
p_solar_Brazil_BR1411,,,gen_spec
p_solar_Brazil_BR1412,,,gen_spec
p_solar_Brazil_BR1413,,,gen_spec
p_solar_Brazil_BR1414,,,gen_spec
p_solar_Brazil_BR1430,,,gen_spec
p_solar_Brazil_BR1466,,,gen_spec
p_solar_Brazil_BR1467,,,gen_spec
p_solar_Brazil_BR1468,,,gen_spec
p_solar_Brazil_BR1469,,,gen_spec
p_solar_Brazil_BR1470,,,gen_spec
p_solar_Brazil_BR1471,,,gen_spec
p_solar_Brazil_BR1472,,,gen_spec
p_solar_Brazil_BR1473,,,gen_spec
p_solar_Brazil_BR1474,,,gen_spec
p_solar_Brazil_BR1475,,,gen_spec
p_solar_Brazil_BR1476,,,gen_spec
p_solar_Brazil_BR1477,,,gen_spec
p_solar_Brazil_BR1478,,,gen_spec
p_solar_Brazil_BR1479,,,gen_spec
p_solar_Brazil_BR1480,,,gen_spec
p_solar_Brazil_BR1481,,,gen_spec
p_solar_Brazil_BR1482,,,gen_spec
p_solar_Brazil_BR1483,,,gen_spec
p_solar_Brazil_BR1484,,,gen_spec
p_solar_Brazil_BR1485,,,gen_spec
p_solar_Brazil_BR1486,,,gen_spec
p_solar_Brazil_BR1488,,,gen_spec
p_solar_Brazil_BR1537,,,gen_spec
p_solar_Brazil_BR1538,,,gen_spec
p_solar_Brazil_BR1539,,,gen_spec
p_solar_Brazil_BR1540,,,gen_spec
p_solar_Brazil_BR1541,,,gen_spec
p_solar_Brazil_BR1542,,,gen_spec
p_solar_Brazil_BR1543,,,gen_spec
p_solar_Brazil_BR1544,,,gen_spec
p_solar_Brazil_BR1545,,,gen_spec
p_solar_Brazil_BR1546,,,gen_spec
p_solar_Brazil_BR1547,,,gen_spec
p_solar_Brazil_BR1548,,,gen_spec
p_solar_Brazil_BR1549,,,gen_spec
p_solar_Brazil_BR1550,,,gen_spec
p_solar_Brazil_BR1551,,,gen_spec
p_solar_Brazil_BR1552,,,gen_spec
p_solar_Brazil_BR1553,,,gen_spec
p_solar_Brazil_BR1554,,,gen_spec
p_solar_Brazil_BR1555,,,gen_spec
p_solar_Brazil_BR1556,,,gen_spec
p_solar_Brazil_BR1557,,,gen_spec
p_solar_Brazil_BR1558,,,gen_spec
p_solar_Brazil_BR1559,,,gen_spec
p_solar_Brazil_BR1561,,,gen_spec
p_solar_Brazil_BR1610,,,gen_spec
p_solar_Brazil_BR1611,,,gen_spec
p_solar_Brazil_BR1612,,,gen_spec
p_solar_Brazil_BR1613,,,gen_spec
p_solar_Brazil_BR1616,,,gen_spec
p_solar_Brazil_BR1617,,,gen_spec
p_solar_Brazil_BR1618,,,gen_spec
p_solar_Brazil_BR1619,,,gen_spec
p_solar_Brazil_BR1620,,,gen_spec
p_solar_Brazil_BR1621,,,gen_spec
p_solar_Brazil_BR1622,,,gen_spec
p_solar_Brazil_BR1623,,,gen_spec
p_solar_Brazil_BR1624,,,gen_spec
p_solar_Brazil_BR1625,,,gen_spec
p_solar_Brazil_BR1626,,,gen_spec
p_solar_Brazil_BR1627,,,gen_spec
p_solar_Brazil_BR1628,,,gen_spec
p_solar_Brazil_BR1629,,,gen_spec
p_solar_Brazil_BR1630,,,gen_spec
p_solar_Brazil_BR1632,,,gen_spec
p_solar_Brazil_BR1679,,,gen_spec
p_solar_Brazil_BR1684,,,gen_spec
p_solar_Brazil_BR1685,,,gen_spec
p_solar_Brazil_BR1686,,,gen_spec
p_solar_Brazil_BR1687,,,gen_spec
p_solar_Brazil_BR1688,,,gen_spec
p_solar_Brazil_BR1689,,,gen_spec
p_solar_Brazil_BR1690,,,gen_spec
p_solar_Brazil_BR1691,,,gen_spec
p_solar_Brazil_BR1692,,,gen_spec
p_solar_Brazil_BR1693,,,gen_spec
p_solar_Brazil_BR1694,,,gen_spec
p_solar_Brazil_BR1695,,,gen_spec
p_solar_Brazil_BR1696,,,gen_spec
p_solar_Brazil_BR1697,,,gen_spec
p_solar_Brazil_BR1699,,,gen_spec
p_solar_Brazil_BR1749,,,gen_spec
p_solar_Brazil_BR1750,,,gen_spec
p_solar_Brazil_BR1751,,,gen_spec
p_solar_Brazil_BR1752,,,gen_spec
p_solar_Brazil_BR1753,,,gen_spec
p_solar_Brazil_BR1754,,,gen_spec
p_solar_Brazil_BR1755,,,gen_spec
p_solar_Brazil_BR1756,,,gen_spec
p_solar_Brazil_BR1757,,,gen_spec
p_solar_Brazil_BR1758,,,gen_spec
p_solar_Brazil_BR1759,,,gen_spec
p_solar_Brazil_BR1760,,,gen_spec
p_solar_Brazil_BR1761,,,gen_spec
p_solar_Brazil_BR1762,,,gen_spec
p_solar_Brazil_BR1763,,,gen_spec
p_solar_Brazil_BR1764,,,gen_spec
p_solar_Brazil_BR1810,,,gen_spec
p_solar_Brazil_BR1811,,,gen_spec
p_solar_Brazil_BR1812,,,gen_spec
p_solar_Brazil_BR1813,,,gen_spec
p_solar_Brazil_BR1814,,,gen_spec
p_solar_Brazil_BR1815,,,gen_spec
p_solar_Brazil_BR1816,,,gen_spec
p_solar_Brazil_BR1817,,,gen_spec
p_solar_Brazil_BR1818,,,gen_spec
p_solar_Brazil_BR1819,,,gen_spec
p_solar_Brazil_BR1820,,,gen_spec
p_solar_Brazil_BR1821,,,gen_spec
p_solar_Brazil_BR1822,,,gen_spec
p_solar_Brazil_BR1823,,,gen_spec
p_solar_Brazil_BR1824,,,gen_spec
p_solar_Brazil_BR1825,,,gen_spec
p_solar_Brazil_BR1826,,,gen_spec
