project,period,specified_capacity_mw,specified_capacity_mwh
p_wind_Brazil_BR2612,2020,0.0,
p_solar_Argentina_AR691,2025,0.0,
p_wind_Brazil_BR2823,2035,1845.0,
p_wind_Argentina_AR910,2025,0.0,
p_wind_Brazil_BR1502,2020,0.0,
p_solar_Brazil_BR1763,2050,115.6,
p_solar_Brazil_BR1395,2045,157.1,
p_solar_Argentina_AR240,2040,0.0,
p_solar_Brazil_BR2797,2040,186.6,
p_wind_Brazil_BR1358,2020,0.0,
p_solar_Paraguay_PY123,2050,129.7,
p_solar_Argentina_AR225,2020,0.0,
p_solar_Brazil_BR785,2025,0.0,
p_wind_Argentina_AR829,2030,0.0,
p_solar_Brazil_BR2310,2045,173.7,
p_wind_Brazil_BR2756,2025,0.0,
p_wind_Argentina_AR462,2050,0.0,
p_wind_Argentina_AR875,2025,0.0,
p_solar_Chile_CL280,2045,1096.8,
p_solar_Brazil_BR970,2035,0.0,
p_solar_Argentina_AR807,2030,0.0,
p_wind_Argentina_AR815,2030,0.0,
p_wind_Uruguay_UY49,2025,0.0,
p_wind_Argentina_AR985,2030,0.0,
p_wind_Argentina_AR801,2030,0.0,
p_wind_Argentina_AR759,2035,0.0,
p_solar_Brazil_BR1689,2030,0.0,
p_wind_Argentina_AR200,2045,0.0,
p_wind_Argentina_AR517,2035,0.0,
p_wind_Argentina_AR471,2045,0.0,
p_wind_Argentina_AR870,2030,0.0,
p_solar_Brazil_BR1811,2025,0.0,
p_wind_Brazil_BR2718,2045,1464.0,
p_wind_Uruguay_UY34,2025,0.0,
p_wind_Argentina_AR768,2040,0.0,
p_solar_Argentina_AR60,2040,0.0,
p_solar_Brazil_BR2457,2040,201.7,
p_solar_Brazil_BR1621,2045,162.4,
p_wind_Argentina_AR209,2020,0.0,
p_wind_Argentina_AR967,2040,0.0,
p_solar_Brazil_BR2600,2040,158.3,
p_solar_Paraguay_PY81,2040,0.0,
p_solar_Brazil_BR826,2035,0.0,
p_solar_Brazil_BR2561,2035,0.0,
p_solar_Argentina_AR289,2035,0.0,
p_solar_Chile_CL209,2030,0.0,
p_solar_Uruguay_UY7,2035,126.7,
p_wind_Argentina_AR560,2050,0.0,
p_wind_Brazil_BR2808,2040,0.0,
p_wind_Argentina_AR900,2045,0.0,
p_wind_Brazil_BR2602,2035,0.0,
p_solar_Brazil_BR2085,2050,160.4,
p_wind_Chile_CL190,2045,0.0,
p_solar_Brazil_BR1699,2025,0.0,
p_wind_Argentina_AR826,2020,0.0,
p_solar_Brazil_BR1075,2020,0.0,
p_wind_Brazil_BR2721,2025,0.0,
p_solar_Brazil_BR788,2030,0.0,
p_solar_Brazil_BR1205,2050,151.1,
p_wind_Paraguay_PY29,2040,0.0,
p_wind_Uruguay_UY41,2030,0.0,
p_solar_Brazil_BR1028,2045,151.2,
p_solar_Brazil_BR2825,2025,0.0,
p_solar_Brazil_BR1400,2025,0.0,
p_wind_Argentina_AR1023,2025,0.0,
p_wind_Brazil_BR1159,2045,0.0,
p_wind_Brazil_BR983,2050,1644.0,
p_wind_Brazil_BR2737,2050,1596.0,
p_wind_Paraguay_PY16,2035,0.0,
p_solar_Argentina_AR338,2025,0.0,
p_solar_Brazil_BR1869,2045,176.0,
p_solar_Brazil_BR1132,2050,164.6,
p_wind_Brazil_BR1579,2040,0.0,
p_solar_Argentina_AR465,2035,0.0,
p_solar_Brazil_BR2214,2040,168.0,
p_solar_Argentina_AR37,2030,0.0,
p_wind_Brazil_BR2780,2035,0.0,
p_wind_Uruguay_UY27,2030,0.0,
p_solar_Chile_CL156,2030,0.0,
p_wind_Argentina_AR989,2020,0.0,
p_solar_Argentina_AR354,2020,0.0,
p_wind_Argentina_AR650,2050,0.0,
p_wind_Paraguay_PY23,2020,0.0,
p_solar_Brazil_BR1196,2020,0.0,
p_solar_Argentina_AR103,2030,0.0,
p_wind_Argentina_AR868,2025,0.0,
p_solar_Paraguay_PY75,2045,0.0,
p_solar_Brazil_BR1540,2050,167.9,
p_solar_Brazil_BR2121,2030,0.0,
p_solar_Brazil_BR975,2040,0.0,
p_wind_Argentina_AR1088,2050,0.0,
p_solar_Argentina_AR366,2050,0.0,
p_wind_Chile_CL216,2040,0.0,
p_wind_Paraguay_PY42,2020,0.0,
p_solar_Argentina_AR152,2040,0.0,
p_wind_Argentina_AR269,2045,654.0,
p_wind_Paraguay_PY40,2020,0.0,
p_solar_Argentina_AR655,2025,0.0,
p_wind_Argentina_AR424,2045,441.0,
p_wind_Chile_CL141,2030,0.0,
p_wind_Uruguay_UY29,2025,0.0,
p_wind_Argentina_AR957,2025,0.0,
p_solar_Argentina_AR621,2045,0.0,
p_solar_Brazil_BR1135,2035,0.0,
p_solar_Uruguay_UY8,2045,0.0,
p_solar_Paraguay_PY59,2050,0.0,
p_solar_Brazil_BR2792,2025,0.0,
p_wind_Argentina_AR478,2020,0.0,
p_solar_Brazil_BR2226,2040,163.1,
p_wind_Argentina_AR475,2025,0.0,
p_solar_Argentina_AR474,2045,0.0,
p_wind_Argentina_AR519,2030,0.0,
p_wind_Argentina_AR166,2040,480.0,
p_wind_Argentina_AR165,2045,303.0,
p_solar_Chile_CL161,2030,0.0,
p_wind_Argentina_AR682,2035,0.0,
p_wind_Brazil_BR2797,2045,0.0,
p_solar_Brazil_BR2294,2020,0.0,
p_solar_Argentina_AR249,2045,0.0,
p_solar_Argentina_AR660,2040,0.0,
p_solar_Brazil_BR2026,2020,0.0,
p_solar_Brazil_BR2378,2040,170.8,
p_wind_Argentina_AR527,2035,0.0,
p_wind_Chile_CL292,2030,0.0,
p_wind_Paraguay_PY33,2045,0.0,
p_solar_Argentina_AR490,2030,0.0,
p_solar_Brazil_BR2573,2035,0.0,
p_solar_Chile_CL301,2025,0.0,
p_solar_Argentina_AR235,2020,0.0,
p_solar_Brazil_BR1986,2020,0.0,
p_solar_Uruguay_UY23,2045,0.0,
p_solar_Uruguay_UY24,2045,143.0,
p_wind_Chile_CL303,2030,0.0,
p_solar_Uruguay_UY46,2045,0.0,
p_solar_Brazil_BR870,2045,131.6,
p_solar_Brazil_BR1023,2045,0.0,
p_solar_Argentina_AR241,2040,0.0,
p_solar_Brazil_BR1202,2045,154.9,
p_solar_Argentina_AR483,2040,110.5,
p_solar_Brazil_BR2756,2035,196.8,
p_wind_Argentina_AR791,2020,0.0,
p_solar_Argentina_AR539,2040,0.0,
p_solar_Paraguay_PY102,2045,154.4,
p_solar_Argentina_AR137,2020,0.0,
p_wind_Argentina_AR938,2025,0.0,
p_wind_Uruguay_UY59,2045,0.0,
p_solar_Uruguay_UY27,2035,23.0447954143,
p_solar_Argentina_AR839,2045,0.0,
p_solar_Argentina_AR192,2040,0.0,
p_wind_Argentina_AR844,2020,0.0,
p_solar_Argentina_AR804,2045,0.0,
p_solar_Brazil_BR1686,2050,121.4,
p_solar_Chile_CL223,2025,0.0,
p_solar_Brazil_BR1482,2025,0.0,
p_solar_Argentina_AR94,2030,0.0,
p_solar_Brazil_BR2759,2030,185.1,
p_wind_Argentina_AR697,2040,0.0,
p_solar_Brazil_BR1696,2025,0.0,
p_solar_Brazil_BR1824,2040,119.6,
p_solar_Argentina_AR222,2050,0.0,
p_solar_Brazil_BR2218,2050,179.2,
p_solar_Brazil_BR931,2025,0.0,
p_solar_Argentina_AR538,2020,0.0,
p_solar_Brazil_BR1687,2030,101.8,
p_wind_Argentina_AR727,2040,0.0,
p_wind_Brazil_BR2769,2050,0.0,
p_solar_Argentina_AR282,2045,0.0,
p_solar_Argentina_AR878,2045,0.0,
p_solar_Brazil_BR2082,2050,151.7,
p_solar_Argentina_AR99,2045,0.0,
p_solar_Brazil_BR1995,2020,0.0,
p_solar_Chile_CL239,2025,0.0,
p_solar_Brazil_BR786,2020,0.0,
p_solar_Argentina_AR556,2050,0.0,
p_wind_Argentina_AR646,2045,0.0,
p_solar_Chile_CL194,2020,0.0,
p_solar_Chile_CL210,2025,0.0,
p_solar_Argentina_AR419,2045,0.0,
p_solar_Brazil_BR2714,2025,0.0,
p_solar_Argentina_AR453,2020,0.0,
p_solar_Argentina_AR345,2035,0.0,
p_wind_Argentina_AR351,2035,0.0,
p_wind_Brazil_BR2679,2025,0.0,
p_wind_Argentina_AR319,2040,1185.0,
p_solar_Brazil_BR823,2050,116.2,
p_solar_Argentina_AR139,2040,0.0,
p_solar_Brazil_BR2615,2040,198.5,
p_wind_Brazil_BR2564,2045,0.0,
p_solar_Brazil_BR923,2045,0.0,
p_solar_Brazil_BR1078,2020,0.0,
p_solar_Argentina_AR295,2035,0.0,
p_solar_Chile_CL130,2045,0.0,
p_wind_Argentina_AR505,2050,0.0,
p_solar_Brazil_BR1759,2035,129.6,
p_wind_Paraguay_PY34,2040,0.0,
p_solar_Brazil_BR2755,2030,182.2,
p_solar_Argentina_AR189,2020,0.0,
p_solar_Brazil_BR1476,2030,151.4,
p_solar_Paraguay_PY54,2045,0.0,
p_solar_Brazil_BR1820,2040,148.0,
p_solar_Brazil_BR2802,2045,169.5,
p_wind_Argentina_AR124,2045,606.0,
p_wind_Argentina_AR251,2040,0.0,
p_solar_Brazil_BR2736,2045,140.3,
p_solar_Brazil_BR874,2040,0.0,
p_wind_Uruguay_UY69,2050,0.0,
P_Brazil_Diesel,2020,0.0,
p_solar_Brazil_BR1929,2040,147.6,
p_wind_Chile_CL67,2050,0.0,
P_Chile_Gas_ICE,2040,0.0,
p_solar_Argentina_AR439,2035,0.0,
p_solar_Argentina_AR811,2020,0.0,
p_solar_Brazil_BR1873,2050,153.9,
p_solar_Brazil_BR2577,2025,0.0,
p_solar_Argentina_AR298,2025,0.0,
p_solar_Argentina_AR435,2020,0.0,
P_Brazil_Coal_Sub,2045,0.0,
p_wind_Argentina_AR998,2050,0.0,
P_Argentina_Diesel,2035,0.0,
p_wind_Paraguay_PY7,2040,0.0,
p_solar_Argentina_AR613,2030,0.0,
p_solar_Brazil_BR2212,2050,141.6,
p_solar_Brazil_BR784,2035,0.0,
p_wind_Chile_CL142,2050,0.0,
p_wind_Argentina_AR806,2045,0.0,
p_wind_Argentina_AR1054,2040,0.0,
p_solar_Brazil_BR929,2045,111.9,
p_wind_Argentina_AR460,2030,0.0,
p_solar_Uruguay_UY19,2045,0.0,
p_solar_Argentina_AR346,2025,0.0,
p_solar_Brazil_BR1091,2020,0.0,
p_solar_Brazil_BR2254,2020,0.0,
p_solar_Brazil_BR1359,2025,0.0,
p_solar_Brazil_BR1194,2045,122.5,
p_solar_Argentina_AR107,2050,0.0,
p_solar_Argentina_AR498,2025,0.0,
p_solar_Brazil_BR1550,2035,0.0,
p_solar_Brazil_BR1812,2025,0.0,
p_solar_Brazil_BR2791,2020,0.0,
p_solar_Brazil_BR2458,2025,0.0,
p_solar_Brazil_BR2267,2040,150.8,
p_solar_Argentina_AR447,2025,0.0,
p_solar_Argentina_AR398,2025,0.0,
p_solar_Brazil_BR715,2030,0.0,
p_solar_Brazil_BR746,2025,0.0,
p_wind_Argentina_AR407,2020,0.0,
p_wind_Argentina_AR807,2025,0.0,
p_solar_Brazil_BR2763,2035,149.3,
p_solar_Brazil_BR1274,2020,0.0,
p_wind_Argentina_AR906,2030,0.0,
p_wind_Brazil_BR2050,2040,0.0,
p_wind_Chile_CL4,2035,0.0,
p_wind_Chile_CL43,2025,0.0,
p_solar_Brazil_BR1817,2050,169.1,
p_solar_Brazil_BR1813,2025,0.0,
p_solar_Argentina_AR229,2020,0.0,
p_solar_Chile_CL255,2040,0.0,
p_solar_Uruguay_UY59,2035,0.0,
p_wind_Brazil_BR2732,2025,0.0,
p_solar_Brazil_BR1290,2050,129.6,
p_wind_Argentina_AR1015,2050,0.0,
p_solar_Brazil_BR2674,2025,0.0,
p_solar_Brazil_BR2312,2030,0.0,
p_solar_Brazil_BR2462,2050,204.1,
p_solar_Argentina_AR245,2045,0.0,
p_solar_Brazil_BR1866,2030,0.0,
p_wind_Brazil_BR2702,2025,0.0,
p_solar_Chile_CL186,2050,0.0,
p_wind_Argentina_AR313,2030,0.0,
p_solar_Paraguay_PY85,2025,0.0,
p_wind_Argentina_AR834,2045,0.0,
p_solar_Paraguay_PY43,2040,0.0,
p_solar_Uruguay_UY42,2035,0.0,
p_wind_Argentina_AR604,2025,0.0,
p_solar_Argentina_AR470,2050,0.0,
p_wind_Brazil_BR2811,2045,1428.0,
p_solar_Argentina_AR341,2045,0.0,
p_solar_Brazil_BR2391,2050,167.5000000003,
p_wind_Argentina_AR1019,2040,0.0,
p_solar_Paraguay_PY73,2020,0.0,
p_solar_Brazil_BR1547,2035,136.0,
p_solar_Argentina_AR656,2035,0.0,
p_solar_Argentina_AR381,2025,0.0,
p_solar_Brazil_BR2263,2020,0.0,
p_solar_Brazil_BR2533,2045,203.6,
p_solar_Brazil_BR787,2025,0.0,
p_wind_Argentina_AR798,2050,0.0,
p_wind_Brazil_BR1432,2040,426.0,
p_solar_Argentina_AR231,2020,0.0,
p_wind_Argentina_AR790,2040,0.0,
p_solar_Brazil_BR1758,2045,155.8,
p_solar_Argentina_AR292,2035,0.0,
p_solar_Argentina_AR359,2025,0.0,
p_solar_Brazil_BR2708,2050,192.2,
p_solar_Brazil_BR2389,2050,166.3,
p_solar_Brazil_BR1543,2045,0.0,
p_solar_Brazil_BR877,2025,0.0,
p_solar_Brazil_BR880,2030,0.0,
p_solar_Argentina_AR285,2040,0.0,
p_solar_Brazil_BR1405,2040,157.3,
p_wind_Argentina_AR1079,2025,0.0,
p_wind_Argentina_AR965,2035,0.0,
p_wind_Brazil_BR2834,2045,1833.0,
p_solar_Brazil_BR2173,2050,169.8,
p_solar_Argentina_AR813,2045,0.0,
p_solar_Argentina_AR877,2020,0.0,
p_solar_Brazil_BR1627,2050,162.4,
p_solar_Brazil_BR1982,2050,153.6,
p_solar_Brazil_BR2422,2045,193.1,
p_solar_Brazil_BR2133,2020,0.0,
p_solar_Brazil_BR1019,2035,0.0,
p_solar_Brazil_BR2768,2040,182.1,
p_solar_Chile_CL241,2020,0.0,
p_solar_Brazil_BR1145,2035,0.0,
p_solar_Brazil_BR2039,2045,118.7,
p_solar_Brazil_BR2088,2035,156.0,
p_solar_Argentina_AR725,2030,0.0,
p_wind_Argentina_AR645,2045,0.0,
p_wind_Brazil_BR2733,2045,0.0,
p_solar_Chile_CL212,2050,0.0,
p_solar_Argentina_AR291,2040,0.0,
p_wind_Argentina_AR1090,2030,0.0,
p_solar_Argentina_AR770,2045,0.0,
p_solar_Brazil_BR783,2020,0.0,
p_solar_Chile_CL197,2020,0.0,
p_wind_Argentina_AR933,2035,0.0,
p_solar_Brazil_BR1750,2050,175.4,
p_wind_Brazil_BR1220,2050,0.0,
p_solar_Brazil_BR641,2035,0.0,
p_solar_Argentina_AR149,2045,0.0,
p_wind_Argentina_AR404,2045,0.0,
p_wind_Uruguay_UY65,2030,0.0,
p_solar_Argentina_AR299,2035,0.0,
p_solar_Brazil_BR1884,2035,111.8,
p_solar_Brazil_BR2225,2035,0.0,
p_wind_Argentina_AR862,2030,0.0,
p_solar_Argentina_AR201,2050,0.0,
p_solar_Brazil_BR2497,2050,164.1,
p_wind_Argentina_AR850,2025,0.0,
p_solar_Brazil_BR2687,2020,0.0,
p_solar_Brazil_BR752,2040,0.0,
p_wind_Argentina_AR120,2025,0.0,
p_wind_Uruguay_UY46,2025,0.0,
p_wind_Brazil_BR2051,2020,0.0,
p_solar_Brazil_BR1085,2045,150.0,
p_wind_Argentina_AR112,2045,0.0,
p_wind_Argentina_AR363,2050,207.0,
p_solar_Uruguay_UY37,2020,0.0,
p_wind_Uruguay_UY45,2035,263.567952828,
p_solar_Brazil_BR1017,2045,132.8,
p_solar_Brazil_BR2209,2040,0.0,
p_solar_Uruguay_UY66,2050,0.0,
p_solar_Brazil_BR2180,2025,0.0,
p_wind_Argentina_AR1086,2020,0.0,
p_solar_Brazil_BR2766,2045,183.9,
p_solar_Uruguay_UY67,2030,0.0,
p_solar_Argentina_AR106,2030,0.0,
p_solar_Chile_CL207,2040,704.4000000000001,
p_wind_Argentina_AR793,2050,0.0,
p_solar_Brazil_BR825,2025,0.0,
p_solar_Chile_CL298,2035,217.457541365,
p_wind_Brazil_BR2828,2040,0.0,
p_wind_Brazil_BR2278,2020,0.0,
p_wind_Paraguay_PY13,2040,0.0,
p_solar_Argentina_AR329,2020,0.0,
P_Uruguay_Gas_OCGT,2030,0.0,
p_solar_Argentina_AR147,2040,0.0,
p_solar_Argentina_AR617,2050,0.0,
p_solar_Brazil_BR747,2035,0.0,
p_solar_Brazil_BR2265,2025,0.0,
p_solar_Brazil_BR2602,2035,181.3,
p_wind_Argentina_AR767,2025,0.0,
p_wind_Argentina_AR1017,2045,0.0,
p_wind_Argentina_AR775,2035,0.0,
p_wind_Brazil_BR1716,2035,0.0,
p_solar_Brazil_BR2223,2050,166.5,
p_wind_Chile_CL169,2035,0.0,
p_solar_Chile_CL221,2025,0.0,
p_wind_Uruguay_UY5,2050,0.0,
p_solar_Brazil_BR2723,2020,0.0,
p_wind_Chile_CL3,2035,0.0,
p_solar_Brazil_BR1538,2025,0.0,
p_wind_Argentina_AR927,2050,0.0,
p_solar_Brazil_BR2078,2035,0.0,
p_solar_Brazil_BR2349,2040,179.9,
p_solar_Chile_CL230,2040,0.0,
p_solar_Paraguay_PY105,2020,0.0,
p_solar_Argentina_AR347,2050,0.0,
p_solar_Paraguay_PY77,2035,0.0,
p_wind_Argentina_AR465,2020,0.0,
p_wind_Brazil_BR1577,2035,0.0,
p_solar_Brazil_BR2638,2025,0.0,
p_solar_Brazil_BR2339,2020,0.0,
p_solar_Uruguay_UY32,2050,149.2,
p_wind_Argentina_AR912,2040,0.0,
p_solar_Brazil_BR2346,2030,0.0,
p_wind_Brazil_BR2783,2030,0.0,
p_wind_Paraguay_PY17,2025,0.0,
p_solar_Brazil_BR2302,2020,0.0,
p_wind_Argentina_AR805,2020,0.0,
p_solar_Brazil_BR1203,2045,156.6,
p_solar_Brazil_BR2754,2030,0.0,
p_solar_Paraguay_PY41,2030,0.0,
p_wind_Uruguay_UY35,2045,0.0,
p_solar_Argentina_AR400,2025,0.0,
p_wind_Argentina_AR958,2025,0.0,
p_wind_Argentina_AR689,2030,0.0,
p_wind_Brazil_BR2755,2020,0.0,
p_solar_Brazil_BR2535,2050,203.1,
p_wind_Argentina_AR216,2020,0.0,
p_wind_Argentina_AR454,2035,0.0,
p_solar_Chile_CL229,2040,0.0,
p_wind_Uruguay_UY39,2040,0.0,
p_solar_Brazil_BR2089,2050,153.0,
p_wind_Argentina_AR473,2050,375.0,
p_wind_Argentina_AR867,2035,0.0,
p_solar_Brazil_BR920,2020,0.0,
P_Uruguay_Biomass,2050,0.0,
p_solar_Brazil_BR2781,2020,0.0,
p_wind_Argentina_AR218,2035,0.0,
p_solar_Brazil_BR2256,2050,182.4,
p_solar_Uruguay_UY34,2030,0.0,
p_wind_Brazil_BR2750,2035,0.0,
p_wind_Uruguay_UY28,2035,0.0,
p_solar_Paraguay_PY47,2040,0.0,
p_wind_Uruguay_UY68,2045,0.0,
p_wind_Argentina_AR121,2045,573.0,
p_solar_Argentina_AR574,2050,0.0,
p_solar_Argentina_AR618,2035,0.0,
p_solar_Brazil_BR2823,2045,190.9,
p_solar_Chile_CL300,2045,1029.5,
p_wind_Argentina_AR378,2040,0.0,
p_solar_Argentina_AR247,2020,0.0,
p_wind_Argentina_AR830,2045,0.0,
p_solar_Brazil_BR1880,2025,0.0,
p_wind_Paraguay_PY53,2050,0.0,
p_solar_Argentina_AR336,2025,0.0,
p_solar_Argentina_AR180,2020,0.0,
p_solar_Brazil_BR1488,2030,0.0,
p_solar_Brazil_BR2837,2045,107.1,
p_solar_Brazil_BR2689,2035,0.0,
p_solar_Paraguay_PY113,2045,130.0,
p_wind_Argentina_AR256,2045,0.0,
p_solar_Argentina_AR401,2040,0.0,
p_solar_Chile_CL251,2020,0.0,
p_solar_Brazil_BR2648,2050,174.8,
p_solar_Brazil_BR1257,2030,0.0,
p_solar_Chile_CL178,2030,0.0,
p_wind_Argentina_AR357,2025,0.0,
p_wind_Paraguay_PY39,2050,0.0,
p_wind_Brazil_BR1039,2035,0.0,
p_wind_Argentina_AR614,2030,0.0,
p_solar_Argentina_AR337,2030,0.0,
p_solar_Chile_CL282,2035,0.0,
p_solar_Brazil_BR2031,2050,141.9,
p_solar_Brazil_BR878,2035,0.0,
p_solar_Chile_CL97,2025,0.0,
p_solar_Chile_CL283,2020,0.0,
p_wind_Brazil_BR2837,2045,0.0,
p_wind_Argentina_AR819,2040,0.0,
p_solar_Argentina_AR468,2030,0.0,
p_solar_Argentina_AR507,2020,0.0,
p_solar_Argentina_AR562,2035,0.0,
p_wind_Argentina_AR369,2050,432.0,
p_solar_Argentina_AR515,2040,0.0,
p_solar_Brazil_BR2786,2040,155.9,
p_solar_Brazil_BR1754,2050,144.2,
p_solar_Argentina_AR459,2050,0.0,
p_wind_Chile_CL95,2025,0.0,
p_wind_Argentina_AR571,2050,441.0,
p_solar_Brazil_BR2217,2020,0.0,
p_solar_Argentina_AR537,2025,0.0,
p_wind_Chile_CL51,2030,0.0,
p_solar_Brazil_BR2172,2035,171.0,
p_wind_Brazil_BR2144,2025,0.0,
p_solar_Argentina_AR504,2050,0.0,
p_solar_Argentina_AR564,2035,0.0,
p_solar_Brazil_BR2682,2035,190.5,
p_solar_Brazil_BR2722,2020,0.0,
p_solar_Brazil_BR2562,2050,120.9,
p_wind_Argentina_AR374,2045,783.0,
p_solar_Paraguay_PY95,2045,145.6,
p_solar_Uruguay_UY21,2045,0.0,
p_solar_Brazil_BR1331,2025,0.0,
p_solar_Brazil_BR2574,2020,0.0,
p_solar_Brazil_BR1147,2025,0.0,
p_solar_Brazil_BR2129,2045,168.5,
p_solar_Argentina_AR848,2035,0.0,
p_solar_Brazil_BR1467,2020,0.0,
p_solar_Brazil_BR2306,2030,0.0,
p_solar_Brazil_BR1620,2050,118.9,
p_solar_Paraguay_PY117,2025,0.0,
p_solar_Brazil_BR1988,2045,148.3,
p_solar_Uruguay_UY26,2035,146.6999999995,
p_solar_Argentina_AR560,2035,0.0,
p_solar_Brazil_BR1144,2045,148.5,
p_wind_Argentina_AR421,2025,0.0,
p_solar_Paraguay_PY63,2040,0.0,
p_wind_Argentina_AR893,2020,0.0,
p_solar_Brazil_BR2416,2020,0.0,
p_solar_Argentina_AR573,2035,0.0,
p_solar_Brazil_BR1025,2030,0.0,
p_solar_Argentina_AR304,2030,0.0,
p_wind_Argentina_AR172,2025,0.0,
p_wind_Argentina_AR261,2040,0.0,
P_Chile_Gas_OCGT,2025,0.0,
p_wind_Argentina_AR611,2035,0.0,
p_solar_Brazil_BR1865,2040,176.9,
p_solar_Argentina_AR654,2030,0.0,
p_solar_Brazil_BR2758,2035,182.9,
p_wind_Argentina_AR114,2035,0.0,
p_wind_Uruguay_UY23,2020,0.0,
p_solar_Argentina_AR280,2050,0.0,
p_solar_Chile_CL165,2030,0.0,
p_solar_Brazil_BR1018,2035,0.0,
p_solar_Argentina_AR847,2045,0.0,
p_solar_Brazil_BR2179,2030,0.0,
p_solar_Brazil_BR2616,2025,0.0,
p_solar_Brazil_BR2567,2020,0.0,
p_solar_Brazil_BR2576,2040,173.4,
p_solar_Argentina_AR480,2050,0.0,
p_solar_Brazil_BR1332,2020,0.0,
p_solar_Chile_CL203,2040,0.0,
p_solar_Brazil_BR1021,2030,0.0,
p_solar_Paraguay_PY53,2050,0.0,
p_solar_Brazil_BR1150,2050,152.6,
p_solar_Brazil_BR2208,2025,0.0,
p_wind_Brazil_BR2832,2050,1584.0,
p_wind_Paraguay_PY32,2040,0.0,
p_solar_Paraguay_PY104,2040,0.0,
p_wind_Argentina_AR1025,2040,0.0,
p_wind_Argentina_AR1076,2045,0.0,
p_wind_Argentina_AR265,2035,999.0,
p_wind_Paraguay_PY19,2030,0.0,
p_solar_Argentina_AR194,2020,0.0,
p_solar_Argentina_AR351,2035,0.0,
p_solar_Chile_CL233,2040,0.0,
p_wind_Argentina_AR461,2040,0.0,
p_wind_Argentina_AR83,2030,0.0,
p_solar_Brazil_BR1471,2020,0.0,
p_wind_Brazil_BR2738,2040,0.0,
p_wind_Argentina_AR736,2045,0.0,
p_solar_Brazil_BR2136,2035,0.0,
p_solar_Brazil_BR2126,2040,163.5,
p_wind_Argentina_AR74,2020,0.0,
p_wind_Chile_CL23,2030,0.0,
p_solar_Argentina_AR363,2050,0.0,
p_solar_Chile_CL304,2025,0.0,
p_solar_Argentina_AR239,2020,0.0,
p_solar_Brazil_BR2719,2040,186.8,
p_solar_Argentina_AR767,2035,0.0,
p_solar_Argentina_AR648,2020,0.0,
p_solar_Brazil_BR1343,2040,149.8,
p_solar_Brazil_BR2122,2045,171.2,
p_wind_Argentina_AR1044,2050,0.0,
p_solar_Brazil_BR2415,2025,0.0,
p_solar_Brazil_BR2605,2050,183.9,
p_solar_Argentina_AR600,2035,0.0,
p_solar_Chile_CL176,2050,0.0,
p_wind_Argentina_AR941,2030,0.0,
p_solar_Argentina_AR649,2025,0.0,
p_solar_Argentina_AR368,2050,0.0,
p_solar_Brazil_BR1485,2050,129.1,
p_solar_Brazil_BR2388,2040,177.9,
p_solar_Argentina_AR661,2040,0.0,
p_solar_Chile_CL147,2035,0.0,
p_wind_Argentina_AR403,2020,0.0,
p_wind_Argentina_AR267,2050,1104.0,
p_solar_Brazil_BR2075,2025,0.0,
p_wind_Argentina_AR355,2030,0.0,
p_solar_Brazil_BR2456,2025,0.0,
p_wind_Brazil_BR1096,2020,0.0,
p_solar_Argentina_AR128,2045,0.0,
p_wind_Brazil_BR2728,2025,0.0,
p_solar_Argentina_AR608,2050,0.0,
p_solar_Paraguay_PY116,2045,143.5,
p_solar_Argentina_AR843,2030,0.0,
p_solar_Brazil_BR2566,2025,0.0,
p_solar_Argentina_AR810,2050,0.0,
p_solar_Chile_CL284,2030,0.0,
p_solar_Uruguay_UY14,2050,133.2,
p_solar_Argentina_AR730,2020,0.0,
p_solar_Brazil_BR922,2050,0.0,
p_wind_Argentina_AR88,2025,0.0,
p_wind_Argentina_AR762,2030,0.0,
p_solar_Chile_CL258,2040,0.0,
p_solar_Argentina_AR456,2030,0.0,
p_solar_Brazil_BR1079,2050,153.9,
p_solar_Brazil_BR2117,2030,0.0,
p_solar_Argentina_AR248,2030,0.0,
p_solar_Brazil_BR2614,2030,170.0,
p_solar_Argentina_AR64,2025,0.0,
p_wind_Uruguay_UY19,2020,0.0,
p_wind_Uruguay_UY7,2050,0.0,
p_solar_Argentina_AR434,2040,0.0,
p_solar_Argentina_AR325,2020,0.0,
p_solar_Brazil_BR2073,2040,184.2,
p_solar_Brazil_BR916,2030,0.0,
p_wind_Argentina_AR1012,2035,0.0,
p_solar_Brazil_BR2414,2045,187.6,
p_solar_Argentina_AR423,2035,0.0,
p_solar_Argentina_AR365,2025,0.0,
p_wind_Argentina_AR858,2020,0.0,
p_solar_Paraguay_PY129,2035,0.0,
p_wind_Argentina_AR881,2025,0.0,
p_solar_Argentina_AR177,2025,0.0,
p_wind_Argentina_AR567,2045,531.0,
p_solar_Chile_CL294,2035,0.0,
p_wind_Brazil_BR2813,2025,1587.0,
p_solar_Brazil_BR2640,2020,0.0,
p_solar_Brazil_BR2795,2035,195.8,
p_wind_Brazil_BR2836,2025,0.0,
p_solar_Brazil_BR1760,2020,0.0,
p_wind_Argentina_AR971,2030,0.0,
p_solar_Chile_CL70,2045,0.0,
P_Chile_Coal_Sup,2040,0.0,
p_solar_Brazil_BR2680,2025,0.0,
p_solar_Argentina_AR61,2020,0.0,
p_wind_Argentina_AR168,2035,0.0,
p_wind_Brazil_BR1431,2025,0.0,
p_solar_Brazil_BR1133,2025,0.0,
p_solar_Argentina_AR625,2020,0.0,
