project,period,specified_capacity_mw,specified_capacity_mwh
p_solar_Argentina_AR189,2030,0.0,
p_solar_Brazil_BR1476,2040,151.4,
p_wind_Argentina_AR77,2020,0.0,
p_wind_Argentina_AR615,2025,0.0,
p_solar_Argentina_AR627,2020,0.0,
p_solar_Brazil_BR1088,2020,0.0,
p_solar_Brazil_BR1820,2050,148.0,
p_wind_Argentina_AR251,2050,0.0,
p_solar_Brazil_BR874,2050,75.8,
P_Brazil_Diesel,2030,0.0,
p_wind_Argentina_AR935,2035,0.0,
p_wind_Argentina_AR152,2025,0.0,
p_wind_Brazil_BR2802,2020,0.0,
P_Chile_Gas_ICE,2050,0.0,
p_solar_Argentina_AR358,2030,0.0,
p_solar_Argentina_AR439,2045,0.0,
p_solar_Brazil_BR2577,2035,163.5,
p_solar_Argentina_AR298,2035,0.0,
p_solar_Brazil_BR2460,2020,0.0,
p_solar_Argentina_AR605,2025,0.0,
p_solar_Paraguay_PY96,2025,0.0,
p_wind_Argentina_AR1114,2025,0.0,
p_solar_Argentina_AR613,2040,0.0,
p_wind_Argentina_AR874,2020,0.0,
p_wind_Argentina_AR1016,2020,0.0,
p_wind_Argentina_AR655,2020,0.0,
p_wind_Argentina_AR1054,2050,0.0,
p_solar_Brazil_BR879,2025,0.0,
p_solar_Brazil_BR1263,2045,158.2,
p_solar_Brazil_BR1091,2030,0.0,
p_solar_Brazil_BR2534,2025,0.0,
p_solar_Brazil_BR2254,2030,0.0,
p_solar_Chile_CL98,2020,0.0,
p_solar_Brazil_BR1359,2035,0.0,
p_wind_Argentina_AR1029,2025,0.0,
p_wind_Brazil_BR2001,2025,0.0,
p_wind_Argentina_AR1108,2020,0.0,
p_solar_Brazil_BR715,2040,126.7,
p_solar_Argentina_AR498,2035,0.0,
p_solar_Brazil_BR2791,2030,200.1,
p_solar_Brazil_BR746,2035,0.0,
p_wind_Argentina_AR807,2035,0.0,
p_solar_Brazil_BR2458,2035,187.3,
p_solar_Brazil_BR2267,2050,150.8,
p_solar_Argentina_AR447,2035,0.0,
p_solar_Argentina_AR398,2035,0.0,
p_wind_Brazil_BR2050,2050,0.0,
p_wind_Brazil_BR2685,2050,1518.0,
p_wind_Argentina_AR407,2030,0.0,
p_wind_Brazil_BR883,2020,0.0,
p_solar_Brazil_BR2763,2045,149.3,
p_wind_Chile_CL4,2045,0.0,
p_solar_Brazil_BR2131,2025,0.0,
p_solar_Brazil_BR966,2020,0.0,
p_wind_Chile_CL43,2035,0.0,
p_wind_Brazil_BR2708,2040,0.0,
p_solar_Brazil_BR1813,2035,155.8,
p_solar_Argentina_AR229,2030,0.0,
p_solar_Brazil_BR2649,2025,0.0,
p_solar_Chile_CL255,2050,0.0,
p_solar_Uruguay_UY59,2045,0.0,
p_wind_Brazil_BR2732,2035,0.0,
p_wind_Brazil_BR2801,2025,0.0,
p_solar_Brazil_BR2826,2040,180.2,
p_solar_Brazil_BR2525,2050,152.4,
p_wind_Argentina_AR778,2045,0.0,
p_wind_Brazil_BR1361,2025,0.0,
p_solar_Brazil_BR2674,2035,170.6,
p_wind_Argentina_AR993,2020,0.0,
p_wind_Paraguay_PY48,2030,0.0,
p_wind_Argentina_AR1049,2020,0.0,
p_solar_Brazil_BR1866,2040,175.0,
p_wind_Brazil_BR2702,2035,0.0,
p_wind_Argentina_AR173,2025,0.0,
p_wind_Argentina_AR313,2040,246.0,
p_wind_Argentina_AR366,2030,0.0,
p_solar_Paraguay_PY85,2035,0.0,
p_wind_Brazil_BR2710,2020,0.0,
p_solar_Paraguay_PY43,2050,150.9,
p_solar_Paraguay_PY39,2020,0.0,
p_solar_Uruguay_UY42,2045,0.0,
p_wind_Argentina_AR604,2035,0.0,
p_solar_Argentina_AR616,2045,0.0,
p_solar_Argentina_AR812,2020,0.0,
p_solar_Brazil_BR2259,2040,181.6,
p_solar_Brazil_BR1270,2020,0.0,
p_wind_Argentina_AR1019,2050,0.0,
p_solar_Paraguay_PY73,2030,0.0,
p_solar_Brazil_BR1547,2045,136.0,
p_solar_Argentina_AR656,2045,0.0,
p_solar_Brazil_BR2263,2030,0.0,
p_wind_Argentina_AR1071,2020,0.0,
p_wind_Argentina_AR573,2050,354.0,
p_wind_Brazil_BR1432,2050,426.0,
p_wind_Argentina_AR959,2035,0.0,
p_wind_Argentina_AR790,2050,0.0,
p_wind_Argentina_AR1067,2025,0.0,
p_solar_Argentina_AR292,2045,0.0,
p_solar_Argentina_AR359,2035,0.0,
p_solar_Argentina_AR775,2030,0.0,
p_solar_Argentina_AR624,2020,0.0,
p_solar_Brazil_BR599,2050,129.6,
p_wind_Argentina_AR76,2025,0.0,
p_wind_Argentina_AR127,2025,0.0,
p_wind_Brazil_BR2726,2050,0.0,
p_solar_Brazil_BR877,2035,0.0,
p_solar_Brazil_BR880,2040,0.0,
p_solar_Argentina_AR285,2050,0.0,
p_wind_Argentina_AR1079,2035,0.0,
p_solar_Brazil_BR2637,2035,0.0,
p_wind_Argentina_AR213,2050,363.0,
p_wind_Argentina_AR965,2045,0.0,
p_solar_Brazil_BR2796,2025,0.0,
p_wind_Brazil_BR2763,2025,0.0,
p_wind_Argentina_AR362,2040,168.0,
p_solar_Argentina_AR102,2025,0.0,
p_solar_Brazil_BR982,2020,0.0,
p_solar_Brazil_BR2603,2020,0.0,
p_wind_Brazil_BR2765,2040,0.0,
p_solar_Brazil_BR2133,2030,0.0,
p_solar_Brazil_BR1019,2045,155.2,
p_solar_Brazil_BR2768,2050,182.1,
p_solar_Chile_CL177,2040,0.0,
p_solar_Brazil_BR1145,2045,135.2,
p_solar_Brazil_BR2088,2045,156.0,
p_solar_Brazil_BR918,2020,0.0,
p_solar_Chile_CL241,2030,0.0,
p_solar_Uruguay_UY18,2025,0.0,
p_wind_Argentina_AR219,2030,0.0,
p_solar_Brazil_BR1943,2025,0.0,
p_solar_Argentina_AR291,2050,0.0,
p_solar_Brazil_BR2392,2020,0.0,
p_wind_Argentina_AR1090,2040,0.0,
p_wind_Argentina_AR904,2020,0.0,
p_wind_Brazil_BR1097,2020,0.0,
p_solar_Brazil_BR1539,2025,0.0,
p_solar_Brazil_BR783,2030,0.0,
p_wind_Argentina_AR376,2050,0.0,
p_solar_Chile_CL197,2030,0.0,
p_solar_Argentina_AR324,2030,0.0,
p_wind_Argentina_AR933,2045,0.0,
p_solar_Brazil_BR641,2045,108.9,
p_wind_Argentina_AR526,2020,0.0,
p_solar_Brazil_BR2252,2025,0.0,
p_wind_Uruguay_UY65,2040,0.0,
p_solar_Brazil_BR2486,2025,0.0,
p_solar_Argentina_AR299,2045,0.0,
p_solar_Brazil_BR2225,2045,168.4,
p_solar_Argentina_AR420,2025,0.0,
p_solar_Brazil_BR2789,2020,0.0,
p_solar_Brazil_BR2679,2050,187.4,
p_wind_Argentina_AR850,2035,0.0,
p_solar_Brazil_BR2687,2030,189.3,
p_solar_Brazil_BR752,2050,150.7,
p_solar_Brazil_BR1397,2020,0.0,
p_solar_Argentina_AR413,2020,0.0,
p_wind_Argentina_AR120,2035,0.0,
p_wind_Argentina_AR206,2040,0.0,
p_wind_Uruguay_UY45,2045,834.0,
p_wind_Uruguay_UY46,2035,0.0,
p_solar_Brazil_BR2427,2045,183.2,
p_solar_Brazil_BR2209,2050,155.8,
p_solar_Brazil_BR1407,2045,143.1,
p_solar_Brazil_BR2180,2035,152.9,
p_wind_Argentina_AR464,2025,0.0,
p_wind_Argentina_AR734,2020,0.0,
p_solar_Brazil_BR1935,2020,0.0,
p_solar_Chile_CL207,2050,704.4000000000001,
p_solar_Brazil_BR1926,2020,0.0,
p_solar_Brazil_BR825,2035,0.0,
p_solar_Chile_CL298,2045,1028.2,
p_wind_Argentina_AR1027,2025,0.0,
p_wind_Brazil_BR2278,2030,0.0,
p_wind_Paraguay_PY13,2050,0.0,
p_solar_Argentina_AR329,2030,0.0,
p_solar_Argentina_AR148,2040,0.0,
p_solar_Argentina_AR147,2050,0.0,
p_solar_Brazil_BR747,2045,0.0,
p_wind_Argentina_AR767,2035,0.0,
p_solar_Brazil_BR2265,2035,172.3,
p_solar_Brazil_BR2602,2045,181.3,
p_solar_Brazil_BR1260,2020,0.0,
p_wind_Argentina_AR775,2045,0.0,
p_wind_Argentina_AR462,2020,0.0,
p_wind_Brazil_BR1716,2045,0.0,
p_wind_Chile_CL169,2045,0.0,
p_wind_Brazil_BR2762,2050,0.0,
p_solar_Brazil_BR2723,2030,0.0,
p_wind_Argentina_AR477,2020,0.0,
p_solar_Brazil_BR1538,2035,0.0,
p_wind_Argentina_AR721,2025,0.0,
p_solar_Argentina_AR436,2020,0.0,
p_solar_Brazil_BR2078,2045,172.3,
p_solar_Brazil_BR2349,2050,179.9,
p_solar_Chile_CL230,2050,0.0,
p_solar_Paraguay_PY105,2030,0.0,
p_wind_Argentina_AR465,2030,0.0,
p_solar_Chile_CL227,2030,0.0,
p_wind_Brazil_BR1577,2045,0.0,
p_wind_Paraguay_PY17,2035,0.0,
p_solar_Brazil_BR2638,2035,193.4,
p_wind_Argentina_AR912,2050,0.0,
p_wind_Argentina_AR164,2025,0.0,
p_solar_Brazil_BR2346,2040,0.0,
p_wind_Argentina_AR608,2025,0.0,
p_wind_Brazil_BR2740,2025,0.0,
p_solar_Brazil_BR2302,2030,0.0,
p_solar_Chile_CL234,2025,0.0,
p_solar_Argentina_AR294,2050,0.0,
p_solar_Brazil_BR2754,2040,162.7,
p_solar_Paraguay_PY41,2040,0.0,
p_solar_Uruguay_UY50,2035,143.3,
p_solar_Argentina_AR400,2035,0.0,
p_wind_Argentina_AR805,2030,0.0,
p_wind_Uruguay_UY1,2025,0.0,
p_solar_Paraguay_PY124,2030,0.0,
p_wind_Argentina_AR958,2035,0.0,
p_wind_Argentina_AR689,2040,0.0,
p_wind_Brazil_BR2755,2030,0.0,
p_wind_Argentina_AR216,2030,0.0,
p_solar_Brazil_BR1559,2020,0.0,
p_wind_Argentina_AR454,2045,0.0,
p_solar_Chile_CL229,2050,0.0,
p_wind_Brazil_BR2774,2025,0.0,
p_wind_Argentina_AR872,2025,0.0,
p_wind_Argentina_AR882,2030,0.0,
p_solar_Argentina_AR696,2025,0.0,
p_wind_Argentina_AR1024,2025,0.0,
p_wind_Uruguay_UY39,2050,0.0,
p_solar_Brazil_BR1261,2025,0.0,
p_wind_Paraguay_PY20,2035,0.0,
p_solar_Brazil_BR920,2030,0.0,
p_solar_Brazil_BR2781,2030,192.0,
p_wind_Argentina_AR218,2045,1158.0,
p_solar_Argentina_AR185,2025,0.0,
p_solar_Uruguay_UY34,2040,0.0,
p_wind_Brazil_BR2750,2045,0.0,
p_wind_Uruguay_UY28,2045,73.7525550447,
p_solar_Paraguay_PY47,2050,0.0,
p_solar_Argentina_AR618,2045,0.0,
p_wind_Argentina_AR378,2050,0.0,
p_solar_Brazil_BR1205,2020,0.0,
p_wind_Uruguay_UY33,2025,0.0,
p_solar_Argentina_AR523,2020,0.0,
p_solar_Brazil_BR1542,2045,0.0,
p_solar_Argentina_AR247,2030,0.0,
p_solar_Brazil_BR1880,2035,101.4,
p_solar_Argentina_AR336,2035,0.0,
p_solar_Brazil_BR2770,2020,0.0,
p_wind_Chile_CL243,2020,0.0,
P_Chile_Diesel,2025,0.0,
p_solar_Argentina_AR180,2030,0.0,
p_solar_Argentina_AR98,2020,0.0,
p_solar_Brazil_BR1488,2040,112.9,
p_wind_Argentina_AR1014,2025,0.0,
p_wind_Paraguay_PY42,2045,0.0,
p_wind_Paraguay_PY35,2025,0.0,
p_solar_Argentina_AR401,2050,0.0,
p_solar_Brazil_BR2344,2040,0.0,
p_solar_Brazil_BR1257,2040,170.0,
p_solar_Brazil_BR2127,2020,0.0,
p_solar_Brazil_BR2777,2045,184.3,
p_solar_Chile_CL178,2040,0.0,
p_wind_Brazil_BR1039,2045,0.0,
p_wind_Argentina_AR249,2030,0.0,
p_solar_Argentina_AR337,2040,0.0,
P_Brazil_Coal_Sup,2025,0.0,
p_solar_Chile_CL282,2045,0.0,
p_solar_Argentina_AR499,2025,0.0,
p_solar_Brazil_BR878,2045,147.3,
p_solar_Chile_CL97,2035,0.0,
p_solar_Brazil_BR2572,2020,0.0,
p_solar_Paraguay_PY92,2025,0.0,
p_solar_Chile_CL283,2030,0.0,
p_wind_Argentina_AR819,2050,0.0,
p_solar_Argentina_AR468,2040,0.0,
p_solar_Argentina_AR507,2030,0.0,
p_solar_Brazil_BR2080,2020,0.0,
p_solar_Brazil_BR2720,2035,0.0,
p_solar_Argentina_AR562,2045,0.0,
p_solar_Brazil_BR1330,2025,0.0,
p_wind_Brazil_BR1219,2020,0.0,
p_wind_Uruguay_UY20,2020,0.0,
p_solar_Argentina_AR515,2050,0.0,
p_wind_Argentina_AR1088,2020,0.0,
p_solar_Argentina_AR473,2050,0.0,
p_wind_Chile_CL95,2035,0.0,
p_solar_Argentina_AR366,2020,0.0,
p_wind_Argentina_AR911,2020,0.0,
p_solar_Brazil_BR1936,2040,103.0,
p_solar_Brazil_BR2217,2030,0.0,
p_solar_Uruguay_UY60,2030,97.3,
p_solar_Argentina_AR537,2035,0.0,
p_wind_Brazil_BR1098,2020,0.0,
p_wind_Chile_CL51,2040,0.0,
p_solar_Brazil_BR2172,2045,171.0,
p_solar_Brazil_BR971,2020,0.0,
p_wind_Brazil_BR2144,2035,0.0,
p_solar_Argentina_AR564,2045,0.0,
p_solar_Brazil_BR1469,2030,0.0,
p_solar_Brazil_BR2682,2045,190.5,
p_solar_Brazil_BR1331,2035,0.0,
p_solar_Brazil_BR2574,2030,183.1,
p_solar_Brazil_BR1147,2035,0.0,
p_solar_Brazil_BR1994,2030,0.0,
p_solar_Argentina_AR848,2045,0.0,
p_solar_Brazil_BR1467,2030,0.0,
p_wind_Argentina_AR783,2030,0.0,
p_solar_Argentina_AR397,2035,0.0,
p_solar_Brazil_BR1933,2040,143.6,
p_solar_Brazil_BR872,2025,0.0,
p_solar_Brazil_BR2306,2040,0.0,
p_wind_Argentina_AR1091,2025,0.0,
p_solar_Paraguay_PY117,2035,0.0,
p_solar_Uruguay_UY26,2045,146.6999999995,
p_solar_Argentina_AR560,2045,0.0,
p_wind_Argentina_AR421,2035,0.0,
p_solar_Argentina_AR380,2020,0.0,
p_wind_Argentina_AR893,2030,0.0,
p_solar_Brazil_BR2416,2030,0.0,
p_solar_Argentina_AR573,2045,0.0,
p_solar_Brazil_BR1025,2040,0.0,
p_solar_Argentina_AR768,2025,0.0,
p_solar_Argentina_AR304,2040,0.0,
p_wind_Argentina_AR172,2035,0.0,
p_wind_Argentina_AR261,2050,468.0,
p_wind_Argentina_AR611,2045,0.0,
p_solar_Brazil_BR1865,2050,176.9,
p_solar_Argentina_AR654,2040,0.0,
p_solar_Brazil_BR1195,2035,0.0,
p_solar_Argentina_AR662,2020,0.0,
p_solar_Brazil_BR2758,2045,182.9,
p_wind_Uruguay_UY23,2030,0.0,
p_solar_Chile_CL165,2040,0.0,
p_solar_Brazil_BR2179,2040,167.9,
p_solar_Brazil_BR2616,2035,189.6,
p_solar_Chile_CL224,2025,0.0,
p_solar_Brazil_BR1753,2035,128.2,
p_solar_Chile_CL203,2050,0.0,
p_solar_Brazil_BR1332,2030,0.0,
p_solar_Brazil_BR2208,2035,0.0,
p_solar_Paraguay_PY76,2050,0.0,
p_solar_Brazil_BR1551,2025,0.0,
p_solar_Argentina_AR726,2020,0.0,
p_solar_Paraguay_PY104,2050,149.9000000002,
p_wind_Argentina_AR265,2045,999.0,
p_wind_Paraguay_PY19,2040,0.0,
p_wind_Paraguay_PY32,2050,0.0,
p_wind_Brazil_BR2769,2020,0.0,
p_solar_Argentina_AR351,2045,0.0,
p_solar_Argentina_AR183,2025,0.0,
p_solar_Argentina_AR356,2030,0.0,
p_solar_Chile_CL233,2050,1121.6,
p_wind_Argentina_AR461,2050,0.0,
p_wind_Uruguay_UY48,2020,0.0,
p_wind_Argentina_AR83,2040,0.0,
p_solar_Brazil_BR1471,2030,0.0,
p_solar_Brazil_BR2136,2045,153.3,
p_wind_Argentina_AR771,2025,0.0,
p_solar_Brazil_BR2126,2050,163.5,
p_wind_Argentina_AR74,2030,0.0,
p_wind_Chile_CL23,2040,0.0,
p_solar_Brazil_BR1136,2025,0.0,
p_solar_Argentina_AR243,2020,0.0,
p_solar_Brazil_BR823,2020,0.0,
p_solar_Chile_CL304,2035,0.0,
p_solar_Argentina_AR239,2030,0.0,
p_solar_Brazil_BR2719,2050,186.8,
p_solar_Argentina_AR767,2045,0.0,
p_solar_Uruguay_UY10,2040,114.4,
p_solar_Brazil_BR1343,2050,149.8,
p_solar_Brazil_BR2415,2035,0.0,
p_solar_Argentina_AR198,2035,0.0,
p_wind_Argentina_AR941,2040,0.0,
p_wind_Chile_CL268,2020,0.0,
p_solar_Argentina_AR649,2035,0.0,
p_solar_Brazil_BR2388,2050,177.9,
p_wind_Argentina_AR565,2025,0.0,
p_solar_Chile_CL147,2045,0.0,
p_solar_Argentina_AR661,2050,0.0,
p_wind_Argentina_AR403,2030,0.0,
p_solar_Brazil_BR2163,2045,0.0,
p_solar_Brazil_BR2075,2035,0.0,
p_wind_Argentina_AR309,2030,0.0,
p_wind_Brazil_BR1096,2030,0.0,
p_wind_Brazil_BR1359,2030,0.0,
p_wind_Brazil_BR1095,2050,0.0,
p_solar_Brazil_BR2255,2025,0.0,
p_solar_Brazil_BR2681,2025,0.0,
p_solar_Argentina_AR143,2025,0.0,
p_solar_Argentina_AR339,2035,0.0,
p_wind_Brazil_BR2728,2035,0.0,
p_solar_Argentina_AR843,2040,0.0,
p_solar_Brazil_BR2566,2035,180.2,
p_solar_Chile_CL284,2040,0.0,
p_wind_Chile_CL67,2020,0.0,
p_solar_Argentina_AR146,2020,0.0,
p_solar_Argentina_AR730,2030,0.0,
p_solar_Brazil_BR1411,2035,0.0,
p_wind_Argentina_AR605,2045,0.0,
p_wind_Argentina_AR762,2040,0.0,
p_wind_Argentina_AR88,2035,1173.0,
p_solar_Brazil_BR2120,2025,0.0,
p_solar_Argentina_AR456,2040,0.0,
p_solar_Brazil_BR2117,2040,0.0,
p_wind_Argentina_AR820,2040,0.0,
p_solar_Brazil_BR2212,2020,0.0,
p_solar_Argentina_AR248,2040,0.0,
p_solar_Argentina_AR513,2025,0.0,
p_solar_Argentina_AR64,2035,0.0,
p_solar_Brazil_BR2614,2040,170.0,
p_wind_Argentina_AR163,2030,0.0,
p_wind_Argentina_AR757,2030,0.0,
p_solar_Argentina_AR434,2050,0.0,
p_wind_Argentina_AR908,2050,0.0,
p_solar_Argentina_AR325,2030,0.0,
p_solar_Brazil_BR2073,2050,184.2,
p_solar_Brazil_BR916,2040,0.0,
p_wind_Argentina_AR1012,2045,0.0,
p_wind_Chile_CL144,2035,0.0,
p_solar_Argentina_AR271,2025,0.0,
p_solar_Argentina_AR423,2045,0.0,
p_solar_Argentina_AR727,2030,0.0,
p_solar_Brazil_BR2769,2040,182.7,
p_solar_Argentina_AR365,2035,0.0,
p_wind_Argentina_AR858,2030,0.0,
p_solar_Paraguay_PY129,2045,104.5,
p_wind_Argentina_AR262,2025,0.0,
p_solar_Argentina_AR177,2035,0.0,
p_solar_Chile_CL294,2045,0.0,
p_solar_Brazil_BR2717,2020,0.0,
p_wind_Brazil_BR2813,2035,1587.0,
p_solar_Brazil_BR2640,2030,0.0,
p_solar_Brazil_BR2710,2025,0.0,
p_solar_Brazil_BR2795,2045,195.8,
p_wind_Brazil_BR2836,2035,0.0,
p_solar_Brazil_BR1760,2030,0.0,
p_wind_Argentina_AR971,2040,0.0,
P_Chile_Coal_Sup,2050,0.0,
p_solar_Argentina_AR516,2020,0.0,
p_solar_Brazil_BR1198,2025,0.0,
p_solar_Argentina_AR61,2030,0.0,
p_wind_Chile_CL96,2040,0.0,
p_wind_Argentina_AR168,2045,873.0,
p_solar_Argentina_AR388,2030,0.0,
p_wind_Brazil_BR1431,2035,0.0,
p_solar_Brazil_BR1133,2035,0.0,
p_wind_Brazil_BR2809,2030,0.0,
p_solar_Brazil_BR2300,2030,0.0,
p_wind_Chile_CL68,2045,0.0,
p_wind_Argentina_AR80,2025,0.0,
p_solar_Brazil_BR2462,2020,0.0,
p_wind_Brazil_BR2729,2030,0.0,
p_solar_Brazil_BR1481,2020,0.0,
p_solar_Argentina_AR196,2025,0.0,
p_wind_Argentina_AR720,2030,0.0,
p_solar_Argentina_AR187,2035,0.0,
p_wind_Argentina_AR686,2045,0.0,
p_solar_Brazil_BR1268,2045,159.4,
p_solar_Brazil_BR1080,2035,0.0,
p_solar_Brazil_BR2417,2045,202.2,
p_solar_Argentina_AR508,2025,0.0,
p_solar_Chile_CL151,2045,0.0,
p_solar_Brazil_BR1026,2035,0.0,
p_solar_Brazil_BR1610,2040,0.0,
p_solar_Brazil_BR1816,2030,135.9,
p_solar_Argentina_AR691,2050,0.0,
p_solar_Chile_CL102,2050,0.0,
p_wind_Brazil_BR2705,2035,0.0,
p_wind_Argentina_AR910,2050,0.0,
p_wind_Uruguay_UY50,2030,0.0,
p_solar_Brazil_BR1618,2035,0.0,
p_wind_Brazil_BR1502,2045,1578.0,
p_solar_Argentina_AR685,2030,0.0,
p_solar_Argentina_AR62,2035,0.0,
p_solar_Brazil_BR2454,2045,200.4,
p_wind_Argentina_AR217,2040,0.0,
p_solar_Brazil_BR967,2050,164.3,
p_solar_Brazil_BR2418,2035,194.8,
p_solar_Argentina_AR225,2045,0.0,
p_solar_Brazil_BR785,2050,131.2,
p_wind_Brazil_BR1358,2045,0.0,
p_wind_Brazil_BR2756,2050,1800.0,
p_wind_Brazil_BR2826,2020,0.0,
p_solar_Brazil_BR2168,2025,0.0,
p_wind_Argentina_AR970,2020,0.0,
p_wind_Paraguay_PY14,2020,0.0,
p_wind_Brazil_BR2652,2045,0.0,
p_solar_Brazil_BR2038,2045,116.7,
p_solar_Brazil_BR2124,2040,176.0,
p_solar_Argentina_AR437,2030,0.0,
p_solar_Brazil_BR882,2045,0.0,
p_solar_Uruguay_UY41,2035,124.2,
p_wind_Chile_CL5,2020,0.0,
p_solar_Paraguay_PY82,2035,0.0,
p_wind_Argentina_AR653,2025,0.0,
p_wind_Uruguay_UY49,2050,0.0,
p_solar_Brazil_BR1627,2020,0.0,
p_solar_Brazil_BR1982,2020,0.0,
p_wind_Argentina_AR518,2030,0.0,
p_wind_Argentina_AR616,2020,0.0,
p_solar_Brazil_BR2565,2025,0.0,
p_wind_Paraguay_PY11,2040,0.0,
p_solar_Uruguay_UY36,2045,139.9,
p_solar_Chile_CL103,2040,0.0,
p_solar_Brazil_BR716,2040,0.0,
p_solar_Brazil_BR2721,2050,187.2,
p_wind_Brazil_BR2098,2025,0.0,
p_solar_Brazil_BR2644,2030,143.0,
p_wind_Paraguay_PY20,2040,0.0,
p_solar_Brazil_BR2352,2035,174.0,
p_solar_Brazil_BR1934,2030,0.0,
p_solar_Chile_CL252,2020,0.0,
p_wind_Argentina_AR209,2045,408.0,
p_solar_Brazil_BR1750,2020,0.0,
p_wind_Brazil_BR1220,2020,0.0,
p_solar_Brazil_BR2071,2040,0.0,
p_wind_Uruguay_UY33,2030,0.0,
p_solar_Brazil_BR1341,2025,0.0,
p_solar_Argentina_AR277,2025,0.0,
p_solar_Brazil_BR824,2050,105.1,
p_solar_Brazil_BR2268,2025,0.0,
p_solar_Argentina_AR601,2050,0.0,
p_solar_Argentina_AR569,2025,0.0,
p_solar_Brazil_BR1197,2040,153.4,
p_wind_Brazil_BR1503,2030,0.0,
p_solar_Brazil_BR2125,2035,177.2,
p_solar_Argentina_AR353,2050,0.0,
p_solar_Brazil_BR1090,2025,0.0,
p_solar_Brazil_BR2497,2020,0.0,
p_wind_Argentina_AR559,2035,0.0,
p_wind_Brazil_BR2721,2050,1806.0,
p_solar_Brazil_BR1925,2035,174.7,
p_wind_Argentina_AR248,2025,0.0,
p_solar_Brazil_BR1996,2020,0.0,
p_solar_Paraguay_PY115,2050,133.4,
p_solar_Brazil_BR2210,2025,0.0,
p_solar_Brazil_BR2825,2050,191.2,
p_wind_Brazil_BR2653,2030,0.0,
p_solar_Brazil_BR1210,2035,0.0,
p_solar_Brazil_BR1276,2030,0.0,
p_solar_Argentina_AR842,2040,0.0,
p_solar_Uruguay_UY66,2020,0.0,
p_solar_Brazil_BR973,2025,0.0,
p_solar_Brazil_BR2216,2020,0.0,
p_wind_Argentina_AR1099,2045,0.0,
p_solar_Brazil_BR2419,2025,0.0,
p_wind_Brazil_BR2524,2030,0.0,
p_solar_Paraguay_PY49,2035,0.0,
p_wind_Paraguay_PY2,2050,1638.0,
p_solar_Uruguay_UY31,2040,146.3,
p_wind_Argentina_AR264,2040,432.0,
p_solar_Argentina_AR354,2045,0.0,
p_solar_Argentina_AR256,2030,0.0,
p_solar_Argentina_AR736,2020,0.0,
p_solar_Argentina_AR731,2025,0.0,
p_wind_Paraguay_PY23,2045,0.0,
p_solar_Brazil_BR1196,2045,161.0,
p_wind_Uruguay_UY5,2020,0.0,
p_wind_Argentina_AR868,2050,0.0,
p_wind_Chile_CL24,2040,0.0,
p_solar_Brazil_BR2345,2030,0.0,
p_solar_Brazil_BR2169,2040,132.2,
p_solar_Brazil_BR2711,2025,0.0,
p_wind_Paraguay_PY40,2045,0.0,
p_wind_Argentina_AR246,2050,0.0,
p_solar_Brazil_BR2830,2025,0.0,
p_solar_Brazil_BR2788,2025,0.0,
p_wind_Argentina_AR803,2040,0.0,
p_solar_Argentina_AR95,2030,0.0,
p_solar_Brazil_BR1821,2040,116.2,
p_wind_Argentina_AR957,2050,0.0,
p_wind_Argentina_AR723,2040,0.0,
p_wind_Argentina_AR812,2025,0.0,
p_solar_Argentina_AR142,2035,0.0,
p_wind_Chile_CL94,2025,0.0,
p_solar_Argentina_AR14,2020,0.0,
p_solar_Brazil_BR1474,2020,0.0,
p_solar_Brazil_BR2792,2050,184.6,
p_solar_Brazil_BR2072,2040,0.0,
p_solar_Brazil_BR2535,2020,0.0,
p_wind_Argentina_AR205,2035,0.0,
p_wind_Argentina_AR475,2050,696.0,
p_solar_Argentina_AR228,2030,0.0,
p_solar_Brazil_BR1337,2025,0.0,
p_solar_Brazil_BR2222,2045,175.8,
p_solar_Brazil_BR876,2050,109.0,
p_wind_Argentina_AR161,2020,0.0,
p_wind_Brazil_BR2731,2035,0.0,
p_wind_Argentina_AR606,2030,0.0,
p_solar_Brazil_BR2294,2045,180.5,
p_wind_Argentina_AR995,2025,0.0,
p_solar_Brazil_BR2256,2020,0.0,
p_wind_Brazil_BR2785,2020,0.0,
p_wind_Chile_CL66,2030,0.0,
p_wind_Argentina_AR510,2030,0.0,
p_solar_Argentina_AR89,2045,0.0,
p_solar_Chile_CL131,2050,0.0,
p_solar_Chile_CL301,2050,0.0,
p_wind_Argentina_AR690,2045,0.0,
p_solar_Brazil_BR1986,2045,169.0,
p_solar_Brazil_BR2579,2025,0.0,
p_solar_Brazil_BR834,2035,0.0,
p_solar_Brazil_BR2652,2045,194.9,
p_solar_Argentina_AR140,2035,0.0,
p_solar_Brazil_BR2166,2025,0.0,
p_wind_Brazil_BR1038,2035,0.0,
p_solar_Chile_CL249,2025,0.0,
p_solar_Argentina_AR278,2040,0.0,
p_wind_Argentina_AR601,2035,0.0,
p_solar_Argentina_AR236,2045,0.0,
p_solar_Argentina_AR137,2045,0.0,
p_wind_Brazil_BR2796,2030,0.0,
p_wind_Paraguay_PY27,2040,0.0,
p_solar_Brazil_BR1137,2040,138.6,
p_wind_Argentina_AR1018,2035,0.0,
p_wind_Argentina_AR824,2025,0.0,
p_solar_Argentina_AR663,2030,0.0,
p_solar_Argentina_AR253,2050,0.0,
p_solar_Brazil_BR2767,2025,0.0,
p_solar_Brazil_BR979,2050,152.5,
p_solar_Argentina_AR735,2050,0.0,
